
[00:00:00.000 --> 00:00:04.000]  在二零一八年第一日
[00:00:04.000 --> 00:00:07.000]  我祝願大家在新的一年
[00:00:07.000 --> 00:00:09.000]  主因滿日
[00:00:09.000 --> 00:00:11.000]  侍奉得力
[00:00:11.000 --> 00:00:14.000]  滿有喜樂
[00:00:14.000 --> 00:00:18.000]  今日大家來到一樓禮堂
[00:00:18.000 --> 00:00:21.000]  見到甚麼呢
[00:00:21.000 --> 00:00:24.000]  一對新的Banner
[00:00:24.000 --> 00:00:29.000]  我們先讀一讀這對新的Banner的字
[00:00:29.000 --> 00:00:31.000]  預備開始
[00:00:31.000 --> 00:00:34.000]  跟隨基督承照命
[00:00:34.000 --> 00:00:38.000]  差遣門徒傳救恩
[00:00:38.000 --> 00:00:41.000]  二零一八年是教會在
[00:00:41.000 --> 00:00:43.000]  德人建立差遣
[00:00:43.000 --> 00:00:47.000]  這個循環當中的差遣年
[00:00:47.000 --> 00:00:53.000]  我祝願大家都能夠按住主給你的照命
[00:00:53.000 --> 00:00:56.000]  是被差遣到你的職場
[00:00:56.000 --> 00:00:57.000]  你的家庭
[00:00:57.000 --> 00:00:58.000]  你的學校
[00:00:58.000 --> 00:01:01.000]  社會和整個世界
[00:01:01.000 --> 00:01:06.000]  去活出一個更像基督的生命
[00:01:06.000 --> 00:01:09.000]  去傳揚耶穌的福音
[00:01:09.000 --> 00:01:15.000]  去發揮炎和光的影響力
[00:01:15.000 --> 00:01:17.000]  在這對Banner那裏
[00:01:17.000 --> 00:01:22.000]  大家都見到中間有兩個字
[00:01:22.000 --> 00:01:24.000]  你看你在哪裏讀出來
[00:01:24.000 --> 00:01:28.000]  傳承或者是承傳
[00:01:28.000 --> 00:01:32.000]  正如我在封面文章那裏所講
[00:01:32.000 --> 00:01:37.000]  教會的使命、意象、核心價值
[00:01:37.000 --> 00:01:40.000]  是必須傳承下去
[00:01:40.000 --> 00:01:43.000]  教會每一個的侍奉崗位
[00:01:43.000 --> 00:01:47.000]  亦都必須傳承下去
[00:01:47.000 --> 00:01:53.000]  我盼望大家都能夠成為主所喜悅的門徒
[00:01:53.000 --> 00:01:57.000]  我們一同去跟隨基督
[00:01:57.000 --> 00:01:59.000]  更像基督
[00:01:59.000 --> 00:02:01.000]  傳揚基督
[00:02:01.000 --> 00:02:08.000]  去活出以耶穌基督為中心的生命
[00:02:08.000 --> 00:02:09.000]  在講道之前
[00:02:09.000 --> 00:02:13.000]  讓我們再一次同心低頭禱告
[00:02:13.000 --> 00:02:14.000]  親愛的天母
[00:02:14.000 --> 00:02:18.000]  我們真是願意用你的話語
[00:02:18.000 --> 00:02:22.000]  作為我們人生的指標
[00:02:22.000 --> 00:02:27.000]  作為我們每日生活的力量
[00:02:27.000 --> 00:02:30.000]  當我們要打開主你的話語的時候
[00:02:30.000 --> 00:02:33.000]  求主你就差派聖靈
[00:02:33.000 --> 00:02:36.000]  進入我們每一個人的心
[00:02:36.000 --> 00:02:39.000]  掌管我們的心思、意念
[00:02:39.000 --> 00:02:42.000]  讓我們明白真理
[00:02:42.000 --> 00:02:45.000]  亦都活出真理
[00:02:45.000 --> 00:02:47.000]  多謝你聽我們的祈禱
[00:02:47.000 --> 00:02:49.000]  奉耶穌基督成名祈求
[00:02:49.000 --> 00:02:52.000]  阿門
[00:02:52.000 --> 00:02:54.000]  2018年
[00:02:54.000 --> 00:02:56.000]  我相信在這個世界
[00:02:56.000 --> 00:03:02.000]  將會是一個有很多變數的一年
[00:03:02.000 --> 00:03:03.000]  舉個例
[00:03:03.000 --> 00:03:10.000]  英國脫歐和歐盟進入第二輪談判
[00:03:10.000 --> 00:03:13.000]  到底是會軟著陸
[00:03:13.000 --> 00:03:16.000]  還是硬脫歐呢
[00:03:16.000 --> 00:03:18.000]  暫時沒有人知道
[00:03:18.000 --> 00:03:25.000]  美國承認耶路撒冷為以色列首都
[00:03:25.000 --> 00:03:32.000]  遭受聯合國百多個國家聯合反對
[00:03:32.000 --> 00:03:42.000]  已經成為新一輪以巴衝突的理由或藉口
[00:03:42.000 --> 00:03:45.000]  北韓繼續發展核武
[00:03:45.000 --> 00:03:49.000]  可能正在發展化學武器
[00:03:49.000 --> 00:03:53.000]  這些事情所帶來的影響
[00:03:53.000 --> 00:03:58.000]  我相信沒有人能夠預計得到
[00:03:58.000 --> 00:04:00.000]  香港又如何呢
[00:04:00.000 --> 00:04:04.000]  在香港樓價繼續升
[00:04:04.000 --> 00:04:07.000]  政治局面改變
[00:04:07.000 --> 00:04:09.000]  貧窮人口增加
[00:04:09.000 --> 00:04:15.000]  帶來的迴響怎樣呢
[00:04:15.000 --> 00:04:19.000]  都會是一個未知之數
[00:04:19.000 --> 00:04:23.000]  基督徒在這種新的局面之下
[00:04:23.000 --> 00:04:26.000]  怎樣去面對呢
[00:04:26.000 --> 00:04:28.000]  或者我們問下我們自己
[00:04:28.000 --> 00:04:32.000]  有沒有什麼我們需要去檢視
[00:04:32.000 --> 00:04:36.000]  需要去改變的地方呢
[00:04:36.000 --> 00:04:41.000]  這個問題當然沒有容易的答案
[00:04:41.000 --> 00:04:44.000]  我們是需要繼續去祈禱
[00:04:44.000 --> 00:04:49.000]  繼續從聖經的話語上去學習
[00:04:49.000 --> 00:04:54.000]  我們認定我們所相信的上帝
[00:04:54.000 --> 00:04:57.000]  是一個掌管歷史
[00:04:57.000 --> 00:05:02.000]  並且是有能力去改變一切的上帝
[00:05:02.000 --> 00:05:06.000]  我揀選了今天的經文
[00:05:06.000 --> 00:05:08.000]  剛才主席跟我們讀出
[00:05:08.000 --> 00:05:12.000]  約書亞記五章十三至十五節
[00:05:12.000 --> 00:05:18.000]  我盼望上帝是有悉切的訊息
[00:05:18.000 --> 00:05:22.000]  今天會跟我們每一個講
[00:05:22.000 --> 00:05:26.000]  我首先講下這段經文的背景
[00:05:26.000 --> 00:05:29.000]  約書亞他帶領以色列人過約旦河
[00:05:29.000 --> 00:05:32.000]  在約旦河那裡納石為基
[00:05:32.000 --> 00:05:37.000]  因為上帝在以色列人過約旦河
[00:05:37.000 --> 00:05:39.000]  這個過程當中
[00:05:39.000 --> 00:05:42.000]  行了一個很大的神蹟
[00:05:42.000 --> 00:05:48.000]  以色列人是走乾地過了約旦河
[00:05:48.000 --> 00:05:50.000]  過河之後
[00:05:50.000 --> 00:05:55.000]  約書亞就為那些以色列的南丁行割禮
[00:05:55.000 --> 00:06:00.000]  在耶利哥的平原守禦月節
[00:06:00.000 --> 00:06:04.000]  準備攻打耶利哥城
[00:06:04.000 --> 00:06:08.000]  但這場硬仗要怎樣打呢?
[00:06:08.000 --> 00:06:11.000]  就在打這場仗之前
[00:06:11.000 --> 00:06:14.000]  這段經文就出現了
[00:06:14.000 --> 00:06:16.000]  驟眼看起來
[00:06:16.000 --> 00:06:20.000]  好像跟上文下理沒有什麼直接的關係
[00:06:20.000 --> 00:06:27.000]  但我相信他的出現一定是有上帝的心意
[00:06:27.000 --> 00:06:34.000]  並且一定是有很寶貴的訊息在當中
[00:06:34.000 --> 00:06:40.000]  約書亞記五章十三節的上半節說
[00:06:40.000 --> 00:06:42.000]  約書亞靠近耶利哥的時候
[00:06:42.000 --> 00:06:44.000]  舉目觀看
[00:06:44.000 --> 00:06:49.000]  你猜猜約書亞在看什麼呢?
[00:06:49.000 --> 00:06:52.000]  舉目觀看
[00:06:52.000 --> 00:06:56.000]  聖經沒有告訴我們他在看什麼
[00:06:56.000 --> 00:06:58.000]  如果你要我猜呢
[00:06:58.000 --> 00:07:06.000]  我就猜約書亞一定是在看耶利哥城的城牆
[00:07:06.000 --> 00:07:09.000]  他心裡可能在想
[00:07:09.000 --> 00:07:12.000]  這座城這麼高
[00:07:12.000 --> 00:07:14.000]  城門又關了
[00:07:14.000 --> 00:07:16.000]  沒有人出入
[00:07:16.000 --> 00:07:18.000]  防守這麼嚴密
[00:07:18.000 --> 00:07:20.000]  這場仗要怎樣打呢?
[00:07:20.000 --> 00:07:22.000]  就算我用梯子
[00:07:22.000 --> 00:07:23.000]  我用繩子
[00:07:23.000 --> 00:07:25.000]  梯子和繩子有這麼高
[00:07:25.000 --> 00:07:27.000]  可以爬上城牆
[00:07:27.000 --> 00:07:30.000]  我還沒上到頂
[00:07:30.000 --> 00:07:34.000]  都已經被敵人殺了
[00:07:34.000 --> 00:07:37.000]  怎麼辦呢?
[00:07:37.000 --> 00:07:40.000]  約書亞舉目觀看
[00:07:40.000 --> 00:07:44.000]  是在看環境
[00:07:44.000 --> 00:07:47.000]  接著發生了什麼事呢?
[00:07:47.000 --> 00:07:49.000]  十三節的下半節
[00:07:49.000 --> 00:07:51.000]  就說有一個人
[00:07:51.000 --> 00:07:54.000]  手裡拔出來的刀
[00:07:54.000 --> 00:07:57.000]  然後就在對面站立
[00:07:57.000 --> 00:07:59.000]  約書亞就去到他那裡
[00:07:59.000 --> 00:08:00.000]  就問他
[00:08:00.000 --> 00:08:02.000]  你是幫助我們呢?
[00:08:02.000 --> 00:08:09.000]  還是幫助我們的敵人呢?
[00:08:09.000 --> 00:08:13.000]  本來約書亞是在看耶利哥的城牆
[00:08:13.000 --> 00:08:17.000]  但是現在他就注目在
[00:08:17.000 --> 00:08:20.000]  這個拔刀的人的身上
[00:08:20.000 --> 00:08:22.000]  一會兒我們就知道這個人
[00:08:22.000 --> 00:08:27.000]  就是耶和華軍隊的元帥
[00:08:27.000 --> 00:08:31.000]  面對一個新的局面
[00:08:31.000 --> 00:08:34.000]  第一個的學習
[00:08:34.000 --> 00:08:37.000]  就是我們的視野角度
[00:08:37.000 --> 00:08:39.000]  我們是要有改變
[00:08:39.000 --> 00:08:41.000]  我們不要再看環境
[00:08:41.000 --> 00:08:46.000]  我們要專注在上帝身上
[00:08:46.000 --> 00:08:49.000]  這個是不是今天
[00:08:49.000 --> 00:08:51.000]  我們很多弟兄姊妹
[00:08:51.000 --> 00:08:53.000]  包括我自己
[00:08:53.000 --> 00:08:59.000]  要學習的一個重要的功課呢?
[00:08:59.000 --> 00:09:02.000]  這個問題太難解決了
[00:09:02.000 --> 00:09:05.000]  這個人太難應付了
[00:09:05.000 --> 00:09:07.000]  這個團隊太不合一了
[00:09:07.000 --> 00:09:10.000]  這個事工太少資源了
[00:09:10.000 --> 00:09:13.000]  這間教會太令人失望了
[00:09:13.000 --> 00:09:15.000]  我相信不用我說下去
[00:09:15.000 --> 00:09:21.000]  你都會有一些似曾相識的感覺
[00:09:21.000 --> 00:09:24.000]  我們都需要學習
[00:09:24.000 --> 00:09:27.000]  不要再看環境
[00:09:27.000 --> 00:09:31.000]  而專注在上帝的身上
[00:09:31.000 --> 00:09:33.000]  因為我們相信的上帝
[00:09:33.000 --> 00:09:36.000]  是全能、全知、全善的上帝
[00:09:36.000 --> 00:09:40.000]  祂是有能力去改變環境的
[00:09:40.000 --> 00:09:45.000]  當我們定精在上帝身上的時候
[00:09:45.000 --> 00:09:49.000]  我們就能夠按著聖靈的帶領
[00:09:49.000 --> 00:09:55.000]  去做一些合神心意的決定
[00:09:55.000 --> 00:09:57.000]  我不否認
[00:09:57.000 --> 00:10:02.000]  有些環境是會真的令人沮喪的
[00:10:02.000 --> 00:10:03.000]  舉個例子
[00:10:03.000 --> 00:10:06.000]  很多基督徒,這個世界很多基督徒
[00:10:06.000 --> 00:10:10.000]  都不斷為了同運去祈禱
[00:10:10.000 --> 00:10:13.000]  但是卻見到越來越多的國家
[00:10:13.000 --> 00:10:17.000]  是為同性婚姻去立法,立了法
[00:10:17.000 --> 00:10:19.000]  而有一些基督徒
[00:10:19.000 --> 00:10:21.000]  就在那些立了法的國家
[00:10:21.000 --> 00:10:24.000]  因著不同的原因
[00:10:24.000 --> 00:10:26.000]  是為了信仰的緣故
[00:10:26.000 --> 00:10:30.000]  被人抓去坐牢
[00:10:30.000 --> 00:10:34.000]  是不是令人沮喪?
[00:10:34.000 --> 00:10:38.000]  或者近距離一點
[00:10:38.000 --> 00:10:42.000]  我們會見到一些基督徒
[00:10:42.000 --> 00:10:45.000]  信了主十年、二十年、三十年
[00:10:45.000 --> 00:10:47.000]  不知道多少十年
[00:10:47.000 --> 00:10:51.000]  但是生命卻是不成長的
[00:10:51.000 --> 00:10:52.000]  不謙卑的
[00:10:52.000 --> 00:10:54.000]  只是靠自己經驗
[00:10:54.000 --> 00:10:57.000]  不依靠上帝的
[00:10:57.000 --> 00:11:00.000]  是不是令人沮喪?
[00:11:00.000 --> 00:11:02.000]  我們真的很需要
[00:11:02.000 --> 00:11:06.000]  專注在上帝的身上
[00:11:06.000 --> 00:11:09.000]  因為祂的意念高過我們的意念
[00:11:09.000 --> 00:11:13.000]  祂的道路高過我們的道路
[00:11:13.000 --> 00:11:17.000]  如果祂放我們在那個環境當中
[00:11:17.000 --> 00:11:20.000]  可能祂是有一些功課
[00:11:20.000 --> 00:11:23.000]  是要我們學習的
[00:11:23.000 --> 00:11:27.000]  如果我們單單看人
[00:11:27.000 --> 00:11:30.000]  我們必定失望
[00:11:30.000 --> 00:11:33.000]  因為我們都是罪人
[00:11:33.000 --> 00:11:36.000]  如果我們單單看環境
[00:11:36.000 --> 00:11:39.000]  我們也會感到沮喪
[00:11:39.000 --> 00:11:41.000]  或者是無奈
[00:11:41.000 --> 00:11:43.000]  甚至是恐懼
[00:11:43.000 --> 00:11:49.000]  因為我們沒有力量去戰勝環境
[00:11:49.000 --> 00:11:52.000]  約書亞問的問題
[00:11:52.000 --> 00:11:54.000]  你是幫助我們
[00:11:54.000 --> 00:11:56.000]  還是幫助我們的敵人
[00:11:56.000 --> 00:11:59.000]  其實是一個很正常的反應
[00:11:59.000 --> 00:12:03.000]  現在是在打仗
[00:12:03.000 --> 00:12:05.000]  突然之間有個人出現
