
[00:00:00.000 --> 00:00:03.240]  今早上見到弟兄姊妹的時候
[00:00:03.240 --> 00:00:07.640]  很多都繼續給大家祝賀新年蒙恩
[00:00:07.640 --> 00:00:12.160]  我都很自然地心裏湧出一句說話
[00:00:12.160 --> 00:00:14.160]  就是繼續蒙恩
[00:00:14.160 --> 00:00:16.880]  新年蒙恩 繼續蒙恩
[00:00:16.880 --> 00:00:19.920]  詩篇23篇 大家都會記得
[00:00:19.920 --> 00:00:20.960]  聖經講到
[00:00:20.960 --> 00:00:26.640]  神的恩惠和慈愛 一生一世隨著我們
[00:00:26.640 --> 00:00:30.240]  永遠都帶著一份常常期待的心
[00:00:30.240 --> 00:00:33.760]  仰望神 常常地向我們施恩
[00:00:33.760 --> 00:00:35.200]  因為我們需要
[00:00:35.200 --> 00:00:38.480]  而祂都是一位施恩的上帝
[00:00:38.480 --> 00:00:41.520]  我們都是這樣帶著一份蒙恩的心
[00:00:41.520 --> 00:00:44.560]  來繼續去常常的敬拜祂
[00:00:44.560 --> 00:00:46.960]  我們今天繼續思想聖經裏面
[00:00:46.960 --> 00:00:50.800]  我們信徒之間彼此相處的重要的聖經教導
[00:00:50.800 --> 00:00:52.560]  我們大家一起同心祈禱
[00:00:52.560 --> 00:00:54.560]  我們仰望主
[00:00:57.040 --> 00:01:00.400]  我們天上的父親 我們感謝祢
[00:01:00.400 --> 00:01:05.280]  因為祢的確是一位樂於施恩的上帝
[00:01:05.280 --> 00:01:07.280]  主啊 我們很不配
[00:01:07.280 --> 00:01:10.400]  但是祢是願意因為祢自己的慈愛
[00:01:10.400 --> 00:01:12.880]  就不斷賜下恩惠
[00:01:12.880 --> 00:01:16.080]  主啊 求祢賜我們內心那份信心
[00:01:16.080 --> 00:01:18.400]  那份等候的心
[00:01:18.400 --> 00:01:21.440]  我們就在祢面前不斷的經歷
[00:01:21.440 --> 00:01:23.440]  祢賜給我們的恩惠
[00:01:23.440 --> 00:01:26.880]  主啊 在我們無論地上的生活
[00:01:26.880 --> 00:01:28.560]  或者是在教會裏面
[00:01:28.560 --> 00:01:30.480]  和弟兄姊妹的相處
[00:01:30.480 --> 00:01:33.040]  我們怎樣一同來成長
[00:01:33.040 --> 00:01:35.280]  主啊 我們仰望祢的恩
[00:01:35.280 --> 00:01:37.920]  如今我們再一次等候在祢面前
[00:01:37.920 --> 00:01:40.880]  仰望主賜下祢自己聖經的說話
[00:01:40.880 --> 00:01:44.720]  引導我們行在祢自己的光當中
[00:01:44.720 --> 00:01:46.160]  我們仰望祈禱
[00:01:46.160 --> 00:01:49.040]  奉耶穌名字求 阿們
[00:01:49.040 --> 00:01:54.160]  我們仰望祈禱 奉耶穌名字求 阿們
[00:01:54.160 --> 00:01:58.960]  大家再看回聖經羅馬書第十四章的經文
[00:01:58.960 --> 00:02:06.720]  當我們想到弟兄姊妹之間相處的事情
[00:02:06.720 --> 00:02:07.840]  大家一定會記得
[00:02:07.840 --> 00:02:10.640]  我們常常都會提及聖經一句說話
[00:02:10.640 --> 00:02:13.520]  亦都是過去我們崇拜上提及的
[00:02:13.520 --> 00:02:15.920]  就是你們要竭力保守
[00:02:15.920 --> 00:02:19.760]  聖靈所賜合而為一的心
[00:02:19.760 --> 00:02:23.360]  這句說話本身裏面有一個很重要的含義
[00:02:23.360 --> 00:02:27.840]  就是神已經賜下合而為一的心
[00:02:27.840 --> 00:02:30.080]  無論你的感受是怎樣
[00:02:30.080 --> 00:02:31.600]  但聖經講述到
[00:02:31.600 --> 00:02:32.960]  當我們信了主之後
[00:02:32.960 --> 00:02:35.840]  有同一位聖靈在我們生命當中
[00:02:35.840 --> 00:02:39.760]  所以上帝已經賜下這一份的合一
[00:02:39.760 --> 00:02:41.200]  而聖經勉勵我們的
[00:02:41.200 --> 00:02:46.960]  是要竭力去保守保存這一份的合一
[00:02:46.960 --> 00:02:49.520]  當然當我們聽見聖經這樣勉勵的時候
[00:02:49.520 --> 00:02:53.840]  我們會問自己究竟我有多竭力
[00:02:53.840 --> 00:02:59.040]  有多留意去保守這一份的合一
[00:02:59.040 --> 00:03:01.280]  在合一的過程裏面
[00:03:01.280 --> 00:03:02.720]  聖經特別提及一點
[00:03:02.720 --> 00:03:06.160]  就是要小心不要因為你的緣故
[00:03:06.160 --> 00:03:09.840]  叫弟兄姊妹因為你而受傷害
[00:03:09.840 --> 00:03:12.000]  或者說跌倒
[00:03:12.000 --> 00:03:15.440]  主耶穌的福音書裏面的教訓裏面
[00:03:15.440 --> 00:03:16.640]  上上提及
[00:03:16.640 --> 00:03:17.840]  你們要小心
[00:03:17.840 --> 00:03:20.000]  不要叫信那一位的小子當中
[00:03:20.000 --> 00:03:22.560]  因為你而跌倒
[00:03:22.560 --> 00:03:25.200]  而跌倒其中一個很重要的因素
[00:03:25.200 --> 00:03:29.360]  就是因為產生了一種彼此的批評
[00:03:29.360 --> 00:03:31.360]  有人受傷害
[00:03:31.360 --> 00:03:33.200]  有人感覺被輕視
[00:03:33.200 --> 00:03:35.440]  而因此離開
[00:03:35.440 --> 00:03:36.880]  聖經就說要留心
[00:03:36.880 --> 00:03:39.760]  不要叫人因為你跌倒
[00:03:39.760 --> 00:03:41.360]  反而是因為你的愛
[00:03:41.360 --> 00:03:42.800]  你的忍耐
[00:03:42.800 --> 00:03:45.200]  而能夠建立別人
[00:03:45.200 --> 00:03:49.360]  因此教徒在神學家裏面的成長方向
[00:03:49.360 --> 00:03:51.200]  是要去建立別人
[00:03:51.200 --> 00:03:52.880]  去造就別人
[00:03:52.880 --> 00:03:57.280]  去勝過彼此不必要的批評
[00:03:57.280 --> 00:03:58.720]  而今天羅馬書十四章
[00:03:58.720 --> 00:03:59.760]  正是提醒我們
[00:03:59.760 --> 00:04:01.520]  弟兄姊妹要留意
[00:04:01.520 --> 00:04:02.720]  我們靠著神
[00:04:02.720 --> 00:04:06.400]  不要論斷我們的弟兄姊妹
[00:04:06.400 --> 00:04:09.520]  在聖經第十四章一開始就提及一件事情
[00:04:09.520 --> 00:04:12.960]  有一些信心軟弱的人的情況
[00:04:12.960 --> 00:04:15.440]  十四章第一節這樣說
[00:04:15.440 --> 00:04:18.000]  「你們要接納信心軟弱的人
[00:04:18.000 --> 00:04:22.320]  不要論斷引起爭論的事情」
[00:04:22.320 --> 00:04:24.320]  或者我們首先問
[00:04:24.320 --> 00:04:27.120]  哪些人是信心軟弱的呢?
[00:04:27.120 --> 00:04:30.080]  甚麼叫做信心軟弱呢?
[00:04:30.080 --> 00:04:33.040]  在聖經裏面提及到當時在教會裏面
[00:04:33.040 --> 00:04:36.880]  有一些在羅馬信主的愛邦人
[00:04:36.880 --> 00:04:38.800]  他們本身不是猶太人
[00:04:38.800 --> 00:04:40.400]  但是他們信了主
[00:04:40.400 --> 00:04:42.480]  但同時有一些猶太人
[00:04:42.480 --> 00:04:45.360]  他們以前是嚴守摩西的律法
[00:04:45.360 --> 00:04:46.800]  但是信靠耶穌之後
[00:04:46.800 --> 00:04:49.200]  領受主給他們的救恩
[00:04:49.200 --> 00:04:51.520]  但是有某些生活習慣
[00:04:51.520 --> 00:04:55.680]  仍然是受過去一些信仰生活所影響
[00:04:55.680 --> 00:04:58.000]  聖經就說他們在一些行為上
[00:04:58.000 --> 00:05:01.600]  有一些不一致不一樣的地方
[00:05:01.600 --> 00:05:04.560]  就是第三節所提及的
[00:05:04.560 --> 00:05:06.400]  第二節所提及的
[00:05:06.400 --> 00:05:09.680]  有人相信所有的食物都可以吃
[00:05:09.680 --> 00:05:13.200]  信心軟弱的人卻只吃蔬菜
[00:05:13.200 --> 00:05:15.680]  吃的人不要輕看不吃的人
[00:05:15.680 --> 00:05:18.640]  不吃的人也不要批評吃的人
[00:05:18.640 --> 00:05:22.240]  因為神已經接納他了
[00:05:22.240 --> 00:05:24.640]  有一些猶太的教徒
[00:05:24.640 --> 00:05:27.680]  他們會覺得不應該吃肉
[00:05:27.680 --> 00:05:29.200]  因為在當時的社會
[00:05:29.200 --> 00:05:31.920]  很多的肉食在市場買回來
[00:05:31.920 --> 00:05:34.800]  都是曾經拜過一些偶像
[00:05:34.800 --> 00:05:37.040]  這些生畜拜完假神之後
[00:05:37.040 --> 00:05:39.600]  又再去市場販賣
[00:05:39.600 --> 00:05:41.600]  因此他們感覺如果吃這些肉
[00:05:41.600 --> 00:05:46.080]  就等於是參與了去拜假神的這些崇拜
[00:05:46.080 --> 00:05:48.560]  所以他們內心覺得不應該做
[00:05:48.560 --> 00:05:52.000]  所以他們就避開吃肉類
[00:05:52.000 --> 00:05:54.400]  但是也有一些教徒他們覺得
[00:05:54.400 --> 00:05:55.680]  食物就是食物
[00:05:55.680 --> 00:05:59.440]  不因為拜過甚麼神明會污染了
[00:05:59.440 --> 00:06:01.840]  所以他們覺得可以吃
[00:06:01.840 --> 00:06:05.680]  但是這種分別很明顯在中間是存在的
[00:06:05.680 --> 00:06:06.720]  不單止食物
[00:06:06.720 --> 00:06:09.520]  在其他方面聖經也提及到
[00:06:09.520 --> 00:06:12.880]  有些人認為某些日子是比較神聖的
[00:06:12.880 --> 00:06:18.880]  大家看下面第五節
[00:06:18.880 --> 00:06:21.680]  有人認為這日比那日好
[00:06:21.680 --> 00:06:25.760]  有人認為日日都是一樣
[00:06:25.760 --> 00:06:27.760]  有一些猶太的教徒
[00:06:27.760 --> 00:06:31.840]  他們會覺得安息日或者某些贖罪日
[00:06:31.840 --> 00:06:34.800]  某些特別的日子是比較神聖的
[00:06:34.800 --> 00:06:38.400]  某些活動是可以在這些日子做
[00:06:38.400 --> 00:06:42.400]  但某些活動是不可以在這些日子做
[00:06:42.400 --> 00:06:45.760]  對這些日子有一種特別的感覺
[00:06:45.760 --> 00:06:47.920]  但是有些人覺得日日都是一樣的
[00:06:47.920 --> 00:06:52.640]  不必要特別以某一日比較神聖
[00:06:52.640 --> 00:06:53.680]  聖經就提及
[00:06:53.680 --> 00:06:56.160]  沒錯有些信心軟弱的人
[00:06:56.160 --> 00:06:58.400]  他們覺得只能夠吃蔬菜
[00:06:58.400 --> 00:07:00.880]  不應該吃肉類
[00:07:00.880 --> 00:07:02.080]  這種軟弱
[00:07:02.080 --> 00:07:04.160]  聖經所提及的並不一定說
[00:07:04.160 --> 00:07:07.280]  他的信仰有甚麼問題
[00:07:07.280 --> 00:07:10.160]  或者說他的信仰不成熟
[00:07:10.160 --> 00:07:14.160]  而是說到他們在信仰的認知過程當中
[00:07:14.160 --> 00:07:17.600]  受到一些個人的信仰背景
[00:07:17.600 --> 00:07:21.360]  或者一些成長或者文化的背景影響
[00:07:21.360 --> 00:07:25.440]  以至他良心上有一些不同的判斷
[00:07:25.440 --> 00:07:27.120]  這種過去的背景
[00:07:27.120 --> 00:07:30.080]  影響了他一些良心的判斷
[00:07:30.080 --> 00:07:33.360]  認為某些行為是不應該做的
[00:07:33.360 --> 00:07:35.840]  甚至是得罪神的
[00:07:35.840 --> 00:07:37.680]  聖經就講述到這些情況
[00:07:37.680 --> 00:07:42.160]  特別是講及到當時在吃偶像的祭品上
[00:07:42.160 --> 00:07:45.280]  是有很不同的一種反應
[00:07:45.280 --> 00:07:49.360]  我請大家去看一看後面的一本書
[00:07:49.360 --> 00:07:50.800]  哥林多前書
[00:07:50.800 --> 00:07:52.800]  我們再看一兩節經文
[00:07:55.760 --> 00:07:58.240]  臨前第八章
[00:07:58.240 --> 00:08:06.080]  在第八章的第一節
[00:08:06.080 --> 00:08:08.080]  我們看右邊的和學本
[00:08:08.080 --> 00:08:13.200]  第八章第一節就講
[00:08:13.200 --> 00:08:15.840]  論到祭偶像之物
[00:08:15.840 --> 00:08:18.560]  我們曉得我們都有知識
[00:08:18.560 --> 00:08:21.200]  但知識是叫人自高自大
[00:08:21.200 --> 00:08:24.160]  唯有愛心能夠造就人
[00:08:24.160 --> 00:08:27.680]  保羅提到關於真理的知識的問題
[00:08:27.680 --> 00:08:31.840]  然後他在下面的第四節就講
[00:08:31.840 --> 00:08:34.080]  論到吃祭偶像之物
[00:08:34.080 --> 00:08:36.960]  我們知道偶像在世上算不得什麼
[00:08:36.960 --> 00:08:39.040]  也知道神只有一位
[00:08:39.040 --> 00:08:40.800]  那些其實不是神
[00:08:40.800 --> 00:08:43.120]  再沒有別的神
[00:08:43.120 --> 00:08:45.600]  一個很重要的真理的知識
[00:08:45.600 --> 00:08:48.080]  保羅在清楚講述出來
[00:08:48.080 --> 00:08:50.000]  但是第七節就說
[00:08:50.000 --> 00:08:52.960]  但人不都有這等知識
[00:08:52.960 --> 00:08:56.400]  有人道如今因拜慣了偶像
[00:08:56.400 --> 00:08:59.920]  就以為所吃的是祭偶像之物
[00:08:59.920 --> 00:09:02.240]  他們的良心既然軟弱
[00:09:02.240 --> 00:09:05.600]  也就污穢了
[00:09:05.600 --> 00:09:07.440]  聖經所講及的情況就是
[00:09:07.440 --> 00:09:08.480]  沒錯
[00:09:08.480 --> 00:09:10.320]  按照真理的知識
[00:09:10.320 --> 00:09:14.400]  這些拜偶像的祭物不算什麼
[00:09:14.400 --> 00:09:17.440]  這種對聖經真理的認識
[00:09:17.440 --> 00:09:21.760]  但有一些人因為他過去的信仰背景
[00:09:21.760 --> 00:09:23.840]  未必有這種知識
[00:09:23.840 --> 00:09:25.440]  就算他頭腦知道
[00:09:25.440 --> 00:09:29.200]  但內心是難以接受
[00:09:29.200 --> 00:09:31.120]  而聖經就說這個原因
[00:09:31.120 --> 00:09:33.600]  因為過往未信主之前
[00:09:33.600 --> 00:09:35.680]  是拜慣了偶像
[00:09:35.680 --> 00:09:38.240]  所以有這樣的情況出現
[00:09:38.240 --> 00:09:41.760]  但是他良心知道不應該吃
[00:09:41.760 --> 00:09:44.160]  但如果他違背自己的良心
[00:09:44.160 --> 00:09:45.920]  違背神的心意
[00:09:45.920 --> 00:09:48.000]  他自己感覺神的心意
[00:09:48.000 --> 00:09:50.320]  而吃了這些祭品
[00:09:50.320 --> 00:09:53.520]  對他來說就是違背神
[00:09:53.520 --> 00:09:54.560]  因此聖經就說
[00:09:54.560 --> 00:09:56.080]  在這種情況之下
[00:09:56.080 --> 00:09:58.960]  他們如果去做這些食物
[00:09:58.960 --> 00:10:02.560]  對他們來說就成為污穢了
[00:10:02.560 --> 00:10:04.640]  這段你發覺聖經所講述的情況
[00:10:04.640 --> 00:10:08.320]  是人內心誠實地看待這件事情
[00:10:08.320 --> 00:10:12.640]  是否他知道自己捍衛不對的
[00:10:12.640 --> 00:10:16.320]  而他做了所帶來的一種問題
[00:10:16.320 --> 00:10:18.000]  所以聖經就說這種知識
[00:10:18.000 --> 00:10:20.240]  不一定每個人都會有
[00:10:20.240 --> 00:10:24.800]  所以要留心會有不同的反應
[00:10:24.800 --> 00:10:27.360]  我想起有一間教會
[00:10:27.360 --> 00:10:28.560]  他們有一位弟兄
[00:10:28.560 --> 00:10:32.240]  以前他是參與安息日會的
[00:10:32.240 --> 00:10:34.240]  但後來他自己很清楚
[00:10:34.240 --> 00:10:36.160]  來到再看回聖經
[00:10:36.160 --> 00:10:37.920]  知道聖經的教導
[00:10:37.920 --> 00:10:42.160]  然後他回到福音信仰的教會
[00:10:42.160 --> 00:10:43.840]  他很清楚知道教育裏面
[00:10:43.840 --> 00:10:46.560]  關於安息日的各種的規條
[00:10:46.560 --> 00:10:49.840]  在今天因為耶穌基督的救恩
[00:10:49.840 --> 00:10:54.560]  不再需要守這些舊約的安息日規條
[00:10:54.560 --> 00:10:57.040]  但在這間教會裏面
[00:10:57.040 --> 00:10:59.120]  他開始有些不太習慣
[00:10:59.120 --> 00:11:02.000]  因為他過去習慣了星期六
[00:11:02.000 --> 00:11:04.400]  是一個很重要的日子
[00:11:04.400 --> 00:11:05.680]  所以星期六
[00:11:05.680 --> 00:11:11.040]  他是不願意去參與任何娛樂的活動
[00:11:11.040 --> 00:11:13.440]  而他甚至都不想星期六
[00:11:13.440 --> 00:11:15.440]  用很多時間做很多家務
[00:11:15.440 --> 00:11:17.120]  很多其他的活動
[00:11:17.120 --> 00:11:19.280]  因為他這麼多年習慣了星期六
[00:11:19.280 --> 00:11:21.120]  是專心讀聖經
[00:11:21.120 --> 00:11:23.040]  可以安靜自己
[00:11:23.040 --> 00:11:28.560]  有多些與神親近的活動和一些時間
[00:11:28.560 --> 00:11:32.080]  後來教會裏面有熟悉弟兄的節目邀請他
[00:11:32.080 --> 00:11:35.680]  不如星期六我們出去看球賽
[00:11:35.680 --> 00:11:37.840]  這位弟兄就很難接受
[00:11:37.840 --> 00:11:40.320]  他說對不起我不去
[00:11:40.320 --> 00:11:43.200]  很多其他的活動他不願意參與
[00:11:43.200 --> 00:11:47.120]  慢慢有些人覺得這個人有點怪怪的
[00:11:47.120 --> 00:11:50.640]  甚至有些時候對他有點取笑
[00:11:50.640 --> 00:11:51.840]  在這種情況裏面
[00:11:51.840 --> 00:11:54.800]  這位弟兄就感受到好像是被排斥
[00:11:54.800 --> 00:11:59.360]  甚至都思想要離開這間教會
[00:11:59.360 --> 00:12:01.520]  當想起這件事情的時候就會回想
[00:12:01.520 --> 00:12:04.560]  在聖經裏面都有提及到一件情況
[00:12:04.560 --> 00:12:08.960]  很多人有他自己信仰認知的階段
[00:12:08.960 --> 00:12:10.080]  而有些情形
[00:12:10.080 --> 00:12:12.880]  他不一定是在做甚麼錯的事情
[00:12:12.880 --> 00:12:17.200]  只不過他生活行為上有些地方他選擇不去做
[00:12:17.200 --> 00:12:20.880]  聖經就提及這種信心軟弱的情況
[00:12:20.880 --> 00:12:23.280]  不一定說他的人是軟弱
[00:12:23.280 --> 00:12:24.560]  但是在某些事情上
[00:12:24.560 --> 00:12:28.160]  他有一種行為上不同的選擇
[00:12:28.160 --> 00:12:31.520]  我們要留心去接納他們
[00:12:31.520 --> 00:12:33.040]  所以剛才讀的聖經
[00:12:33.040 --> 00:12:34.800]  羅馬書十四章
[00:12:34.800 --> 00:12:36.720]  你去翻的時候會見到
[00:12:36.720 --> 00:12:38.160]  一開始就提及
[00:12:38.160 --> 00:12:42.800]  你們要接納信心軟弱的人
[00:12:42.800 --> 00:12:44.160]  去接納
[00:12:44.160 --> 00:12:46.080]  甚麼叫做接納呢?
[00:12:46.080 --> 00:12:47.920]  如果你再讀剛才的聖經
[00:12:47.920 --> 00:12:50.000]  聖經很清楚在說一件事情
[00:12:50.000 --> 00:12:56.880]  接納表達你不要論斷引起爭論的事情第一節
[00:12:56.880 --> 00:12:59.200]  有些經文的翻譯寫著
[00:12:59.200 --> 00:13:03.600]  不要因為意見不同而爭論
[00:13:03.600 --> 00:13:06.000]  因為這件事情本身有爭論
[00:13:06.000 --> 00:13:09.360]  而在爭論過程當中產生了論斷
[00:13:09.360 --> 00:13:13.440]  或者說產生了一種的審判
[00:13:13.440 --> 00:13:14.640]  怎樣審判呢?
[00:13:14.640 --> 00:13:20.320]  大家記得在第十四章第三節
[00:13:20.320 --> 00:13:21.920]  這節很重要的經文
[00:13:21.920 --> 00:13:23.920]  我請大家讀一讀
[00:13:23.920 --> 00:13:27.920]  吃的人不要輕看不吃的人
[00:13:27.920 --> 00:13:32.080]  不吃的人也不要批評吃的人
[00:13:32.080 --> 00:13:35.760]  聖神已經接納他了
[00:13:35.760 --> 00:13:38.960]  這種接納是意味著
[00:13:38.960 --> 00:13:44.320]  不因此去審訊審判別人
[00:13:44.320 --> 00:13:46.960]  審判透過兩種情況表達出來
[00:13:46.960 --> 00:13:50.080]  一種就是輕視對方
[00:13:50.080 --> 00:13:53.200]  這個人很狹窄
[00:13:53.200 --> 00:13:56.320]  他沒有知識也不明白聖經
[00:13:56.320 --> 00:13:58.320]  他很無知
[00:13:58.320 --> 00:14:00.480]  一種對別人的輕視
[00:14:00.480 --> 00:14:05.360]  反而出內心對別人的審判
[00:14:05.360 --> 00:14:09.200]  第二種情況就是那些做的人
[00:14:09.200 --> 00:14:10.640]  那些不做的人
[00:14:10.640 --> 00:14:13.440]  就會批評那些做的人
[00:14:13.440 --> 00:14:15.120]  他們犯罪了
[00:14:15.120 --> 00:14:16.320]  他們得罪上帝
[00:14:16.320 --> 00:14:18.160]  做了一些違背上帝的事情
[00:14:18.160 --> 00:14:20.800]  他們失了見證
[00:14:20.800 --> 00:14:26.400]  不做的人很容易會去批評那些做的人
[00:14:26.400 --> 00:14:30.720]  做了的人會去輕視那些不做的人
[00:14:30.720 --> 00:14:35.840]  而產生在頂智慧之間那種論斷的情況
[00:14:35.840 --> 00:14:38.400]  但聖經就說你是誰呢?
[00:14:38.400 --> 00:14:43.520]  你竟然會去論斷別人的僕人
[00:14:43.520 --> 00:14:45.840]  在聖經的下面你再看的時候
[00:14:45.840 --> 00:14:47.600]  聖經就說你是誰?
[00:14:47.600 --> 00:14:50.800]  竟然批評別人的家僕呢?
[00:14:50.800 --> 00:14:52.080]  聖經第四節繼續說
[00:14:52.080 --> 00:14:53.760]  他或站穩或跌倒
[00:14:53.760 --> 00:14:56.960]  只和他自己的主人有關
[00:14:56.960 --> 00:14:58.560]  而且他必定站穩
[00:14:58.560 --> 00:15:02.800]  他的主人會使他能夠站穩
[00:15:02.800 --> 00:15:04.560]  聖經提到所有屬神的人
[00:15:04.560 --> 00:15:07.760]  其實都是神的僕人
[00:15:07.760 --> 00:15:09.360]  上帝是他的主
[00:15:09.360 --> 00:15:10.560]  是他的主人
[00:15:10.560 --> 00:15:12.800]  會帶領他會引導他
[00:15:12.800 --> 00:15:16.720]  你不要僭越了這個位置
[00:15:16.720 --> 00:15:23.120]  不要去搶奪了對方主人的這個身份
[00:15:23.120 --> 00:15:25.840]  或者大家會想像到
[00:15:25.840 --> 00:15:28.160]  一個比喻說到
[00:15:28.160 --> 00:15:34.560]  如果你被邀請去一個很重要的家庭吃飯
[00:15:34.560 --> 00:15:38.800]  這個主人為你預備了很豐富的食物
[00:15:38.800 --> 00:15:40.560]  然後他有他的傭人
[00:15:40.560 --> 00:15:44.000]  幫他煮了很多好菜
[00:15:44.000 --> 00:15:46.880]  當你坐下來享受食物的時候
[00:15:46.880 --> 00:15:48.560]  突然間心裏覺得
[00:15:48.560 --> 00:15:50.880]  這些食物真的差了
[00:15:50.880 --> 00:15:54.320]  然後就叫傭人出來
[00:15:54.320 --> 00:15:56.880]  喂 你為什麼會做成這樣?
[00:15:56.880 --> 00:16:00.080]  你的菜煮得那麼差
[00:16:00.080 --> 00:16:01.840]  我想你也不適合做傭人
[00:16:01.840 --> 00:16:04.960]  你還是辭職
[00:16:04.960 --> 00:16:08.320]  一邊批評這個傭人
[00:16:08.320 --> 00:16:10.640]  你猜如果你是那個主人
[00:16:10.640 --> 00:16:12.400]  或者是一個請客的
[00:16:12.400 --> 00:16:15.920]  你的感覺會是怎樣?
[00:16:15.920 --> 00:16:18.000]  聖經提到你要記得
[00:16:18.000 --> 00:16:21.200]  你的弟兄姊妹是有他的主
[00:16:21.200 --> 00:16:24.960]  你不要隨意奪取了這個做主人的角色
[00:16:24.960 --> 00:16:28.000]  去作出那種審判
[00:16:28.000 --> 00:16:29.920]  聖經說你放心
[00:16:29.920 --> 00:16:33.440]  因為上帝會讓他能夠站得穩
[00:16:33.440 --> 00:16:34.080]  為什麼呢?
[00:16:34.080 --> 00:16:36.480]  關鍵在下第六節
[00:16:36.480 --> 00:16:40.640]  你再看第十四章第六節
[00:16:40.640 --> 00:16:45.280]  「守日的人是為主守的
[00:16:45.280 --> 00:16:47.360]  吃的人是為主吃的
[00:16:47.360 --> 00:16:49.600]  因為他感謝神
[00:16:49.600 --> 00:16:52.320]  不吃的人是為誰不吃?
[00:16:52.320 --> 00:16:54.320]  都是為主不吃的
[00:16:54.320 --> 00:16:57.520]  因為他也感謝上帝」
[00:16:57.520 --> 00:17:00.400]  沒錯 他們的行為表面上有些不同
[00:17:00.400 --> 00:17:02.160]  但是他們背後的動機
[00:17:02.160 --> 00:17:04.800]  都是因為為主的緣故
[00:17:04.800 --> 00:17:06.320]  在他們的了解裏面
