
[00:00:00.000 --> 00:00:03.120]  今天2月14日是情人節
[00:00:03.120 --> 00:00:04.400]  是一個很特別的日子
[00:00:04.400 --> 00:00:06.120]  大家知不知道為何是很特別的日子呢?
[00:00:06.120 --> 00:00:08.520]  原來是幾百年來第一次
[00:00:08.520 --> 00:00:13.120]  2月份是整個月份是完完整整的一個四方框
[00:00:13.120 --> 00:00:14.200]  大家有沒有留意到
[00:00:14.200 --> 00:00:16.480]  因為每一個月都不是28天
[00:00:16.480 --> 00:00:18.400]  一定是有30或31天
[00:00:18.400 --> 00:00:20.880]  所以不會是4個星期放在一起
[00:00:20.880 --> 00:00:24.400]  但是4個星期都可以是這麼完整的
[00:00:24.400 --> 00:00:25.480]  你們一齊收拾收拾
[00:00:25.480 --> 00:00:27.360]  原來是幾百年來第一次
[00:00:27.360 --> 00:00:29.400]  所以今次的情人節
[00:00:29.400 --> 00:00:31.400]  不說大家又不覺得
[00:00:31.400 --> 00:00:33.800]  是這麼特別的
[00:00:33.800 --> 00:00:36.760]  不說你真的不覺得
[00:00:36.760 --> 00:00:39.120]  你想一想原來是很特別的
[00:00:39.120 --> 00:00:44.720]  情人節的日子裏面當然有很多情人
[00:00:44.720 --> 00:00:48.920]  有些人說女兒是前世的情人
[00:00:48.920 --> 00:00:50.440]  不知道大家有沒有聽過這件事
[00:00:50.440 --> 00:00:52.080]  情人節不只是男女
[00:00:52.080 --> 00:00:55.000]  其實你都鼓勵你對你的父母
[00:00:55.000 --> 00:00:59.920]  對你的配偶 特別是你的父母要表達這份的愛
[00:00:59.920 --> 00:01:02.440]  情人節很自然就是講愛的日子
[00:01:02.440 --> 00:01:04.240]  但是不得不承認
[00:01:04.240 --> 00:01:06.240]  有時候我們談戀愛的時候
[00:01:06.240 --> 00:01:08.800]  我們可以許下很多的承諾
[00:01:08.800 --> 00:01:10.560]  信誓旦旦
[00:01:10.560 --> 00:01:15.880]  但是問題是有多少人真的能夠堅守這份承諾呢?
[00:01:15.880 --> 00:01:17.360]  正如我所說
[00:01:17.360 --> 00:01:19.840]  基督徒這三個字沒有任何保證的
[00:01:19.840 --> 00:01:23.440]  基督徒的婚姻同樣一樣會出問題
[00:01:23.440 --> 00:01:25.680]  基督徒一樣會離婚
[00:01:25.680 --> 00:01:27.680]  而且離婚率都很高
[00:01:27.680 --> 00:01:31.080]  去年出了一個報告
[00:01:31.080 --> 00:01:33.440]  就是統計處所出的
[00:01:33.440 --> 00:01:36.440]  就是去年的離婚率已經破了十幾年來的紀錄
[00:01:36.440 --> 00:01:40.640]  前年就是平均三對人結婚
[00:01:40.640 --> 00:01:43.040]  就有一對人離婚了
[00:01:43.040 --> 00:01:44.280]  比例很高
[00:01:44.280 --> 00:01:46.480]  但是去年還打破了這個紀錄
[00:01:46.480 --> 00:01:51.320]  但是我會覺得這個統計數字其實不是很對的
[00:01:51.320 --> 00:01:54.240]  政府的數字經常不對
[00:01:54.240 --> 00:01:56.720]  你看看那些什麼大橋什麼大橋都經常不對
[00:01:56.720 --> 00:01:59.440]  其實這次不關統計處的事
[00:01:59.440 --> 00:02:02.520]  因為現在很多年輕人有時候他們是同居的
[00:02:02.520 --> 00:02:05.520]  當他們同居的時候他們是沒有註冊的
[00:02:05.520 --> 00:02:09.000]  同居的人分開了是算不進去這條數的
[00:02:09.000 --> 00:02:12.240]  還有那個離婚的數字是法庭已經判了
[00:02:12.240 --> 00:02:14.240]  正式離了婚然後才進去
[00:02:14.240 --> 00:02:16.480]  正在排期的那些都不計數的
[00:02:16.480 --> 00:02:20.560]  所以其實那個數字是非常嚴峻的
[00:02:20.560 --> 00:02:24.840]  而基督徒的離婚率在這十幾年裏面
[00:02:24.840 --> 00:02:26.520]  我都目會了三十幾年
[00:02:26.520 --> 00:02:28.520]  是越來越厲害
[00:02:28.520 --> 00:02:30.520]  包括在我們本堂裏面
[00:02:30.520 --> 00:02:33.360]  都不少這些破碎的婚姻
[00:02:33.360 --> 00:02:36.240]  可能兩方面都是基督徒
[00:02:36.240 --> 00:02:38.240]  但是一樣會有失敗
[00:02:38.240 --> 00:02:41.280]  所以很重要的就是我們究竟有沒有好好的
[00:02:41.280 --> 00:02:43.280]  去依靠神
[00:02:43.280 --> 00:02:45.280]  按照聖經的教導
[00:02:45.280 --> 00:02:48.800]  去面對我們的婚姻生活或者男女之間的感情
[00:02:48.800 --> 00:02:51.160]  所以很特別今天會和大家
[00:02:51.160 --> 00:02:53.160]  本來我早堂是會講尼西米基的
[00:02:53.160 --> 00:02:55.600]  但既然是這麼難得的2月14號
[00:02:55.600 --> 00:02:58.920]  所以我會特別來和大家講愛的真諦
[00:02:58.920 --> 00:03:02.040]  很自然就會想起哥林多前書第十三章
[00:03:02.040 --> 00:03:05.640]  有人就會說哥林多前書就是愛的詩章
[00:03:05.640 --> 00:03:06.960]  我不否定這件事
[00:03:06.960 --> 00:03:08.960]  但是我們先一口氣
[00:03:08.960 --> 00:03:11.720]  很快的讀這篇詩篇先
[00:03:11.720 --> 00:03:14.360]  然後我們會逐句逐句和大家解釋
[00:03:14.360 --> 00:03:17.600]  我們一齊來讀出這段愛的詩章
[00:03:17.600 --> 00:03:19.600]  我若能說
[00:03:47.600 --> 00:03:50.400]  沒有愛,仍然與我無益
[00:03:50.400 --> 00:03:53.840]  愛是含苟忍耐,猶有恩慈
[00:03:53.840 --> 00:03:58.040]  愛是不嫉妒,愛是不自誇,不張學
[00:03:58.040 --> 00:04:01.920]  不作害羞的事,不求自己的益處
[00:04:01.920 --> 00:04:05.320]  不棄而發怒,不計善人的惡
[00:04:05.320 --> 00:04:08.600]  不喜歡不義,只喜歡真理
[00:04:08.600 --> 00:04:11.400]  凡是包容,凡是相信
[00:04:11.400 --> 00:04:14.200]  凡是盼望,凡是忍耐
[00:04:14.200 --> 00:04:16.200]  愛是永不止息
[00:04:16.200 --> 00:04:19.920]  千知講道之能終必歸於無尤
[00:04:19.920 --> 00:04:22.960]  說謊言之能終必停止
[00:04:22.960 --> 00:04:26.080]  知識也終必歸於無尤
[00:04:26.080 --> 00:04:29.200]  我們現在所知道的有限
[00:04:29.200 --> 00:04:31.720]  千知所講的也有限
[00:04:31.720 --> 00:04:33.880]  但愛完全的來到
[00:04:33.880 --> 00:04:37.200]  這有限的必歸於無尤了
[00:04:37.200 --> 00:04:39.200]  我作孩子的時候
[00:04:39.200 --> 00:04:44.520]  我以上孩子、心思像孩子、意念像孩子
[00:04:44.520 --> 00:04:48.760]  既成了人,就把孩子的事丟棄了
[00:04:48.760 --> 00:04:52.440]  我們如今恍不醉的直觀看
[00:04:52.440 --> 00:04:53.920]  模糊不清
[00:04:53.920 --> 00:04:56.760]  到那時就要面對面了
[00:04:56.760 --> 00:04:59.440]  我如今所知道的有限
[00:04:59.440 --> 00:05:01.800]  到那時就全知道
[00:05:01.800 --> 00:05:04.280]  如同主知道我一樣
[00:05:04.280 --> 00:05:08.320]  如今常存的有信、有望、有愛
[00:05:08.320 --> 00:05:11.640]  這三樣其中最大的是愛
[00:05:11.640 --> 00:05:13.520]  大家都很熟這篇詩篇
[00:05:13.520 --> 00:05:16.560]  很多時候一對基督徒結婚的時候
[00:05:16.560 --> 00:05:19.160]  往往就會在他們的婚禮時
[00:05:19.160 --> 00:05:21.960]  就引用這篇詩篇
[00:05:21.960 --> 00:05:24.960]  來選讀《哥林多前書》十三章
[00:05:24.960 --> 00:05:27.280]  但我恆常提醒人們
[00:05:27.280 --> 00:05:29.840]  其實在選讀上是錯誤的
[00:05:29.840 --> 00:05:34.400]  因為這章聖經絕對不是指男女的愛
[00:05:34.400 --> 00:05:35.520]  待會會解釋
[00:05:35.520 --> 00:05:39.360]  但可以引用男女的愛
[00:05:39.360 --> 00:05:41.920]  或者上一代和下一代的愛
[00:05:41.920 --> 00:05:44.480]  但絕對不是說男女的愛
[00:05:44.480 --> 00:05:48.160]  如果我們看《哥林多前書》第十二章
[00:05:48.160 --> 00:05:50.080]  最後那一句沒有打出來
[00:05:50.080 --> 00:05:50.840]  我讀給大家聽
[00:05:50.840 --> 00:05:52.040]  在筆記裏面也有
[00:05:52.040 --> 00:05:55.640]  「你們要切切地求那更大的恩賜
[00:05:55.640 --> 00:05:59.680]  如今我把最妙的道指示你們」
[00:05:59.680 --> 00:06:02.520]  然後就引用第十三章
[00:06:02.520 --> 00:06:04.520]  第十二章是講甚麼呢?
[00:06:04.520 --> 00:06:07.720]  在《哥林多教會》裏面有很多人有不同的恩賜
[00:06:07.720 --> 00:06:10.920]  有些恩賜有些特別的能力
[00:06:10.920 --> 00:06:12.760]  是很令人羨慕的
[00:06:12.760 --> 00:06:14.680]  有些人能夠行異能
[00:06:14.680 --> 00:06:16.160]  可以來到行神蹟
[00:06:16.160 --> 00:06:18.480]  有些人能夠有醫病的恩賜
[00:06:18.480 --> 00:06:19.880]  有人病了的時候
[00:06:19.880 --> 00:06:21.400]  他可以為他祈禱
[00:06:21.400 --> 00:06:22.880]  但是去醫治他
[00:06:22.880 --> 00:06:26.160]  很多人會羨慕這些恩賜
[00:06:26.160 --> 00:06:29.840]  很渴望自己都能夠擁有這種能力
[00:06:29.840 --> 00:06:31.720]  但保留跟他說
[00:06:31.720 --> 00:06:33.400]  這些不是最重要
[00:06:33.400 --> 00:06:37.400]  其實最大最大你要追求的一個恩賜是甚麼呢?
[00:06:37.400 --> 00:06:39.160]  就是愛
[00:06:39.160 --> 00:06:41.720]  就是剛才我們所讀那段聖經
[00:06:41.720 --> 00:06:43.800]  如果你留意到保羅一開始的時候
[00:06:43.800 --> 00:06:46.080]  他用了五種的恩賜
[00:06:46.080 --> 00:06:47.960]  三個的比喻
[00:06:47.960 --> 00:06:49.240]  來描繪
[00:06:49.240 --> 00:06:51.080]  如果你有很強的能力
[00:06:51.080 --> 00:06:53.560]  但沒有了這份愛的時候
[00:06:53.560 --> 00:06:56.200]  一切都是徒然的
[00:06:56.200 --> 00:06:59.120]  保羅特別有凸顯愛心
[00:06:59.120 --> 00:07:02.080]  在一切之上是很重要
[00:07:02.080 --> 00:07:05.920]  我們先讀《哥林多前書》十三章的第一節
[00:07:05.920 --> 00:07:07.080]  我們先讀第一節
[00:07:07.080 --> 00:07:08.080]  我們一起來讀出
[00:07:08.080 --> 00:07:11.160]  「我若能說萬人的謊言
[00:07:11.160 --> 00:07:13.080]  並天使的話語
[00:07:13.080 --> 00:07:14.400]  若沒有愛
[00:07:14.400 --> 00:07:16.600]  我就成了名的諾
[00:07:16.600 --> 00:07:18.320]  向的不一半」
[00:07:18.320 --> 00:07:21.600]  他說「我若說萬人的謊言」
[00:07:21.600 --> 00:07:24.120]  「謊言」原文的意思就是人的舌頭
[00:07:24.120 --> 00:07:25.720]  就是地方的言語
[00:07:25.720 --> 00:07:27.160]  很簡單
[00:07:27.160 --> 00:07:28.200]  我是廣東人
[00:07:28.200 --> 00:07:30.880]  但我又聲通上海話
[00:07:30.880 --> 00:07:32.160]  潮州話
[00:07:32.160 --> 00:07:33.720]  英文、德文
[00:07:33.720 --> 00:07:35.720]  各種地方的語言
[00:07:35.720 --> 00:07:37.440]  這個就是地方的語言
[00:07:37.440 --> 00:07:38.600]  叫「謊言」
[00:07:38.600 --> 00:07:39.600]  不要想這個
[00:07:39.600 --> 00:07:42.280]  馬上想一些靈恩的人
[00:07:42.280 --> 00:07:44.120]  來這裡說這些話
[00:07:44.120 --> 00:07:47.120]  第二方面就是天使的話語
[00:07:47.120 --> 00:07:48.560]  這是一個對比
[00:07:48.560 --> 00:07:51.160]  地方的地上的語言
[00:07:51.160 --> 00:07:53.160]  和天使的話語
[00:07:53.160 --> 00:07:54.760]  哥林多的信徒
[00:07:54.760 --> 00:07:57.040]  相信天使會有一些能力
[00:07:57.040 --> 00:07:58.320]  賦予給一些人
[00:07:58.320 --> 00:08:01.520]  於是他們會說一些很特別的話
[00:08:01.520 --> 00:08:04.000]  但就算你擁有這些
[00:08:04.000 --> 00:08:06.600]  但如果你沒有了愛心的時候
[00:08:06.600 --> 00:08:09.240]  這一切都是徒然的
[00:08:09.240 --> 00:08:11.240]  就會成為明的羅
[00:08:11.240 --> 00:08:12.520]  響的拔
