
[00:00:00.000 --> 00:00:03.000]  聖經有一個很特別的名詞
[00:00:03.000 --> 00:00:05.000]  就是「重生」
[00:00:05.000 --> 00:00:07.000]  Born Again
[00:00:07.000 --> 00:00:10.000]  如果上帝為你預備一個神蹟
[00:00:10.000 --> 00:00:15.000]  可以讓你重新出世
[00:00:15.000 --> 00:00:17.000]  再來一次
[00:00:17.000 --> 00:00:19.000]  你願不願意呢?
[00:00:19.000 --> 00:00:23.000]  你會想,那真是太好了
[00:00:23.000 --> 00:00:28.000]  我的皮膚就像小孩子般嫩滑
[00:00:28.000 --> 00:00:30.000]  或者你會想
[00:00:30.000 --> 00:00:33.000]  我幾年前失去了一個發達的機會
[00:00:33.000 --> 00:00:35.000]  如果重頭來過
[00:00:35.000 --> 00:00:37.000]  我一定要把握這個時機
[00:00:37.000 --> 00:00:39.000]  或者你會想
[00:00:39.000 --> 00:00:43.000]  我曾經糟蹋了一段愛情
[00:00:43.000 --> 00:00:46.000]  如果我重頭出世過
[00:00:46.000 --> 00:00:50.000]  我就會好好地珍惜
[00:00:50.000 --> 00:00:53.000]  但是有些人不喜歡重生
[00:00:53.000 --> 00:00:56.000]  他說我這一生已經這麼痛苦
[00:00:56.000 --> 00:00:59.000]  旁邊的也沒有誰好得多
[00:00:59.000 --> 00:01:01.000]  再重生就再受一次痛苦
[00:01:01.000 --> 00:01:03.000]  不要騷擾我
[00:01:03.000 --> 00:01:05.000]  這也不是沒有道理
[00:01:05.000 --> 00:01:07.000]  但如果上帝對你說
[00:01:07.000 --> 00:01:09.000]  我不但讓你重生
[00:01:09.000 --> 00:01:11.000]  我還祝福你
[00:01:11.000 --> 00:01:14.000]  讓你今生比前生好一百倍
[00:01:14.000 --> 00:01:16.000]  你願不願意呢?
[00:01:16.000 --> 00:01:18.000]  當然願意
[00:01:18.000 --> 00:01:20.000]  但哪有這樣的好東西呢?
[00:01:20.000 --> 00:01:23.000]  我今天有好消息告訴你
[00:01:23.000 --> 00:01:26.000]  上帝真的為你提供一個機會
[00:01:26.000 --> 00:01:29.000]  你真的可以享受一個新的生命
[00:01:29.000 --> 00:01:32.000]  我這裡所說的重生
[00:01:32.000 --> 00:01:36.000]  不是從媽媽的肚子裡再生一次
[00:01:36.000 --> 00:01:39.000]  這裡所說的重生是聖靈的重生
[00:01:39.000 --> 00:01:42.000]  《約翰福音》第三章這裡說的重生
[00:01:42.000 --> 00:01:43.000]  born again
[00:01:43.000 --> 00:01:46.000]  原文的意思是從上面生
[00:01:46.000 --> 00:01:49.000]  born from above
[00:01:49.000 --> 00:01:50.000]  從上面生
[00:01:50.000 --> 00:01:52.000]  就是從神來生
[00:01:52.000 --> 00:01:54.000]  但有些基督徒就說
[00:01:54.000 --> 00:01:57.000]  我已經重生了很多年了
[00:01:57.000 --> 00:02:00.000]  但又不覺得重生之後有什麼震撼
[00:02:00.000 --> 00:02:02.000]  也只是在那裡沙啞沙啞
[00:02:02.000 --> 00:02:05.000]  重生之前之後都差不多
[00:02:05.000 --> 00:02:07.000]  為什麼這麼厲害呢?
[00:02:07.000 --> 00:02:09.000]  不怪你
[00:02:09.000 --> 00:02:13.000]  因為美國有一個機構
[00:02:13.000 --> 00:02:15.000]  Barnard Group
[00:02:15.000 --> 00:02:18.000]  是一個很出名的基督教研究機構
[00:02:18.000 --> 00:02:21.000]  他為教會甚至為社會做了很多研究
[00:02:21.000 --> 00:02:23.000]  他出了一些報告
[00:02:23.000 --> 00:02:24.000]  其中一個報告就說
[00:02:24.000 --> 00:02:25.000]  重生基督徒
[00:02:25.000 --> 00:02:27.000]  born again Christians
[00:02:27.000 --> 00:02:31.000]  重生基督徒的離婚率和未信一樣
[00:02:31.000 --> 00:02:33.000]  沒有好過
[00:02:33.000 --> 00:02:36.000]  另一個報告就說
[00:02:36.000 --> 00:02:41.000]  只有小部分重生的信徒奉獻
[00:02:41.000 --> 00:02:43.000]  在教會裡面其他沒有
[00:02:43.000 --> 00:02:46.000]  這個說法其實不太對
[00:02:46.000 --> 00:02:48.000]  有些誤導的成分
[00:02:48.000 --> 00:02:50.000]  因為你看完這份報告就覺得
[00:02:50.000 --> 00:02:54.000]  其實重生組織的人沒有什麼改變
[00:02:54.000 --> 00:02:56.000]  和未信的一樣
[00:02:56.000 --> 00:02:59.000]  這個重生只是給他一個通行證上天堂
[00:02:59.000 --> 00:03:01.000]  你的生命生活都沒有改變
[00:03:01.000 --> 00:03:02.000]  聖經怎麼說呢?
[00:03:02.000 --> 00:03:03.000]  聖經不是這麼說
[00:03:03.000 --> 00:03:04.000]  聖經說
[00:03:04.000 --> 00:03:09.000]  重生一定會令一個人的生命有徹底的改變
[00:03:09.000 --> 00:03:12.000]  如果你看約翰福的一書五章四節
[00:03:12.000 --> 00:03:15.000]  他說因為凡從神生的
[00:03:15.000 --> 00:03:17.000]  就勝過世界
[00:03:17.000 --> 00:03:18.000]  換句話說
[00:03:18.000 --> 00:03:20.000]  如果一個人說自己是基督徒
[00:03:20.000 --> 00:03:23.000]  但他的生活行為上沒有改變
[00:03:23.000 --> 00:03:26.000]  他其實就是沒有重生
[00:03:26.000 --> 00:03:30.000]  就是沒得救
[00:03:30.000 --> 00:03:33.000]  我曾經跟大家提過
[00:03:33.000 --> 00:03:34.000]  照我的觀察
[00:03:34.000 --> 00:03:35.000]  在太古城堂
[00:03:35.000 --> 00:03:37.000]  在所有其他教會都差不多
[00:03:37.000 --> 00:03:39.000]  就是有百分之二十五
[00:03:39.000 --> 00:03:41.000]  或者更多的
[00:03:41.000 --> 00:03:43.000]  洗禮的會友
[00:03:43.000 --> 00:03:45.000]  其實沒有重生過
[00:03:47.000 --> 00:03:50.000]  你就是那個百分之二十五
[00:03:50.000 --> 00:03:52.000]  所以今天要討論的問題
[00:03:52.000 --> 00:03:53.000]  很切身的問題
[00:03:53.000 --> 00:03:55.000]  你在哪裡?
[00:03:55.000 --> 00:03:57.000]  你的光景是怎麼樣?
[00:03:57.000 --> 00:03:59.000]  我們要從這段經文
[00:03:59.000 --> 00:04:03.000]  耶穌從尼哥底姆所說的話裡面
[00:04:03.000 --> 00:04:08.000]  去思考究竟你和我的光景是怎麼樣
[00:04:08.000 --> 00:04:12.000]  我們首先來看尼哥底姆
[00:04:12.000 --> 00:04:15.000]  尼哥底姆是猶太人的官
[00:04:15.000 --> 00:04:17.000]  也很有錢
[00:04:17.000 --> 00:04:19.000]  牧師你怎麼知道他有錢?
[00:04:19.000 --> 00:04:22.000]  如果你看到《漢福音》第十九章
[00:04:22.000 --> 00:04:23.000]  耶穌死了之後
[00:04:23.000 --> 00:04:26.000]  他帶著一百斤的什麼?
[00:04:26.000 --> 00:04:29.000]  沉香和抹藥去沽沒耶穌
[00:04:29.000 --> 00:04:31.000]  很多錢
[00:04:31.000 --> 00:04:33.000]  沒錢的人沒那麼多錢
[00:04:33.000 --> 00:04:37.000]  他又是一個法利塞人
[00:04:37.000 --> 00:04:39.000]  法利塞人是什麼人?
[00:04:39.000 --> 00:04:43.000]  法利塞人就是經常被耶穌罵的那些人
[00:04:43.000 --> 00:04:45.000]  但你知不知道
[00:04:45.000 --> 00:04:48.000]  法利塞人其實有些東西是耶穌欣賞的
[00:04:48.000 --> 00:04:51.000]  我看看有什麼欣賞
[00:04:51.000 --> 00:04:57.000]  法利塞人是當時的宗教領袖
[00:04:57.000 --> 00:05:00.000]  法利塞的意思就是分別出來
[00:05:00.000 --> 00:05:02.000]  出污泥而不染
[00:05:02.000 --> 00:05:03.000]  這是好事
[00:05:03.000 --> 00:05:06.000]  如果你看當時以色列的宗派
[00:05:06.000 --> 00:05:08.000]  你就會發現
[00:05:08.000 --> 00:05:10.000]  法利塞人其實是很真誠的
[00:05:10.000 --> 00:05:12.000]  謹守舊約聖經
[00:05:12.000 --> 00:05:14.000]  他們相信死人復活
[00:05:14.000 --> 00:05:17.000]  又盼望尼塞亞這個受告者
[00:05:17.000 --> 00:05:18.000]  就是救世主的降臨
[00:05:18.000 --> 00:05:20.000]  他們又很愛國
[00:05:20.000 --> 00:05:23.000]  他們通常戴一條圍巾
[00:05:23.000 --> 00:05:24.000]  有沒有人戴一條頸巾?
