
[00:00:00.000 --> 00:00:05.000]  我們今年的主題是「聖潔復興」
[00:00:05.000 --> 00:00:08.000]  為什麼我們要來思想復興?
[00:00:08.000 --> 00:00:13.000]  復興就是一個有病的人
[00:00:13.000 --> 00:00:18.000]  去得以完全復興
[00:00:18.000 --> 00:00:25.000]  我們感覺到我們是一個有病的人嗎?
[00:00:25.000 --> 00:00:32.000]  這個世界看不看到這個世界的人都有病?
[00:00:32.000 --> 00:00:36.000]  最近在新聞裡發生了很多事
[00:00:36.000 --> 00:00:41.000]  這些事讓我們看到這個世界真的病了
[00:00:41.000 --> 00:00:44.000]  一架馬航突然消失
[00:00:44.000 --> 00:00:47.000]  不見了,現在到今天都找不到
[00:00:47.000 --> 00:00:52.000]  有人懷疑可能機師去自殺
[00:00:52.000 --> 00:00:55.000]  但是一個機師的自殺
[00:00:55.000 --> 00:00:59.000]  為什麼要有這麼多人和他一起去喪生?
[00:00:59.000 --> 00:01:02.000]  這個世界是不是有病?
[00:01:02.000 --> 00:01:07.000]  當以色列和加沙巴勒斯坦來打仗
[00:01:07.000 --> 00:01:10.000]  有人去埋怨以色列
[00:01:10.000 --> 00:01:16.000]  為什麼要空襲那些學生的校舍
[00:01:16.000 --> 00:01:18.000]  以色列反駁
[00:01:18.000 --> 00:01:24.000]  其實那些火箭是從學校附近出發
[00:01:24.000 --> 00:01:26.000]  換句話來說
[00:01:26.000 --> 00:01:28.000]  以色列說不是我們的問題
[00:01:28.000 --> 00:01:30.000]  是對方的問題
[00:01:30.000 --> 00:01:33.000]  他們用這些學生成為他們的掩護
[00:01:33.000 --> 00:01:37.000]  所以,誰是誰非
[00:01:37.000 --> 00:01:41.000]  這個世界是一個什麼世界?
[00:01:41.000 --> 00:01:44.000]  學生的生命,人的生命
[00:01:44.000 --> 00:01:48.000]  不顧色,無論攻打的
[00:01:48.000 --> 00:01:52.000]  無論作為任何一方的人
[00:01:52.000 --> 00:01:56.000]  在這些政治家的眼裡
[00:01:56.000 --> 00:01:59.000]  是值得多少錢
[00:01:59.000 --> 00:02:01.000]  今天這個世界
[00:02:01.000 --> 00:02:03.000]  我們活在這個世界
[00:02:03.000 --> 00:02:06.000]  真的有很多的問題
[00:02:06.000 --> 00:02:08.000]  基督徒有沒有問題?
[00:02:08.000 --> 00:02:12.000]  我們的生命有沒有能夠去榮耀上帝?
[00:02:12.000 --> 00:02:15.000]  我們的生命是不是見證了
[00:02:15.000 --> 00:02:18.000]  這位上帝的真善美?
[00:02:18.000 --> 00:02:21.000]  在你的生命裡是怎樣的?
[00:02:21.000 --> 00:02:24.000]  所以,聖經說
[00:02:24.000 --> 00:02:28.000]  健康的人不需要醫生
[00:02:28.000 --> 00:02:30.000]  唯有有病的人
[00:02:30.000 --> 00:02:32.000]  先來找醫生
[00:02:32.000 --> 00:02:35.000]  如果我們看不到我們生命的問題
[00:02:35.000 --> 00:02:38.000]  看不到我們生命的盲點
[00:02:38.000 --> 00:02:42.000]  我們怎會去尋找上帝
[00:02:42.000 --> 00:02:47.000]  去找上帝成為我們的醫治者
[00:02:47.000 --> 00:02:50.000]  成為我們的追求者?
[00:02:50.000 --> 00:02:53.000]  但是就算我們找到上帝
[00:02:53.000 --> 00:02:58.000]  但是如果我們不願意跟著上帝的吩咐而行
[00:02:58.000 --> 00:03:01.000]  我們都不能夠找到出路
[00:03:01.000 --> 00:03:04.000]  今天我們要去復興
[00:03:04.000 --> 00:03:07.000]  就是需要正視我們的問題
[00:03:07.000 --> 00:03:10.000]  我們需要來到上帝的面前
[00:03:10.000 --> 00:03:12.000]  神啊,我們要悔改
[00:03:12.000 --> 00:03:15.000]  神啊,我們要來回轉
[00:03:15.000 --> 00:03:17.000]  神啊,我知道我自己有罪
[00:03:17.000 --> 00:03:19.000]  我要回到你的面前
[00:03:19.000 --> 00:03:23.000]  我要按著你的心意來生活
[00:03:23.000 --> 00:03:26.000]  所以,在前半年我們思想
[00:03:26.000 --> 00:03:28.000]  人的問題是怎樣?
[00:03:28.000 --> 00:03:30.000]  在這幾個月裡我們思想
[00:03:30.000 --> 00:03:33.000]  神是一位怎樣的神?
[00:03:33.000 --> 00:03:35.000]  所以我們來思想
[00:03:35.000 --> 00:03:40.000]  你認不認識神是一位怎樣的神?
[00:03:40.000 --> 00:03:45.000]  在2007年1月的早上
[00:03:45.000 --> 00:03:48.000]  7點,大約8點的時候
[00:03:48.000 --> 00:03:50.000]  有一位小提琴手
[00:03:50.000 --> 00:03:56.000]  在華盛頓DC的地鐵站入口處裡
[00:03:56.000 --> 00:04:02.000]  他拉了45分鐘的樂章
[00:04:02.000 --> 00:04:05.000]  他拉了很多的名曲
[00:04:05.000 --> 00:04:10.000]  大概有1000人在這個地鐵站經過
[00:04:10.000 --> 00:04:18.000]  只有7個人來留下來聽一聽
[00:04:18.000 --> 00:04:20.000]  有個小朋友想聽耐叫
[00:04:20.000 --> 00:04:23.000]  他媽媽拉著他走
[00:04:23.000 --> 00:04:26.000]  結果最後他演奏完畢了
[00:04:26.000 --> 00:04:30.000]  有些人以為他沒有錢
[00:04:30.000 --> 00:04:36.000]  所以打開琴來收集錢
[00:04:36.000 --> 00:04:39.000]  結果他收了32美金
[00:04:39.000 --> 00:04:43.000]  大概二百多三百元
[00:04:43.000 --> 00:04:45.000]  他演奏完了
[00:04:45.000 --> 00:04:47.000]  沒有一個人理會他
[00:04:47.000 --> 00:04:50.000]  沒有一個人給他掌聲
[00:04:50.000 --> 00:04:54.000]  這個不是一個普通的小提琴手
[00:04:54.000 --> 00:04:57.000]  這個是美國很出名的
[00:04:57.000 --> 00:04:59.000]  或者這個世界很出名的
[00:04:59.000 --> 00:05:03.000]  一個小提琴演奏者Joshua Bell
[00:05:03.000 --> 00:05:07.000]  他在地鐵站演奏的是
[00:05:07.000 --> 00:05:11.000]  世界上最難度最高的曲目
[00:05:11.000 --> 00:05:16.000]  他所用的小提琴是意大利製造的
[00:05:16.000 --> 00:05:19.000]  1713年的小提琴
[00:05:19.000 --> 00:05:23.000]  相對港幣是二千五百萬
[00:05:23.000 --> 00:05:29.000]  但是沒有人理會
[00:05:29.000 --> 00:05:30.000]  沒有人欣賞
[00:05:30.000 --> 00:05:35.000]  沒有人覺得他有什麼特別
[00:05:35.000 --> 00:05:39.000]  這個是由一個報紙一手策劃
[00:05:39.000 --> 00:05:44.000]  想測試別人的行為
[00:05:44.000 --> 00:05:48.000]  一個很真實的例子
[00:05:48.000 --> 00:05:53.000]  他沒有人有時間聽一聽
[00:05:53.000 --> 00:05:56.000]  世界上最優美的演奏家
[00:05:56.000 --> 00:05:59.000]  所彈的最優美的音樂
[00:05:59.000 --> 00:06:03.000]  用最美麗的樂器
[00:06:03.000 --> 00:06:05.000]  最昂貴的樂器
[00:06:05.000 --> 00:06:08.000]  不知道有多少好的東西
[00:06:08.000 --> 00:06:09.000]  在我們身邊經過
[00:06:09.000 --> 00:06:13.000]  而我們沒有發現它的珍貴呢
[00:06:13.000 --> 00:06:15.000]  你有沒有想過
[00:06:15.000 --> 00:06:18.000]  今天很多在我們生命流走的
[00:06:18.000 --> 00:06:20.000]  很珍貴的東西
[00:06:20.000 --> 00:06:22.000]  你有沒有察覺
[00:06:22.000 --> 00:06:25.000]  而很寶貴的耶穌基督
[00:06:25.000 --> 00:06:27.000]  來到這個世界
[00:06:27.000 --> 00:06:30.000]  沒有人歡迎他
[00:06:30.000 --> 00:06:33.000]  世界人沒有歡迎他
[00:06:33.000 --> 00:06:37.000]  當他釘在十字架上來死
[00:06:37.000 --> 00:06:40.000]  沒有人知道原來這位耶穌
[00:06:40.000 --> 00:06:43.000]  是為我們世界人的罪
[00:06:43.000 --> 00:06:46.000]  釘在十字架上
[00:06:46.000 --> 00:06:49.000]  我們以為他被神來咒詛
[00:06:49.000 --> 00:06:52.000]  很多人來到今天
[00:06:52.000 --> 00:06:56.000]  我們基督徒去信耶穌
[00:06:56.000 --> 00:06:58.000]  有一個寶貴的信仰
[00:06:58.000 --> 00:07:01.000]  但是我們不知道珍貴到什麼程度
[00:07:01.000 --> 00:07:06.000]  我們輕輕忽視我們所信的信仰
[00:07:06.000 --> 00:07:08.000]  在這幾個月裏
[00:07:08.000 --> 00:07:12.000]  我們很想藉著《約翰福音》
[00:07:12.000 --> 00:07:15.000]  來認識這位耶穌和我們的關係
[00:07:15.000 --> 00:07:20.000]  這位耶穌究竟是一位怎樣的人物
[00:07:20.000 --> 00:07:25.000]  為何我們要跟隨他
[00:07:25.000 --> 00:07:28.000]  所以我們去思想「我是」
[00:07:28.000 --> 00:07:35.000]  在耶穌這一段聖經裏
[00:07:35.000 --> 00:07:39.000]  在《約翰福音》裏講到七個「我是」
[00:07:39.000 --> 00:07:42.000]  耶穌說「我是生命的月亮」
[00:07:42.000 --> 00:07:46.000]  然後你們一定不會肚餓
[00:07:46.000 --> 00:07:49.000]  信我的永遠不渴
[00:07:49.000 --> 00:07:51.000]  耶穌說「我是世界的光」
[00:07:51.000 --> 00:07:52.000]  如果跟隨我
[00:07:52.000 --> 00:07:54.000]  你就不會在黑暗裏面走
[00:07:54.000 --> 00:07:56.000]  你會得著生命的光
[00:07:56.000 --> 00:07:58.000]  耶穌說「我是羊的門」
[00:07:58.000 --> 00:08:00.000]  如果凡從我裏面進去
[00:08:00.000 --> 00:08:03.000]  你就能夠得救
[00:08:03.000 --> 00:08:05.000]  耶穌說「我是好木人」
[00:08:05.000 --> 00:08:10.000]  「好木人來是叫羊得生命並且得得更豐盛」
[00:08:10.000 --> 00:08:12.000]  耶穌說「我是福門」
[00:08:12.000 --> 00:08:13.000]  「我是生命」
[00:08:13.000 --> 00:08:15.000]  信我的
[00:08:15.000 --> 00:08:16.000]  雖然死了
[00:08:16.000 --> 00:08:19.000]  也能夠再活過來
[00:08:19.000 --> 00:08:23.000]  耶穌說「我就是道路真理生命」
[00:08:23.000 --> 00:08:24.000]  如果不藉著我的
[00:08:24.000 --> 00:08:26.000]  沒有人去到神那裏
[00:08:26.000 --> 00:08:29.000]  我是那個唯一的道路
[00:08:29.000 --> 00:08:31.000]  「我是葡萄樹」
[00:08:31.000 --> 00:08:32.000]  今天我們所講的
[00:08:32.000 --> 00:08:34.000]  為何這麼重要
[00:08:34.000 --> 00:08:36.000]  如果住在我裏面
[00:08:36.000 --> 00:08:40.000]  你才能夠多結果子
[00:08:40.000 --> 00:08:41.000]  弟兄姊妹
[00:08:41.000 --> 00:08:44.000]  耶穌基督在《約翰福音》裏面
[00:08:44.000 --> 00:08:45.000]  告訴我們
[00:08:45.000 --> 00:08:47.000]  不單是神跡告訴我們
[00:08:47.000 --> 00:08:50.000]  祂是一位怎樣的人物
[00:08:50.000 --> 00:08:53.000]  祂的宣稱
[00:08:53.000 --> 00:08:55.000]  也告訴我們
[00:08:55.000 --> 00:08:58.000]  祂是一位怎樣的人物
[00:08:58.000 --> 00:09:01.000]  在《約翰福音》第20章第30、31節
[00:09:01.000 --> 00:09:04.000]  要使你們相信神的兒子
[00:09:04.000 --> 00:09:06.000]  基督就是耶穌
[00:09:06.000 --> 00:09:09.000]  耶穌就是神的兒子
[00:09:09.000 --> 00:09:11.000]  叫你們因為信祂
[00:09:11.000 --> 00:09:13.000]  因為祂的名字
[00:09:13.000 --> 00:09:15.000]  而得到生命
[00:09:15.000 --> 00:09:19.000]  你有多珍惜生命
[00:09:19.000 --> 00:09:23.000]  你有多珍惜這個寶貴的生命
[00:09:23.000 --> 00:09:28.000]  你有多珍惜一個豐盛的生命
[00:09:28.000 --> 00:09:31.000]  你認不認識耶穌
[00:09:31.000 --> 00:09:36.000]  和我們生命一個很大的關係
[00:09:36.000 --> 00:09:41.000]  我讀到一篇文章
[00:09:41.000 --> 00:09:43.000]  這篇文章有幾句說話
[00:09:43.000 --> 00:09:50.000]  它吸引我來記下它
[00:09:50.000 --> 00:09:57.000]  它好像這樣寫
[00:09:57.000 --> 00:09:59.000]  你叫我是主
[00:09:59.000 --> 00:10:02.000]  但是卻沒有聽從我
[00:10:02.000 --> 00:10:04.000]  你叫我是光
[00:10:04.000 --> 00:10:07.000]  但是卻看不到真光
[00:10:07.000 --> 00:10:09.000]  你叫我是道路
[00:10:09.000 --> 00:10:12.000]  卻沒有走在這條道路上
[00:10:12.000 --> 00:10:14.000]  你叫我是生命
[00:10:14.000 --> 00:10:18.000]  卻沒有渴慕我
[00:10:18.000 --> 00:10:19.000]  兄弟姐妹
[00:10:19.000 --> 00:10:23.000]  這是不是我們基督徒的反召
[00:10:23.000 --> 00:10:24.000]  沒錯
[00:10:24.000 --> 00:10:26.000]  我們都說信耶穌
[00:10:26.000 --> 00:10:29.000]  我們都說耶穌就是救主
[00:10:29.000 --> 00:10:31.000]  是我們人生的主宰
[00:10:31.000 --> 00:10:34.000]  但是我們有沒有聽祂說
[00:10:34.000 --> 00:10:35.000]  我們都是耶穌
[00:10:35.000 --> 00:10:37.000]  就是世界的光
[00:10:37.000 --> 00:10:38.000]  是真光
[00:10:38.000 --> 00:10:42.000]  但是我們仍然在黑暗裡走
[00:10:42.000 --> 00:10:44.000]  耶穌就是道路
[00:10:44.000 --> 00:10:49.000]  但是我們有沒有走在耶穌的道路上
[00:10:49.000 --> 00:10:51.000]  耶穌是生命
[00:10:51.000 --> 00:10:55.000]  我們是否愛慕這種生命
[00:10:55.000 --> 00:10:58.000]  所以今天
[00:10:58.000 --> 00:11:02.000]  同樣給我們每一個弟兄姐妹
[00:11:02.000 --> 00:11:04.000]  我們要來反省
[00:11:04.000 --> 00:11:09.000]  當我們再一次讀《約翰福音》的時候
[00:11:09.000 --> 00:11:14.000]  我們看最後七個「我是」第七個的時候
[00:11:14.000 --> 00:11:17.000]  這個「我是」葡萄樹
[00:11:17.000 --> 00:11:21.000]  究竟想給我們知道些什麼
[00:11:21.000 --> 00:11:24.000]  為什麼耶穌說我是葡萄樹
[00:11:24.000 --> 00:11:26.000]  對我們來說
[00:11:26.000 --> 00:11:28.000]  今日我們的弟兄姐妹來說
[00:11:28.000 --> 00:11:31.000]  這個這麼重要呢
[00:11:31.000 --> 00:11:33.000]  有三方面重要
[00:11:33.000 --> 00:11:36.000]  如果當你來問
[00:11:36.000 --> 00:11:40.000]  如何做一個切切實實的基督徒的時候
[00:11:40.000 --> 00:11:41.000]  你一定要了解
[00:11:41.000 --> 00:11:45.000]  耶穌就是那個葡萄樹
[00:11:45.000 --> 00:11:48.000]  今日很多人說自己是基督徒
[00:11:48.000 --> 00:11:52.000]  有人說粗口說自己是基督徒
[00:11:52.000 --> 00:11:54.000]  扔東西他也是基督徒
[00:11:54.000 --> 00:11:57.000]  或者甚至
[00:11:57.000 --> 00:12:02.000]  看家裡很多色情碟又是基督徒
[00:12:02.000 --> 00:12:05.000]  去賭錢的又是基督徒
[00:12:05.000 --> 00:12:08.000]  你會想基督徒是什麼呢?
[00:12:08.000 --> 00:12:11.000]  基督徒是不是這樣呢?
[00:12:11.000 --> 00:12:12.000]  耶穌說
[00:12:12.000 --> 00:12:16.000]  我不能夠說這些不是基督徒
[00:12:16.000 --> 00:12:19.000]  究竟這些是什麼基督徒?
[00:12:19.000 --> 00:12:22.000]  究竟我們怎樣能夠做到耶穌基督
[00:12:22.000 --> 00:12:24.000]  想我們做基督徒
[00:12:24.000 --> 00:12:28.000]  能夠成為社會的光和耀
[00:12:28.000 --> 00:12:29.000]  弟兄姐妹
[00:12:29.000 --> 00:12:31.000]  你要想一想
[00:12:31.000 --> 00:12:34.000]  為什麼我們做不到呢?
[00:12:34.000 --> 00:12:38.000]  可能我們忽略了耶穌就是那個葡萄樹
[00:12:38.000 --> 00:12:40.000]  第二
[00:12:40.000 --> 00:12:44.000]  為什麼基督徒不開心呢?
[00:12:44.000 --> 00:12:48.000]  為什麼我們很多時候愁眉苦臉呢?
[00:12:48.000 --> 00:12:51.000]  為什麼耶穌說
[00:12:51.000 --> 00:12:56.000]  我就是那個喜樂的泉源
[00:12:56.000 --> 00:12:59.000]  你有沒有知道
[00:12:59.000 --> 00:13:03.000]  耶穌的喜樂存在我們心裡
[00:13:03.000 --> 00:13:04.000]  第三
[00:13:04.000 --> 00:13:06.000]  耶穌說
[00:13:06.000 --> 00:13:09.000]  我就是愛的源頭
[00:13:09.000 --> 00:13:14.000]  我們要彼此相愛
[00:13:14.000 --> 00:13:17.000]  今天這個社會撕裂
[00:13:17.000 --> 00:13:19.000]  佔中
[00:13:19.000 --> 00:13:20.000]  反佔中
[00:13:20.000 --> 00:13:21.000]  是不是?
[00:13:21.000 --> 00:13:23.000]  你怎樣對待
[00:13:23.000 --> 00:13:27.000]  我不知道你是哪一個陣營
[00:13:27.000 --> 00:13:28.000]  有時候我說
[00:13:28.000 --> 00:13:29.000]  教會不要講政治
[00:13:29.000 --> 00:13:31.000]  家裡都不要講政治
[00:13:31.000 --> 00:13:32.000]  是不是?
[00:13:32.000 --> 00:13:33.000]  耶穌說
[00:13:33.000 --> 00:13:36.000]  這兩群人要彼此相愛
[00:13:36.000 --> 00:13:37.000]  是不是呢?
[00:13:37.000 --> 00:13:39.000]  行不行呢?
[00:13:39.000 --> 00:13:42.000]  行不行呢?
[00:13:42.000 --> 00:13:43.000]  耶穌說
[00:13:43.000 --> 00:13:47.000]  我就是生命的愛的源頭
[00:13:47.000 --> 00:13:48.000]  耶穌說
[00:13:48.000 --> 00:13:52.000]  我是葡萄樹
[00:13:52.000 --> 00:13:56.000]  原來和你做基督徒
[00:13:56.000 --> 00:13:58.000]  原來和你喜樂
[00:13:58.000 --> 00:14:03.000]  和你能夠去接納不同人的意見
[00:14:03.000 --> 00:14:05.000]  有關係的
[00:14:05.000 --> 00:14:08.000]  以致我們能夠實踐相愛
[00:14:08.000 --> 00:14:12.000]  所以我們從這三方面
[00:14:12.000 --> 00:14:14.000]  來看這段經文
[00:14:14.000 --> 00:14:17.000]  雖然這是一段我們很熟悉的經文
[00:14:17.000 --> 00:14:20.000]  但是很盼望我們去思想
[00:14:20.000 --> 00:14:22.000]  究竟我們有沒有
[00:14:22.000 --> 00:14:29.000]  真正了解
[00:14:29.000 --> 00:14:33.000]  這段經文所帶給我們的意思
[00:14:33.000 --> 00:14:34.000]  耶穌說
[00:14:34.000 --> 00:14:36.000]  我是真葡萄樹
[00:14:36.000 --> 00:14:38.000]  我父是栽培的人
[00:14:38.000 --> 00:14:41.000]  我身上所有不見果子的枝子
[00:14:41.000 --> 00:14:43.000]  去到剪去
[00:14:43.000 --> 00:14:45.000]  所有結果子的
[00:14:45.000 --> 00:14:47.000]  去到修剪乾淨
[00:14:47.000 --> 00:14:53.000]  使枝子結出更加多的果子
[00:14:53.000 --> 00:14:55.000]  作為基督徒
[00:14:55.000 --> 00:14:59.000]  耶穌說我們就是要結果子
[00:14:59.000 --> 00:15:01.000]  換句話來說
[00:15:01.000 --> 00:15:02.000]  作為基督徒
[00:15:02.000 --> 00:15:03.000]  我們的生命
[00:15:03.000 --> 00:15:07.000]  就要將耶穌那份的真善美
[00:15:07.000 --> 00:15:11.000]  那個形象通過我們的生命
[00:15:11.000 --> 00:15:13.000]  能夠去彰顯出來
[00:15:13.000 --> 00:15:16.000]  如果你彰顯不到這個生命
[00:15:16.000 --> 00:15:19.000]  你就不能夠
[00:15:19.000 --> 00:15:29.000]  可以反映上帝呼召你的模樣
[00:15:29.000 --> 00:15:35.000]  今天我們怎樣能夠結果子呢?
[00:15:35.000 --> 00:15:36.000]  在聖經第二節
[00:15:36.000 --> 00:15:38.000]  就告訴我們
[00:15:38.000 --> 00:15:40.000]  他說要結果子的
[00:15:40.000 --> 00:15:41.000]  不結果子
[00:15:41.000 --> 00:15:42.000]  修理
[00:15:42.000 --> 00:15:43.000]  剪去
[00:15:43.000 --> 00:15:45.000]  我們很容易明白
[00:15:45.000 --> 00:15:47.000]  不過最難明白的就是
[00:15:47.000 --> 00:15:49.000]  接著的下半節
[00:15:49.000 --> 00:15:50.000]  他說所有結果子的
[00:15:50.000 --> 00:15:53.000]  都要修剪乾淨
[00:15:53.000 --> 00:15:56.000]  叫枝子結得更加多
[00:15:56.000 --> 00:16:00.000]  我們生活在這個工業的社會
[00:16:00.000 --> 00:16:03.000]  或者我們都不知道怎樣耕種
[00:16:03.000 --> 00:16:07.000]  其實耕種對我自己來說
[00:16:07.000 --> 00:16:09.000]  都是要學的
[00:16:09.000 --> 00:16:12.000]  我去了澳洲一段時間
[00:16:12.000 --> 00:16:15.000]  我小小體會這方面
[00:16:15.000 --> 00:16:18.000]  我在澳洲有時候
[00:16:18.000 --> 00:16:21.000]  看到有些花園很美的
[00:16:21.000 --> 00:16:23.000]  有些樹
[00:16:23.000 --> 00:16:25.000]  我自己就想
[00:16:25.000 --> 00:16:29.000]  我在門口種這幾棵樹就好了
[00:16:29.000 --> 00:16:33.000]  我以為這些樹一種就會這樣
[00:16:33.000 --> 00:16:35.000]  我那時候真的很幼稚
[00:16:35.000 --> 00:16:38.000]  為什麼這些樹這麼美
[00:16:38.000 --> 00:16:41.000]  這些樹不單要種
[00:16:41.000 --> 00:16:43.000]  還要收
[00:16:43.000 --> 00:16:45.000]  大家很聰明
[00:16:45.000 --> 00:16:47.000]  我回到香港
[00:16:47.000 --> 00:16:49.000]  原來我看到
[00:16:49.000 --> 00:16:51.000]  當還沒收的時候
[00:16:51.000 --> 00:16:53.000]  這些樹是怎樣的
[00:16:53.000 --> 00:16:55.000]  原來每棵都要收
[00:16:55.000 --> 00:16:57.000]  你看到這個公園裏面
[00:16:57.000 --> 00:17:00.000]  這些樹全部都是收出來的
[00:17:00.000 --> 00:17:01.000]  剪出來的
[00:17:01.000 --> 00:17:05.000]  甚至怎樣製造一個外形
[00:17:05.000 --> 00:17:08.000]  給這些樹生了上去
[00:17:08.000 --> 00:17:10.000]  然後收它出來的
[00:17:10.000 --> 00:17:12.000]  當我看到這些盆栽
[00:17:12.000 --> 00:17:16.000]  這些盆栽是種出來還是收出來的
[00:17:16.000 --> 00:17:19.000]  又是種又是收
[00:17:19.000 --> 00:17:22.000]  你按著這個特徵
[00:17:22.000 --> 00:17:24.000]  來修剪
[00:17:24.000 --> 00:17:33.000]  成為一個你想覺得最美麗的盆栽
[00:17:33.000 --> 00:17:36.000]  你種菩提子
[00:17:36.000 --> 00:17:42.000]  怎可以有出到這麼美的菩提子
[00:17:42.000 --> 00:17:47.000]  你以為種了一棵樹就可以有菩提子
[00:17:47.000 --> 00:17:51.000]  在西澳有很多這些葡萄園
[00:17:51.000 --> 00:17:57.000]  他們夏天收割的時候
[00:17:57.000 --> 00:18:01.000]  這些葡萄園要用人工
[00:18:01.000 --> 00:18:04.000]  很多人做很多工作
[00:18:04.000 --> 00:18:06.000]  我家裏沒有菩提子
[00:18:06.000 --> 00:18:09.000]  我家裏種了一棵蘋果樹
[00:18:09.000 --> 00:18:12.000]  這棵蘋果樹很怪
[00:18:12.000 --> 00:18:14.000]  我覺得怪
[00:18:14.000 --> 00:18:19.000]  蘋果大大小小掉下來
[00:18:19.000 --> 00:18:21.000]  我也不知道為什麼
[00:18:21.000 --> 00:18:23.000]  一年又是這樣
[00:18:23.000 --> 00:18:24.000]  兩年又是這樣
[00:18:24.000 --> 00:18:25.000]  三年又這樣
[00:18:25.000 --> 00:18:27.000]  我因為不吃它就算了
[00:18:27.000 --> 00:18:32.000]  所以我種的果樹都掉到地上浪費了
[00:18:32.000 --> 00:18:36.000]  去年突然領悟到
[00:18:36.000 --> 00:18:39.000]  我說不知道為什麼
[00:18:39.000 --> 00:18:41.000]  一出就幾個蘋果
[00:18:41.000 --> 00:18:45.000]  在一個地方生出幾個蘋果
[00:18:45.000 --> 00:18:50.000]  為什麼人家在街上買那麼大的蘋果
[00:18:50.000 --> 00:18:52.000]  那麼小的蘋果
[00:18:52.000 --> 00:18:55.000]  形狀那麼怪
[00:18:55.000 --> 00:18:57.000]  會掉到地上呢
[00:18:57.000 --> 00:18:59.000]  後來我想到了
[00:18:59.000 --> 00:19:01.000]  當它一出來的時候
[00:19:01.000 --> 00:19:02.000]  四五個
[00:19:02.000 --> 00:19:03.000]  我就撕了四個去
[00:19:03.000 --> 00:19:04.000]  留下一個
[00:19:04.000 --> 00:19:07.000]  那個就越出越大
[00:19:07.000 --> 00:19:08.000]  長得很美
[00:19:08.000 --> 00:19:16.000]  就好像在澳洲很多人種苦瓜
[00:19:16.000 --> 00:19:18.000]  種的人告訴我
[00:19:18.000 --> 00:19:20.000]  原來一出苦瓜
[00:19:20.000 --> 00:19:22.000]  出很多顆
[00:19:22.000 --> 00:19:26.000]  他要去篩選
[00:19:26.000 --> 00:19:28.000]  哪些要保留
[00:19:28.000 --> 00:19:30.000]  哪些要除去
[00:19:30.000 --> 00:19:33.000]  以至可以足夠的養份
[00:19:33.000 --> 00:19:39.000]  去供養某一個或者某一截的一兩個
[00:19:39.000 --> 00:19:41.000]  你不可以整條的
[00:19:41.000 --> 00:19:43.000]  你讓它不停地生
[00:19:43.000 --> 00:19:45.000]  你要去篩選
[00:19:45.000 --> 00:19:48.000]  葡萄樹一樣
[00:19:48.000 --> 00:19:50.000]  你要去篩選
[00:19:50.000 --> 00:19:51.000]  你要它怎麼出
[00:19:51.000 --> 00:19:53.000]  你要它怎麼多
[00:19:53.000 --> 00:19:54.000]  你需要
[00:19:54.000 --> 00:19:55.000]  如果你要它多的
[00:19:55.000 --> 00:19:58.000]  你一定要將一部分的
[00:19:58.000 --> 00:20:00.000]  將它剪去
[00:20:00.000 --> 00:20:05.000]  以至讓某一部分去吸收很多的養份
[00:20:05.000 --> 00:20:10.000]  以至它能夠結出那麼多的菩提子
[00:20:10.000 --> 00:20:12.000]  所以要結果的
[00:20:12.000 --> 00:20:14.000]  就要修剪
[00:20:14.000 --> 00:20:16.000]  修不是忽
[00:20:16.000 --> 00:20:20.000]  而修是一個塑造的過程
[00:20:20.000 --> 00:20:21.000]  弟兄姊妹
[00:20:21.000 --> 00:20:23.000]  在你生命
[00:20:23.000 --> 00:20:27.000]  你有沒有被神去修理呢?
[00:20:27.000 --> 00:20:28.000]  有沒有?
[00:20:28.000 --> 00:20:31.000]  如果沒有就一定不會有結果
[00:20:31.000 --> 00:20:33.000]  要修
[00:20:33.000 --> 00:20:34.000]  神怎麼修我呢?
[00:20:34.000 --> 00:20:40.000]  這個要說就要說很多
[00:20:40.000 --> 00:20:42.000]  今天不夠時間說這裡
[00:20:42.000 --> 00:20:44.000]  我們想一想
[00:20:44.000 --> 00:20:47.000]  所以如果要結果
[00:20:47.000 --> 00:20:49.000]  一定要被修剪
[00:20:49.000 --> 00:20:50.000]  第二件事
[00:20:50.000 --> 00:20:52.000]  要結果怎麼樣呢?
[00:20:52.000 --> 00:20:58.000]  要結果就要住在基督裡面
[00:20:58.000 --> 00:21:00.000]  你要結果
[00:21:00.000 --> 00:21:02.000]  在這段聖經
[00:21:02.000 --> 00:21:04.000]  第三節住在我裡面
[00:21:04.000 --> 00:21:05.000]  第四節
[00:21:05.000 --> 00:21:07.000]  如果你不住在我裡面
[00:21:07.000 --> 00:21:08.000]  你就不會有結果
[00:21:08.000 --> 00:21:09.000]  第五節
[00:21:09.000 --> 00:21:10.000]  如果你住在我裡面
[00:21:10.000 --> 00:21:12.000]  你就會結出果子
[00:21:12.000 --> 00:21:13.000]  第六節
