
[00:00:00.000 --> 00:00:02.700]  願祂為平安從天賦上帝
[00:00:02.700 --> 00:00:06.500]  並救主耶穌歸於在座的每一位弟兄姊妹
[00:00:06.500 --> 00:00:12.400]  今個禮拜成中有一個好消息
[00:00:12.400 --> 00:00:14.000]  一個壞消息
[00:00:14.000 --> 00:00:16.800]  好消息告訴你
[00:00:16.800 --> 00:00:19.700]  我們的罪案紀錄
[00:00:19.700 --> 00:00:23.500]  是以幾十年來最低的
[00:00:23.500 --> 00:00:26.400]  壞消息就是說
[00:00:27.900 --> 00:00:30.200]  那些網上情緣避案
[00:00:30.200 --> 00:00:32.000]  就升了很多
[00:00:32.000 --> 00:00:35.700]  網上情緣
[00:00:35.700 --> 00:00:39.000]  我覺得對於受害者來講
[00:00:39.000 --> 00:00:41.600]  我經常想那些人有沒有一刻
[00:00:41.600 --> 00:00:44.400]  是懷疑過的呢
[00:00:44.400 --> 00:00:49.400]  不過我深信就算有也好
[00:00:49.400 --> 00:00:53.400]  都被自己那種良好願望
[00:00:53.400 --> 00:00:55.100]  那種的憧憬
[00:00:55.100 --> 00:00:57.400]  是控制著
[00:00:58.400 --> 00:00:59.700]  擺脫不了
[00:00:59.700 --> 00:01:02.800]  假象
[00:01:02.800 --> 00:01:10.700]  我經常說凡是挑戰我們所珍惜的那種假象
[00:01:10.700 --> 00:01:16.700]  又將我自己在一個很安穩的那種狀態當中
[00:01:16.700 --> 00:01:18.200]  踢出來的話
[00:01:18.200 --> 00:01:20.800]  那些人是不受歡迎
[00:01:20.800 --> 00:01:23.200]  那些人會被鄙視的
[00:01:23.200 --> 00:01:26.400]  不過真理它是這樣
[00:01:27.000 --> 00:01:28.200]  當耶穌
[00:01:28.200 --> 00:01:30.900]  祂準備要救我們的時候
[00:01:30.900 --> 00:01:34.800]  祂先要對付我們的假象
[00:01:34.800 --> 00:01:41.900]  在
[00:01:41.900 --> 00:01:45.600]  葛培利以前有一位
[00:01:45.600 --> 00:01:49.200]  好像他那麼出名的一位報道家
[00:01:49.200 --> 00:01:53.700]  叫做比利·桑德
[00:01:53.700 --> 00:01:56.400]  本身是一位職業家
[00:01:56.400 --> 00:01:58.000]  一位職業的壘球員
[00:01:58.000 --> 00:02:01.700]  他在某城傳福音的時候
[00:02:01.700 --> 00:02:05.000]  他在他的講道裡面
[00:02:05.000 --> 00:02:07.700]  就批評了那些僱主
[00:02:07.700 --> 00:02:11.800]  因為他們給工人的那些工作條件很差
[00:02:11.800 --> 00:02:14.000]  在聚會之後
[00:02:14.000 --> 00:02:17.200]  幾位老闆就請當地的牧師
[00:02:17.200 --> 00:02:20.700]  去提醒這位桑德
[00:02:20.700 --> 00:02:24.600]  不要理會工會的問題
[00:02:25.300 --> 00:02:27.900]  只要集中去拯救靈魂
[00:02:27.900 --> 00:02:31.200]  不要涉及政治問題
[00:02:31.200 --> 00:02:33.500]  因為你這樣做
[00:02:33.500 --> 00:02:35.900]  就等於好像一個人
[00:02:35.900 --> 00:02:38.700]  悼念那些貓毛
[00:02:38.700 --> 00:02:42.900]  桑德
[00:02:42.900 --> 00:02:45.300]  他就寫了一個便條
[00:02:45.300 --> 00:02:47.100]  給這班老闆
[00:02:47.100 --> 00:02:49.600]  他說如果我這樣做
[00:02:49.600 --> 00:02:51.500]  是悼念貓毛的話
[00:02:51.500 --> 00:02:53.300]  就請那隻貓
[00:02:53.700 --> 00:02:55.300]  調轉方向
[00:02:55.300 --> 00:02:56.600]  讓我可以順利
[00:02:56.600 --> 00:03:00.500]  今天的經文
[00:03:00.500 --> 00:03:02.800]  在我們的三代經課
[00:03:02.800 --> 00:03:05.000]  在這個顯現日當中
[00:03:05.000 --> 00:03:07.100]  有耶利米蘇
[00:03:07.100 --> 00:03:10.600]  耶利米蘇最重要的兩個字
[00:03:10.600 --> 00:03:14.000]  就是我用了今天這段經文
[00:03:14.000 --> 00:03:16.500]  我們說拆毀建立
[00:03:16.500 --> 00:03:18.600]  不過我不是說耶利米蘇
[00:03:18.600 --> 00:03:23.000]  我是和大家分享路加福音的四章二十一
[00:03:23.200 --> 00:03:24.500]  至到三十節
[00:03:24.500 --> 00:03:27.100]  大家可以打開這段福音的書
[00:03:27.100 --> 00:03:29.700]  這裡是描述了
[00:03:29.700 --> 00:03:32.700]  耶穌在祂自己長大的城
[00:03:32.700 --> 00:03:34.400]  拿撒勒去傳道
[00:03:34.400 --> 00:03:37.200]  同樣地面對反對
[00:03:37.200 --> 00:03:39.500]  耶穌的話
[00:03:39.500 --> 00:03:42.100]  就好像比利桑德那樣
[00:03:42.100 --> 00:03:45.400]  祂要破除人的很多假象
[00:03:45.400 --> 00:03:49.300]  讓我們從這段經文當中去探索
[00:03:49.300 --> 00:03:51.100]  在我們當中其實
[00:03:51.400 --> 00:03:55.100]  有沒有若干的假象我們需要拆毀
[00:03:55.100 --> 00:03:59.300]  好讓耶穌在我們的生命當中
[00:03:59.300 --> 00:04:02.800]  建立合上帝旨意的生命
[00:04:02.800 --> 00:04:05.700]  在我們繼續下去的時候
[00:04:05.700 --> 00:04:07.700]  我們一起同心同意
[00:04:07.700 --> 00:04:14.500]  天父我們每一天
[00:04:14.500 --> 00:04:16.500]  其實都有很多假象
[00:04:16.500 --> 00:04:19.100]  我們每一天
[00:04:20.000 --> 00:04:21.500]  都有很多圍牆
[00:04:21.500 --> 00:04:25.400]  我們每一天都有很多自己
[00:04:25.400 --> 00:04:27.900]  或者被人家定了形的一切
[00:04:27.900 --> 00:04:30.100]  求主祢
[00:04:30.100 --> 00:04:33.600]  讓福音去拆毀這一切
[00:04:33.600 --> 00:04:35.600]  去毀壞這一切
