
[00:00:00.000 --> 00:00:02.000]  各位靈姐妹
[00:00:02.000 --> 00:00:08.000]  今日亦是復活期間的崇拜
[00:00:08.000 --> 00:00:12.000]  當然今日亦是主餐的崇拜
[00:00:12.000 --> 00:00:19.000]  紀念著這位呼召我們離開黑暗進入光明的上主
[00:00:19.000 --> 00:00:22.000]  他用他的受苦受死
[00:00:22.000 --> 00:00:24.000]  顯明他的愛
[00:00:24.000 --> 00:00:27.000]  他亦在第三天從死人中復活過來
[00:00:27.000 --> 00:00:31.000]  顯明他是一個完全的權能的上帝
[00:00:31.000 --> 00:00:33.000]  我們現在就是跟隨著
[00:00:33.000 --> 00:00:36.000]  敬拜著這位這樣的上主
[00:00:36.000 --> 00:00:38.000]  Hallelujah
[00:00:38.000 --> 00:00:42.000]  接下來由現在一直到八月
[00:00:42.000 --> 00:00:43.000]  有八次的講道
[00:00:43.000 --> 00:00:45.000]  我們幾位的傳道同工
[00:00:45.000 --> 00:00:48.000]  都分別講一個系列
[00:00:48.000 --> 00:00:51.000]  叫做世界在等待的門徒
[00:00:51.000 --> 00:00:54.000]  這個題目名或者系列的名
[00:00:54.000 --> 00:00:57.000]  其實是出自一位作者
[00:00:57.000 --> 00:01:00.000]  叫做斯托德John Stock
[00:01:00.000 --> 00:01:05.000]  一本書中譯本的書名
[00:01:05.000 --> 00:01:06.000]  其實他的書
[00:01:06.000 --> 00:01:12.000]  英文的名字是Radical Disciple
[00:01:12.000 --> 00:01:15.000]  是一個徹底毀身的門徒
[00:01:15.000 --> 00:01:19.000]  不過中文翻譯成為世界在等待的門徒
[00:01:19.000 --> 00:01:21.000]  我們繼續講道
[00:01:21.000 --> 00:01:23.000]  不是將他的內容讀出來給大家
[00:01:23.000 --> 00:01:25.000]  不過他的題目
[00:01:25.000 --> 00:01:28.000]  以至到中間有八個門徒的特質
[00:01:28.000 --> 00:01:29.000]  都是很有意思
[00:01:29.000 --> 00:01:34.000]  所以我們很想跟大家一起分享
[00:01:34.000 --> 00:01:36.000]  一起看上帝的心意
[00:01:36.000 --> 00:01:38.000]  世界在等待的門徒
[00:01:38.000 --> 00:01:40.000]  世界其實是否在等待我們呢?
[00:01:40.000 --> 00:01:43.000]  世界是否在等待上帝的門徒呢?
[00:01:43.000 --> 00:01:48.000]  當然這段時間在疫症蔓延的情況
[00:01:48.000 --> 00:01:50.000]  我們就知道
[00:01:50.000 --> 00:01:54.000]  中間很多的亡言,很多的不安
[00:01:54.000 --> 00:01:58.000]  經歷很多的苦病,甚至死亡
[00:01:58.000 --> 00:02:00.000]  世界在哭泣
[00:02:00.000 --> 00:02:02.000]  很多的心靈在飢渴
[00:02:02.000 --> 00:02:05.000]  看到的形象就好像小雞
[00:02:05.000 --> 00:02:11.000]  一直張開嘴巴在巢裡等待母雞
[00:02:11.000 --> 00:02:15.000]  或者小鳥在等待媽媽小鳥
[00:02:15.000 --> 00:02:18.000]  帶一些食物來到我們中間
[00:02:18.000 --> 00:02:19.000]  然後餵養我們
[00:02:19.000 --> 00:02:20.000]  讓我們能夠長大
[00:02:20.000 --> 00:02:22.000]  讓我們病得醫治
[00:02:22.000 --> 00:02:24.000]  讓我們有平靜安穩
[00:02:24.000 --> 00:02:28.000]  主的門徒是否就是上帝差遣我們
[00:02:28.000 --> 00:02:30.000]  留在這個世界當中
[00:02:30.000 --> 00:02:34.000]  來供應滿足世人的需要嗎?
[00:02:34.000 --> 00:02:38.000]  當然這個需要不是世人自己覺得
[00:02:38.000 --> 00:02:40.000]  感覺上我需要,我喜歡
[00:02:40.000 --> 00:02:42.000]  當然不是那些需要
[00:02:42.000 --> 00:02:45.000]  這個需要是一種真的需要
[00:02:45.000 --> 00:02:47.000]  是一種真正的需要
[00:02:47.000 --> 00:02:50.000]  是一種心靈世界是需要的
[00:02:50.000 --> 00:02:53.000]  是人類世界最需要的
[00:02:53.000 --> 00:02:56.000]  所以能夠滿足世界真正需要的門徒
[00:02:56.000 --> 00:03:02.000]  必然是徹底毀身在上帝那裡的門徒
[00:03:02.000 --> 00:03:07.000]  所以我們將會多次來思考上帝的心意
[00:03:07.000 --> 00:03:11.000]  如我們真的得了神的恩典
[00:03:11.000 --> 00:03:13.000]  在這裡我也很想用一個祈禱
[00:03:13.000 --> 00:03:15.000]  來開始這個系列
[00:03:15.000 --> 00:03:20.000]  我們一起低頭祈禱
[00:03:20.000 --> 00:03:25.000]  呼喚我們離開黑暗進入光明的各位上帝
[00:03:25.000 --> 00:03:28.000]  我們很感謝你繼續差遣我們
[00:03:28.000 --> 00:03:30.000]  回到這個世界當中
[00:03:30.000 --> 00:03:32.000]  成為你活活的見證
[00:03:32.000 --> 00:03:36.000]  感謝你繼續挑戰和興起我們
[00:03:36.000 --> 00:03:40.000]  所以我們的心靈可以被你先充滿
[00:03:40.000 --> 00:03:45.000]  以致我們帶著上帝你這份恩典和能力
[00:03:45.000 --> 00:03:50.000]  去滿足和回應世人的需要
[00:03:50.000 --> 00:03:52.000]  所以求主閲立我們
[00:03:52.000 --> 00:03:57.000]  讓我們繼續去篤信你自己的真言
[00:03:57.000 --> 00:03:58.000]  你的恩言
[00:03:58.000 --> 00:04:00.000]  你的話語的仇
[00:04:00.000 --> 00:04:02.000]  我們可以回應上帝
[00:04:02.000 --> 00:04:04.000]  我們一起仰望禱告
[00:04:04.000 --> 00:04:06.000]  奉耶穌基督的名球
[00:04:06.000 --> 00:04:07.000]  阿門
[00:04:10.000 --> 00:04:14.000]  我們來到世人所期待的門徒
[00:04:14.000 --> 00:04:20.000]  是一班非超凡卻脫俗的人
[00:04:20.000 --> 00:04:25.000]  門徒我們不是超凡
[00:04:25.000 --> 00:04:27.000]  我們只是凡人
[00:04:27.000 --> 00:04:30.000]  我們是踏踏實實地活在這個人世間
[00:04:30.000 --> 00:04:32.000]  但同時我們是脫俗的
[00:04:32.000 --> 00:04:34.000]  上帝的心意是脫俗的
[00:04:34.000 --> 00:04:37.000]  是要讓我們脫離世俗的洪流
[00:04:37.000 --> 00:04:42.000]  世界是否正在等待我們這一種門徒呢
[00:04:42.000 --> 00:04:45.000]  在剛剛過去的五月一日
[00:04:45.000 --> 00:04:48.000]  在我們所屬的香港浸信會聯會
[00:04:48.000 --> 00:04:50.000]  我們簡稱是浸聯會
[00:04:50.000 --> 00:04:53.000]  他們開每年一次的聯會
[00:04:53.000 --> 00:04:58.000]  而且在當時也有新一屆的常務委員會選舉
[00:04:58.000 --> 00:05:04.000]  這個消息竟然連一些主流媒體
[00:05:04.000 --> 00:05:07.000]  不單是《明報》《蘋果日報》
[00:05:07.000 --> 00:05:10.000]  原來香港電台也很留意
[00:05:10.000 --> 00:05:11.000]  也有報導
[00:05:11.000 --> 00:05:13.000]  在會前有報導
[00:05:13.000 --> 00:05:16.000]  到當天選舉完之後也有報導
[00:05:16.000 --> 00:05:21.000]  可想而知今次浸聯會的選舉是很矚目的
[00:05:21.000 --> 00:05:25.000]  浸聯會的經分其實是出自肥勒比書的
[00:05:25.000 --> 00:05:27.000]  是同心合意興旺福音
[00:05:27.000 --> 00:05:30.000]  我們柴浸其實也是成員教會之一
[00:05:30.000 --> 00:05:33.000]  我們有派理事派代表來出席
[00:05:33.000 --> 00:05:35.000]  來參與其中
[00:05:35.000 --> 00:05:38.000]  也有金錢奉獻來支持
[00:05:38.000 --> 00:05:42.000]  所以其實我們關心浸聯會的發展
[00:05:42.000 --> 00:05:44.000]  也是很理所當然的
[00:05:44.000 --> 00:05:48.000]  今次新一屆的常務委員會選舉的矚目之處
[00:05:48.000 --> 00:05:53.000]  是原本已經在任的羅慶財牧師
[00:05:53.000 --> 00:05:56.000]  又再度當選連任
[00:05:56.000 --> 00:06:00.000]  而其他幾個常務的職位
[00:06:00.000 --> 00:06:03.000]  絕大多數的當選者對近期社會的看法
[00:06:03.000 --> 00:06:06.000]  都和羅慶財牧師很相近
[00:06:06.000 --> 00:06:12.000]  事源是因為去年羅慶財牧師在任的時候
[00:06:12.000 --> 00:06:17.000]  剛剛遇上香港社會的一個很特別的運動
[00:06:17.000 --> 00:06:22.000]  我們簡稱通常叫反修例的運動
[00:06:22.000 --> 00:06:25.000]  期間浸聯會也曾經討論
[00:06:25.000 --> 00:06:27.000]  以至發了一個聲明
[00:06:27.000 --> 00:06:30.000]  要求港府撤回修訂
[00:06:30.000 --> 00:06:35.000]  但出發點不是我們一般稱為搞政治的
[00:06:35.000 --> 00:06:40.000]  出發點仍然是看上帝創造人的尊嚴
[00:06:40.000 --> 00:06:43.000]  上帝創造人的本意
[00:06:43.000 --> 00:06:45.000]  認為今次的做法
[00:06:45.000 --> 00:06:49.000]  這個修訂是侵犯了香港人的自由
[00:06:49.000 --> 00:06:52.000]  上帝賦予人的自由
[00:06:52.000 --> 00:06:56.000]  所以這個基本上是一個屬靈的出發點的思考
[00:06:56.000 --> 00:06:59.000]  當然除了這件事之外
[00:06:59.000 --> 00:07:03.000]  之後浸聯會也有五十多位的理事和教務
[00:07:03.000 --> 00:07:06.000]  當然中間也包括羅慶財牧師
[00:07:06.000 --> 00:07:13.000]  也曾經出了聲明譴責721元朗暴力的行為
[00:07:13.000 --> 00:07:18.000]  要求特區政府成立一個獨立調查委員會調查
[00:07:18.000 --> 00:07:25.000]  當然要求成立獨立調查委員會
[00:07:25.000 --> 00:07:28.000]  其實在當時可能到現在
[00:07:28.000 --> 00:07:33.000]  超過七八成的香港人都是有這樣的想法
[00:07:33.000 --> 00:07:39.000]  很多主流的媒體都說要有一個獨立調查委員會
[00:07:39.000 --> 00:07:42.000]  當然這個也是出發點
[00:07:42.000 --> 00:07:46.000]  特別是一班的教務和一班的教會領袖
[00:07:46.000 --> 00:07:49.000]  這樣的做法的出發點
[00:07:49.000 --> 00:07:54.000]  當然牽涉到大家對政教關係的看法
[00:07:54.000 --> 00:07:57.000]  當時羅慶財牧師也曾經提過
[00:07:57.000 --> 00:07:58.000]  現在他也這樣提
[00:07:58.000 --> 00:08:01.000]  他說如果人的良心受捆綁
[00:08:01.000 --> 00:08:03.000]  聲音被禁絕
[00:08:03.000 --> 00:08:05.000]  行動受限制
[00:08:05.000 --> 00:08:07.000]  尊嚴被踐踏
[00:08:07.000 --> 00:08:10.000]  上帝會不會關心呢?
[00:08:10.000 --> 00:08:12.000]  上帝會不會關心呢?
[00:08:12.000 --> 00:08:16.000]  所以他呼籲繼續保持警醒
[00:08:16.000 --> 00:08:18.000]  為主發聲
[00:08:18.000 --> 00:08:21.000]  當然這次他這樣的提法
[00:08:21.000 --> 00:08:24.000]  亦都能夠再一次當選
[00:08:24.000 --> 00:08:25.000]  當然意味著
[00:08:25.000 --> 00:08:27.000]  或者很多人都會看
[00:08:27.000 --> 00:08:30.000]  意味著浸聯會都慢慢有些轉變
[00:08:30.000 --> 00:08:34.000]  相信更多的浸聯會裏面的牧者領袖
[00:08:34.000 --> 00:08:35.000]  或者是弟兄姊妹
[00:08:35.000 --> 00:08:37.000]  就更多的認同
[00:08:37.000 --> 00:08:42.000]  或者支持這種從信仰出發的理解和方向
[00:08:42.000 --> 00:08:44.000]  當然在這件事上
[00:08:44.000 --> 00:08:46.000]  我這樣說
[00:08:46.000 --> 00:08:49.000]  中間無論大方向
[00:08:49.000 --> 00:08:52.000]  又或者是一些細節如何回應
[00:08:52.000 --> 00:08:53.000]  可以做些什麼
[00:08:53.000 --> 00:08:56.000]  有些什麼是避免做
[00:08:56.000 --> 00:08:58.000]  等等其實都還有很多
[00:08:58.000 --> 00:09:00.000]  是可以值得討論
[00:09:00.000 --> 00:09:03.000]  深化了解的
[00:09:03.000 --> 00:09:06.000]  但這個現象就很有趣了
[00:09:06.000 --> 00:09:10.000]  其實不單止我們信徒在等選舉結果
[00:09:10.000 --> 00:09:12.000]  連社會都在等
[00:09:12.000 --> 00:09:15.000]  包括其他香港的宗派
[00:09:15.000 --> 00:09:16.000]  一些教會領袖
[00:09:16.000 --> 00:09:18.000]  或者信徒都在等
[00:09:18.000 --> 00:09:20.000]  選舉結果是怎麼樣
[00:09:20.000 --> 00:09:23.000]  不過我自己都會問的
[00:09:23.000 --> 00:09:25.000]  多人關心當然是好事
[00:09:25.000 --> 00:09:27.000]  不過我都會問自己
[00:09:27.000 --> 00:09:29.000]  或者問這個現象
[00:09:29.000 --> 00:09:31.000]  其實這種這麼關心
[00:09:31.000 --> 00:09:33.000]  出發點是什麼呢
[00:09:33.000 --> 00:09:36.000]  出發點是一種意氣之爭
[00:09:36.000 --> 00:09:37.000]  是一種好奇
[00:09:37.000 --> 00:09:39.000]  是一種看好戲
[00:09:39.000 --> 00:09:43.000]  你們幾類的人在互相爭鬥
[00:09:43.000 --> 00:09:49.000]  還是純粹嘗試找回上帝的心意如何
[00:09:49.000 --> 00:09:54.000]  上帝你怎樣引導我們活在這個世界
[00:09:54.000 --> 00:09:56.000]  社會在等待
[00:09:56.000 --> 00:10:00.000]  我們可能有一個傾向
[00:10:00.000 --> 00:10:02.000]  或者一個隱憂
[00:10:02.000 --> 00:10:05.000]  就是世界在等我們回應
[00:10:05.000 --> 00:10:09.000]  我們就跟著世界想我們怎樣回應就回應
[00:10:09.000 --> 00:10:11.000]  如果真是這樣的情況
[00:10:11.000 --> 00:10:12.000]  就變成人云亦云
[00:10:12.000 --> 00:10:14.000]  或者隨波逐流
[00:10:14.000 --> 00:10:16.000]  隨著世界的潮流
[00:10:16.000 --> 00:10:18.000]  甚至為反而反
[00:10:18.000 --> 00:10:21.000]  或者為維持穩定而維持穩定
[00:10:21.000 --> 00:10:28.000]  其實這樣是否都是上帝所期待的門徒呢
[00:10:28.000 --> 00:10:34.000]  今天我選取彼得前書的回答
[00:10:34.000 --> 00:10:38.000]  其實我們不能隨波逐流
[00:10:38.000 --> 00:10:41.000]  我們不是超凡的
[00:10:41.000 --> 00:10:43.000]  不過我們要脫俗
[00:10:43.000 --> 00:10:46.000]  這是上帝透過上帝的華語
[00:10:46.000 --> 00:10:48.000]  冥冥地說的
[00:10:48.000 --> 00:10:51.000]  所以彼得前書第一章
[00:10:51.000 --> 00:10:55.000]  我選取第一章第十三至十七節
[00:10:55.000 --> 00:10:57.000]  先前第一段的經文
[00:10:57.000 --> 00:11:01.000]  如果我們細心看清楚
[00:11:01.000 --> 00:11:04.000]  我們怎樣來回應呢
[00:11:04.000 --> 00:11:08.000]  第十七節去到最後
[00:11:08.000 --> 00:11:13.000]  他已經說明了我們在世是寄居的日子
[00:11:13.000 --> 00:11:16.000]  所以我們不是超凡的
[00:11:16.000 --> 00:11:17.000]  我們都是一個凡人
[00:11:17.000 --> 00:11:20.000]  會繼續活在這個世界
[00:11:20.000 --> 00:11:22.000]  但我們是脫俗的
[00:11:22.000 --> 00:11:25.000]  特別是第十五和第十六節
[00:11:25.000 --> 00:11:29.000]  他明明多次用了聖潔這個詞語
[00:11:29.000 --> 00:11:31.000]  我們是聖潔的
[00:11:31.000 --> 00:11:33.000]  我們怎樣活在這個世界
[00:11:33.000 --> 00:11:34.000]  我們是要聖潔
[00:11:34.000 --> 00:11:39.000]  聖潔原本的意思是一個最基本的意思
[00:11:39.000 --> 00:11:41.000]  其實是分別出來的意思
[00:11:41.000 --> 00:11:44.000]  就是和世界分別出來
[00:11:44.000 --> 00:11:45.000]  是不是很弔詭
