
[00:00:00.000 --> 00:00:05.360]  祝福大家有健康的身體、健康的靈命
[00:00:05.360 --> 00:00:09.400]  一切都來敬拜我們的天父
[00:00:09.400 --> 00:00:17.720]  你要保守你的心,聖國保守一切
[00:00:17.720 --> 00:00:21.120]  因為一生的果效
[00:00:21.120 --> 00:00:24.400]  是由心發出
[00:00:24.400 --> 00:00:29.400]  這段經文雖然很短
[00:00:30.120 --> 00:00:33.360]  但是很值得我們用很長的時間
[00:00:33.360 --> 00:00:36.160]  來深入思考
[00:00:36.160 --> 00:00:40.760]  有一個強健的心
[00:00:40.760 --> 00:00:42.360]  我們就可以享受
[00:00:42.360 --> 00:00:47.040]  在這個世界上的歡樂的生活
[00:00:47.040 --> 00:00:51.000]  有一個強健的心靈
[00:00:51.000 --> 00:00:56.400]  我們就可以享受豐盛的人生
[00:00:56.400 --> 00:00:59.840]  永遠的福樂
[00:01:01.000 --> 00:01:03.520]  我們可以享受豐盛的福樂
[00:01:03.520 --> 00:01:07.480]  我們可以享受豐盛的福樂
[00:01:07.480 --> 00:01:10.480]  我們可以享受豐盛的福樂
[00:01:10.480 --> 00:01:12.480]  我們可以享受豐盛的福樂
[00:01:12.480 --> 00:01:14.480]  我們可以享受豐盛的福樂
[00:01:14.480 --> 00:01:16.480]  我們可以享受豐盛的福樂
[00:01:16.480 --> 00:01:18.480]  我們可以享受豐盛的福樂
[00:01:18.480 --> 00:01:20.480]  我們可以享受豐盛的福樂
[00:01:20.480 --> 00:01:22.480]  我們可以享受豐盛的福樂
[00:01:22.480 --> 00:01:24.480]  我們可以享受豐盛的福樂
[00:01:24.480 --> 00:01:26.480]  我們可以享受豐盛的福樂
[00:01:26.480 --> 00:01:28.480]  我們可以享受豐盛的福樂
[00:01:28.480 --> 00:01:30.480]  我們可以享受豐盛的福樂
[00:01:30.480 --> 00:01:32.480]  我們可以享受豐盛的福樂
[00:01:32.480 --> 00:01:34.480]  我們可以享受豐盛的福樂
[00:01:34.480 --> 00:01:36.480]  我們可以享受豐盛的福樂
[00:01:36.480 --> 00:01:38.480]  我們可以享受豐盛的福樂
[00:01:38.480 --> 00:01:40.480]  我們可以享受豐盛的福樂
[00:01:40.480 --> 00:01:42.480]  我們可以享受豐盛的福樂
[00:01:42.480 --> 00:01:44.480]  我們可以享受豐盛的福樂
[00:01:44.480 --> 00:01:46.480]  我們可以享受豐盛的福樂
[00:01:46.480 --> 00:01:48.480]  我們可以享受豐盛的福樂
[00:01:48.480 --> 00:01:50.480]  我們可以享受豐盛的福樂
[00:01:50.480 --> 00:01:52.480]  我們可以享受豐盛的福樂
[00:01:52.480 --> 00:01:54.480]  我們可以享受豐盛的福樂
[00:01:54.480 --> 00:01:56.480]  我們可以享受豐盛的福樂
[00:01:56.480 --> 00:01:58.480]  我們可以享受豐盛的福樂
[00:01:58.480 --> 00:02:00.480]  我們可以享受豐盛的福樂
[00:02:00.480 --> 00:02:02.480]  我們可以享受豐盛的福樂
[00:02:02.480 --> 00:02:04.480]  我們可以享受豐盛的福樂
[00:02:04.480 --> 00:02:06.480]  我們可以享受豐盛的福樂
[00:02:06.480 --> 00:02:08.480]  我們可以享受豐盛的福樂
[00:02:08.480 --> 00:02:10.480]  我們可以享受豐盛的福樂
[00:02:10.480 --> 00:02:12.480]  我們可以享受豐盛的福樂
[00:02:12.480 --> 00:02:14.480]  我們可以享受豐盛的福樂
[00:02:14.480 --> 00:02:16.480]  我們可以享受豐盛的福樂
[00:02:16.480 --> 00:02:18.480]  我們可以享受豐盛的福樂
[00:02:18.480 --> 00:02:20.480]  我們可以享受豐盛的福樂
[00:02:20.480 --> 00:02:22.480]  我們可以享受豐盛的福樂
[00:02:22.480 --> 00:02:24.480]  我們可以享受豐盛的福樂
[00:02:24.480 --> 00:02:26.480]  我們可以享受豐盛的福樂
[00:02:26.480 --> 00:02:28.480]  我們可以享受豐盛的福樂
[00:02:28.480 --> 00:02:30.480]  我們可以享受豐盛的福樂
[00:02:30.480 --> 00:02:32.480]  我們可以享受豐盛的福樂
[00:02:32.480 --> 00:02:34.480]  我們可以享受豐盛的福樂
[00:02:34.480 --> 00:02:36.480]  我們可以享受豐盛的福樂
[00:02:36.480 --> 00:02:38.480]  我們可以享受豐盛的福樂
[00:02:38.480 --> 00:02:40.480]  我們可以享受豐盛的福樂
[00:02:40.480 --> 00:02:42.480]  我們可以享受豐盛的福樂
[00:02:42.480 --> 00:02:44.480]  我們可以享受豐盛的福樂
[00:02:44.480 --> 00:02:46.480]  我們可以享受豐盛的福樂
[00:02:46.480 --> 00:02:48.480]  我們可以享受豐盛的福樂
