
[00:00:00.000 --> 00:00:08.740]  我今天在《心理學》這本網上雜誌上看到一個故事
[00:00:08.740 --> 00:00:10.440]  這是真人真事
[00:00:10.440 --> 00:00:14.940]  說到有一個全職護士叫Janette
[00:00:14.940 --> 00:00:17.780]  Janette是42歲
[00:00:17.780 --> 00:00:19.780]  可能是單親媽媽也不一定
[00:00:19.780 --> 00:00:20.980]  有兩個兒子
[00:00:20.980 --> 00:00:24.280]  一個11歲 一個13歲
[00:00:24.280 --> 00:00:28.580]  為什麼她的故事會登在《Psychology Today》上呢
[00:00:28.580 --> 00:00:32.360]  因為Janette超重了50磅
[00:00:32.360 --> 00:00:35.460]  於是她說不行了 我要減肥
[00:00:35.460 --> 00:00:41.560]  參加了一個10個星期為期10週的減肥計劃
[00:00:41.560 --> 00:00:44.440]  10個星期過了之後
[00:00:44.440 --> 00:00:46.640]  一磅也減不了
[00:00:46.640 --> 00:00:48.480]  很煩躁
[00:00:48.480 --> 00:00:49.360]  於是沒辦法了
[00:00:49.360 --> 00:00:51.000]  是不是程式失敗了呢
[00:00:51.000 --> 00:00:54.040]  還是她自己本身有什麼問題呢
[00:00:54.040 --> 00:00:59.640]  於是減肥專家顧問找她坐下來
[00:00:59.640 --> 00:01:03.440]  了解一下到底為什麼10個星期過了
[00:01:03.440 --> 00:01:06.140]  一磅也減不了呢
[00:01:06.140 --> 00:01:15.320]  所以Janette就跟減肥專家顧問Dr. Picotto坐下來
[00:01:15.320 --> 00:01:18.660]  她就跟Dr. Picotto說
[00:01:18.660 --> 00:01:22.100]  我根本沒辦法去做運動
[00:01:22.100 --> 00:01:24.100]  我沒時間了 我太忙了
[00:01:24.100 --> 00:01:25.140]  我沒時間去做運動
[00:01:25.140 --> 00:01:33.540]  甚至沒辦法去實踐我們計劃出來的節食餐單
[00:01:33.540 --> 00:01:35.300]  為什麼你這麼忙啊
[00:01:35.300 --> 00:01:38.300]  其實我真的有很多事情要做
[00:01:38.300 --> 00:01:41.440]  就算我每天早上5點起床
[00:01:41.440 --> 00:01:43.840]  一起床已經有很多事情要做
[00:01:43.840 --> 00:01:45.120]  我要check email
[00:01:45.120 --> 00:01:48.280]  預備兒子的早餐 午餐
[00:01:48.280 --> 00:01:50.480]  然後送他們上學
[00:01:50.480 --> 00:01:54.720]  發現家裡有很多事情還沒做
[00:01:54.720 --> 00:01:57.500]  搞到我要上班了
[00:01:57.500 --> 00:01:59.400]  沒時間做了
[00:01:59.400 --> 00:02:02.100]  下班之後我都沒時間
[00:02:02.100 --> 00:02:04.660]  因為我有兩個teenager
[00:02:04.660 --> 00:02:06.300]  一個11歲 一個13歲
[00:02:06.300 --> 00:02:10.980]  下班後就送他們去打球
[00:02:10.980 --> 00:02:15.480]  老大就星期一 星期三去踢球
[00:02:15.480 --> 00:02:17.940]  老二星期二打壘球
[00:02:17.940 --> 00:02:20.820]  星期五空手道
[00:02:20.820 --> 00:02:23.320]  所以結束之後
[00:02:23.320 --> 00:02:27.060]  接到要回家的時候
[00:02:27.060 --> 00:02:31.360]  每個人都已經很累 很餓
[00:02:31.360 --> 00:02:35.460]  如果沒時間預先一晚去預備
[00:02:35.460 --> 00:02:38.260]  當晚的晚餐要煮什麼
[00:02:38.260 --> 00:02:40.340]  很自然 可能大家都一樣
[00:02:40.340 --> 00:02:42.040]  on the way home的時候
[00:02:42.040 --> 00:02:44.040]  買外賣
[00:02:44.040 --> 00:02:45.400]  吃得太多外賣
[00:02:45.400 --> 00:02:47.040]  你又會feel bad
[00:02:47.040 --> 00:02:48.180]  你兩個小朋友
[00:02:48.180 --> 00:02:50.280]  每晚都吃外賣是不行的
[00:02:50.280 --> 00:02:52.180]  你又要坐下來 又要去想
[00:02:52.180 --> 00:02:53.940]  怎樣去預備晚餐
[00:02:53.940 --> 00:02:56.180]  買什麼菜 做什麼
[00:02:56.180 --> 00:02:58.260]  然後又要照顧他們
[00:02:58.260 --> 00:03:00.460]  不是照顧他們 兩個十幾歲
[00:03:00.460 --> 00:03:02.620]  要踢他們上床 洗澡
[00:03:02.620 --> 00:03:05.900]  教他們功課 睡覺
[00:03:05.900 --> 00:03:08.060]  搞到十點多了
[00:03:08.060 --> 00:03:08.800]  在那個時間
[00:03:08.800 --> 00:03:10.560]  我五點鐘起床到晚上十點多
[00:03:10.560 --> 00:03:12.800]  到那個時間我整個人都散了
[00:03:12.800 --> 00:03:13.960]  做什麼運動呢
[00:03:13.960 --> 00:03:15.600]  想都不會去想
[00:03:15.600 --> 00:03:17.900]  躲起來 閉上眼睛
[00:03:17.900 --> 00:03:21.240]  躲在床上 睡覺
[00:03:21.240 --> 00:03:24.280]  所以十個星期
[00:03:24.280 --> 00:03:25.440]  搞來搞去
[00:03:25.440 --> 00:03:29.280]  連一磅都減不了
[00:03:29.280 --> 00:03:32.060]  不知道我講的像不像當中的家長
[00:03:32.060 --> 00:03:33.420]  I don't know
[00:03:33.420 --> 00:03:37.160]  當然你們不是說減肥啦
[00:03:37.160 --> 00:03:38.920]  這個Dr. Pagotto
[00:03:38.920 --> 00:03:40.400]  就有一個結論
[00:03:40.400 --> 00:03:41.560]  這個結論是什麼呢
[00:03:41.560 --> 00:03:48.060]  她的Jeanette是一個typical people pleaser
[00:03:48.060 --> 00:03:49.700]  是一個很典型的
[00:03:49.700 --> 00:03:53.580]  為了要去招呼應酬
[00:03:53.580 --> 00:03:56.040]  令到她身邊的人開心快樂
[00:03:56.040 --> 00:03:59.320]  將她所有的時間都奉獻在
[00:03:59.320 --> 00:04:03.620]  這些招呼應酬別人的事情上
[00:04:03.620 --> 00:04:05.520]  和她一起生活的那些人
[00:04:05.520 --> 00:04:07.120]  可能會覺得很開心快樂
[00:04:07.120 --> 00:04:08.820]  還說漏了
[00:04:08.820 --> 00:04:12.420]  她還有一個在旅行的祖母
[00:04:12.420 --> 00:04:14.760]  每兩個星期還要找時間去探望她一次
[00:04:14.760 --> 00:04:16.760]  所以時間很緊密
[00:04:16.760 --> 00:04:20.160]  但是人在Jeanette的身邊
[00:04:20.160 --> 00:04:22.560]  可能會覺得這個女士很nice
[00:04:22.560 --> 00:04:25.140]  照顧家裡 照顧祖母
[00:04:25.140 --> 00:04:27.800]  有什麼需要就去幫忙
[00:04:27.800 --> 00:04:29.680]  但是如果到了一個地步
[00:04:29.680 --> 00:04:31.580]  忽略了自己的健康
[00:04:31.580 --> 00:04:35.640]  以致到身心靈都不平衡的時候
[00:04:35.640 --> 00:04:38.720]  事實上她以為很nice去幫助別人
[00:04:38.720 --> 00:04:43.160]  但是她根本不享受這種生活
[00:04:43.160 --> 00:04:44.660]  因為慢慢她會發覺
[00:04:44.660 --> 00:04:46.360]  就會覺得會埋怨
[00:04:46.360 --> 00:04:50.200]  為什麼我只是想減幾磅肉而已
[00:04:50.200 --> 00:04:51.400]  但是都做不到
[00:04:51.400 --> 00:04:53.100]  慢慢會生氣
[00:04:53.100 --> 00:04:54.200]  生氣的時候又會覺得
[00:04:54.200 --> 00:04:55.440]  為什麼自己會生氣呢
[00:04:55.440 --> 00:04:57.540]  我只是幫人 做好事
[00:04:57.540 --> 00:05:01.080]  為什麼會為了這個時間而生氣呢
[00:05:01.080 --> 00:05:02.880]  接著發生下去的時候
[00:05:02.880 --> 00:05:04.180]  你開始會怎樣
[00:05:04.180 --> 00:05:06.140]  你開始會覺得很不開心
[00:05:06.140 --> 00:05:08.320]  很不暢快
[00:05:08.320 --> 00:05:10.180]  肥減不了
[00:05:10.180 --> 00:05:12.420]  心裡面很大的壓力
[00:05:12.420 --> 00:05:19.620]  於是很容易會進入一個抑鬱的情況下
[00:05:19.620 --> 00:05:21.560]  我不知道我們當中
[00:05:21.560 --> 00:05:23.160]  好像我剛才也問過
[00:05:23.160 --> 00:05:27.400]  有沒有人有類似Jeanette這樣的經歷
[00:05:27.400 --> 00:05:30.600]  為了要招呼應酬你身邊的人
[00:05:30.600 --> 00:05:34.180]  用盡你所有的時間精力
[00:05:34.180 --> 00:05:35.640]  搞到一個地步
[00:05:35.640 --> 00:05:41.240]  你發覺自己有些身體心靈的不平衡
[00:05:41.240 --> 00:05:43.520]  如果有這樣的情況的時候
[00:05:43.520 --> 00:05:47.120]  我們可能要很小心
[00:05:47.120 --> 00:05:48.420]  特別我們信耶穌的
[00:05:48.420 --> 00:05:49.660]  我們是基督徒
[00:05:49.660 --> 00:05:51.620]  我們剛剛開始的講道系列是講什麼
[00:05:51.620 --> 00:05:53.360]  Exciting Journey
[00:05:53.360 --> 00:05:55.860]  信耶穌我們應該要進入一個Exciting的
[00:05:55.860 --> 00:05:59.900]  很令人興奮的一個旅程當中
[00:05:59.900 --> 00:06:02.040]  但是為什麼今天很多人
[00:06:02.040 --> 00:06:03.140]  信耶穌之後
[00:06:03.140 --> 00:06:05.800]  無論時間多與少有些人
[00:06:05.800 --> 00:06:09.300]  會早的覺得信耶穌也很Exciting
[00:06:09.300 --> 00:06:11.680]  有些人可能信耶穌三五七年
[00:06:11.680 --> 00:06:13.920]  信十幾年都是這樣
[00:06:13.920 --> 00:06:15.220]  有時會祈禱
[00:06:15.220 --> 00:06:16.820]  有時會幫我
[00:06:16.820 --> 00:06:19.620]  信耶穌會Exciting嗎
[00:06:19.620 --> 00:06:22.120]  有時我們不是很多人很快
[00:06:22.120 --> 00:06:26.160]  會有這樣的經歷和體會
[00:06:26.160 --> 00:06:27.920]  如果是這樣的話
[00:06:27.920 --> 00:06:30.600]  今天我想和大家分享的是什麼呢
[00:06:30.600 --> 00:06:35.500]  其實我們是否能夠經歷一個很興奮的人生旅程
[00:06:35.500 --> 00:06:37.200]  我講信耶穌之後
[00:06:37.200 --> 00:06:38.740]  是決定
[00:06:38.740 --> 00:06:40.140]  當然不是全部
[00:06:40.140 --> 00:06:42.640]  是決定一個很重要的問題
[00:06:42.640 --> 00:06:45.180]  你給了一個答案是什麼
[00:06:45.180 --> 00:06:47.420]  這個問題是什麼呢
[00:06:47.420 --> 00:06:50.920]  這個問題是迦拉太書的第一章第十節
[00:06:50.920 --> 00:06:56.480]  一起看看迦拉太書的第一章第十節
[00:06:56.480 --> 00:06:57.820]  一起讀好不好
[00:06:57.820 --> 00:07:01.360]  迦拉太書的第一章第十節
[00:07:01.360 --> 00:07:02.360]  出來了
[00:07:02.360 --> 00:07:04.060]  我以為搞不定
[00:07:04.060 --> 00:07:05.600]  今早我們有這個問題
[00:07:05.600 --> 00:07:08.260]  怕不知道能不能下載
[00:07:08.260 --> 00:07:09.960]  一起讀好不好
[00:07:09.960 --> 00:07:12.780]  我們看第一句就行了
[00:07:12.780 --> 00:07:14.200]  兩個問題
[00:07:14.200 --> 00:07:15.240]  一起讀
[00:07:15.240 --> 00:07:18.620]  我現在是要得人的心呢
[00:07:18.620 --> 00:07:21.320]  還是要得上帝的心呢
[00:07:21.320 --> 00:07:22.620]  再來一次
[00:07:22.620 --> 00:07:26.080]  我現在是要得人的心呢
[00:07:26.080 --> 00:07:29.960]  還是要得上帝的心呢
[00:07:29.960 --> 00:07:32.260]  我不知道你的答案是什麼
[00:07:32.260 --> 00:07:33.420]  我剛才說
[00:07:33.420 --> 00:07:35.660]  我們是否能夠經歷人生的旅程
[00:07:35.660 --> 00:07:41.100]  是取決於你對這個問題的答案是什麼
[00:07:41.100 --> 00:07:42.740]  你要得人的心呢
[00:07:42.740 --> 00:07:46.100]  還是要得上帝的心呢
[00:07:46.100 --> 00:07:47.900]  如果你要得人的心的話
[00:07:47.900 --> 00:07:49.340]  那你為了滿足人的需要
[00:07:49.340 --> 00:07:50.780]  好像我剛才所說的
[00:07:50.780 --> 00:07:54.220]  你就將自己所有的時間精力都投資進去
[00:07:54.220 --> 00:07:56.920]  不知不覺當中 可能你不察覺的
[00:07:56.920 --> 00:08:00.020]  特別是基督徒覺得很nice的
[00:08:00.020 --> 00:08:01.420]  不知不覺當中
[00:08:01.420 --> 00:08:04.820]  我們成為一個people pleaser
[00:08:04.820 --> 00:08:07.020]  甚至有些人
[00:08:07.020 --> 00:08:10.400]  極端一點點會變成人類一樣
[00:08:10.400 --> 00:08:13.900]  搞到自己身體和心靈
[00:08:13.900 --> 00:08:16.840]  出現很嚴重的問題
[00:08:16.840 --> 00:08:21.600]  但如果我們要得上帝的心呢
[00:08:21.600 --> 00:08:24.040]  我們就要好像保羅一樣
[00:08:24.040 --> 00:08:28.380]  將天父上帝放在生命當中的第一位
[00:08:28.380 --> 00:08:29.780]  保羅說得很清楚
[00:08:29.780 --> 00:08:31.180]  剛才第一章第十節
[00:08:31.180 --> 00:08:35.420]  保羅說:我豈是土人的喜歡呢
[00:08:35.420 --> 00:08:37.120]  如果凝聚土人的喜歡的話
[00:08:37.120 --> 00:08:42.060]  我就不是基督耶穌的僕人了
[00:08:42.060 --> 00:08:44.900]  大家知道我們會說的是保羅的一生
[00:08:44.900 --> 00:08:47.300]  保羅自從認識耶穌
[00:08:47.300 --> 00:08:48.340]  跟隨耶穌之後
[00:08:48.340 --> 00:08:49.700]  上個星期跟大家說的
[00:08:49.700 --> 00:08:54.540]  他遇見主的經歷
[00:08:54.540 --> 00:08:57.840]  他的生命很明顯有一個很大的轉變
[00:08:57.840 --> 00:08:58.840]  而我們的結論
[00:08:58.840 --> 00:09:01.680]  我們看到保羅的一生是越來越精彩的
[00:09:01.680 --> 00:09:03.880]  因為從那一天開始
[00:09:03.880 --> 00:09:06.680]  保羅學習了一個很重要的功課
[00:09:06.680 --> 00:09:07.920]  在他生命當中
[00:09:07.920 --> 00:09:10.220]  他只是討一個人的喜悅
[00:09:10.220 --> 00:09:12.020]  不需要討很多人的喜悅
[00:09:12.020 --> 00:09:14.220]  那個是誰呢
[00:09:14.220 --> 00:09:16.800]  其實不是人 是天父上帝
[00:09:16.800 --> 00:09:18.100]  他信耶穌的那一天開始
[00:09:18.100 --> 00:09:20.360]  他學習他一生人當中
[00:09:20.360 --> 00:09:25.060]  以後只討上帝的喜悅
[00:09:25.060 --> 00:09:30.300]  問題是保羅開始傳道
[00:09:30.300 --> 00:09:34.080]  特別是他開始去宣教旅程之後
[00:09:34.080 --> 00:09:35.580]  第一站是去小亞新亞
[00:09:35.580 --> 00:09:37.720]  Asia Minor的地方
[00:09:37.720 --> 00:09:39.880]  當他去到那裡傳道的時候
[00:09:39.880 --> 00:09:41.520]  第一次的花園旅程
[00:09:41.520 --> 00:09:43.280]  他就遇到問題了
[00:09:43.280 --> 00:09:44.760]  其中一個問題是什麼呢
[00:09:44.760 --> 00:09:49.160]  就是被當地一些是歸信基督的猶太徒
[00:09:49.160 --> 00:09:51.000]  這個叫做Judaiser
[00:09:51.000 --> 00:09:52.700]  是猶太人來的
[00:09:52.700 --> 00:09:53.860]  有猶太傳統
[00:09:53.860 --> 00:09:55.140]  本來信猶太教的
[00:09:55.140 --> 00:09:57.560]  現在變成了基督徒了
[00:09:57.560 --> 00:10:00.600]  那些人看到保羅傳道的時候
[00:10:00.600 --> 00:10:02.700]  他們就批評保羅
[00:10:02.700 --> 00:10:06.040]  說保羅是一個people pleaser
[00:10:06.040 --> 00:10:06.840]  可能你沒想過
[00:10:06.840 --> 00:10:08.380]  保羅會是這樣的人嗎
[00:10:08.380 --> 00:10:09.640]  剛才牧師不是說過
[00:10:09.640 --> 00:10:12.320]  保羅就是只討上帝的喜悅嗎
[00:10:12.320 --> 00:10:13.820]  但是保羅出來傳道的時候
[00:10:13.820 --> 00:10:16.780]  那些猶太人的基督徒
[00:10:16.780 --> 00:10:21.060]  就覺得保羅是一個people pleaser
[00:10:21.060 --> 00:10:22.560]  為什麼呢
