
[00:00:00.000 --> 00:00:03.300]  我們感謝主讓我們有《約翰福音》第四章
[00:00:03.300 --> 00:00:06.100]  這個非常熟悉的故事
[00:00:06.100 --> 00:00:09.860]  來思想主寶貴的福音
[00:00:09.860 --> 00:00:13.700]  也思想到我們基督教豐盛生命堂
[00:00:13.700 --> 00:00:20.060]  是如何將這個福音繼續分享出去
[00:00:20.060 --> 00:00:23.060]  在這個《約翰福音》第四章
[00:00:23.060 --> 00:00:25.400]  撒瑪利亞婦人的故事
[00:00:25.400 --> 00:00:28.700]  我想大家都是熟悉得背
[00:00:28.700 --> 00:00:34.400]  不過我很喜歡浸在這個故事裏面
[00:00:34.400 --> 00:00:38.400]  因為裏面實在是很寶貴的亮光
[00:00:38.400 --> 00:00:41.600]  無論是對於一個福音的使者
[00:00:41.600 --> 00:00:43.900]  或者一個福音的受眾
[00:00:43.900 --> 00:00:46.500]  或者是對於主耶穌基督
[00:00:46.500 --> 00:00:48.000]  每一次讀
[00:00:48.000 --> 00:00:51.800]  只要我們謙卑的 開放的
[00:00:51.800 --> 00:00:54.900]  來仰望主 向我們的心說話
[00:00:54.900 --> 00:01:00.200]  我總相信這一段話語是大有能力
[00:01:00.200 --> 00:01:03.100]  《約翰福音》大家都知道是一本福音的書
[00:01:03.100 --> 00:01:05.700]  就是一本是要叫人
[00:01:05.700 --> 00:01:08.900]  因信耶穌是基督
[00:01:08.900 --> 00:01:12.400]  因信神的兒子而有生命
[00:01:12.400 --> 00:01:14.500]  而一開始的時候
[00:01:14.500 --> 00:01:16.900]  《約翰福音》已經開宗明義的
[00:01:16.900 --> 00:01:19.800]  講明福音到底是什麼一回事
[00:01:19.800 --> 00:01:23.100]  就是那一位原本在的
[00:01:23.100 --> 00:01:24.900]  永在之道
[00:01:24.900 --> 00:01:27.300]  他萬物是藉著他做的
[00:01:27.300 --> 00:01:29.900]  他親自來到這個人世間
[00:01:29.900 --> 00:01:32.800]  有因典 有真理
[00:01:32.800 --> 00:01:34.800]  然後就在第四章
[00:01:34.800 --> 00:01:38.300]  就是這個主題裏面
[00:01:38.300 --> 00:01:40.400]  一個很重要的
[00:01:40.400 --> 00:01:42.700]  一個活生生的例子
[00:01:42.700 --> 00:01:45.300]  《約翰福音》第四章開始的時候說
[00:01:45.300 --> 00:01:48.500]  耶穌知道法利賽人聽見祂
[00:01:48.500 --> 00:01:49.800]  是為人施洗
[00:01:49.800 --> 00:01:53.400]  收了的門徒比施洗約翰還要多
[00:01:53.400 --> 00:01:55.600]  雖然不是耶穌自己施洗
[00:01:55.600 --> 00:01:57.700]  是祂的門徒施洗
[00:01:57.700 --> 00:02:00.300]  耶穌就離開猶大
[00:02:00.300 --> 00:02:02.000]  為什麼
[00:02:02.000 --> 00:02:05.600]  因為法利賽人很強的嫉妒
[00:02:05.600 --> 00:02:08.000]  法利賽人很強的敵意
[00:02:08.000 --> 00:02:10.400]  耶穌基督做事有祂的時間
[00:02:10.400 --> 00:02:14.400]  耶穌也無意跟這些法利賽人
[00:02:14.400 --> 00:02:18.100]  在他們的嫉妒的情況下
[00:02:18.100 --> 00:02:21.500]  來糾纏離開猶大
[00:02:21.500 --> 00:02:23.400]  回到加利利途中
[00:02:23.400 --> 00:02:25.800]  必須經過薩瑪利亞
[00:02:25.800 --> 00:02:28.200]  在我們看來這是很自然的事
[00:02:28.200 --> 00:02:30.800]  在地理上也是最應該做的事
[00:02:30.800 --> 00:02:33.300]  因為由耶路撒冷
[00:02:33.300 --> 00:02:36.300]  走回去加利利的時候
[00:02:36.300 --> 00:02:39.800]  直上就一定要穿過薩瑪利亞
[00:02:39.800 --> 00:02:41.800]  上面是加利利
[00:02:41.800 --> 00:02:43.400]  中間是薩瑪利亞
[00:02:43.400 --> 00:02:45.300]  下面是猶太
[00:02:45.300 --> 00:02:47.000]  一定是這樣說的
[00:02:47.000 --> 00:02:49.500]  所以必須沒有什麼特別
[00:02:49.500 --> 00:02:51.600]  但是當我們了解背景的時候
[00:02:51.600 --> 00:02:53.600]  原來當時的猶太人
[00:02:53.600 --> 00:02:56.100]  他們如果要由南至北
[00:02:56.100 --> 00:02:58.900]  他們寧願繞路走
[00:02:58.900 --> 00:03:01.400]  都不願意穿過這個
[00:03:01.400 --> 00:03:03.900]  他們看不起的民族
[00:03:03.900 --> 00:03:05.700]  看不起的地方
[00:03:05.700 --> 00:03:07.700]  在這個他們認為污穢
[00:03:07.700 --> 00:03:09.400]  在宗教上是混雜
[00:03:09.400 --> 00:03:11.100]  在血統上也是混雜
[00:03:11.100 --> 00:03:13.000]  是老死不相往來的地方
[00:03:13.000 --> 00:03:15.400]  他們寧願繞路而走
[00:03:15.400 --> 00:03:17.400]  也不會經過薩瑪利亞
[00:03:17.400 --> 00:03:21.200]  但是這裡說耶穌必須經過
[00:03:21.200 --> 00:03:24.200]  這個必須可能是一個福音的必須
[00:03:24.200 --> 00:03:26.600]  這個福音可能是一個信服的必須
[00:03:26.600 --> 00:03:29.700]  這個福音可能是一個突破的必須
[00:03:29.700 --> 00:03:32.000]  因為在當時
[00:03:32.000 --> 00:03:34.200]  這個人與人之間
[00:03:34.200 --> 00:03:36.300]  有一個很大的屏障
[00:03:36.300 --> 00:03:38.000]  當時這個人與神之間
[00:03:38.000 --> 00:03:39.600]  有一個很大的屏障
[00:03:39.600 --> 00:03:43.600]  而耶穌基督光來到世間
[00:03:43.600 --> 00:03:46.200]  神的兒子來到世間
[00:03:46.200 --> 00:03:48.300]  到底他所為何事
[00:03:48.300 --> 00:03:51.900]  到底這個福音產生的能力所為何事
[00:03:51.900 --> 00:03:57.400]  會不會仍然是打破凡尼
[00:03:57.400 --> 00:04:00.500]  突破這個隔膜
[00:04:00.500 --> 00:04:02.600]  耶穌的必須
[00:04:02.600 --> 00:04:06.400]  令到他去到這個雅各井旁
[00:04:06.400 --> 00:04:09.800]  聖經說他走路疲乏
[00:04:09.800 --> 00:04:12.800]  我想到這一處就不禁對我們的主
[00:04:12.800 --> 00:04:15.100]  再一次來到撫伏敬拜
[00:04:15.100 --> 00:04:16.700]  主啊感謝你
[00:04:16.700 --> 00:04:19.500]  你為著世人的緣故
[00:04:19.500 --> 00:04:22.000]  竟然間甘受貧寒
[00:04:22.000 --> 00:04:25.000]  甘於在這個肉身裡面
[00:04:25.000 --> 00:04:26.700]  接受一切的限制
[00:04:26.700 --> 00:04:29.100]  以致你疲乏
[00:04:29.100 --> 00:04:31.000]  他坐在井旁
[00:04:31.000 --> 00:04:33.000]  為何坐在井邊
[00:04:33.000 --> 00:04:34.500]  我不知道大家
[00:04:34.500 --> 00:04:37.500]  我看今天的會中
[00:04:37.500 --> 00:04:40.600]  跟昨晚的會中有少許不同
[00:04:40.600 --> 00:04:42.200]  昨晚我看著他們的時候
[00:04:42.200 --> 00:04:44.800]  我覺得他們好像都未見過井是什麼
[00:04:44.800 --> 00:04:48.200]  今天我見到多些人知道井是什麼
[00:04:48.200 --> 00:04:50.600]  我小時候都去過井邊
[00:04:50.600 --> 00:04:53.400]  井旁是多數有樹蔭的
[00:04:53.400 --> 00:04:57.600]  在那裡坐著休息一下是好一點的
[00:04:57.600 --> 00:05:01.700]  耶穌必須經過撒瑪利亞
[00:05:01.700 --> 00:05:03.800]  他去到那個井旁
[00:05:03.800 --> 00:05:06.100]  他是不是在等一個人來呢
[00:05:06.100 --> 00:05:07.500]  我相信是的
[00:05:07.500 --> 00:05:10.700]  但是被他等那個不知道有個人在那裡
[00:05:10.700 --> 00:05:13.300]  來的人叫做撒瑪利亞夫人
[00:05:13.300 --> 00:05:16.100]  到今天我們都不知道他叫什麼名字
[00:05:16.100 --> 00:05:18.900]  他來到那裡的時候他發覺
[00:05:18.900 --> 00:05:22.600]  為什麼有一個男人在那裡
[00:05:22.600 --> 00:05:25.100]  你想像一下
[00:05:25.100 --> 00:05:27.500]  到處都沒有人
[00:05:27.500 --> 00:05:29.400]  只有你自己
[00:05:29.400 --> 00:05:31.300]  和一個陌生人
[00:05:31.300 --> 00:05:32.900]  你第一樣的東西
[00:05:32.900 --> 00:05:35.800]  就一定是豎起你的防衛機制
[00:05:35.800 --> 00:05:37.100]  在那裡做什麼
[00:05:37.100 --> 00:05:38.400]  你想怎樣
[00:05:38.400 --> 00:05:41.000]  我最近都有個經驗你知道巴士
[00:05:41.000 --> 00:05:43.100]  排排坐四個人的位置
[00:05:43.100 --> 00:05:45.800]  坐在那裡其實都很不自在
[00:05:45.800 --> 00:05:48.000]  你都是希望坐在你對面那個最好
[00:05:48.000 --> 00:05:49.100]  如果那個有位置
[00:05:49.100 --> 00:05:51.200]  他都不要坐在你對面
[00:05:51.200 --> 00:05:52.900]  我和我老婆就坐在那裡
[00:05:52.900 --> 00:05:54.800]  然後另外那裡已經有人坐
[00:05:54.800 --> 00:05:56.800]  其他地方都有位置
[00:05:56.800 --> 00:05:59.800]  有一個身材都頗大的人
[00:05:59.800 --> 00:06:03.400]  不知道為什麼對我情有獨鍾
[00:06:03.400 --> 00:06:06.500]  一走過來的時候我已經心中祝福他
[00:06:06.500 --> 00:06:08.700]  希望他坐在一個舒服的位置
[00:06:08.700 --> 00:06:09.800]  誰知道他坐下來
[00:06:09.800 --> 00:06:11.600]  差不多膝蓋碰到我的膝蓋
[00:06:11.600 --> 00:06:13.800]  我馬上彈起上樓
[00:06:13.800 --> 00:06:16.000]  樓上全部都是空位
[00:06:16.000 --> 00:06:18.900]  人就是有自己的空間
[00:06:18.900 --> 00:06:20.200]  而當你有民族上
[00:06:20.200 --> 00:06:20.900]  有文化上
[00:06:20.900 --> 00:06:22.400]  有宗教上的東西
[00:06:22.400 --> 00:06:25.400]  那個空間就更加的嚴重
[00:06:25.400 --> 00:06:29.700]  這個女士看到有個猶太男人在那裡
[00:06:29.700 --> 00:06:32.400]  我想她已經渾身不自在
[00:06:32.400 --> 00:06:34.300]  但是我們的主耶穌
[00:06:34.300 --> 00:06:42.500]  祂特意就是要來尋找私恩
[00:06:42.500 --> 00:06:46.600]  給一個不能夠在其他女士
[00:06:46.600 --> 00:06:50.800]  正常打水的時間去打水的人
[00:06:50.800 --> 00:06:52.500]  來找祂
