
[00:00:00.000 --> 00:00:03.480]  感謝神,我們有一次可以一齊敬拜
[00:00:03.480 --> 00:00:07.360]  今天我想給大家看看
[00:00:07.360 --> 00:00:11.040]  大家有沒有用手機app去靈修?
[00:00:11.040 --> 00:00:14.080]  大家有用手機一些app靈修嗎?
[00:00:14.080 --> 00:00:18.160]  有上網聽到嗎?
[00:00:18.160 --> 00:00:19.600]  有上網聽到嗎?
[00:00:19.600 --> 00:00:27.440]  有用Facebook看一些靈修的message嗎?
[00:00:27.440 --> 00:00:32.080]  有用Facebook看一些靈修的message嗎?
[00:00:32.080 --> 00:00:34.960]  沒有啊,有些有,有些沒有
[00:00:34.960 --> 00:00:40.080]  我們發現今天的世代是一個很豐富的世代
[00:00:40.080 --> 00:00:42.400]  現在的世代是一個很豐富的世代
[00:00:42.400 --> 00:00:45.160]  因為我們打開很多電子用品的時候
[00:00:45.160 --> 00:00:47.480]  我們很容易聽到神的話語
[00:00:47.480 --> 00:00:49.280]  因為我們打開一些電子用品的時候
[00:00:49.280 --> 00:00:50.880]  很容易聽到神的話語
[00:00:50.880 --> 00:00:53.080]  如果我們去形容的話
[00:00:53.080 --> 00:00:58.600]  可能這個世代是我們最容易聽到神話語的世代
[00:00:58.600 --> 00:00:59.800]  如果我們形容一下的話
[00:00:59.800 --> 00:01:03.000]  這個世代是最容易聽到神話語的世代
[00:01:03.000 --> 00:01:06.440]  但是聽得多是不是真的靈修得多呢?
[00:01:06.440 --> 00:01:08.760]  但是聽得多是不是真的靈修得多呢?
[00:01:08.760 --> 00:01:10.920]  是不是真的吸收得多呢?
[00:01:10.920 --> 00:01:13.840]  是不是真的吸收得多呢?
[00:01:13.840 --> 00:01:18.440]  我們的屬靈生命像一個garage
[00:01:18.440 --> 00:01:21.200]  弟兄姊妹,我們的garage是怎樣的?
[00:01:21.200 --> 00:01:23.440]  我們的屬靈生命就像一個車庫一樣
[00:01:23.440 --> 00:01:25.640]  大家的車庫怎麼樣?
[00:01:25.640 --> 00:01:30.160]  我們的garage有時是塞滿了很多東西在裏面
[00:01:30.160 --> 00:01:32.880]  有時候我們的車庫裏塞滿了東西
[00:01:32.880 --> 00:01:37.440]  很多箱,很多新的舊的東西塞進去
[00:01:37.440 --> 00:01:40.200]  新的舊的東西塞在裏面
[00:01:40.200 --> 00:01:42.680]  但當我們要找東西的時候呢?
[00:01:42.680 --> 00:01:44.360]  當我們要找東西的時候
[00:01:44.360 --> 00:01:46.360]  可能怎麼找都找不到,是不是?
[00:01:46.360 --> 00:01:48.240]  找都找不到
[00:01:48.240 --> 00:01:51.240]  找了一整天,找個螺絲起子都找不到
[00:01:51.240 --> 00:01:54.360]  可能找一個螺絲起子都找不到
[00:01:54.360 --> 00:01:57.720]  我們很多時我們的生命都是這樣
[00:01:57.720 --> 00:01:59.680]  有時候我們的生命就是像這樣
[00:01:59.680 --> 00:02:02.840]  塞滿了很多新的舊的東西
[00:02:02.840 --> 00:02:04.720]  塞了很多新的舊的東西
[00:02:04.720 --> 00:02:06.680]  我們生命裏面沒有去整理
[00:02:06.680 --> 00:02:09.640]  沒有去梳理一些的事情
[00:02:09.640 --> 00:02:12.640]  我們生命沒有去整理和梳理這些事情
[00:02:12.640 --> 00:02:15.240]  甚至乎聽到神的話的時候
[00:02:15.240 --> 00:02:17.440]  我們沒有去實踐
[00:02:17.440 --> 00:02:19.000]  甚至乎我們聽到神話的時候
[00:02:19.000 --> 00:02:20.720]  我們都沒有去很好的整理
[00:02:20.720 --> 00:02:23.440]  就好像Garage那些
[00:02:23.440 --> 00:02:25.400]  很多很多箱在裏面
[00:02:25.400 --> 00:02:28.240]  就像這個Garage裏面有很多的箱子
[00:02:28.240 --> 00:02:31.200]  神的話語在我們裏面,但是用不著
[00:02:31.200 --> 00:02:33.760]  神的話語在我們裏面,可是用不到
[00:02:33.760 --> 00:02:34.760]  所以弟兄姊妹
[00:02:34.760 --> 00:02:38.080]  今天我們一起去聽神的話語
[00:02:38.080 --> 00:02:40.160]  所以今天我們一起來聽神的話語
[00:02:40.160 --> 00:02:44.320]  我們一起學要做一個有入有出的基督徒
[00:02:44.320 --> 00:02:47.200]  我們來學習做一個有入有出的基督徒
[00:02:47.200 --> 00:02:50.520]  我們今天一起來看雅各書一章
[00:02:50.520 --> 00:02:52.640]  我們今天來看雅各書
[00:02:52.640 --> 00:02:54.280]  我們一起來讀一下經文好不好
[00:02:54.280 --> 00:02:55.760]  四節經文
[00:02:55.760 --> 00:02:57.120]  1,2,3
[00:02:57.120 --> 00:02:57.880]  雅各書
[00:02:57.880 --> 00:03:00.240]  大家可以用國語也行
[00:03:00.240 --> 00:03:01.240]  用粵語也行
[00:03:01.240 --> 00:03:02.880]  用英文也行
[00:03:02.880 --> 00:03:04.120]  雅各書一章
[00:03:04.120 --> 00:03:05.600]  19至22節
[00:03:05.600 --> 00:03:07.000]  一起
[00:03:07.000 --> 00:03:08.960]  我親愛的弟兄們
[00:03:08.960 --> 00:03:10.280]  你們要明白
[00:03:10.280 --> 00:03:13.080]  你們每一個人要快快地聽
[00:03:13.080 --> 00:03:14.520]  慢慢地說
[00:03:14.520 --> 00:03:16.160]  慢慢地動腦
[00:03:16.160 --> 00:03:17.880]  因為人的怒氣
[00:03:17.880 --> 00:03:20.440]  並不能實現神的意
[00:03:20.440 --> 00:03:25.440]  所以你們要除去一切污穢和累積的惡毒
[00:03:25.440 --> 00:03:29.520]  要傳溫柔的心領受所栽種的道
[00:03:29.520 --> 00:03:32.160]  就是能救你們靈魂的道
[00:03:32.160 --> 00:03:35.160]  但是你們要做行道的人
[00:03:35.160 --> 00:03:37.360]  不要只做聽道的人
[00:03:37.360 --> 00:03:40.640]  自己欺騙自己
[00:03:40.640 --> 00:03:42.520]  很熟很熟的經文
[00:03:42.520 --> 00:03:44.360]  熟悉的經文是嗎
[00:03:44.360 --> 00:03:47.400]  雅各說你們要做行道的人
[00:03:47.400 --> 00:03:49.680]  不要只做聽道的人
[00:03:49.680 --> 00:03:51.400]  雅各說你們要做行道的人
[00:03:51.400 --> 00:03:53.160]  不要只做聽道的人
[00:03:53.160 --> 00:03:55.520]  就是說我們一邊接收的時候
[00:03:55.520 --> 00:03:57.200]  一邊要走出來
[00:03:57.200 --> 00:03:59.240]  就是說我們一邊接收的時候
[00:03:59.240 --> 00:04:00.800]  一邊要醒出來
[00:04:00.800 --> 00:04:02.840]  行道的起點
[00:04:02.840 --> 00:04:05.920]  是要懂得好好聽道
[00:04:05.920 --> 00:04:07.040]  行道的怎麼樣
[00:04:07.040 --> 00:04:09.280]  就要好好的聽道
[00:04:09.280 --> 00:04:10.640]  雅各說
[00:04:10.640 --> 00:04:13.520]  你們每一個人要快快地聽
[00:04:13.520 --> 00:04:16.720]  雅各說你們每一個人要快快地聽
[00:04:16.720 --> 00:04:18.680]  快快地聽
[00:04:18.680 --> 00:04:21.560]  為什麼呢
[00:04:21.560 --> 00:04:23.760]  原來生命改變的第一步
[00:04:23.760 --> 00:04:28.960]  是要我們領受神話語的態度正確
[00:04:28.960 --> 00:04:30.160]  原來生命的第一步
[00:04:30.160 --> 00:04:33.160]  要我們領受神的話語態度正確
[00:04:33.160 --> 00:04:34.600]  快快地聽
[00:04:34.600 --> 00:04:37.600]  雖然聽後面沒有授詞
[00:04:37.600 --> 00:04:38.440]  快快地聽
[00:04:38.440 --> 00:04:41.320]  雖然聽後面沒有授詞兵語
[00:04:41.320 --> 00:04:43.320]  就是說聽什麼
[00:04:43.320 --> 00:04:44.880]  就是說聽什麼呢
[00:04:44.880 --> 00:04:48.840]  但如果我們看回上文和下文
[00:04:48.840 --> 00:04:52.560]  上一節就講到真理的道
[00:04:52.560 --> 00:04:54.880]  我們看回聖經的上一節
[00:04:54.880 --> 00:04:56.880]  它就講到真理的道
[00:04:56.880 --> 00:04:58.320]  下文就是講到
[00:04:58.320 --> 00:05:00.400]  我們接受了這個真理的道之後
[00:05:00.400 --> 00:05:03.960]  怎樣在心裏面栽種這個真道
[00:05:03.960 --> 00:05:05.320]  再看下一節
[00:05:05.320 --> 00:05:09.400]  我們就講到一個真理最重要的一點
[00:05:09.400 --> 00:05:12.400]  所以當我們看到今天十九節的時候
[00:05:12.400 --> 00:05:13.440]  快快地聽
[00:05:13.440 --> 00:05:15.520]  我們就知道原來講的是
[00:05:15.520 --> 00:05:17.520]  聽神的道
[00:05:17.520 --> 00:05:18.800]  我們看到十九節的時候
[00:05:18.800 --> 00:05:20.480]  就看到快快地聽
[00:05:20.480 --> 00:05:22.200]  是要聽神的道
[00:05:22.200 --> 00:05:23.400]  可能看到這裡的時候
[00:05:23.400 --> 00:05:24.600]  快快地聽
[00:05:24.600 --> 00:05:26.400]  怎麼聽呢
[00:05:26.400 --> 00:05:27.200]  快快地聽
[00:05:27.200 --> 00:05:28.600]  要怎麼聽呢
[00:05:28.600 --> 00:05:31.320]  因為講就可以快
[00:05:31.320 --> 00:05:32.240]  因為講可以快
[00:05:32.240 --> 00:05:34.040]  跑可以快
[00:05:34.040 --> 00:05:35.560]  聽怎麼快呢
[00:05:35.560 --> 00:05:37.840]  聽怎麼能快呢
[00:05:37.840 --> 00:05:39.600]  聽是對方說話快
[00:05:39.600 --> 00:05:41.040]  我就聽得快
[00:05:41.040 --> 00:05:42.240]  聽是對方說得快
[00:05:42.240 --> 00:05:43.200]  我就聽得快
