
[00:00:00.000 --> 00:00:03.400]  我們前兩個星期或者三個星期左右
[00:00:03.400 --> 00:00:05.780]  我們講過《路加福音》的十一章
[00:00:05.780 --> 00:00:09.080]  講到有關祈禱的一個主題
[00:00:09.080 --> 00:00:12.080]  我想跟大家來到去看《路加福音》十一章
[00:00:12.080 --> 00:00:14.360]  上次看到是十三節
[00:00:14.360 --> 00:00:18.680]  今天我想跟大家看十四節到三十六節
[00:00:18.680 --> 00:00:23.760]  另外一段耶穌和一群人所發生的事情
[00:00:23.760 --> 00:00:28.600]  我相信這個也是我們生命裡面一個很重要的提醒
[00:00:28.600 --> 00:00:30.520]  今天的經文比較長一點
[00:00:30.520 --> 00:00:35.520]  我希望弟兄姊妹有機會回家可以多看一點
[00:00:35.520 --> 00:00:38.720]  所以前面我會跟大家很快去看
[00:00:38.720 --> 00:00:43.720]  到底這段經文講了一些什麼事情的發生
[00:00:43.720 --> 00:00:48.080]  然後我有一些重點的時候也會重複再看
[00:00:48.080 --> 00:00:51.000]  不過前面會快一點跟大家來看
[00:00:51.000 --> 00:00:55.400]  我給的題目叫《還可以看見神跡嗎?》
[00:00:55.400 --> 00:01:01.320]  一開始就講到耶穌趕出一個阿巴鬼附著的人
[00:01:01.320 --> 00:01:05.400]  然後這個人經歷神跡之後得到醫治
[00:01:05.400 --> 00:01:10.120]  而這些人就在挑戰耶穌或者甚至是試探耶穌
[00:01:10.120 --> 00:01:11.960]  無論是用不同的說話
[00:01:11.960 --> 00:01:15.120]  或者要求耶穌再顯一個神跡出來
[00:01:15.120 --> 00:01:21.680]  他們最主要覺得耶穌只不過是靠著一個鬼王來趕鬼
[00:01:21.680 --> 00:01:26.120]  耶穌跟我們講到的時候好像我們現代所說的鬼打鬼
[00:01:26.120 --> 00:01:27.440]  怎麼會是這樣呢?
[00:01:27.440 --> 00:01:29.680]  如果是發生這樣的事情
[00:01:29.680 --> 00:01:34.520]  其實怎麼可能自己來打自己人呢?
[00:01:34.520 --> 00:01:39.960]  所以提到第二十節是我靠著神的能力來趕鬼的時候
[00:01:39.960 --> 00:01:45.120]  就更加證明這個就是神的國臨到當中
[00:01:45.120 --> 00:01:48.840]  這是這段經文其中一節很重要的信息
[00:01:48.840 --> 00:01:56.120]  用一個壯士的比較怎樣傳言來保護他的家園
[00:01:56.120 --> 00:02:01.320]  其實是講到神跡當中一個能力的顯現
[00:02:01.320 --> 00:02:05.480]  然後再提到一個污鬼被趕走之後
[00:02:05.480 --> 00:02:08.800]  那個人被潔淨了
[00:02:08.800 --> 00:02:14.000]  但他又沒有讓他的生命得到一個真正的倚靠
[00:02:14.000 --> 00:02:16.880]  又沒有讓神成為他的主的時候
[00:02:16.880 --> 00:02:22.080]  最後他反而落下一個更加慘淡的光景
[00:02:22.080 --> 00:02:25.880]  耶穌接著經歷到有一個女人對他講了一句說話
[00:02:25.880 --> 00:02:28.360]  懷你胎的和育養你的有福
[00:02:28.360 --> 00:02:31.080]  但耶穌說到應該是聽神的道
[00:02:31.080 --> 00:02:34.600]  而遵守的人是更加有福
[00:02:34.600 --> 00:02:39.840]  耶穌又用了一個例子或者舊約的歷史
[00:02:39.840 --> 00:02:41.160]  講到若拿
[00:02:41.160 --> 00:02:42.720]  又講到所羅門
[00:02:42.720 --> 00:02:47.320]  當人希望耶穌再顯神跡的時候
[00:02:47.320 --> 00:02:49.120]  耶穌說除了若拿
[00:02:49.120 --> 00:02:52.880]  再沒有神跡可以讓他們看
[00:02:52.880 --> 00:02:53.720]  除了若拿
[00:02:53.720 --> 00:02:56.280]  所羅門就包括了利尼尼城的人
[00:02:56.280 --> 00:02:58.480]  和一個南方的女王
[00:02:58.480 --> 00:03:00.520]  但特別提到耶穌說到
[00:03:00.520 --> 00:03:03.680]  這裡有一個人比所羅門更大
[00:03:03.680 --> 00:03:07.200]  這裡有一個人比若拿更大
[00:03:07.200 --> 00:03:11.720]  我們所關注的不應該是有多少的神跡出現
[00:03:11.720 --> 00:03:14.240]  我們更加要看見神跡
[00:03:14.240 --> 00:03:17.800]  比神跡更大更重要的東西
[00:03:17.800 --> 00:03:21.400]  33節就講到一個比較特別的例子
[00:03:21.400 --> 00:03:24.560]  講到燈怎樣來發光
[00:03:24.560 --> 00:03:30.280]  當人的眼睛瞭亮的時候
[00:03:30.280 --> 00:03:33.360]  他就全身都光明
[00:03:33.360 --> 00:03:35.320]  這個是有一點難度
[00:03:35.320 --> 00:03:37.760]  不是那麼容易明白的一個比喻
[00:03:37.760 --> 00:03:40.040]  有時候我們可能簡單一點就會覺得
[00:03:40.040 --> 00:03:43.520]  講到基督徒怎樣來為主發光
[00:03:43.520 --> 00:03:45.800]  一會兒我們會多點來看
[00:03:45.800 --> 00:03:47.400]  讓我們來明白
[00:03:47.400 --> 00:03:51.880]  當我們有了一個神給我們生命的時候
[00:03:51.880 --> 00:03:55.520]  我們應該怎樣來為主作見證
[00:03:55.520 --> 00:04:00.640]  所以這段經文大致上有少許簡單的交代
[00:04:00.640 --> 00:04:01.640]  上次我也提到
[00:04:01.640 --> 00:04:03.400]  在講到禦患方法的時候
[00:04:03.400 --> 00:04:08.240]  我有提過我們都面對一個艱難的處境
[00:04:08.240 --> 00:04:14.200]  所以我們祈求希望在當中怎樣去尋找出路
[00:04:14.200 --> 00:04:16.000]  當我們祈求出路的時候
[00:04:16.000 --> 00:04:17.800]  其中一個我們想到的可能就是
[00:04:17.800 --> 00:04:20.760]  我們希望有神跡的出現
[00:04:20.760 --> 00:04:23.360]  這個或者可能都是在我們生活上
[00:04:23.360 --> 00:04:27.080]  我不知道大家有沒有都試過類似這樣的狀況
[00:04:27.080 --> 00:04:29.240]  有時候我們工作也好
[00:04:29.240 --> 00:04:31.560]  我們生活面對的事情也好
[00:04:31.560 --> 00:04:34.680]  有時候我們都找不到解決的方法
[00:04:34.680 --> 00:04:37.000]  或者我們好像無路可走的時候
[00:04:37.000 --> 00:04:40.680]  我們其中一個想法就是最好有神跡
[00:04:40.680 --> 00:04:43.880]  我不知道大家有沒有這樣的經驗
[00:04:43.880 --> 00:04:45.480]  如果有神跡就好了
[00:04:45.480 --> 00:04:49.120]  神跡一出現就好像什麼事情都可以解決
[00:04:49.120 --> 00:04:50.640]  到底什麼是神跡
[00:04:50.640 --> 00:04:54.040]  或者我們怎樣去看神跡呢?
[00:04:54.040 --> 00:04:55.520]  當然我想其中一個就是
[00:04:55.520 --> 00:04:57.560]  我們很常會關心的
[00:04:57.560 --> 00:05:01.320]  或者我們想到的就是神跡的結果
[00:05:01.320 --> 00:05:03.240]  但是我想我們要看神跡的時候
[00:05:03.240 --> 00:05:08.560]  我相信今天我們盼望無論是耶穌和那一群人的對話
