
[00:00:00.000 --> 00:00:02.000]  英文早晨
[00:00:02.000 --> 00:00:04.000]  在暑假之前
[00:00:04.000 --> 00:00:06.000]  張姑娘
[00:00:06.000 --> 00:00:08.000]  因為我們過去有些工作
[00:00:08.000 --> 00:00:10.000]  張姑娘就聯絡到一個家長
[00:00:10.000 --> 00:00:12.000]  她想聽福音
[00:00:12.000 --> 00:00:14.000]  聽三福
[00:00:14.000 --> 00:00:16.000]  於是就安排了一天跟她傾談
[00:00:16.000 --> 00:00:18.000]  那個張姑娘就跟我說
[00:00:18.000 --> 00:00:20.000]  這個家長也有些信仰問題
[00:00:20.000 --> 00:00:22.000]  很多時候也會問的
[00:00:22.000 --> 00:00:24.000]  她就問關於如果信了耶穌之後
[00:00:24.000 --> 00:00:26.000]  那些拜祖先怎麼教呢
[00:00:26.000 --> 00:00:28.000]  我說很好
[00:00:28.000 --> 00:00:30.000]  到時說完之後我再跟她傾談
[00:00:30.000 --> 00:00:32.000]  因為先集中講福音
[00:00:32.000 --> 00:00:34.000]  完了之後有些輔家的信仰問題
[00:00:34.000 --> 00:00:36.000]  我們再解答
[00:00:36.000 --> 00:00:38.000]  我不知道
[00:00:38.000 --> 00:00:40.000]  信了主耶穌基督之後的你
[00:00:40.000 --> 00:00:42.000]  對於家裏可能要
[00:00:42.000 --> 00:00:44.000]  拜祖先這些活動
[00:00:44.000 --> 00:00:46.000]  又或者有時可能要出席一些
[00:00:46.000 --> 00:00:48.000]  是家人的喪禮
[00:00:48.000 --> 00:00:50.000]  而他不是用基督教儀式
[00:00:50.000 --> 00:00:52.000]  而是用道教佛教儀式
[00:00:52.000 --> 00:00:54.000]  你會不會有這份掙扎呢
[00:00:54.000 --> 00:00:56.000]  可能有些家庭沒有
[00:00:56.000 --> 00:00:58.000]  是否信了主
[00:00:58.000 --> 00:01:00.000]  也不會用那些儀式
[00:01:00.000 --> 00:01:02.000]  自然就沒什麼掙扎
[00:01:02.000 --> 00:01:04.000]  或者比較遠一點
[00:01:04.000 --> 00:01:06.000]  自己的參與也很有限
[00:01:06.000 --> 00:01:08.000]  所以也沒有一些掙扎
[00:01:08.000 --> 00:01:10.000]  但可能有些人會有些掙扎在裏面
[00:01:10.000 --> 00:01:12.000]  因為曾經有些不同的弟兄姊妹
[00:01:12.000 --> 00:01:14.000]  也會問我類似一方面的問題
[00:01:14.000 --> 00:01:16.000]  所以今天我想藉著這段經文裏
[00:01:16.000 --> 00:01:18.000]  透過一個人的經歷
[00:01:18.000 --> 00:01:20.000]  帶出一些做法
[00:01:20.000 --> 00:01:22.000]  讓我們一起來思想
[00:01:22.000 --> 00:01:24.000]  一起來思考
[00:01:24.000 --> 00:01:26.000]  今天繼續在皇下
[00:01:26.000 --> 00:01:28.000]  五章十五至十八節
[00:01:28.000 --> 00:01:30.000]  我們一起來讀一遍好嗎
[00:01:30.000 --> 00:01:32.000]  一起來讀 預備起
[00:01:32.000 --> 00:01:34.000]  乃萬大將一世
[00:01:34.000 --> 00:01:36.000]  跟隨他的人
[00:01:36.000 --> 00:01:38.000]  回到神人那裏
[00:01:38.000 --> 00:01:40.000]  站在他面前說
[00:01:40.000 --> 00:01:42.000]  我知道除了
[00:01:42.000 --> 00:01:44.000]  以色列以外
[00:01:44.000 --> 00:01:46.000]  沒有神
[00:01:46.000 --> 00:01:48.000]  現在求你修點
[00:01:48.000 --> 00:01:50.000]  服人的禮物
[00:01:50.000 --> 00:01:52.000]  二利三說
[00:01:52.000 --> 00:01:54.000]  自奉永生的耶和華
[00:01:54.000 --> 00:01:56.000]  起誓,我必不受
[00:01:56.000 --> 00:01:58.000]  乃萬再三地
[00:01:58.000 --> 00:02:00.000]  求他,他卻不受
[00:02:00.000 --> 00:02:02.000]  乃萬說
[00:02:02.000 --> 00:02:04.000]  你若不肯受
[00:02:04.000 --> 00:02:06.000]  就將兩類子婆的肚
[00:02:06.000 --> 00:02:08.000]  賜給服人
[00:02:08.000 --> 00:02:10.000]  從今以後
[00:02:10.000 --> 00:02:12.000]  服人必再不傷
[00:02:12.000 --> 00:02:14.000]  但祭和平安祭,獻與別神
[00:02:14.000 --> 00:02:16.000]  以算給耶和華
[00:02:16.000 --> 00:02:18.000]  唯有一件事
[00:02:18.000 --> 00:02:20.000]  願耶和華饒恕你
[00:02:20.000 --> 00:02:22.000]  服人,我主人
[00:02:22.000 --> 00:02:24.000]  進臨門廟叩拜的時候
[00:02:24.000 --> 00:02:26.000]  我用手
[00:02:26.000 --> 00:02:28.000]  參在在臨門廟
[00:02:28.000 --> 00:02:30.000]  我也屈身
[00:02:30.000 --> 00:02:32.000]  我在臨門廟屈身
[00:02:32.000 --> 00:02:34.000]  者是,願耶和華
[00:02:34.000 --> 00:02:36.000]  饒恕我
[00:02:36.000 --> 00:02:38.000]  以利沙對他說
[00:02:38.000 --> 00:02:40.000]  你可以平平安安地去
[00:02:40.000 --> 00:02:42.000]  這個人主角
[00:02:42.000 --> 00:02:44.000]  是一個乃萬,是一個將軍
[00:02:44.000 --> 00:02:46.000]  一個元帥
[00:02:46.000 --> 00:02:48.000]  他就是當時亞蘭王
[00:02:48.000 --> 00:02:50.000]  一個元帥
[00:02:50.000 --> 00:02:52.000]  很大能的勇士
[00:02:52.000 --> 00:02:54.000]  打很多仗,也有很多勝利
[00:02:54.000 --> 00:02:56.000]  所以是一個
[00:02:56.000 --> 00:02:58.000]  很出色的人物
[00:02:58.000 --> 00:03:00.000]  不過他發生了一個病
[00:03:00.000 --> 00:03:02.000]  皮膚病,叫大麻風
[00:03:02.000 --> 00:03:04.000]  於是
[00:03:04.000 --> 00:03:06.000]  醫治不好
[00:03:06.000 --> 00:03:08.000]  曾經他出去打仗的時候
[00:03:08.000 --> 00:03:10.000]  擄了一個以色列的女子
[00:03:10.000 --> 00:03:12.000]  以色列的女子就這樣說
[00:03:12.000 --> 00:03:14.000]  她的主母對元帥
[00:03:14.000 --> 00:03:16.000]  對乃萬說
[00:03:16.000 --> 00:03:18.000]  就說
[00:03:18.000 --> 00:03:20.000]  她的妻子說
[00:03:20.000 --> 00:03:22.000]  如果她去到我以色列的境
[00:03:22.000 --> 00:03:24.000]  在撒瑪利亞裏面
[00:03:24.000 --> 00:03:26.000]  找一個仙姿就能醫好她
[00:03:26.000 --> 00:03:28.000]  於是乃萬聽到之後
[00:03:28.000 --> 00:03:30.000]  就跟皇帝說
[00:03:30.000 --> 00:03:32.000]  即是亞蘭王
[00:03:32.000 --> 00:03:34.000]  亞蘭王就寫一封信給以色列王
[00:03:34.000 --> 00:03:36.000]  就跟他說
[00:03:36.000 --> 00:03:38.000]  這個僕人乃萬來了,你就醫好他
[00:03:38.000 --> 00:03:40.000]  以色列王聽到
[00:03:40.000 --> 00:03:42.000]  收到這個信件,聽到這個消息的時候
[00:03:42.000 --> 00:03:44.000]  就撕了這件衣服
[00:03:44.000 --> 00:03:46.000]  這個僕人
[00:03:46.000 --> 00:03:48.000]  根本就是找藉口
[00:03:48.000 --> 00:03:50.000]  來進攻我們
[00:03:50.000 --> 00:03:52.000]  仙姿爾尼莎聽到
[00:03:52.000 --> 00:03:54.000]  這個消息的時候就托人
[00:03:54.000 --> 00:03:56.000]  跟他說,叫皇帝不用擔心
[00:03:56.000 --> 00:03:58.000]  叫乃萬來找他就行了
[00:03:58.000 --> 00:04:00.000]  結果
[00:04:00.000 --> 00:04:02.000]  乃萬來到找
[00:04:02.000 --> 00:04:04.000]  仙姿爾尼莎
[00:04:04.000 --> 00:04:06.000]  仙姿爾尼莎就
[00:04:06.000 --> 00:04:08.000]  托一個僕人去說
[00:04:08.000 --> 00:04:10.000]  你去到約旦河邊沖涼七次
[00:04:10.000 --> 00:04:12.000]  侮辱七次,七日
[00:04:12.000 --> 00:04:14.000]  七回,你就會好了
[00:04:14.000 --> 00:04:16.000]  這個乃萬
[00:04:16.000 --> 00:04:18.000]  聽到之後就
[00:04:18.000 --> 00:04:20.000]  開始不開心,因為想著
[00:04:20.000 --> 00:04:22.000]  你出來迎接我,為我祈禱就好了
[00:04:22.000 --> 00:04:24.000]  現在叫我去沖涼
[00:04:24.000 --> 00:04:26.000]  約旦河有什麼厲害
[00:04:26.000 --> 00:04:28.000]  我家鄉的河還好過他
[00:04:28.000 --> 00:04:30.000]  後來恨他一個僕人
[00:04:30.000 --> 00:04:32.000]  乃萬一個僕人就勸他
[00:04:32.000 --> 00:04:34.000]  仙姿爾尼莎吩咐你做大事,你一定會做
[00:04:34.000 --> 00:04:36.000]  況且這件事
[00:04:36.000 --> 00:04:38.000]  那麼小事,難道你做不到嗎
[00:04:38.000 --> 00:04:40.000]  你應該聽,結果他就聽話
[00:04:40.000 --> 00:04:42.000]  去做了,沖涼之後
[00:04:42.000 --> 00:04:44.000]  結果他痊癒了
[00:04:44.000 --> 00:04:46.000]  於是他就很感激
[00:04:46.000 --> 00:04:48.000]  在第十五節他就知道
[00:04:48.000 --> 00:04:50.000]  這個
[00:04:50.000 --> 00:04:52.000]  以色列的神
[00:04:52.000 --> 00:04:54.000]  是一個真實的神,於是他這樣說
[00:04:54.000 --> 00:04:56.000]  他說如今我知道
[00:04:56.000 --> 00:04:58.000]  除了以色列以外
[00:04:58.000 --> 00:05:00.000]  普天下沒有神
[00:05:00.000 --> 00:05:02.000]  經過這個治病的過程
[00:05:02.000 --> 00:05:04.000]  乃萬他本身
[00:05:04.000 --> 00:05:06.000]  是信另外一些宗教的神
[00:05:06.000 --> 00:05:08.000]  異教的神的人
[00:05:08.000 --> 00:05:10.000]  如果他知道真實的神
[00:05:10.000 --> 00:05:12.000]  真正的神是什麼
[00:05:12.000 --> 00:05:14.000]  是耶和華,他不單止這樣說
[00:05:14.000 --> 00:05:16.000]  他還立了一個決定
[00:05:16.000 --> 00:05:18.000]  我在第十七節
[00:05:18.000 --> 00:05:20.000]  他說從今以後
[00:05:20.000 --> 00:05:22.000]  僕人必不將凡制
[00:05:22.000 --> 00:05:24.000]  或者平安制獻予別臣
[00:05:24.000 --> 00:05:26.000]  只獻給耶和華
[00:05:26.000 --> 00:05:28.000]  即是由今天開始
[00:05:28.000 --> 00:05:30.000]  我認識耶和華是真神
[00:05:30.000 --> 00:05:32.000]  唯一的真神之外
[00:05:32.000 --> 00:05:34.000]  我就單單去敬拜祂
[00:05:34.000 --> 00:05:36.000]  單單去侍奉祂
[00:05:36.000 --> 00:05:38.000]  不燒任何制給其他神
[00:05:38.000 --> 00:05:40.000]  他已經歸向耶和華
[00:05:40.000 --> 00:05:42.000]  做一個獨一的真神去敬拜祂
[00:05:42.000 --> 00:05:44.000]  聖經裏面加了一點點註腳
[00:05:44.000 --> 00:05:46.000]  他就要以利亞給他
[00:05:46.000 --> 00:05:48.000]  以利沙給他
[00:05:48.000 --> 00:05:50.000]  不如我拿兩雷子的
[00:05:50.000 --> 00:05:52.000]  陀的土
[00:05:52.000 --> 00:05:54.000]  即是用兩個雷子包一些土回去
[00:05:54.000 --> 00:05:56.000]  給他的家
[00:05:56.000 --> 00:05:58.000]  什麼意思呢?
[00:05:58.000 --> 00:06:00.000]  因為他想回到自己的地方
[00:06:00.000 --> 00:06:02.000]  有以色列的泥土
[00:06:02.000 --> 00:06:04.000]  建一些類似祭壇
[00:06:04.000 --> 00:06:06.000]  去敬拜耶和華
[00:06:06.000 --> 00:06:08.000]  顯示他透過泥土
[00:06:08.000 --> 00:06:10.000]  有一種好像連繫
