
[00:00:00.000 --> 00:00:01.160]  好 我們一同來禱告
[00:00:01.160 --> 00:00:03.480]  親愛的天父 我們來到您的面前
[00:00:03.480 --> 00:00:06.280]  主啊 今天要藉著你的話語
[00:00:06.280 --> 00:00:11.720]  求主聖靈再來讓我們看見我們當醒的路
[00:00:11.720 --> 00:00:14.320]  主啊 不是我們想要聽什麼
[00:00:14.320 --> 00:00:16.360]  乃是你要我們聽什麼
[00:00:16.360 --> 00:00:19.920]  主啊 讓我們有一顆愛慕你話語的心
[00:00:19.920 --> 00:00:21.160]  和順從的心
[00:00:21.160 --> 00:00:23.000]  要是我們聽見你的話語
[00:00:23.000 --> 00:00:26.600]  就能把這個話栽種在我們的心田
[00:00:26.920 --> 00:00:31.240]  使它發芽 生根 結果
[00:00:31.240 --> 00:00:33.000]  主啊 願我們每一位
[00:00:33.000 --> 00:00:36.480]  都在這條暑天的大陸上面成長茁壯
[00:00:36.480 --> 00:00:40.560]  做一個體貼耶穌的門徒
[00:00:40.560 --> 00:00:41.440]  謝謝主
[00:00:41.440 --> 00:00:43.560]  所以聽我們的禱告 奉考耶穌的名
[00:00:43.560 --> 00:00:44.800]  Amen
[00:00:44.800 --> 00:00:50.200]  做體貼耶穌的門徒
[00:00:50.200 --> 00:00:53.920]  是目的還是手段呢
[00:00:56.000 --> 00:00:58.640]  我們常常說要做門徒 要做門徒
[00:00:58.640 --> 00:01:02.120]  但是做門徒是我們基督徒的目的嗎
[00:01:02.120 --> 00:01:04.680]  還是神有祂特別的心意
[00:01:04.680 --> 00:01:07.800]  在我們今天讀的經文
[00:01:07.800 --> 00:01:10.120]  這是什麼樣的段落
[00:01:10.120 --> 00:01:13.080]  這是我們承導的經文
[00:01:13.080 --> 00:01:14.440]  今天承導的經文
[00:01:14.440 --> 00:01:17.160]  今天我們的經文就是在這個段落
[00:01:17.160 --> 00:01:19.640]  所以高牧師並沒有去刻意避開這個經文
[00:01:19.640 --> 00:01:21.800]  我想說我們就來講這段經文
[00:01:21.800 --> 00:01:23.280]  雖然我們都很熟悉
[00:01:24.400 --> 00:01:28.080]  在這段經文裡面 我們可以簡單問幾個問題
[00:01:28.080 --> 00:01:30.800]  耶穌為什麼要預言自己的死
[00:01:30.800 --> 00:01:32.840]  祂自己去死就好了
[00:01:32.840 --> 00:01:34.880]  祂為什麼要預言呢
[00:01:34.880 --> 00:01:36.520]  為什麼要告訴門徒
[00:01:36.520 --> 00:01:40.200]  其實聖經裡面還告訴我們祂三次預言自己的死和復活
[00:01:40.200 --> 00:01:42.760]  跟我們今天有什麼關係
[00:01:42.760 --> 00:01:44.720]  跟當時的門徒有什麼關係
[00:01:44.720 --> 00:01:47.600]  祂為什麼要告訴門徒這件事
[00:01:47.600 --> 00:01:51.320]  然後彼得為什麼要攔阻耶穌去死呢
[00:01:51.320 --> 00:01:53.800]  如果我們是門徒之一
[00:01:53.920 --> 00:01:55.920]  我們也會不會做這樣的事情
[00:01:55.920 --> 00:01:58.840]  還是趕快逃走
[00:01:58.840 --> 00:02:00.920]  讓耶穌自己去死就好
[00:02:00.920 --> 00:02:04.480]  耶穌期待人當如何跟隨祂
[00:02:04.480 --> 00:02:05.920]  跟隨兩個字
[00:02:05.920 --> 00:02:07.480]  要放在你的心裡
[00:02:07.480 --> 00:02:09.440]  不要放在螢幕上
[00:02:09.440 --> 00:02:14.240]  這個禮拜天
[00:02:14.240 --> 00:02:19.360]  這個禮拜六的時候
[00:02:19.360 --> 00:02:20.920]  我就聽見了一個模式
[00:02:20.920 --> 00:02:22.280]  我覺得這個模式蠻好的
[00:02:22.280 --> 00:02:24.000]  如果套用在我們今天的講道
[00:02:24.000 --> 00:02:25.360]  應該蠻不錯的
[00:02:25.360 --> 00:02:26.760]  所以各位弟兄姊妹很抱歉
[00:02:26.760 --> 00:02:28.920]  在你的大綱裡面看不見這個圖
[00:02:28.920 --> 00:02:30.160]  看不見這樣的說明
[00:02:30.160 --> 00:02:32.840]  不過我就試著把它融合在裡面
[00:02:32.840 --> 00:02:35.800]  我們弟兄姊妹有多少人期待自己
[00:02:35.800 --> 00:02:38.080]  可以有一個不一樣的人生
[00:02:38.080 --> 00:02:39.800]  不一樣的生活
[00:02:39.800 --> 00:02:42.160]  如果你是當醫生的
[00:02:42.160 --> 00:02:44.560]  你會甘願一輩子就當醫生嗎
[00:02:44.560 --> 00:02:49.120]  我以前是個在公司裡面是在資訊部門的
[00:02:49.120 --> 00:02:50.840]  我也問我自己一個問題
[00:02:51.240 --> 00:02:54.080]  難道我的一生就要給這家公司嗎
[00:02:54.080 --> 00:02:55.800]  幹到退休嗎
[00:02:55.800 --> 00:02:58.840]  因為我們公司每一年都會給你五年
[00:02:58.840 --> 00:03:01.480]  每一年年終的時候尾牙的時候
[00:03:01.480 --> 00:03:05.440]  他都會頒發五年十年十五年
[00:03:05.440 --> 00:03:06.760]  二十年的這個服務證
[00:03:06.760 --> 00:03:07.920]  真的好多人
[00:03:07.920 --> 00:03:09.840]  幹到退休
[00:03:09.840 --> 00:03:11.440]  我就在心裡想說
[00:03:11.440 --> 00:03:12.560]  難道我這一輩子
[00:03:12.560 --> 00:03:15.040]  真的要在這家公司裡面退休嗎
[00:03:15.040 --> 00:03:17.480]  我難道沒有別的可能嗎
[00:03:20.040 --> 00:03:22.400]  其實很多人可能都有這樣的問題
[00:03:22.400 --> 00:03:24.200]  難道我要這樣過一生嗎
[00:03:24.200 --> 00:03:27.560]  於是有人就發展了一個模式
[00:03:27.560 --> 00:03:29.120]  其實你可以有很多身份
[00:03:29.120 --> 00:03:30.480]  你透過這個身份
[00:03:30.480 --> 00:03:31.760]  你可以有新的身份
[00:03:31.760 --> 00:03:33.720]  然後你可以有一些作為
[00:03:33.720 --> 00:03:35.880]  然後可以讓你更加的豐富你的生活
[00:03:35.880 --> 00:03:39.160]  但是你不需要改變你的職業
[00:03:39.160 --> 00:03:41.880]  大家弟兄姊妹
[00:03:41.880 --> 00:03:44.760]  我們知道我們一生有多少的時間嗎
[00:03:44.760 --> 00:03:46.720]  我們每一天我們要工作
[00:03:46.720 --> 00:03:48.840]  那晚上的時間可能是我們要陪家人
[00:03:49.320 --> 00:03:52.680]  可能是你要預備你的教導或教學
[00:03:52.680 --> 00:03:53.960]  或跟工作有關係的
[00:03:53.960 --> 00:03:58.080]  那有多少時間可以做你自己想做的事呢
[00:03:58.080 --> 00:04:02.400]  我現在問大家
[00:04:02.400 --> 00:04:05.160]  你們有沒有自己有一個dream在你的心裡面
[00:04:05.160 --> 00:04:07.960]  如果現在不考慮金錢
[00:04:07.960 --> 00:04:10.680]  不考慮時間的因素
[00:04:10.680 --> 00:04:13.160]  不考慮可能會被人取笑
