
[00:00:00.000 --> 00:00:04.160]  或者我們開始今天的講道之前一起去禱告
[00:00:04.160 --> 00:00:07.280]  天父上帝很感謝你
[00:00:07.280 --> 00:00:09.280]  你賜下你的說話
[00:00:09.280 --> 00:00:11.720]  也給我今天有機會服侍
[00:00:11.720 --> 00:00:14.480]  求你給我力量
[00:00:14.480 --> 00:00:17.640]  有力量去傳講你要我說的說話
[00:00:17.640 --> 00:00:20.720]  也讓我們弟兄姊妹
[00:00:20.720 --> 00:00:22.520]  開我們的耳朵
[00:00:22.520 --> 00:00:24.840]  從神而來的感動
[00:00:24.840 --> 00:00:27.000]  在我們的生活中動工
[00:00:27.000 --> 00:00:29.400]  我們將一會兒的時間
[00:00:29.400 --> 00:00:30.680]  恭敬教託
[00:00:30.680 --> 00:00:32.760]  求天父上帝來越南
[00:00:32.760 --> 00:00:34.520]  祈禱封耶穌的聖名
[00:00:34.520 --> 00:00:36.640]  阿們
[00:00:36.640 --> 00:00:40.640]  其實康復過程當然是有時候辛苦的
[00:00:40.640 --> 00:00:45.200]  但是每一次挑戰的時候
[00:00:45.200 --> 00:00:46.360]  我都想起一句話
[00:00:46.360 --> 00:00:47.320]  就是耶穌說
[00:00:47.320 --> 00:00:51.320]  我不撇下你為孤兒
[00:00:51.320 --> 00:00:52.880]  事實上
[00:00:52.880 --> 00:00:56.360]  神每一次在不單止我
[00:00:56.360 --> 00:00:58.760]  在我們的生命之中
[00:00:58.760 --> 00:01:01.880]  相信大家都經歷了很多很多的痛哼
[00:01:01.880 --> 00:01:04.400]  今天這段經文的訊息也講到
[00:01:04.400 --> 00:01:07.760]  上帝不撇下他的兒女
[00:01:07.760 --> 00:01:11.520]  如果大家剛才讀這段經文開始時有留意到
[00:01:11.520 --> 00:01:12.320]  第一句就是
[00:01:12.320 --> 00:01:14.800]  那麼我要問
[00:01:14.800 --> 00:01:16.120]  很明顯
[00:01:16.120 --> 00:01:19.840]  這是順著上帝思路的推論
[00:01:19.840 --> 00:01:21.240]  所以
[00:01:21.240 --> 00:01:25.320]  在《論話書》第九特十一章
[00:01:25.320 --> 00:01:30.800]  是針對猶太人不信耶穌的情況而寫的
[00:01:30.800 --> 00:01:32.720]  所以今天我們看這段經文之前
[00:01:32.720 --> 00:01:34.880]  我們也要先重溫一下
[00:01:34.880 --> 00:01:36.280]  前面兩章
[00:01:36.280 --> 00:01:39.960]  對以色列人究竟說了什麼
[00:01:39.960 --> 00:01:42.560]  我們看看Powerpoint
[00:01:42.560 --> 00:01:44.560]  第九章也講到
[00:01:44.560 --> 00:01:46.440]  以色列人雖然多
[00:01:46.440 --> 00:01:48.600]  但是他們得救的
[00:01:48.600 --> 00:01:51.720]  剩下的餘數而已
[00:01:51.720 --> 00:01:57.000]  聖經稱這種為「餘民」即是「剩餘之民」
[00:01:57.000 --> 00:01:59.400]  他們是尋求律法的義
[00:01:59.400 --> 00:02:01.320]  但是達不到律法的義
[00:02:01.320 --> 00:02:04.440]  為什麼?因為他們憑著行為迷向信心
[00:02:04.440 --> 00:02:05.840]  大家應該讀過吧
[00:02:05.840 --> 00:02:07.600]  不過要重溫一下
[00:02:07.600 --> 00:02:09.400]  第十章的時候
[00:02:09.400 --> 00:02:10.960]  保羅也很清楚他們
[00:02:10.960 --> 00:02:13.600]  其實他們對上帝是有熱心的
[00:02:13.600 --> 00:02:17.880]  但是他們不按照真知識
[00:02:17.880 --> 00:02:19.880]  他們要立自己的義
[00:02:19.880 --> 00:02:21.280]  做自己認為正確的
[00:02:21.280 --> 00:02:22.880]  正義的事
[00:02:22.880 --> 00:02:27.080]  不服上帝的義
[00:02:27.080 --> 00:02:29.880]  那為什麼不服上帝的義?
[00:02:29.880 --> 00:02:32.280]  上帝的義是什麼?
[00:02:32.280 --> 00:02:34.360]  其實保羅跟著也說
[00:02:34.360 --> 00:02:36.880]  原來上帝的義就是基督
[00:02:36.880 --> 00:02:38.640]  不服上帝的義的
[00:02:38.640 --> 00:02:41.000]  就不是靠著基督
[00:02:41.000 --> 00:02:43.160]  是拒絕福音
[00:02:43.160 --> 00:02:46.320]  所以十章的結尾的時候
[00:02:46.320 --> 00:02:47.480]  神更加說
[00:02:47.480 --> 00:02:49.640]  這幫人是什麼人?
[00:02:49.640 --> 00:02:53.000]  撥逆頂嘴的百姓
[00:02:53.000 --> 00:02:54.520]  即使如此
[00:02:54.520 --> 00:02:55.800]  神仍然說
[00:02:55.800 --> 00:03:01.440]  我整天在這幫撥逆百姓招手
[00:03:01.440 --> 00:03:03.640]  新海宜的日本更加值得傳神
[00:03:03.640 --> 00:03:07.040]  就是伸出雙手
[00:03:07.040 --> 00:03:09.640]  看到形象化
[00:03:09.640 --> 00:03:11.880]  上帝伸出雙手
[00:03:11.880 --> 00:03:12.800]  迎接他們
[00:03:12.800 --> 00:03:15.640]  隨時要他們回頭
[00:03:15.640 --> 00:03:18.080]  那以色列人怎麼叛逆呢?
[00:03:18.080 --> 00:03:20.400]  由崔埃及的年代開始
[00:03:20.400 --> 00:03:23.920]  他們已經頂撞上帝
[00:03:23.920 --> 00:03:26.360]  有事實上殺害先知
[00:03:26.360 --> 00:03:28.040]  到了新約的時候
[00:03:28.040 --> 00:03:32.720]  他們更加將耶穌釘死十字架上
[00:03:32.720 --> 00:03:38.000]  但是神不是單給以色列人機會回轉
[00:03:38.000 --> 00:03:41.280]  更加主動的伸出雙手
[00:03:41.280 --> 00:03:45.320]  不斷地呼籲他們回頭
[00:03:45.320 --> 00:03:49.640]  神之所以要整天
[00:03:49.640 --> 00:03:52.560]  向撥逆百姓伸出雙手招手
[00:03:52.560 --> 00:03:54.240]  為什麼呢?
[00:03:54.240 --> 00:03:57.280]  證明一件事就是他們不肯回頭
[00:03:57.280 --> 00:04:01.600]  不然上帝也不用不斷地做
[00:04:01.600 --> 00:04:03.600]  到了十一章
[00:04:03.600 --> 00:04:05.360]  也是什麼呢?
[00:04:05.360 --> 00:04:08.840]  也是在上帝向他的百姓
[00:04:08.840 --> 00:04:12.200]  不斷招手的場景下
[00:04:12.200 --> 00:04:15.280]  開展出來的
[00:04:15.280 --> 00:04:18.400]  一開始時保羅問了一個問題
[00:04:18.400 --> 00:04:22.600]  就是上帝是否棄絕他的百姓呢?
[00:04:22.600 --> 00:04:24.720]  為什麼保羅要這樣問?
[00:04:24.720 --> 00:04:26.840]  這個問題其實是很合理的
[00:04:26.840 --> 00:04:28.080]  從人角度來說
[00:04:28.080 --> 00:04:31.520]  這幫人早就被踢走的了
[00:04:31.520 --> 00:04:33.360]  這麼激氣
[00:04:33.360 --> 00:04:34.400]  但是他說
[00:04:34.400 --> 00:04:37.640]  神絕對沒有
[00:04:37.640 --> 00:04:40.880]  為什麼保羅可以斬釘切蝶
[00:04:40.880 --> 00:04:43.480]  這麼肯定說絕對沒有呢?
[00:04:43.480 --> 00:04:45.480]  三個理由
[00:04:45.480 --> 00:04:47.040]  也有三個證據
[00:04:47.040 --> 00:04:48.200]  第一
[00:04:48.200 --> 00:04:50.200]  以他自己為例
[00:04:50.200 --> 00:04:53.160]  你看看我
[00:04:53.160 --> 00:04:55.960]  我也是以色列人
