
[00:00:00.000 --> 00:00:02.000]  《心靈記》十六章十六節
[00:00:02.000 --> 00:00:06.000]  聖經說你一切的男丁
[00:00:06.000 --> 00:00:10.000]  在除教節,七七節,即是五場節
[00:00:10.000 --> 00:00:14.000]  鑄盤節,一連三節
[00:00:14.000 --> 00:00:18.000]  在你要說你神所選擇的地方
[00:00:18.000 --> 00:00:22.000]  朝見他,卻不可空手朝見
[00:00:22.000 --> 00:00:26.000]  從這段經文裏面我們知道
[00:00:26.000 --> 00:00:30.000]  摩西是規定猶太人的男丁
[00:00:30.000 --> 00:00:34.000]  每年都要去三次耶路撒冷
[00:00:34.000 --> 00:00:40.000]  分別在禹節,七七節和鑄盤節
[00:00:40.000 --> 00:00:44.000]  但亦都明白有些住得遠的
[00:00:44.000 --> 00:00:46.000]  他們可能只一年去一次
[00:00:46.000 --> 00:00:50.000]  鼓勵他們在禹節才上耶路撒冷
[00:00:50.000 --> 00:00:54.000]  你便明白聖經所說
[00:00:54.000 --> 00:00:58.000]  摩西和瑪利亞每年都上耶路撒冷的原因
[00:00:58.000 --> 00:01:02.000]  在猶太律法裏是沒有要求女性
[00:01:02.000 --> 00:01:04.000]  或者十二歲以下的小朋友
[00:01:04.000 --> 00:01:07.000]  要出席耶路撒冷
[00:01:07.000 --> 00:01:09.000]  不過猶太拉比都很鼓勵
[00:01:09.000 --> 00:01:11.000]  一家人都上耶路撒冷
[00:01:11.000 --> 00:01:14.000]  這是由家庭自行決定
[00:01:14.000 --> 00:01:19.000]  猶太人的男生十三歲就是成年
[00:01:19.000 --> 00:01:23.000]  他們會舉行一些成年的禮儀
[00:01:23.000 --> 00:01:26.000]  但十二歲已經有準備
[00:01:26.000 --> 00:01:31.000]  所以聖經記載到耶穌十二歲便上聖殿
[00:01:31.000 --> 00:01:35.000]  當猶太少年人舉行了成年禮後
[00:01:35.000 --> 00:01:39.000]  他便成為當時的公會一員
[00:01:39.000 --> 00:01:41.000]  他們履行宗教的責任
[00:01:41.000 --> 00:01:43.000]  成為誡命之子
[00:01:43.000 --> 00:01:48.000]  即是有公民或律法的責任
[00:01:48.000 --> 00:01:52.000]  聖經提到上耶路撒冷
[00:01:52.000 --> 00:01:55.000]  猶太人上耶路撒冷
[00:01:55.000 --> 00:01:57.000]  他們不是一個人走
[00:01:57.000 --> 00:01:59.000]  或者不是一家人走
[00:01:59.000 --> 00:02:02.000]  他們會結伴而行
[00:02:02.000 --> 00:02:04.000]  一來可以互相照顧
[00:02:04.000 --> 00:02:07.000]  二來可以節省資源
[00:02:07.000 --> 00:02:09.000]  大家都明白
[00:02:09.000 --> 00:02:12.000]  團購始終是便宜一點
[00:02:12.000 --> 00:02:14.000]  一起去是安全一點的
[00:02:14.000 --> 00:02:15.000]  有盤的
[00:02:15.000 --> 00:02:16.000]  這樣就明白了
[00:02:16.000 --> 00:02:18.000]  當時的猶太人
[00:02:18.000 --> 00:02:19.000]  只要大家是相熟的
[00:02:19.000 --> 00:02:20.000]  同鄉的
[00:02:20.000 --> 00:02:22.000]  他們都會一起去
[00:02:22.000 --> 00:02:23.000]  反正都是去的
[00:02:23.000 --> 00:02:24.000]  約好一起去
[00:02:24.000 --> 00:02:26.000]  又可以照顧又可以節省資源
[00:02:26.000 --> 00:02:31.000]  可以說是一個很普及上的事
[00:02:31.000 --> 00:02:33.000]  由於人多
[00:02:33.000 --> 00:02:35.000]  一大群人
[00:02:35.000 --> 00:02:37.000]  相信不是只是十多二十個
[00:02:37.000 --> 00:02:38.000]  很大群人
[00:02:38.000 --> 00:02:41.000]  根本見不到龍頭見不到龍尾
[00:02:41.000 --> 00:02:44.000]  所以耶穌不見了這件事
[00:02:44.000 --> 00:02:46.000]  絕對是不出奇的事
[00:02:46.000 --> 00:02:48.000]  耶穌不見了
[00:02:48.000 --> 00:02:50.000]  對於約瑟和瑪利亞
[00:02:50.000 --> 00:02:53.000]  絕對不是一件閒事
[00:02:53.000 --> 00:02:55.000]  這是父母的心
[00:02:55.000 --> 00:03:00.000]  但父母或者約瑟和瑪利亞
[00:03:00.000 --> 00:03:02.000]  稀奇的是甚麼呢
[00:03:02.000 --> 00:03:06.000]  稀奇竟然在聖殿裏面
[00:03:06.000 --> 00:03:09.000]  找到少年的耶穌
[00:03:09.000 --> 00:03:11.000]  更加稀奇
[00:03:11.000 --> 00:03:15.000]  當時耶穌和律法師拉比
[00:03:15.000 --> 00:03:17.000]  在聖殿裏面
[00:03:17.000 --> 00:03:21.000]  有一個很好的答問的表現
[00:03:21.000 --> 00:03:24.000]  一個十二歲的耶穌
[00:03:24.000 --> 00:03:25.000]  他的表現
[00:03:25.000 --> 00:03:31.000]  我相信可能比今天的會考十休狀元的表現好
[00:03:31.000 --> 00:03:34.000]  在上聖城的旅程裏面
[00:03:34.000 --> 00:03:37.000]  如果有婦女或者孩童同行
[00:03:37.000 --> 00:03:40.000]  他們通常都讓那些女士
[00:03:40.000 --> 00:03:42.000]  或者小朋友在前面
[00:03:42.000 --> 00:03:44.000]  坐在車上
[00:03:44.000 --> 00:03:46.000]  車隊不會很快
[00:03:46.000 --> 00:03:50.000]  否則後面的男丁會吃塵
[00:03:50.000 --> 00:03:51.000]  不是
[00:03:51.000 --> 00:03:53.000]  因為他們慢
[00:03:53.000 --> 00:03:56.000]  加上男人的腳步比較快
[00:03:56.000 --> 00:03:59.000]  所以男人或者大一點的小朋友
[00:03:59.000 --> 00:04:01.000]  他們就會押後
[00:04:01.000 --> 00:04:03.000]  然後直到黃昏的時候
[00:04:03.000 --> 00:04:04.000]  他們要紮營
[00:04:04.000 --> 00:04:06.000]  黃昏不能繼續走
[00:04:06.000 --> 00:04:07.000]  他們紮營
[00:04:07.000 --> 00:04:11.000]  在那裏家人才會來會合相聚
[00:04:11.000 --> 00:04:14.000]  所以在這樣的背景下
[00:04:14.000 --> 00:04:16.000]  基本上一路走的時候
[00:04:16.000 --> 00:04:18.000]  大家都以為自己的家人
[00:04:18.000 --> 00:04:21.000]  在人群裏面
[00:04:21.000 --> 00:04:26.000]  因為耶穌的年紀尷尬
[00:04:26.000 --> 00:04:29.000]  瑪利亞可能以為跟了爸爸在後面
[00:04:29.000 --> 00:04:31.000]  約瑟利以為跟了媽媽在前面
[00:04:31.000 --> 00:04:33.000]  或者在人群裏面
[00:04:33.000 --> 00:04:35.000]  第四十四節已經顯示了
[00:04:35.000 --> 00:04:38.000]  解釋了當我們走了一天的路程
[00:04:38.000 --> 00:04:42.000]  就在親族和熟悉的人當中找他
[00:04:42.000 --> 00:04:44.000]  卻找不著
[00:04:44.000 --> 00:04:46.000]  就回夜路殺了他
[00:04:46.000 --> 00:04:48.000]  走一天才見
[00:04:48.000 --> 00:04:49.000]  大家明白
[00:04:49.000 --> 00:04:50.000]  沒理由你找
[00:04:50.000 --> 00:04:52.000]  兒子不見了一天你才找
[00:04:52.000 --> 00:04:54.000]  原因是有這樣的背景
[00:04:54.000 --> 00:04:56.000]  到一天他們紮營的時候
[00:04:56.000 --> 00:04:58.000]  才發現不見了耶穌
[00:04:58.000 --> 00:05:00.000]  就好像我們旅行
[00:05:00.000 --> 00:05:03.000]  領隊一上車當然問
[00:05:03.000 --> 00:05:05.000]  你看看隔壁左右
[00:05:05.000 --> 00:05:07.000]  你的家人有沒有不到
[00:05:07.000 --> 00:05:09.000]  不到就舉手
[00:05:09.000 --> 00:05:12.000]  不到當然不會舉手
[00:05:12.000 --> 00:05:13.000]  意思是什麼呢
[00:05:13.000 --> 00:05:16.000]  上車的時候就要點名
[00:05:16.000 --> 00:05:17.000]  那時候才發現
[00:05:17.000 --> 00:05:19.000]  我們少了一個團友
[00:05:19.000 --> 00:05:22.000]  當時已經走了一天的路程
[00:05:22.000 --> 00:05:26.000]  於是他們又要從不見的地方
[00:05:26.000 --> 00:05:29.000]  紮營的地方再回到耶路撒冷
[00:05:29.000 --> 00:05:31.000]  聖經說三天之後
[00:05:31.000 --> 00:05:34.000]  才在聖殿裏面找到耶穌
[00:05:34.000 --> 00:05:37.000]  可能差不多找了一整天的時間
[00:05:39.000 --> 00:05:41.000]  約瑟瑪尼亞
[00:05:41.000 --> 00:05:43.000]  要找一整天
[00:05:43.000 --> 00:05:45.000]  我們估計
[00:05:45.000 --> 00:05:47.000]  可能他一開始的時候
[00:05:47.000 --> 00:05:49.000]  沒有想到耶穌
[00:05:49.000 --> 00:05:53.000]  會先去聖殿
[00:05:53.000 --> 00:05:55.000]  如果你知道自己的子女
[00:05:55.000 --> 00:05:56.000]  通常去那裏
[00:05:56.000 --> 00:05:57.000]  就是你失蹤的人的時候
[00:05:57.000 --> 00:05:58.000]  你會想一想
[00:05:58.000 --> 00:06:00.000]  他多數會去那裏呢
[00:06:00.000 --> 00:06:01.000]  如果你想到
