
[00:00:00.000 --> 00:00:03.000]  我想帶你去看一看大圖畫
[00:00:03.000 --> 00:00:06.640]  寶羅在第六至十一節
[00:00:06.640 --> 00:00:11.400]  用了一個很特別的結構來描述這段聖經
[00:00:11.400 --> 00:00:16.680]  他說:「上帝會以行為報應,上帝不偏待人。」
[00:00:16.680 --> 00:00:21.200]  接著他說:「凡恆心尋求榮耀尊貴,不能扭壞的人,
[00:00:21.200 --> 00:00:28.320]  上帝一定會給他榮耀尊貴平安,給這些追隨他的人。」
[00:00:28.320 --> 00:00:31.320]  但是你看到整個架構的中心是什麼?
[00:00:31.320 --> 00:00:32.640]  整個架構的中心
[00:00:32.640 --> 00:00:34.760]  我們通常說這個前後呼應的架構
[00:00:34.760 --> 00:00:36.400]  最重要的是中間那件事
[00:00:36.400 --> 00:00:41.520]  中間那件事是寶羅給這些人的警告
[00:00:41.520 --> 00:00:42.520]  寶羅的警告是什麼?
[00:00:42.520 --> 00:00:50.920]  「不信真理,反信不義,必有患難、困苦,臨到一切作惡的人。」
[00:00:50.920 --> 00:00:54.480]  我想你又要記得究竟他在說什麼
[00:00:54.480 --> 00:00:58.880]  他不是在說外邦人
[00:00:58.880 --> 00:01:01.720]  他在說這群猶太人
[00:01:01.720 --> 00:01:06.040]  追求地上榮耀、致意的猶太人
[00:01:06.040 --> 00:01:10.000]  寶羅給他們一個很嚴厲的警告
[00:01:10.000 --> 00:01:14.000]  因為除非他們生命有一個真正的轉化
[00:01:14.000 --> 00:01:16.400]  等待他們的
[00:01:16.400 --> 00:01:20.640]  是永遠地獄的火
[00:01:20.640 --> 00:01:24.480]  二千年前寶羅真情流露
[00:01:24.480 --> 00:01:29.960]  他警告他呼喚這群追求地上榮耀的猶太人
[00:01:29.960 --> 00:01:32.400]  今天寶羅也是通過《羅馬書》第二章
[00:01:32.400 --> 00:01:35.160]  警告呼喚我們
[00:01:35.160 --> 00:01:36.440]  我們真的要問我們自己
[00:01:36.440 --> 00:01:40.400]  我們的生命是不是真的改變了?
[00:01:40.400 --> 00:01:45.960]  我們的生命和我們其他外面的朋友究竟有什麼分別?
[00:01:45.960 --> 00:01:51.400]  我們生命的方向是不是真的向天?
[00:01:51.400 --> 00:01:53.160]  我們是不是在追求天上的事?
[00:01:53.160 --> 00:01:56.400]  我們所追求的榮耀是不是十字架的榮耀?
[00:01:56.400 --> 00:01:59.400]  為主耶穌基督受苦的榮耀?
[00:01:59.400 --> 00:02:02.040]  我們除了來教會捐一點錢
[00:02:02.040 --> 00:02:04.200]  做一下服事、唱一下詩班
[00:02:04.200 --> 00:02:06.720]  不是說唱詩班不對
[00:02:06.720 --> 00:02:10.680]  我們心裡面的追求
[00:02:10.680 --> 00:02:12.280]  問心那句
[00:02:12.280 --> 00:02:14.760]  和我們周圍的人
[00:02:14.760 --> 00:02:17.640]  我們對我們孩子的期望
[00:02:17.640 --> 00:02:21.680]  對我們自己生命的盼望等等
[00:02:21.680 --> 00:02:29.160]  和外面的人究竟是不是不一樣呢?
[00:02:29.160 --> 00:02:30.680]  今年一月份的時候
[00:02:30.680 --> 00:02:33.880]  劉牧師在講《馬拉基書》的時候
[00:02:33.880 --> 00:02:37.880]  他講了一個令我印象很深刻的比喻
[00:02:37.880 --> 00:02:39.920]  他說有一個大有錢人
[00:02:39.920 --> 00:02:42.960]  因為大有錢人一生是為自己而活的
[00:02:42.960 --> 00:02:45.240]  他去到天堂的門口
[00:02:45.240 --> 00:02:49.840]  祈求他們讓他進去
[00:02:49.840 --> 00:02:51.160]  然後有一個天使問他
[00:02:51.160 --> 00:02:52.960]  他說你做了什麼
[00:02:52.960 --> 00:02:56.240]  令我們應該讓你進來呢?
[00:02:56.240 --> 00:02:57.320]  他回去想了一會
[00:02:57.320 --> 00:03:01.440]  他說上一年我見到一個乞丐很窮
[00:03:01.440 --> 00:03:02.200]  很慘
[00:03:02.200 --> 00:03:05.280]  於是我給了他25仙
[00:03:05.280 --> 00:03:06.080]  他說就這麼多嗎?
[00:03:06.080 --> 00:03:06.880]  還有沒有其他?
[00:03:06.880 --> 00:03:08.760]  他再想一想
[00:03:08.760 --> 00:03:09.960]  他說再一年前
[00:03:09.960 --> 00:03:12.000]  我又見到另外一個乞丐
[00:03:12.000 --> 00:03:13.200]  我很憐憫他
[00:03:13.200 --> 00:03:16.560]  我又給了他25仙
[00:03:16.560 --> 00:03:17.760]  天使就說
[00:03:17.760 --> 00:03:19.880]  好 讓我們回去討論一下
[00:03:19.880 --> 00:03:23.000]  於是天使就回去討論了一會
[00:03:23.000 --> 00:03:23.840]  然後出來
[00:03:23.840 --> 00:03:25.080]  他說好
[00:03:25.080 --> 00:03:26.880]  我現在給你五毛錢
[00:03:26.880 --> 00:03:32.280]  請你下地獄
[00:03:32.280 --> 00:03:34.040]  你有沒有想過
[00:03:34.040 --> 00:03:35.600]  在耶穌基督再回來的時候
[00:03:35.600 --> 00:03:37.040]  在最後審判的時候
[00:03:37.040 --> 00:03:40.480]  天使可能會有很多很多的錢
[00:03:40.480 --> 00:03:43.240]  還給那些所謂信徒的人
[00:03:43.240 --> 00:03:44.200]  我不是說五毛錢
[00:03:44.200 --> 00:03:46.000]  我是說五千元
[00:03:46.000 --> 00:03:48.200]  五萬元
[00:03:48.200 --> 00:03:49.560]  五十萬
[00:03:49.560 --> 00:03:50.560]  五百萬
[00:03:50.560 --> 00:03:51.320]  五千萬
[00:03:51.320 --> 00:03:53.160]  五億
[00:03:53.160 --> 00:03:54.240]  還給你
[00:03:54.240 --> 00:03:55.800]  不過請你下地獄
[00:03:55.800 --> 00:03:57.600]  因為上帝知道你的心
[00:03:57.600 --> 00:04:01.680]  從來都不是為天上的事情
[00:04:01.680 --> 00:04:06.920]  上帝要的不是地上那種行善積德
[00:04:06.920 --> 00:04:14.520]  上帝要你的心朝向天國
[00:04:14.520 --> 00:04:16.360]  初期教會裏面有個偉大的領袖
[00:04:16.360 --> 00:04:17.760]  叫奧古斯丁
[00:04:17.760 --> 00:04:19.360]  大家都聽過
[00:04:19.360 --> 00:04:22.920]  奧古斯丁其中一個很有名的經典
[00:04:22.920 --> 00:04:24.280]  叫做《The City of God》
[00:04:24.280 --> 00:04:25.880]  《上帝之城》
[00:04:25.880 --> 00:04:27.280]  在《The City of God》這本書裏面
[00:04:27.280 --> 00:04:29.840]  他講到這個世界有兩種人
[00:04:29.840 --> 00:04:31.680]  有兩個城市
[00:04:31.680 --> 00:04:34.000]  The City of God and The City of Man
[00:04:34.000 --> 00:04:36.280]  他們在現今這個時代裏面
[00:04:36.280 --> 00:04:37.400]  他們是互看一齊
[00:04:37.400 --> 00:04:38.720]  在同一個城市裏面
[00:04:38.720 --> 00:04:41.880]  但其實他本屬兩個不同的人
[00:04:41.880 --> 00:04:43.200]  一個屬於上帝之城
[00:04:43.200 --> 00:04:44.720]  一個屬於世人之城
[00:04:44.720 --> 00:04:46.040]  接著他說
[00:04:46.040 --> 00:04:48.280]  兩個都市
[00:04:48.280 --> 00:04:49.320]  兩種愛慕
