
[00:00:00.000 --> 00:00:02.120]  早晨 鼎英姊妹
[00:00:02.120 --> 00:00:05.380]  今日仍是新年裏面
[00:00:05.380 --> 00:00:07.940]  正月十五都未過
[00:00:07.940 --> 00:00:11.160]  叫做年初十
[00:00:11.160 --> 00:00:15.040]  在這裏恭祝大家
[00:00:15.040 --> 00:00:16.840]  新年快樂
[00:00:16.840 --> 00:00:19.160]  今日我的講題
[00:00:19.160 --> 00:00:21.320]  都是和快樂有關的
[00:00:21.320 --> 00:00:22.440]  講喜樂的
[00:00:22.440 --> 00:00:24.280]  我們一齊來土告
[00:00:24.280 --> 00:00:26.520]  天父我們多謝你
[00:00:26.520 --> 00:00:29.240]  是你將救恩給了我們
[00:00:29.240 --> 00:00:31.960]  讓我們可以藉著
[00:00:31.960 --> 00:00:34.400]  紀念主的聖餐裏面
[00:00:34.400 --> 00:00:37.800]  再一次思想你給我們的救恩
[00:00:37.800 --> 00:00:39.480]  求主讓我們看到
[00:00:39.480 --> 00:00:43.200]  救恩不是只有將來的喜樂
[00:00:43.200 --> 00:00:44.640]  在世在今日
[00:00:44.640 --> 00:00:47.080]  我們仍然可以享受
[00:00:47.080 --> 00:00:49.400]  主你給我們的喜樂
[00:00:49.400 --> 00:00:50.760]  求主你幫助我們
[00:00:50.760 --> 00:00:53.600]  以致我們今天能夠打開我們的心靈
[00:00:53.600 --> 00:00:56.080]  來領受你的說話
[00:00:56.080 --> 00:00:56.640]  祈禱
[00:00:56.640 --> 00:00:58.360]  奉我主耶穌基督的名求
[00:00:58.360 --> 00:00:59.840]  阿門
[00:00:59.840 --> 00:01:02.640]  新年農曆新年
[00:01:02.640 --> 00:01:04.200]  很重要的農曆新年
[00:01:04.200 --> 00:01:06.680]  中國人就是看著節期
[00:01:06.680 --> 00:01:09.520]  來到農耕春耕
[00:01:09.520 --> 00:01:11.480]  他說是一切的開始
[00:01:11.480 --> 00:01:13.560]  春天萬物的復甦
[00:01:13.560 --> 00:01:16.160]  是播種的時機
[00:01:16.160 --> 00:01:19.680]  不過我們的肥勒比書就煞科了
[00:01:19.680 --> 00:01:22.600]  因為今天是最後一講
[00:01:22.600 --> 00:01:26.920]  肥勒比書的四章十到二十三節
[00:01:26.920 --> 00:01:31.040]  伴隨了我們一同渡過疫症的肥勒比書
[00:01:31.040 --> 00:01:34.280]  保羅在裏面講了很多快樂
[00:01:34.280 --> 00:01:35.720]  喜樂
[00:01:35.720 --> 00:01:36.680]  歡喜
[00:01:36.680 --> 00:01:38.720]  快樂的東西
[00:01:38.720 --> 00:01:40.520]  你覺得
[00:01:40.520 --> 00:01:42.520]  可行嗎?
[00:01:42.520 --> 00:01:44.520]  還是否真是保羅
[00:01:44.520 --> 00:01:47.880]  紙上談兵呢?
[00:01:47.880 --> 00:01:49.440]  如果我說
[00:01:49.440 --> 00:01:51.120]  其實沒什麼說服力
[00:01:51.120 --> 00:01:53.000]  如果我說我很喜樂
[00:01:53.000 --> 00:01:54.480]  沒什麼說服力
[00:01:54.480 --> 00:01:57.760]  可能甚至我講快樂
[00:01:57.760 --> 00:02:00.760]  我講我很喜樂
[00:02:00.760 --> 00:02:04.120]  人們會覺得
[00:02:04.120 --> 00:02:06.120]  很羨慕
[00:02:06.120 --> 00:02:10.080]  因為你家裏又有工人姐姐
[00:02:10.080 --> 00:02:11.360]  然後就說
[00:02:11.360 --> 00:02:15.560]  不,我父母剛剛離開
[00:02:15.560 --> 00:02:17.080]  OK啦
[00:02:17.080 --> 00:02:18.880]  九十以上了
[00:02:18.880 --> 00:02:22.040]  你還想怎樣?
[00:02:22.040 --> 00:02:24.800]  可能很多人甚至會覺得
[00:02:24.800 --> 00:02:27.480]  我講喜樂
[00:02:27.480 --> 00:02:30.200]  沒錯,我都有生活,都有經歷
[00:02:30.200 --> 00:02:33.000]  但是好像沒什麼說服力
[00:02:33.000 --> 00:02:35.360]  但保羅講就很不同
[00:02:35.360 --> 00:02:38.600]  保羅講的時間他在坐牢
[00:02:38.600 --> 00:02:41.280]  保羅講的時間他已經坐了
[00:02:41.280 --> 00:02:43.520]  由蓋薩利亞開始計算
[00:02:43.520 --> 00:02:46.240]  三四年這麼長的時間
[00:02:46.240 --> 00:02:48.560]  三年多的時間
[00:02:48.560 --> 00:02:56.480]  保羅講,因為他真是失去了自由
[00:02:56.480 --> 00:02:57.840]  來到香港
[00:02:57.840 --> 00:03:02.520]  他說我是靠著大大喜樂
[00:03:02.520 --> 00:03:05.400]  大大喜樂
[00:03:05.400 --> 00:03:07.280]  希臘文就是Mega
[00:03:07.280 --> 00:03:09.040]  我們認識Mega Box
[00:03:09.040 --> 00:03:12.320]  很大的一個購物中心
[00:03:12.320 --> 00:03:14.120]  如果你用廣東話翻譯
[00:03:14.120 --> 00:03:16.760]  就是我現在超喜樂
[00:03:16.760 --> 00:03:18.400]  超開心
[00:03:18.400 --> 00:03:23.160]  保羅反而有這個說服力
[00:03:23.160 --> 00:03:24.680]  他講到
[00:03:24.680 --> 00:03:27.200]  他坐牢,他失去了自由
[00:03:27.200 --> 00:03:30.200]  他曾經是一個德高望重
[00:03:30.200 --> 00:03:33.960]  因為他年輕有為的法利塞人
[00:03:33.960 --> 00:03:36.000]  但他因為信耶穌
[00:03:36.000 --> 00:03:37.800]  被人痛恨
[00:03:37.800 --> 00:03:40.640]  甚至被人趕,被人打
[00:03:40.640 --> 00:03:44.240]  被人憎恨到想殺死他
[00:03:44.240 --> 00:03:48.840]  在保羅信主的歷程裏
[00:03:48.840 --> 00:03:53.880]  他所經歷的不是很多開心的事
[00:03:53.880 --> 00:03:55.640]  但他說他靠主喜樂
[00:03:55.640 --> 00:03:59.600]  整個《肥納比書》不只是我們今天看的這段
[00:03:59.600 --> 00:04:02.400]  第四章他也說
[00:04:02.400 --> 00:04:06.560]  勸勉信徒要靠主喜樂
[00:04:06.560 --> 00:04:10.280]  上星期福特同工說了
[00:04:10.280 --> 00:04:11.600]  要靠主喜樂
[00:04:11.600 --> 00:04:14.640]  而保羅的教導,關於喜樂的教導
[00:04:14.640 --> 00:04:16.320]  其實來到第四章第九章
[00:04:16.320 --> 00:04:17.680]  基本上是完結了
[00:04:17.680 --> 00:04:21.120]  因為那裏已經是一個結尾
[00:04:21.120 --> 00:04:25.120]  他講到同思考,同行
[00:04:25.120 --> 00:04:29.520]  去實踐,實踐真神的說話
[00:04:29.520 --> 00:04:33.880]  思考神的美好的事情
[00:04:33.880 --> 00:04:36.120]  完結了他要教導的事情
[00:04:36.120 --> 00:04:39.440]  其實這一段可以說是一個分享
[00:04:39.440 --> 00:04:42.480]  我們會發覺跟別人分享
[00:04:42.480 --> 00:04:43.600]  我以前有個經驗
[00:04:43.600 --> 00:04:45.520]  有一個很好的兄弟
[00:04:45.520 --> 00:04:47.160]  生命很豐富的弟兄
[00:04:47.160 --> 00:04:48.720]  你真的跟他講一件事
[00:04:48.720 --> 00:04:50.440]  他可以像字典一樣
[00:04:50.440 --> 00:04:53.120]  跟你講很多方面的內容
[00:04:53.120 --> 00:04:54.040]  我試過去他家吃飯
