
[00:00:00.000 --> 00:00:03.800]  今日跟大家講一個故事
[00:00:03.800 --> 00:00:12.600]  是當我們進入快要受苦節復活節期間的時候
[00:00:12.600 --> 00:00:19.000]  這個故事是很適合這個時間
[00:00:19.000 --> 00:00:21.400]  超值的款待
[00:00:21.400 --> 00:00:26.200]  超值的款待帶來超值的回報
[00:00:29.400 --> 00:00:32.200]  根據《路加福音》的記載
[00:00:32.200 --> 00:00:35.800]  當耶穌初初出來行道的時候
[00:00:35.800 --> 00:00:44.200]  施洗約翰正在約旦河那裡為百姓施洗
[00:00:44.200 --> 00:00:48.000]  很多人去那裡受洗
[00:00:48.000 --> 00:00:54.800]  根據《路加福音》三章七節那裡說
[00:00:54.800 --> 00:01:02.400]  約翰很嚴厲地對那些預備接受洗禮的百姓警告他們
[00:01:02.400 --> 00:01:08.800]  他說「毒蛇的種類,誰指示你們逃避將來的憤怒?」
[00:01:08.800 --> 00:01:15.400]  這個「將來的憤怒」是指神的審判
[00:01:15.400 --> 00:01:22.200]  第十節《路加福音》三章第十節
[00:01:22.200 --> 00:01:27.000]  那些百姓就問施洗約翰
[00:01:27.000 --> 00:01:30.200]  「那我們應該做些什麼好呢?」
[00:01:30.200 --> 00:01:37.000]  於是約翰就教導了他們一些要做的事情
[00:01:37.000 --> 00:01:43.200]  等一下我會再回頭講一講這一方面的事情
[00:01:46.400 --> 00:01:52.200]  大家猜猜約翰那番警告百姓的說話
[00:01:52.200 --> 00:01:56.200]  對當時那些人會有多大的作用呢?
[00:01:56.200 --> 00:02:03.800]  我猜可能有些聽,有些就當耳邊風
[00:02:03.800 --> 00:02:09.400]  但我猜那個瑞利長薩戈
[00:02:09.400 --> 00:02:13.200]  他當時很可能是躋身在眾人之間
[00:02:13.200 --> 00:02:15.200]  聽到約翰的警告
[00:02:15.800 --> 00:02:18.600]  而約翰這一番的說話
[00:02:18.600 --> 00:02:22.600]  在他心裡就起了極大的震盪
[00:02:22.600 --> 00:02:28.600]  這個震盪是好像一個計時炸彈那樣
[00:02:28.600 --> 00:02:36.600]  放在埋藏在薩戈的心靈的深處裡
[00:02:36.600 --> 00:02:40.600]  直到這一天
[00:02:40.600 --> 00:02:43.600]  在耶利哥城裡
[00:02:44.600 --> 00:02:49.600]  當薩戈看著耶穌的時候
[00:02:49.600 --> 00:02:55.600]  或者說耶穌抬頭看著薩戈的時候
[00:02:55.600 --> 00:02:58.600]  四目交投的時候
[00:02:58.600 --> 00:03:02.600]  這個計時炸彈就爆炸
[00:03:02.600 --> 00:03:05.600]  爆炸的威力很厲害
[00:03:05.600 --> 00:03:11.600]  爆炸的震盪力將薩戈完全融化
[00:03:11.600 --> 00:03:14.600]  將他舊有的生命粉碎
[00:03:14.600 --> 00:03:19.600]  但是他得回一個新生命
[00:03:19.600 --> 00:03:22.600]  他的生命徹底改變
[00:03:22.600 --> 00:03:25.600]  他的人生方向也徹底改變了
[00:03:25.600 --> 00:03:31.600]  之後薩戈為了款待耶穌
[00:03:31.600 --> 00:03:39.600]  竟然他願意花費他超過一半的身家
[00:03:39.600 --> 00:03:41.600]  他這樣做真的令到我們
[00:03:41.600 --> 00:03:44.600]  或者當時的人或者我們都會想
[00:03:44.600 --> 00:03:47.600]  真的很難想得到他為什麼會這樣
[00:03:47.600 --> 00:03:50.600]  實在是所謂匪夷所思
[00:03:50.600 --> 00:03:53.600]  想一想
[00:03:53.600 --> 00:03:57.600]  耶穌大概只會在他那裡住一晚
[00:03:57.600 --> 00:04:00.600]  會吃一頓晚飯
[00:04:00.600 --> 00:04:02.600]  然後就會離去
[00:04:02.600 --> 00:04:05.600]  但是薩戈竟然
[00:04:05.600 --> 00:04:10.600]  肯付出這麼昂貴的代價來款待耶穌
[00:04:10.600 --> 00:04:16.600]  他的算盤是怎麼打的呢
[00:04:16.600 --> 00:04:19.600]  他的價值計算是怎麼樣的呢
[00:04:19.600 --> 00:04:24.600]  但是我們從他的反應
[00:04:24.600 --> 00:04:26.600]  我們可以知道
[00:04:26.600 --> 00:04:29.600]  薩戈他很樂意這樣做
[00:04:29.600 --> 00:04:31.600]  他認為是值得的
[00:04:33.600 --> 00:04:37.600]  這一次的款待雖然是很昂貴
[00:04:37.600 --> 00:04:39.600]  但是物有所值
[00:04:39.600 --> 00:04:42.600]  而且可以說是超值
[00:04:42.600 --> 00:04:44.600]  有超值的回報
[00:04:44.600 --> 00:04:50.600]  因為這樣他得到主耶穌
[00:04:50.600 --> 00:04:55.600]  他的心得到真正的喜樂滿足
[00:04:55.600 --> 00:04:57.600]  是無比的快樂
[00:05:02.600 --> 00:05:05.600]  當我們想想我們自己的信仰的時候
[00:05:05.600 --> 00:05:08.600]  我們信耶穌付出了多少呢
[00:05:08.600 --> 00:05:12.600]  我們是不是已經付出一切呢
[00:05:12.600 --> 00:05:17.600]  還是我們信耶穌只是因為很方便的緣故呢
[00:05:17.600 --> 00:05:20.600]  我的意思是說很方便
[00:05:20.600 --> 00:05:22.600]  人信我就信
[00:05:22.600 --> 00:05:25.600]  或者來教會也不錯
[00:05:25.600 --> 00:05:26.600]  很溫馨
[00:05:26.600 --> 00:05:32.600]  來到之後又可以順便去喝茶或者去買菜
[00:05:32.600 --> 00:05:34.600]  真的很好
[00:05:34.600 --> 00:05:36.600]  不如順便信耶穌吧
[00:05:36.600 --> 00:05:39.600]  是不是這樣呢
[00:05:39.600 --> 00:05:43.600]  這個很值得我們去反省
[00:05:43.600 --> 00:05:47.600]  盼望透過今天的訊息
[00:05:47.600 --> 00:05:49.600]  透過今天的聖經
[00:05:49.600 --> 00:05:52.600]  透過今天薩戈的故事這個榜樣
[00:05:52.600 --> 00:05:54.600]  能夠幫助我們更加曉得
