
[00:00:00.000 --> 00:00:03.000]  (主席)聽詞會主席早安 (主席)聽詞會主席早安
[00:00:03.000 --> 00:00:09.500]  (主席)鄭華主席介紹今年我給的主題是疾風勁草劃時代的工人
[00:00:09.500 --> 00:00:15.000]  (主席)剛才主席介紹今年我給大家的主題是疾風勁草劃時代的工人
[00:00:15.000 --> 00:00:18.000]  (主席)很多時候我想到工人的時候我想到個別的工人
[00:00:18.000 --> 00:00:21.000]  (主席)很多時候我們想到工人的時候想到個別的工人
[00:00:21.000 --> 00:00:25.000]  (主席)好像前幾天我想分享的摩西、耶利馬爾尼亞
[00:00:25.000 --> 00:00:28.000]  (主席)或者明天我會分享的薩姆爾不同的工人
[00:00:28.000 --> 00:00:32.000]  (主席)好像前幾天我想分享的摩西、耶利馬爾尼亞
[00:00:32.000 --> 00:00:35.000]  (主席)還有明天會分享的薩姆爾等等
[00:00:35.000 --> 00:00:39.000]  (主席)但是神的工人不是指個別這麼簡單,而是整個群體
[00:00:39.000 --> 00:00:42.000]  (主席)但是神的工人不是指個別這麼簡單,而是整個群體
[00:00:42.000 --> 00:00:46.000]  (主席)神的子民、基督的群體
[00:00:46.000 --> 00:00:51.000]  (主席)所以今天所讀的經文裡面是講到神的子民、基督的群體
[00:00:51.000 --> 00:00:55.000]  (主席)在一個很艱難的時候,怎樣繼續前進
[00:00:55.000 --> 00:00:58.000]  (主席)今天我們讀的經文是神的子民、基督的群體
[00:00:58.000 --> 00:01:00.000]  (主席)在艱難的時候,怎樣前進
[00:01:00.000 --> 00:01:03.000]  (主席)很多時候我們想到初期教會的福音運動的時候
[00:01:03.000 --> 00:01:06.000]  (主席)很多時候我們想到初期教會的福音運動的時候
[00:01:06.000 --> 00:01:08.000]  (主席)當然很多時候會馬上想到保羅、巴拿巴
[00:01:08.000 --> 00:01:11.000]  (主席)很多時候立刻想到保羅、巴拿巴
[00:01:11.000 --> 00:01:12.000]  (主席)個別的領袖
[00:01:12.000 --> 00:01:13.000]  (主席)是個別的領袖
[00:01:13.000 --> 00:01:14.000]  (主席)特別是藍圈十三章
[00:01:14.000 --> 00:01:19.000]  (主席)這個安提拉教會拆敗最好的兩位領袖
[00:01:19.000 --> 00:01:20.000]  (主席)出去做傳福音
[00:01:20.000 --> 00:01:25.000]  (主席)特別十字形狀十三章,安提拉教會拆敗最好的兩位領袖出去傳福音
[00:01:25.000 --> 00:01:27.000]  (主席)大家留意到四大紅圈初期教會裏面
[00:01:27.000 --> 00:01:31.000]  (主席)真正福音的突破不是由十三章開始的
[00:01:31.000 --> 00:01:34.000]  (主席)如果大家留意十字形狀福音的突破不是
[00:01:34.000 --> 00:01:36.000]  (主席)真正的突破不是由十三章開始的
[00:01:36.000 --> 00:01:38.000]  (主席)其實是今天我們所讀的經文,由十一章開始的
[00:01:38.000 --> 00:01:41.000]  (主席)是今天我們所讀的經文,十一章開始的
[00:01:41.000 --> 00:01:45.000]  (主席)是一個很艱難、困苦、逼迫的時候開始的
[00:01:45.000 --> 00:01:57.000]  (主席)是一個很艱難、困苦、逼迫的時候開始的
[00:01:57.000 --> 00:02:02.000]  (主席)剛才我們讀的十一章四九節跟第八章一到四節是彼此連接的
[00:02:02.000 --> 00:02:05.000]  (主席)中間有個插曲是第九章第十章
[00:02:05.000 --> 00:02:07.000]  (主席)中間有個插曲是第九章第十章
[00:02:07.000 --> 00:02:08.000]  (主席)中間有個插曲是第九章第十章
[00:02:08.000 --> 00:02:15.000]  (主席)第九章是關乎保羅或是索羅,第十章是關乎彼得
[00:02:15.000 --> 00:02:22.000]  (主席)今天我想著重的不是個別所做的工作,而是整個群體所做的工作
[00:02:22.000 --> 00:02:27.000]  (主席)今天我想著重的不是個別所做的工作,而是整個群體所做的工作
[00:02:27.000 --> 00:02:29.000]  (主席)所以我們看第八章第一節
[00:02:29.000 --> 00:02:39.000]  (主席)他說從這一日起耶路撒冷的教會大遭逼迫,除了使徒以外門徒都分散在猶太和撒瑪利亞各處
[00:02:39.000 --> 00:02:40.000]  (主席)所有人都分散
[00:02:40.000 --> 00:02:44.000]  (主席)第八章第一節說從這日起耶路撒冷的教會大遭逼迫
[00:02:44.000 --> 00:02:48.000]  (主席)除了使徒以外門徒都分散在猶太和撒瑪利亞各處
[00:02:48.000 --> 00:02:50.000]  (主席)所有人都分散了
[00:02:50.000 --> 00:02:56.000]  (主席)第八章其實是一個很重要在教會歷史裏面的一個分水嶺,很重要的分水嶺
[00:02:56.000 --> 00:02:59.000]  (主席)第八章其實在教會歷史裏面是很重要的分水嶺
[00:02:59.000 --> 00:03:02.000]  (主席)因為之前傳福音多數在耶路撒冷舉行
[00:03:02.000 --> 00:03:05.000]  (主席)因為之前傳福音多數是在耶路撒冷舉行
[00:03:05.000 --> 00:03:09.000]  (主席)當逼迫來到的時候,反而福音去外傳
[00:03:09.000 --> 00:03:14.000]  (主席)到逼迫來臨的時候,反而福音到外邊去廣傳
[00:03:14.000 --> 00:03:19.000]  (主席)其實你看初期教會第一章第八章的時候,其實好受人鼓舞,我們好興奮的
[00:03:19.000 --> 00:03:23.000]  (主席)如果你看出去教會的記載,很令人鼓舞興奮的
[00:03:23.000 --> 00:03:26.000]  (主席)其實初期教會開始是一個很卑微的開始
[00:03:26.000 --> 00:03:28.000]  (主席)其實初期教會開始是一個很卑微的開始
[00:03:28.000 --> 00:03:34.000]  (主席)第一章記載120個人參加第一次的祈禱會,120個,由這樣開始
[00:03:34.000 --> 00:03:39.000]  (主席)第一章記載120個人參加第一次的禱告會,是這樣開始的
[00:03:39.000 --> 00:03:41.000]  (主席)你回去看第十四至十五節有記載
[00:03:41.000 --> 00:03:44.000]  (主席)你回去看十四節十五節有這樣的記載
[00:03:44.000 --> 00:03:48.000]  (主席)接著講到彼得第一次講道三千人信主
[00:03:48.000 --> 00:03:51.000]  (主席)然後彼得第一次講道有三千人歸主
[00:03:51.000 --> 00:03:55.000]  (主席)去到第二章的時候神話主將得救的人天天加給他們
[00:03:55.000 --> 00:03:59.000]  (主席)然後聖經說主將得救的人天天加給他們
[00:03:59.000 --> 00:04:04.000]  (主席)去到第五章的時候,那些人說雖然他們受逼迫,雖然他們受辱
[00:04:04.000 --> 00:04:09.000]  (主席)但是他們每天在家裡面中仍然能夠傳講主耶穌基督
[00:04:09.000 --> 00:04:12.000]  (主席)到了第五章講道他們雖然受逼迫受侮辱
[00:04:12.000 --> 00:04:16.000]  (主席)但是他們在家裡面天天聚會來信仰耶穌基督
[00:04:16.000 --> 00:04:22.000]  (主席)所以如果你留意第一章至第八章教會的增長迅速和教會興旺
[00:04:22.000 --> 00:04:23.000]  (主席)你看到很開心的
[00:04:23.000 --> 00:04:27.000]  (主席)你由第一章到第八章看到教會的復興是一個很開心的
[00:04:27.000 --> 00:04:30.000]  (主席)但是今天我們來到第八章和十一章
[00:04:30.000 --> 00:04:32.000]  (主席)今天我們來到第八章和十一章
[00:04:32.000 --> 00:04:37.000]  (主席)突然之間教會面對一個非常之嚴峻的考驗
[00:04:37.000 --> 00:04:40.000]  (主席)突然之間教會面臨了很嚴峻的考驗
[00:04:40.000 --> 00:04:43.000]  (主席)他說從這一起耶路撒冷教會,這個字是什麼
[00:04:43.000 --> 00:04:47.000]  (主席)大遭逼迫,不是一個普通的逼迫,是大遭逼迫
[00:04:47.000 --> 00:04:50.000]  (主席)從這一起耶路撒冷的教會大遭逼迫
[00:04:50.000 --> 00:04:52.000]  (主席)不是普通的逼迫,是大遭逼迫
[00:04:52.000 --> 00:04:55.000]  (主席)我想到香港過去幾十年裡面
[00:04:55.000 --> 00:04:57.000]  (主席)教會迅速的增長,有很多教會成長
[00:04:57.000 --> 00:05:00.000]  (主席)我們想到教會過去在香港幾十年
[00:05:00.000 --> 00:05:02.000]  (主席)很順利的增長,很多增長
[00:05:02.000 --> 00:05:04.000]  (主席)我們有很多的自由
[00:05:04.000 --> 00:05:05.000]  (主席)是,有很多的自由
[00:05:05.000 --> 00:05:07.000]  (主席)今天我們坐在這裡
[00:05:07.000 --> 00:05:13.000]  (主席)不包括在轉播站裡面有幾千人一起的,每天去聽到
[00:05:13.000 --> 00:05:15.000]  (主席)我們今天在這裡,不包括這個轉播站的
[00:05:15.000 --> 00:05:16.000]  (主席)是每天都有幾千人在這裡
[00:05:16.000 --> 00:05:17.000]  (主席)那你說我們這裡沒有逼迫
[00:05:17.000 --> 00:05:18.000]  (主席)你說我們沒有逼迫
[00:05:18.000 --> 00:05:19.000]  (主席)那這段經文跟我有什麼關係呢
[00:05:19.000 --> 00:05:21.000]  (主席)那這段經文跟我有什麼關係呢
[00:05:21.000 --> 00:05:23.000]  (主席)其實剛才主席說了一句話很重要
[00:05:23.000 --> 00:05:25.000]  (主席)不知道大家有沒有聽清楚主席所說的話
[00:05:25.000 --> 00:05:27.000]  (主席)剛才主席講了一句話很重要
[00:05:27.000 --> 00:05:29.000]  (主席)大家有沒有聽清楚講的
[00:05:29.000 --> 00:05:31.000]  (主席)他說除了香港之外,有其他的轉播站
[00:05:31.000 --> 00:05:37.000]  (主席)他說除了香港之外,有其他的轉播站
[00:05:37.000 --> 00:05:40.000]  (主席)不是每個聽到的人都有那種環境平安去進行去聽到
[00:05:40.000 --> 00:05:46.000]  (主席)不是每一個那樣聽到的地方都有那樣的環境那樣的條件來進行聽到
[00:05:46.000 --> 00:05:48.000]  (主席)今天香港我們很有自由
[00:05:48.000 --> 00:05:50.000]  (主席)今天香港我們很有自由
[00:05:50.000 --> 00:05:52.000]  (主席)但是我們要記得在世界很多不同地方裡面
[00:05:52.000 --> 00:05:55.000]  (主席)不是很多地方都有好像香港這樣的自由
[00:05:55.000 --> 00:05:57.000]  (主席)但是我們要記得在世界很多地方
[00:05:57.000 --> 00:05:59.000]  (主席)都不一定像香港有這麼多的自由
[00:05:59.000 --> 00:06:02.000]  (主席)其實今天他們面對的
[00:06:02.000 --> 00:06:05.000]  (主席)跟當時教會面對嚴重的考驗是同一個情況
[00:06:05.000 --> 00:06:10.000]  (主席)其實他們今天面對的跟當時教會面對的情況是同樣的情況
[00:06:10.000 --> 00:06:12.000]  (主席)其實他們今天面對的跟當時教會面對的情況是同樣的情況
[00:06:12.000 --> 00:06:14.000]  (主席)我們在自由環境裡面
[00:06:14.000 --> 00:06:16.000]  (主席)我們要想一下
[00:06:16.000 --> 00:06:18.000]  (主席)我們如果真的面對這樣的考驗的時候
[00:06:18.000 --> 00:06:20.000]  (主席)我們會怎樣面對
[00:06:20.000 --> 00:06:21.000]  (主席)我們的回應會是怎樣呢
[00:06:21.000 --> 00:06:23.000]  (主席)我們在這樣自由的環境底下
[00:06:23.000 --> 00:06:24.000]  (主席)我們要想一下
[00:06:24.000 --> 00:06:26.000]  (主席)如果我們面對這樣的情況
[00:06:26.000 --> 00:06:27.000]  (主席)我們會怎樣面對呢
[00:06:27.000 --> 00:06:29.000]  (主席)其實我們要居安思危
[00:06:29.000 --> 00:06:31.000]  (主席)其實我們要居安思危
[00:06:31.000 --> 00:06:32.000]  (主席)這裡有一個觀念
[00:06:32.000 --> 00:06:35.000]  (主席)他說他們都分散
[00:06:35.000 --> 00:06:36.000]  (主席)當逼迫來到的時候
[00:06:36.000 --> 00:06:37.000]  (主席)我們分開了分散
[00:06:37.000 --> 00:06:39.000]  (主席)這裡講到他們都分散
[00:06:39.000 --> 00:06:40.000]  (主席)當逼迫來到的時候
[00:06:40.000 --> 00:06:41.000]  (主席)他們都分散了
[00:06:41.000 --> 00:06:43.000]  (主席)分散其實在舊約新約
[00:06:43.000 --> 00:06:44.000]  (主席)是一個很重要的觀念
[00:06:44.000 --> 00:06:45.000]  (主席)如果你看
[00:06:45.000 --> 00:06:49.000]  (主席)從舊約一路看到新約裡面
[00:06:49.000 --> 00:06:52.000]  (主席)分散是一個常常出現的聖經觀念
[00:06:52.000 --> 00:06:57.000]  (主席)分散在舊約新約裡面是一個很重要的觀念
[00:06:57.000 --> 00:06:59.000]  (主席)聖經常常有分散的觀念
[00:06:59.000 --> 00:07:00.000]  (主席)你說中國人分散
[00:07:00.000 --> 00:07:01.000]  (主席)我們都很明白
[00:07:01.000 --> 00:07:03.000]  (主席)其實我們經歷過這件事
[00:07:03.000 --> 00:07:04.000]  (主席)你說中國人分散
[00:07:04.000 --> 00:07:05.000]  (主席)我們很明白
[00:07:05.000 --> 00:07:06.000]  (主席)常常都經歷這些事
[00:07:06.000 --> 00:07:07.000]  (主席)因為很多人移民
[00:07:07.000 --> 00:07:08.000]  (主席)不同時間移民
[00:07:08.000 --> 00:07:09.000]  (主席)很多人移民
[00:07:09.000 --> 00:07:10.000]  (主席)常常是移民
[00:07:10.000 --> 00:07:12.000]  (主席)所以溫哥華很多香港人去移民
[00:07:12.000 --> 00:07:14.000]  (主席)所以溫哥華很多香港人去移民
[00:07:14.000 --> 00:07:22.000]  (主席)所以有個外號溫哥華叫Hongkouver 不知道大家知不知道
[00:07:22.000 --> 00:07:24.000]  (主席)是Hong Kong 所以變成Hongkouver
[00:07:24.000 --> 00:07:26.000]  (主席)太多人申請去加拿大移民了
[00:07:26.000 --> 00:07:28.000]  (主席)太多人申請到加拿大移民了
[00:07:28.000 --> 00:07:36.000]  (主席)過去十年中國人申請去加拿大移民有幾十萬人
[00:07:36.000 --> 00:07:41.000]  (主席)過去十年真正中國人不是香港人到加拿大的人有幾十萬人
[00:07:41.000 --> 00:07:45.000]  (主席)加拿大都沒有辦法去處理這麼多人
[00:07:45.000 --> 00:07:47.000]  (主席)加拿大都沒有辦法去處理這麼多人
[00:07:47.000 --> 00:07:49.000]  (主席)所以突然間去年改變政策
[00:07:49.000 --> 00:07:51.000]  (主席)所以突然去年改變政策
[00:07:51.000 --> 00:07:55.000]  (主席)過去十年所有的申請取消 由頭來過
[00:07:55.000 --> 00:07:59.000]  (主席)所以過去十年所有的申請取消 從頭再來
[00:07:59.000 --> 00:08:00.000]  (主席)投訴無門
[00:08:00.000 --> 00:08:01.000]  (主席)是投訴無門
