
[00:00:00.000 --> 00:00:01.300]  我們先一齊禱告
[00:00:01.300 --> 00:00:06.800]  然後思想《讓福音》第九章的訊息
[00:00:06.800 --> 00:00:10.100]  我們求主打開我們的心
[00:00:10.100 --> 00:00:13.900]  讓我們的心能夠看見
[00:00:13.900 --> 00:00:17.300]  讓祢的說話進入到我們的心中
[00:00:17.300 --> 00:00:20.700]  幫助我們思想明白
[00:00:20.700 --> 00:00:25.500]  奉耶穌基督的聖名 阿們
[00:00:25.500 --> 00:00:28.900]  《讓福音》第九章記載耶穌
[00:00:28.900 --> 00:00:30.900]  行了一個神蹟
[00:00:30.900 --> 00:00:33.600]  醫治一個核子
[00:00:33.600 --> 00:00:36.100]  核子就是和合本的翻譯
[00:00:36.100 --> 00:00:38.100]  新的修訂版本
[00:00:38.100 --> 00:00:39.800]  翻譯成為失明的人
[00:00:39.800 --> 00:00:43.000]  因為這個都是我們現在的說法
[00:00:43.000 --> 00:00:44.100]  失明人
[00:00:44.100 --> 00:00:48.300]  我們很少叫那些看不到東西的叫核子
[00:00:48.300 --> 00:00:51.100]  或者盲人都有的
[00:00:51.100 --> 00:00:53.100]  核子就比較少了
[00:00:53.100 --> 00:00:56.700]  失明的人使得他重見光明
[00:00:56.700 --> 00:00:58.500]  可以看見
[00:00:58.500 --> 00:01:04.700]  其實看見這個動詞或者形容
[00:01:04.700 --> 00:01:07.100]  有很多方面的意思
[00:01:07.100 --> 00:01:10.500]  我們可以是一些很普通的看見
[00:01:10.500 --> 00:01:12.500]  我看見這裡有多少人
[00:01:12.500 --> 00:01:15.000]  看見你們穿什麼的衣服
[00:01:15.000 --> 00:01:18.200]  這個是肉眼上的看見
[00:01:18.200 --> 00:01:22.200]  有時候我們看完都好像沒看一樣
[00:01:22.200 --> 00:01:23.900]  有時候看書都是這樣
[00:01:23.900 --> 00:01:25.400]  看完一輪之後
[00:01:25.400 --> 00:01:26.700]  過了幾分鐘
[00:01:26.700 --> 00:01:28.700]  每個字我都看完了
[00:01:28.700 --> 00:01:31.800]  不過到底剛才看了些什麼呢
[00:01:31.800 --> 00:01:33.300]  完全不知道
[00:01:33.300 --> 00:01:35.400]  不明白看什麼
[00:01:35.400 --> 00:01:39.800]  所以看見其實有進一步的意思
[00:01:39.800 --> 00:01:43.000]  當你看見一幅畫
[00:01:43.000 --> 00:01:48.100]  一幅畫你看到有不同的色彩
[00:01:48.100 --> 00:01:50.100]  你可以是看見
[00:01:50.100 --> 00:01:54.400]  但你不知道這幅畫到底說什麼
[00:01:54.400 --> 00:01:56.900]  但有些認識的人看見
[00:01:56.900 --> 00:02:01.000]  能夠明白裡面的意思
[00:02:01.000 --> 00:02:03.000]  有時候看見
[00:02:03.000 --> 00:02:04.900]  我們都要問自己
[00:02:04.900 --> 00:02:09.200]  你看不看見自己的問題
[00:02:09.200 --> 00:02:13.800]  看不看見我自己有什麼需要改變
[00:02:13.800 --> 00:02:17.100]  我們是不是只看見自己的環境
[00:02:17.100 --> 00:02:20.600]  因為看見這些環境我們有很多的擔心
[00:02:20.600 --> 00:02:24.700]  不過我們是不是看到上帝在工作
[00:02:24.700 --> 00:02:28.700]  上帝與我們同在
[00:02:28.700 --> 00:02:31.700]  有些人雙目失明
[00:02:31.700 --> 00:02:32.900]  看不見
[00:02:32.900 --> 00:02:36.700]  但他的人生很精彩
[00:02:36.700 --> 00:02:37.900]  充滿活力
[00:02:37.900 --> 00:02:41.200]  好像吳教師一樣
[00:02:41.200 --> 00:02:45.100]  有些人雙目都看得到
[00:02:45.100 --> 00:02:50.000]  但他看不到的人生有什麼盼望
[00:02:50.000 --> 00:02:51.500]  在約翰福音裡面
[00:02:51.500 --> 00:02:52.600]  早兩個星期
[00:02:52.600 --> 00:02:55.400]  林明慧教師也告訴我們
[00:02:55.400 --> 00:02:57.900]  其中一個很重要的主題
[00:02:57.900 --> 00:03:01.100]  就是光與黑暗
[00:03:01.100 --> 00:03:06.200]  第三章裡面說到尼哥底姆在夜間
[00:03:06.200 --> 00:03:12.000]  暗示著他在黑暗裡面找耶穌
[00:03:12.000 --> 00:03:15.200]  尼哥底姆所處的世界
[00:03:15.200 --> 00:03:17.300]  是一個黑暗的世界
[00:03:17.300 --> 00:03:20.400]  而耶穌是光明的
[00:03:20.400 --> 00:03:22.200]  耶穌所在的世界
[00:03:22.200 --> 00:03:25.100]  是一個光明的世界
[00:03:25.100 --> 00:03:26.600]  約翰福音裡面就說到
[00:03:26.600 --> 00:03:29.300]  耶穌是世界的光
[00:03:29.300 --> 00:03:30.900]  跟從祂的
[00:03:30.900 --> 00:03:33.000]  不在黑暗裡走
[00:03:33.000 --> 00:03:35.900]  必要得著生命的光
[00:03:35.900 --> 00:03:39.900]  光與黑暗永遠是對立的
[00:03:39.900 --> 00:03:43.300]  有光的地方就沒有黑暗
[00:03:43.300 --> 00:03:46.800]  黑暗的地方沒有光的存在
[00:03:46.800 --> 00:03:48.200]  在光裡面
[00:03:48.200 --> 00:03:50.400]  我們能夠看得見
[00:03:50.400 --> 00:03:52.400]  黑暗的裡面
[00:03:52.400 --> 00:03:54.000]  我們看不到
[00:03:54.000 --> 00:03:55.900]  所以約翰福音第九章
[00:03:55.900 --> 00:03:58.700]  不單止只是說
[00:03:58.700 --> 00:04:01.200]  一個核子肉眼
[00:04:01.200 --> 00:04:03.400]  可以看得見
[00:04:03.400 --> 00:04:06.400]  其實跟著很長的經文
[00:04:06.400 --> 00:04:08.200]  很長的篇幅
[00:04:08.200 --> 00:04:11.200]  告訴我們有另外一群人
[00:04:11.200 --> 00:04:13.600]  一群法利賽人
[00:04:13.600 --> 00:04:16.600]  他們雖然肉眼看得到
[00:04:16.600 --> 00:04:22.200]  但是他們心眼看不到
[00:04:22.200 --> 00:04:25.200]  一個神跡的發生
[00:04:25.200 --> 00:04:27.800]  出於一個問題
[00:04:27.800 --> 00:04:30.200]  當耶穌和門徒一起走的時候
[00:04:30.200 --> 00:04:35.400]  他們就看見天生失明的人
[00:04:35.400 --> 00:04:39.600]  天生生下來就看不到東西
[00:04:39.600 --> 00:04:44.400]  可以說是人間的痛苦
[00:04:44.400 --> 00:04:47.000]  一個的苦難
[00:04:47.000 --> 00:04:48.800]  而當時的人
[00:04:48.800 --> 00:04:51.800]  他們看人間的苦難
[00:04:51.800 --> 00:04:55.000]  就認為一個的苦難
[00:04:55.000 --> 00:04:57.400]  是會跟罪有關係的
[00:04:57.400 --> 00:04:59.200]  跟罪掛鉤
[00:04:59.200 --> 00:05:00.600]  為什麼有一個的苦難呢
[00:05:00.600 --> 00:05:02.000]  就因為有罪
[00:05:02.000 --> 00:05:04.400]  罪帶來一個的苦難
[00:05:04.400 --> 00:05:07.800]  所以當門徒看見一個失明的人
[00:05:07.800 --> 00:05:10.400]  就問耶穌
[00:05:10.400 --> 00:05:13.200]  到底哪一個人犯罪
[00:05:13.200 --> 00:05:18.400]  是他自己還是他的父母呢
[00:05:18.400 --> 00:05:20.600]  我們知道一個失明的人
[00:05:20.600 --> 00:05:22.800]  是天生失明
[00:05:22.800 --> 00:05:24.400]  那他什麼時候犯罪
[00:05:24.400 --> 00:05:27.000]  他生下來如果失明的話
[00:05:27.000 --> 00:05:29.800]  會不會在沒有福的時候
[00:05:29.800 --> 00:05:31.800]  媽媽懷著他的時候
[00:05:31.800 --> 00:05:33.400]  已經犯罪呢
[00:05:33.400 --> 00:05:35.200]  我們知道很難
[00:05:35.200 --> 00:05:36.400]  有什麼罪可以犯
[00:05:36.400 --> 00:05:37.200]  又不可以偷東西
[00:05:37.200 --> 00:05:40.600]  又不可以打人
[00:05:40.600 --> 00:05:42.800]  但是有一些的思想都說
[00:05:42.800 --> 00:05:44.400]  在沒有福的時候
[00:05:44.400 --> 00:05:46.200]  都可以犯罪
[00:05:46.200 --> 00:05:50.200]  不過對我們來說
[00:05:50.200 --> 00:05:52.600]  我們會知道
[00:05:52.600 --> 00:05:55.000]  如果從這方面去想
[00:05:55.000 --> 00:05:58.200]  意思就是他的父母
[00:05:58.200 --> 00:06:00.200]  因著犯罪
[00:06:00.200 --> 00:06:05.200]  所以生下一個失明的兒子
[00:06:05.200 --> 00:06:07.400]  做父母的知道
[00:06:07.400 --> 00:06:11.400]  兒子出生是很開心的事
[00:06:11.400 --> 00:06:13.400]  但如果出生的時候
[00:06:13.400 --> 00:06:16.200]  發現他是看不到東西的
[00:06:16.200 --> 00:06:17.600]  盲的
[00:06:17.600 --> 00:06:20.000]  父母會很傷心
[00:06:20.000 --> 00:06:21.000]  亦都擔心
[00:06:21.000 --> 00:06:23.800]  到底他怎樣成長
[00:06:23.800 --> 00:06:26.400]  怎樣過他的人生
