
[00:00:00.000 --> 00:00:02.000]  各位頂尖妹早安
[00:00:02.000 --> 00:00:05.920]  恢復了一段時間現場的崇拜
[00:00:05.920 --> 00:00:07.460]  但是很快又要停了
[00:00:07.460 --> 00:00:09.460]  因為那個疫情很嚴峻
[00:00:09.460 --> 00:00:12.160]  我們都考慮到很想頂尖妹繼續回來
[00:00:12.160 --> 00:00:15.680]  不過都是很難估計
[00:00:15.680 --> 00:00:20.120]  我們當中有沒有接觸過那些確診者
[00:00:20.120 --> 00:00:22.360]  或者確診者他們的家屬
[00:00:22.360 --> 00:00:24.760]  有沒有機會我們都是隱形的
[00:00:24.760 --> 00:00:26.760]  帶著病毒的人
[00:00:26.760 --> 00:00:28.160]  所以我們都是暫停
[00:00:28.160 --> 00:00:30.160]  還有我想在這個時刻
[00:00:30.160 --> 00:00:32.160]  我們都學習要很靈活
[00:00:32.160 --> 00:00:34.160]  我們的崇拜的安排要靈活
[00:00:34.160 --> 00:00:36.160]  我們小組的安排要靈活
[00:00:36.160 --> 00:00:38.160]  希望在家的頂尖姐妹
[00:00:38.160 --> 00:00:41.360]  你都能夠繼續堅持你自己敬拜神的生活
[00:00:41.360 --> 00:00:43.360]  帶著小朋友的那些都是
[00:00:43.360 --> 00:00:45.360]  我們小朋友的聚會都停
[00:00:45.360 --> 00:00:47.360]  下個星期 今天要停
[00:00:47.360 --> 00:00:50.320]  但是我們讀上帝的說話不停
[00:00:50.320 --> 00:00:52.320]  如果留意
[00:00:52.320 --> 00:00:54.320]  就是上網有留意的
[00:00:54.320 --> 00:00:56.320]  我們有時候影音就會轉
[00:00:56.320 --> 00:00:58.320]  看不到我的樣子
[00:00:58.320 --> 00:01:00.320]  或者我們領詩的時候
[00:01:00.320 --> 00:01:02.320]  看整個部分
[00:01:02.320 --> 00:01:04.320]  因為我們要顧及現場的頂尖妹
[00:01:04.320 --> 00:01:06.320]  現場的頂尖妹如果只是看著一個
[00:01:06.320 --> 00:01:08.320]  字又不是很大
[00:01:08.320 --> 00:01:10.320]  就看不到特別唱歌的時候
[00:01:10.320 --> 00:01:12.320]  所以我們會轉的
[00:01:12.320 --> 00:01:14.320]  都為我們影音的頂尖妹祈禱
[00:01:14.320 --> 00:01:16.320]  每次要這樣變動其實都做很多的準備
[00:01:16.320 --> 00:01:18.320]  如果你有心智回來
[00:01:18.320 --> 00:01:20.320]  在往後的日子繼續參與這個福祉
[00:01:20.320 --> 00:01:22.320]  我們非常歡迎
[00:01:22.320 --> 00:01:24.320]  特別今天有墨子的敬拜隊
[00:01:24.320 --> 00:01:26.320]  他們多年來操練
[00:01:26.320 --> 00:01:28.320]  多年來服事都很感恩
[00:01:28.320 --> 00:01:30.320]  剛才希澄他講了一句
[00:01:30.320 --> 00:01:32.320]  神是供應者
[00:01:32.320 --> 00:01:34.320]  我們很多時候就想起耶和華以勒
[00:01:34.320 --> 00:01:36.320]  耶和華以勒就是供應
[00:01:36.320 --> 00:01:38.320]  不過他一定是有很好的查經
[00:01:38.320 --> 00:01:40.320]  多謝陳雜仁傳道和蘇柏謙傳道帶領他
[00:01:40.320 --> 00:01:42.320]  耶和華以勒
[00:01:42.320 --> 00:01:44.320]  不只是供應
[00:01:44.320 --> 00:01:46.320]  是神看見我們的需要
[00:01:46.320 --> 00:01:48.320]  所以他常常強調神看到我們的需要
[00:01:48.320 --> 00:01:50.320]  在我們祈求之先
[00:01:50.320 --> 00:01:52.320]  其實上帝都看到我們的需要
[00:01:52.320 --> 00:01:54.320]  回到今天的講道
[00:01:54.320 --> 00:01:56.320]  教會的願景
[00:01:56.320 --> 00:01:58.320]  是人人有照明
[00:01:58.320 --> 00:02:00.320]  個個做回應
[00:02:00.320 --> 00:02:02.320]  今天是第六講
[00:02:02.320 --> 00:02:04.320]  人人有照明
[00:02:04.320 --> 00:02:06.320]  個個做回應
[00:02:06.320 --> 00:02:08.320]  沒有二人
[00:02:08.320 --> 00:02:10.320]  連一個也沒有
[00:02:10.320 --> 00:02:12.320]  信心的照明
[00:02:12.320 --> 00:02:14.320]  沒有二人連一個也沒有這句說話
[00:02:14.320 --> 00:02:16.320]  你有沒有同感
[00:02:16.320 --> 00:02:18.320]  你看看香港
[00:02:18.320 --> 00:02:20.320]  你看看世界不同的地方
[00:02:20.320 --> 00:02:22.320]  有沒有發現
[00:02:22.320 --> 00:02:24.320]  你想一想
[00:02:24.320 --> 00:02:26.320]  沒有一個好人
[00:02:26.320 --> 00:02:28.320]  有時甚至可能想一想
[00:02:28.320 --> 00:02:30.320]  我們自己都不是好人
[00:02:30.320 --> 00:02:32.320]  基督徒又如何
[00:02:32.320 --> 00:02:34.320]  今天在香港這個社會
[00:02:34.320 --> 00:02:36.320]  我們發現
[00:02:36.320 --> 00:02:38.320]  是非黑白很容易顛倒
[00:02:38.320 --> 00:02:40.320]  什麼是正什麼是邪
[00:02:40.320 --> 00:02:42.320]  什麼是善什麼是惡
[00:02:42.320 --> 00:02:44.320]  什麼是如意和不如
[00:02:44.320 --> 00:02:46.320]  彷彿都很難界分
[00:02:46.320 --> 00:02:48.320]  今天很想告訴大家
[00:02:48.320 --> 00:02:50.320]  原來世人都犯了罪
[00:02:50.320 --> 00:02:52.320]  規缺了上帝的榮耀
[00:02:52.320 --> 00:02:54.320]  人可以
[00:02:54.320 --> 00:02:56.320]  怎算在這些境況下
[00:02:56.320 --> 00:02:58.320]  原來人可以藉信心得到救贖
[00:02:58.320 --> 00:03:00.320]  恢復上帝給我們的形象
[00:03:00.320 --> 00:03:02.320]  羅馬書
[00:03:02.320 --> 00:03:04.320]  第三章十節
[00:03:04.320 --> 00:03:06.320]  保羅曾經說
[00:03:06.320 --> 00:03:08.320]  如經上所記
[00:03:08.320 --> 00:03:10.320]  沒有二人連一個也沒有
[00:03:10.320 --> 00:03:12.320]  我們可以再思想一下
[00:03:12.320 --> 00:03:14.320]  三個問題
[00:03:14.320 --> 00:03:16.320]  第一
[00:03:16.320 --> 00:03:18.320]  是不是真的沒有二人
[00:03:18.320 --> 00:03:20.320]  聖經裡面有沒有記載有二人
[00:03:20.320 --> 00:03:22.320]  或者我們眼看周圍
[00:03:22.320 --> 00:03:24.320]  是不是真的沒有一個二人
[00:03:24.320 --> 00:03:26.320]  保羅所引用的經文
[00:03:26.320 --> 00:03:28.320]  回到剛才那一章
[00:03:28.320 --> 00:03:30.320]  保羅所引用的經文
[00:03:30.320 --> 00:03:32.320]  第二個問題是
[00:03:32.320 --> 00:03:34.320]  在哪裡來的
[00:03:34.320 --> 00:03:36.320]  第三
[00:03:36.320 --> 00:03:38.320]  為什麼要這樣說
[00:03:38.320 --> 00:03:40.320]  沒有二人連一個也沒有
[00:03:40.320 --> 00:03:42.320]  我們一起看看第一個問題
[00:03:42.320 --> 00:03:44.320]  世上是不是真的沒有二人
[00:03:44.320 --> 00:03:46.320]  世上是不是真的沒有二人
[00:03:46.320 --> 00:03:48.320]  世上是不是真的沒有二人
[00:03:48.320 --> 00:03:50.320]  是不是一個也沒有
[00:03:50.320 --> 00:03:52.320]  聖經記載有沒有
[00:03:52.320 --> 00:03:54.320]  我們看幾段聖經
[00:03:54.320 --> 00:03:56.320]  七十六章九節
[00:03:56.320 --> 00:03:58.320]  羅亞是一個二人
[00:03:58.320 --> 00:04:00.320]  在當時的世代
[00:04:00.320 --> 00:04:02.320]  是一個完全人
[00:04:02.320 --> 00:04:04.320]  羅亞與神同行
[00:04:04.320 --> 00:04:06.320]  保羅你說得不對
[00:04:06.320 --> 00:04:08.320]  這裡有說羅亞是一個二人
[00:04:08.320 --> 00:04:10.320]  第二段
[00:04:10.320 --> 00:04:12.320]  馬太福音第一章十九節
[00:04:12.320 --> 00:04:14.320]  她丈夫約瑟是一個二人
[00:04:14.320 --> 00:04:16.320]  不願意冥冥的羞辱他
[00:04:16.320 --> 00:04:18.320]  想要暗暗的把他幽了
[00:04:18.320 --> 00:04:20.320]  這個他是誰
[00:04:20.320 --> 00:04:22.320]  瑪利亞
[00:04:22.320 --> 00:04:24.320]  耶穌的媽媽瑪利亞
[00:04:24.320 --> 00:04:26.320]  她丈夫許配了給約瑟
[00:04:26.320 --> 00:04:28.320]  約瑟是一個二人
[00:04:28.320 --> 00:04:30.320]  馬太福音第六章二十節
[00:04:30.320 --> 00:04:32.320]  提到另一個人
[00:04:32.320 --> 00:04:34.320]  約翰
[00:04:34.320 --> 00:04:36.320]  因為希律知道約翰是二人
[00:04:36.320 --> 00:04:38.320]  是聖人
[00:04:38.320 --> 00:04:40.320]  所以敬畏他保護他聽他的講論
[00:04:40.320 --> 00:04:42.320]  這個約翰是誰
[00:04:42.320 --> 00:04:44.320]  是施洗約翰
[00:04:44.320 --> 00:04:46.320]  施洗約翰是一個二人
[00:04:46.320 --> 00:04:50.320]  路加福音第一章六節
[00:04:50.320 --> 00:04:52.320]  另外有兩個人
[00:04:52.320 --> 00:04:54.320]  他們兩個人在神面前
[00:04:54.320 --> 00:04:56.320]  都是二人
[00:04:56.320 --> 00:04:58.320]  進行主的一切誡命禮儀
[00:04:58.320 --> 00:05:00.320]  沒有可指達的
[00:05:00.320 --> 00:05:02.320]  知道這兩個人是誰嗎
[00:05:02.320 --> 00:05:04.320]  難一點
[00:05:04.320 --> 00:05:06.320]  路加福音一開始
[00:05:06.320 --> 00:05:08.320]  記不記得說什麼事
[00:05:08.320 --> 00:05:10.320]  路加福音一開始
[00:05:10.320 --> 00:05:12.320]  是說施洗約翰
[00:05:12.320 --> 00:05:14.320]  這個施洗約翰的爸爸媽媽
[00:05:14.320 --> 00:05:16.320]  是撒加利亞和他的妻子
[00:05:16.320 --> 00:05:18.320]  伊麗莎白
[00:05:18.320 --> 00:05:20.320]  他們都是二人
[00:05:20.320 --> 00:05:22.320]  史蘭傳第十章二十節
[00:05:22.320 --> 00:05:24.320]  伯夫長哥利留
[00:05:24.320 --> 00:05:26.320]  是一個二人
[00:05:26.320 --> 00:05:28.320]  敬畏神
[00:05:28.320 --> 00:05:30.320]  是猶太通國所稱讚
[00:05:30.320 --> 00:05:32.320]  他和一位聖天使指示
[00:05:32.320 --> 00:05:34.320]  請你到他家裡去
[00:05:34.320 --> 00:05:36.320]  聽你的話
[00:05:36.320 --> 00:05:38.320]  避德
[00:05:38.320 --> 00:05:40.320]  避德
[00:05:40.320 --> 00:05:42.320]  就是被告訴
[00:05:42.320 --> 00:05:44.320]  要去一個人家裡
[00:05:44.320 --> 00:05:46.320]  就是去這個哥利留家裡
[00:05:46.320 --> 00:05:48.320]  是一個伯夫長
[00:05:48.320 --> 00:05:50.320]  是一個外邦人
[00:05:50.320 --> 00:05:52.320]  他又是一個二人
[00:05:52.320 --> 00:05:54.320]  如果單從聖經這幾段經文
[00:05:54.320 --> 00:05:56.320]  似乎可以推翻保羅所說
[00:05:56.320 --> 00:05:58.320]  沒有二人
[00:05:58.320 --> 00:06:00.320]  連一個都沒有
[00:06:00.320 --> 00:06:02.320]  這裡至少你數一二三四五六個二人
[00:06:02.320 --> 00:06:04.320]  保羅引用的經文
