
[00:00:00.000 --> 00:00:02.000]  各位電視會平安
[00:00:02.000 --> 00:00:05.000]  這個平安是真的平安
[00:00:05.000 --> 00:00:08.000]  我們經過了風暴之後
[00:00:08.000 --> 00:00:09.000]  今天能夠可以
[00:00:09.000 --> 00:00:11.000]  大家實體回到教會崇拜
[00:00:11.000 --> 00:00:13.000]  真是神的恩典
[00:00:13.000 --> 00:00:16.000]  星期五教會估計
[00:00:16.000 --> 00:00:18.000]  今天星期日還在打風
[00:00:18.000 --> 00:00:22.000]  所以我星期五已經回來教會錄影了崇拜
[00:00:22.000 --> 00:00:26.000]  所以今天能夠可以實體回來
[00:00:26.000 --> 00:00:28.000]  跟大家一起敬拜
[00:00:28.000 --> 00:00:29.000]  我覺得很開心
[00:00:29.000 --> 00:00:33.000]  見到很多之前估計未必見到的弟兄姊妹
[00:00:33.000 --> 00:00:37.000]  亦都可以跟大家一起敬拜神
[00:00:37.000 --> 00:00:41.000]  我真是相信每一次每一次都是恩典
[00:00:41.000 --> 00:00:44.000]  所以你不如都和你旁邊的弟兄姊妹說聲
[00:00:44.000 --> 00:00:45.000]  好弟兄好姊妹
[00:00:45.000 --> 00:00:47.000]  感謝神一起崇拜
[00:00:56.000 --> 00:00:59.000]  今天神是我們的保守幫助
[00:00:59.000 --> 00:01:01.000]  我們一起來祈禱
[00:01:01.000 --> 00:01:09.000]  掌管天地萬有的上帝
[00:01:09.000 --> 00:01:12.000]  我們感謝你
[00:01:12.000 --> 00:01:15.000]  因為你用你的慈愛掌管我們人生
[00:01:15.000 --> 00:01:18.000]  有些時候你容許風暴
[00:01:18.000 --> 00:01:21.000]  有些時候你賜下陽光
[00:01:21.000 --> 00:01:24.000]  但是無論在風暴陽光
[00:01:24.000 --> 00:01:27.000]  主啊你的愛都沒有改變
[00:01:27.000 --> 00:01:31.000]  在你奇妙的智慧和能力之下
[00:01:31.000 --> 00:01:34.000]  你叫一切臨到我們身上的
[00:01:34.000 --> 00:01:37.000]  都化成對我們的祝福
[00:01:37.000 --> 00:01:39.000]  主啊你應許
[00:01:39.000 --> 00:01:42.000]  在你裡面只有祝福
[00:01:42.000 --> 00:01:44.000]  沒有奏作
[00:01:44.000 --> 00:01:47.000]  主啊我們在你面前敬拜你
[00:01:47.000 --> 00:01:50.000]  感謝你是我們人生的主
[00:01:50.000 --> 00:01:54.000]  也仰望你自己賜下你自己的恩言
[00:01:54.000 --> 00:01:57.000]  也為主啊我們內心知道
[00:01:57.000 --> 00:01:59.000]  如果沒有你的說話
[00:01:59.000 --> 00:02:02.000]  我們怎麼能夠走人生的路呢
[00:02:02.000 --> 00:02:06.000]  沒有你自己的指教引導
[00:02:06.000 --> 00:02:08.000]  我們很容易會走偏差
[00:02:08.000 --> 00:02:11.000]  所以主今天我們到你面前敬拜你
[00:02:11.000 --> 00:02:15.000]  也祈求天上的主賜下你的恩言
[00:02:15.000 --> 00:02:18.000]  讓我們更加知道你的心意
[00:02:18.000 --> 00:02:21.000]  有靠著你所賜的能力
[00:02:21.000 --> 00:02:24.000]  每一天行在你的路上
[00:02:24.000 --> 00:02:26.000]  天父我們等候你
[00:02:26.000 --> 00:02:28.000]  靠你恩待我們
[00:02:28.000 --> 00:02:30.000]  我們仰望祈禱
[00:02:30.000 --> 00:02:32.000]  奉主耶穌聖名祈禱
[00:02:32.000 --> 00:02:34.000]  阿們
[00:02:34.000 --> 00:02:37.000]  我們繼續來到思想
[00:02:37.000 --> 00:02:39.000]  利希米記的訊息
[00:02:39.000 --> 00:02:41.000]  特別我們思想到的是
[00:02:41.000 --> 00:02:44.000]  國進奇跡明白受教
[00:02:44.000 --> 00:02:47.000]  我七月份有機會
[00:02:47.000 --> 00:02:53.000]  再去到美國探望自己的兒子和孫子孫女
[00:02:53.000 --> 00:02:58.000]  一個早上我在房間讀聖經靈修
[00:02:58.000 --> 00:03:02.000]  讀的時候突然三歲的孫子就走進來
[00:03:02.000 --> 00:03:05.000]  很開心地走到我那裡
[00:03:05.000 --> 00:03:08.000]  看著我然後跟著說
[00:03:08.000 --> 00:03:10.000]  What are you doing?
[00:03:10.000 --> 00:03:13.000]  講英文啊他們
[00:03:13.000 --> 00:03:17.000]  我笑了一笑想了一想我就說
[00:03:17.000 --> 00:03:20.000]  I'm eating the Bible
[00:03:20.000 --> 00:03:22.000]  我正在吃聖經
[00:03:22.000 --> 00:03:25.000]  What?
[00:03:25.000 --> 00:03:27.000]  很不明白我在說什麼
[00:03:27.000 --> 00:03:30.000]  說著說著他就走了
[00:03:30.000 --> 00:03:32.000]  回到家吃早餐
[00:03:32.000 --> 00:03:34.000]  告訴他爸爸
[00:03:34.000 --> 00:03:39.000]  姨姨正在吃聖經
[00:03:39.000 --> 00:03:44.000]  我很想讓他知道聖的說話的確比我心靈有飽足
[00:03:44.000 --> 00:03:49.000]  聖的說話是我可以領受在心裡面
[00:03:49.000 --> 00:03:52.000]  我就想回另一位很著名的色經學者
[00:03:52.000 --> 00:03:55.000]  他曾經有一次類似的經歷
[00:03:55.000 --> 00:03:59.000]  他就講到有一次都在自己房間讀聖經
[00:03:59.000 --> 00:04:04.000]  讀聖經的時候同樣是他的孫子進來就見到他
[00:04:04.000 --> 00:04:07.000]  就問一個問題
[00:04:07.000 --> 00:04:09.000]  What are you reading?
[00:04:09.000 --> 00:04:12.000]  你在讀什麼?
[00:04:12.000 --> 00:04:16.000]  當時這位色經學者已經是
[00:04:16.000 --> 00:04:20.000]  整本聖經的註釋的作者
[00:04:20.000 --> 00:04:23.000]  他很熟習聖經
[00:04:23.000 --> 00:04:26.000]  但當時他就說
[00:04:26.000 --> 00:04:29.000]  我就回答他一個字
[00:04:29.000 --> 00:04:32.000]  News
[00:04:32.000 --> 00:04:35.000]  我正在讀新聞
[00:04:35.000 --> 00:04:40.000]  對於這位很熟習聖經的一位學者
[00:04:40.000 --> 00:04:43.000]  他的心靈感受到每一次讀聖經的時候
[00:04:43.000 --> 00:04:46.000]  神給他有新鮮的領受
[00:04:46.000 --> 00:04:48.000]  神的說話是生命
[00:04:48.000 --> 00:04:51.000]  能夠去刺透我們的心
[00:04:51.000 --> 00:04:53.000]  能夠明白我們的狀況
[00:04:53.000 --> 00:04:55.000]  向我們內心說話
[00:04:55.000 --> 00:04:57.000]  所以他上上感受到
[00:04:57.000 --> 00:05:00.000]  每一次讀的時候都有新鮮的領受
[00:05:00.000 --> 00:05:04.000]  好像讀新聞一樣
[00:05:04.000 --> 00:05:06.000]  頂多我們讀聖經的時候
[00:05:06.000 --> 00:05:08.000]  可能你也會上上讀
[00:05:08.000 --> 00:05:09.000]  但當你讀的時候
[00:05:09.000 --> 00:05:12.000]  你記得你的心向著神
[00:05:12.000 --> 00:05:16.000]  期望祂將新鮮的真理
[00:05:16.000 --> 00:05:18.000]  或者說一種
[00:05:18.000 --> 00:05:21.000]  從神而來的更新的道理
[00:05:21.000 --> 00:05:23.000]  來擺在我們心中
[00:05:23.000 --> 00:05:26.000]  讓我們盡心去學習
[00:05:26.000 --> 00:05:29.000]  因為祂的話是豐富的
[00:05:29.000 --> 00:05:32.000]  是叫我們得生命的
[00:05:32.000 --> 00:05:35.000]  我們今天讀到聖經尼希米
[00:05:35.000 --> 00:05:40.000]  大家知道他們已經完成了建築城牆
[00:05:40.000 --> 00:05:42.000]  但是完成了建築城牆之後
[00:05:42.000 --> 00:05:45.000]  他們做了一件更重要的事情
[00:05:45.000 --> 00:05:49.000]  在聖經當我們讀到尼希米第六章的時候
[00:05:49.000 --> 00:05:53.000]  你會留意到當時回歸的猶太人
[00:05:53.000 --> 00:05:55.000]  他們很感動
[00:05:55.000 --> 00:05:58.000]  因為竟然可以回歸故土
[00:05:58.000 --> 00:06:02.000]  他們也很感動面對著很多的敵人
[00:06:02.000 --> 00:06:04.000]  很多的障礙
[00:06:04.000 --> 00:06:06.000]  竟然他們可以52天
[00:06:06.000 --> 00:06:11.000]  建築完成了這一座城牆
[00:06:11.000 --> 00:06:14.000]  當人完成了一些很偉大
[00:06:14.000 --> 00:06:15.000]  很艱巨的工作之後
[00:06:15.000 --> 00:06:18.000]  一般都會要慶祝一番
[00:06:18.000 --> 00:06:20.000]  接著可能要休息一下
[00:06:20.000 --> 00:06:22.000]  很辛苦
[00:06:22.000 --> 00:06:24.000]  但當時一位敬虔的領袖尼希米
[00:06:24.000 --> 00:06:26.000]  他沒有這樣做
[00:06:26.000 --> 00:06:28.000]  當城牆建築完成之後
[00:06:28.000 --> 00:06:32.000]  他隨即就召集整體的百姓
[00:06:32.000 --> 00:06:35.000]  一起去到城裡的廣場
[00:06:35.000 --> 00:06:37.000]  要做一件事
[00:06:37.000 --> 00:06:40.000]  或者說做一件更重要的事情
[00:06:40.000 --> 00:06:45.000]  就是請伊斯拉文士來到他們中間
[00:06:45.000 --> 00:06:49.000]  去宣讀神的律法
[00:06:49.000 --> 00:06:52.000]  去講述神的道
[00:06:52.000 --> 00:06:53.000]  所以我們讀到這裡的時候
[00:06:53.000 --> 00:06:55.000]  我們突然間有一種很特別的感受
[00:06:55.000 --> 00:06:57.000]  我們就體會到
[00:06:57.000 --> 00:07:00.000]  他們明白建造城牆
[00:07:00.000 --> 00:07:02.000]  不是最重要的
[00:07:02.000 --> 00:07:06.000]  充其量是民族重建的第一步
[00:07:06.000 --> 00:07:10.000]  或者說一個準備的工程
[00:07:10.000 --> 00:07:12.000]  在準備工程之後
[00:07:12.000 --> 00:07:16.000]  最重要的仍然是他們信仰的更新
[00:07:16.000 --> 00:07:18.000]  或者說更重要的是
[00:07:18.000 --> 00:07:22.000]  他們重新偉生神的說話
[00:07:22.000 --> 00:07:25.000]  熱切去追求認識神的說話
[00:07:25.000 --> 00:07:27.000]  這個是更重要
[00:07:27.000 --> 00:07:29.000]  因為就算建築的城牆
[00:07:29.000 --> 00:07:31.000]  如果人的心沒有轉向神
[00:07:31.000 --> 00:07:35.000]  這個城牆可以重新拆毀
[00:07:35.000 --> 00:07:37.000]  當人為背上帝的時候
[00:07:37.000 --> 00:07:39.000]  神容許很多的管教臨到的時候
[00:07:39.000 --> 00:07:44.000]  很多很多的建築都可以重新失去
[00:07:44.000 --> 00:07:46.000]  因此在這個時候
[00:07:46.000 --> 00:07:47.000]  尼希米明白
[00:07:47.000 --> 00:07:49.000]  現在這個時候要做的
[00:07:49.000 --> 00:07:55.000]  是重建人對神話語的偉生
[00:07:55.000 --> 00:07:56.000]  各位兄弟姐妹
[00:07:56.000 --> 00:07:57.000]  我們常常說
[00:07:57.000 --> 00:07:59.000]  這段時間是我們香港人
[00:07:59.000 --> 00:08:06.000]  再一次去做一個復原的工程
[00:08:06.000 --> 00:08:09.000]  我們有復常的生活
[00:08:09.000 --> 00:08:12.000]  或者你有很多不同的工作在做
[00:08:12.000 --> 00:08:13.000]  但你都記得
[00:08:13.000 --> 00:08:15.000]  最重要的還是
[00:08:15.000 --> 00:08:21.000]  你去重建你對神話的偉生
[00:08:21.000 --> 00:08:22.000]  在這個過程當中
[00:08:22.000 --> 00:08:23.000]  第一件事情做的
[00:08:23.000 --> 00:08:29.000]  你發覺尼希米去數點百姓
[00:08:29.000 --> 00:08:30.000]  他數點百姓
[00:08:30.000 --> 00:08:31.000]  大家讀聖經的時候
[00:08:31.000 --> 00:08:32.000]  你會留意到
[00:08:32.000 --> 00:08:35.000]  神給他一個很清楚的感動
[00:08:35.000 --> 00:08:36.000]  在聖經提到
[00:08:36.000 --> 00:08:38.000]  我的神感動我的心
[00:08:38.000 --> 00:08:41.000]  他就召集貴族、官長和百姓
[00:08:41.000 --> 00:08:43.000]  要登記家譜
[00:08:43.000 --> 00:08:45.000]  你說我可能是新開始
[00:08:45.000 --> 00:08:47.000]  需要去登記
[00:08:47.000 --> 00:08:48.000]  做一些人口普查
[00:08:48.000 --> 00:08:49.000]  知道有多少人口
[00:08:49.000 --> 00:08:53.000]  在英國城市裡生活
[00:08:53.000 --> 00:08:54.000]  但其實背後
[00:08:54.000 --> 00:08:55.000]  當尼希米這樣做
[00:08:55.000 --> 00:08:58.000]  實在是一個更重要的原因
[00:08:58.000 --> 00:08:59.000]  原因就是
[00:08:59.000 --> 00:09:00.000]  透過英國的普查
[00:09:00.000 --> 00:09:04.000]  要確認一大群猶太人
[00:09:04.000 --> 00:09:05.000]  讓他們知道
[00:09:05.000 --> 00:09:09.000]  他們是與神有納約的關係
[00:09:09.000 --> 00:09:14.000]  他們是與神納約的子民
[00:09:14.000 --> 00:09:15.000]  他們要清楚知道
[00:09:15.000 --> 00:09:17.000]  他們是阿巴拉的後裔
[00:09:17.000 --> 00:09:20.000]  是神所揀選的子民
[00:09:20.000 --> 00:09:26.000]  因此尼希米要做調查的工作
[00:09:26.000 --> 00:09:28.000]  我們常常都會讀到
[00:09:28.000 --> 00:09:30.000]  聖經彼得前書其中
[00:09:30.000 --> 00:09:32.000]  我們讀到第二章的時候提到
[00:09:32.000 --> 00:09:37.000]  我們是被揀選的族類
[00:09:37.000 --> 00:09:40.000]  是君尊的祭司
[00:09:40.000 --> 00:09:43.000]  一路講我們的身份
[00:09:43.000 --> 00:09:45.000]  但這個身份是指向一個
[00:09:45.000 --> 00:09:48.000]  很清楚的人生的目標
[00:09:48.000 --> 00:09:51.000]  就是為叫我們宣揚
[00:09:51.000 --> 00:09:53.000]  那照我們出黑暗
[00:09:53.000 --> 00:09:57.000]  入奇妙光明者的彼得
[00:09:57.000 --> 00:09:58.000]  所以我都知道
[00:09:58.000 --> 00:10:01.000]  我們去留心自己的身份
[00:10:01.000 --> 00:10:04.000]  我們就不會輕忽了
[00:10:04.000 --> 00:10:08.000]  我們人生的照明
[00:10:08.000 --> 00:10:11.000]  你的身份是神的子民
[00:10:11.000 --> 00:10:14.000]  你是被揀選的
[00:10:14.000 --> 00:10:16.000]  當你讀到聖經彼得前書
[00:10:16.000 --> 00:10:18.000]  或者我們一起看看
[00:10:18.000 --> 00:10:24.000]  彼得前書其中的
[00:10:24.000 --> 00:10:26.000]  第二章九節到十節
[00:10:26.000 --> 00:10:28.000]  剛才我們提到我們的身份
[00:10:28.000 --> 00:10:30.000]  然後接著十節聖經就說
[00:10:30.000 --> 00:10:34.000]  從前不是子民
[00:10:34.000 --> 00:10:37.000]  而今卻成了神的子民
[00:10:37.000 --> 00:10:40.000]  從前是未曾夢憐民的
[00:10:40.000 --> 00:10:44.000]  現在卻夢了憐民
[00:10:44.000 --> 00:10:48.000]  當中表達一種的恩典
[00:10:48.000 --> 00:10:51.000]  是揀選的恩典
[00:10:51.000 --> 00:10:53.000]  不是因為你有什麼值得神
[00:10:53.000 --> 00:10:54.000]  去揀選你
[00:10:54.000 --> 00:11:00.000]  只是因為神自己去揀選我們
[00:11:00.000 --> 00:11:02.000]  讓我們成為祂的子民
[00:11:02.000 --> 00:11:05.000]  讓我們可以夢憐民
[00:11:05.000 --> 00:11:07.000]  聖經說到這裡的時候
[00:11:07.000 --> 00:11:08.000]  很清楚提醒我們
[00:11:08.000 --> 00:11:12.000]  不要忘記神揀選的大恩
[00:11:12.000 --> 00:11:14.000]  不要忘記這一份的憐民
[00:11:14.000 --> 00:11:15.000]  否則我們會輕忽了
[00:11:15.000 --> 00:11:17.000]  之前我們講及的
[00:11:17.000 --> 00:11:21.000]  神給我們的身份
[00:11:21.000 --> 00:11:23.000]  如果我們只是留意到
[00:11:23.000 --> 00:11:25.000]  我們在地上生活
[00:11:25.000 --> 00:11:28.000]  我們只是一個普通的市民
[00:11:28.000 --> 00:11:29.000]  沒錯,是的
[00:11:29.000 --> 00:11:32.000]  但如果你單單想這方面
[00:11:32.000 --> 00:11:34.000]  你會發覺你的生活
[00:11:34.000 --> 00:11:39.000]  只會為地上的事情而生活
[00:11:39.000 --> 00:11:41.000]  你會畏厚奔馳
[00:11:41.000 --> 00:11:43.000]  你會不斷努力
[00:11:43.000 --> 00:11:44.000]  做很多不同的工作
[00:11:44.000 --> 00:11:48.000]  希望地上能有很多安居的地方
[00:11:48.000 --> 00:11:49.000]  有好的工作
[00:11:49.000 --> 00:11:53.000]  或者有一點地上的滿足
[00:11:53.000 --> 00:11:55.000]  沒錯,這些都有它的重要性
[00:11:55.000 --> 00:11:56.000]  但你會失去一個
[00:11:56.000 --> 00:11:59.000]  更重要的人生的方向
[00:11:59.000 --> 00:12:01.000]  就是你要去宣揚
[00:12:01.000 --> 00:12:03.000]  照你出黑暗
[00:12:03.000 --> 00:12:07.000]  入奇妙光明者的美德
[00:12:07.000 --> 00:12:09.000]  接著我們再講
[00:12:09.000 --> 00:12:12.000]  在這條福祥的路上
[00:12:12.000 --> 00:12:14.000]  或者你有很多事情要做
[00:12:14.000 --> 00:12:18.000]  你要重新做好你的工作
[00:12:18.000 --> 00:12:20.000]  或者很多生意
[00:12:20.000 --> 00:12:23.000]  現在要重新再做
[00:12:23.000 --> 00:12:27.000]  很多以前失去的利益
[00:12:27.000 --> 00:12:29.000]  現在要重新建立
[00:12:29.000 --> 00:12:31.000]  但在這個重建過程中
[00:12:31.000 --> 00:12:33.000]  要小心確認
[00:12:33.000 --> 00:12:36.000]  你是神的子民
[00:12:36.000 --> 00:12:37.000]  你最重要的
[00:12:37.000 --> 00:12:40.000]  仍然是去毀身
[00:12:40.000 --> 00:12:42.000]  在神的話裡
[00:12:42.000 --> 00:12:46.000]  去行神自己的說話
[00:12:46.000 --> 00:12:48.000]  在我的前提之下
[00:12:48.000 --> 00:12:51.000]  在我的身份確認之後
[00:12:51.000 --> 00:12:54.000]  你應該繼續做
[00:12:54.000 --> 00:12:56.000]  剛才我們說的事情
[00:12:56.000 --> 00:12:58.000]  剛才提到
[00:12:58.000 --> 00:13:01.000]  他跟一班百姓一起齊集
[00:13:01.000 --> 00:13:03.000]  剛才提到八章第一節
[00:13:03.000 --> 00:13:06.000]  他們一起齊集在水門前的廣場
[00:13:06.000 --> 00:13:08.000]  如同一人
[00:13:08.000 --> 00:13:09.000]  很不容易的
[00:13:09.000 --> 00:13:11.000]  剛才提到他們當時
[00:13:11.000 --> 00:13:14.000]  去統計人數的時候
[00:13:14.000 --> 00:13:18.000]  回歸的猶太人有四萬二千三百六十人
[00:13:18.000 --> 00:13:19.000]  很多人
[00:13:19.000 --> 00:13:21.000]  來計他們的伏皮
[00:13:21.000 --> 00:13:24.000]  幾萬人聚集一起在廣場裡
[00:13:24.000 --> 00:13:26.000]  如同一人
[00:13:26.000 --> 00:13:28.000]  他們很同心
[00:13:28.000 --> 00:13:31.000]  很熱切地來到神的面前
[00:13:31.000 --> 00:13:34.000]  他們要聽神的說話
[00:13:34.000 --> 00:13:36.000]  在過程當中
[00:13:36.000 --> 00:13:39.000]  他們從清早到中午
[00:13:39.000 --> 00:13:43.000]  來到側耳而停
[00:13:43.000 --> 00:13:46.000]  一種很熱切的心
[00:13:46.000 --> 00:13:48.000]  從清早到中午
[00:13:48.000 --> 00:13:50.000]  最少有六個小時
[00:13:50.000 --> 00:13:52.000]  不會覺得疲倦
[00:13:52.000 --> 00:13:55.000]  一直專注地要聽神的說話
[00:13:55.000 --> 00:13:57.000]  在他們聽神的說話的過程當中
[00:13:57.000 --> 00:13:59.000]  他們體會到有很多地方
[00:13:59.000 --> 00:14:00.000]  沒有遵行
[00:14:00.000 --> 00:14:01.000]  沒有實行
[00:14:01.000 --> 00:14:03.000]  因此後來他們就一起
[00:14:03.000 --> 00:14:05.000]  按照聖經所吩咐的
[00:14:05.000 --> 00:14:07.000]  去實行過注盤節
[00:14:07.000 --> 00:14:08.000]  所以進入聖經
[00:14:08.000 --> 00:14:09.000]  後來經文的時候
[00:14:09.000 --> 00:14:12.000]  一直說他們怎樣過注盤節
[00:14:12.000 --> 00:14:14.000]  這段經文的最後
[00:14:14.000 --> 00:14:16.000]  他們就說
[00:14:16.000 --> 00:14:19.000]  從第一天直到末一天
[00:14:19.000 --> 00:14:21.000]  因為注盤節是七天的
[00:14:21.000 --> 00:14:26.000]  以斯拉天天朗讀神的律法書
[00:14:26.000 --> 00:14:29.000]  請提到他天天這樣做
[00:14:29.000 --> 00:14:31.000]  其實你可以想像一下
