
[00:00:00.000 --> 00:00:03.000]  各位聽眾聖誕節平安
[00:00:03.000 --> 00:00:06.000]  我們感謝上帝在聖誕節的主日
[00:00:06.000 --> 00:00:08.000]  我們大家一齊在神的面前
[00:00:08.000 --> 00:00:10.000]  來敬拜祂
[00:00:10.000 --> 00:00:13.000]  正如剛才師哥所聽到的
[00:00:13.000 --> 00:00:16.000]  至尊貴至尊榮的上帝
[00:00:16.000 --> 00:00:19.000]  配得我們來同心的敬拜
[00:00:19.000 --> 00:00:22.000]  亦是理當萬世去傳揚
[00:00:22.000 --> 00:00:25.000]  祂自己奇妙的救恩
[00:00:25.000 --> 00:00:28.000]  我們這一群是經歷過神恩典的人
[00:00:28.000 --> 00:00:30.000]  我們更加在這個時刻
[00:00:30.000 --> 00:00:33.000]  同心願意去高舉去歌頌
[00:00:33.000 --> 00:00:35.000]  亦都去讚美上帝
[00:00:35.000 --> 00:00:37.000]  所賜給我們奇妙的救恩
[00:00:37.000 --> 00:00:39.000]  我們今天再一起思想的
[00:00:39.000 --> 00:00:42.000]  就是道成了肉身
[00:00:42.000 --> 00:00:46.000]  一個不單止是歷史的事實
[00:00:46.000 --> 00:00:47.000]  更加是今天
[00:00:47.000 --> 00:00:49.000]  道在我們生命當中
[00:00:49.000 --> 00:00:52.000]  臨在與我們同在的
[00:00:52.000 --> 00:00:54.000]  寶貴的神的英許
[00:00:54.000 --> 00:00:55.000]  我們大家再一起祈禱
[00:00:55.000 --> 00:01:02.000]  我們將時間再交托給主
[00:01:02.000 --> 00:01:04.000]  主我們在祢面前
[00:01:04.000 --> 00:01:08.000]  我們深深體會人的限制
[00:01:08.000 --> 00:01:10.000]  人的渺小
[00:01:10.000 --> 00:01:14.000]  但祢竟然樂意來到我們中間
[00:01:14.000 --> 00:01:18.000]  永恆的上帝進入人類的世界裏面
[00:01:18.000 --> 00:01:20.000]  成為肉身
[00:01:20.000 --> 00:01:22.000]  光照我們的生命
[00:01:22.000 --> 00:01:25.000]  又與人同在
[00:01:25.000 --> 00:01:27.000]  主我們今天帶著感謝的心
[00:01:27.000 --> 00:01:29.000]  一切來敬拜祢
[00:01:29.000 --> 00:01:32.000]  亦都再次向主來禱告
[00:01:32.000 --> 00:01:34.000]  求主幫助我們
[00:01:34.000 --> 00:01:37.000]  全心全意的來接受祢
[00:01:37.000 --> 00:01:39.000]  進入我們的生命當中
[00:01:39.000 --> 00:01:43.000]  以致祢的光照耀我們的人生
[00:01:43.000 --> 00:01:45.000]  亦直照到永生
[00:01:45.000 --> 00:01:47.000]  我們如今再次打開聖經
[00:01:47.000 --> 00:01:49.000]  思想祢自己的說話
[00:01:49.000 --> 00:01:51.000]  仰望真理的聖靈
[00:01:51.000 --> 00:01:53.000]  再次來到指教
[00:01:53.000 --> 00:01:55.000]  引導光照我們
[00:01:55.000 --> 00:01:57.000]  我們仰望祈禱
[00:01:57.000 --> 00:01:59.000]  奉耶穌基督的聖名求
[00:01:59.000 --> 00:02:01.000]  阿們
[00:02:21.000 --> 00:02:24.000]  當我們去到白利恆的地方
[00:02:24.000 --> 00:02:28.000]  有明星在天上面照耀他們
[00:02:28.000 --> 00:02:30.000]  他們尋找到聖嬰
[00:02:30.000 --> 00:02:34.000]  聖嬰很多提及到光明和黑暗的事情
[00:02:34.000 --> 00:02:36.000]  而你和我都常常體會到
[00:02:36.000 --> 00:02:39.000]  的確在今天我們所身處的世界
[00:02:39.000 --> 00:02:41.000]  所身處的社會
[00:02:41.000 --> 00:02:42.000]  很多黑暗的事情
[00:02:42.000 --> 00:02:44.000]  叫我們很難受
[00:02:44.000 --> 00:02:46.000]  很傷心的事情
[00:02:46.000 --> 00:02:48.000]  我想起剛剛早一陣子
[00:02:48.000 --> 00:02:52.000]  在南美阿根廷發生的一件事情
[00:02:52.000 --> 00:02:54.000]  大家會記得新聞提及到
[00:02:54.000 --> 00:02:57.000]  當時有警察罷工
[00:02:57.000 --> 00:03:00.000]  警察罷工有什麼後果呢?
[00:03:00.000 --> 00:03:02.000]  不單單是沒有警察
[00:03:02.000 --> 00:03:04.000]  是在四圍巡邏
[00:03:04.000 --> 00:03:06.000]  很多人因此趁這個機會
[00:03:06.000 --> 00:03:08.000]  就到處去打劫
[00:03:08.000 --> 00:03:10.000]  很多的超市
[00:03:10.000 --> 00:03:13.000]  被人們擄掠其中的貨品
[00:03:13.000 --> 00:03:16.000]  有些超市被人們放火焚燒
[00:03:16.000 --> 00:03:18.000]  燒了之後就搶進去
[00:03:18.000 --> 00:03:20.000]  開始搶掠各種的貨品
[00:03:20.000 --> 00:03:25.000]  也因此有些店主被燒死
[00:03:25.000 --> 00:03:27.000]  當我看到這些報導的時候
[00:03:27.000 --> 00:03:29.000]  心裏有一種感受就是
[00:03:29.000 --> 00:03:33.000]  人當缺乏了監管的時候
[00:03:33.000 --> 00:03:36.000]  就會妄作非為
[00:03:36.000 --> 00:03:39.000]  當人知道沒有人再理會自己所做的事情的時候
[00:03:39.000 --> 00:03:43.000]  他就會隨意做自己想做的事情
[00:03:43.000 --> 00:03:45.000]  可以想像
[00:03:45.000 --> 00:03:47.000]  有警察
[00:03:47.000 --> 00:03:49.000]  但是在一些人不知道的情況之下
[00:03:49.000 --> 00:03:51.000]  私底下
[00:03:51.000 --> 00:03:54.000]  人可以做多麼黑暗的事情
[00:03:54.000 --> 00:03:56.000]  我相信大家都會很體會
[00:03:56.000 --> 00:03:58.000]  在整個人類社會裏面
[00:03:58.000 --> 00:04:02.000]  所看到的這些情況
[00:04:02.000 --> 00:04:06.000]  人的確需要神的光
[00:04:06.000 --> 00:04:08.000]  因為黑暗需要光
[00:04:08.000 --> 00:04:10.000]  照耀在裏面
[00:04:10.000 --> 00:04:12.000]  如果你有機會
[00:04:12.000 --> 00:04:14.000]  去到一些郊野地方
[00:04:14.000 --> 00:04:16.000]  和朋友一起去
[00:04:16.000 --> 00:04:18.000]  逛這些郊野
[00:04:18.000 --> 00:04:20.000]  去到一個地方沒有街燈
[00:04:20.000 --> 00:04:22.000]  是完全漆黑一片
[00:04:22.000 --> 00:04:25.000]  而且發覺周圍有很多大小的石頭
[00:04:25.000 --> 00:04:26.000]  鋪滿了
[00:04:26.000 --> 00:04:28.000]  你隨時都會跌倒
[00:04:28.000 --> 00:04:29.000]  在這個時候
[00:04:29.000 --> 00:04:32.000]  我想你心裏最希望得到的
[00:04:32.000 --> 00:04:34.000]  是一個手動
[00:04:34.000 --> 00:04:35.000]  手電筒
[00:04:35.000 --> 00:04:37.000]  可以照一照
[00:04:37.000 --> 00:04:39.000]  可以避開那些石頭
[00:04:39.000 --> 00:04:41.000]  可以知道走哪一條路
[00:04:41.000 --> 00:04:44.000]  這個世界在黑暗裏面
[00:04:44.000 --> 00:04:46.000]  是需要光
[00:04:46.000 --> 00:04:49.000]  需要光照耀這個世界
[00:04:49.000 --> 00:04:52.000]  以前提到當主耶穌降臨的時候
[00:04:52.000 --> 00:04:55.000]  就是真光照耀這個世界
[00:04:55.000 --> 00:04:57.000]  你記得聖經《路加福音》第一章提到
[00:04:57.000 --> 00:05:01.000]  因為神憐憫人的心腸
[00:05:01.000 --> 00:05:06.000]  祂就讓清晨的日光從高天臨到
[00:05:06.000 --> 00:05:08.000]  照亮那些坐在黑暗裏面
[00:05:08.000 --> 00:05:11.000]  死淫裏面的人群
[00:05:11.000 --> 00:05:15.000]  帶領我們的腳步去到平安的路上
[00:05:15.000 --> 00:05:18.000]  耶穌基督降生正是提到
[00:05:18.000 --> 00:05:21.000]  神的光臨到黑暗當中
[00:05:21.000 --> 00:05:23.000]  照耀在這個世界
[00:05:23.000 --> 00:05:27.000]  以致我們能夠去到平安的路上
[00:05:27.000 --> 00:05:30.000]  當約翰福音第一章講述到
[00:05:30.000 --> 00:05:34.000]  神差派他的兒子道成肉身的時候
[00:05:34.000 --> 00:05:36.000]  不斷提到光明的事情
[00:05:36.000 --> 00:05:39.000]  講到光怎樣照遍這個世界
[00:05:39.000 --> 00:05:42.000]  我們一起來看看聖經
[00:05:42.000 --> 00:05:46.000]  我們所熟悉的經文第一章第十四節
[00:05:46.000 --> 00:05:49.000]  聖經說道成了肉身
[00:05:49.000 --> 00:05:51.000]  住在我們中間
[00:05:51.000 --> 00:05:53.000]  沒有恩典和真理
[00:05:53.000 --> 00:05:55.000]  我們見過他的榮光
[00:05:55.000 --> 00:06:00.000]  正是從父而來的獨生子的榮光
[00:06:00.000 --> 00:06:04.000]  主降生道成了肉身
[00:06:04.000 --> 00:06:06.000]  有人問道是甚麼?
[00:06:06.000 --> 00:06:08.000]  道是誰來的呢?
[00:06:08.000 --> 00:06:10.000]  第一節很清楚回答我們
[00:06:10.000 --> 00:06:17.000]  「太初有道,道與神同在,道就是神。」
[00:06:17.000 --> 00:06:19.000]  道就是神
[00:06:19.000 --> 00:06:22.000]  然後去到這一段後面第十七節
[00:06:22.000 --> 00:06:26.000]  就清楚講出道就是耶穌基督
[00:06:26.000 --> 00:06:28.000]  在這位利塞雅基督
[00:06:28.000 --> 00:06:32.000]  他是道而道成了肉身
[00:06:32.000 --> 00:06:34.000]  聖經第一節很清楚地講述
[00:06:34.000 --> 00:06:39.000]  「太初有道,在整個世界開始的時候
[00:06:39.000 --> 00:06:41.000]  道已經存在。」
[00:06:41.000 --> 00:06:43.000]  大家不要以為聖經在說
[00:06:43.000 --> 00:06:48.000]  在開始世界的時候道先開始
[00:06:48.000 --> 00:06:51.000]  因為聖經的翻譯比較明顯
[00:06:51.000 --> 00:06:55.000]  「In the beginning there was the Word,
[00:06:55.000 --> 00:06:59.000]  在世界開始的時候道已經存在,
[00:06:59.000 --> 00:07:05.000]  他已經與神同在,道與神是合一的,
[00:07:05.000 --> 00:07:07.000]  而道就是神。」
[00:07:07.000 --> 00:07:09.000]  然後聖經再直接地講
[00:07:09.000 --> 00:07:11.000]  第三節你再看
[00:07:11.000 --> 00:07:14.000]  「萬有是藉著他造的,
[00:07:14.000 --> 00:07:19.000]  凡被造的,沒有一樣不是藉著他造的,
[00:07:19.000 --> 00:07:21.000]  道是創造主。」
[00:07:21.000 --> 00:07:23.000]  萬有都是他所創造
[00:07:23.000 --> 00:07:25.000]  是藉著他而有的
[00:07:25.000 --> 00:07:28.000]  而且不單止他創造天地
[00:07:28.000 --> 00:07:30.000]  在他裡面有生命
[00:07:30.000 --> 00:07:32.000]  大家再看第四節
[00:07:32.000 --> 00:07:35.000]  「在他裡面有生命。」
[00:07:35.000 --> 00:07:37.000]  你跳過那些括弧
[00:07:37.000 --> 00:07:42.000]  然後「這生命就是人的光。」
[00:07:42.000 --> 00:07:43.000]  在他裡面有生命
[00:07:43.000 --> 00:07:47.000]  也意味著他是生命的源頭
[00:07:47.000 --> 00:07:49.000]  他不單止有生命
[00:07:49.000 --> 00:07:52.000]  他在自己有生命
[00:07:52.000 --> 00:07:55.000]  意味著他賜予人生命
[00:07:55.000 --> 00:07:57.000]  賦予人生命
[00:07:57.000 --> 00:08:00.000]  因為他是生命的源頭
[00:08:00.000 --> 00:08:02.000]  道是生命的源頭
[00:08:02.000 --> 00:08:05.000]  而且他是人的光
[00:08:05.000 --> 00:08:07.000]  這句說話太寶貴了
[00:08:07.000 --> 00:08:10.000]  我希望大家一起再讀一次這句說話
[00:08:10.000 --> 00:08:11.000]  第四節
[00:08:11.000 --> 00:08:14.000]  「在他裡面有生命,
[00:08:14.000 --> 00:08:18.000]  這生命就是人的光。」
[00:08:18.000 --> 00:08:20.000]  在他裡面有生命
[00:08:20.000 --> 00:08:23.000]  這個生命就是人的光
[00:08:23.000 --> 00:08:26.000]  我們記得聖經馬太方提到
[00:08:26.000 --> 00:08:28.000]  人裡面有光
[00:08:28.000 --> 00:08:32.000]  但如果人裡面的光黑暗了
[00:08:32.000 --> 00:08:35.000]  這個黑暗是極大的黑暗
[00:08:35.000 --> 00:08:37.000]  是比起環境的黑暗
[00:08:37.000 --> 00:08:40.000]  是更大的黑暗
[00:08:40.000 --> 00:08:42.000]  你會見過一些基督徒
[00:08:42.000 --> 00:08:44.000]  他們信耶穌之後
[00:08:44.000 --> 00:08:46.000]  他們生命的轉變
[00:08:46.000 --> 00:08:49.000]  我也見過一些失明的基督徒
[00:08:49.000 --> 00:08:53.000]  當他們講述他們人生經歷的時候
[00:08:53.000 --> 00:08:56.000]  你會發覺他們比明眼的人
[00:08:56.000 --> 00:08:59.000]  開眼的人更加光明
[00:08:59.000 --> 00:09:03.000]  他們更加看到人生很多真實的一面
[00:09:03.000 --> 00:09:06.000]  更加知道怎樣走人生的路
[00:09:06.000 --> 00:09:08.000]  但人說自己是光明的
[00:09:08.000 --> 00:09:10.000]  但裡面的光黑暗
[00:09:10.000 --> 00:09:14.000]  那個黑暗是極大的黑暗
[00:09:14.000 --> 00:09:15.000]  因為聖經說到
[00:09:15.000 --> 00:09:20.000]  「神賜人生命,成為人生命的光。」
[00:09:20.000 --> 00:09:22.000]  這個光在他裡面
[00:09:22.000 --> 00:09:25.000]  不單止稍為照耀他
[00:09:25.000 --> 00:09:27.000]  而且成為了他生命裡面
[00:09:27.000 --> 00:09:30.000]  一個永恆的光
[00:09:30.000 --> 00:09:32.000]  大家會很明白
[00:09:32.000 --> 00:09:38.000]  如果你很想點著一盞蠟燭
[00:09:38.000 --> 00:09:40.000]  當你放在客廳
[00:09:40.000 --> 00:09:41.000]  但當你進入房間
[00:09:41.000 --> 00:09:43.000]  你發覺房間很黑
[00:09:43.000 --> 00:09:44.000]  怎樣做呢?
[00:09:44.000 --> 00:09:48.000]  將蠟燭帶入房間裡面
[00:09:48.000 --> 00:09:51.000]  光的源進到那個地方
[00:09:51.000 --> 00:09:53.000]  就可以光芒
[00:09:53.000 --> 00:09:56.000]  但當然蠟燭會有熄滅的時間
[00:09:56.000 --> 00:09:58.000]  但聖經裡面說到主耶穌說
[00:09:58.000 --> 00:10:03.000]  「凡是信靠我的,他雖然饑渴
[00:10:03.000 --> 00:10:07.000]  但領受了我之後,永遠不渴。」
[00:10:07.000 --> 00:10:09.000]  是因為有水傳
[00:10:09.000 --> 00:10:11.000]  是有光的源頭
[00:10:11.000 --> 00:10:13.000]  進入了他的生命裡面
[00:10:13.000 --> 00:10:15.000]  因此他永遠不渴
[00:10:15.000 --> 00:10:18.000]  他永遠有光明
[00:10:18.000 --> 00:10:20.000]  按照聖經所說
[00:10:20.000 --> 00:10:24.000]  也表明他裡面永遠有生命
[00:10:24.000 --> 00:10:28.000]  不能被死亡所阻礙
[00:10:28.000 --> 00:10:29.000]  所限制
[00:10:29.000 --> 00:10:31.000]  因此聖經說到
[00:10:31.000 --> 00:10:34.000]  道他裡面有生命
[00:10:34.000 --> 00:10:37.000]  這生命就是人的光
[00:10:37.000 --> 00:10:39.000]  而光能勝過黑暗
[00:10:39.000 --> 00:10:41.000]  第五節繼續說
[00:10:41.000 --> 00:10:43.000]  光照在黑暗中
[00:10:43.000 --> 00:10:46.000]  黑暗不能勝過光
[00:10:46.000 --> 00:10:48.000]  黑暗在這裡很清楚地說
[00:10:48.000 --> 00:10:52.000]  不只是在說物質界的光明黑暗
[00:10:52.000 --> 00:10:55.000]  更是在說整個靈界
[00:10:55.000 --> 00:10:58.000]  整個天地間邪惡的勢力
[00:10:58.000 --> 00:11:02.000]  但是黑暗不能勝過光明
[00:11:02.000 --> 00:11:03.000]  如果你小心讀
[00:11:03.000 --> 00:11:07.000]  你會發覺這節聖經是在說一個宣告
[00:11:07.000 --> 00:11:10.000]  是永恆的宣告
[00:11:10.000 --> 00:11:14.000]  是光勝過了黑暗
[00:11:14.000 --> 00:11:16.000]  大家唱一首詩歌
[00:11:16.000 --> 00:11:18.000]  我們都記得的
[00:11:18.000 --> 00:11:20.000]  就是「這是天賦世界」
[00:11:20.000 --> 00:11:22.000]  「這是天賦世界」說到
[00:11:22.000 --> 00:11:25.000]  這個世界最惡雖然猖狂
[00:11:25.000 --> 00:11:28.000]  但是我們知道我們可以放心
[00:11:28.000 --> 00:11:29.000]  不需要憂愁
[00:11:29.000 --> 00:11:32.000]  因為這個是天賦的世界
[00:11:32.000 --> 00:11:36.000]  光勝過黑暗
[00:11:36.000 --> 00:11:39.000]  光始終不在神的面前
[00:11:39.000 --> 00:11:41.000]  成為我們的盼望
[00:11:41.000 --> 00:11:43.000]  聖經說到
[00:11:43.000 --> 00:11:47.000]  「這光它道成了肉身」
[00:11:47.000 --> 00:11:50.000]  也意味著它臨在我們當中
[00:11:50.000 --> 00:11:54.000]  在我們中間來彰顯它自己
[00:11:54.000 --> 00:11:57.000]  我記得我曾經和大家分享過
[00:11:57.000 --> 00:11:59.000]  一件事情我都再和大家說
[00:11:59.000 --> 00:12:02.000]  很多年之前我去菲律賓這個地方
[00:12:02.000 --> 00:12:04.000]  探訪一個很特殊的地方
[00:12:04.000 --> 00:12:06.000]  叫做垃圾山
[00:12:06.000 --> 00:12:09.000]  這個地方其實就是當地的堆填區
[00:12:09.000 --> 00:12:12.000]  堆填區不像香港、將軍澳
[00:12:12.000 --> 00:12:14.000]  除了有些臭味
[00:12:14.000 --> 00:12:17.000]  還有很多令我完全震撼的事情
[00:12:17.000 --> 00:12:21.000]  當一群弟兄他們開著車載我去到的時候
[00:12:21.000 --> 00:12:25.000]  還沒到底部那個地方
[00:12:25.000 --> 00:12:28.000]  已經聞到一大陣惡臭
[00:12:28.000 --> 00:12:31.000]  我必須拿手巾出來掩著鼻子
[00:12:31.000 --> 00:12:33.000]  因為實在太臭了
[00:12:33.000 --> 00:12:36.000]  去到的時候差不多底部就發覺
[00:12:36.000 --> 00:12:38.000]  咦,下雨了
[00:12:38.000 --> 00:12:41.000]  而且下得很大,是黑色的雨
[00:12:41.000 --> 00:12:43.000]  很奇怪,是黑色雨
[00:12:43.000 --> 00:12:46.000]  下車的時候好像四處尋找雨傘
[00:12:46.000 --> 00:12:48.000]  發覺不用尋找雨傘
[00:12:48.000 --> 00:12:51.000]  原來那些不是雨水
[00:12:51.000 --> 00:12:54.000]  那些是蒼蠅
[00:12:54.000 --> 00:12:58.000]  是四處佈滿黑色一點一點的蒼蠅
[00:12:58.000 --> 00:13:02.000]  是你撥不走的那些蒼蠅
[00:13:02.000 --> 00:13:05.000]  在那種情況覺得很恐怖
[00:13:05.000 --> 00:13:08.000]  但是去吧,就上去
[00:13:08.000 --> 00:13:13.000]  一路走上去的時候發覺那裡住了起碼二萬人
[00:13:13.000 --> 00:13:17.000]  他們是靠垃圾維生的
[00:13:17.000 --> 00:13:19.000]  垃圾車倒下來的時候
[00:13:19.000 --> 00:13:23.000]  他們就湧過去搶一些可以賣的垃圾
[00:13:23.000 --> 00:13:26.000]  有時候會打架,有時候會推開人
[00:13:26.000 --> 00:13:30.000]  為了搶一些能夠維生的東西
[00:13:30.000 --> 00:13:34.000]  在那個環境裡面,我們心裡面很難受
[00:13:34.000 --> 00:13:40.000]  感覺生命是很困難、很貧窮、很艱難
[00:13:40.000 --> 00:13:44.000]  但突然間我們看到有一間小小的茅屋
[00:13:44.000 --> 00:13:48.000]  一些小的木屋,是教堂
[00:13:48.000 --> 00:13:50.000]  我們感謝神,那個地方有教堂
[00:13:50.000 --> 00:13:53.000]  所以進去我們想看看那間教堂
[00:13:53.000 --> 00:13:56.000]  一間小小的破爛的小屋
[00:13:56.000 --> 00:14:01.000]  我們進去的時候,看到周圍有幾張破爛的椅子
[00:14:01.000 --> 00:14:04.000]  一踩進去的時候,腳都要伸出來
[00:14:04.000 --> 00:14:07.000]  因為整地是臭水
[00:14:07.000 --> 00:14:10.000]  當然那個地方在垃圾山的旁邊
[00:14:10.000 --> 00:14:13.000]  污水會滲到周圍
[00:14:13.000 --> 00:14:18.000]  那個時候有一個弟兄走出來
[00:14:18.000 --> 00:14:21.000]  穿著很普通的衣服
[00:14:21.000 --> 00:14:25.000]  他就說我是這裡的宣教士
[00:14:25.000 --> 00:14:27.000]  我們看到他的時候
[00:14:27.000 --> 00:14:30.000]  我們不能夠相信有人在這裡做宣教士
[00:14:30.000 --> 00:14:32.000]  因為弟兄告訴我們
[00:14:32.000 --> 00:14:35.000]  有一個警察會警察派他來
[00:14:35.000 --> 00:14:38.000]  但後來發現這裡很難服侍
[00:14:38.000 --> 00:14:40.000]  而且有很大的難處
[00:14:40.000 --> 00:14:44.000]  所以警察會就離開了這個地區
[00:14:44.000 --> 00:14:47.000]  但因為弟兄深深感受到上帝給他的感動
[00:14:47.000 --> 00:14:49.000]  他決心留下來
[00:14:49.000 --> 00:14:54.000]  以信心,憑神的供應留下來做宣教士
[00:14:54.000 --> 00:14:57.000]  他說我已經在這裡兩年時間
[00:14:57.000 --> 00:14:59.000]  我在平時關心這裡的居民
[00:14:59.000 --> 00:15:01.000]  幫助他們去找一些人
[00:15:01.000 --> 00:15:05.000]  可以來買他們執拾回來的垃圾
[00:15:05.000 --> 00:15:07.000]  讓他們有一些供應
[00:15:07.000 --> 00:15:10.000]  一直說到他所經歷的事情
[00:15:10.000 --> 00:15:12.000]  當我看到他的時候
[00:15:12.000 --> 00:15:16.000]  我內心是肅然起敬
[00:15:16.000 --> 00:15:19.000]  但我更加立時就會想到
[00:15:19.000 --> 00:15:23.000]  主耶穌道成肉身
[00:15:23.000 --> 00:15:27.000]  不會容易過一位宣教士
[00:15:27.000 --> 00:15:29.000]  道成肉身的主
[00:15:29.000 --> 00:15:31.000]  榮耀的上帝
[00:15:31.000 --> 00:15:34.000]  祂是生命的主宰
[00:15:34.000 --> 00:15:35.000]  我們剛才所說
[00:15:35.000 --> 00:15:38.000]  萬有都是祂所創造
[00:15:38.000 --> 00:15:40.000]  我們剛才所說
[00:15:40.000 --> 00:15:42.000]  祂是人生命的光
[00:15:42.000 --> 00:15:44.000]  但祂成為了肉身
[00:15:44.000 --> 00:15:48.000]  也意味著祂接受了人一切的限制
[00:15:48.000 --> 00:15:51.000]  接受了人各種的軟弱
[00:15:51.000 --> 00:15:56.000]  祂以一個嬰孩的形態來到這個世界上
[00:15:56.000 --> 00:15:57.000]  我們很清楚
[00:15:57.000 --> 00:16:02.000]  祂面對的是極大的難處
[00:16:02.000 --> 00:16:06.000]  但這位上帝願意向我們表明出
[00:16:06.000 --> 00:16:09.000]  祂愛我們
[00:16:09.000 --> 00:16:15.000]  一個最特別的情話
[00:16:15.000 --> 00:16:21.000]  不一定是一些風花雪月的詩詞
[00:16:21.000 --> 00:16:25.000]  而是道成肉身這四個字
[00:16:25.000 --> 00:16:27.000]  是上帝向人表明出
[00:16:27.000 --> 00:16:30.000]  祂的愛情的描述
[00:16:30.000 --> 00:16:33.000]  或者說一個真實的表達
[00:16:33.000 --> 00:16:37.000]  道成了肉身來到我們中間
