
[00:00:00.000 --> 00:00:05.820]  OK,好時間關係,我們要速速去回這些東西
[00:00:05.820 --> 00:00:09.580]  我想帶你去新約,去十字架
[00:00:09.580 --> 00:00:12.500]  因為故事還沒完結,去到這裡就說他們會被擄
[00:00:12.500 --> 00:00:17.620]  但是上帝認他,他會紀念他的約
[00:00:17.620 --> 00:00:21.460]  所以這一切所有東西,最後的忠心都會去回十字架
[00:00:21.460 --> 00:00:24.380]  包括耶和華的救贖約
[00:00:24.380 --> 00:00:31.840]  那我今天不說了,我想你回去聽耶和華的救贖日
[00:00:31.840 --> 00:00:36.760]  但是我想帶你去看希伯雷書
[00:00:36.760 --> 00:00:40.460]  我剛才一直說,你沒有了你未記,你剷掉了你未記
[00:00:40.460 --> 00:00:42.680]  你連希伯雷書都剷掉了
[00:00:42.680 --> 00:00:49.680]  希伯雷書就是說,律法是影子指向新的實體
[00:00:49.680 --> 00:00:53.560]  律法既是將來美事的影,而不是本物的真相
[00:00:53.560 --> 00:00:56.860]  總不能藉著每年常獻一樣的祭物
[00:00:56.860 --> 00:01:01.160]  叫那些近前來的人得以完全
[00:01:01.160 --> 00:01:05.980]  若不然獻祭的事,豈不早已停止了嗎?
[00:01:05.980 --> 00:01:12.520]  因為敬拜的人,僅一次潔淨,良心就不再覺得有罪了
[00:01:12.520 --> 00:01:16.700]  但是這些祭物,使人每年都想起罪來
[00:01:16.700 --> 00:01:21.520]  因為公牛和山羊的血,不能除罪
[00:01:21.520 --> 00:01:25.560]  它說,舊約每年都要做重複的事
[00:01:25.560 --> 00:01:29.120]  甚至每天,有些屬罪日的事,每年一次
[00:01:29.120 --> 00:01:33.160]  但是其他事,都是每年不斷重複的事
[00:01:33.160 --> 00:01:37.420]  它說這些重複的事,只是讓你想起其實你未好的
[00:01:37.420 --> 00:01:42.080]  你記得我在什麼場合,我給了你一個例子你就記得了
[00:01:42.080 --> 00:01:45.420]  如果你每個星期都要去洗兩次腎
[00:01:45.420 --> 00:01:49.680]  別人告訴你,沒事,你的腎很好,你信不信?
[00:01:49.680 --> 00:01:56.260]  你每次去洗腎,洗腎的過程是在提醒你,你的腎行不行?
[00:01:56.260 --> 00:02:01.300]  不行,直至有一天你不需要再去洗腎,因為你換了腎
[00:02:01.300 --> 00:02:03.200]  那你就知道你成功了
[00:02:03.200 --> 00:02:06.780]  耶穌成就的就是這樣,所以今天我們要不要再去做一些事情?
[00:02:06.780 --> 00:02:08.960]  不用了,我們不用再洗腎了
[00:02:08.960 --> 00:02:12.040]  因為我們已經有新的腎在我的生命裏面
[00:02:12.040 --> 00:02:16.700]  只不過不是你的腎,是耶穌基督的腎
[00:02:16.700 --> 00:02:19.720]  耶穌成就了舊日的影子
[00:02:19.720 --> 00:02:21.040]  更美的憲制
[00:02:21.040 --> 00:02:23.620]  因為摩西當日所照著律法
[00:02:23.620 --> 00:02:30.460]  將各樣誡命傳給眾百姓,就拿朱紅色、絨和、牛膝草
[00:02:30.460 --> 00:02:36.800]  把牛族山羊的血和水撒在書上,又撒在眾百姓身上說
[00:02:36.800 --> 00:02:40.760]  「這血就是上帝與你們納約的憑據」
[00:02:40.760 --> 00:02:47.740]  他又照樣把血撒在帳幕和敬拜,所用各樣誡命之上,按照律法
[00:02:47.740 --> 00:02:54.740]  幾乎每樣東西都是用血潔淨的,就是沒有流血就沒有赦罪
[00:02:54.740 --> 00:02:59.640]  這些所有東西都是出於你未記的,如果你沒有了你未記,就沒有了
[00:02:59.640 --> 00:03:07.120]  這樣,照著天上樣式所造的物件,必須用這些禮儀去潔淨
[00:03:07.120 --> 00:03:15.140]  「但那天上的一切,自然當用更美的祭物去潔淨」
[00:03:15.140 --> 00:03:17.520]  我想和你說發生了什麼事
[00:03:17.520 --> 00:03:22.680]  我們一直說,舊約是一個影子指向新約
[00:03:22.680 --> 00:03:35.280]  但原來舊約的聖殿、致聖所那些,是天上的一個模型
[00:03:35.280 --> 00:03:41.340]  真正的聖所原來就不在新約,真正的聖所在天上
[00:03:41.340 --> 00:03:45.960]  所以大家都知道,耶穌有幾個節日是很重要的
[00:03:45.960 --> 00:03:52.120]  一個叫聖誕節,一個叫受難節,一個叫復活節
[00:03:52.120 --> 00:03:58.660]  還有一樣,如果你是公理堂,就感謝主我們慶祝的,叫升天節
[00:03:58.660 --> 00:04:01.720]  如果耶穌沒有升天,你和我有沒有救?
[00:04:01.720 --> 00:04:06.280]  沒有救,因為祂最後的祭物要去哪裡?
[00:04:06.280 --> 00:04:09.680]  要升天,上帝的殿在上面
[00:04:09.680 --> 00:04:16.240]  是耶穌復活之後升天,拿著祂自己的完美祭物放在上帝的殿面前
[00:04:16.240 --> 00:04:20.340]  然後聚得赦免就來到我們身上,你明白嗎?
[00:04:20.340 --> 00:04:23.520]  所以耶穌復活了,耶穌復活了又怎樣?
[00:04:23.520 --> 00:04:28.140]  不行的,未完成,耶穌要升天
[00:04:28.140 --> 00:04:29.960]  這樣才完成整個舊約
[00:04:29.960 --> 00:04:32.860]  這就是講的這件事,所有的事情講到天上
[00:04:32.860 --> 00:04:36.500]  而耶穌最後將最完美的祭物拿到天上
[00:04:36.500 --> 00:04:41.060]  因為基督並沒有進入人手所造的聖所
[00:04:41.060 --> 00:04:43.640]  我們不是講耶路撒冷的聖所
[00:04:43.640 --> 00:04:48.420]  這不過是真聖所的影像
[00:04:48.420 --> 00:04:53.300]  而是進到天上如今,為我們出現在上帝面前
[00:04:53.300 --> 00:04:56.960]  祂拿著自己代表我們,搞定了
[00:04:56.960 --> 00:05:00.260]  最完美的祭物可以隨聚
[00:05:00.260 --> 00:05:02.480]  那地方我和你去不了
[00:05:02.480 --> 00:05:06.520]  就算耶穌將祂自己最完美的祭物給了我們
[00:05:06.520 --> 00:05:07.960]  我們也想不到祂給予我們
[00:05:07.960 --> 00:05:12.720]  要祂自己升天,幫我們做完祭司,最完美的祭司
[00:05:12.720 --> 00:05:17.880]  祂也無需多次將自己獻上像大祭司
[00:05:17.880 --> 00:05:22.280]  每年帶著牛羊的血進入至聖所
[00:05:22.280 --> 00:05:28.520]  但如今祂在今世的末期顯現,僅一次把自己獻為祭
[00:05:28.520 --> 00:05:30.560]  好除掉罪
[00:05:30.560 --> 00:05:32.600]  所有的祭司天天站著
[00:05:32.600 --> 00:05:33.600]  這個很棒
[00:05:33.600 --> 00:05:36.120]  何在的祭司天天站著
[00:05:36.120 --> 00:05:39.400]  是奉上帝屢次獻上一樣的祭物
[00:05:39.400 --> 00:05:41.640]  這祭物永不能除罪
[00:05:41.640 --> 00:05:46.240]  但基督獻了一次永遠有效的贖罪祭
[00:05:46.240 --> 00:05:48.440]  就坐在上帝的右邊
[00:05:48.440 --> 00:05:53.720]  從此等候他的仇敵,成為他的腳凳
[00:05:53.720 --> 00:05:56.200]  你有否留意過分別
[00:05:56.200 --> 00:06:00.240]  舊月的祭司是天天什麼著
[00:06:00.240 --> 00:06:01.800]  站著,為甚麼
[00:06:01.800 --> 00:06:06.720]  如果不斷不斷殺、不斷流血、不斷殺、不斷去殺
[00:06:06.720 --> 00:06:09.520]  要做事的,耶穌是甚麼
[00:06:09.520 --> 00:06:11.680]  祂坐著
[00:06:11.680 --> 00:06:14.080]  祂坐著,你知不知道甚麼是坐著
[00:06:14.080 --> 00:06:16.160]  做完的
[00:06:16.160 --> 00:06:21.920]  所以很有趣的是,如果你去看《少爺行傳》
[00:06:21.920 --> 00:06:24.680]  耶穌站在上帝的右邊
[00:06:24.680 --> 00:06:27.160]  希伯來書是坐著的
[00:06:27.160 --> 00:06:28.560]  他強調了一件事
[00:06:28.560 --> 00:06:30.200]  不是祂企圖坐的意思
[00:06:30.200 --> 00:06:33.120]  是祂的憲制已經完結了,所以祂坐著
[00:06:33.120 --> 00:06:34.720]  跟舊月的祭司不一樣
[00:06:34.720 --> 00:06:35.760]  舊月的祭司不斷做
[00:06:35.760 --> 00:06:38.320]  還有,還有,為甚麼這麼多
[00:06:38.320 --> 00:06:40.680]  因為你做不到那麼多,你無法洗罪
[00:06:40.680 --> 00:06:42.520]  你不斷做,不斷做
[00:06:42.520 --> 00:06:45.240]  耶穌一次過完成
[00:06:45.240 --> 00:06:48.680]  說到這裏,我想加插一點和你講另一個故事
[00:06:48.680 --> 00:06:49.720]  我以前也有講過
[00:06:49.720 --> 00:06:53.000]  但我想你在這個場合裏面去看這個故事
[00:06:53.000 --> 00:06:55.040]  你更加明白
[00:06:55.040 --> 00:06:59.360]  這個故事講到主耶穌基督憲制的重要性
[00:06:59.360 --> 00:07:02.480]  我們遲些在《馬後福音》也會看到這個故事
[00:07:02.480 --> 00:07:03.640]  大家也很熟悉這個故事
[00:07:03.640 --> 00:07:07.040]  有個民士聽耶穌和別人辯論
[00:07:07.040 --> 00:07:08.920]  然後他問耶穌
[00:07:08.920 --> 00:07:10.840]  他說,「誡命中哪一條是最好的」
[00:07:10.840 --> 00:07:14.120]  耶穌回答說,「以色列亞,你們要聽」
[00:07:14.120 --> 00:07:17.760]  「主,我們的上帝是獨一的救主」
[00:07:17.760 --> 00:07:22.000]  「你要盡心盡性盡義,盡力愛主你的上帝」
[00:07:22.000 --> 00:07:23.400]  「第二,要愛倫如己」
[00:07:23.400 --> 00:07:26.240]  「沒有比這兩條誡命更大的」
[00:07:26.240 --> 00:07:27.840]  大家很熟悉,對吧
[00:07:27.840 --> 00:07:29.080]  這個人的反應是甚麼
[00:07:29.080 --> 00:07:31.320]  他的反應是,那民士對耶穌說
[00:07:31.320 --> 00:07:34.320]  「好,老師你說得對」
[00:07:34.320 --> 00:07:37.640]  「上帝是一位,除了他以外再沒有別的」
[00:07:37.640 --> 00:07:40.880]  「並且盡心盡志,盡力愛他」
[00:07:40.880 --> 00:07:47.200]  「有愛倫如己,要比一切犯祭和祭祀好得多」
[00:07:47.200 --> 00:07:49.760]  OK,這個人做甚麼呢
[00:07:49.760 --> 00:07:52.400]  當耶穌回答了最大誡命的時候
[00:07:52.400 --> 00:07:56.120]  他的反應是基本上好到無論
[00:07:56.120 --> 00:07:58.960]  所以他只可以重複耶穌的答案
[00:07:58.960 --> 00:08:00.760]  但他加了一件事
[00:08:00.760 --> 00:08:02.840]  他壞就壞在那裡
[00:08:02.840 --> 00:08:04.960]  他說,「好,你說得對」
[00:08:04.960 --> 00:08:07.360]  「盡心盡志,盡力愛上帝」
[00:08:07.360 --> 00:08:09.440]  「和愛倫如己,這就是最大的誡命」
[00:08:09.440 --> 00:08:11.200]  「如果這樣說是沒有問題的」
[00:08:11.200 --> 00:08:12.080]  他加了一件事
[00:08:12.080 --> 00:08:18.000]  他說,「這些事情要比其他一切的犯祭和祭祀好得多」
[00:08:18.000 --> 00:08:20.640]  問題來了
[00:08:20.640 --> 00:08:22.920]  你要知道這個故事是發生在哪裏的
[00:08:22.920 --> 00:08:25.280]  耶穌最後一個星期在地上
[00:08:25.280 --> 00:08:27.080]  祂是在聖殿裏面的
[00:08:27.080 --> 00:08:29.360]  聖殿用來做甚麼的
[00:08:29.360 --> 00:08:30.760]  獻祭,獻犯祭
[00:08:30.760 --> 00:08:33.680]  不斷流血,不斷流血
[00:08:33.680 --> 00:08:36.560]  這個人說,「我從小到大」
[00:08:36.560 --> 00:08:37.520]  「跟著父親」
[00:08:37.520 --> 00:08:39.800]  他是文士,是牧師
[00:08:39.800 --> 00:08:41.720]  「跟著父親,經常去那裏」
[00:08:41.720 --> 00:08:44.920]  「做一些無無聊聊的犯祭和祭祀」
[00:08:44.920 --> 00:08:47.720]  「現在我一點都通了」
[00:08:47.720 --> 00:08:52.160]  「原來我們信仰的忠心就是要做好人」
[00:08:52.160 --> 00:08:54.680]  你明白嗎
[00:08:54.680 --> 00:08:58.920]  所以這個人,他以前是一個禮儀主義
[00:08:58.920 --> 00:09:03.800]  當耶穌點醒他,他變成了一個道德主義
[00:09:03.800 --> 00:09:08.080]  但他說這件事,原來做道德主義者
[00:09:08.080 --> 00:09:11.960]  是比做禮儀主義者好
[00:09:11.960 --> 00:09:12.800]  他根本不明白
[00:09:12.800 --> 00:09:15.640]  他以為自己不需要上帝拯救
[00:09:15.640 --> 00:09:17.720]  你明白嗎
[00:09:17.720 --> 00:09:18.760]  耶穌最後的回答
[00:09:18.760 --> 00:09:22.560]  我想你暫且不想耶穌為甚麼說祂達得有智慧
