
[00:00:00.000 --> 00:00:02.320]  第一次見面早晨
[00:00:02.320 --> 00:00:05.240]  好像很久沒有見大家
[00:00:05.240 --> 00:00:08.080]  特別掛念
[00:00:08.080 --> 00:00:12.680]  好,我們低頭祈禱
[00:00:12.680 --> 00:00:14.520]  西天護神帝,我們感謝你
[00:00:14.520 --> 00:00:18.680]  因為今天是你分別為聖的日子
[00:00:18.680 --> 00:00:23.360]  我們帶著一個敬乾熱心來敬拜你
[00:00:23.360 --> 00:00:27.520]  還有我們也都在這個時候要聽你親自對我們講說話
[00:00:27.520 --> 00:00:29.400]  你是透過你僕人的口
[00:00:29.400 --> 00:00:32.680]  也都透過他所準備的訊息
[00:00:32.680 --> 00:00:36.000]  你的話語就進入我們的心
[00:00:36.000 --> 00:00:38.920]  讓聖靈在我們心中動工
[00:00:38.920 --> 00:00:42.520]  以致我們可以明白你的心意
[00:00:42.520 --> 00:00:45.480]  明白你是我們的神
[00:00:45.480 --> 00:00:48.080]  主啊,我們懇求你自己帶領
[00:00:48.080 --> 00:00:51.360]  也都給我們有謙卑的心來領受
[00:00:51.360 --> 00:00:53.400]  主啊,我們感謝讚美你
[00:00:53.400 --> 00:00:55.400]  奉主耶穌基督的聖名
[00:00:55.400 --> 00:00:56.400]  Amen
[00:00:58.840 --> 00:01:00.360]  在聖經裡面也都看到
[00:01:00.360 --> 00:01:02.600]  主耶穌經常教導人
[00:01:02.600 --> 00:01:06.600]  很多人都認為祂是一個好的老師
[00:01:06.600 --> 00:01:09.800]  教導人有很多種的方式
[00:01:09.800 --> 00:01:14.720]  其中一個方式就是用講比喻
[00:01:14.720 --> 00:01:20.120]  講比喻的好處是讓人容易明白
[00:01:20.120 --> 00:01:21.960]  一講出來的時候
[00:01:21.960 --> 00:01:26.160]  原來這個教導的寓意就是這樣的
[00:01:26.160 --> 00:01:27.960]  讓人很容易明白
[00:01:27.960 --> 00:01:29.560]  當然到今天的時候
[00:01:29.560 --> 00:01:33.520]  我們就說,這東西是什麼來的?
[00:01:33.520 --> 00:01:35.560]  祂講的是什麼意思?
[00:01:35.560 --> 00:01:37.160]  但對當時的人來說
[00:01:37.160 --> 00:01:38.640]  一點困難都沒有
[00:01:38.640 --> 00:01:41.560]  主耶穌肯定就用當時的人
[00:01:41.560 --> 00:01:44.320]  最容易明白的方式
[00:01:44.320 --> 00:01:46.000]  去教導他們
[00:01:46.000 --> 00:01:50.280]  令他們可以入心去明白
[00:01:50.280 --> 00:01:53.360]  在主耶穌講的很多比喻當中
[00:01:53.360 --> 00:01:54.560]  當然最多的
[00:01:54.560 --> 00:01:57.560]  就會在《盧家福音》那裡找到
[00:01:57.560 --> 00:01:58.920]  他看到的
[00:01:58.920 --> 00:02:01.960]  在這麼多的比喻當中
[00:02:01.960 --> 00:02:03.240]  最令到我們
[00:02:03.240 --> 00:02:07.400]  可能比較深入我們的心裡面
[00:02:07.400 --> 00:02:10.280]  或者最常聽到別人說
[00:02:10.280 --> 00:02:12.040]  我知道這個故事的
[00:02:12.040 --> 00:02:14.320]  就是剛才我們所讀的經文
[00:02:14.320 --> 00:02:16.440]  就是《浪子》的故事
[00:02:16.440 --> 00:02:18.000]  我不知道在我們當中
[00:02:18.000 --> 00:02:23.360]  有多少位未是信徒的
[00:02:23.360 --> 00:02:24.160]  有沒有?
[00:02:24.160 --> 00:02:27.040]  未是信徒的
[00:02:27.040 --> 00:02:30.840]  不怕,舉手,我不會要你缺字的
[00:02:30.840 --> 00:02:33.360]  沒那麼快的
[00:02:33.360 --> 00:02:35.240]  我只是想知道這個故事
[00:02:35.240 --> 00:02:37.920]  對你來說熟不熟悉
[00:02:37.920 --> 00:02:38.960]  不要緊
[00:02:38.960 --> 00:02:40.520]  就是《浪子》的故事
[00:02:40.520 --> 00:02:42.920]  令到很多人都聽過
[00:02:42.920 --> 00:02:45.760]  或者最少看過那個圖畫
[00:02:45.760 --> 00:02:47.480]  一幅這樣的圖畫
[00:02:47.480 --> 00:02:49.760]  但是主耶穌講的每一個比喻
[00:02:49.760 --> 00:02:51.840]  其實都有它後面
[00:02:51.840 --> 00:02:55.640]  所有教導的真理
[00:02:55.640 --> 00:02:58.440]  今次這個比喻當中
[00:02:58.440 --> 00:03:00.720]  《浪子》的故事
[00:03:00.720 --> 00:03:03.280]  到底有什麼真理
[00:03:03.280 --> 00:03:06.840]  是主耶穌要讓我們知道的呢?
[00:03:06.840 --> 00:03:09.200]  我自己去看的時候
[00:03:09.200 --> 00:03:10.720]  對我們信徒來說
[00:03:10.720 --> 00:03:12.760]  哎呀,又是這個故事
[00:03:12.760 --> 00:03:14.000]  又是這個比喻
[00:03:14.000 --> 00:03:16.840]  我聽過很多次了,很多次了
[00:03:16.840 --> 00:03:18.640]  但是對我來說
[00:03:18.640 --> 00:03:20.000]  再看的時候
[00:03:20.000 --> 00:03:21.240]  我仍然可以
[00:03:21.240 --> 00:03:24.520]  醒悟不到一些東西在當中的
[00:03:24.520 --> 00:03:27.280]  更加深入地去了解的時候
[00:03:27.280 --> 00:03:28.800]  你就更加知道
[00:03:28.800 --> 00:03:34.440]  原來裡面的教導是這麼深入的
[00:03:34.440 --> 00:03:36.600]  在這個比喻當中
[00:03:36.600 --> 00:03:39.000]  有三件事我想最少
[00:03:39.000 --> 00:03:40.720]  主耶穌想我們知道的
[00:03:40.720 --> 00:03:44.000]  第一就是神是我們的父親
[00:03:44.000 --> 00:03:45.560]  你說我明白
[00:03:45.560 --> 00:03:47.880]  經常都說天父常大
[00:03:47.880 --> 00:03:49.520]  天父常大我明白
[00:03:49.520 --> 00:03:51.960]  是,你是信徒的時候你就明白
[00:03:51.960 --> 00:03:54.760]  但是你不是信徒的時候
[00:03:54.760 --> 00:03:56.120]  神
[00:03:56.120 --> 00:03:58.320]  怎樣是我們的父親
[00:03:58.320 --> 00:03:59.440]  上帝
[00:03:59.440 --> 00:04:01.320]  怎樣是我們的父親呢?
[00:04:01.320 --> 00:04:05.560]  這件事可能未必這麼容易接受的
[00:04:05.560 --> 00:04:08.120]  很多人對聖經裡面所說的
[00:04:08.120 --> 00:04:09.520]  神是父親
[00:04:09.520 --> 00:04:11.880]  這個觀念
[00:04:11.880 --> 00:04:14.600]  或者是觀點、概念
[00:04:14.600 --> 00:04:16.000]  是不容易接受的
[00:04:16.000 --> 00:04:17.040]  為什麼呢?
[00:04:17.040 --> 00:04:18.880]  因為可能有幾個原因的
[00:04:18.880 --> 00:04:19.680]  第一呢
[00:04:19.680 --> 00:04:21.800]  就是父親沒有好的形象
[00:04:21.800 --> 00:04:26.720]  經常說世上只有媽媽好
[00:04:26.720 --> 00:04:29.480]  很少聽到世上只有爸爸好
[00:04:29.480 --> 00:04:30.320]  沒有的
[00:04:30.320 --> 00:04:31.920]  一說到爸爸的時候
[00:04:31.920 --> 00:04:36.840]  可能想起很多未必好的東西
[00:04:36.840 --> 00:04:37.960]  我作為父親
[00:04:37.960 --> 00:04:42.360]  可能我也擔心在兒女的眼中
[00:04:42.360 --> 00:04:44.240]  我到底是怎樣的父親
[00:04:44.240 --> 00:04:45.520]  可能就要說
[00:04:45.520 --> 00:04:48.800]  爸爸臭脾氣
[00:04:48.800 --> 00:04:50.880]  又吸煙
[00:04:50.880 --> 00:04:52.120]  又喝酒
[00:04:52.120 --> 00:04:54.360]  又經常不顧家
[00:04:54.360 --> 00:04:56.800]  又不懂得煮菜
[00:04:56.800 --> 00:04:58.960]  這些東西全部都會出來了
[00:04:58.960 --> 00:05:00.160]  父親
[00:05:00.160 --> 00:05:01.600]  怎樣將一個神
[00:05:01.600 --> 00:05:04.440]  和父親去連想關係呢?
[00:05:04.440 --> 00:05:05.640]  好像很難
[00:05:05.640 --> 00:05:07.040]  我們的神
[00:05:07.040 --> 00:05:09.320]  應該是一個好的神
[00:05:09.320 --> 00:05:11.640]  不會像爸爸那樣
[00:05:11.640 --> 00:05:13.560]  沒有一個好的形象
[00:05:13.560 --> 00:05:17.960]  或者沒有一個完全的形象的情況
[00:05:17.960 --> 00:05:20.280]  所以很難接受
[00:05:20.280 --> 00:05:21.680]  另外一個難接受的
[00:05:21.680 --> 00:05:24.200]  就是父親的關係太過親密了
[00:05:24.200 --> 00:05:26.040]  是不是?
[00:05:26.040 --> 00:05:27.600]  他是我爸爸
[00:05:27.600 --> 00:05:29.720]  經常都見到他
[00:05:29.720 --> 00:05:32.160]  在家裡經常都見到他
[00:05:32.160 --> 00:05:33.400]  有些不好的樣子
[00:05:33.400 --> 00:05:34.320]  或者什麼的
[00:05:34.320 --> 00:05:35.800]  關係很親密
[00:05:35.800 --> 00:05:37.120]  得利
[00:05:37.120 --> 00:05:38.520]  又覺得
[00:05:38.520 --> 00:05:40.520]  因為可能你不喜歡
[00:05:40.520 --> 00:05:42.320]  關係太親密
[00:05:42.320 --> 00:05:44.960]  怎樣可以一個神
[00:05:44.960 --> 00:05:47.760]  和我們可以有這麼親密的關係呢?
[00:05:47.760 --> 00:05:51.080]  於是就很難接受
[00:05:51.080 --> 00:05:54.440]  但是無論我們是否接受也好
[00:05:54.440 --> 00:05:59.440]  主耶穌不單止將神稱為父親
[00:05:59.440 --> 00:06:01.440]  而且他是第一位
[00:06:01.440 --> 00:06:04.880]  稱神為父親的人
[00:06:04.880 --> 00:06:07.240]  同時在印象當中
[00:06:07.240 --> 00:06:08.480]  聖經裡面
[00:06:08.480 --> 00:06:13.200]  耶穌沒有一次不稱神為父親的
[00:06:13.200 --> 00:06:14.720]  唯一的一次
[00:06:14.720 --> 00:06:18.280]  就是他被釘十字架的時候
