
[00:00:00.000 --> 00:00:05.000]  但是一個人和自己相處了很多年
[00:00:05.000 --> 00:00:09.000]  即使自己有些不良的行為
[00:00:09.000 --> 00:00:11.000]  甚至腐敗的思想
[00:00:11.000 --> 00:00:13.000]  講話的方式
[00:00:13.000 --> 00:00:16.000]  都已經是習以為常
[00:00:16.000 --> 00:00:19.000]  可以說是遇入鮑魚之事
[00:00:19.000 --> 00:00:21.000]  久而不聞其臭
[00:00:21.000 --> 00:00:23.000]  這句話我認識了很久
[00:00:23.000 --> 00:00:25.000]  但是最近上網查
[00:00:25.000 --> 00:00:27.000]  什麼叫鮑魚之事
[00:00:27.000 --> 00:00:29.000]  寫出來是鮑魚之事
[00:00:29.000 --> 00:00:31.000]  原來是鹹魚譜
[00:00:31.000 --> 00:00:34.000]  可能以前的中國古代
[00:00:34.000 --> 00:00:36.000]  就叫鮑魚之事
[00:00:36.000 --> 00:00:37.000]  鹹魚譜
[00:00:37.000 --> 00:00:39.000]  要面對自我
[00:00:39.000 --> 00:00:41.000]  更新自我
[00:00:41.000 --> 00:00:43.000]  不是容易的事
[00:00:43.000 --> 00:00:47.000]  我們一定要有聖靈的幫助
[00:00:47.000 --> 00:00:50.000]  但不是說我們沒有責任
[00:00:50.000 --> 00:00:54.000]  我們自己都要立志和刻意去改變
[00:00:54.000 --> 00:00:57.000]  才有可能慢慢成熟
[00:00:57.000 --> 00:01:00.000]  就好像主耶穌那樣
[00:01:00.000 --> 00:01:02.000]  上星期我們又講過
[00:01:02.000 --> 00:01:05.000]  保羅在羅馬書十二章一節
[00:01:05.000 --> 00:01:09.000]  勸勉我們這些蒙恩得救的人
[00:01:09.000 --> 00:01:11.000]  要獻身侍奉主
[00:01:11.000 --> 00:01:14.000]  才算是真實的敬拜
[00:01:14.000 --> 00:01:16.000]  換句話說
[00:01:16.000 --> 00:01:20.000]  我們即使每個星期來這裡敬拜
[00:01:20.000 --> 00:01:23.000]  我們的敬拜都不夠真實
[00:01:23.000 --> 00:01:25.000]  我們一定要投身侍奉
[00:01:25.000 --> 00:01:28.000]  才算是真實的敬拜
[00:01:28.000 --> 00:01:30.000]  而在羅馬書十二章二節
[00:01:30.000 --> 00:01:35.000]  保羅就勸我們要更新我們的心思意念
[00:01:35.000 --> 00:01:38.000]  具體來說要怎樣做呢?
[00:01:38.000 --> 00:01:42.000]  今天我想藉著雅各書裡面的教導
[00:01:42.000 --> 00:01:44.000]  和大家來思想一下
[00:01:44.000 --> 00:01:46.000]  我們要怎樣去寫記
[00:01:46.000 --> 00:01:49.000]  和進行聖經的道理
[00:01:49.000 --> 00:01:51.000]  先介紹一下雅各書
[00:01:51.000 --> 00:01:54.000]  雅各書一章一至十二節
[00:01:54.000 --> 00:01:59.000]  是討論基督徒面對試煉的時候的態度
[00:01:59.000 --> 00:02:02.000]  我們已經講過很多有關試煉的東西
[00:02:02.000 --> 00:02:04.000]  尤其是講約伯記的時候
[00:02:04.000 --> 00:02:06.000]  我們已經講過
[00:02:06.000 --> 00:02:11.000]  我們應該怎樣去面對苦難或者試煉
[00:02:11.000 --> 00:02:15.000]  事實上我認為上帝為了公平
[00:02:15.000 --> 00:02:19.000]  一定要讓每一個信徒都經歷試煉
[00:02:19.000 --> 00:02:23.000]  來證明他的信心是真的
[00:02:23.000 --> 00:02:25.000]  他真的是一個無花無架的信徒
[00:02:25.000 --> 00:02:29.000]  證明他的信心不是偽裝的
[00:02:29.000 --> 00:02:32.000]  以致他能夠得到獎賞
[00:02:32.000 --> 00:02:34.000]  正如彼得前書
[00:02:34.000 --> 00:02:37.000]  彼得在彼得前書那裡講得很清楚
[00:02:37.000 --> 00:02:40.000]  他說這種的經歷試煉
[00:02:40.000 --> 00:02:45.000]  無非要證明你們的確有堅定的信心
[00:02:45.000 --> 00:02:50.000]  甚至那能毀壞的金紙也得經過火煉
[00:02:50.000 --> 00:02:53.000]  你們的信心比金紙貴重多了
[00:02:53.000 --> 00:02:57.000]  更是必須受試驗
[00:02:57.000 --> 00:03:00.000]  好使你們在耶穌基督顯現的日子
[00:03:00.000 --> 00:03:04.000]  得到稱讚光榮和尊貴
[00:03:04.000 --> 00:03:09.000]  然後由《雅各書》一章十三節開始
[00:03:09.000 --> 00:03:12.000]  雅各就講到引誘的問題
[00:03:12.000 --> 00:03:14.000]  或者我們會有點奇怪
[00:03:14.000 --> 00:03:18.000]  為什麼講開試煉突然間又會轉去講引誘呢
[00:03:18.000 --> 00:03:21.000]  原因也很簡單
[00:03:21.000 --> 00:03:24.000]  因為其實在希臘文裡面
[00:03:24.000 --> 00:03:26.000]  我們知道新疆是希臘文寫成的
[00:03:26.000 --> 00:03:31.000]  在希臘文裡面試煉、試探和引誘
[00:03:31.000 --> 00:03:33.000]  其實都是同一個字
[00:03:33.000 --> 00:03:35.000]  什麼時候要譯做試煉
[00:03:35.000 --> 00:03:37.000]  什麼時候要譯做試探
[00:03:37.000 --> 00:03:39.000]  就是翻譯聖經的學者
[00:03:39.000 --> 00:03:44.000]  他們要按常文下理來做判斷
[00:03:44.000 --> 00:03:48.000]  無論如何我們從十三節開始看
[00:03:48.000 --> 00:03:52.000]  這裡就指出一個很現實的教導
[00:03:52.000 --> 00:03:55.000]  就是當我們遇到試探的時候
[00:03:55.000 --> 00:03:57.000]  我們要怎樣去面對呢
[00:03:57.000 --> 00:04:00.000]  我們應該用什麼態度去面對呢
[00:04:00.000 --> 00:04:02.000]  今天我們生活的社會
[00:04:02.000 --> 00:04:04.000]  真的有很多不同的試探
[00:04:04.000 --> 00:04:07.000]  企圖將我們拉向世界
[00:04:07.000 --> 00:04:09.000]  拉向邪惡
[00:04:09.000 --> 00:04:15.000]  大眾傳媒可以說是從四方八面來鼓勵我們
[00:04:15.000 --> 00:04:17.000]  要買東西的
[00:04:17.000 --> 00:04:20.000]  包括色情刊物和電影
[00:04:20.000 --> 00:04:23.000]  在家裡又有電視、收音機
[00:04:23.000 --> 00:04:25.000]  我們上電腦用電腦的話
[00:04:25.000 --> 00:04:27.000]  就有互聯網、電郵
[00:04:27.000 --> 00:04:30.000]  出街就有廣告
[00:04:30.000 --> 00:04:34.000]  擴音器的聲音來叫我們買東西
[00:04:34.000 --> 00:04:36.000]  我們希望大家還記得
[00:04:36.000 --> 00:04:42.000]  保羅勸我們不要被世界同化
[00:04:42.000 --> 00:04:45.000]  雅各就在十四節那裡指出
[00:04:45.000 --> 00:04:50.000]  當我們遇到試探並且失敗的話
[00:04:50.000 --> 00:04:56.000]  事實上是由於我們自己心裡面的慾望引起
[00:04:56.000 --> 00:04:59.000]  而最後導致我們失敗的
[00:04:59.000 --> 00:05:01.000]  換句話說
[00:05:01.000 --> 00:05:04.000]  如果我們遇到試探而失敗
[00:05:04.000 --> 00:05:08.000]  我們不要埋怨上帝引誘我們
[00:05:08.000 --> 00:05:12.000]  我們不要埋怨大眾傳媒引誘我們
[00:05:12.000 --> 00:05:14.000]  要埋怨的話
[00:05:14.000 --> 00:05:17.000]  我們要埋怨自己的私慾
[00:05:17.000 --> 00:05:18.000]  埋怨自己
[00:05:18.000 --> 00:05:20.000]  自我中心
[00:05:20.000 --> 00:05:21.000]  專顧自己
[00:05:21.000 --> 00:05:27.000]  是我們的私慾使我們犯罪而引致死亡
[00:05:27.000 --> 00:05:29.000]  十五節就說
[00:05:29.000 --> 00:05:31.000]  說完過程
[00:05:31.000 --> 00:05:35.000]  他的慾望懷了胎生出罪惡
[00:05:35.000 --> 00:05:39.000]  罪惡一旦長成就產生死亡
[00:05:39.000 --> 00:05:41.000]  這裡的意思就不是說
[00:05:41.000 --> 00:05:46.000]  基督徒一犯了任何罪都會死的
[00:05:46.000 --> 00:05:48.000]  因為聖經有其他的教導
[00:05:48.000 --> 00:05:56.000]  我們犯了罪可以透過認罪悔改而得到上帝的赦免
[00:05:56.000 --> 00:05:59.000]  但這裡也不是說我們可以任意犯罪
[00:05:59.000 --> 00:06:03.000]  犯了罪祈禱又求上帝赦免
[00:06:03.000 --> 00:06:05.000]  搞定
[00:06:05.000 --> 00:06:06.000]  如果是這樣的話
[00:06:06.000 --> 00:06:09.000]  這個不算是真正的認罪
[00:06:09.000 --> 00:06:11.000]  真誠的認罪
[00:06:11.000 --> 00:06:16.000]  是一定會包括悔改的意向
[00:06:16.000 --> 00:06:19.000]  能否改變不是不知道
[00:06:19.000 --> 00:06:21.000]  但起碼你認罪的時候
