
[00:00:00.000 --> 00:00:05.000]  大家知道MJ是什麼來的嗎?
[00:00:05.000 --> 00:00:10.000]  我知道男生可能就猜得到
[00:00:10.000 --> 00:00:13.000]  女的可能只知道MK是什麼
[00:00:13.000 --> 00:00:18.000]  特別那些喜歡皮包的MK
[00:00:18.000 --> 00:00:23.000]  MJ年輕人就是會想到Michael Jackson
[00:00:23.000 --> 00:00:27.000]  我們做基督徒的就會想到什麼My Jesus
[00:00:28.000 --> 00:00:31.000]  但是那些喜歡打籃球的
[00:00:31.000 --> 00:00:34.000]  就是會想到Michael Jordan
[00:00:34.000 --> 00:00:37.000]  Michael Jordan這樣講
[00:00:37.000 --> 00:00:40.000]  他說我有問題的時候
[00:00:40.000 --> 00:00:43.000]  我父母親沒有問題跟我講
[00:00:43.000 --> 00:00:48.000]  Michael是很幸運的
[00:00:48.000 --> 00:00:53.000]  有人告訴他他有問題
[00:00:54.000 --> 00:01:00.000]  但是很多人沒有這個人在他們身邊來告訴他們
[00:01:00.000 --> 00:01:05.000]  有些人或有些人他們有人告訴他們
[00:01:05.000 --> 00:01:07.000]  他們不願意聽
[00:01:07.000 --> 00:01:12.000]  那些人就是好像我的年輕的小孩子
[00:01:12.000 --> 00:01:15.000]  年輕人的父母親告訴他們
[00:01:15.000 --> 00:01:18.000]  他們永遠不要聽的
[00:01:18.000 --> 00:01:23.000]  這個故事裏面我們剛剛讀的
[00:01:23.000 --> 00:01:28.000]  看到鴉兵歇索王
[00:01:28.000 --> 00:01:31.000]  他面對一個問題
[00:01:31.000 --> 00:01:33.000]  什麼問題呢?
[00:01:33.000 --> 00:01:36.000]  問題就是因爲他聽到
[00:01:36.000 --> 00:01:42.000]  以色列人打敗南邊的一羣王
[00:01:42.000 --> 00:01:46.000]  所以當他聽到這個事情的時候
[00:01:46.000 --> 00:01:49.000]  他就很懼怕
[00:01:50.000 --> 00:01:54.000]  好像亞多尼斯的這位王
[00:01:54.000 --> 00:02:02.000]  他就召羣其他的王來助他一手來打以色列人
[00:02:02.000 --> 00:02:06.000]  他聽到的故事就是
[00:02:06.000 --> 00:02:13.000]  這些的王被以色列人全部殺光了
[00:02:13.000 --> 00:02:15.000]  被他們殺死了
[00:02:15.000 --> 00:02:17.000]  他就很怕
[00:02:17.000 --> 00:02:24.000]  所以他就召羣了迦南人的人
[00:02:24.000 --> 00:02:34.000]  亞莫里人、赫人、皮利西人、耶布斯人跟西魏人
[00:02:34.000 --> 00:02:38.000]  來跟他一起打這個戰爭
[00:02:38.000 --> 00:02:40.000]  打以色列人
[00:02:40.000 --> 00:02:47.000]  聖經描述他們聚在一起的這些兵人
[00:02:47.000 --> 00:02:50.000]  人數多如海邊的沙
[00:02:50.000 --> 00:02:54.000]  就是太多人了太大了這個兵
[00:02:54.000 --> 00:02:57.000]  不能算的意思
[00:02:57.000 --> 00:03:03.000]  所以這個王他面對的問題的時候
[00:03:03.000 --> 00:03:09.000]  他就是想用自己的方法去處理他的
[00:03:09.000 --> 00:03:13.000]  問題
[00:03:13.000 --> 00:03:17.000]  就是去找人幫忙
[00:03:17.000 --> 00:03:21.000]  一樣的當我們面對生命裏面面對問題的時候
[00:03:21.000 --> 00:03:25.000]  我們第一個事情去做的是什麼
[00:03:25.000 --> 00:03:28.000]  小孩子就去找誰
[00:03:28.000 --> 00:03:30.000]  找爸爸找媽媽
[00:03:30.000 --> 00:03:33.000]  沒錢的時候爸爸給錢
[00:03:33.000 --> 00:03:35.000]  對不對
[00:03:35.000 --> 00:03:38.000]  我們通常都是這樣的
[00:03:38.000 --> 00:03:41.000]  我們面對問題我們就是立刻
[00:03:41.000 --> 00:03:46.000]  看我們旁邊誰能幫我們
[00:03:46.000 --> 00:03:50.000]  這個不是錯的
[00:03:50.000 --> 00:03:55.000]  因爲你不可能去找一個沒有能力的人來幫你的
[00:03:55.000 --> 00:03:56.000]  對不對
[00:03:56.000 --> 00:04:03.000]  你不會去找一個雞蛋給你一片面包來喫
[00:04:03.000 --> 00:04:05.000]  因爲他自己都不夠喫
[00:04:05.000 --> 00:04:07.000]  對不對
[00:04:07.000 --> 00:04:09.000]  還有神創造我們的時候
[00:04:09.000 --> 00:04:14.000]  他創造我們要彼此的互相的照顧
[00:04:14.000 --> 00:04:19.000]  互相的彼此相愛
[00:04:19.000 --> 00:04:24.000]  所以他當創造了亞當
[00:04:24.000 --> 00:04:26.000]  他也給他一個幫手
[00:04:26.000 --> 00:04:30.000]  夏娃來幫他
[00:04:30.000 --> 00:04:34.000]  還有他在經文裏面看到就是
[00:04:34.000 --> 00:04:36.000]  他吩咐就是我們彼此相愛
[00:04:36.000 --> 00:04:38.000]  彼此照顧
[00:04:38.000 --> 00:04:41.000]  要愛人如愛自己
[00:04:41.000 --> 00:04:44.000]  所以有什麼問題呢
[00:04:44.000 --> 00:04:48.000]  如果我們去找人來幫助
[00:04:48.000 --> 00:04:51.000]  幫我們面對問題的
[00:04:51.000 --> 00:04:54.000]  問題是在哪裏呢
[00:04:54.000 --> 00:04:57.000]  問題是你找誰
[00:04:57.000 --> 00:04:59.000]  對不對
[00:04:59.000 --> 00:05:05.000]  找錯人會有更加多的麻煩
[00:05:05.000 --> 00:05:09.000]  不好的結果
[00:05:09.000 --> 00:05:13.000]  雖然你找人來幫我們的時候
[00:05:13.000 --> 00:05:15.000]  他們的動機是好的
[00:05:15.000 --> 00:05:18.000]  通常是好的要幫我們
[00:05:18.000 --> 00:05:20.000]  但是你找錯人
[00:05:20.000 --> 00:05:22.000]  特別我們做基督徒的時候
[00:05:22.000 --> 00:05:24.000]  我們找錯人的時候
[00:05:24.000 --> 00:05:26.000]  他們的意見他們的幫忙
[00:05:26.000 --> 00:05:30.000]  可能使到我們的會離開神
[00:05:30.000 --> 00:05:34.000]  我們的信心會被影響到
[00:05:34.000 --> 00:05:37.000]  我記得我在加拿大的時候
[00:05:37.000 --> 00:05:40.000]  在艾城
[00:05:40.000 --> 00:05:46.000]  我認識到一個基督徒
[00:05:46.000 --> 00:05:50.000]  被改變他的信仰
[00:05:50.000 --> 00:05:54.000]  變成一個佛教徒
[00:05:54.000 --> 00:05:56.000]  我認識這個人的時候
[00:05:56.000 --> 00:05:59.000]  是人介紹給我的
[00:05:59.000 --> 00:06:01.000]  因爲他是新加坡人
[00:06:01.000 --> 00:06:04.000]  你應該要認識這個人
[00:06:04.000 --> 00:06:07.000]  所以他介紹我跟他認識
[00:06:07.000 --> 00:06:10.000]  於是我就跟他
[00:06:10.000 --> 00:06:13.000]  我忘記喫飯還是喝咖啡的時候
[00:06:13.000 --> 00:06:15.000]  我就跟他坐下來的時候
[00:06:15.000 --> 00:06:16.000]  我就問他
[00:06:16.000 --> 00:06:17.000]  你可以告訴我們
[00:06:17.000 --> 00:06:19.000]  爲什麼你會從一個基督徒
[00:06:19.000 --> 00:06:22.000]  變成一個佛教徒
[00:06:22.000 --> 00:06:25.000]  他就跟我講他的故事
[00:06:25.000 --> 00:06:27.000]  他說他在新加坡的時候
[00:06:27.000 --> 00:06:30.000]  他在一個教會里面的時候
[00:06:30.000 --> 00:06:35.000]  那個時候他跟他太太就搞離婚
[00:06:35.000 --> 00:06:37.000]  在這個過程裏面
[00:06:37.000 --> 00:06:41.000]  他很傷心很痛苦
[00:06:41.000 --> 00:06:47.000]  但是沒有人來安慰他或幫助他
[00:06:47.000 --> 00:06:50.000]  只有這對夫婦
[00:06:50.000 --> 00:06:55.000]  這個佛教的夫婦
[00:06:55.000 --> 00:06:59.000]  就幫助他經過這個過程
[00:06:59.000 --> 00:07:03.000]  然後這對夫婦他們要來加拿大的時候
[00:07:03.000 --> 00:07:05.000]  他們來這邊做生意的時候
[00:07:05.000 --> 00:07:07.000]  移民來這邊做生意的時候
[00:07:07.000 --> 00:07:11.000]  他也帶領他過來
[00:07:11.000 --> 00:07:15.000]  讓他做他的股東
[00:07:15.000 --> 00:07:17.000]  離開傷心地
[00:07:17.000 --> 00:07:19.000]  所以因做這樣
[00:07:19.000 --> 00:07:21.000]  他被感動
[00:07:21.000 --> 00:07:24.000]  他就改信
[00:07:24.000 --> 00:07:25.000]  改他的信仰
[00:07:25.000 --> 00:07:27.000]  改成佛教
[00:07:27.000 --> 00:07:31.000]  變成一個很真誠的佛教徒
[00:07:31.000 --> 00:07:35.000]  每天是念經的
[00:07:35.000 --> 00:07:39.000]  所以這也是爲什麼神要以色列人
[00:07:39.000 --> 00:07:50.000]  不要跟外邦人有關係或有婚姻的意義
[00:07:50.000 --> 00:07:55.000]  特別在這個時候我們看到耶穌亞書裏面
[00:07:55.000 --> 00:07:58.000]  也從這個故事裏面可以看到
[00:07:58.000 --> 00:08:03.000]  如果你找錯對象來幫助我們的時候
[00:08:03.000 --> 00:08:07.000]  我們可能會離開神
[00:08:07.000 --> 00:08:09.000]  還有我們也可以看到
[00:08:09.000 --> 00:08:11.000]  我們做基督徒的時候
[00:08:11.000 --> 00:08:13.000]  在教會里面的時候
[00:08:13.000 --> 00:08:22.000]  我們很多時候去掉機會幫助那些有需要的人
[00:08:22.000 --> 00:08:31.000]  特別講到這些在婚姻的問題裏面的弟兄姐妹
[00:08:31.000 --> 00:08:35.000]  我知道很多時候我們面對這種情況的時候
[00:08:35.000 --> 00:08:37.000]  我們很尷尬
[00:08:37.000 --> 00:08:40.000]  我們不知道怎麼樣去幫助
[00:08:40.000 --> 00:08:46.000]  有什麼話可以說可以幫助他們
[00:08:46.000 --> 00:08:49.000]  或有時我們不願意的時候
[00:08:49.000 --> 00:08:57.000]  就是懼怕如果我們對他們太好的時候
[00:08:57.000 --> 00:09:00.000]  人家以爲我們誤會誤會
[00:09:00.000 --> 00:09:08.000]  我們是說我們贊同他們所做的事情
[00:09:08.000 --> 00:09:16.000]  但是幫忙不是代表我們同意他所做的事情
[00:09:16.000 --> 00:09:24.000]  聖經很清楚講我們要愛罪人
[00:09:24.000 --> 00:09:32.000]  但是不要同意或同樣的他的罪
[00:09:32.000 --> 00:09:35.000]  所以很多時候我們就是把
[00:09:35.000 --> 00:09:39.000]  英文一句話就是你把那個baby throw out with the water
[00:09:39.000 --> 00:09:43.000]  就是把孩子跟那個骯髒的水洗澡完
[00:09:43.000 --> 00:09:45.000]  把他一起丟掉
[00:09:45.000 --> 00:10:01.000]  但是我們要用愛心去給人看到我們所信的真理
[00:10:01.000 --> 00:10:06.000]  用愛心怎麼樣去行出這個真理
[00:10:06.000 --> 00:10:12.000]  我記得在幾年前我還在Santa Barbara的時候
[00:10:12.000 --> 00:10:14.000]  我們收到一個電話
[00:10:14.000 --> 00:10:19.000]  這個電話就是有一個比較老的聖人僕人退休了
[00:10:19.000 --> 00:10:23.000]  跟他太太他給我們一個電話就說
[00:10:23.000 --> 00:10:30.000]  你能不能叫這個某某人你們不要幫他
[00:10:30.000 --> 00:10:34.000]  因爲他有他的原因就這樣跟我告訴我
[00:10:34.000 --> 00:10:38.000]  我們聽了以後我們就只是聽了
[00:10:38.000 --> 00:10:41.000]  但是我們繼續照着我們的本分
[00:10:41.000 --> 00:10:45.000]  做牧者的本分我們去幫這個人
[00:10:45.000 --> 00:10:47.000]  爲什麼我會這樣做呢
[00:10:47.000 --> 00:10:56.000]  因爲我覺得我們幫忙一個人的不是應做一個人說的話
[00:10:56.000 --> 00:11:01.000]  乃是應該是神的話語去教導我們怎麼去做
[00:11:01.000 --> 00:11:06.000]  聖經很清楚說我們要愛人如愛自己
[00:11:06.000 --> 00:11:11.000]  我們要幫的人是應做我們愛他
[00:11:11.000 --> 00:11:17.000]  要希望他可以來相信神或可以接近神
[00:11:17.000 --> 00:11:21.000]  或可以被醫治來追求神
[00:11:21.000 --> 00:11:27.000]  我們所幫的不是應做我們聽人的話
[00:11:27.000 --> 00:11:31.000]  好話壞話我們纔去幫或不幫
[00:11:31.000 --> 00:11:34.000]  乃是神的話語
[00:11:34.000 --> 00:11:37.000]  還有特別我是做一個牧者的
[00:11:37.000 --> 00:11:41.000]  如果會有來我們當中的崇拜的
[00:11:41.000 --> 00:11:48.000]  我們不幫的時候他們要去哪裏找到這些人來幫呢
[00:11:48.000 --> 00:11:52.000]  所以我們就會去找他們的朋友
[00:11:52.000 --> 00:11:55.000]  外面的朋友不是基督徒的朋友
[00:11:55.000 --> 00:12:03.000]  那我們就去掉那個機會來幫這些人帶領他們來信主
[00:12:03.000 --> 00:12:09.000]  所以我們找誰來幫是很重要的
[00:12:09.000 --> 00:12:18.000]  我們做基督徒的我們也要學習怎麼去接納怎麼去幫這些人
[00:12:18.000 --> 00:12:22.000]  當他們面對困難在他們生命裏面
[00:12:22.000 --> 00:12:26.000]  因爲我們是一個教會
[00:12:26.000 --> 00:12:29.000]  我們是弟兄姐妹在住裏面
[00:12:29.000 --> 00:12:39.000]  我們的責任我們的福分神給我們的福分是要祝福別人
[00:12:39.000 --> 00:12:43.000]  但是很多時候我們來到教會的時候
[00:12:43.000 --> 00:12:49.000]  我們就是好像教會是一個踢球場
[00:12:49.000 --> 00:12:52.000]  不是一個避難所
[00:12:52.000 --> 00:12:56.000]  來踢球場的人來做什麼
[00:12:56.000 --> 00:13:00.000]  只是坐着看着拍拍手
[00:13:00.000 --> 00:13:03.000]  打得好打得好
[00:13:03.000 --> 00:13:08.000]  這邊就是講得好唱得好
[00:13:08.000 --> 00:13:13.000]  但是教會是一個避難所
[00:13:13.000 --> 00:13:25.000]  那些有問題的人應該可以找到一個安全的地方來被醫治被安慰
[00:13:25.000 --> 00:13:30.000]  所以我們要做基督徒我們在一個教會里面
[00:13:30.000 --> 00:13:42.000]  我們要學習就怎麼樣把我們所認識知道的活出來在這個大家庭裏面
[00:13:42.000 --> 00:13:52.000]  所以這是因果我們會有這些的團系小組
[00:13:52.000 --> 00:14:01.000]  因爲我們知道在大教會里面我們也不能很好的每個人都知道他們有需要去關心他們
[00:14:01.000 --> 00:14:06.000]  但是因果他們願意參與這些的團系小組的時候
[00:14:06.000 --> 00:14:12.000]  其他的弟兄姐妹們知道他們的需要的時候也可以爲他們帶到爲他們幫助
[00:14:12.000 --> 00:14:22.000]  好像早期的教會在使徒經傳裏面他們可以彼此的相愛彼此的照顧
[00:14:22.000 --> 00:14:29.000]  當我們明白這個事情的時候對象跟我們的責任的時候
[00:14:29.000 --> 00:14:36.000]  我們可以第一個問題我們要問就是我可以做什麼或我們應該做什麼
[00:14:36.000 --> 00:14:43.000]  三個東西我在我的講章裏面會提到
[00:14:43.000 --> 00:14:50.000]  第一我們要相信神的話語
[00:14:50.000 --> 00:14:59.000]  你看以色列人雖然他們也是一樣面對一個問題
[00:14:59.000 --> 00:15:09.000]  這個問題就是這些王有最流行的兵器他沒有的
[00:15:09.000 --> 00:15:19.000]  這些王的兵也是這樣多來控制他們要打他們
[00:15:19.000 --> 00:15:23.000]  他們也是有一個很大的問題
[00:15:23.000 --> 00:15:38.000]  但是他們怎麼樣處理呢他們是照着神所應許的話語去處理他們的問題
[00:15:38.000 --> 00:15:46.000]  神怎麼樣告訴耶穌人呢第六節他說不要懼怕
[00:15:46.000 --> 00:15:56.000]  明天這個時候我會把你的仇人交付他們在你的手我會殺光他們
[00:15:56.000 --> 00:16:02.000]  這個不是神第一次給他們這個應許很多次了神已經給他們應許
[00:16:02.000 --> 00:16:14.000]  我們讀這張書的時候我們會看到很多次神應許他們會幫他們把他們的敵人打敗
[00:16:14.000 --> 00:16:23.000]  所以以色列人不但有神的話語他們也有經驗過神的信使在他們的身上
[00:16:23.000 --> 00:16:30.000]  所以他們就照着神的話語去處理他們所面對的問題
[00:16:30.000 --> 00:16:40.000]  我們一樣的是要照着神的話語
[00:16:40.000 --> 00:16:47.000]  我常常說神給我們兩個東西在我們做基督徒
[00:16:47.000 --> 00:17:12.000]  耶穌給我們兩個工具
[00:17:12.000 --> 00:17:17.000]  聖經,神的話語,Holy Spirit,神的靈
[00:17:17.000 --> 00:17:23.000]  神的話語告訴我們怎樣去處理或怎麼樣去活着這個生命
[00:17:23.000 --> 00:17:28.000]  聖靈給我們能力去做我們不能做的
[00:17:28.000 --> 00:17:33.000]  就是給我們這個力量信心去依靠神所說的話
[00:17:33.000 --> 00:17:36.000]  相信他
[00:17:36.000 --> 00:17:42.000]  所以我們一樣的可以應着神應許我們告訴我們的話語的時候
[00:17:42.000 --> 00:17:53.000]  我們去打這個生命的戰,這些的挑戰,這些的問題
[00:17:53.000 --> 00:17:59.000]  我們的生命多多少少都有很多的問題,對不對
[00:17:59.000 --> 00:18:03.000]  可能這些問題是我們跟人的關係
[00:18:03.000 --> 00:18:10.000]  有的問題可能是我們在物質上需要的問題
