
[00:00:00.000 --> 00:00:02.560]  我不知大家有冇朋友㗎呢
[00:00:02.560 --> 00:00:07.440]  朋友呢樣嘢其實都幾 點講呢
[00:00:07.440 --> 00:00:09.720]  你可以話有好多朋友又得
[00:00:09.720 --> 00:00:12.120]  或者你有幾個朋友亦都得
[00:00:12.120 --> 00:00:14.080]  因為有知己朋友㗎嘛係咪
[00:00:14.080 --> 00:00:18.920]  人生裏面有一首歌我就覺得係好經典嘅
[00:00:18.920 --> 00:00:20.600]  唔知大家有冇聽過呢
[00:00:20.600 --> 00:00:25.800]  朋友 我當你一世 朋友
[00:00:25.800 --> 00:00:28.120]  不過呢首歌你唔好以為真係好happy
[00:00:28.120 --> 00:00:31.760]  因為佢話 非什麽大仇 為何舊知己
[00:00:31.760 --> 00:00:34.880]  在最後變做 不是老友
[00:00:34.880 --> 00:00:36.320]  變成唔係老友
[00:00:36.320 --> 00:00:39.040]  嘩 其實呢個都幾痛苦
[00:00:39.040 --> 00:00:41.360]  本來係舊知己
[00:00:41.360 --> 00:00:46.080]  但係跟住最後呢 變唔到老友
[00:00:46.080 --> 00:00:49.360]  喺我嘅年代呢 我好鍾意聽一首歌
[00:00:49.360 --> 00:00:53.720]  誰不知分開只有數年
[00:00:53.720 --> 00:00:55.040]  知唔知跟住嗰句係咩
[00:00:55.040 --> 00:00:58.480]  共你相逢 先感覺到
[00:00:58.480 --> 00:01:01.200]  兩家亦在邊
[00:01:01.200 --> 00:01:03.040]  係咪好sad呀
[00:01:03.040 --> 00:01:05.000]  經過咁多年相隔咗一輪之後
[00:01:05.000 --> 00:01:08.040]  原來發覺兩個都改變咗
[00:01:08.040 --> 00:01:08.920]  不過都唔係嘅
[00:01:08.920 --> 00:01:11.880]  我諗吓我細個嘅時候都聽過一首好精彩嘅歌
[00:01:11.880 --> 00:01:15.120]  以真誠我祝福你
[00:01:15.120 --> 00:01:16.680]  識㗎喎
[00:01:16.680 --> 00:01:18.800]  願將一腔熱誠給你
[00:01:18.800 --> 00:01:19.760]  常為你鼓舞
[00:01:19.760 --> 00:01:22.560]  呢啲咪老友 呢啲咪知己囉
[00:01:22.560 --> 00:01:25.480]  咁當然啦 仲有咸校長 唔係咸校長 係譚校長
[00:01:25.480 --> 00:01:27.800]  仲有咩你為我 我又為你
[00:01:27.800 --> 00:01:29.480]  都係朋友嚟㗎
[00:01:29.480 --> 00:01:31.800]  梗呃你手朋友
[00:01:31.800 --> 00:01:34.320]  當然我亦都記得一首好經典嘅歌
[00:01:34.320 --> 00:01:36.400]  鄭伊綿
[00:01:36.400 --> 00:01:39.200]  來忘掉初對 來懷念過去
[00:01:39.200 --> 00:01:42.800]  曾共度患難日子 總有樂趣
[00:01:42.800 --> 00:01:47.560]  呢啲你同我同年代㗎 你唔好話唔識㗎
[00:01:47.560 --> 00:01:53.920]  唔知邊個鄭伊健添呀
[00:01:53.920 --> 00:01:55.520]  喂 誰呀
[00:01:55.520 --> 00:01:59.080]  我只能夠話無言呀咁樣係呀嘛
[00:01:59.080 --> 00:02:01.080]  中國人呢成日都講
[00:02:01.080 --> 00:02:03.400]  中國人成日都講話多個朋友
[00:02:03.400 --> 00:02:04.880]  好過多個敵人
[00:02:04.880 --> 00:02:06.960]  又或者係出外就靠朋友
[00:02:06.960 --> 00:02:09.240]  注重嘅就係嗰種和諧啦
[00:02:09.240 --> 00:02:11.080]  嗰種資源
[00:02:11.080 --> 00:02:12.960]  朋友嘅概念其實
[00:02:12.960 --> 00:02:14.840]  如果咁樣理解嘅話
[00:02:14.840 --> 00:02:16.720]  就係減少啲助力
[00:02:16.720 --> 00:02:17.960]  就增加多啲
[00:02:17.960 --> 00:02:20.920]  減少啲阻力就增加啲助力
[00:02:20.920 --> 00:02:21.960]  呢個就係幫助我哋
[00:02:21.960 --> 00:02:23.600]  喺複雜嘅人際關係裏面
[00:02:23.600 --> 00:02:27.920]  搵到一條生存嘅一個嘅希望咋嘛
[00:02:27.920 --> 00:02:29.760]  而喺中國嘅傳統文化裏面
[00:02:29.760 --> 00:02:31.520]  人脈係非常之重要嘅
[00:02:31.520 --> 00:02:36.000]  所以呢我哋追求盡量都係唔同人交惡嘅
[00:02:36.000 --> 00:02:36.960]  我哋可以嘅話呢
[00:02:36.960 --> 00:02:40.320]  中國人嘅智慧呢就係屬於叫做減去
[00:02:40.320 --> 00:02:43.400]  減少啲敵人就增加我哋嘅安全感
[00:02:43.400 --> 00:02:45.960]  唔知你同唔同意呢
[00:02:45.960 --> 00:02:49.520]  大概呢呢個都係中國人所講嘅處世之道
[00:02:49.520 --> 00:02:53.360]  但係曾賢所講嘅似乎係另一番嘅智慧嘅說話
[00:02:53.360 --> 00:02:56.960]  曾賢所強調嘅就係萬千人嘅裏面
[00:02:56.960 --> 00:03:02.600]  你要辨認出邊啲先係真正嘅好朋友
[00:03:02.600 --> 00:03:06.320]  當然啦我哋唔一定要否定多個朋友
[00:03:06.320 --> 00:03:09.520]  好過多個敵人嘅呢一個嘅處事嘅態度
[00:03:09.520 --> 00:03:11.520]  但我哋必須要睇清楚就係
[00:03:11.520 --> 00:03:16.200]  嗰一種朋友只能夠陪伴你走平坦嘅道路
[00:03:16.200 --> 00:03:19.160]  當你要走上坡嘅時候或者上斜路嘅時候
[00:03:19.160 --> 00:03:22.840]  或者你人生跌咗落去幽谷黑暗嘅日子嘅時候
[00:03:22.840 --> 00:03:26.360]  其實唔係咁多朋友呢啲所謂嘅
[00:03:26.360 --> 00:03:30.280]  同你同袍嘅平地裏面行嘅朋友
[00:03:30.280 --> 00:03:34.000]  可以陪你咁樣走法嘅
[00:03:34.000 --> 00:03:36.480]  頭先有一首歌呢我好有印象
[00:03:36.480 --> 00:03:40.840]  就係呢關正傑嘅相對無言
[00:03:40.840 --> 00:03:43.560]  我記得喺19年嘅時候
[00:03:43.560 --> 00:03:45.560]  我識得一個好好嘅朋友
[00:03:45.560 --> 00:03:52.040]  就係因為一啲嘅當時嘅環境嘅改變
[00:03:52.040 --> 00:03:56.480]  就覺得大家原來係喺嗰個
[00:03:56.480 --> 00:04:00.920]  即係政治嘅環境裏面係有咁不同
[00:04:00.920 --> 00:04:04.520]  跟住連Facebook都搏埋嚟
[00:04:04.520 --> 00:04:07.840]  我唔知大家有冇經歷呢啲咁嘅情況
[00:04:07.840 --> 00:04:11.440]  係呀平坦嘅道路可能好多friend
[00:04:11.440 --> 00:04:13.680]  但係一走到啲日子裏面
[00:04:13.680 --> 00:04:15.680]  其實我哋就會分得清
[00:04:15.680 --> 00:04:19.880]  到底邊啲先至係真正係你嘅朋友
[00:04:19.880 --> 00:04:23.480]  我哋到底要過嘅一個活得順利嘅人生
[00:04:23.480 --> 00:04:27.360]  還是針研所教導嘅活得有根基嘅人生
[00:04:27.360 --> 00:04:30.840]  而呢啲嘅朋友其實就係喺針研裏面
[00:04:30.840 --> 00:04:32.720]  係好重要嘅教導之一
[00:04:32.720 --> 00:04:34.320]  今日我哋就嘗試睇兩節嘅針研
[00:04:34.320 --> 00:04:35.760]  嚟到學習三樣嘢
[00:04:35.760 --> 00:04:37.720]  第一樣嘢就係知己好友
[00:04:37.720 --> 00:04:41.720]  係要講求嘅係質而唔係講求量
[00:04:41.720 --> 00:04:44.240]  我哋一齊睇一睇第十八章嘅第二十四節
[00:04:44.240 --> 00:04:46.000]  我哋請讀
[00:04:46.000 --> 00:04:48.400]  朋友的自取敗壞
[00:04:48.400 --> 00:04:51.560]  但有一朋友比弟兄更親密
[00:04:51.560 --> 00:04:54.960]  中文聖經返去做濫交朋友呢四隻字
[00:04:54.960 --> 00:04:58.640]  你聽落都好似有啲好負面性
[00:04:58.640 --> 00:05:00.880]  你想唔想你嘅仔濫交朋友
[00:05:00.880 --> 00:05:02.400]  你想唔想你嘅女濫交朋友
[00:05:02.400 --> 00:05:03.760]  梗係唔想嘅係咪
[00:05:03.760 --> 00:05:05.680]  有邊一個家長想你讀完書
[00:05:05.680 --> 00:05:07.080]  或者去完Sunday school之後話
[00:05:07.080 --> 00:05:08.760]  我鍾意濫交朋友
[00:05:08.760 --> 00:05:11.360]  無一個家長想見到咁嘅情況出現
[00:05:11.360 --> 00:05:15.480]  呢個四個中文字係一個非常之誤導嘅字眼
[00:05:15.480 --> 00:05:19.400]  因為原文根本冇濫交呢兩隻中文字
[00:05:19.400 --> 00:05:21.800]  其實原文係上半句有三隻中文
[00:05:21.800 --> 00:05:23.200]  三隻嘅希伯來文字
[00:05:23.200 --> 00:05:24.800]  意思返過嚟就係話
[00:05:24.800 --> 00:05:28.240]  我有好多朋友嘅人
[00:05:28.240 --> 00:05:30.480]  佢受到損害
[00:05:30.480 --> 00:05:32.400]  又或者係佢自取敗壞
[00:05:32.400 --> 00:05:36.000]  又或者你返去做仇犯悲傷都得
[00:05:36.000 --> 00:05:37.840]  下半句就有四個希伯來文字
[00:05:37.840 --> 00:05:41.120]  好得意個針研好多時候都係七個希伯來文字
[00:05:41.120 --> 00:05:44.200]  上三就下四或者上四就下三
[00:05:44.200 --> 00:05:45.840]  下半句就係講
[00:05:45.840 --> 00:05:48.240]  但有一個朋友嘅朋友呢個字
[00:05:48.240 --> 00:05:51.800]  其實希伯來文係一個動詞嘅分詞
[00:05:51.800 --> 00:05:53.800]  意思即係話其實呢個字
[00:05:53.800 --> 00:05:55.720]  係唔係指一個朋友咁簡單
[00:05:55.720 --> 00:05:58.160]  係一個愛呢個字
[00:05:58.160 --> 00:06:00.080]  不過佢係一個動詞嘅分詞
[00:06:00.080 --> 00:06:02.320]  希伯來文呢個字其實可能好多人都聽過
[00:06:02.320 --> 00:06:05.280]  因為好多嘅產品都用呢個字做名字
[00:06:05.280 --> 00:06:06.680]  "I have"呢個字
[00:06:06.680 --> 00:06:09.240]  呢個字其實意思即係等於知己
[00:06:09.240 --> 00:06:11.720]  所以有啲翻譯本就索性話
[00:06:11.720 --> 00:06:16.640]  但有一個知己比弟兄更親密
[00:06:16.640 --> 00:06:19.920]  所以我就基於呢一個嘅動詞嘅分詞
[00:06:19.920 --> 00:06:22.480]  我就將佢索性呢句說話翻譯做
[00:06:22.480 --> 00:06:26.360]  但有一個真正愛你的知心朋友
[00:06:26.360 --> 00:06:30.600]  遠比一位嘅親屬更親近
[00:06:30.600 --> 00:06:34.600]  呢一句嘅針研嘅上半句話有好多朋友嘅人
[00:06:34.600 --> 00:06:39.080]  證明咗呢一個人應該社交圈子好廣
[00:06:39.080 --> 00:06:40.120]  我唔知你同唔同意
[00:06:40.120 --> 00:06:42.400]  你係屬於一個社交圈子好廣嘅人
[00:06:42.400 --> 00:06:44.040]  還是唔係呢
[00:06:44.040 --> 00:06:45.800]  你多唔多朋友嘅呢
[00:06:45.800 --> 00:06:49.120]  問題係點解呢個咁多朋友嘅人
[00:06:49.120 --> 00:06:53.120]  竟然會令到自己受到傷害
[00:06:53.120 --> 00:06:56.000]  跟住甚至經歷咗悲傷
[00:06:56.000 --> 00:07:00.480]  甚至好似中文翻譯咁講自取敗壞
[00:07:00.480 --> 00:07:03.880]  點解會淪落到咁樣嘅情況呢
[00:07:03.880 --> 00:07:06.240]  更加特別嘅地方就係18章24節
[00:07:06.240 --> 00:07:10.400]  針研上半節一開始就話「個人」呢一隻字
[00:07:10.400 --> 00:07:13.880]  希伯來文呢個字叫做「ish」呢個字
[00:07:13.880 --> 00:07:16.280]  「ish」呢個字其實好有趣嘅地方就係
[00:07:16.280 --> 00:07:19.560]  跟住24節嘅下半節
[00:07:19.560 --> 00:07:21.520]  又有一個字同佢好相似嘅
[00:07:21.520 --> 00:07:23.800]  同「ish」呢個字非常之相似
[00:07:23.800 --> 00:07:26.480]  希伯來文如果讀出嚟叫做「ish」
[00:07:26.480 --> 00:07:28.080]  聽得聽到係咪好發音好似呀
[00:07:28.080 --> 00:07:30.520]  「ish」「ish」
[00:07:30.520 --> 00:07:33.680]  一個係「人」一個係「有」
[00:07:33.680 --> 00:07:35.000]  「人」就係「ish」
[00:07:35.000 --> 00:07:36.960]  「有」就係「ish」
[00:07:36.960 --> 00:07:40.040]  呢兩個字母呢有兩個字母係完全一樣嘅
[00:07:40.040 --> 00:07:44.000]  所以呢個作者係故意咁樣放出嚟做一個對比
[00:07:44.000 --> 00:07:46.920]  上半節嘅主角嘅呢個人「ish」
[00:07:46.920 --> 00:07:49.080]  強調咗佢社交嘅行為
[00:07:49.080 --> 00:07:51.040]  佢好努力呀
[00:07:51.040 --> 00:07:53.520]  去經營好佢嘅人物
[00:07:53.520 --> 00:07:56.640]  所以呢佢擁有好多嘅好朋友
[00:07:56.640 --> 00:07:59.200]  好多嘅社交鋪所謂嘅好朋友
[00:07:59.200 --> 00:08:00.760]  但結果係點呀
[00:08:00.760 --> 00:08:04.520]  結果就係佢諗住雙手賺返嚟嘅友情
[00:08:04.520 --> 00:08:08.040]  結果呢去到最終原來係自毀長盛
[00:08:08.040 --> 00:08:08.920]  破碎啦
[00:08:08.920 --> 00:08:09.880]  損害啦
[00:08:09.880 --> 00:08:11.040]  變成咗惡啦
[00:08:11.040 --> 00:08:12.280]  甚至毀滅啦
[00:08:12.280 --> 00:08:14.040]  甚至不幸
[00:08:14.040 --> 00:08:17.240]  但下半句真正嘅「有」呢個字呢
[00:08:17.240 --> 00:08:18.760]  呢個「有」「ish」嘅字呢
[00:08:18.760 --> 00:08:22.920]  就係有一位充滿咗資深「有」嘅人
[00:08:22.920 --> 00:08:25.800]  呢個格言好明顯係玩緊啲文字遊戲
[00:08:25.800 --> 00:08:29.400]  你以為你有一個擁有萬千好友嘅大人物呀
[00:08:29.400 --> 00:08:32.520]  你覺得你自己係一個「ish」
[00:08:32.520 --> 00:08:34.600]  但其實你係乜都冇呀
[00:08:34.600 --> 00:08:37.480]  相反你生命裏面有「ish」
[00:08:37.480 --> 00:08:38.840]  一個就夠啦
[00:08:38.840 --> 00:08:41.320]  就係一個知己朋友
[00:08:41.320 --> 00:08:43.080]  唔知大家有冇咁嘅經歷呢
[00:08:43.080 --> 00:08:49.640]  有一個知己朋友勝過100個你電話簿裏面嘅friend
[00:08:49.640 --> 00:08:53.080]  你先真正擁有一個真正有價值嘅關係
[00:08:53.080 --> 00:08:54.360]  有兩樣嘢值得我哋留意嘅
[00:08:54.360 --> 00:08:55.960]  第一樣嘢就係呢度好明顯
[00:08:55.960 --> 00:08:59.800]  係一個質量對於數量嘅對比
[00:08:59.800 --> 00:09:02.120]  上半節嘅呢個人呀
[00:09:02.120 --> 00:09:03.320]  「ish」呢個人
[00:09:03.320 --> 00:09:05.400]  佢經營嘅係「量」
[00:09:05.400 --> 00:09:08.120]  佢擁有巨大嘅社交人物
[00:09:08.120 --> 00:09:11.240]  身邊圍繞住無數嘅所謂社交嘅朋友
[00:09:11.240 --> 00:09:13.720]  呢啲社交嘅朋友嘅裏面
[00:09:13.720 --> 00:09:16.920]  梗係希望可以搏多啲點讚呀
[00:09:16.920 --> 00:09:19.240]  拼命擴張多啲人物呀
[00:09:19.240 --> 00:09:23.160]  以為朋友越多就越安全就越成功
[00:09:23.160 --> 00:09:25.480]  我唔知大家有冇睇啲youtube頻道嘅呢
[00:09:25.480 --> 00:09:28.680]  佢哋梗係通常話畀你聽叫訂閱佢嘅頻道㗎係咪
[00:09:28.680 --> 00:09:31.320]  咁呢就越多就越好㗎啦
[00:09:31.320 --> 00:09:32.840]  越多就越成功
[00:09:32.840 --> 00:09:35.080]  呢個係社會或者呢個文化
[00:09:35.080 --> 00:09:39.400]  所畀我哋嘅一個嘅價值嘅睇法嚟嘅
[00:09:39.400 --> 00:09:41.160]  下半節嘅另一個人呢
[00:09:41.160 --> 00:09:43.720]  佢有「ish」佢有啲乜嘢嘢呢
[00:09:43.720 --> 00:09:44.760]  唔需要多呀
[00:09:44.760 --> 00:09:45.960]  一個
[00:09:45.960 --> 00:09:48.440]  一份實質嘅有愛嘅友情
[00:09:48.440 --> 00:09:51.000]  佢強調嘅就係真正嘅擁有
[00:09:51.000 --> 00:09:53.480]  一個真正愛你嘅知己好朋友
[00:09:53.480 --> 00:09:57.320]  就勝過萬千虛浮嘅社交
[00:09:57.320 --> 00:09:58.600]  咁大家都知道啦
[00:09:58.600 --> 00:10:02.680]  以前呢我哋幾年呢都有做好多嗰啲關於啲社區嘅活動呀
[00:10:02.680 --> 00:10:03.880]  攞好多funding呀
[00:10:03.880 --> 00:10:08.360]  甚至乎呢同一啲嘅政府人員呢打交道
