
[00:00:00.000 --> 00:00:05.400]  大家好,今天我們一起在這頻道
[00:00:05.400 --> 00:00:08.880]  去敬拜我們的主耶穌基督,敬拜我們的神
[00:00:08.880 --> 00:00:12.880]  同樣地,今天我們可以在這裏
[00:00:12.880 --> 00:00:20.760]  聽神的話語,去思想祂今天跟我們說什麼
[00:00:20.760 --> 00:00:26.600]  這幾個星期,信息的系列是「等」
[00:00:26.600 --> 00:00:32.120]  大家都知道「等」是什麼呢?
[00:00:32.120 --> 00:00:38.000]  十二月都快到了,很多時候我們會想「等呀,當然是等聖誕節啦」
[00:00:38.000 --> 00:00:43.400]  不知道大家有沒有去過商場那裏
[00:00:43.400 --> 00:00:47.280]  去看過,那些燈飾全部已經出來了
[00:00:47.280 --> 00:00:52.000]  聖誕樹都有,這些燈全部都已經在那裏了
[00:00:52.000 --> 00:00:54.480]  但其實通常在美國都是這樣的
[00:00:54.480 --> 00:00:59.480]  感恩節,吃完火雞之後,還沒有下隔
[00:00:59.480 --> 00:01:04.280]  很多時候就會馬上去唱聖誕歌
[00:01:04.280 --> 00:01:09.320]  我們其實都還沒有到聖誕節
[00:01:09.320 --> 00:01:11.440]  我們很多時候還沒有到聖誕節的時候
[00:01:11.440 --> 00:01:16.440]  聽聖誕歌,在那裏看聖誕飾物
[00:01:16.440 --> 00:01:19.920]  或者已經佈置好那棵樹
[00:01:19.920 --> 00:01:22.280]  其實去到聖誕節那一天
[00:01:22.280 --> 00:01:27.840]  我們已經累了,已經覺得「行了,夠了,明年再來,行不行」
[00:01:27.840 --> 00:01:31.920]  但到了聖誕節的時候,真的厭悶到爆炸
[00:01:31.920 --> 00:01:37.400]  今天我和大家想去說的,就是「等候」
[00:01:37.400 --> 00:01:43.800]  普通來說,等候這件事是一樣很孤單,很寂寞
[00:01:43.800 --> 00:01:48.200]  甚至乎「等」是會寂寞到野心的
[00:01:48.200 --> 00:01:52.840]  我們去到等的時候,迎接聖誕節這段時間
[00:01:52.840 --> 00:01:55.520]  但其實不是那麼灰心的
[00:01:55.520 --> 00:02:00.800]  其實是一種不同的等候
[00:02:00.800 --> 00:02:05.480]  那是甚麼呢?等候
[00:02:05.480 --> 00:02:09.840]  很多時候我們每一個人都會去等很多東西
[00:02:09.840 --> 00:02:13.640]  我們每一個星期就等星期五
[00:02:13.640 --> 00:02:15.480]  等週末,今天是週末
[00:02:15.480 --> 00:02:18.800]  但很快就會完結,明天就要上班了
[00:02:18.800 --> 00:02:21.640]  我們會等巴士,甚麼都會等
[00:02:21.640 --> 00:02:24.280]  我們等排隊上飛機,越來越差
[00:02:24.280 --> 00:02:33.280]  其實這幾年時時都站在TSA的前面等相機
[00:02:33.280 --> 00:02:36.880]  甚至乎我們每一天都會等微波爐去丟東西
[00:02:36.880 --> 00:02:39.400]  我知道在座有些人不用微波爐
[00:02:39.400 --> 00:02:43.920]  但有些學生們,微波爐是他們唯一的煮食工具
[00:02:43.920 --> 00:02:47.080]  所以我們是不斷不斷地去等
[00:02:47.080 --> 00:02:50.360]  普遍來說,一生人是用了五年的時間
[00:02:50.360 --> 00:02:52.080]  只是去排隊
[00:02:52.080 --> 00:02:55.080]  你想想,如果你有八十歲的命的話
[00:02:55.080 --> 00:02:57.320]  七十五年就是去做其他事情
[00:02:57.320 --> 00:03:01.200]  用了五年時間站在隊伍上
[00:03:01.200 --> 00:03:03.920]  可能你買新的iPhone,可能要等久一點
[00:03:03.920 --> 00:03:06.040]  可能六年、七年
[00:03:06.040 --> 00:03:07.520]  還是等紅綠燈呢?
[00:03:07.520 --> 00:03:09.960]  其實都要用六個月的時間去等
[00:03:09.960 --> 00:03:14.000]  我不知道等一天會不會衝紅燈,衝黃燈
[00:03:14.000 --> 00:03:15.600]  不想等那麼久
[00:03:15.600 --> 00:03:19.040]  基督徒很多時候會有一個錯誤的觀念
[00:03:19.040 --> 00:03:22.560]  認為信了耶穌之後就等上天堂
[00:03:22.560 --> 00:03:27.440]  在地上活幾十年,等完之後就上天堂
[00:03:27.440 --> 00:03:29.040]  那就走了
[00:03:29.040 --> 00:03:33.640]  或者有些人會說,我不管你等甚麼
[00:03:33.640 --> 00:03:36.080]  總之我就會去做
[00:03:36.080 --> 00:03:39.160]  在教會裏面就會不斷的侍奉
[00:03:39.160 --> 00:03:42.080]  在工作上就會很見證
[00:03:42.080 --> 00:03:43.360]  總之我要做給別人看
[00:03:43.360 --> 00:03:45.680]  我不會停下來
[00:03:45.680 --> 00:03:47.200]  就是不停地做,我不會停下來
[00:03:47.200 --> 00:03:49.760]  我不會等,因為我覺得等是浪費時間
[00:03:49.760 --> 00:03:55.800]  從來沒有想過為甚麼我們要去學習等候
[00:03:55.800 --> 00:03:58.120]  嘩,黏住了
[00:03:58.120 --> 00:04:00.200]  好了
[00:04:00.200 --> 00:04:03.600]  大家都知道
[00:04:03.600 --> 00:04:07.920]  今天我想說一個節期,叫做章林期
[00:04:07.920 --> 00:04:09.440]  英文叫Advent
[00:04:09.440 --> 00:04:13.560]  其實節日是做甚麼的,是很重要的
[00:04:13.560 --> 00:04:15.480]  每個人都會慶祝生日
[00:04:15.480 --> 00:04:17.560]  每個人都會慶祝新年
[00:04:17.560 --> 00:04:19.920]  如果我們沒有節期的話
[00:04:19.920 --> 00:04:23.840]  例如端午節,我們連屈原是誰都不記得
[00:04:23.840 --> 00:04:27.760]  所以節期和節日是很重要的
[00:04:27.760 --> 00:04:29.760]  在教會傳統裏面
[00:04:29.760 --> 00:04:36.080]  在聖誕節之前有一個節期
[00:04:36.080 --> 00:04:38.440]  通常是叫章林期,你也知道
[00:04:38.440 --> 00:04:40.040]  例如今天阿峰哥站在前面
[00:04:40.040 --> 00:04:41.160]  大家都會說Yo
[00:04:41.160 --> 00:04:44.440]  我們比較少說傳統或是說甚麼
[00:04:44.440 --> 00:04:47.880]  不過是一個很重要的概念
[00:04:47.880 --> 00:04:51.200]  在教會傳統裏面有兩個節期
[00:04:51.200 --> 00:04:54.520]  是特別令我們學習去等候的
[00:04:54.520 --> 00:04:56.280]  一個叫章林期,Advent
[00:04:56.280 --> 00:05:00.280]  就是我們現在在當中的這個節期
[00:05:00.280 --> 00:05:03.520]  還有一個叫御輔節,御輔期或御輔節
[00:05:03.520 --> 00:05:10.200]  在復活節之前會有等候的節期
[00:05:10.200 --> 00:05:16.680]  章林期在聖誕前四個星期開始
[00:05:16.680 --> 00:05:21.280]  前四個星期,即是這個星期是第二個星期
[00:05:21.280 --> 00:05:25.640]  還有兩個星期之後就會見到聖誕節
[00:05:25.640 --> 00:05:27.920]  即是今年十月二十五日
[00:05:27.920 --> 00:05:29.680]  順帶一提
[00:05:29.680 --> 00:05:34.720]  十月二十五日在Channel Centre會有聖誕崇拜
[00:05:34.720 --> 00:05:37.800]  我們會在十時半進行
[00:05:37.800 --> 00:05:41.120]  因為我們會將兩堂一起合起來
[00:05:41.120 --> 00:05:44.760]  之後我們會有一個很大型的活動
[00:05:44.760 --> 00:05:48.720]  去宣揚基督的來臨
[00:05:48.720 --> 00:05:57.440]  在教會傳統裏面有章林期這個節期
[00:05:57.440 --> 00:06:00.880]  更加上你會見到在這裏
[00:06:00.880 --> 00:06:03.560]  我寫章林期是開始的
[00:06:03.560 --> 00:06:04.400]  甚麼意思呢?
[00:06:04.400 --> 00:06:09.720]  其實每一年的教會年曆都是由章林期
[00:06:09.720 --> 00:06:14.560]  即是大概十二月頭至十一月尾開始
[00:06:14.560 --> 00:06:16.680]  為甚麼會是這樣呢?
[00:06:16.680 --> 00:06:19.200]  其實不是一月才開始的嗎?
[00:06:19.200 --> 00:06:21.800]  平時我們是一月至十二月的
[00:06:21.800 --> 00:06:24.960]  讀Binance的朋友可能會知道這件事
[00:06:24.960 --> 00:06:27.080]  或者買股票的人也會知道這件事
[00:06:27.080 --> 00:06:30.400]  一個Fiscal Year或者一個財務年度
[00:06:30.400 --> 00:06:32.480]  不一定是一月才開始的
[00:06:32.480 --> 00:06:36.720]  通常是圍繞著一些很大的日子
[00:06:36.720 --> 00:06:39.480]  或者是一些時期
[00:06:39.480 --> 00:06:43.240]  在公司可能一年當中的大季
[00:06:43.240 --> 00:06:49.600]  在那時候才會開始財務年度
[00:06:49.600 --> 00:06:52.960]  好像我自己在做公司是做匯款的
[00:06:52.960 --> 00:06:56.080]  在母親節是最重要的
[00:06:56.080 --> 00:06:59.840]  因為你知道發錢到中國大陸或其他國家
[00:06:59.840 --> 00:07:00.920]  通常都是母親節
[00:07:00.920 --> 00:07:02.920]  因為只有母親節才會記得媽媽
[00:07:02.920 --> 00:07:06.320]  他們覺得母親節是最大的
[00:07:06.320 --> 00:07:14.080]  包含著母親節的那一季是Quarter One
[00:07:14.080 --> 00:07:16.800]  在教會裏面最重要的日子
[00:07:16.800 --> 00:07:21.680]  當然就是聖誕節和復活節
[00:07:21.680 --> 00:07:24.160]  就是去紀念耶穌基督的誕生
[00:07:24.160 --> 00:07:28.760]  還有紀念主耶穌基督被釘在十字架上
[00:07:28.760 --> 00:07:32.040]  然後復活的日子
