
[00:00:00.000 --> 00:00:02.000]  頂多祂平安
[00:00:02.000 --> 00:00:05.700]  今早我們一齊透過舊約
[00:00:05.700 --> 00:00:07.700]  因為大家都很熟悉的人物
[00:00:07.700 --> 00:00:11.000]  就是摩西一齊來學習祈禱
[00:00:11.000 --> 00:00:13.000]  對於我們基督徒來說
[00:00:13.000 --> 00:00:16.000]  祈禱可以說是入門
[00:00:16.000 --> 00:00:18.000]  當你開始做基督徒的時候
[00:00:18.000 --> 00:00:22.000]  一定有人教你如何去祈禱
[00:00:22.000 --> 00:00:26.000]  祈禱是我們一生不斷學習的功課
[00:00:26.000 --> 00:00:28.000]  可以說是一生都學不完
[00:00:28.000 --> 00:00:30.000]  曾經有人說
[00:00:30.000 --> 00:00:33.000]  應用我們的信仰或祈禱
[00:00:33.000 --> 00:00:35.000]  是一位日本基督徒的作者
[00:00:35.000 --> 00:00:37.000]  他是一個天主教徒
[00:00:37.000 --> 00:00:38.000]  遠藤周作
[00:00:38.000 --> 00:00:40.000]  最近他有一套電影
[00:00:40.000 --> 00:00:41.000]  《沉默》
[00:00:41.000 --> 00:00:43.000]  可能在最後的電影都看過
[00:00:43.000 --> 00:00:45.000]  其實他說我們信仰
[00:00:45.000 --> 00:00:48.000]  都可以應用在祈禱的那種弔詭性
[00:00:48.000 --> 00:00:51.000]  他說我覺得信仰和倒馬
[00:00:51.000 --> 00:00:53.000]  這裡很不好意思
[00:00:53.000 --> 00:00:55.000]  用倒馬做一個類比
[00:00:55.000 --> 00:00:59.000]  他說初初倒馬經常都發意外之財
[00:00:59.000 --> 00:01:02.000]  但當他說我開始研究馬匹之後
[00:01:02.000 --> 00:01:04.000]  就經常都是倒輸
[00:01:04.000 --> 00:01:06.000]  所以都不鼓勵大家倒博
[00:01:06.000 --> 00:01:08.000]  他的意思
[00:01:08.000 --> 00:01:09.000]  其實我們祈禱都是
[00:01:09.000 --> 00:01:12.000]  你剛剛開始祈禱的時候
[00:01:12.000 --> 00:01:15.000]  你覺得神很多時候都聽你祈禱
[00:01:15.000 --> 00:01:17.000]  有求必應
[00:01:17.000 --> 00:01:19.000]  你們尋求就必得著
[00:01:19.000 --> 00:01:21.000]  很有信心地祈禱
[00:01:21.000 --> 00:01:23.000]  但當你信了耶穌
[00:01:23.000 --> 00:01:26.000]  二十年、三十年、四十年
[00:01:26.000 --> 00:01:28.000]  可能你又會發覺
[00:01:28.000 --> 00:01:30.000]  有時候祈禱
[00:01:30.000 --> 00:01:34.000]  神好像不答應我們的祈禱
[00:01:34.000 --> 00:01:36.000]  或者當我們在一些考驗
[00:01:36.000 --> 00:01:38.000]  或者困難的時候
[00:01:38.000 --> 00:01:40.000]  於是我們心裡會掙扎
[00:01:40.000 --> 00:01:44.000]  是不是我和神的關係出了問題
[00:01:44.000 --> 00:01:47.000]  以致神好像不聽我的祈禱
[00:01:47.000 --> 00:01:49.000]  為什麼我在這個考驗裡面
[00:01:49.000 --> 00:01:51.000]  神不成就
[00:01:51.000 --> 00:01:54.000]  兩個人 舉例同一個家人患病
[00:01:54.000 --> 00:01:57.000]  在教會裡面都經常發生
[00:01:57.000 --> 00:01:59.000]  為什麼一個得到醫治
[00:01:59.000 --> 00:02:01.000]  另一個就得不到醫治
[00:02:01.000 --> 00:02:04.000]  這個都會在教會裡面
[00:02:04.000 --> 00:02:05.000]  發生在我們身邊的
[00:02:05.000 --> 00:02:07.000]  頂智媒體朋友當中
[00:02:07.000 --> 00:02:09.000]  所以這個就是說到
[00:02:09.000 --> 00:02:11.000]  祈禱的那種弔詭
[00:02:11.000 --> 00:02:13.000]  所以在信仰裡面
[00:02:13.000 --> 00:02:15.000]  有時候都很paradoxical
[00:02:15.000 --> 00:02:17.000]  意思就是
[00:02:17.000 --> 00:02:19.000]  我們不是很簡單
[00:02:19.000 --> 00:02:20.000]  我們去看聖經的時候
[00:02:20.000 --> 00:02:22.000]  一定是這樣
[00:02:22.000 --> 00:02:27.000]  所以叫求今天在世界上的生活
[00:02:27.000 --> 00:02:28.000]  我們一定要理解
[00:02:28.000 --> 00:02:31.000]  我們呈現在一種張力裡面
[00:02:31.000 --> 00:02:33.000]  是一種tension
[00:02:33.000 --> 00:02:34.000]  這種張力是什麼
[00:02:34.000 --> 00:02:35.000]  就是有一些
[00:02:35.000 --> 00:02:37.000]  所謂already but not yet
[00:02:37.000 --> 00:02:40.000]  一方面神的國度已經成就
[00:02:40.000 --> 00:02:41.000]  但另一方面我們知道
[00:02:41.000 --> 00:02:46.000]  上帝的國度還沒有完全實施
[00:02:46.000 --> 00:02:49.000]  所以當我們學習祈禱的時候
[00:02:49.000 --> 00:02:51.000]  有一位姐妹
[00:02:51.000 --> 00:02:55.000]  在教會的靈修歷史裡面
[00:02:55.000 --> 00:02:57.000]  稱她為大德娜
[00:02:57.000 --> 00:03:00.000]  她的英文名字是Teresa of Avila
[00:03:00.000 --> 00:03:02.000]  亞維拉的大德娜
[00:03:02.000 --> 00:03:05.000]  屬於一個所謂的修會
[00:03:05.000 --> 00:03:07.000]  叫加密羅修會
[00:03:07.000 --> 00:03:10.000]  比較強調一種神秘的經驗
[00:03:10.000 --> 00:03:12.000]  她說到祈禱
[00:03:12.000 --> 00:03:15.000]  她的祈禱是用四個階段
[00:03:15.000 --> 00:03:18.000]  所以這裡用四幅圖畫來表達
[00:03:18.000 --> 00:03:19.000]  第一幅圖畫
[00:03:19.000 --> 00:03:21.000]  你會看到左上角
[00:03:21.000 --> 00:03:23.000]  在這幅左上角裡面
[00:03:23.000 --> 00:03:26.000]  你祈禱就好像很辛苦的
[00:03:26.000 --> 00:03:31.000]  拿水桶去水井裡面打水
[00:03:31.000 --> 00:03:34.000]  你想想你第一次祈禱的經驗是怎麼樣
[00:03:34.000 --> 00:03:35.000]  我到現在都記得
[00:03:35.000 --> 00:03:37.000]  我第一次祈禱的經驗
[00:03:37.000 --> 00:03:40.000]  那時候我信了耶穌沒多久
[00:03:40.000 --> 00:03:41.000]  我小學中學
[00:03:41.000 --> 00:03:43.000]  我小時候住在明華大廈
[00:03:43.000 --> 00:03:45.000]  所以我遲幼讀書
[00:03:45.000 --> 00:03:48.000]  中六中七的時候我去了張竹山
[00:03:48.000 --> 00:03:50.000]  那時候張竹山有學校的團契
[00:03:50.000 --> 00:03:53.000]  他們就借北宣來聚會
[00:03:53.000 --> 00:03:54.000]  大家明白了
[00:03:54.000 --> 00:03:55.000]  你在教會
[00:03:55.000 --> 00:03:57.000]  你不祈禱沒人知道
[00:03:57.000 --> 00:03:59.000]  但在學校的團契裡面
[00:03:59.000 --> 00:04:01.000]  當時FES
[00:04:01.000 --> 00:04:04.000]  在不同的學校裡面有學生團契
