
[00:00:00.000 --> 00:00:01.800]  各位弟兄姊妹祝你平安
[00:00:01.800 --> 00:00:04.600]  今天站在這裏
[00:00:04.600 --> 00:00:06.920]  其實心情有點複雜
[00:00:06.920 --> 00:00:09.720]  因爲上一次我站在這裏的時候
[00:00:09.720 --> 00:00:12.800]  我那一次5月26號站在這裏
[00:00:12.800 --> 00:00:15.360]  因爲要講到的原因我
[00:00:15.360 --> 00:00:16.900]  推了媽媽的
[00:00:16.900 --> 00:00:18.680]  中午茶
[00:00:18.680 --> 00:00:20.480]  因爲他
[00:00:20.480 --> 00:00:23.300]  約了我當時我說我要講到
[00:00:23.300 --> 00:00:25.080]  然後我就到這裏來
[00:00:25.080 --> 00:00:27.400]  然後當天晚上他叫
[00:00:27.400 --> 00:00:28.420]  中風
[00:00:29.180 --> 00:00:30.460]  深度的昏迷
[00:00:30.460 --> 00:00:33.020]  然後從此就離開世界
[00:00:33.020 --> 00:00:35.060]  所以那一天的
[00:00:35.060 --> 00:00:37.620]  我推了他的約會
[00:00:37.620 --> 00:00:39.420]  成爲心中的遺憾
[00:00:39.420 --> 00:00:40.960]  所以我在這裏
[00:00:40.960 --> 00:00:44.800]  正到的時候其實心中有點複雜
[00:00:44.800 --> 00:00:46.600]  想起他老人家
[00:00:46.600 --> 00:00:48.120]  也想起
[00:00:48.120 --> 00:00:50.940]  有講到的機會分享
[00:00:50.940 --> 00:00:51.960]  主的話語
[00:00:51.960 --> 00:00:53.240]  是寶貴的
[00:00:53.240 --> 00:00:55.040]  所以在這裏
[00:00:55.040 --> 00:00:56.060]  一方面
[00:00:56.060 --> 00:00:57.080]  我有感觸
[00:00:57.080 --> 00:00:59.140]  二方面其實剛纔
[00:00:59.900 --> 00:01:00.660]  流傳到
[00:01:00.660 --> 00:01:03.740]  和我們分享生命碰到困難
[00:01:03.740 --> 00:01:05.540]  但是我們是怎麼樣
[00:01:05.540 --> 00:01:07.080]  去走過這個困難
[00:01:07.080 --> 00:01:09.120]  其實每個人都一樣
[00:01:09.120 --> 00:01:12.200]  好那我們進入
[00:01:12.200 --> 00:01:13.980]  神經的話語
[00:01:13.980 --> 00:01:15.520]  其實今天的
[00:01:15.520 --> 00:01:19.360]  分享其實是在
[00:01:19.360 --> 00:01:21.400]  我在大唐裏面分享的
[00:01:21.400 --> 00:01:24.740]  三個禮拜前的一篇講道
[00:01:24.740 --> 00:01:25.760]  那所以呢
[00:01:25.760 --> 00:01:28.840]  你知道大唐崇拜我們是有一個系列的
[00:01:29.340 --> 00:01:32.160]  是從十篇一百一十九篇我們是
[00:01:32.160 --> 00:01:34.700]  不同的講那所以今天的其實是
[00:01:34.700 --> 00:01:35.480]  第四講
[00:01:35.480 --> 00:01:36.500]  我還
[00:01:36.500 --> 00:01:37.520]  在你們
[00:01:37.520 --> 00:01:38.300]  你們的
[00:01:38.300 --> 00:01:42.640]  週刊裏面沒有這個試試
[00:01:42.640 --> 00:01:43.680]  但其實我
[00:01:43.680 --> 00:01:48.280]  PPT的時候專門留下來因爲他是有
[00:01:48.280 --> 00:01:50.080]  前面三個
[00:01:50.080 --> 00:01:51.360]  不同的
[00:01:51.360 --> 00:01:54.180]  講道的內容人類
[00:01:54.180 --> 00:01:54.940]  集下來的
[00:01:54.940 --> 00:01:55.960]  那所以
[00:01:55.960 --> 00:01:58.260]  如果你有興趣你其實
[00:01:58.520 --> 00:02:01.340]  可以去看看詩篇一百一十九篇
[00:02:01.340 --> 00:02:02.360]  前面的
[00:02:02.360 --> 00:02:03.140]  一道
[00:02:03.140 --> 00:02:05.440]  那那不同的
[00:02:05.440 --> 00:02:06.200]  每個
[00:02:06.200 --> 00:02:08.500]  段落你可以去看
[00:02:08.500 --> 00:02:11.320]  一個是先從方牧師的
[00:02:11.320 --> 00:02:12.100]  從他
[00:02:12.100 --> 00:02:15.420]  一百一十九篇其實是一個夫妻的
[00:02:15.420 --> 00:02:16.440]  詩篇
[00:02:16.440 --> 00:02:18.480]  你遵守神的
[00:02:18.480 --> 00:02:19.760]  話語
[00:02:19.760 --> 00:02:21.040]  又有福
[00:02:21.040 --> 00:02:22.840]  然後第二呢這是
[00:02:22.840 --> 00:02:24.120]  五彩虹牧師的
[00:02:24.120 --> 00:02:27.440]  告訴我們在喜樂當中如何
[00:02:27.440 --> 00:02:28.460]  有祕訣
[00:02:28.720 --> 00:02:29.240]  然後
[00:02:29.240 --> 00:02:30.520]  陳沛
[00:02:30.520 --> 00:02:33.080]  韋牧師他帶領我去思想
[00:02:33.080 --> 00:02:34.880]  困境當中的出路
[00:02:34.880 --> 00:02:36.420]  那所以呢第四個
[00:02:36.420 --> 00:02:39.740]  其實是成績的這三個段落
[00:02:39.740 --> 00:02:40.760]  而下來
[00:02:40.760 --> 00:02:42.040]  詩篇
[00:02:42.040 --> 00:02:47.680]  一百一十九篇是傳本聖經裏面最長的一個詩篇
[00:02:47.680 --> 00:02:53.060]  他基本上是分爲176節分爲22個段落
[00:02:53.060 --> 00:02:55.880]  這22個段落呢其實是
[00:02:55.880 --> 00:02:57.660]  很巧妙的他是用
[00:02:57.920 --> 00:03:03.040]  喜巴雷文的22個字母變成每一個段落每一個段
[00:03:03.040 --> 00:03:06.880]  都是一個字母開始每一個詞所以是很
[00:03:06.880 --> 00:03:08.420]  優美的一首詩歌
[00:03:08.420 --> 00:03:10.720]  這個詩歌
[00:03:10.720 --> 00:03:14.040]  讓我們也看到神話語的重要性
[00:03:14.040 --> 00:03:16.600]  他用詩人用了八個
[00:03:16.600 --> 00:03:17.880]  八個
[00:03:17.880 --> 00:03:20.200]  詞語去
[00:03:20.200 --> 00:03:23.520]  看看到底哪裏是
[00:03:23.520 --> 00:03:25.320]  神話語是怎樣的
[00:03:25.320 --> 00:03:27.100]  的情況那所以
[00:03:27.620 --> 00:03:31.980]  在今天我們這八節的經文裏面其實已經有
[00:03:31.980 --> 00:03:33.000]  七個
[00:03:33.000 --> 00:03:36.080]  一個是25 28的你的話
[00:03:36.080 --> 00:03:37.600]  然後26是
[00:03:37.600 --> 00:03:38.880]  律例
[00:03:38.880 --> 00:03:40.920]  然後27是訓令
[00:03:40.920 --> 00:03:42.460]  然後29是
[00:03:42.460 --> 00:03:43.240]  律法
[00:03:43.240 --> 00:03:45.540]  也是我們會說妥來
[00:03:45.540 --> 00:03:51.420]  然後30節是典章31節是法度30節是戒命
[00:03:51.420 --> 00:03:53.220]  但其實他還有一個字
[00:03:53.220 --> 00:03:54.760]  八個詞語嘛
[00:03:54.760 --> 00:03:56.040]  還有一個字
[00:03:56.300 --> 00:03:59.380]  音許在這裏沒有翻譯出來
[00:03:59.380 --> 00:04:00.660]  也是在其他
[00:04:00.660 --> 00:04:02.200]  經文裏面會有
[00:04:02.200 --> 00:04:03.980]  那所以如果我們說
[00:04:03.980 --> 00:04:04.740]  看
[00:04:04.740 --> 00:04:07.820]  這第四段的經文其實
[00:04:07.820 --> 00:04:08.840]  第三段
[00:04:08.840 --> 00:04:10.380]  有很多的關係
[00:04:10.380 --> 00:04:11.660]  那所以我們
[00:04:11.660 --> 00:04:13.720]  要做一位
[00:04:13.720 --> 00:04:14.480]  一個
[00:04:14.480 --> 00:04:15.760]  重溫吧
[00:04:15.760 --> 00:04:18.560]  因爲大家沒有看那個經文嘛
[00:04:18.560 --> 00:04:20.100]  其實第三個段落
[00:04:20.100 --> 00:04:22.920]  詩人是呼籲所有讀者
[00:04:22.920 --> 00:04:24.460]  他要抓緊
[00:04:24.460 --> 00:04:25.480]  神的話語
[00:04:26.000 --> 00:04:28.040]  讓神成爲他的謀士
[00:04:28.040 --> 00:04:29.080]  幫助他
[00:04:29.080 --> 00:04:31.120]  能面對他的困境
[00:04:31.120 --> 00:04:34.200]  那所以神的話語能幫助他
[00:04:34.200 --> 00:04:34.960]  讓他
[00:04:34.960 --> 00:04:35.720]  處理
[00:04:35.720 --> 00:04:37.260]  他的面對的困難
[00:04:37.260 --> 00:04:38.040]  但是
[00:04:38.040 --> 00:04:40.080]  詩人也提出
[00:04:40.080 --> 00:04:41.360]  其實其他的
[00:04:41.360 --> 00:04:42.380]  解聽家
[00:04:42.380 --> 00:04:44.180]  甚至是陳退
[00:04:44.180 --> 00:04:45.960]  配韋牧師也是
[00:04:45.960 --> 00:04:46.740]  提醒我們
[00:04:46.740 --> 00:04:48.520]  人最大的困難是
[00:04:48.520 --> 00:04:50.320]  我們心有定見
[00:04:50.320 --> 00:04:52.120]  我們心中看法
[00:04:52.120 --> 00:04:53.400]  有很多時候
[00:04:53.400 --> 00:04:54.680]  都不願意
[00:04:54.920 --> 00:04:56.200]  挪開我們看法
[00:04:56.200 --> 00:04:57.480]  所以面對困難
[00:04:57.480 --> 00:04:59.260]  縱然是很多挫折
[00:04:59.260 --> 00:05:02.340]  明明前無路
[00:05:02.340 --> 00:05:03.620]  應該轉個彎
[00:05:03.620 --> 00:05:05.160]  但是我們就不願意轉
[00:05:05.160 --> 00:05:06.700]  那所以有時候呢
[00:05:06.700 --> 00:05:08.480]  是讓我們碰見困難
[00:05:08.480 --> 00:05:10.540]  是有時候是我們自己
[00:05:10.540 --> 00:05:12.320]  內心的困難
[00:05:12.320 --> 00:05:14.120]  那所以在詩人是
