
[00:00:00.000 --> 00:00:03.000]  有一個牧師他在烏克蘭牧會
[00:00:03.000 --> 00:00:04.500]  這個教會很大
[00:00:04.500 --> 00:00:07.000]  大概那時候已經有兩千個人
[00:00:07.000 --> 00:00:10.500]  但是歐洲大概那時候是最大的一個教會
[00:00:10.500 --> 00:00:14.000]  但是因為他烏克蘭是一個很貧窮的地區
[00:00:14.000 --> 00:00:16.000]  所以在這個地區裡面
[00:00:16.000 --> 00:00:17.000]  這裡的貴族雖然很多
[00:00:17.000 --> 00:00:18.500]  但是每一個人來到教會
[00:00:18.500 --> 00:00:22.500]  都是想要來混一點點植物的
[00:00:22.500 --> 00:00:24.000]  所以沒有人是帶錢來的
[00:00:24.000 --> 00:00:26.500]  每個人都想拿錢走的
[00:00:26.500 --> 00:00:28.500]  所以牧師很辛苦
[00:00:28.500 --> 00:00:30.500]  兩千多個人
[00:00:30.500 --> 00:00:31.500]  每一個禮拜收貢獻
[00:00:31.500 --> 00:00:34.500]  收不到兩千塊美金
[00:00:34.500 --> 00:00:36.500]  所以你可以想像教會這麼大
[00:00:36.500 --> 00:00:37.500]  需要那麼多的開銷
[00:00:37.500 --> 00:00:39.500]  錢從哪裡來呢
[00:00:39.500 --> 00:00:41.500]  所以他就天天禱告
[00:00:41.500 --> 00:00:44.000]  但是錢就不會增加
[00:00:44.000 --> 00:00:45.500]  有一天他在禱告的時候
[00:00:45.500 --> 00:00:47.500]  神就跟他說
[00:00:47.500 --> 00:00:49.500]  你的教會這麼巨容
[00:00:49.500 --> 00:00:52.500]  你整天想要從他們口袋挖錢出來
[00:00:52.500 --> 00:00:54.500]  那你是在增加他們壓力
[00:00:54.500 --> 00:00:56.500]  他們不可能拿錢出來的
[00:00:56.500 --> 00:00:58.500]  本來就沒錢
[00:00:58.500 --> 00:01:00.500]  那他說上帝要怎麼辦
[00:01:00.500 --> 00:01:01.500]  那你不給我們錢
[00:01:01.500 --> 00:01:04.500]  我這樣會怎麼做下去呢
[00:01:04.500 --> 00:01:05.500]  上帝說
[00:01:05.500 --> 00:01:09.500]  就像耶穌跟他的門徒說的話
[00:01:09.500 --> 00:01:10.500]  對不對
[00:01:10.500 --> 00:01:12.500]  門徒跟耶穌說什麼
[00:01:12.500 --> 00:01:13.500]  這是鐵地
[00:01:13.500 --> 00:01:15.500]  鐵已經爛了
[00:01:15.500 --> 00:01:17.500]  然後我們什麼東西都沒有
[00:01:17.500 --> 00:01:18.500]  也沒有錢
[00:01:18.500 --> 00:01:20.500]  你叫他們趕快上去吧
[00:01:20.500 --> 00:01:22.500]  耶穌說什麼
[00:01:22.500 --> 00:01:24.500]  你們給他們吃吧
[00:01:24.500 --> 00:01:26.500]  那門徒說你說的容易
[00:01:26.500 --> 00:01:28.500]  要給他們吃哪有那麼容易
[00:01:28.500 --> 00:01:30.500]  我們哪來那麼多錢
[00:01:30.500 --> 00:01:32.500]  對不對
[00:01:32.500 --> 00:01:33.500]  結果呢
[00:01:33.500 --> 00:01:34.500]  怎麼樣
[00:01:34.500 --> 00:01:36.500]  神蹟就發生了
[00:01:36.500 --> 00:01:38.500]  但是關鍵是什麼
[00:01:38.500 --> 00:01:40.500]  就是那個小孩拿出什麼
[00:01:40.500 --> 00:01:42.500]  無比快樂的出來
[00:01:42.500 --> 00:01:46.500]  所以上帝就跟烏克蘭這個牧師說
[00:01:46.500 --> 00:01:49.500]  你要給他們錢啊
[00:01:49.500 --> 00:01:51.500]  他是說我怎麼給他們錢呢
[00:01:51.500 --> 00:01:52.500]  我身上都沒錢啊
[00:01:52.500 --> 00:01:54.500]  整天想辦法要他們要錢
[00:01:54.500 --> 00:01:57.500]  怎麼會有可能給他們錢呢
[00:01:57.500 --> 00:01:59.500]  然後上帝就說
[00:01:59.500 --> 00:02:00.500]  你要幫助他們
[00:02:00.500 --> 00:02:03.500]  讓他們成為百萬富翁
[00:02:03.500 --> 00:02:04.500]  對不對
[00:02:04.500 --> 00:02:06.500]  那你說有可能嗎
[00:02:06.500 --> 00:02:07.500]  上帝說怎麼沒有可能呢
[00:02:07.500 --> 00:02:09.500]  再細的人怎麼樣
[00:02:09.500 --> 00:02:11.500]  凡事都可能
[00:02:11.500 --> 00:02:12.500]  所以呢
[00:02:12.500 --> 00:02:13.500]  牧師就說好
[00:02:13.500 --> 00:02:15.500]  那上帝這樣子好了
[00:02:15.500 --> 00:02:16.500]  你先幫助我
[00:02:16.500 --> 00:02:18.500]  我也很窮啊
[00:02:18.500 --> 00:02:19.500]  你先幫助我
[00:02:19.500 --> 00:02:20.500]  讓我成為百萬富翁
[00:02:20.500 --> 00:02:22.500]  我才能夠幫助別人啊
[00:02:22.500 --> 00:02:24.500]  上帝說可以啊
[00:02:24.500 --> 00:02:26.500]  那他就設定兩年
[00:02:26.500 --> 00:02:27.500]  他說兩年當中
[00:02:27.500 --> 00:02:30.500]  神啊你要教我怎麼賺錢
[00:02:30.500 --> 00:02:31.500]  那他是一個牧師
[00:02:31.500 --> 00:02:32.500]  他也不能做生意
[00:02:32.500 --> 00:02:34.500]  所以他做什麼
[00:02:34.500 --> 00:02:36.500]  他是錢和書
[00:02:36.500 --> 00:02:37.500]  錢和書去賣
[00:02:37.500 --> 00:02:39.500]  哇書就暢銷了
[00:02:39.500 --> 00:02:41.500]  所以他不到兩年
[00:02:41.500 --> 00:02:42.500]  他只有七個月
[00:02:42.500 --> 00:02:45.500]  他就成為百萬富翁
[00:02:45.500 --> 00:02:46.500]  哇
[00:02:46.500 --> 00:02:47.500]  那是說
[00:02:47.500 --> 00:02:48.500]  哇真好
[00:02:48.500 --> 00:02:49.500]  所以我一定要把這個好消息
[00:02:49.500 --> 00:02:50.500]  告訴我弟兄
[00:02:50.500 --> 00:02:52.500]  所以他在那教會徵召人
[00:02:52.500 --> 00:02:53.500]  你們願意成為百萬富翁
[00:02:53.500 --> 00:02:55.500]  都站出來
[00:02:55.500 --> 00:02:57.500]  大家都想做
[00:02:57.500 --> 00:02:58.500]  但是他說
[00:02:58.500 --> 00:03:01.500]  你們要按照我所規定的來做
[00:03:01.500 --> 00:03:02.500]  願意我選人
[00:03:02.500 --> 00:03:03.500]  牧師不是你們
[00:03:03.500 --> 00:03:04.500]  我來選你們
[00:03:04.500 --> 00:03:05.500]  然後你們要跟著我做
[00:03:05.500 --> 00:03:07.500]  我選什麼
[00:03:07.500 --> 00:03:09.500]  現在是一貧如死的人
[00:03:09.500 --> 00:03:12.500]  一塊錢都沒有了
[00:03:12.500 --> 00:03:14.500]  後來他選了三十個人
[00:03:14.500 --> 00:03:15.500]  這三十個人
[00:03:15.500 --> 00:03:17.500]  後來在兩年當中
[00:03:17.500 --> 00:03:19.500]  一個都成為什麼
[00:03:19.500 --> 00:03:21.500]  百萬富翁
[00:03:21.500 --> 00:03:24.500]  哇所以他在寫了一本書
[00:03:24.500 --> 00:03:26.500]  有成為暢銷書
[00:03:26.500 --> 00:03:28.500]  所以
[00:03:28.500 --> 00:03:29.500]  每一天
[00:03:29.500 --> 00:03:30.500]  其實我後來
[00:03:30.500 --> 00:03:31.500]  因為沒辦法錄影
[00:03:31.500 --> 00:03:32.500]  久了之後
[00:03:32.500 --> 00:03:34.500]  我就發現一件事情
[00:03:34.500 --> 00:03:35.500]  其實弟兄是沒坐在教會頭上
[00:03:35.500 --> 00:03:37.500]  在想什麼
[00:03:37.500 --> 00:03:40.500]  他在想天國嗎
[00:03:40.500 --> 00:03:41.500]  你們今天早上進來
[00:03:41.500 --> 00:03:42.500]  都在想天國的
[00:03:42.500 --> 00:03:43.500]  請舉手一下
[00:03:43.500 --> 00:03:45.500]  對
[00:03:45.500 --> 00:03:48.500]  我想余牧師師父應該有吧
[00:03:48.500 --> 00:03:51.500]  他們看起來都是很實力
[00:03:51.500 --> 00:03:53.500]  但是老實告訴你
[00:03:53.500 --> 00:03:54.500]  一般的弟兄姊妹
[00:03:54.500 --> 00:03:55.500]  其實我很了解
[00:03:55.500 --> 00:03:56.500]  他們一進來
[00:03:56.500 --> 00:03:57.500]  後來就在想
[00:03:57.500 --> 00:03:59.500]  我今天要奉獻給他們
[00:03:59.500 --> 00:04:00.500]  你知道嗎
[00:04:00.500 --> 00:04:01.500]  還有人呢
[00:04:01.500 --> 00:04:03.500]  後來有弟兄姊妹跟我說
[00:04:03.500 --> 00:04:04.500]  你說為什麼教會
[00:04:04.500 --> 00:04:06.500]  總是有遲到的人
[00:04:06.500 --> 00:04:08.500]  為什麼你知道嗎
[00:04:08.500 --> 00:04:13.500]  要跳過那個奉獻時間
[00:04:13.500 --> 00:04:14.500]  我說真的有這樣
[00:04:14.500 --> 00:04:15.500]  你知道一回事嗎
[00:04:15.500 --> 00:04:17.500]  他說當然有啊
[00:04:17.500 --> 00:04:18.500]  當然有啊
[00:04:18.500 --> 00:04:19.500]  因為師父不好意思講出來
[00:04:19.500 --> 00:04:21.500]  其實他們腦中在想的
[00:04:21.500 --> 00:04:23.500]  我的生活怎麼辦
[00:04:23.500 --> 00:04:25.500]  這個很實力的問題不是嗎
[00:04:25.500 --> 00:04:28.500]  我們教會如果不講這件事情
[00:04:28.500 --> 00:04:30.500]  他們心中掛在心裡面
[00:04:30.500 --> 00:04:31.500]  他們每一天
[00:04:31.500 --> 00:04:34.500]  還以油鹽醬醋茶
[00:04:34.500 --> 00:04:36.500]  每一天要付這麼多的賬單
[00:04:36.500 --> 00:04:37.500]  錢從哪裡來
[00:04:37.500 --> 00:04:39.500]  因為我們的上帝這麼厲害
[00:04:39.500 --> 00:04:42.500]  為什麼上帝不讓我們來賺錢呢
[00:04:42.500 --> 00:04:44.500]  阿們
[00:04:44.500 --> 00:04:45.500]  聖經裡面說
[00:04:45.500 --> 00:04:46.500]  我們不夠好
[00:04:46.500 --> 00:04:48.500]  三姊知道拿什麼
[00:04:48.500 --> 00:04:50.500]  好的東西給兒女
[00:04:50.500 --> 00:04:53.500]  更何況是我們天上的父
[00:04:53.500 --> 00:04:56.500]  請祂把更好的東西給我們吧
[00:04:56.500 --> 00:04:57.500]  阿們
[00:04:57.500 --> 00:04:58.500]  所以弟兄姊妹
[00:04:58.500 --> 00:05:00.500]  你要思想一件問題
[00:05:00.500 --> 00:05:01.500]  我們讀神的話
[00:05:01.500 --> 00:05:02.500]  要讀得透
[00:05:02.500 --> 00:05:06.500]  要知道神的恩典跟寶藏都在哪裡
[00:05:06.500 --> 00:05:08.500]  都在聖經裡
[00:05:08.500 --> 00:05:10.500]  所以我非常喜歡讀聖經
[00:05:10.500 --> 00:05:12.500]  我也讀聖經要讀透
[00:05:12.500 --> 00:05:13.500]  讀透了
[00:05:13.500 --> 00:05:15.500]  這個寶貝你就挖到了
[00:05:15.500 --> 00:05:16.500]  阿們
[00:05:16.500 --> 00:05:19.500]  所以今天早上我要來跟你們分享
[00:05:19.500 --> 00:05:22.500]  怎麼樣不是撒錢在地上
[00:05:22.500 --> 00:05:23.500]  是什麼
[00:05:23.500 --> 00:05:25.500]  是撥走錢財在地上
[00:05:25.500 --> 00:05:27.500]  它會長出來的
[00:05:27.500 --> 00:05:30.500]  你們想知道這個秘訣嗎
[00:05:30.500 --> 00:05:32.500]  你們很誠實
[00:05:32.500 --> 00:05:34.500]  有些教會私底下
[00:05:34.500 --> 00:05:38.500]  但是嘴巴不敢講
[00:05:38.500 --> 00:05:40.500]  我們的神其實愛我們
[00:05:40.500 --> 00:05:42.500]  祂知道我們的需要在哪裡
[00:05:42.500 --> 00:05:44.500]  好我們一起來讀這段聖經好嗎
[00:05:44.500 --> 00:05:46.500]  歌謡後書第九章六到十一節
[00:05:46.500 --> 00:05:47.500]  你們來
[00:05:47.500 --> 00:05:50.500]  早朝的早辰
[00:05:50.500 --> 00:05:53.500]  這話是真的
[00:05:53.500 --> 00:05:56.500]  各要隨本心所著定的
[00:05:56.500 --> 00:05:57.500]  不要作難
[00:05:57.500 --> 00:05:59.500]  不要勉強
[00:05:59.500 --> 00:06:01.500]  因為天很樂意的人
[00:06:01.500 --> 00:06:03.500]  是神所喜愛的
[00:06:03.500 --> 00:06:05.500]  神將各樣的恩惠
[00:06:05.500 --> 00:06:07.500]  多多的加給你們
[00:06:07.500 --> 00:06:10.500]  使你們環事堂堂充足
[00:06:10.500 --> 00:06:13.500]  能多行各樣善事
[00:06:13.500 --> 00:06:16.500]  好這段聖經講得很清楚
[00:06:16.500 --> 00:06:18.500]  那接下去
[00:06:18.500 --> 00:06:20.500]  預備再來
[00:06:20.500 --> 00:06:22.500]  如今當所祭
[00:06:22.500 --> 00:06:24.500]  祂施水錢財
[00:06:24.500 --> 00:06:25.500]  賀祭貧窮
[00:06:25.500 --> 00:06:28.500]  祂的仁義存到永遠
[00:06:28.500 --> 00:06:30.500]  祂自從給雜種的
[00:06:30.500 --> 00:06:32.500]  飼養給人吃的
[00:06:32.500 --> 00:06:36.500]  並多多加給你們種地的種子
[00:06:36.500 --> 00:06:39.500]  又分給你們仁義的果子
[00:06:39.500 --> 00:06:42.500]  教你們環事不足
[00:06:42.500 --> 00:06:44.500]  可以多多施捨
[00:06:44.500 --> 00:06:48.500]  就藉著我們請感謝歸於神
[00:06:48.500 --> 00:06:50.500]  好感謝主
[00:06:50.500 --> 00:06:54.500]  那個聲音再調高一點好嗎
[00:06:54.500 --> 00:06:55.500]  那個
[00:06:55.500 --> 00:06:56.500]  你知道高音嗎
[00:06:56.500 --> 00:06:57.500]  二十四
[00:06:57.500 --> 00:06:58.500]  高音
