
[00:00:00.000 --> 00:00:03.340]  感謝主可以在第一堂一堂跟大家敬拜神
[00:00:03.340 --> 00:00:07.420]  上帝給我們有後後的愛
[00:00:07.420 --> 00:00:11.260]  今年是北宣家70週年
[00:00:11.260 --> 00:00:16.640]  所以我們powerpoint的講題,官方的都用了70的logo
[00:00:16.640 --> 00:00:22.020]  70週年的堂慶,不同的event,不同的聚會,大家不知道有沒有參與呢
[00:00:22.020 --> 00:00:23.800]  當中很多
[00:00:23.800 --> 00:00:26.620]  很感動人
[00:00:26.620 --> 00:00:27.900]  的故事
[00:00:27.900 --> 00:00:29.440]  就是不同的
[00:00:29.700 --> 00:00:31.240]  人
[00:00:31.240 --> 00:00:32.780]  不同的單位
[00:00:32.780 --> 00:00:36.360]  去建立基督的身體
[00:00:36.360 --> 00:00:38.920]  就是不同的螺絲釘
[00:00:38.920 --> 00:00:41.220]  不同的元素
[00:00:41.220 --> 00:00:43.000]  去使到神的家
[00:00:43.000 --> 00:00:44.040]  得以建立
[00:00:44.040 --> 00:00:45.060]  當中
[00:00:45.060 --> 00:00:46.080]  上帝
[00:00:46.080 --> 00:00:49.920]  給我們每個人都有很豐富的愛在當中
[00:00:49.920 --> 00:00:51.980]  去建立他的身體
[00:00:51.980 --> 00:00:56.320]  今天主席和我們討論經文,其實大家不陌生,特別
[00:00:56.580 --> 00:01:01.440]  講到基督的愛長闊高深,大家會很熟悉
[00:01:01.440 --> 00:01:04.780]  但多數的理解,我用回我自己的角度去看
[00:01:04.780 --> 00:01:06.300]  很多時候我們會水過
[00:01:06.300 --> 00:01:07.320]  鴨背
[00:01:07.320 --> 00:01:09.880]  因爲是一個重讚的討告
[00:01:09.880 --> 00:01:11.420]  很多時候我們就
[00:01:11.420 --> 00:01:14.240]  記得一些金句,一些很重要的句子
[00:01:14.240 --> 00:01:17.060]  但是整體保羅的意思是想怎樣呢
[00:01:17.060 --> 00:01:18.340]  我們儘管看一下
[00:01:18.340 --> 00:01:24.220]  第四個主題是以神的愛言點生命,也是北宣家
[00:01:24.480 --> 00:01:27.040]  我們的使命宣言,大家應該很熟悉
[00:01:27.040 --> 00:01:28.840]  教會
[00:01:28.840 --> 00:01:30.120]  或者基督的身體
[00:01:30.120 --> 00:01:31.920]  是一個愛的羣體
[00:01:31.920 --> 00:01:36.260]  大家不會陌生,基督的羣體會唱詩歌
[00:01:36.260 --> 00:01:39.580]  會有fellowship,有團體小組
[00:01:39.580 --> 00:01:43.940]  當中都是把神的愛在人與人之間
[00:01:43.940 --> 00:01:45.220]  去活現
[00:01:45.220 --> 00:01:47.020]  所以如果沒有了愛
[00:01:47.020 --> 00:01:49.560]  我們只不過是一幫
[00:01:49.560 --> 00:01:51.360]  逃言的人
[00:01:52.400 --> 00:01:55.220]  七十週年唐慶主日的見證
[00:01:55.220 --> 00:01:56.760]  感恩會的故事
[00:01:56.760 --> 00:01:59.820]  如果大家有參與過,就見到很多很美麗
[00:01:59.820 --> 00:02:01.360]  上帝當中
[00:02:01.360 --> 00:02:02.380]  作的美事
[00:02:02.380 --> 00:02:04.180]  但坦白說
[00:02:04.180 --> 00:02:05.200]  人
[00:02:05.200 --> 00:02:06.480]  因爲罪性
[00:02:06.480 --> 00:02:07.500]  和軟弱
[00:02:07.500 --> 00:02:11.080]  加上這個年頭是不容易的
[00:02:11.080 --> 00:02:12.360]  無力感
[00:02:12.360 --> 00:02:13.400]  無奈
[00:02:13.400 --> 00:02:16.720]  那份感受是很強烈的
[00:02:16.720 --> 00:02:19.280]  有時是沒有力去愛的
[00:02:19.280 --> 00:02:20.820]  去活出這份愛的
[00:02:21.080 --> 00:02:23.120]  最流行在香港地區去說的就是
[00:02:23.120 --> 00:02:24.660]  你隔離倫社是誰
[00:02:24.660 --> 00:02:27.220]  有時候我們住了很多年都可能不知道
[00:02:27.220 --> 00:02:28.240]  不同
[00:02:28.240 --> 00:02:31.580]  我爸媽年代住屋村的時候
[00:02:31.580 --> 00:02:33.640]  隔離阿師奶會叫
[00:02:33.640 --> 00:02:36.180]  會叫隔離那個看着我大
[00:02:36.180 --> 00:02:36.960]  就是那種
[00:02:36.960 --> 00:02:38.500]  守望相助
[00:02:38.500 --> 00:02:41.060]  其實是以前可能人情未會多一點
[00:02:41.060 --> 00:02:44.120]  基督的身體教會可能會好一點
[00:02:44.120 --> 00:02:47.200]  因爲我們領受了耶穌基督的教導
[00:02:47.200 --> 00:02:48.740]  怎麼去愛倫社
[00:02:48.740 --> 00:02:49.760]  愛倫如己
[00:02:50.020 --> 00:02:52.320]  我們可能都容易去活出這份愛
[00:02:52.320 --> 00:02:54.620]  但是無論是大環境也好
[00:02:54.620 --> 00:02:57.440]  無論個人的罪性軟弱都好
[00:02:57.440 --> 00:03:00.260]  有時的確是不容易活出這份愛
[00:03:00.260 --> 00:03:02.560]  可能保羅
[00:03:02.560 --> 00:03:03.840]  在這份書
[00:03:03.840 --> 00:03:05.640]  這篇書裏面
[00:03:05.640 --> 00:03:07.180]  給我們知道他正在坐監
[00:03:07.180 --> 00:03:09.220]  他是坐監經驗
[00:03:09.220 --> 00:03:11.520]  可能成爲我們效法的榜樣
[00:03:11.520 --> 00:03:13.580]  所以今天我想
[00:03:13.580 --> 00:03:17.420]  給大家知道一個很重要的關鍵的
[00:03:17.420 --> 00:03:18.180]  經文
[00:03:18.700 --> 00:03:21.000]  就是第十七節下半節
[00:03:21.000 --> 00:03:22.540]  聖經是這樣說的
[00:03:22.540 --> 00:03:24.840]  這樣你們既然在愛中
[00:03:24.840 --> 00:03:27.400]  生根見基
[00:03:27.400 --> 00:03:30.740]  細節那裏原文是沒有的
[00:03:30.740 --> 00:03:32.520]  原文基本上是在愛中
[00:03:32.520 --> 00:03:34.580]  有兩個動詞生根
[00:03:34.580 --> 00:03:35.600]  和見基
[00:03:35.600 --> 00:03:38.160]  怎麼可以做到生根見基呢
[00:03:38.160 --> 00:03:40.720]  不可以不理上文和下文
[00:03:40.720 --> 00:03:42.000]  上文很簡單
[00:03:42.000 --> 00:03:45.320]  講到保羅向三一上帝禱告
[00:03:45.320 --> 00:03:48.140]  期望上帝去充權
[00:03:48.900 --> 00:03:50.440]  既然講到三一上帝
[00:03:50.440 --> 00:03:53.260]  聖父聖子聖靈都有他的角色
[00:03:53.260 --> 00:03:54.540]  一會兒我們會講
[00:03:54.540 --> 00:03:57.880]  當這樣去明白的時候我們不可以不理下文
[00:03:57.880 --> 00:03:59.920]  下文就是怎麼去裝備
[00:03:59.920 --> 00:04:01.200]  護見
[00:04:01.200 --> 00:04:03.240]  去榮耀這位愛我們的神
[00:04:03.240 --> 00:04:04.780]  先講第一點
[00:04:04.780 --> 00:04:06.060]  靠三一上帝
[00:04:06.060 --> 00:04:07.080]  充權
[00:04:07.080 --> 00:04:10.920]  如果大家有上過社交平臺很喜歡有hashtag
[00:04:10.920 --> 00:04:12.960]  很喜歡一個字幫我們記下
[00:04:12.960 --> 00:04:13.740]  一個字
[00:04:13.740 --> 00:04:14.500]  empower
[00:04:14.500 --> 00:04:15.280]  充權
[00:04:15.280 --> 00:04:16.560]  寫一個e
[00:04:17.320 --> 00:04:20.900]  三一上帝的用詞其實保羅在《爾弗所書》是
[00:04:20.900 --> 00:04:22.940]  頻繁地去用
[00:04:22.940 --> 00:04:24.740]  第一章已經講到
[00:04:24.740 --> 00:04:26.020]  父上帝
[00:04:26.020 --> 00:04:28.080]  賜下各樣的恩惠
[00:04:28.080 --> 00:04:29.100]  給人
[00:04:29.100 --> 00:04:31.400]  接着耶穌基督的救贖留下保血
[00:04:31.400 --> 00:04:32.940]  聖靈如何多方的提醒
[00:04:32.940 --> 00:04:38.060]  去到第三章其實有兩處地方都有三一上帝的宗旨
[00:04:38.060 --> 00:04:40.880]  純粹講14節到17節
[00:04:40.880 --> 00:04:42.400]  你看到我
[00:04:42.400 --> 00:04:44.200]  藍色字那裏
[00:04:44.460 --> 00:04:47.520]  保羅討告我在父面前屈膝
[00:04:47.520 --> 00:04:52.140]  祈求他按着自己的榮耀的豐盛藉着自己的靈
[00:04:52.140 --> 00:04:55.480]  用大能使你們內在的人光強起來
[00:04:55.480 --> 00:04:58.800]  由讓基督藉着你們的信心住在你們心裏
[00:04:58.800 --> 00:05:01.100]  三一上帝的宗旨很明顯
[00:05:01.100 --> 00:05:03.660]  早一點三章一節
[00:05:03.660 --> 00:05:05.200]  也都是如是
[00:05:05.200 --> 00:05:10.060]  保羅也都祈禱想必你們曾聽見上帝賜恩給你們
[00:05:10.060 --> 00:05:12.620]  如今藉着聖靈怎樣怎樣怎樣
[00:05:12.620 --> 00:05:13.900]  原來就是
[00:05:14.660 --> 00:05:17.480]  外邦人在基督耶穌裏藉着福音
[00:05:17.480 --> 00:05:19.800]  得以同盟應許
[00:05:19.800 --> 00:05:23.880]  三一上帝的宗旨也是非常清楚
[00:05:23.880 --> 00:05:25.940]  回到14節
[00:05:25.940 --> 00:05:27.720]  保羅說向父
[00:05:27.720 --> 00:05:29.520]  面前屈膝
[00:05:29.520 --> 00:05:31.820]  爲什麼要向父面前屈膝呢
[00:05:31.820 --> 00:05:32.840]  還有他說到
[00:05:32.840 --> 00:05:36.940]  天上地上每個家族都是由他命名的
[00:05:36.940 --> 00:05:42.580]  如果你看到我們今天讀的譯本有個破節號
[00:05:42.840 --> 00:05:44.640]  大家還記得什麼破節號
[00:05:44.640 --> 00:05:46.680]  小二的中文來的
[00:05:46.680 --> 00:05:47.960]  有個標點就是
[00:05:47.960 --> 00:05:50.520]  15節其實好像一個bracket
[00:05:50.520 --> 00:05:52.060]  可有
[00:05:52.060 --> 00:05:53.340]  可無的某程度上
[00:05:53.340 --> 00:05:55.640]  純粹保羅的思路
[00:05:55.640 --> 00:05:57.180]  是他在父面前屈膝
[00:05:57.180 --> 00:05:58.460]  然後就祈禱了
[00:05:58.460 --> 00:05:59.740]  16節祈求
[00:05:59.740 --> 00:06:01.020]  聖靈去工作
[00:06:01.020 --> 00:06:02.800]  但當中他說到
[00:06:02.800 --> 00:06:04.340]  原來父面前屈膝
[00:06:04.340 --> 00:06:08.180]  原來天上地上每個家族都是由他命名的
[00:06:08.180 --> 00:06:09.720]  是強調自己
[00:06:11.000 --> 00:06:14.340]  心存敬畏去馴服父神的祈禱
[00:06:14.340 --> 00:06:17.400]  他疑似向父神信靠
[00:06:17.400 --> 00:06:20.220]  是建基於他信得過這位神
[00:06:20.220 --> 00:06:21.500]  是
[00:06:21.500 --> 00:06:23.800]  我們每一個都是屬神的家庭
[00:06:23.800 --> 00:06:25.080]  無論天上地上
[00:06:25.080 --> 00:06:26.360]  天上指到什麼人
[00:06:26.360 --> 00:06:27.900]  是離世的信徒
[00:06:27.900 --> 00:06:29.440]  地上指到什麼人
[00:06:29.440 --> 00:06:31.480]  是仍然在生的信徒
[00:06:31.480 --> 00:06:34.300]  無論天上的地上的
[00:06:34.300 --> 00:06:36.600]  都從這位父親得到
[00:06:36.600 --> 00:06:39.940]  兒女的命分成爲神家裏的一員
[00:06:40.440 --> 00:06:44.540]  所以我們纔可以同爲後子同爲一體同夢英許
[00:06:44.540 --> 00:06:45.820]  也是保羅在
[00:06:45.820 --> 00:06:48.120]  三章六節說得很清楚的
[00:06:48.120 --> 00:06:50.420]  建基於此
[00:06:50.420 --> 00:06:51.440]  他就按着
[00:06:51.440 --> 00:06:53.240]  上帝
[00:06:53.240 --> 00:06:54.780]  豐盛的
[00:06:54.780 --> 00:06:55.800]  榮耀
[00:06:55.800 --> 00:06:57.340]  保羅就具體
[00:06:57.340 --> 00:06:59.900]  向聖靈禱告向耶穌基督
[00:06:59.900 --> 00:07:01.440]  去祈禱
[00:07:01.440 --> 00:07:02.960]  祈禱的焦點
