
[00:00:00.000 --> 00:00:02.000]  今天有一個新的主題
[00:00:02.000 --> 00:00:04.000]  知不知道是甚麼?
[00:00:04.000 --> 00:00:06.000]  有沒有留意我們的廣告?
[00:00:06.000 --> 00:00:08.000]  「愛回家」
[00:00:08.000 --> 00:00:10.000]  講家庭
[00:00:10.000 --> 00:00:14.000]  先問一問大家
[00:00:14.000 --> 00:00:17.000]  歡迎大家來到這個新的堂子
[00:00:17.000 --> 00:00:19.000]  不是我們的地方
[00:00:19.000 --> 00:00:21.000]  不過神為我們預備這個地方
[00:00:21.000 --> 00:00:23.000]  令我們很有親切的感覺
[00:00:23.000 --> 00:00:25.000]  我現在看出去
[00:00:25.000 --> 00:00:27.000]  整個花園很美
[00:00:27.000 --> 00:00:30.000]  我們以後都用這個地方
[00:00:30.000 --> 00:00:31.000]  真是很棒
[00:00:31.000 --> 00:00:33.000]  神的恩典
[00:00:33.000 --> 00:00:35.000]  讓我們今天享受這件事
[00:00:35.000 --> 00:00:37.000]  問一下家庭
[00:00:37.000 --> 00:00:41.000]  想做一些舉手調查
[00:00:41.000 --> 00:00:43.000]  問一下你們
[00:00:43.000 --> 00:00:45.000]  有誰覺得自己
[00:00:45.000 --> 00:00:47.000]  對於家庭
[00:00:47.000 --> 00:00:49.000]  很喜歡回自己家
[00:00:49.000 --> 00:00:51.000]  先不要這麼快
[00:00:51.000 --> 00:00:53.000]  我知道你很喜歡回家
[00:00:53.000 --> 00:00:55.000]  但有幾個選擇
[00:00:55.000 --> 00:00:57.000]  你們喜歡用一到十的號碼
[00:00:57.000 --> 00:00:59.000]  所以問一下你們
[00:00:59.000 --> 00:01:01.000]  誰覺得自己的家庭
[00:01:01.000 --> 00:01:03.000]  都幾好喜歡回家
[00:01:03.000 --> 00:01:05.000]  如果有五十就最好
[00:01:05.000 --> 00:01:07.000]  即是五以上的
[00:01:07.000 --> 00:01:11.000]  都幾多
[00:01:11.000 --> 00:01:13.000]  這裡起碼有八成
[00:01:13.000 --> 00:01:17.000]  有誰是七或以上?
[00:01:17.000 --> 00:01:21.000]  少一點
[00:01:23.000 --> 00:01:27.000]  有誰喜歡用九到十的號碼?
[00:01:27.000 --> 00:01:29.000]  少一點
[00:01:29.000 --> 00:01:31.000]  即是那些經常在家的
[00:01:31.000 --> 00:01:33.000]  大家都知道
[00:01:33.000 --> 00:01:35.000]  九到十那些不外出
[00:01:35.000 --> 00:01:37.000]  就不能說一定要在家
[00:01:37.000 --> 00:01:39.000]  因為他是家庭之主
[00:01:39.000 --> 00:01:41.000]  那個PowerPoint好像是不是沒有了
[00:01:41.000 --> 00:01:43.000]  好了
[00:01:43.000 --> 00:01:45.000]  有的
[00:01:45.000 --> 00:01:47.000]  第四個
[00:01:47.000 --> 00:01:49.000]  誰是低於五的?
[00:01:51.000 --> 00:01:53.000]  低於五即是說
[00:01:53.000 --> 00:01:55.000]  負面
[00:01:55.000 --> 00:01:57.000]  即是大家都幾喜歡在家
[00:01:57.000 --> 00:01:59.000]  起碼五以上
[00:01:59.000 --> 00:02:01.000]  第二個問題
[00:02:01.000 --> 00:02:03.000]  專家說一個理想的家庭
[00:02:03.000 --> 00:02:05.000]  應該具備以下七個條件
[00:02:05.000 --> 00:02:07.000]  你可以舉手
[00:02:07.000 --> 00:02:09.000]  你覺得一個家庭
[00:02:09.000 --> 00:02:11.000]  如果是
[00:02:11.000 --> 00:02:15.000]  一個好的家庭
[00:02:15.000 --> 00:02:17.000]  應該常常有溝通
[00:02:17.000 --> 00:02:19.000]  常常有溝通
[00:02:19.000 --> 00:02:21.000]  有三個舉手
[00:02:21.000 --> 00:02:23.000]  大部分
[00:02:23.000 --> 00:02:25.000]  第二個
[00:02:25.000 --> 00:02:27.000]  就是互相有信任
[00:02:27.000 --> 00:02:29.000]  一個好的家庭
[00:02:29.000 --> 00:02:31.000]  互相有信任
[00:02:31.000 --> 00:02:33.000]  回到家裡有安全感
[00:02:33.000 --> 00:02:35.000]  你很喜歡留在這裡
[00:02:35.000 --> 00:02:37.000]  不是那麼多
[00:02:37.000 --> 00:02:41.000]  一半左右
[00:02:41.000 --> 00:02:43.000]  有些家庭
[00:02:43.000 --> 00:02:45.000]  不太同意
[00:02:45.000 --> 00:02:47.000]  第三個
[00:02:47.000 --> 00:02:49.000]  第三個
[00:02:49.000 --> 00:02:51.000]  回到家裡
[00:02:51.000 --> 00:02:53.000]  有私隱
[00:02:53.000 --> 00:02:55.000]  你可以發展自己的興趣
[00:02:55.000 --> 00:02:57.000]  還有
[00:02:57.000 --> 00:02:59.000]  你可以在家庭裡
[00:02:59.000 --> 00:03:01.000]  有很多選擇
[00:03:01.000 --> 00:03:03.000]  你覺得你的家庭是這樣的嗎?
[00:03:03.000 --> 00:03:07.000]  回到家裡
[00:03:07.000 --> 00:03:09.000]  你應該很開心
[00:03:09.000 --> 00:03:11.000]  做你喜歡做的事
[00:03:11.000 --> 00:03:13.000]  盧先生每次都舉手
[00:03:13.000 --> 00:03:15.000]  第四個
[00:03:15.000 --> 00:03:17.000]  家庭
[00:03:17.000 --> 00:03:19.000]  大家很喜歡一起工作
[00:03:19.000 --> 00:03:21.000]  有這個質素的家庭
[00:03:21.000 --> 00:03:23.000]  一起工作
[00:03:23.000 --> 00:03:25.000]  吃飯
[00:03:25.000 --> 00:03:27.000]  玩遊戲
[00:03:27.000 --> 00:03:29.000]  我未信耶穌
[00:03:29.000 --> 00:03:31.000]  很喜歡打麻將
[00:03:31.000 --> 00:03:37.000]  第五個
[00:03:37.000 --> 00:03:39.000]  回到家裡
[00:03:39.000 --> 00:03:41.000]  你覺得爸爸
[00:03:41.000 --> 00:03:43.000]  媽媽
[00:03:43.000 --> 00:03:45.000]  和你之間
[00:03:45.000 --> 00:03:47.000]  有一個平衡的權力
[00:03:47.000 --> 00:03:51.000]  雖然爸爸有權
[00:03:51.000 --> 00:03:53.000]  但他給予你相等的自由
[00:03:53.000 --> 00:03:57.000]  讓你發展有尊重
[00:03:57.000 --> 00:03:59.000]  你覺得這是重要的
[00:03:59.000 --> 00:04:01.000]  一個有質素的家庭
[00:04:01.000 --> 00:04:05.000]  回到家裡
[00:04:05.000 --> 00:04:07.000]  你希望父母尊重你
[00:04:07.000 --> 00:04:09.000]  一個家庭
[00:04:09.000 --> 00:04:11.000]  一定要有責任感
[00:04:13.000 --> 00:04:15.000]  這些人會洗碗
[00:04:15.000 --> 00:04:17.000]  掃地
[00:04:17.000 --> 00:04:19.000]  自動自覺
[00:04:19.000 --> 00:04:21.000]  不舉手是甚麼意思?
[00:04:21.000 --> 00:04:23.000]  不需要責任感
[00:04:23.000 --> 00:04:27.000]  第七個
[00:04:27.000 --> 00:04:29.000]  在家庭裡
[00:04:29.000 --> 00:04:31.000]  你發展了一種傳統
[00:04:31.000 --> 00:04:33.000]  傳統是
[00:04:33.000 --> 00:04:35.000]  每年大家都會做一些事
[00:04:35.000 --> 00:04:37.000]  久不久你都會做一些事
[00:04:37.000 --> 00:04:39.000]  譬如
[00:04:39.000 --> 00:04:41.000]  一家人會一起去旅行嗎?
[00:04:41.000 --> 00:04:43.000]  這是一個傳統
[00:04:43.000 --> 00:04:45.000]  一起去做一些事
[00:04:45.000 --> 00:04:47.000]  過年過節聚在一起
[00:04:47.000 --> 00:04:49.000]  端午節又會吃粽子
[00:04:49.000 --> 00:04:51.000]  我媽媽最擅長這些事
[00:04:51.000 --> 00:04:53.000]  包粽子
[00:04:53.000 --> 00:04:55.000]  做年糕
[00:04:55.000 --> 00:04:57.000]  一做這些事全家都回家
[00:04:57.000 --> 00:04:59.000]  知道媽媽要做這些事
[00:04:59.000 --> 00:05:01.000]  七項裡
[00:05:01.000 --> 00:05:03.000]  我們都看到
[00:05:03.000 --> 00:05:05.000]  原來在一個家庭裡
[00:05:05.000 --> 00:05:07.000]  我們需要有一個條件
[00:05:07.000 --> 00:05:09.000]  令我們能夠維繫一個好的家庭
[00:05:11.000 --> 00:05:13.000]  跟你們說一個故事
[00:05:13.000 --> 00:05:15.000]  2013年有一套戲
[00:05:15.000 --> 00:05:17.000]  叫做Gimme Shelter
[00:05:17.000 --> 00:05:19.000]  有沒有人看過這套戲?
[00:05:19.000 --> 00:05:21.000]  沒看過?
[00:05:21.000 --> 00:05:23.000]  Gimme Shelter
[00:05:23.000 --> 00:05:25.000]  Gimme Shelter
[00:05:25.000 --> 00:05:27.000]  女主角
[00:05:27.000 --> 00:05:29.000]  Vanessa Huggins
[00:05:29.000 --> 00:05:31.000]  當中飾演了
[00:05:31.000 --> 00:05:33.000]  裡面有一個主角
[00:05:33.000 --> 00:05:35.000]  角色叫Apple
[00:05:35.000 --> 00:05:37.000]  Apple是一個怎樣的女孩?
[00:05:37.000 --> 00:05:39.000]  原來
[00:05:39.000 --> 00:05:41.000]  她在一個單親家庭長大
[00:05:41.000 --> 00:05:43.000]  媽媽
[00:05:43.000 --> 00:05:45.000]  照顧她
[00:05:45.000 --> 00:05:47.000]  為什麼會這樣?原來
[00:05:47.000 --> 00:05:49.000]  爸爸媽媽在大學的時候認識
[00:05:49.000 --> 00:05:51.000]  認識了之後大家就同居
[00:05:51.000 --> 00:05:53.000]  同居之後
[00:05:53.000 --> 00:05:55.000]  就有了Apple
[00:05:55.000 --> 00:05:57.000]  但是事後爸爸就覺得
[00:05:57.000 --> 00:05:59.000]  讀完大學之後就發覺自己的理想
[00:05:59.000 --> 00:06:01.000]  不應該被這個
[00:06:01.000 --> 00:06:03.000]  關係綁住
[00:06:03.000 --> 00:06:05.000]  他覺得自己做錯了
[00:06:05.000 --> 00:06:07.000]  於是他就跟媽媽說我要離開了
[00:06:07.000 --> 00:06:09.000]  爸爸就離開
[00:06:09.000 --> 00:06:11.000]  繼續發展他讀完大學之後
[00:06:11.000 --> 00:06:13.000]  有一個很大的理想
[00:06:13.000 --> 00:06:15.000]  結果爸爸就在Wall Street
[00:06:15.000 --> 00:06:17.000]  成為一個很成功的商人
[00:06:17.000 --> 00:06:19.000]  成為一個很成功的商人
[00:06:19.000 --> 00:06:21.000]  但很可惜
[00:06:21.000 --> 00:06:23.000]  媽媽就帶著Apple
[00:06:23.000 --> 00:06:25.000]  媽媽在當時之後
[00:06:25.000 --> 00:06:27.000]  對著女兒不知怎樣做
[00:06:27.000 --> 00:06:29.000]  於是她就一竭不振
[00:06:29.000 --> 00:06:31.000]  不能夠再振作起來
[00:06:31.000 --> 00:06:33.000]  就誤入了一個吸毒的環境
[00:06:33.000 --> 00:06:35.000]  媽媽一直照顧她
[00:06:35.000 --> 00:06:37.000]  其實都不知怎樣照顧她
[00:06:37.000 --> 00:06:39.000]  Apple就在這個環境裏
[00:06:39.000 --> 00:06:41.000]  慢慢地成長
[00:06:41.000 --> 00:06:43.000]  但她的成長很坎坷很慘
[00:06:43.000 --> 00:06:45.000]  媽媽吸毒就常常都虐待她
[00:06:45.000 --> 00:06:47.000]  而且有時候社工來到
[00:06:47.000 --> 00:06:49.000]  就將Apple帶去Foster Family
[00:06:49.000 --> 00:06:51.000]  那裏住完之後
[00:06:51.000 --> 00:06:53.000]  又再帶她回家
[00:06:53.000 --> 00:06:55.000]  媽媽利用Apple
[00:06:55.000 --> 00:06:57.000]  因為Apple
[00:06:57.000 --> 00:06:59.000]  有單親家庭
[00:06:59.000 --> 00:07:01.000]  能夠拿到福利
[00:07:01.000 --> 00:07:03.000]  拿到福利有錢就拿去吸毒
[00:07:03.000 --> 00:07:05.000]  所以這樣一路成長
[00:07:05.000 --> 00:07:07.000]  你想想Apple會是一個怎樣的女孩
[00:07:07.000 --> 00:07:09.000]  到十五歲的時候
[00:07:09.000 --> 00:07:11.000]  她自己懷孕了
[00:07:11.000 --> 00:07:13.000]  她終於要離開
[00:07:13.000 --> 00:07:15.000]  自己的家
[00:07:15.000 --> 00:07:17.000]  離開家的時候她就走走走
[00:07:17.000 --> 00:07:19.000]  去很遠的地方
[00:07:19.000 --> 00:07:21.000]  本來打算去找她爸爸
[00:07:21.000 --> 00:07:23.000]  誰知爸爸已經有了
[00:07:23.000 --> 00:07:25.000]  自己的家庭
[00:07:25.000 --> 00:07:27.000]  她的家庭不再接納Apple
[00:07:27.000 --> 00:07:29.000]  Apple就唯有留在街頭裏
[00:07:29.000 --> 00:07:31.000]  做Homeless
[00:07:31.000 --> 00:07:33.000]  你知道一個單身的女孩
[00:07:33.000 --> 00:07:35.000]  Homeless在街頭很慘
[00:07:35.000 --> 00:07:37.000]  於是就被人
[00:07:37.000 --> 00:07:39.000]  被人去襲擊
[00:07:39.000 --> 00:07:41.000]  被人去侵犯她
[00:07:41.000 --> 00:07:43.000]  她害怕就離開
[00:07:43.000 --> 00:07:45.000]  離開的時候她就走上車
[00:07:45.000 --> 00:07:47.000]  在車上面
[00:07:47.000 --> 00:07:49.000]  於是她就開車離開
[00:07:49.000 --> 00:07:51.000]  離開的時候就發生了意外
[00:07:51.000 --> 00:07:53.000]  意外之後就送進了醫院
[00:07:53.000 --> 00:07:55.000]  醫院之後
[00:07:55.000 --> 00:07:57.000]  她遇到一個Chaplain
[00:07:57.000 --> 00:07:59.000]  遇到醫院裏面的一個牧師
[00:07:59.000 --> 00:08:01.000]  那個牧師就轉介了她
[00:08:01.000 --> 00:08:03.000]  去一個地方叫Shelter
[00:08:03.000 --> 00:08:05.000]  這個Shelter是一個
[00:08:05.000 --> 00:08:07.000]  姊妹
[00:08:07.000 --> 00:08:09.000]  去
[00:08:09.000 --> 00:08:11.000]  開始的
[00:08:11.000 --> 00:08:13.000]  這個姊妹以前在單親的家庭裏面
[00:08:13.000 --> 00:08:15.000]  開始
[00:08:15.000 --> 00:08:17.000]  在裏面照顧
[00:08:17.000 --> 00:08:19.000]  那些專門是單親媽媽
[00:08:19.000 --> 00:08:21.000]  而是未婚的媽媽
[00:08:21.000 --> 00:08:23.000]  所以叫Shelter
[00:08:23.000 --> 00:08:25.000]  一個Home
[00:08:25.000 --> 00:08:27.000]  自此以後Apple就得到
[00:08:27.000 --> 00:08:29.000]  一個家庭的溫暖
[00:08:29.000 --> 00:08:31.000]  她就在那個家庭的
[00:08:31.000 --> 00:08:33.000]  地方裏面找到她自己的朋友
[00:08:33.000 --> 00:08:35.000]  慢慢她自己成長
