
[00:00:00.000 --> 00:00:03.000]  有一條小河
[00:00:03.000 --> 00:00:07.000]  他有一個很宏大的夢想
[00:00:07.000 --> 00:00:12.000]  他要來奔向大海
[00:00:12.000 --> 00:00:14.000]  因此他很努力
[00:00:14.000 --> 00:00:20.000]  從高山衝到山下
[00:00:20.000 --> 00:00:23.000]  他克服了重重的困難
[00:00:23.000 --> 00:00:28.000]  繞過很多山嶺和岩石
[00:00:28.000 --> 00:00:32.000]  穿過森林和田野
[00:00:32.000 --> 00:00:34.000]  一直奔騰
[00:00:34.000 --> 00:00:36.000]  暢通無阻
[00:00:36.000 --> 00:00:40.000]  最後來到一個沙漠
[00:00:40.000 --> 00:00:45.000]  這條河對自己說
[00:00:45.000 --> 00:00:49.000]  我這麼多困難都克服了
[00:00:49.000 --> 00:00:52.000]  這次我應該可以克服
[00:00:52.000 --> 00:00:57.000]  誰知這條河衝過沙漠的時候
[00:00:57.000 --> 00:01:00.000]  他一次一次的失敗
[00:01:00.000 --> 00:01:07.000]  因為那些沙把河水全部吸走了
[00:01:07.000 --> 00:01:09.000]  結果他很灰心
[00:01:09.000 --> 00:01:13.000]  他說我沒有辦法達到我的目標
[00:01:13.000 --> 00:01:19.000]  我注定要在這裡終止我的旅程
[00:01:19.000 --> 00:01:22.000]  我永遠不能夠去到這個大海
[00:01:22.000 --> 00:01:25.000]  或許這就是我的命運
[00:01:25.000 --> 00:01:29.000]  突然間有一個聲音跟他說
[00:01:29.000 --> 00:01:34.000]  這位創造者對這條河說話
[00:01:34.000 --> 00:01:39.000]  他說如果微風可以飄過這個沙漠
[00:01:39.000 --> 00:01:44.000]  我能夠叫這條河可以衝過這個沙漠
[00:01:44.000 --> 00:01:48.000]  不過你要放下你自己
[00:01:48.000 --> 00:01:52.000]  讓我來引領你
[00:01:52.000 --> 00:01:57.000]  因為如果你要堅持你自己的樣子
[00:01:57.000 --> 00:02:02.000]  你就沒有辦法可以跨越這個沙漠
[00:02:02.000 --> 00:02:09.000]  這條河很不明白創造者的意思
[00:02:09.000 --> 00:02:13.000]  他說要我失去現在的樣子
[00:02:13.000 --> 00:02:15.000]  是不可能的
[00:02:15.000 --> 00:02:26.000]  他沒有辦法接受這位創造者對他的改變
[00:02:26.000 --> 00:02:30.000]  創造者說如果你不願意被太陽蒸發
[00:02:30.000 --> 00:02:34.000]  不讓微風大力飄過這個沙漠
[00:02:34.000 --> 00:02:37.000]  你就沒有辦法去到這個目的地
[00:02:37.000 --> 00:02:41.000]  這條小河抱著半信半疑
[00:02:41.000 --> 00:02:47.000]  不知道怎樣他未曾經歷過這樣的事
[00:02:47.000 --> 00:02:51.000]  他就願意接受這個改變
[00:02:51.000 --> 00:02:55.000]  果然陽光將會蒸發
[00:02:55.000 --> 00:02:59.000]  微風將這些水的蒸氣
[00:02:59.000 --> 00:03:03.000]  吹去飄過這個沙漠
[00:03:03.000 --> 00:03:09.000]  再在適合的地點形成雨水
[00:03:09.000 --> 00:03:14.000]  雨水來匯聚成為另一條大河
[00:03:14.000 --> 00:03:19.000]  繼續前往直至奔向大海
[00:03:19.000 --> 00:03:23.000]  弟兄姊妹如果你不願意改變
[00:03:23.000 --> 00:03:26.000]  會不會在我們人生我們很怕改變
[00:03:26.000 --> 00:03:29.000]  當我們遇到困難遇到問題
[00:03:29.000 --> 00:03:32.000]  我們就可能停在這裡
[00:03:32.000 --> 00:03:36.000]  我們不能夠達到我們的目的地
[00:03:36.000 --> 00:03:39.000]  究竟我們的目的地在那裡
[00:03:39.000 --> 00:03:44.000]  你有沒有問過你的生命的目的地在那裡
[00:03:44.000 --> 00:03:46.000]  有很多人很怕改變
[00:03:46.000 --> 00:03:48.000]  所以如果沒有改變
[00:03:48.000 --> 00:03:52.000]  我們就停在這個大的沙漠裡
[00:03:52.000 --> 00:03:54.000]  不能夠跨越
[00:03:54.000 --> 00:03:59.000]  直至我們願意被這位創造者改變
[00:03:59.000 --> 00:04:05.000]  蒸發被風帶我們飄過這個沙漠
[00:04:05.000 --> 00:04:09.000]  我們才能夠奔向這個目標
[00:04:09.000 --> 00:04:13.000]  我們什麼是我們的目標呢
[00:04:13.000 --> 00:04:14.000]  很多人問
[00:04:14.000 --> 00:04:17.000]  作為我們這一班人
[00:04:17.000 --> 00:04:20.000]  什麼是我們的目標
[00:04:20.000 --> 00:04:21.000]  神來
[00:04:21.000 --> 00:04:26.000]  耶穌說去來叫人得豐盛的生命
[00:04:26.000 --> 00:04:28.000]  我們作為人
[00:04:28.000 --> 00:04:30.000]  是去代表神
[00:04:30.000 --> 00:04:32.000]  在這個世界裡
[00:04:32.000 --> 00:04:36.000]  來彰顯上帝的榮耀
[00:04:36.000 --> 00:04:39.000]  這個就是我們的目標
[00:04:39.000 --> 00:04:47.000]  可能大家看完《史詩記》
[00:04:47.000 --> 00:04:51.000]  我不知道當你讀《史詩記》的時候
[00:04:51.000 --> 00:04:54.000]  你有什麼感覺
[00:04:54.000 --> 00:04:57.000]  你會問牧師為什麼我要讀《史詩記》
[00:04:57.000 --> 00:05:04.000]  《史詩記》和我們這個社會有什麼關係呢
[00:05:04.000 --> 00:05:08.000]  《史詩記》說以色列的百姓
[00:05:08.000 --> 00:05:10.000]  他們離開曠野
[00:05:10.000 --> 00:05:12.000]  他們進入迦南
[00:05:12.000 --> 00:05:15.000]  迦南是一個很富足的地方
[00:05:15.000 --> 00:05:19.000]  但是迦南也是一個危險的地方
[00:05:19.000 --> 00:05:23.000]  這個危險就是神的子民
[00:05:23.000 --> 00:05:28.000]  會被迦南周圍的民族所同化
[00:05:28.000 --> 00:05:34.000]  我們叫做迦南化了神的百姓
[00:05:34.000 --> 00:05:37.000]  或者我們用現代的說話來說
[00:05:37.000 --> 00:05:39.000]  神的子民
[00:05:39.000 --> 00:05:41.000]  基督徒
[00:05:41.000 --> 00:05:46.000]  很容易被這個世界的文化所同化
[00:05:46.000 --> 00:05:55.000]  我們會失卻神作為神的兒女的標準和行事方式
[00:05:55.000 --> 00:05:58.000]  迦南化有幾個特徵
[00:05:58.000 --> 00:06:02.000]  第一個特徵追求富足
[00:06:02.000 --> 00:06:07.000]  追求富足並不是一件壞事
[00:06:07.000 --> 00:06:11.000]  財富本身就是忠誠
[00:06:11.000 --> 00:06:14.000]  神帶他們去到迦南
[00:06:14.000 --> 00:06:18.000]  就是要將富足給他們
[00:06:18.000 --> 00:06:22.000]  但是這些以色列人要追求富足
[00:06:22.000 --> 00:06:24.000]  他們要怎麼做呢
[00:06:24.000 --> 00:06:29.000]  他們要跟隨迦南人去拜巴力
[00:06:29.000 --> 00:06:32.000]  為什麼要拜巴力呢
[00:06:32.000 --> 00:06:34.000]  因為他們相信
