
[00:00:00.000 --> 00:00:02.000]  各位記者早晨
[00:00:02.000 --> 00:00:04.000]  很感動
[00:00:04.000 --> 00:00:06.000]  因為站在這個講壇上
[00:00:06.000 --> 00:00:10.000]  和大家直接面對面宣講上帝的話語
[00:00:10.000 --> 00:00:14.000]  可能已經接近有三至四個月的時間
[00:00:14.000 --> 00:00:16.000]  不是三至四個星期
[00:00:16.000 --> 00:00:20.000]  今天的題目叫做「後疫情下的門徒生命」
[00:00:20.000 --> 00:00:24.000]  我都在想有沒有寫錯題目
[00:00:24.000 --> 00:00:27.000]  或者有沒有令大家誤解
[00:00:27.000 --> 00:00:30.000]  我自己的想法和大家是不是一樣呢
[00:00:30.000 --> 00:00:33.000]  「後疫情下」意思就是說
[00:00:33.000 --> 00:00:36.000]  疫情可能已經減退了
[00:00:36.000 --> 00:00:41.000]  我們經歷過一個疫情之後的一個時代
[00:00:41.000 --> 00:00:44.000]  因為已經第五波了
[00:00:44.000 --> 00:00:47.000]  有可能繼續會有出現
[00:00:47.000 --> 00:00:48.000]  我不是想嚇大家
[00:00:48.000 --> 00:00:50.000]  不過專家都分析可能會
[00:00:50.000 --> 00:00:52.000]  這件事可能沒完沒了
[00:00:52.000 --> 00:00:54.000]  或者起碼都會有一段時間
[00:00:54.000 --> 00:00:57.000]  就像波浪一樣慢慢地
[00:00:57.000 --> 00:01:01.000]  由高下低下慢慢地和我們一起面對
[00:01:01.000 --> 00:01:03.000]  所以在這個情境底下
[00:01:03.000 --> 00:01:06.000]  我們如何面對我們的門徒的生命
[00:01:06.000 --> 00:01:08.000]  我是想用這個方法去想的
[00:01:08.000 --> 00:01:10.000]  其實大家都明白
[00:01:10.000 --> 00:01:12.000]  在這兩年無論是香港人
[00:01:12.000 --> 00:01:14.000]  或者全世界人都經歷著
[00:01:14.000 --> 00:01:17.000]  COVID-19 新冠的肺炎
[00:01:17.000 --> 00:01:20.000]  根據我早幾天看的數字
[00:01:20.000 --> 00:01:23.000]  全世界已經有五億一千二百萬人感染
[00:01:23.000 --> 00:01:25.000]  而死亡人數已經去到六百萬
[00:01:25.000 --> 00:01:27.000]  即是我們全香港人七百萬人口
[00:01:27.000 --> 00:01:30.000]  都已經佔了這麼多數字
[00:01:30.000 --> 00:01:33.000]  我們感恩今天我們能夠回來教會
[00:01:33.000 --> 00:01:36.000]  今天第二個星期有我們恢復崇拜
[00:01:36.000 --> 00:01:38.000]  在第五波疫情之後
[00:01:38.000 --> 00:01:41.000]  都是給我們去經歷了一些
[00:01:41.000 --> 00:01:43.000]  好像經歷了劫難
[00:01:43.000 --> 00:01:47.000]  或者經歷了一個幻變之後的情況
[00:01:47.000 --> 00:01:52.000]  這個就是今天說的聖經故事的場景
[00:01:52.000 --> 00:01:54.000]  一會兒我們再進入
[00:01:54.000 --> 00:01:56.000]  我想跟大家分享這幅相片
[00:01:56.000 --> 00:01:57.000]  大家可能有些人見過
[00:01:57.000 --> 00:01:58.000]  有些人未見過
[00:01:58.000 --> 00:02:01.000]  這幅相片對我和師傅來說是很有意義的
[00:02:01.000 --> 00:02:03.000]  這幅相片就是
[00:02:03.000 --> 00:02:04.000]  我應該沒有記錯
[00:02:04.000 --> 00:02:06.000]  是三月十二號星期六來的
[00:02:06.000 --> 00:02:12.000]  我們由一月八號飛了去英國
[00:02:12.000 --> 00:02:16.000]  然後在二月初去了泰國
[00:02:16.000 --> 00:02:19.000]  然後二月尾回來香港隔離酒店兩個星期
[00:02:19.000 --> 00:02:22.000]  然後這一刻終於回到自己的家
[00:02:22.000 --> 00:02:24.000]  我們未試過離開了自己的家
[00:02:24.000 --> 00:02:26.000]  差不多三個月以上
[00:02:26.000 --> 00:02:28.000]  你看到一堆行李
[00:02:28.000 --> 00:02:30.000]  所以對我們來說
[00:02:30.000 --> 00:02:33.000]  看到這裡寫著什麼
[00:02:33.000 --> 00:02:35.000]  仿如隔世
[00:02:35.000 --> 00:02:38.000]  我師母有一段時間
[00:02:38.000 --> 00:02:40.000]  我已經忘記了家裡的環境是怎樣了
[00:02:40.000 --> 00:02:42.000]  太久沒有回去了
[00:02:42.000 --> 00:02:44.000]  都是開玩笑
[00:02:44.000 --> 00:02:47.000]  不過我想經過一些劫難
[00:02:47.000 --> 00:02:52.000]  譬如香港人在這兩年都有社會事件
[00:02:52.000 --> 00:02:53.000]  我們每個香港人
[00:02:53.000 --> 00:02:55.000]  可能都經歷過親人的離世
[00:02:55.000 --> 00:02:57.000]  在這幾年裏面
[00:02:57.000 --> 00:03:00.000]  不知道大家在這些劫難之後
[00:03:00.000 --> 00:03:02.000]  心情是怎樣的呢
[00:03:02.000 --> 00:03:06.000]  我們可能回望過去一些片段
[00:03:06.000 --> 00:03:08.000]  有傷心有危難
[00:03:08.000 --> 00:03:12.000]  但是終於在這裡可以回到教會聚會
[00:03:12.000 --> 00:03:14.000]  或者回到自己居住的地方
[00:03:14.000 --> 00:03:17.000]  都好像有些劫後餘生的感覺
[00:03:17.000 --> 00:03:18.000]  從前我們說
[00:03:18.000 --> 00:03:20.000]  香港好像一個福地一樣
[00:03:20.000 --> 00:03:21.000]  我們又沒有地震
[00:03:21.000 --> 00:03:22.000]  沒有海嘯
[00:03:22.000 --> 00:03:25.000]  沒有什麼天災橫禍的事
[00:03:25.000 --> 00:03:27.000]  但是我們今天都不夠膽說
[00:03:27.000 --> 00:03:28.000]  我們可以安安靜靜
[00:03:28.000 --> 00:03:31.000]  太太平平地一路下去
[00:03:31.000 --> 00:03:34.000]  但是我們就在這些幻變
[00:03:34.000 --> 00:03:37.000]  劫難或者一些危險過後
[00:03:37.000 --> 00:03:38.000]  我們可以重整一下
[00:03:38.000 --> 00:03:40.000]  可以反思一下
[00:03:40.000 --> 00:03:43.000]  當中有什麼給我們的學習呢
[00:03:43.000 --> 00:03:46.000]  我們都藉著現在復活節之後
[00:03:46.000 --> 00:03:49.000]  復活後的教會年曆
[00:03:49.000 --> 00:03:50.000]  如果記得上個星期
[00:03:50.000 --> 00:03:51.000]  《流言維傳》都在說
[00:03:51.000 --> 00:03:53.000]  我們遇虎期之後
[00:03:53.000 --> 00:03:55.000]  現在是復活期
[00:03:55.000 --> 00:03:57.000]  遲些五巡節降臨
[00:03:57.000 --> 00:03:58.000]  在這個時候
[00:03:58.000 --> 00:04:06.000]  你覺得門徒應該處於什麼時態的生命呢
[00:04:06.000 --> 00:04:08.000]  可能我們會經常覺得
[00:04:08.000 --> 00:04:10.000]  復活帶給我們有朝氣
[00:04:10.000 --> 00:04:11.000]  帶給我們有生命
[00:04:11.000 --> 00:04:12.000]  帶給我們有永生
[00:04:12.000 --> 00:04:14.000]  應該是很喜樂的
[00:04:14.000 --> 00:04:15.000]  很豐盛的
[00:04:15.000 --> 00:04:16.000]  很欣典的
[00:04:16.000 --> 00:04:18.000]  是很憂慮的
[00:04:18.000 --> 00:04:20.000]  就好像我們經常都說
[00:04:20.000 --> 00:04:23.000]  Happy Easter Monday
[00:04:23.000 --> 00:04:26.000]  因為Easter在復活節主日
[00:04:26.000 --> 00:04:27.000]  派復活彈
[00:04:27.000 --> 00:04:28.000]  很開心的
[00:04:28.000 --> 00:04:29.000]  星期一就拆彈
[00:04:29.000 --> 00:04:31.000]  就是拆復活彈
[00:04:31.000 --> 00:04:33.000]  應該是很開心的事
[00:04:33.000 --> 00:04:35.000]  但如果我們再細心看回
[00:04:35.000 --> 00:04:37.000]  門徒當時的情況
[00:04:37.000 --> 00:04:38.000]  是不是就是
[00:04:38.000 --> 00:04:39.000]  耶穌復活了
[00:04:39.000 --> 00:04:40.000]  一帆風順
[00:04:40.000 --> 00:04:41.000]  以後平平安安
[00:04:41.000 --> 00:04:42.000]  我們充滿著能力
[00:04:42.000 --> 00:04:43.000]  去傳福音
[00:04:43.000 --> 00:04:44.000]  大使命
