
[00:00:00.000 --> 00:00:04.680]  今天早上和大家思考紛爭這個主題
[00:00:04.680 --> 00:00:07.880]  今天早上和大家思考一下紛爭這個問題
[00:00:07.880 --> 00:00:15.400]  在美國那十幾年,我打發時間是看小說
[00:00:15.400 --> 00:00:19.200]  在美國那十幾年,我打發時間是看小說
[00:00:19.200 --> 00:00:22.200]  其實小說都是在說人生的
[00:00:22.200 --> 00:00:24.800]  其實小說也是在說人生的
[00:00:24.800 --> 00:00:30.600]  其中倪匡先生的小說,我幾乎每一本都看過超過三次以上
[00:00:30.600 --> 00:00:35.400]  其中倪匡先生的小說,我幾乎都看過三遍以上
[00:00:35.400 --> 00:00:38.400]  他的書也包含很多人生的哲理
[00:00:38.400 --> 00:00:41.000]  他的書也包含很多人生的哲理
[00:00:41.000 --> 00:00:43.000]  其中有一段我自己很深印象
[00:00:43.000 --> 00:00:45.600]  其中有一段我有很深的印象
[00:00:45.600 --> 00:00:48.000]  他這樣說,在動物世界裏面
[00:00:48.000 --> 00:00:52.400]  只有人類是運用智慧去殺害自己的同類
[00:00:52.400 --> 00:00:55.200]  他當中說到,在動物世界裏面
[00:00:55.200 --> 00:00:58.000]  只有人類是運用智慧去殺害自己的同類
[00:00:58.000 --> 00:01:02.400]  更恐怖的是,隨著人類的文明越進步,科技越發達
[00:01:02.400 --> 00:01:06.600]  更可怕的是,隨著人類的文明越進步,科技越發達
[00:01:06.600 --> 00:01:10.000]  人類互相殘殺的方法更千變萬化
[00:01:10.000 --> 00:01:13.200]  人類互相殘殺的方法更是千變萬化
[00:01:13.200 --> 00:01:14.800]  並且樂此不疲
[00:01:14.800 --> 00:01:16.800]  並且樂此不疲
[00:01:16.800 --> 00:01:21.600]  今天早上,倪國書說到人與人之間紛爭的問題
[00:01:21.600 --> 00:01:26.000]  今天早上,倪國書說到人與人之間紛爭的問題
[00:01:26.000 --> 00:01:30.600]  倪國書說到人與人之間紛爭的問題
[00:01:30.600 --> 00:01:35.000]  倪國書說到人與人之間紛爭的問題
[00:01:35.000 --> 00:01:38.200]  倪國書說到人與人之間紛爭的問題
[00:01:38.200 --> 00:01:40.200]  倪國書說到人與人之間紛爭的問題
[00:01:40.200 --> 00:01:41.800]  倪國書說到人與人之間紛爭的問題
[00:01:41.800 --> 00:01:46.200]  倪國書說到人與人之間紛爭的問題
[00:01:46.200 --> 00:01:49.000]  倪國書說到人與人之間紛爭的問題
[00:01:49.000 --> 00:01:52.200]  倪國書說到人與人之間紛爭的問題
[00:01:52.200 --> 00:01:54.200]  倪國書說到人與人之間紛爭的問題
[00:01:54.200 --> 00:01:56.200]  倪國書說到人與人之間紛爭的問題
[00:01:56.200 --> 00:01:58.200]  倪國書說到人與人之間紛爭的問題
[00:01:58.200 --> 00:02:00.200]  倪國書說到人與人之間紛爭的問題
[00:02:00.200 --> 00:02:02.200]  倪國書說到人與人之間紛爭的問題
[00:02:02.200 --> 00:02:04.200]  倪國書說到人與人之間紛爭的問題
[00:02:04.200 --> 00:02:06.200]  倪國書說到人與人之間紛爭的問題
[00:02:06.200 --> 00:02:08.200]  倪國書說到人與人之間紛爭的問題
[00:02:08.200 --> 00:02:10.200]  倪國書說到人與人之間紛爭的問題
[00:02:10.200 --> 00:02:12.200]  倪國書說到人與人之間紛爭的問題
[00:02:12.200 --> 00:02:19.200]  倪國書說到人與人之間紛爭的問題
[00:02:19.200 --> 00:02:21.200]  倪國書說到人與人之間紛爭的問題
[00:02:21.200 --> 00:02:23.200]  倪國書說到人與人之間紛爭的問題
[00:02:23.200 --> 00:02:25.200]  倪國書說到人與人之間紛爭的問題
[00:02:25.200 --> 00:02:27.200]  倪國書說到人與人之間紛爭的問題
[00:02:27.200 --> 00:02:29.200]  倪國書說到人與人之間紛爭的問題
[00:02:29.200 --> 00:02:31.200]  倪國書說到人與人之間紛爭的問題
[00:02:31.200 --> 00:02:33.200]  倪國書說到人與人之間紛爭的問題
[00:02:33.200 --> 00:02:35.200]  倪國書說到人與人之間紛爭的問題
[00:02:35.200 --> 00:02:37.200]  倪國書說到人與人之間紛爭的問題
[00:02:37.200 --> 00:02:39.200]  倪國書說到人與人之間紛爭的問題
[00:02:39.200 --> 00:02:43.200]  倪國書說到人與人之間紛爭的問題
[00:02:43.200 --> 00:02:45.200]  倪國書說到人與人之間紛爭的問題
[00:02:45.200 --> 00:02:47.200]  倪國書說到人與人之間紛爭的問題
[00:02:47.200 --> 00:02:49.200]  倪國書說到人與人之間紛爭的問題
[00:02:49.200 --> 00:02:51.200]  倪國書說到人與人之間紛爭的問題
[00:02:51.200 --> 00:02:53.200]  倪國書說到人與人之間紛爭的問題
[00:02:53.200 --> 00:02:55.200]  倪國書說到人與人之間紛爭的問題
[00:02:55.200 --> 00:02:57.200]  倪國書說到人與人之間紛爭的問題
[00:02:57.200 --> 00:02:59.200]  倪國書說到人與人之間紛爭的問題
[00:02:59.200 --> 00:03:01.200]  倪國書說到人與人之間紛爭的問題
[00:03:01.200 --> 00:03:03.200]  倪國書說到人與人之間紛爭的問題
[00:03:03.200 --> 00:03:09.200]  倪國書說到人與人之間紛爭的問題
[00:03:09.200 --> 00:03:11.200]  倪國書說到人與人之間紛爭的問題
[00:03:11.200 --> 00:03:13.200]  倪國書說到人與人之間紛爭的問題
[00:03:13.200 --> 00:03:15.200]  倪國書說到人與人之間紛爭的問題
[00:03:15.200 --> 00:03:17.200]  倪國書說到人與人之間紛爭的問題
[00:03:17.200 --> 00:03:19.200]  倪國書說到人與人之間紛爭的問題
[00:03:19.200 --> 00:03:21.200]  倪國書說到人與人之間紛爭的問題
[00:03:21.200 --> 00:03:23.200]  倪國書說到人與人之間紛爭的問題
[00:03:23.200 --> 00:03:25.200]  倪國書說到人與人之間紛爭的問題
[00:03:25.200 --> 00:03:27.200]  倪國書說到人與人之間紛爭的問題
[00:03:27.200 --> 00:03:29.200]  倪國書說到人與人之間紛爭的問題
