
[00:00:00.000 --> 00:00:04.000]  很高興跟各位來分享訊息
[00:00:04.000 --> 00:00:07.500]  第一個主日我都要分享
[00:00:07.500 --> 00:00:10.500]  長大成熟,滿有基督長成的聖量
[00:00:10.500 --> 00:00:14.500]  這是我們2015年教會的意象
[00:00:14.500 --> 00:00:17.500]  是的,我們這裡長大成人
[00:00:17.500 --> 00:00:21.000]  我們是指的是我們屬靈的生命
[00:00:21.000 --> 00:00:24.500]  或者我們簡單講就是靈命
[00:00:24.500 --> 00:00:26.500]  人為什麼要長大呢?
[00:00:26.500 --> 00:00:28.500]  各位有沒有想過
[00:00:28.500 --> 00:00:33.500]  如果說我們能夠像小孩子一樣
[00:00:33.500 --> 00:00:36.500]  天真無邪的不是很好嗎?
[00:00:36.500 --> 00:00:38.500]  耶穌不是說
[00:00:38.500 --> 00:00:41.500]  若不悔轉變成小孩子的樣子
[00:00:41.500 --> 00:00:44.500]  斷不能進天國,是不是?
[00:00:44.500 --> 00:00:48.500]  所以做小孩子好像也不錯嘛
[00:00:48.500 --> 00:00:51.500]  但是保羅說
[00:00:51.500 --> 00:00:53.500]  我們不再做小孩子
[00:00:53.500 --> 00:00:56.500]  中了人的詭計和欺騙的法術
[00:00:56.500 --> 00:00:58.500]  被一切異教之風搖動
[00:00:58.500 --> 00:01:02.500]  飄來水去就隨從各樣的異端
[00:01:02.500 --> 00:01:06.500]  所以如果我們不長大成熟的話
[00:01:06.500 --> 00:01:09.500]  人家講什麼你都相信
[00:01:09.500 --> 00:01:12.500]  被人家騙了你都不知道
[00:01:12.500 --> 00:01:15.500]  甚至於我們聽了傳了
[00:01:15.500 --> 00:01:19.500]  都是變成異端去了,是不是?
[00:01:19.500 --> 00:01:21.500]  最簡單的一樣事情
[00:01:21.500 --> 00:01:23.500]  我常常聽人家講
[00:01:23.500 --> 00:01:25.500]  天國好像在山頂上面
[00:01:25.500 --> 00:01:27.500]  從前面上也可以到
[00:01:27.500 --> 00:01:29.500]  從後面上也可以到
[00:01:29.500 --> 00:01:31.500]  所以信什麼教都一樣
[00:01:31.500 --> 00:01:33.500]  都可以上天國
[00:01:33.500 --> 00:01:35.500]  這就是異端
[00:01:35.500 --> 00:01:37.500]  這是不對的
[00:01:37.500 --> 00:01:41.500]  這就是隨風飄來飄去
[00:01:41.500 --> 00:01:47.500]  唯有耶穌是我們獨一的真神
[00:01:47.500 --> 00:01:49.500]  所以我們讚美神
[00:01:49.500 --> 00:01:52.500]  更何況如果我們像小孩子一樣
[00:01:52.500 --> 00:01:54.500]  那是畸形
[00:01:54.500 --> 00:01:58.500]  如果說我今天65歲了
[00:01:58.500 --> 00:02:00.500]  我還像個小孩子一樣
[00:02:00.500 --> 00:02:02.500]  還吃個奶嘴
[00:02:02.500 --> 00:02:04.500]  包個尿布
[00:02:04.500 --> 00:02:07.500]  你說你看了噁不噁心
[00:02:07.500 --> 00:02:10.500]  更何況那活不久的
[00:02:10.500 --> 00:02:13.500]  那很快就沒命了
[00:02:13.500 --> 00:02:17.500]  所以我們一定要長大成熟
[00:02:17.500 --> 00:02:20.500]  我們一定要能夠吃乾糧
[00:02:20.500 --> 00:02:22.500]  我們一定要能夠阻絕
[00:02:22.500 --> 00:02:24.500]  能夠排泄
[00:02:24.500 --> 00:02:27.500]  能夠再一次成為長大成熟
[00:02:27.500 --> 00:02:30.500]  滿有基督長生的聖量
[00:02:30.500 --> 00:02:32.500]  我剛才說每個月
[00:02:32.500 --> 00:02:35.500]  第一個禮拜天我都要講
[00:02:35.500 --> 00:02:38.500]  除了有幾次像是July 4
[00:02:38.500 --> 00:02:40.500]  或叫美國的道
[00:02:40.500 --> 00:02:41.500]  或者是什麼
[00:02:41.500 --> 00:02:43.500]  基本上我第一次講
[00:02:43.500 --> 00:02:45.500]  是從以夫所書四章
[00:02:45.500 --> 00:02:46.500]  他說
[00:02:46.500 --> 00:02:48.500]  等到我們眾人在真道上
[00:02:48.500 --> 00:02:50.500]  頭歸於一認識神的兒子
[00:02:50.500 --> 00:02:52.500]  得以長大成熟
[00:02:52.500 --> 00:02:54.500]  滿有基督長生的聖量
[00:02:54.500 --> 00:02:56.500]  所以我就講了一篇道
[00:02:56.500 --> 00:02:59.500]  到底什麼叫長大成熟
[00:02:59.500 --> 00:03:04.500]  到底什麼叫基督長生的聖量
[00:03:04.500 --> 00:03:06.500]  我又有講了一次
[00:03:06.500 --> 00:03:07.500]  是說
[00:03:07.500 --> 00:03:10.500]  我是真葡萄樹
[00:03:10.500 --> 00:03:11.500]  耶穌說的
[00:03:11.500 --> 00:03:13.500]  我父是栽培的人
[00:03:13.500 --> 00:03:15.500]  凡屬我不解果子的枝子
[00:03:15.500 --> 00:03:16.500]  他就剪去
[00:03:16.500 --> 00:03:18.500]  凡解果子的他就修理乾淨
[00:03:18.500 --> 00:03:21.500]  枝子解果更多
[00:03:21.500 --> 00:03:23.500]  這是在約翰福音裡面的
[00:03:23.500 --> 00:03:26.500]  所以我們要跟基督連結
[00:03:26.500 --> 00:03:29.500]  我們好像枝子連於葡萄樹
[00:03:29.500 --> 00:03:32.500]  我們就能夠結實累累
[00:03:32.500 --> 00:03:34.500]  如果我們長得不好
[00:03:34.500 --> 00:03:36.500]  就修剪就要來了
[00:03:36.500 --> 00:03:39.500]  修剪起來是很疼的
[00:03:39.500 --> 00:03:40.500]  是很難過的
[00:03:40.500 --> 00:03:42.500]  但是感謝神
[00:03:42.500 --> 00:03:46.500]  因為當來春的時候
[00:03:46.500 --> 00:03:49.500]  我們就能夠結更多的果子
[00:03:49.500 --> 00:03:51.500]  後來我又講了一次說
[00:03:51.500 --> 00:03:54.500]  我們要邁向成熟
[00:03:54.500 --> 00:03:56.500]  如路加福音所說
[00:03:56.500 --> 00:03:59.500]  耶穌的智慧和聖量
[00:03:59.500 --> 00:04:01.500]  並神與人喜悅他的心
[00:04:01.500 --> 00:04:03.500]  都一起增長
[00:04:03.500 --> 00:04:06.500]  智慧就是IQ
[00:04:06.500 --> 00:04:10.500]  你的intellectual quotient
[00:04:10.500 --> 00:04:13.500]  聖量他用一個括弧講
[00:04:13.500 --> 00:04:16.500]  我們的閱歷我們的知識
[00:04:16.500 --> 00:04:20.500]  所以聖量叫做KQ Knowledge Quotient
[00:04:20.500 --> 00:04:22.500]  譬如說我們的永強是博士
[00:04:22.500 --> 00:04:25.500]  所以他的智商應該很高
[00:04:25.500 --> 00:04:26.500]  是不是
[00:04:26.500 --> 00:04:28.500]  雖然他有的時候跟我一樣
[00:04:28.500 --> 00:04:31.500]  連炒個飯他都不會
[00:04:31.500 --> 00:04:32.500]  會炒是不是
[00:04:32.500 --> 00:04:35.500]  那更棒
[00:04:35.500 --> 00:04:38.500]  所以他的智商應該高
[00:04:38.500 --> 00:04:41.500]  人長大閱歷越深
[00:04:41.500 --> 00:04:42.500]  知識越高
[00:04:42.500 --> 00:04:44.500]  所以他的智商越高
[00:04:44.500 --> 00:04:46.500]  當耶穌聖經上面說
[00:04:46.500 --> 00:04:48.500]  他的智慧跟聖量
[00:04:48.500 --> 00:04:51.500]  並神和人喜悅他的心
[00:04:51.500 --> 00:04:53.500]  人喜歡你表示什麼
[00:04:53.500 --> 00:04:55.500]  你的IQ高
[00:04:55.500 --> 00:04:57.500]  Emotional Quotient
[00:04:57.500 --> 00:04:58.500]  你會做人嘛
[00:04:58.500 --> 00:05:00.500]  是不是
[00:05:00.500 --> 00:05:01.500]  神喜歡你呢
[00:05:01.500 --> 00:05:04.500]  表示你的GQ高Quotient
[00:05:04.500 --> 00:05:06.500]  你的再聰明
[00:05:06.500 --> 00:05:08.500]  聰明反對聰明
[00:05:08.500 --> 00:05:10.500]  你書讀再多
[00:05:10.500 --> 00:05:12.500]  什麼叫做PhD
[00:05:12.500 --> 00:05:14.500]  Permanent Brain Damage
[00:05:14.500 --> 00:05:16.500]  這頭腦都讀壞了
[00:05:16.500 --> 00:05:20.500]  當然了我是講玩的
[00:05:20.500 --> 00:05:25.500]  腦袋被車門打壞了
[00:05:25.500 --> 00:05:26.500]  但是呢
[00:05:26.500 --> 00:05:29.500]  最重要的是GQ要高
[00:05:29.500 --> 00:05:30.500]  你對神
[00:05:30.500 --> 00:05:32.500]  因為認識耶和華
[00:05:32.500 --> 00:05:34.500]  是智慧的開端不是嗎
[00:05:34.500 --> 00:05:35.500]  所以這是耶穌
[00:05:35.500 --> 00:05:37.500]  他到了十二三歲的時候
[00:05:37.500 --> 00:05:40.500]  他的IQ KQ EQ GQ
[00:05:40.500 --> 00:05:43.500]  都高過常人
[00:05:43.500 --> 00:05:46.500]  好的我後來又講了一次
[00:05:46.500 --> 00:05:49.500]  是在撒末爾記上面講的
[00:05:49.500 --> 00:05:51.500]  是說大衛在曠野
[00:05:51.500 --> 00:05:54.500]  在菲律賓地的時候
[00:05:54.500 --> 00:05:57.500]  就有許多人來投靠他
[00:05:57.500 --> 00:05:58.500]  聖經上面說
[00:05:58.500 --> 00:06:01.500]  凡欠債的窘困的
[00:06:01.500 --> 00:06:03.500]  心裡面受壓抑的
[00:06:03.500 --> 00:06:04.500]  都來投奔他
[00:06:04.500 --> 00:06:07.500]  有四百人之多
[00:06:07.500 --> 00:06:11.500]  後來這些人成為大衛的勇士
[00:06:11.500 --> 00:06:13.500]  我們不是也一樣嗎
[00:06:13.500 --> 00:06:15.500]  我們本來不信主的
[00:06:15.500 --> 00:06:18.500]  我們甚至是追求世界的
[00:06:18.500 --> 00:06:20.500]  我講過不只一次
[00:06:20.500 --> 00:06:22.500]  我差點成為百萬富翁
[00:06:22.500 --> 00:06:25.500]  不是我差點成為千萬富翁
[00:06:25.500 --> 00:06:27.500]  我自己也開過公司
[00:06:27.500 --> 00:06:30.500]  我也為別人做過公司
[00:06:30.500 --> 00:06:31.500]  前十名
[00:06:31.500 --> 00:06:34.500]  那個幾十萬股的股票
[00:06:34.500 --> 00:06:36.500]  但是化為烏有
[00:06:36.500 --> 00:06:37.500]  我很感謝神
[00:06:37.500 --> 00:06:39.500]  神沒有讓我發了財
[00:06:39.500 --> 00:06:40.500]  我如果發了財
[00:06:40.500 --> 00:06:42.500]  我可能就不會下來
[00:06:42.500 --> 00:06:46.500]  像是我現在這個樣子
[00:06:46.500 --> 00:06:50.500]  但是我從來沒有這麼成功過
[00:06:50.500 --> 00:06:52.500]  我以前做的是網路通訊非常紅
[00:06:52.500 --> 00:06:54.500]  當紅辣子雞
[00:06:54.500 --> 00:06:56.500]  走在路上都有風的
[00:06:56.500 --> 00:06:59.500]  在聖和熙那一帶
[00:06:59.500 --> 00:07:01.500]  但是您知道嗎
[00:07:01.500 --> 00:07:05.500]  我從來沒有像現在這麼高興過
[00:07:05.500 --> 00:07:08.500]  我心裡想神你有你的美意
[00:07:08.500 --> 00:07:10.500]  神讓我能夠再一次
[00:07:10.500 --> 00:07:11.500]  放下我自己
[00:07:11.500 --> 00:07:13.500]  為神國來做事情
[00:07:13.500 --> 00:07:14.500]  有的時候我碰到我同學
[00:07:14.500 --> 00:07:15.500]  我的同事
