
[00:00:00.000 --> 00:00:02.000]  丁姐妹主內平安
[00:00:02.000 --> 00:00:05.500]  願主帶領我們今天在當中相聚
[00:00:05.500 --> 00:00:08.000]  以及家中的丁姐妹都平安
[00:00:08.000 --> 00:00:11.000]  讓我們今天思考一個題目
[00:00:11.000 --> 00:00:13.000]  自己XX自己救
[00:00:13.000 --> 00:00:14.500]  自己填吧
[00:00:14.500 --> 00:00:16.000]  你喜歡填什麼都可以
[00:00:16.000 --> 00:00:17.000]  不過我是我說的
[00:00:17.000 --> 00:00:19.000]  你有你想的都可以
[00:00:19.000 --> 00:00:21.000]  我們一起祈禱
[00:00:21.000 --> 00:00:23.000]  親愛主我們多謝你
[00:00:23.000 --> 00:00:24.500]  你的話語寶貴
[00:00:24.500 --> 00:00:26.000]  你給我們藉著亞伯蘭
[00:00:26.000 --> 00:00:28.000]  她一生的經歷
[00:00:28.000 --> 00:00:30.000]  給我們很多的提醒
[00:00:30.000 --> 00:00:32.000]  求主讓我們一起走亞伯蘭的路
[00:00:32.000 --> 00:00:36.000]  讓我們一起思考走主你的路
[00:00:36.000 --> 00:00:37.000]  求你帶領我們
[00:00:37.000 --> 00:00:38.000]  聽我們祈禱
[00:00:38.000 --> 00:00:40.000]  奉耶穌名字而求
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:45.000]  今天我們來到這個題目
[00:00:45.000 --> 00:00:48.000]  讓我們重溫一下
[00:00:48.000 --> 00:00:51.000]  因為華里克牧師說
[00:00:51.000 --> 00:00:55.000]  一個教會全年的方向主題
[00:00:55.000 --> 00:00:58.000]  每28天應該要重溫一次
[00:00:58.000 --> 00:01:00.000]  所以我們今天重溫一下
[00:01:00.000 --> 00:01:03.000]  我們從年頭到現在的一些思考
[00:01:03.000 --> 00:01:06.000]  第一個一定要重溫的是什麼呢
[00:01:06.000 --> 00:01:08.000]  要記得教會的主題
[00:01:08.000 --> 00:01:10.000]  我們一起讀一次
[00:01:10.000 --> 00:01:11.000]  一二三
[00:01:11.000 --> 00:01:14.000]  實踐使命 裝備信徒
[00:01:14.000 --> 00:01:17.000]  我們未來這一年都可以思考
[00:01:17.000 --> 00:01:19.000]  怎樣在這些地方學習
[00:01:19.000 --> 00:01:22.000]  實踐使命 裝備信徒
[00:01:22.000 --> 00:01:26.000]  讓我們走出上帝給我們的心意
[00:01:26.000 --> 00:01:28.000]  當中我們上次
[00:01:28.000 --> 00:01:29.000]  很久之前也說過
[00:01:29.000 --> 00:01:31.000]  有兩個很重要的師
[00:01:31.000 --> 00:01:33.000]  還記得嗎
[00:01:33.000 --> 00:01:37.000]  就是大使命和大誡命
[00:01:37.000 --> 00:01:40.000]  記得我們有兩個命
[00:01:40.000 --> 00:01:42.000]  一個教會裡有兩個很重要的命
[00:01:42.000 --> 00:01:44.000]  就是大使命和大誡命
[00:01:44.000 --> 00:01:46.000]  我們都按照上帝給我們的心意
[00:01:46.000 --> 00:01:50.000]  去活出上帝給我們的吩咐
[00:01:50.000 --> 00:01:53.000]  特別我們也在過去的日子裡說過
[00:01:53.000 --> 00:01:57.000]  要行出其中大使命的部分
[00:01:57.000 --> 00:02:02.000]  就是在馬太福音28章18至20節的部分
[00:02:02.000 --> 00:02:04.000]  當中我們也說到
[00:02:04.000 --> 00:02:06.000]  神告訴我們什麼
[00:02:06.000 --> 00:02:08.000]  你們要去使萬民作主的門徒
[00:02:08.000 --> 00:02:10.000]  奉父子聖靈的名
[00:02:10.000 --> 00:02:11.000]  給他們施洗
[00:02:11.000 --> 00:02:13.000]  凡主所吩咐我們的
[00:02:13.000 --> 00:02:15.000]  我們都要教訓他們遵守
[00:02:15.000 --> 00:02:16.000]  我們就要
[00:02:16.000 --> 00:02:18.000]  教會裡有一個很重要的使命
[00:02:18.000 --> 00:02:20.000]  就是要去培育
[00:02:20.000 --> 00:02:22.000]  每一個弟兄姊妹都願意
[00:02:22.000 --> 00:02:24.000]  好像門徒一樣
[00:02:24.000 --> 00:02:27.000]  千萬不要說我做基督徒就可以了
[00:02:27.000 --> 00:02:29.000]  上帝的心意就是讓每一個
[00:02:29.000 --> 00:02:31.000]  信耶穌的人都成為一個門徒
[00:02:31.000 --> 00:02:34.000]  一個願意學校耶穌樣式的人
[00:02:34.000 --> 00:02:36.000]  以至於活出那種生命
[00:02:36.000 --> 00:02:37.000]  而當我們要讓教會
[00:02:37.000 --> 00:02:39.000]  能夠幫助每一個人
[00:02:39.000 --> 00:02:41.000]  能夠成為門徒的時候
[00:02:41.000 --> 00:02:42.000]  我們之前也思考過
[00:02:42.000 --> 00:02:44.000]  有三個很重要的過程
[00:02:44.000 --> 00:02:45.000]  一個步驟
[00:02:45.000 --> 00:02:48.000]  就是去施洗和教訓
[00:02:48.000 --> 00:02:51.000]  這些都是我們一直去思考的
[00:02:51.000 --> 00:02:52.000]  也因為這樣
[00:02:52.000 --> 00:02:53.000]  所以在今年裡面
[00:02:53.000 --> 00:02:55.000]  特別選擇了的經文
[00:02:55.000 --> 00:02:56.000]  都是比較多一點
[00:02:56.000 --> 00:02:58.000]  我們一起去思考著
[00:02:58.000 --> 00:02:59.000]  亞伯蘭
[00:02:59.000 --> 00:03:00.000]  因為我們說亞伯蘭
[00:03:00.000 --> 00:03:02.000]  就是第一位的高人
