
[00:00:00.000 --> 00:00:06.880]  Hallelujah!
[00:00:06.880 --> 00:00:12.120]  經過了這一個激烈的選情
[00:00:12.120 --> 00:00:15.960]  可能很多人的心臟病都要發作了
[00:00:15.960 --> 00:00:19.080]  特別是在大選之後
[00:00:19.080 --> 00:00:23.880]  我覺得那幾天可能有的人真不知道怎麼過來的
[00:00:23.880 --> 00:00:26.520]  如果你是這樣子的話
[00:00:26.520 --> 00:00:30.600]  今天真相揭開了
[00:00:30.600 --> 00:00:32.760]  但是有人覺得真相還沒有揭開
[00:00:32.760 --> 00:00:38.760]  美國總統大選有很多的舞弊等等的這些
[00:00:38.760 --> 00:00:41.040]  所以你每天看新聞你會發現
[00:00:41.040 --> 00:00:43.600]  你看左派的新聞
[00:00:43.600 --> 00:00:45.280]  你看右派的新聞
[00:00:45.280 --> 00:00:48.120]  你看大道新聞跟小道新聞
[00:00:48.120 --> 00:00:50.360]  你天天看這些東西的時候
[00:00:50.360 --> 00:00:53.520]  你真不知道到底真相是什麼
[00:00:53.520 --> 00:00:55.400]  親愛的同志們
[00:00:55.400 --> 00:01:01.440]  大選總有一天這個結果真相會水落石出的
[00:01:01.440 --> 00:01:03.320]  但是美國的未來
[00:01:03.320 --> 00:01:05.000]  這個世界的未來
[00:01:05.000 --> 00:01:06.680]  人類的未來
[00:01:06.680 --> 00:01:11.920]  誰能夠解開這個人類的命運呢?
[00:01:11.920 --> 00:01:13.640]  所以我們在上一次的信息裡面
[00:01:13.640 --> 00:01:15.360]  我們曾經有講過
[00:01:15.360 --> 00:01:18.960]  當約翰看到這一個異象
[00:01:18.960 --> 00:01:24.680]  他看見說無人能夠解開這個印的時候
[00:01:24.680 --> 00:01:26.600]  他想到這一點
[00:01:26.600 --> 00:01:28.000]  他知道這一點的時候
[00:01:28.000 --> 00:01:32.280]  他就大哭啊
[00:01:32.280 --> 00:01:35.000]  一個關心神國度的事情
[00:01:35.000 --> 00:01:37.120]  一個關心神祇義的人
[00:01:37.120 --> 00:01:38.680]  他看到這個情形的時候
[00:01:38.680 --> 00:01:39.440]  他大哭
[00:01:39.440 --> 00:01:42.560]  因為他說將來未來的世界
[00:01:42.560 --> 00:01:44.400]  整個人類的命運
[00:01:44.400 --> 00:01:45.760]  竟然沒有人知道
[00:01:45.760 --> 00:01:48.480]  沒有人可以解開
[00:01:48.480 --> 00:01:50.640]  但是當他知道說
[00:01:50.640 --> 00:01:54.440]  原來那一位坐在寶座上的高揚
[00:01:54.440 --> 00:01:56.720]  他可以解開的時候
[00:01:56.720 --> 00:01:58.800]  他可以解開這一個疏解
[00:01:58.800 --> 00:02:00.480]  他可以展開這個疏解
[00:02:00.480 --> 00:02:04.280]  他就在神的面前得到釋放
[00:02:04.280 --> 00:02:06.680]  他歡喜快樂在神的面前
[00:02:06.680 --> 00:02:07.720]  親愛的同志們
[00:02:07.720 --> 00:02:10.560]  今天也許你今天為著這個美國的大選
[00:02:10.560 --> 00:02:12.800]  你在那邊可能你會覺得很難過
[00:02:12.800 --> 00:02:13.920]  你覺得很憂傷
[00:02:13.920 --> 00:02:16.360]  甚至你覺得說美國的前途在哪裡
[00:02:16.360 --> 00:02:23.920]  美國可是不是要over了
[00:02:23.920 --> 00:02:25.920]  但是親愛的同志們
[00:02:25.920 --> 00:02:27.800]  我盼望你看見
[00:02:27.800 --> 00:02:30.200]  在地上所發生的一切事情
[00:02:30.200 --> 00:02:34.480]  都有一位在天上坐在寶座的那一位神
[00:02:34.480 --> 00:02:35.400]  祂在掌權
[00:02:35.400 --> 00:02:40.480]  Amen
[00:02:40.480 --> 00:02:46.120]  所以在啟示錄第六章這裡
[00:02:46.120 --> 00:02:48.320]  接著在啟示錄第六章
[00:02:48.320 --> 00:02:52.560]  約翰又看見了一個異象
[00:02:52.560 --> 00:02:55.480]  整個啟示錄裡面是講到將來
[00:02:55.480 --> 00:02:59.760]  幕後必成的事情很重要
[00:02:59.760 --> 00:03:01.600]  我們看一下
[00:03:01.600 --> 00:03:02.720]  在這個圖表裡面
[00:03:02.720 --> 00:03:05.440]  希望幫助大家能夠更明白
[00:03:05.440 --> 00:03:10.680]  這個啟示錄的這一個大概的情形
[00:03:10.680 --> 00:03:13.320]  我們在前面講到的這個五章正經裡面
[00:03:13.320 --> 00:03:17.240]  我們提到約翰講這些事情的時候
[00:03:17.240 --> 00:03:18.880]  他看見了這些異象
[00:03:18.880 --> 00:03:21.080]  他說是他把所看見的
[00:03:21.080 --> 00:03:23.320]  還有現在的事
[00:03:23.320 --> 00:03:27.480]  然後將來必成的事情
[00:03:27.480 --> 00:03:30.800]  都讓他看見了
[00:03:30.800 --> 00:03:33.040]  所以他寫這個啟示錄的時候
[00:03:33.040 --> 00:03:34.920]  他把他所看見的
[00:03:34.920 --> 00:03:37.760]  這裡講到說將來必成的事情
[00:03:37.760 --> 00:03:39.320]  我們現在所開始講的
[00:03:39.320 --> 00:03:41.960]  都是有關將來必成的事情
[00:03:41.960 --> 00:03:43.160]  所以從第四章
[00:03:43.160 --> 00:03:46.120]  他看見寶座上面是坐著上帝
[00:03:46.120 --> 00:03:47.880]  就是那位全能者坐在上面
