
[00:00:00.000 --> 00:00:03.920]  奉主名問候,弟兄姊妹平安
[00:00:03.920 --> 00:00:07.000]  我今日經文是任聖的猶大第二講
[00:00:07.000 --> 00:00:09.780]  我今日題目是瑞士猶大第二講
[00:00:09.780 --> 00:00:14.800]  第一講是講到猶大靈聖的領袖
[00:00:14.800 --> 00:00:20.800]  上帝對他非常嚴厲的控訴
[00:00:20.800 --> 00:00:27.320]  就是說前一講是寄託先知神對他們的嚴厲的控訴
[00:00:27.320 --> 00:00:31.320]  本文十三節至九章一節
[00:00:31.320 --> 00:00:33.920]  八章十三到九章十一節
[00:00:33.920 --> 00:00:37.160]  是上帝對猶大國民宣佈審判
[00:00:37.160 --> 00:00:39.160]  非常厲害
[00:00:39.160 --> 00:00:43.160]  就是上帝對他指名的宣判審判非常厲害
[00:00:43.160 --> 00:00:47.160]  這段經文是猶太人
[00:00:47.160 --> 00:00:51.160]  你留意一下
[00:00:51.160 --> 00:00:54.160]  我們的故事裏面是猶大人
[00:00:54.160 --> 00:00:57.160]  我們故事中是指猶大人
[00:00:57.160 --> 00:01:03.160]  今天我們稱呼住在以色列
[00:01:03.160 --> 00:01:06.160]  甚至乎我的同事
[00:01:06.160 --> 00:01:09.160]  我叫他猶太人
[00:01:09.160 --> 00:01:11.160]  我們叫他猶太人
[00:01:11.160 --> 00:01:12.160]  不叫他猶大人
[00:01:12.160 --> 00:01:14.160]  不叫猶大人
[00:01:14.160 --> 00:01:18.160]  猶大和猶太有什麼分別呢
[00:01:18.160 --> 00:01:20.160]  你有個黃牧師在這裏
[00:01:20.160 --> 00:01:22.160]  你們有黃牧師在這裏
[00:01:22.160 --> 00:01:24.160]  有空問問他
[00:01:24.160 --> 00:01:26.160]  因為我這裏不是講諸學
[00:01:26.160 --> 00:01:28.160]  我真的不講哲學
[00:01:28.160 --> 00:01:30.160]  但我講的話我一定要準確
[00:01:30.160 --> 00:01:32.160]  但我講的話我一定要準確
[00:01:32.160 --> 00:01:35.160]  所以我現在要講猶太人
[00:01:35.160 --> 00:01:38.160]  我們今天講的是猶大人
[00:01:38.160 --> 00:01:39.160]  猶太人
[00:01:39.160 --> 00:01:40.160]  猶太人
[00:01:40.160 --> 00:01:41.160]  即是講現在
[00:01:41.160 --> 00:01:43.160]  要講現在
[00:01:43.160 --> 00:01:50.160]  他們在這個叫艾波月
[00:01:50.160 --> 00:01:52.160]  是我們的七月八月
[00:01:52.160 --> 00:01:55.160]  是我們的七月八月
[00:01:55.160 --> 00:01:59.160]  他們是要慶祝聖殿被毀
[00:01:59.160 --> 00:02:02.160]  他們要慶祝聖殿被毀
[00:02:02.160 --> 00:02:03.160]  七月八月
[00:02:03.160 --> 00:02:05.160]  七月八月
[00:02:05.160 --> 00:02:10.160]  是他們要紀念聖殿被毀
[00:02:10.160 --> 00:02:13.160]  他們要紀念聖殿被毀
[00:02:13.160 --> 00:02:14.160]  無獨有偶
[00:02:14.160 --> 00:02:16.160]  無獨有偶
[00:02:16.160 --> 00:02:18.160]  聖殿第一次
[00:02:18.160 --> 00:02:19.160]  聖殿第一次
[00:02:19.160 --> 00:02:20.160]  聖殿第二次
[00:02:20.160 --> 00:02:21.160]  聖殿第二次
[00:02:21.160 --> 00:02:23.160]  是同一個月份被毀
[00:02:23.160 --> 00:02:24.160]  是同一個月份被毀
[00:02:24.160 --> 00:02:26.160]  就是艾波
[00:02:26.160 --> 00:02:27.160]  是艾波
[00:02:27.160 --> 00:02:28.160]  AB
[00:02:28.160 --> 00:02:30.160]  AB
[00:02:30.160 --> 00:02:31.160]  你不知道AB為甚麼嗎
[00:02:31.160 --> 00:02:32.160]  你不知道AB為甚麼嗎
[00:02:32.160 --> 00:02:33.160]  不要緊
[00:02:33.160 --> 00:02:35.160]  因為我要講新的東西
[00:02:35.160 --> 00:02:36.160]  我要講猶太人
[00:02:36.160 --> 00:02:38.160]  所以我一定要講猶太的名稱
[00:02:38.160 --> 00:02:39.160]  就是我要講猶太人
[00:02:39.160 --> 00:02:40.160]  你一定要講猶太陌生人
[00:02:40.160 --> 00:02:42.160]  那你對猶太陌生呢
[00:02:42.160 --> 00:02:44.160]  如果你在猶太陌生呢
[00:02:44.160 --> 00:02:49.160]  這個要讀多點主學才會明白多點
[00:02:49.160 --> 00:02:51.160]  要多讀一點主義學才會明白
[00:02:51.160 --> 00:02:53.160]  大家要知道這本聖經
[00:02:53.160 --> 00:02:55.160]  不是對香港人說話的
[00:02:55.160 --> 00:02:57.160]  不是對香港人說話
[00:02:57.160 --> 00:03:00.160]  也不是對深圳人說話
[00:03:00.160 --> 00:03:01.160]  也不是對深圳人說話
[00:03:01.160 --> 00:03:02.160]  對甚麼人說話
[00:03:02.160 --> 00:03:04.160]  對甚麼人說話
[00:03:04.160 --> 00:03:06.160]  對猶太人
[00:03:06.160 --> 00:03:07.160]  對猶太人說話
[00:03:07.160 --> 00:03:09.160]  對老後的猶太人
[00:03:09.160 --> 00:03:11.160]  對貝勒後的猶太人
[00:03:11.160 --> 00:03:14.160]  對貝勒後的猶太人
[00:03:14.160 --> 00:03:19.160]  你和我有哪分像猶太人
[00:03:19.160 --> 00:03:22.160]  你和我像不像猶太人
[00:03:22.160 --> 00:03:24.160]  所以我對這本聖經很陌生
[00:03:24.160 --> 00:03:25.160]  我們對這本聖經非常陌生
[00:03:25.160 --> 00:03:27.160]  然而我們要讀這本聖經
[00:03:27.160 --> 00:03:28.160]  為甚麼要讀這本聖經呢
[00:03:28.160 --> 00:03:31.160]  懶就懶去解釋聖經的人
[00:03:31.160 --> 00:03:35.160]  向中國人講猶太人的東西
[00:03:35.160 --> 00:03:37.160]  向中國人解釋猶太人的事情
[00:03:37.160 --> 00:03:40.160]  你有沒有想過信耶穌有多艱難
[00:03:40.160 --> 00:03:42.160]  你有沒有想過信耶穌有多艱難
[00:03:42.160 --> 00:03:43.160]  要讀的書呢
[00:03:43.160 --> 00:03:44.160]  要讀的書
[00:03:44.160 --> 00:03:46.160]  和我們中國三國演義
[00:03:46.160 --> 00:03:48.160]  水滸傳全部都沒有關係
[00:03:48.160 --> 00:03:49.160]  和我們中國三國演義
[00:03:49.160 --> 00:03:51.160]  水滸傳沒有關係
[00:03:51.160 --> 00:03:53.160]  所以當你讀聖經的時候
[00:03:53.160 --> 00:03:54.160]  當你讀聖經的時候
[00:03:54.160 --> 00:03:56.160]  你要tune in
[00:03:56.160 --> 00:03:59.160]  你要轉頻道
[00:03:59.160 --> 00:04:01.160]  轉頻道,very good
[00:04:01.160 --> 00:04:02.160]  回到這裡
[00:04:02.160 --> 00:04:03.160]  回到這裡
[00:04:03.160 --> 00:04:04.160]  猶太人
[00:04:04.160 --> 00:04:05.160]  猶太人
[00:04:05.160 --> 00:04:07.160]  即是今天的猶太人
[00:04:07.160 --> 00:04:08.160]  即是今天的猶太人
[00:04:08.160 --> 00:04:09.160]  52個禮拜
[00:04:09.160 --> 00:04:10.160]  52個禮拜
[00:04:10.160 --> 00:04:13.160]  每一段都要將五經
[00:04:13.160 --> 00:04:15.160]  每一段都要將五經
[00:04:15.160 --> 00:04:16.160]  讀一次
[00:04:16.160 --> 00:04:17.160]  讀一次
[00:04:17.160 --> 00:04:18.160]  ok
