
[00:00:00.000 --> 00:00:06.000]  我今天選擇這個題目,因為我們面對著一個很大的挑戰
[00:00:06.000 --> 00:00:13.000]  世界上現在…我們看看圖片,讓大家看看現在普世福音的狀況
[00:00:13.000 --> 00:00:21.000]  圖片裡底下紅色的部分代表了全世界人口的40%
[00:00:21.000 --> 00:00:27.000]  稱為「先德福音」或「未德之聞」,「先聞福音」的群體
[00:00:27.000 --> 00:00:30.000]  「先聞福音」的群體可以有兩種
[00:00:30.000 --> 00:00:36.000]  有些是完全沒有教會,沒有信徒團契的群體
[00:00:36.000 --> 00:00:44.000]  例如有很多穆斯林的國家裡,完全沒有信徒的群體
[00:00:44.000 --> 00:00:49.000]  但有些是有,但非常少可能分佈在不同的地方
[00:00:49.000 --> 00:00:59.000]  在這個情況下,佔了全世界30億人口,是一個很大的對象
[00:00:59.000 --> 00:01:04.000]  如果再看上面橙色的部分,我們看到「爾德群體」
[00:01:04.000 --> 00:01:11.000]  好像澳洲、美國,都算是「爾德群體」
[00:01:11.000 --> 00:01:17.000]  在「爾德群體」當中仍然有「未信主」的朋友,大概有27%
[00:01:17.000 --> 00:01:28.000]  右邊橙綠色的部分,是「掛名的基督徒」
[00:01:28.000 --> 00:01:33.000]  「掛名的基督徒」有很多,例如在歐洲、英國等地方
[00:01:33.000 --> 00:01:35.000]  很多都是「一出世」的基督徒
[00:01:35.000 --> 00:01:38.000]  但他們一生可能只是去兩次教會
[00:01:38.000 --> 00:01:41.000]  「出世」的時候去教會,「死」的時候去教會
[00:01:41.000 --> 00:01:45.000]  「結婚」的時候去教會,三次而已
[00:01:45.000 --> 00:01:48.000]  但他們跟耶穌基督是完全沒有關係的
[00:01:48.000 --> 00:01:51.000]  他們被稱為基督徒,是因為他們的父母是基督徒
[00:01:51.000 --> 00:01:58.000]  他們被稱為「掛名的基督徒」,佔了全世界21%
[00:01:58.000 --> 00:02:03.000]  我們看到他們仍然未認識耶穌基督
[00:02:03.000 --> 00:02:06.000]  或者跟耶穌基督沒有親子關係
[00:02:06.000 --> 00:02:15.000]  剩下的只有12%,我們認為是「毀身的基督徒」
[00:02:15.000 --> 00:02:18.000]  我盼望在座的都是屬於這個群體
[00:02:18.000 --> 00:02:22.000]  「毀身的基督徒」就是一群願意聽到福音
[00:02:22.000 --> 00:02:26.000]  願意回應耶穌基督的呼召,成為耶穌基督的門徒
[00:02:26.000 --> 00:02:29.000]  不單止是接受了福音
[00:02:29.000 --> 00:02:36.000]  而是繼續在福音裡有成長,追求成聖的生命
[00:02:36.000 --> 00:02:40.000]  然後願意聽到福音的教訓,聖經的教訓
[00:02:40.000 --> 00:02:44.000]  他就立刻去做的,這樣叫「毀身的基督徒」
[00:02:44.000 --> 00:02:47.000]  不單止是來教會參加聚會儀式
[00:02:47.000 --> 00:02:50.000]  而是很認真地去跟隨耶穌基督
[00:02:50.000 --> 00:02:52.000]  這些「毀身的基督徒」
[00:02:52.000 --> 00:02:59.000]  要思想一下,我們現在是要靠全世界12%的人
[00:02:59.000 --> 00:03:06.000]  來改變88%全球人類的生命
[00:03:06.000 --> 00:03:11.000]  似乎耶穌基督是給我們一個很大的任務
[00:03:11.000 --> 00:03:13.000]  要我們去完成
[00:03:13.000 --> 00:03:15.000]  這個任務是否可能完成呢?
[00:03:15.000 --> 00:03:21.000]  靠這12%的人,能夠改變88%的人的生命嗎?
[00:03:21.000 --> 00:03:24.000]  這是一個很大的問號在我們面前
[00:03:24.000 --> 00:03:29.000]  我很記得2013年我去台灣開會
[00:03:29.000 --> 00:03:37.000]  因為華福會邀請了全世界所有華人教會的領袖
[00:03:37.000 --> 00:03:41.000]  特別是差會,不是很多間華人差會
[00:03:41.000 --> 00:03:44.000]  兩隻手可以數得完
[00:03:44.000 --> 00:03:47.000]  華人的差會,包括西差會的同工
[00:03:47.000 --> 00:03:51.000]  還有一些神學院的院長
[00:03:51.000 --> 00:03:55.000]  或者教務主任,還有一些大教會的牧者
[00:03:55.000 --> 00:03:59.000]  都一齊來台灣開會
[00:03:59.000 --> 00:04:02.000]  開會這次不是去聽道
[00:04:02.000 --> 00:04:04.000]  不像有時候去參加大會的時候
[00:04:04.000 --> 00:04:06.000]  都有一些主要的講員來講道
[00:04:06.000 --> 00:04:08.000]  因為這班來參加開會的
[00:04:08.000 --> 00:04:10.000]  他們個個都可以講道
[00:04:10.000 --> 00:04:12.000]  他們不是去那裡聽講道
[00:04:12.000 --> 00:04:15.000]  他們那裡是一齊去思想一個問題
[00:04:15.000 --> 00:04:17.000]  華福會只是給一個問題
[00:04:17.000 --> 00:04:20.000]  給這班人走在一起
[00:04:20.000 --> 00:04:22.000]  要討論的題目就是
[00:04:22.000 --> 00:04:27.000]  為什麼華人教會超過200年的歷史
[00:04:27.000 --> 00:04:29.000]  但是到現在來說
[00:04:29.000 --> 00:04:36.000]  仍然不能夠履行耶穌基督所頒布唯一的大使命
[00:04:36.000 --> 00:04:39.000]  唯一的大使命
[00:04:39.000 --> 00:04:42.000]  在當時來說,現在已經有些改進了
[00:04:42.000 --> 00:04:46.000]  在當時來說,在中國大陸以外的華人教會
[00:04:46.000 --> 00:04:49.000]  大概一萬間
[00:04:49.000 --> 00:04:52.000]  我們籠統地說
[00:04:52.000 --> 00:04:54.000]  大概一萬間華人教會
[00:04:54.000 --> 00:04:56.000]  但是照我們的研究的結果
[00:04:56.000 --> 00:05:01.000]  只有少過百分之三十的華人教會
[00:05:01.000 --> 00:05:03.000]  是有所謂參與
[00:05:03.000 --> 00:05:08.000]  在大使命宣教的事工上面
[00:05:08.000 --> 00:05:10.000]  裡面已經包括了
[00:05:10.000 --> 00:05:13.000]  比方我們會有為宣教士禱告
[00:05:13.000 --> 00:05:16.000]  又或者我們會有一些宣教的奉獻
[00:05:16.000 --> 00:05:18.000]  這樣已經算是了
[00:05:18.000 --> 00:05:22.000]  不是說他們有差派自己的弟兄姊妹出去做宣教
[00:05:22.000 --> 00:05:26.000]  而是他們有關心到宣教的事工
[00:05:26.000 --> 00:05:29.000]  或者有為一些宣教機構做一些奉獻
[00:05:29.000 --> 00:05:31.000]  已經是包括在裡面
[00:05:31.000 --> 00:05:38.000]  而是全世界百分之三十的華人教會
[00:05:38.000 --> 00:05:41.000]  在做宣教的工作
[00:05:41.000 --> 00:05:45.000]  在座當中有些可能都認識
[00:05:45.000 --> 00:05:49.000]  好像是內地會OMF
[00:05:49.000 --> 00:05:52.000]  OMF已經一百五十年了
[00:05:52.000 --> 00:05:55.000]  慶祝了一百五十週年紀念
[00:05:55.000 --> 00:05:58.000]  但是當我們慶祝一百五十週年紀念的時候
[00:05:58.000 --> 00:06:01.000]  他們的領袖曾經這樣說
[00:06:01.000 --> 00:06:06.000]  我們很成功地在全球建立了很多的華人教會
[00:06:06.000 --> 00:06:08.000]  但是
[00:06:08.000 --> 00:06:11.000]  有時候我們很佩服
[00:06:11.000 --> 00:06:15.000]  這些西差會的領袖他們的坦白
[00:06:15.000 --> 00:06:17.000]  他們說但是有一個問題
[00:06:17.000 --> 00:06:19.000]  就是我們失敗了
[00:06:19.000 --> 00:06:25.000]  在這些華人教會當中興起一個宣教運動
[00:06:25.000 --> 00:06:27.000]  成功建立教會
[00:06:27.000 --> 00:06:30.000]  成功建立了很多華人教會
[00:06:30.000 --> 00:06:36.000]  但是這些華人教會卻不是參與在普世宣教運動上
[00:06:36.000 --> 00:06:39.000]  這是一個什麼問題?
[00:06:39.000 --> 00:06:43.000]  這就是華福會要舉辦在台灣這個大會的原因
[00:06:43.000 --> 00:06:47.000]  結果我們這幫人分成小組
[00:06:47.000 --> 00:06:50.000]  每天我們三天開會
[00:06:50.000 --> 00:06:53.000]  每天我們一人一台十個人
[00:06:53.000 --> 00:06:55.000]  然後分佈很多很多台
[00:06:55.000 --> 00:07:00.000]  然後每天早上大會的主持人就給一個題目
[00:07:00.000 --> 00:07:04.000]  每一張桌子的領袖們我們一起去討論
[00:07:04.000 --> 00:07:06.000]  由早到晚討論
[00:07:06.000 --> 00:07:08.000]  然後我們就收集報告
[00:07:08.000 --> 00:07:11.000]  將所有這些建議放在一起
[00:07:11.000 --> 00:07:14.000]  然後最後的時候我們就公佈
[00:07:14.000 --> 00:07:18.000]  我們收集所有這些不同的領袖們
[00:07:18.000 --> 00:07:21.000]  差會、教會、陳學院的領袖
[00:07:21.000 --> 00:07:25.000]  我們去討論到底為什麼華人教會
[00:07:25.000 --> 00:07:27.000]  時至如今二百多年
[00:07:27.000 --> 00:07:33.000]  我們仍然不能夠滿足耶穌基督頒佈的唯一大使命
[00:07:33.000 --> 00:07:35.000]  結論是第一個很簡單
[00:07:35.000 --> 00:07:39.000]  我相信大家都肯定知道教會有問題
[00:07:39.000 --> 00:07:41.000]  如果教會沒有問題
[00:07:41.000 --> 00:07:45.000]  為什麼教會不能夠承擔這麼重要的大使命
[00:07:45.000 --> 00:07:47.000]  第二個比較是特別一點
[00:07:47.000 --> 00:07:51.000]  亦是我們都很驚訝,其實都不是驚訝
[00:07:51.000 --> 00:07:52.000]  大家都覺得是對的
[00:07:52.000 --> 00:07:57.000]  只不過說出來的時候似乎比較敏感一點
[00:07:57.000 --> 00:07:59.000]  第二個原因是什麼
[00:07:59.000 --> 00:08:02.000]  華人神學院有問題
[00:08:02.000 --> 00:08:04.000]  當我們這樣說的時候
[00:08:04.000 --> 00:08:09.000]  我們會說對華人神學院有很多不好的攻擊
[00:08:09.000 --> 00:08:11.000]  華人神學院有問題
[00:08:11.000 --> 00:08:12.000]  為什麼?
[00:08:12.000 --> 00:08:15.000]  因為華人神學院在那時候來說
[00:08:15.000 --> 00:08:18.000]  全球的華人神學院其實有很多
[00:08:18.000 --> 00:08:21.000]  講不同語言的神學院都有
[00:08:21.000 --> 00:08:24.000]  華人神學院當中只有兩間
[00:08:24.000 --> 00:08:27.000]  說的是幾百間華人教會的神學院
[00:08:27.000 --> 00:08:32.000]  只有兩間是有一些關於宣教的課程
[00:08:32.000 --> 00:08:34.000]  然後大部分都沒有
[00:08:34.000 --> 00:08:37.000]  其實這個情況不只是華人教會
[00:08:37.000 --> 00:08:39.000]  也不要說華人教會有問題
[00:08:39.000 --> 00:08:41.000]  只是說華人教會神學院有問題
[00:08:41.000 --> 00:08:44.000]  其實西方神學院都有問題
[00:08:44.000 --> 00:08:46.000]  我在以前讀神學的時候
[00:08:46.000 --> 00:08:49.000]  我的神學院是美南浸信會的神學院
[00:08:49.000 --> 00:08:53.000]  美南浸信會是美國最大的宗派
[00:08:53.000 --> 00:08:57.000]  也是最注重猜派最多宣教士的宗派
[00:08:57.000 --> 00:08:59.000]  但是竟然在我讀的神學院裡
[00:08:59.000 --> 00:09:03.000]  都沒有一科叫做宣教課程
[00:09:03.000 --> 00:09:06.000]  就是說這些受訓練的神學生
[00:09:06.000 --> 00:09:09.000]  讀完三年或者兩年
[00:09:09.000 --> 00:09:11.000]  或者讀完博士學位
[00:09:11.000 --> 00:09:13.000]  五年、七年的神學生
[00:09:13.000 --> 00:09:14.000]  他們畢業出來
[00:09:14.000 --> 00:09:17.000]  去到教會當牧師的時候
[00:09:17.000 --> 00:09:18.000]  如果他們在神學院的時候
[00:09:18.000 --> 00:09:21.000]  都沒有被提醒宣教的重要性
[00:09:21.000 --> 00:09:25.000]  或者沒有被教導學習宣教的重要性的時候
[00:09:25.000 --> 00:09:27.000]  他們怎麼會去到教會的時候
[00:09:27.000 --> 00:09:30.000]  覺得要推動宣教的工作
[00:09:30.000 --> 00:09:33.000]  結果是因為源頭有問題
[00:09:33.000 --> 00:09:35.000]  神學院沒有注重的緣故
[00:09:35.000 --> 00:09:41.000]  所以連連累到教會裡的弟兄姊妹都不知道
[00:09:41.000 --> 00:09:43.000]  因為連目者都不重視
[00:09:43.000 --> 00:09:46.000]  當然信徒就不會覺得重要
[00:09:46.000 --> 00:09:48.000]  於是連帶下去的時候
[00:09:48.000 --> 00:09:53.000]  難怪還教會在這方面卻步不前
[00:09:53.000 --> 00:09:56.000]  當我們說完這句話的時候
[00:09:56.000 --> 00:10:00.000]  大家心裡都有點尷尬
[00:10:00.000 --> 00:10:03.000]  因為當中有些神學院的院長
[00:10:03.000 --> 00:10:07.000]  結果神學院的院長上台去承認
[00:10:07.000 --> 00:10:09.000]  神學院的院長承認
[00:10:09.000 --> 00:10:11.000]  這是他們的錯誤
[00:10:11.000 --> 00:10:15.000]  所以2013年開始就悔改了
[00:10:15.000 --> 00:10:21.000]  很多神學院開始有一科宣教的科目
[00:10:21.000 --> 00:10:23.000]  是必修科
[00:10:23.000 --> 00:10:26.000]  從那一年開始就有了改變
[00:10:26.000 --> 00:10:27.000]  但是出現了一個問題
[00:10:27.000 --> 00:10:31.000]  問題就是每個神學院都有宣教的必修科
[00:10:31.000 --> 00:10:33.000]  但問題是沒有那麼多老師
[00:10:33.000 --> 00:10:35.000]  因為過去神學院都沒有注重這個科目
[00:10:35.000 --> 00:10:40.000]  也沒有注重栽培這些關於宣教研究的人才
[00:10:40.000 --> 00:10:42.000]  結果又沒有人去做教了
[00:10:42.000 --> 00:10:44.000]  你有科目但是沒有人去教
[00:10:44.000 --> 00:10:45.000]  都是一個問題
[00:10:45.000 --> 00:10:47.000]  結果就要說我們去招手
[00:10:47.000 --> 00:10:50.000]  那些宣教士門、差會的同工們
[00:10:50.000 --> 00:10:54.000]  麻煩你過來幫忙做起步
[00:10:54.000 --> 00:10:58.000]  現在台灣有一個很大的
[00:10:58.000 --> 00:11:01.000]  也是戴德生的曾孫
[00:11:01.000 --> 00:11:04.000]  在那裡做主導的神學院華晨
[00:11:04.000 --> 00:11:11.000]  在那裡2013年開始有宣教科目
[00:11:11.000 --> 00:11:14.000]  還有宣教博士學位
[00:11:14.000 --> 00:11:16.000]  但是同樣他們沒有老師
