
[00:00:00.000 --> 00:00:04.260]  今天我們開始講新的書卷
[00:00:04.260 --> 00:00:08.880]  我們教會過去一段年多的時間
[00:00:08.880 --> 00:00:12.000]  你看看後面的咖啡角
[00:00:12.000 --> 00:00:14.140]  其實去年年多前
[00:00:14.140 --> 00:00:16.560]  我們在咖啡角做了一個金句
[00:00:16.560 --> 00:00:19.920]  我們想實踐一個屬靈群體
[00:00:19.920 --> 00:00:23.140]  屬神的屬靈群體有什麼標記呢?
[00:00:23.140 --> 00:00:26.900]  我們之前講到有神的同在
[00:00:26.900 --> 00:00:29.180]  或者經歷神的同在
[00:00:29.180 --> 00:00:33.080]  所以那段時間我們曾經推動過靈修運動
[00:00:33.080 --> 00:00:36.000]  推動過靈修守望小組
[00:00:36.000 --> 00:00:42.160]  那時我們差不多有60%的靈精會參與
[00:00:42.160 --> 00:00:47.120]  之後我們又感動一班領袖的禱告
[00:00:47.120 --> 00:00:49.640]  一個屬靈群體還有什麼標記呢?
[00:00:49.640 --> 00:00:55.260]  我們覺得屬靈群體除了我們有經歷神的同在
[00:00:55.260 --> 00:00:57.520]  你回來教會真的要經歷神
[00:00:57.520 --> 00:01:00.060]  不只是認識一些好朋友
[00:01:00.060 --> 00:01:01.560]  或者一些活動
[00:01:01.560 --> 00:01:04.340]  你真的要在心靈裏面去感受
[00:01:04.340 --> 00:01:07.080]  去經歷神的同在
[00:01:07.080 --> 00:01:08.080]  這個很重要
[00:01:08.080 --> 00:01:12.060]  不只是唱詩歌好聽、好悅耳
[00:01:12.060 --> 00:01:14.080]  不只是跟別人一起開心
[00:01:14.080 --> 00:01:16.920]  或者有分享這麼簡單
[00:01:16.920 --> 00:01:17.840]  經歷神同在
[00:01:17.840 --> 00:01:20.680]  一個屬靈群體應該有什麼標記呢?
[00:01:20.680 --> 00:01:24.920]  作為一個來到新蒲崗開始的教會
[00:01:24.920 --> 00:01:27.740]  我們說一個屬靈群體
[00:01:27.740 --> 00:01:29.520]  我們是一個屬靈群體
[00:01:29.520 --> 00:01:31.840]  應該有什麼標記呢?
[00:01:31.840 --> 00:01:34.320]  說完經歷神同在
[00:01:34.320 --> 00:01:36.120]  我們有一段時間思考
[00:01:36.120 --> 00:01:38.240]  我們應該是一個愛的群體
[00:01:38.240 --> 00:01:41.120]  還要懂得愛與被愛的群體
[00:01:41.120 --> 00:01:43.840]  所以我們雖然有疫症
[00:01:43.840 --> 00:01:46.520]  我們都繼續去推動這件事
[00:01:46.520 --> 00:01:51.040]  我們講壇有講過菲勒比書
[00:01:51.040 --> 00:01:56.640]  又講過《約翰一書》講神是愛、神是光
[00:01:56.640 --> 00:02:00.360]  如果你沒有對罪有敏感
[00:02:00.360 --> 00:02:02.920]  抗拒不要犯罪
[00:02:02.920 --> 00:02:04.800]  你沒有敏感不要犯罪
[00:02:04.800 --> 00:02:05.960]  得罪神的
[00:02:05.960 --> 00:02:07.440]  要敬畏神的心
[00:02:07.440 --> 00:02:09.680]  又或者你對人沒有一個
[00:02:09.680 --> 00:02:12.960]  從聖靈來的屬靈的果子
[00:02:12.960 --> 00:02:17.120]  愛這個生命態度
[00:02:17.120 --> 00:02:19.320]  你要小心了
[00:02:19.320 --> 00:02:21.560]  你的屬靈生命是有問題
[00:02:21.560 --> 00:02:23.120]  你對罪如果不敏感
[00:02:23.120 --> 00:02:26.000]  或者你對人沒有愛心
[00:02:26.000 --> 00:02:27.160]  那你要小心了
[00:02:27.160 --> 00:02:30.240]  當然愛心都有高有低的
[00:02:30.240 --> 00:02:32.400]  愛與被愛
[00:02:32.400 --> 00:02:34.720]  請姐妹作為一個屬靈的群體
[00:02:34.720 --> 00:02:36.520]  我們還有什麼呢?
[00:02:36.520 --> 00:02:38.200]  這次完了《約翰一書》
[00:02:38.200 --> 00:02:41.920]  我們開始講《以斯拉記》這本書
[00:02:41.920 --> 00:02:45.120]  《以斯拉記》是講神的子民
[00:02:45.120 --> 00:02:50.000]  避老、亡國之後歸回
[00:02:50.000 --> 00:02:51.440]  今天我們講題叫
[00:02:51.440 --> 00:02:54.840]  「重建聖殿的現代意義」
[00:02:54.840 --> 00:02:56.120]  開始《以斯拉記》
[00:02:56.120 --> 00:02:59.600]  大家有時間讀經可以讀讀
[00:02:59.600 --> 00:03:02.160]  關於以色列人這段歷史
[00:03:02.160 --> 00:03:03.240]  你會看到
[00:03:03.240 --> 00:03:05.400]  神在以色列人身上的作為
[00:03:05.400 --> 00:03:07.480]  對我們今天在這個世界
[00:03:07.480 --> 00:03:09.320]  作為神的子民、教會
[00:03:09.320 --> 00:03:11.120]  都有很多學習的
[00:03:11.120 --> 00:03:13.760]  我們一起坐在神面前禱告
[00:03:13.760 --> 00:03:15.200]  讓神的話語
[00:03:15.200 --> 00:03:19.080]  神在過去歷史上所做的事
[00:03:19.080 --> 00:03:21.320]  祂的作為、祂的奇妙
[00:03:21.320 --> 00:03:23.640]  成為我們今天的安慰和鼓勵
[00:03:23.640 --> 00:03:24.760]  我們禱告
[00:03:24.760 --> 00:03:31.240]  天主上帝祢已經向我們說話
[00:03:31.240 --> 00:03:33.920]  但願我們都樂意聆聽
[00:03:33.920 --> 00:03:36.120]  今生去遵守
[00:03:36.120 --> 00:03:39.480]  知道祢是守約、施持愛的神
[00:03:39.480 --> 00:03:40.720]  祢很清楚說
[00:03:40.720 --> 00:03:43.080]  當你與以色列人納約
[00:03:43.080 --> 00:03:45.640]  當你榮耀的顯現
[00:03:45.640 --> 00:03:48.840]  臨到在以色列人的回眸當中
[00:03:48.840 --> 00:03:51.560]  你說你要與他們同在
[00:03:51.560 --> 00:03:53.160]  與他們同住
[00:03:53.160 --> 00:03:55.160]  你要在他們當中
[00:03:55.160 --> 00:03:58.920]  以色列人要作為你的祭司的角度
[00:03:58.920 --> 00:04:00.560]  將祝福帶給全世界
[00:04:00.560 --> 00:04:02.640]  今天我們作為你的子民
[00:04:02.640 --> 00:04:04.600]  求你都繼續幫助我們
[00:04:04.600 --> 00:04:08.360]  從以色列人整個群族
[00:04:08.360 --> 00:04:10.320]  重建的歷史
[00:04:10.320 --> 00:04:13.240]  讓我們看到今天我們可以怎樣重建
[00:04:13.240 --> 00:04:15.440]  我們人的生命
[00:04:15.440 --> 00:04:16.960]  很多破碎的靈魂
[00:04:16.960 --> 00:04:18.880]  很多破碎的生命
[00:04:18.880 --> 00:04:20.400]  可以怎樣重建
[00:04:20.400 --> 00:04:22.720]  甚至我們作為信了的基督徒
[00:04:22.720 --> 00:04:26.160]  我們的生命都有很多要重建的地方
[00:04:26.160 --> 00:04:28.240]  以致我們作為一個教會
[00:04:28.240 --> 00:04:30.000]  作為一個基督的身體
[00:04:30.000 --> 00:04:31.560]  我們怎樣可以建立
[00:04:31.560 --> 00:04:34.480]  有沒有一些東西我們已經遠離了
[00:04:34.480 --> 00:04:36.160]  我們要重建
[00:04:36.160 --> 00:04:37.800]  主要我們特別想起
[00:04:37.800 --> 00:04:39.920]  很多教會的主要學
[00:04:39.920 --> 00:04:43.760]  都已經沒有什麼人參與
[00:04:43.760 --> 00:04:46.960]  甚至很多教會的祈禱會都沒有人參與
[00:04:46.960 --> 00:04:48.560]  今天很少提到
[00:04:48.560 --> 00:04:51.600]  我們有沒有宣教士可以拆派出去
[00:04:51.600 --> 00:04:53.720]  我們是要重建
[00:04:53.720 --> 00:04:56.000]  我們很多的工作
[00:04:56.000 --> 00:04:57.840]  甚至我們的心態
[00:04:57.840 --> 00:04:59.560]  求主你幫我們
[00:04:59.560 --> 00:05:00.840]  知道怎樣重建
[00:05:00.840 --> 00:05:04.560]  有沒有什麼我們看得不清晰
[00:05:04.560 --> 00:05:07.960]  我們需要重新去建立我們的生命
[00:05:07.960 --> 00:05:10.000]  但最重要求祢幫我們
[00:05:10.000 --> 00:05:12.880]  首先重建我們對祢的信心
[00:05:12.880 --> 00:05:14.960]  重建我們與祢的關係
[00:05:14.960 --> 00:05:15.960]  求祢祝福我們
[00:05:15.960 --> 00:05:18.240]  叫我們學習以斯拉記
[00:05:18.240 --> 00:05:22.280]  我們在當中領受祢的話語給我們的亮光
[00:05:22.280 --> 00:05:23.240]  多謝你聽我們祈禱
[00:05:23.240 --> 00:05:24.760]  奉耶穌的聖名
[00:05:24.760 --> 00:05:25.760]  阿門
[00:05:25.760 --> 00:05:29.720]  重建聖殿的現代意義
[00:05:29.720 --> 00:05:31.400]  首先要說
[00:05:31.400 --> 00:05:33.720]  如果說聖殿
[00:05:33.720 --> 00:05:35.080]  即是聖殿舊約也好
[00:05:35.080 --> 00:05:36.080]  新約也好
[00:05:36.080 --> 00:05:37.640]  考考大家
[00:05:37.640 --> 00:05:40.120]  舊約的聖殿是會幕開始的
[00:05:40.120 --> 00:05:42.800]  本來沒有聖殿這東西的
[00:05:42.800 --> 00:05:44.240]  本來是會幕
[00:05:44.240 --> 00:05:46.600]  知不知道會幕的意思是什麼?
[00:05:46.600 --> 00:05:48.600]  兄弟姐妹
[00:05:48.600 --> 00:05:51.600]  給你一個填充
[00:05:51.600 --> 00:05:55.240]  「…的地方」
[00:05:55.240 --> 00:05:56.280]  太難了
[00:05:56.280 --> 00:05:58.000]  我們看看輔助經文
[00:05:58.000 --> 00:06:02.640]  猜及記的29章43及46節
[00:06:02.640 --> 00:06:07.160]  猜及記的29章43及46節
[00:06:07.760 --> 00:06:09.000]  有沒有看到?
[00:06:09.000 --> 00:06:10.800]  一起讀這兩節
[00:06:10.800 --> 00:06:11.800]  預備起
[00:06:11.800 --> 00:06:14.040]  「…的地方」
[00:06:14.040 --> 00:06:16.360]  會幕的意思就是
[00:06:16.360 --> 00:06:19.760]  誰與誰相會的地方
[00:06:19.760 --> 00:06:22.480]  是神與人相會的地方
[00:06:22.480 --> 00:06:26.480]  所以「與神相會」的帳幕
[00:06:26.480 --> 00:06:28.960]  就叫做會幕
[00:06:28.960 --> 00:06:32.880]  會幕一定要有祭司在公職
[00:06:32.880 --> 00:06:34.280]  未有祭司公職
[00:06:34.280 --> 00:06:35.960]  未有獻祭
[00:06:35.960 --> 00:06:38.400]  會幕仍然稱為帳幕
[00:06:38.400 --> 00:06:39.960]  你查好猜及記
[00:06:39.960 --> 00:06:40.920]  你會看到
[00:06:40.920 --> 00:06:45.920]  何時會幕真的能夠發揮它的功效?
[00:06:45.920 --> 00:06:49.400]  就是當神所選立的祭司
[00:06:49.400 --> 00:06:52.360]  開始在那裡公職、獻祭
[00:06:52.360 --> 00:06:54.240]  向神獻繁祭
[00:06:54.240 --> 00:06:56.560]  為人獻贖罪祭
[00:06:56.560 --> 00:07:00.080]  神要人去親近祂
[00:07:00.080 --> 00:07:01.440]  是有些難阻的
[00:07:01.440 --> 00:07:02.880]  因為人的罪
[00:07:02.880 --> 00:07:05.720]  所以神整個赦罪的機制
[00:07:05.720 --> 00:07:08.840]  會幕神與人能夠相會
[00:07:08.840 --> 00:07:11.800]  神能夠成為我們人
[00:07:11.800 --> 00:07:14.080]  神的子民的上帝
[00:07:14.080 --> 00:07:15.320]  是有這個意思
[00:07:15.320 --> 00:07:16.400]  所以後來
[00:07:16.400 --> 00:07:21.000]  當大衛建的宏園要建聖殿
[00:07:21.000 --> 00:07:23.720]  後來所樂門建好了
[00:07:23.720 --> 00:07:24.560]  聖殿
[00:07:24.560 --> 00:07:25.840]  由猜及記
[00:07:25.840 --> 00:07:28.360]  神的榮光降臨在會幕
[00:07:28.360 --> 00:07:30.680]  到聖殿獻殿的時候
[00:07:30.680 --> 00:07:33.400]  神的榮光又降臨在聖殿
[00:07:33.400 --> 00:07:38.760]  聖殿正在發揮神與人相會的地方
[00:07:38.760 --> 00:07:40.120]  我們經常說
[00:07:40.120 --> 00:07:41.960]  今天我們沒有聖殿
[00:07:41.960 --> 00:07:44.680]  我們也不稱教會為聖殿
[00:07:44.680 --> 00:07:48.200]  有些傳統的教會有聖壇
[00:07:48.200 --> 00:07:50.440]  有些沒有
[00:07:50.440 --> 00:07:51.360]  有些有
[00:07:51.360 --> 00:07:53.560]  但簡單來說
[00:07:53.560 --> 00:07:57.080]  摩西神叫他們按著天上的樣式
[00:07:57.080 --> 00:07:59.080]  去做會幕
[00:07:59.080 --> 00:08:01.200]  或者聖殿裡面的事
[00:08:01.200 --> 00:08:04.800]  是按著天上的樣式去做
[00:08:04.800 --> 00:08:08.840]  即是神想我們透過一個影像
[00:08:08.840 --> 00:08:12.320]  透過一個地上的模型
[00:08:12.320 --> 00:08:13.560]  一個模型
[00:08:13.560 --> 00:08:16.040]  去認識天上的樣式
