
[00:00:00.000 --> 00:00:03.760]  求為我做清潔的心 一切獻上
[00:00:03.760 --> 00:00:06.000]  願以靜華的手的詩歌
[00:00:06.000 --> 00:00:08.800]  詩班是代表了我們每個會眾
[00:00:08.800 --> 00:00:10.000]  每個弟兄姊妹
[00:00:10.000 --> 00:00:12.800]  在神面前獻上的禱告
[00:00:12.800 --> 00:00:15.800]  我們是在看神的話語
[00:00:15.800 --> 00:00:18.800]  之先我們一起低頭
[00:00:18.800 --> 00:00:25.800]  天父求祢接納我們在祢面前剛才的禱告
[00:00:25.800 --> 00:00:27.200]  藉著詩歌
[00:00:27.200 --> 00:00:29.800]  求祢讓我們有個清潔的心
[00:00:29.800 --> 00:00:32.400]  我們願意獻上一切
[00:00:32.400 --> 00:00:35.400]  以致今日我們獻上的
[00:00:35.400 --> 00:00:37.000]  無論嘴唇的果子
[00:00:37.000 --> 00:00:39.000]  我們聽的道
[00:00:39.000 --> 00:00:40.400]  入我們的心
[00:00:40.400 --> 00:00:43.200]  我們完全的獻上
[00:00:43.200 --> 00:00:45.200]  能夠真是用心靈
[00:00:45.200 --> 00:00:47.800]  和在真理裏面去敬拜祢
[00:00:47.800 --> 00:00:50.400]  以下一段時間我們更加求聖靈
[00:00:50.400 --> 00:00:53.200]  開啟我們的心 幫助我們
[00:00:53.200 --> 00:00:56.800]  在祢的話語面前是謙卑的學習
[00:00:56.800 --> 00:00:59.800]  主祢的話語好像兩人的利劍
[00:00:59.800 --> 00:01:02.000]  去否開我們的心思意念
[00:01:02.000 --> 00:01:04.000]  願我們在祢面前
[00:01:04.000 --> 00:01:06.000]  今日能夠是
[00:01:06.000 --> 00:01:08.000]  可以是坦然無懼
[00:01:08.000 --> 00:01:09.400]  亦都是
[00:01:09.400 --> 00:01:12.200]  開啟我們的心來到祢面前
[00:01:12.200 --> 00:01:14.000]  以下一段時間完全的交託
[00:01:14.000 --> 00:01:15.600]  求聖靈在我們心裏面工作
[00:01:15.600 --> 00:01:17.200]  奉主耶穌的命求
[00:01:17.200 --> 00:01:18.200]  阿們
[00:01:18.200 --> 00:01:23.600]  今季我們教會的講道的季題
[00:01:23.600 --> 00:01:26.200]  是承受上帝應許之地
[00:01:26.200 --> 00:01:30.000]  我們會選讀《約書亞記》
[00:01:30.000 --> 00:01:33.800]  不知道大家讀《約書亞記》第七章的時候
[00:01:33.800 --> 00:01:37.000]  讀的時候不知道有什麼感覺
[00:01:37.000 --> 00:01:38.400]  除了一場之外
[00:01:38.400 --> 00:01:40.600]  裏面其實講了很多的事
[00:01:40.600 --> 00:01:42.800]  《約書亞記》是記載以色列人
[00:01:42.800 --> 00:01:46.200]  開始進入神應許的迦南地
[00:01:46.200 --> 00:01:50.400]  從起初神的僕人摩西帶領他們出了埃及
[00:01:50.400 --> 00:01:53.200]  在抗日裏面兜兜轉轉
[00:01:53.200 --> 00:01:55.200]  生活了四十年
[00:01:55.200 --> 00:01:57.000]  大家不要忘記
[00:01:57.000 --> 00:02:00.000]  舊一代來到這一點的時候
[00:02:00.000 --> 00:02:02.000]  大部份已經過去了
[00:02:02.000 --> 00:02:04.400]  而新一代已經起來了
[00:02:04.400 --> 00:02:06.800]  我想剛剛出埃及的人
[00:02:06.800 --> 00:02:07.800]  一是還沒有出生
[00:02:07.800 --> 00:02:09.400]  一是很小的
[00:02:09.400 --> 00:02:11.400]  四十年之後來到這裏
[00:02:11.400 --> 00:02:14.400]  他們終於在約書亞的帶領下
[00:02:14.400 --> 00:02:18.800]  開始踏足神所應許的迦南地
[00:02:18.800 --> 00:02:20.000]  但是
[00:02:20.000 --> 00:02:21.000]  進入迦南地
[00:02:21.000 --> 00:02:23.800]  並不是拿到神的應許之後
[00:02:23.800 --> 00:02:25.200]  就一勞永逸
[00:02:25.200 --> 00:02:26.600]  什麼都不用做
[00:02:26.600 --> 00:02:28.800]  其實只是他們
[00:02:28.800 --> 00:02:32.400]  生活或者生命開始一個新的階段
[00:02:32.400 --> 00:02:34.800]  或者一個新的學習
[00:02:34.800 --> 00:02:36.400]  以前他們
[00:02:36.400 --> 00:02:38.600]  對於他們祖先所認識的神
[00:02:38.600 --> 00:02:41.600]  雖然可以藉著他們的父母
[00:02:41.600 --> 00:02:44.000]  口傳或者教導
[00:02:44.000 --> 00:02:45.000]  有神的律法
[00:02:45.000 --> 00:02:48.200]  甚至是語言目演
[00:02:48.200 --> 00:02:50.000]  對於神的認識
[00:02:50.000 --> 00:02:52.600]  但是始終仍然
[00:02:52.600 --> 00:02:55.800]  每個人對神的認識和神的關係
[00:02:55.800 --> 00:02:59.800]  始終都要一手經歷
[00:02:59.800 --> 00:03:01.800]  在前面的六章書裏
[00:03:01.800 --> 00:03:05.200]  我們看到他們過約但後的經歷
[00:03:05.200 --> 00:03:07.200]  他們認識到神的大能
[00:03:07.200 --> 00:03:10.000]  他們不再聽他們的父母
[00:03:10.000 --> 00:03:15.400]  形容起初他們過紅海的情況
[00:03:15.400 --> 00:03:17.400]  現在他們自己親身的經歷
[00:03:17.400 --> 00:03:19.400]  他們親身經歷到神的大能
[00:03:19.400 --> 00:03:21.400]  在耶利綱成一役
[00:03:21.400 --> 00:03:22.600]  在第六章裏說
[00:03:22.600 --> 00:03:23.800]  他們認識到
[00:03:23.800 --> 00:03:26.800]  原來可以全然依靠神的吩咐
[00:03:26.800 --> 00:03:28.400]  能夠得勝的
[00:03:28.400 --> 00:03:30.600]  是神為他們而戰的
[00:03:30.600 --> 00:03:32.800]  接下來他們繼續要學習
[00:03:32.800 --> 00:03:34.200]  去親身經歷
[00:03:34.200 --> 00:03:36.400]  去認識這個神
[00:03:36.400 --> 00:03:37.200]  弟兄姊妹
[00:03:37.200 --> 00:03:38.400]  你和我熟悉的生命
[00:03:38.400 --> 00:03:39.800]  其實都是這樣的
[00:03:39.800 --> 00:03:42.000]  我們不能夠只是停在
[00:03:42.000 --> 00:03:44.400]  起初我們得救的經歷
[00:03:44.400 --> 00:03:45.800]  或者有時候
[00:03:45.800 --> 00:03:49.800]  只是靠其他人信主的經歷
[00:03:49.800 --> 00:03:52.400]  去過我們基督徒的生活
[00:03:52.400 --> 00:03:53.800]  別人的經歷
[00:03:53.800 --> 00:03:55.400]  可以給我們鼓勵
[00:03:55.400 --> 00:03:56.400]  但最終
[00:03:56.400 --> 00:03:58.400]  都是要我們自己親身去經歷
[00:03:58.400 --> 00:04:00.400]  和認識這位神
[00:04:00.400 --> 00:04:02.600]  《約書亞記》裏面就是
[00:04:02.600 --> 00:04:04.000]  這一班的以色列人
[00:04:04.000 --> 00:04:05.000]  在這段時間裏面
[00:04:05.000 --> 00:04:07.800]  他們要親身的去經歷和認識
[00:04:07.800 --> 00:04:10.600]  他們祖宗所告訴他們的那位神
[00:04:10.600 --> 00:04:15.800]  今天在這章書裏面
[00:04:15.800 --> 00:04:17.400]  我願意和大家分享
[00:04:17.400 --> 00:04:20.000]  主要是兩個的重點
[00:04:20.000 --> 00:04:22.200]  這段經文裏面我們看到
[00:04:22.200 --> 00:04:25.400]  是關於一個人犯了罪的
[00:04:25.400 --> 00:04:27.400]  在二十六節裏面我們看到
[00:04:27.400 --> 00:04:31.400]  無論在新譯本的主題裏面
[00:04:31.400 --> 00:04:32.800]  說的是什麼呢?
[00:04:32.800 --> 00:04:35.000]  是阿干犯罪
[00:04:35.000 --> 00:04:36.600]  阿干是什麼呢?
[00:04:36.600 --> 00:04:37.400]  是誰呢?
[00:04:37.400 --> 00:04:39.200]  我們一會兒就知道
[00:04:39.200 --> 00:04:40.400]  這章書開始的時候
[00:04:40.400 --> 00:04:41.800]  告訴我們發生什麼事呢?
[00:04:41.800 --> 00:04:43.400]  在第一節裏面告訴我們
[00:04:43.400 --> 00:04:44.200]  以色列人在那些
[00:04:44.200 --> 00:04:47.600]  當毀滅的物上犯了不忠實的罪
[00:04:47.600 --> 00:04:49.600]  他們犯了罪
[00:04:49.600 --> 00:04:50.600]  犯了什麼罪呢?
[00:04:50.600 --> 00:04:52.000]  這裏說的是不忠實
[00:04:52.000 --> 00:04:53.200]  其實這個字
[00:04:53.200 --> 00:04:54.600]  如果大家看看和學本裏面
[00:04:54.600 --> 00:04:57.400]  是沒有不忠實這三個字的
[00:04:57.400 --> 00:05:01.600]  或者是更加貼切的翻譯
[00:05:01.600 --> 00:05:03.200]  容許我大膽的翻譯
[00:05:03.200 --> 00:05:07.000]  就是違背了一些不應該違背的東西
[00:05:07.000 --> 00:05:10.200]  或者違背了神所禁止的東西
[00:05:10.200 --> 00:05:12.800]  這究竟是什麼一回事呢?
[00:05:12.800 --> 00:05:15.000]  接著第十一節
[00:05:15.000 --> 00:05:17.800]  第七章第十一節告訴我們
[00:05:17.800 --> 00:05:21.000]  耶和華特別對約書亞這樣說
[00:05:21.000 --> 00:05:22.600]  他說以色列人犯了罪
[00:05:22.600 --> 00:05:26.800]  違背了我吩咐他們的約定
[00:05:26.800 --> 00:05:29.200]  就是他們將當毀滅的
[00:05:29.200 --> 00:05:31.000]  當獻給神的
[00:05:31.000 --> 00:05:34.000]  他們偷了當獻給神的東西
[00:05:34.000 --> 00:05:35.600]  又說謊
[00:05:35.600 --> 00:05:38.600]  等等等等
[00:05:38.600 --> 00:05:39.600]  這裏說的是
[00:05:39.600 --> 00:05:41.000]  以色列人犯了的
[00:05:41.000 --> 00:05:46.800]  是違背了和神之間訂下的納約
[00:05:46.800 --> 00:05:50.400]  難怪第七章第一節說是不忠實
[00:05:50.400 --> 00:05:51.600]  其實意思就是
[00:05:51.600 --> 00:05:57.600]  不忠於神所吩咐的命令
[00:05:57.600 --> 00:06:02.200]  他們所犯的就是這個罪
[00:06:02.200 --> 00:06:06.400]  其實神什麼時候和他們納定這個約呢?
[00:06:06.400 --> 00:06:08.400]  上星期我們看第六章
[00:06:08.400 --> 00:06:11.200]  以色列人在約書亞的帶領下
[00:06:11.200 --> 00:06:13.600]  在迦南地打第一場仗
[00:06:13.600 --> 00:06:15.200]  我剛才說的
[00:06:15.200 --> 00:06:19.600]  神吩咐他們圍繞耶利哥城多少天?
[00:06:19.600 --> 00:06:20.400]  七天
[00:06:20.400 --> 00:06:21.600]  就在第七天
[00:06:21.600 --> 00:06:23.600]  在城牆倒塌之前
[00:06:23.600 --> 00:06:27.600]  神藉著約書亞對這些以色列人這樣說
[00:06:27.600 --> 00:06:29.400]  他說你們要謹慎
[00:06:29.400 --> 00:06:32.400]  當耶和華將城給了你們之後
[00:06:32.400 --> 00:06:35.400]  你們不可以將當毀滅的物
[00:06:35.400 --> 00:06:39.400]  或者當應該奉獻給神的物
[00:06:39.400 --> 00:06:40.400]  拿走
[00:06:40.400 --> 00:06:42.400]  恐怕你們會貪心
[00:06:42.400 --> 00:06:49.000]  以致以色列人成為當毀滅的東西
[00:06:49.000 --> 00:06:50.600]  因此我們看到
[00:06:50.600 --> 00:06:53.400]  其實在第六章的時候
[00:06:53.400 --> 00:06:57.000]  神已經吩咐了以色列民千萬不要這麼做
[00:06:57.000 --> 00:06:59.600]  因此我們看到
[00:06:59.600 --> 00:07:02.800]  阿干這個以色列人所犯的罪
[00:07:02.800 --> 00:07:05.400]  並不是無心之失
[00:07:05.400 --> 00:07:09.400]  一早已經吩咐了
[00:07:09.400 --> 00:07:10.200]  弟兄姊妹
[00:07:10.200 --> 00:07:13.800]  你和我對於罪的了解有多少呢?
[00:07:13.800 --> 00:07:15.400]  我們對於罪
[00:07:15.400 --> 00:07:16.800]  是否看得很認真呢?
[00:07:16.800 --> 00:07:19.800]  或者看得很嚴肅?
[00:07:19.800 --> 00:07:21.400]  在這段經文裡面
[00:07:21.400 --> 00:07:24.000]  我以下想和大家分享兩點
[00:07:24.000 --> 00:07:27.000]  關於罪的熟悉的功課
[00:07:27.000 --> 00:07:28.400]  第一
[00:07:28.400 --> 00:07:30.000]  就是罪的影響
[00:07:30.000 --> 00:07:31.000]  第二
[00:07:31.000 --> 00:07:35.200]  就是關於罪的饒恕
[00:07:35.200 --> 00:07:37.200]  第一點我想和大家分享的就是
[00:07:37.200 --> 00:07:38.800]  罪的影響
[00:07:38.800 --> 00:07:42.000]  是牽連到整個群體的
[00:07:42.000 --> 00:07:44.600]  我們看看第一節
[00:07:44.600 --> 00:07:45.400]  第一節
[00:07:45.400 --> 00:07:47.000]  大家留意
[00:07:47.000 --> 00:07:48.600]  聖經裡面形容得很特別
[00:07:48.600 --> 00:07:52.200]  它說以色列人在當毀滅的物上
[00:07:52.200 --> 00:07:54.400]  犯了不忠實的罪
[00:07:54.400 --> 00:07:55.200]  以色列人
[00:07:55.200 --> 00:07:58.400]  這個是眾數
[00:07:58.400 --> 00:08:01.400]  我們知道看完整篇書的時候
[00:08:01.400 --> 00:08:03.400]  是誰犯罪呢?
[00:08:03.400 --> 00:08:05.200]  是阿干一個人犯罪
[00:08:05.200 --> 00:08:09.000]  接著第十一節和第十二節
[00:08:09.000 --> 00:08:11.200]  第十一節和第十二節
[00:08:11.200 --> 00:08:14.600]  特別對約書亞這樣說
[00:08:14.600 --> 00:08:15.800]  用了很多很特別的字
[00:08:15.800 --> 00:08:17.400]  意思是以色列人犯罪
[00:08:17.400 --> 00:08:20.600]  是他們如何偷竊了
[00:08:20.600 --> 00:08:23.200]  他們他們他們他們
[00:08:23.200 --> 00:08:27.400]  都是眾數
[00:08:27.400 --> 00:08:28.400]  正如我所說
[00:08:28.400 --> 00:08:29.400]  整件事我們看到
[00:08:29.400 --> 00:08:32.000]  犯罪只是其中一個人
[00:08:32.000 --> 00:08:34.600]  但是為什麼神說一個人犯罪呢?
[00:08:34.600 --> 00:08:38.000]  是當作全部人都犯罪呢?
[00:08:38.000 --> 00:08:39.200]  其實這裡有一個很重要的
[00:08:39.200 --> 00:08:42.000]  屬靈的功課給我們看到
[00:08:42.000 --> 00:08:43.200]  原來犯罪很多時候
[00:08:43.200 --> 00:08:46.000]  不只是單單是個人的事
[00:08:46.000 --> 00:08:50.600]  罪也有群體的層面
[00:08:50.600 --> 00:08:51.600]  有時候可能我們現在
[00:08:51.600 --> 00:08:54.400]  在一個極度個人主義的社會裡面
[00:08:54.400 --> 00:08:56.000]  覺得有時候很難明白
[00:08:56.000 --> 00:08:57.600]  有時候甚至不能夠接受
[00:08:57.600 --> 00:08:59.000]  覺得很不公平
[00:08:59.000 --> 00:09:00.800]  你犯罪就犯罪
[00:09:00.800 --> 00:09:05.600]  一人犯罪就一人當
[00:09:05.600 --> 00:09:07.400]  一人犯罪就一人當
[00:09:07.400 --> 00:09:09.400]  我們覺得應該是這樣的
