
[00:00:00.000 --> 00:00:02.000]  鄭敬善妹平安
[00:00:02.000 --> 00:00:05.400]  很久沒有機會在大家當中分享訊息
[00:00:05.400 --> 00:00:06.520]  很開心
[00:00:06.520 --> 00:00:10.860]  不過我們先一起安靜在神的面前
[00:00:10.860 --> 00:00:12.260]  恭敬等候神的說話
[00:00:12.260 --> 00:00:14.260]  我們一起祈禱好嗎
[00:00:14.260 --> 00:00:21.840]  親愛的恩主 我們再次來到你的庚前
[00:00:21.840 --> 00:00:23.840]  我們滿心的感謝祢
[00:00:23.840 --> 00:00:25.840]  感謝祢讓我們有生命氣息
[00:00:25.840 --> 00:00:30.100]  又感謝祢讓我們有這個十二月
[00:00:30.100 --> 00:00:34.660]  有這個機會去等候聖誕節的來臨
[00:00:34.660 --> 00:00:36.660]  讓我們在等候的過程裏面
[00:00:36.660 --> 00:00:38.660]  祢又讓我們有一個張臨期
[00:00:38.660 --> 00:00:40.660]  去提醒我們
[00:00:40.660 --> 00:00:42.660]  將我們的注視力
[00:00:42.660 --> 00:00:44.660]  我們的集中點
[00:00:44.660 --> 00:00:46.460]  去看著耶穌
[00:00:46.460 --> 00:00:49.460]  願意祢讓我們在這一刻
[00:00:49.460 --> 00:00:52.460]  都能夠有一份渴望的心
[00:00:52.460 --> 00:00:54.460]  能夠有一份期待的心
[00:00:54.460 --> 00:00:56.460]  去等候祢的說話
[00:00:56.460 --> 00:00:59.460]  求祢的話語去滋潤我們
[00:00:59.460 --> 00:01:01.460]  成為我們的提醒
[00:01:01.460 --> 00:01:03.460]  求祢讓講的 聽的
[00:01:03.460 --> 00:01:04.960]  同得益處
[00:01:04.960 --> 00:01:06.460]  求祢去和我們在一起
[00:01:06.460 --> 00:01:07.960]  我們以上的祈禱
[00:01:07.960 --> 00:01:09.460]  是奉靠救主耶穌
[00:01:09.460 --> 00:01:11.460]  得聖的名字來祈禱
[00:01:11.460 --> 00:01:12.460]  阿們
[00:01:12.460 --> 00:01:15.960]  在我今天還沒開始和大家分享訊息之前
[00:01:15.960 --> 00:01:17.960]  我就很想和大家分享一個
[00:01:17.960 --> 00:01:19.960]  我看過的故事
[00:01:19.960 --> 00:01:22.960]  這個故事是關於兩間店鋪的
[00:01:22.960 --> 00:01:24.960]  沒什麼特別的
[00:01:24.960 --> 00:01:26.960]  那兩間店鋪是賣雜貨的
[00:01:26.960 --> 00:01:29.960]  其中一間店鋪的老闆娘
[00:01:29.960 --> 00:01:33.960]  她平時總有些事情煩的
[00:01:33.960 --> 00:01:36.960]  不是煩這樣就煩那樣
[00:01:36.960 --> 00:01:40.960]  所以在她不知不覺間
[00:01:40.960 --> 00:01:44.960]  和她的顧客見面的過程裏
[00:01:44.960 --> 00:01:46.960]  她就會在這裏
[00:01:46.960 --> 00:01:50.960]  這裏又說貨品不太好
[00:01:50.960 --> 00:01:52.960]  擔心賣不出去
[00:01:52.960 --> 00:01:54.960]  又會和另一個顧客說
[00:01:54.960 --> 00:01:56.960]  這陣子生意很差
[00:01:56.960 --> 00:01:58.960]  不知道怎麼辦
[00:01:58.960 --> 00:02:00.960]  其實心底裏的她
[00:02:00.960 --> 00:02:04.960]  可能就是想這樣去分享的時候
[00:02:04.960 --> 00:02:07.960]  可以博到顧客的同情
[00:02:07.960 --> 00:02:10.960]  幫她可以賣多點貨品
[00:02:10.960 --> 00:02:12.960]  讓她有多點生意做
[00:02:12.960 --> 00:02:14.960]  但很可惜
[00:02:14.960 --> 00:02:16.960]  她越是這樣做的時候
[00:02:16.960 --> 00:02:19.960]  結果就是不知不覺間
[00:02:19.960 --> 00:02:21.960]  她就將她的顧客
[00:02:21.960 --> 00:02:27.960]  一個一個的推出去她的店鋪之外
[00:02:27.960 --> 00:02:30.960]  那些顧客去了哪裏
[00:02:30.960 --> 00:02:33.960]  不知不覺間就去了隔壁那間店鋪買東西
[00:02:33.960 --> 00:02:36.960]  隔壁那間店鋪的東主
[00:02:36.960 --> 00:02:38.960]  他也會有留意到的
[00:02:38.960 --> 00:02:42.960]  他會發覺這陣子多了很多客人來了
[00:02:42.960 --> 00:02:44.960]  他又沒怎麼做宣傳
[00:02:44.960 --> 00:02:46.960]  沒怎麼登廣告
[00:02:46.960 --> 00:02:48.960]  但多了很多人來買東西
[00:02:48.960 --> 00:02:51.960]  還有這個店鋪的東主
[00:02:51.960 --> 00:02:54.960]  他跟我剛才說的老闆娘有點不同
[00:02:54.960 --> 00:02:58.960]  剛才我說的老闆娘不是很多東西煩的
[00:02:58.960 --> 00:03:00.960]  在那裏疑疑暗暗的
[00:03:00.960 --> 00:03:02.960]  但這個東主
[00:03:02.960 --> 00:03:05.960]  他跟這個老闆娘有一個很大的不同
[00:03:05.960 --> 00:03:08.960]  就是他很熱愛他的工作
[00:03:08.960 --> 00:03:12.960]  很喜歡在他的店鋪裏
[00:03:12.960 --> 00:03:16.960]  落在其中去賣他的貨品
[00:03:16.960 --> 00:03:18.960]  所以他見到顧客
[00:03:18.960 --> 00:03:21.960]  他很自然的跟他們說
[00:03:21.960 --> 00:03:26.960]  我現在這陣子這些貨品多好
[00:03:26.960 --> 00:03:29.960]  我剛剛入了一些有機貨品
[00:03:29.960 --> 00:03:30.960]  很天然的
[00:03:30.960 --> 00:03:31.960]  對身體有益
[00:03:31.960 --> 00:03:33.960]  不如買一點去試一下
[00:03:33.960 --> 00:03:36.960]  又會跟其他的顧客提到
[00:03:36.960 --> 00:03:40.960]  我今天這陣子入了一些新的貨
[00:03:40.960 --> 00:03:42.960]  其他地方沒什麼機會找到的
[00:03:42.960 --> 00:03:44.960]  你不如來試一下
[00:03:44.960 --> 00:03:47.960]  他這一種很樂天
[00:03:47.960 --> 00:03:53.960]  很主動的將他的貨品介紹給他的顧客
[00:03:53.960 --> 00:03:55.960]  令到他的顧客都覺得
[00:03:55.960 --> 00:03:58.960]  是喲 真是多謝你的介紹
[00:03:58.960 --> 00:04:00.960]  以致他們會樂意去買
[00:04:00.960 --> 00:04:02.960]  去試一下他的貨品
[00:04:02.960 --> 00:04:04.960]  因著他這樣的行動
[00:04:04.960 --> 00:04:06.960]  他的店鋪的生意
[00:04:06.960 --> 00:04:09.960]  我想不單止是因為老闆娘
[00:04:09.960 --> 00:04:11.960]  因為他自己的積極
[00:04:11.960 --> 00:04:12.960]  他的投入
[00:04:12.960 --> 00:04:16.960]  令到他的店鋪的生意奇門弱市
[00:04:16.960 --> 00:04:18.960]  不知道聽到這裡
[00:04:18.960 --> 00:04:22.960]  這個故事你會聯想到什麼
[00:04:22.960 --> 00:04:24.960]  我那時看這個故事的時候
