
[00:00:00.000 --> 00:00:04.000]  在今天早上的訊息裏
[00:00:04.000 --> 00:00:07.000]  很想讓姊妹們留意
[00:00:07.000 --> 00:00:11.000]  就是一直接下來我所講的
[00:00:11.000 --> 00:00:17.000]  和我們的教會現實的情況
[00:00:17.000 --> 00:00:19.000]  是不完全的相應
[00:00:19.000 --> 00:00:22.000]  不完全的對應
[00:00:22.000 --> 00:00:24.000]  意思就是說
[00:00:24.000 --> 00:00:28.000]  我們的教會所做的
[00:00:28.000 --> 00:00:32.000]  和我接下來所講的並不完全一樣
[00:00:32.000 --> 00:00:35.000]  所以很可能大家聽下來的時候
[00:00:35.000 --> 00:00:39.000]  會找不到經驗上的共鳴
[00:00:39.000 --> 00:00:43.000]  又或者是覺得很陌生也不一定
[00:00:43.000 --> 00:00:46.000]  但是我也希望縱然如此
[00:00:46.000 --> 00:00:50.000]  至少大家聽得明白也是好的
[00:00:50.000 --> 00:00:52.000]  但是大家又會想
[00:00:52.000 --> 00:00:55.000]  既然我們教會的經驗
[00:00:55.000 --> 00:00:59.000]  和一直所講的都不相應的話
[00:00:59.000 --> 00:01:02.000]  那講來做什麼呢?
[00:01:02.000 --> 00:01:05.000]  既然都不相關的話
[00:01:05.000 --> 00:01:08.000]  是不是也要講這些呢?
[00:01:08.000 --> 00:01:10.000]  經過反覆的思量
[00:01:10.000 --> 00:01:13.000]  我還是覺得是想講的
[00:01:13.000 --> 00:01:15.000]  為什麼呢?
[00:01:15.000 --> 00:01:17.000]  因為我發現
[00:01:17.000 --> 00:01:21.000]  能夠帶出一些新的思維
[00:01:21.000 --> 00:01:23.000]  新的思想
[00:01:23.000 --> 00:01:25.000]  都是好的
[00:01:25.000 --> 00:01:26.000]  為什麼呢?
[00:01:26.000 --> 00:01:27.000]  刺激
[00:01:27.000 --> 00:01:30.000]  激發我們思考
[00:01:30.000 --> 00:01:32.000]  其實我說的所謂新
[00:01:32.000 --> 00:01:35.000]  是相對於我們教會來說是新的
[00:01:35.000 --> 00:01:37.000]  對於很多其他的教會
[00:01:37.000 --> 00:01:41.000]  過去的二三十年已經實踐了
[00:01:41.000 --> 00:01:42.000]  正在做
[00:01:42.000 --> 00:01:45.000]  而且見到果效也不一定
[00:01:45.000 --> 00:01:48.000]  所以這些都不是新
[00:01:48.000 --> 00:01:50.000]  不過對於我們來說是新的
[00:01:50.000 --> 00:01:53.000]  我也很想帶出來
[00:01:53.000 --> 00:01:55.000]  激發我們的思考
[00:01:55.000 --> 00:01:58.000]  因為我們每一個人都有責任
[00:01:58.000 --> 00:01:59.000]  為神
[00:01:59.000 --> 00:02:00.000]  為教會
[00:02:00.000 --> 00:02:03.000]  思想我們前面的道路
[00:02:03.000 --> 00:02:07.000]  思想如何能夠行走更加土神的喜悅
[00:02:07.000 --> 00:02:11.000]  更加配合聖經裡面的教導
[00:02:11.000 --> 00:02:14.000]  所以帶一些新思維
[00:02:14.000 --> 00:02:16.000]  新思想
[00:02:16.000 --> 00:02:17.000]  激發一下
[00:02:17.000 --> 00:02:19.000]  其實真是好的
[00:02:19.000 --> 00:02:21.000]  大家都記得
[00:02:21.000 --> 00:02:23.000]  我們的主曾經提醒我們
[00:02:23.000 --> 00:02:25.000]  每一個屬主的人
[00:02:25.000 --> 00:02:27.000]  要什麼呢?
[00:02:27.000 --> 00:02:32.000]  我們要盡心盡性盡義盡力
[00:02:32.000 --> 00:02:34.000]  愛主你的神
[00:02:34.000 --> 00:02:35.000]  頂姐妹
[00:02:35.000 --> 00:02:39.000]  盡義就是用我們的思想
[00:02:39.000 --> 00:02:41.000]  盡義就是用我們的思考
[00:02:41.000 --> 00:02:43.000]  用我們神給我們的腦袋
[00:02:43.000 --> 00:02:44.000]  去想一些東西
[00:02:44.000 --> 00:02:46.000]  幫助我們去愛神
[00:02:46.000 --> 00:02:48.000]  去建立神喜悅的工作
[00:02:48.000 --> 00:02:51.000]  主耶穌說要盡義
[00:02:51.000 --> 00:02:54.000]  所以我們不要讓腦筋停頓下來
[00:02:54.000 --> 00:02:57.000]  不要讓腦筋生鏽
[00:02:57.000 --> 00:03:00.000]  激發思考就是幫我們去想
[00:03:00.000 --> 00:03:03.000]  一些我們需要做的事
[00:03:03.000 --> 00:03:05.000]  是符合神的心意的事
[00:03:05.000 --> 00:03:08.000]  這是一件美事
[00:03:08.000 --> 00:03:10.000]  所以很希望能夠所說的
[00:03:10.000 --> 00:03:13.000]  給大家有一些啟發
[00:03:13.000 --> 00:03:15.000]  至於做還是不做
[00:03:15.000 --> 00:03:16.000]  其實不是焦點所在
[00:03:16.000 --> 00:03:18.000]  完全不是焦點所在
[00:03:18.000 --> 00:03:21.000]  我相信神會帶領我們的教會
[00:03:21.000 --> 00:03:23.000]  祂有祂的美意在
[00:03:23.000 --> 00:03:25.000]  所以做與不做不是重點
[00:03:25.000 --> 00:03:27.000]  而是讓我們真的學習
[00:03:27.000 --> 00:03:29.000]  怎樣去為神的家
[00:03:29.000 --> 00:03:31.000]  我們教會的工作
[00:03:31.000 --> 00:03:32.000]  我們福音的工作
[00:03:32.000 --> 00:03:34.000]  去思考
[00:03:34.000 --> 00:03:36.000]  讓一些新的思想
[00:03:36.000 --> 00:03:38.000]  去激發我們去想
[00:03:38.000 --> 00:03:41.000]  我們今早的題目
[00:03:41.000 --> 00:03:43.000]  叫做小組網
[00:03:43.000 --> 00:03:45.000]  興旺福音的平台
[00:03:45.000 --> 00:03:47.000]  或者你可以叫它做
[00:03:47.000 --> 00:03:48.000]  興旺福音的途徑
[00:03:48.000 --> 00:03:51.000]  興旺福音的方法都可以
[00:03:51.000 --> 00:03:54.000]  總之就是這個意思
[00:03:54.000 --> 00:03:58.000]  小組網就是興旺福音的平台
[00:03:58.000 --> 00:04:01.000]  我們先回到剛才
[00:04:01.000 --> 00:04:04.000]  我們所讀的那兩段經文
[00:04:04.000 --> 00:04:06.000]  去稍微了解一下
[00:04:06.000 --> 00:04:10.000]  特別是在路加福音的第五章
[00:04:10.000 --> 00:04:12.000]  我們一直讀的經文裡
[00:04:12.000 --> 00:04:18.000]  看到的是一個下網打魚的警方
[00:04:18.000 --> 00:04:23.000]  在格尼撒勒湖那裡捕魚
[00:04:23.000 --> 00:04:26.000]  之前的一到三節是說耶穌基督
[00:04:26.000 --> 00:04:28.000]  在船上教訓眾人
[00:04:28.000 --> 00:04:31.000]  坐在彼得的船上
[00:04:31.000 --> 00:04:32.000]  然後完了之後
[00:04:32.000 --> 00:04:36.000]  就是我們第四節那裡去說的
[00:04:36.000 --> 00:04:37.000]  所以一開始就說
[00:04:37.000 --> 00:04:39.000]  耶穌講完道了
[00:04:39.000 --> 00:04:42.000]  講完道之後耶穌就吩咐門徒
[00:04:42.000 --> 00:04:45.000]  把船開到水深之處
[00:04:45.000 --> 00:04:48.000]  然後在那裡下網打魚
[00:04:48.000 --> 00:04:50.000]  當他講了之後
[00:04:50.000 --> 00:04:52.000]  彼得就有些不太舒服
[00:04:52.000 --> 00:04:54.000]  因為他知道
[00:04:54.000 --> 00:04:56.000]  我們昨晚整夜勞碌
[00:04:56.000 --> 00:04:58.000]  都沒有什麼打著魚
[00:04:58.000 --> 00:05:00.000]  所以有一點其實就不太想去
[00:05:00.000 --> 00:05:03.000]  不過因為夫子老師所講
[00:05:03.000 --> 00:05:05.000]  好吧,我就去吧
[00:05:05.000 --> 00:05:06.000]  但其實他心裡面
[00:05:06.000 --> 00:05:09.000]  可能也是想著只有一個魚
[00:05:09.000 --> 00:05:12.000]  但當他真的下網打魚的時候
[00:05:12.000 --> 00:05:15.000]  就圈了很多魚
[00:05:15.000 --> 00:05:17.000]  不是他想像中的
[00:05:17.000 --> 00:05:18.000]  他以為沒有什麼
[00:05:18.000 --> 00:05:19.000]  但是很多
[00:05:19.000 --> 00:05:22.000]  而且多到兩隻船都載不完
[00:05:22.000 --> 00:05:24.000]  差不多沉了
[00:05:24.000 --> 00:05:25.000]  是很多的
[00:05:25.000 --> 00:05:26.000]  所以難怪他接下來
[00:05:26.000 --> 00:05:29.000]  就是在神面前悔改
[00:05:29.000 --> 00:05:30.000]  主是離開我,我是罪人
[00:05:30.000 --> 00:05:31.000]  因為他對上帝
[00:05:31.000 --> 00:05:33.000]  對主耶穌有一種比較
