
[00:00:00.000 --> 00:00:02.500]  在約翰福音第八章第十二節
[00:00:02.500 --> 00:00:04.300]  他說我是世界的光
[00:00:04.300 --> 00:00:06.700]  跟從我的就不在黑暗裏走
[00:00:06.700 --> 00:00:09.500]  必要得找生命的光
[00:00:09.500 --> 00:00:11.400]  那麼在約翰福音裏面
[00:00:11.400 --> 00:00:13.500]  耶穌還介紹他自己
[00:00:13.500 --> 00:00:15.900]  有其他的有另外六次
[00:00:15.900 --> 00:00:17.600]  介紹他自己是誰
[00:00:17.600 --> 00:00:20.600]  所以在我們的這個熒幕上面
[00:00:20.600 --> 00:00:22.800]  這是主耶穌他說我是
[00:00:22.800 --> 00:00:24.000]  如果你仔細去看
[00:00:24.000 --> 00:00:25.800]  他前面就是我是
[00:00:25.800 --> 00:00:27.200]  他說I am
[00:00:27.200 --> 00:00:29.200]  其實他就是講他自己是
[00:00:29.200 --> 00:00:32.100]  從創世以來的那一位
[00:00:32.100 --> 00:00:34.300]  他說我是生命的梁
[00:00:34.300 --> 00:00:36.100]  我是世界的光
[00:00:36.100 --> 00:00:37.500]  我是羊的門
[00:00:37.500 --> 00:00:39.000]  我是好牧人
[00:00:39.000 --> 00:00:40.200]  我是復活
[00:00:40.200 --> 00:00:41.400]  我是生命
[00:00:41.400 --> 00:00:42.700]  我是道路
[00:00:42.700 --> 00:00:43.500]  真理
[00:00:43.500 --> 00:00:44.400]  生命
[00:00:44.400 --> 00:00:47.700]  我是葡萄樹
[00:00:47.700 --> 00:00:49.700]  那麼主耶穌他在這裏
[00:00:49.700 --> 00:00:51.100]  就是告訴我們
[00:00:51.100 --> 00:00:53.800]  他就是從神那裏來的那一位
[00:00:53.800 --> 00:00:55.000]  他就是神
[00:00:55.000 --> 00:00:59.200]  他就是神所採來的神的兒子
[00:00:59.200 --> 00:01:01.300]  那麼主耶穌來到這個世界上
[00:01:01.300 --> 00:01:03.200]  他知道人的心裏面
[00:01:03.200 --> 00:01:05.200]  真的是昏暗無光
[00:01:05.200 --> 00:01:07.000]  他也知道人的眼睛
[00:01:07.000 --> 00:01:09.300]  只能看到別人的邪惡
[00:01:09.300 --> 00:01:11.600]  但是卻不知道自己心裏面
[00:01:11.600 --> 00:01:13.000]  是那麼混濁
[00:01:13.000 --> 00:01:14.100]  那麼黑暗
[00:01:14.100 --> 00:01:16.200]  那麼昏暗
[00:01:16.200 --> 00:01:17.400]  在他講這一句話
[00:01:17.400 --> 00:01:18.900]  他說我是世界的光
[00:01:18.900 --> 00:01:20.600]  跟從我的
[00:01:20.600 --> 00:01:22.000]  必不在黑暗裏走
[00:01:22.000 --> 00:01:23.800]  必要得找生命的光
[00:01:23.800 --> 00:01:26.400]  在這後面他有一個很簡單的
[00:01:26.400 --> 00:01:30.000]  但是是很重很重的一個故事
[00:01:30.000 --> 00:01:32.900]  這個故事講完了之後
[00:01:32.900 --> 00:01:35.100]  耶穌才介紹他自己
[00:01:35.100 --> 00:01:37.400]  當我們在看約翰福音的時候
[00:01:37.400 --> 00:01:39.600]  約翰一開始他就講耶穌
[00:01:39.600 --> 00:01:41.700]  他就爲耶穌做見證
[00:01:41.700 --> 00:01:43.600]  他說他是萬物的創造者
[00:01:43.600 --> 00:01:45.300]  他是太初就有
[00:01:45.300 --> 00:01:47.300]  他是道與神同在
[00:01:47.300 --> 00:01:49.600]  他說萬物是藉着他造
[00:01:49.600 --> 00:01:51.500]  反被造的沒有一樣
[00:01:51.500 --> 00:01:53.000]  不是藉着他造的
[00:01:53.000 --> 00:01:54.700]  他說生命在他裏頭
[00:01:54.700 --> 00:01:56.800]  這生命就是人的光
[00:01:56.800 --> 00:01:58.100]  這個生命其實呢
[00:01:58.100 --> 00:02:00.300]  從新一本就是告訴我們
[00:02:00.300 --> 00:02:02.700]  他說這是生命的根源
[00:02:02.700 --> 00:02:07.700]  這個生命把光賜給人類了
[00:02:07.700 --> 00:02:09.200]  那麼在這個故事裏面呢
[00:02:09.200 --> 00:02:11.800]  我就很簡單的講一下
[00:02:11.800 --> 00:02:13.900]  這個故事其實對我來講
[00:02:13.900 --> 00:02:17.900]  是一個非常非常感人的一個故事
[00:02:17.900 --> 00:02:19.700]  那麼在主耶穌那個時代
[00:02:19.700 --> 00:02:21.700]  當時有很多的經學家
[00:02:21.700 --> 00:02:24.500]  或者是宗教領袖
[00:02:24.500 --> 00:02:25.500]  這些領袖呢
[00:02:25.500 --> 00:02:27.300]  他們代表律法
[00:02:27.300 --> 00:02:30.800]  他們想要找耶穌的閘
[00:02:30.800 --> 00:02:32.700]  想要把耶穌除掉
[00:02:32.700 --> 00:02:34.200]  他們很不喜歡耶穌
[00:02:34.200 --> 00:02:36.000]  他們很恨耶穌
[00:02:36.000 --> 00:02:38.700]  聖經上就告訴我們說
[00:02:38.700 --> 00:02:40.300]  這個文士和法利塞人
[00:02:40.300 --> 00:02:42.000]  就是這些宗教領袖
[00:02:42.000 --> 00:02:44.300]  他們帶着一個行淫的時候
[00:02:44.300 --> 00:02:45.900]  被拿的婦人來
[00:02:45.900 --> 00:02:47.700]  叫他站在當中
[00:02:47.700 --> 00:02:49.100]  就對耶穌說
[00:02:49.100 --> 00:02:53.500]  夫子這婦人是正行淫之時被拿的
[00:02:53.500 --> 00:02:56.300]  其實他們心裏面
[00:02:56.300 --> 00:02:58.900]  他們心裏面有他們心裏面的想法
[00:02:58.900 --> 00:03:00.600]  那麼他們就對主耶穌說
[00:03:00.600 --> 00:03:02.500]  他說夫子老師
[00:03:02.500 --> 00:03:06.000]  這個婦人是正在行淫的時候被拿的
[00:03:06.000 --> 00:03:08.300]  摩西在律法上吩咐我們
[00:03:08.300 --> 00:03:11.400]  要把這樣的婦人用石頭打死
[00:03:11.400 --> 00:03:14.700]  你說該把她怎麼樣呢
[00:03:14.700 --> 00:03:16.300]  那聖經上記載
[00:03:16.300 --> 00:03:17.600]  他們說這些話
[00:03:17.600 --> 00:03:19.100]  他們做這些事情
[00:03:19.100 --> 00:03:21.000]  他們是要試探耶穌
[00:03:21.000 --> 00:03:23.900]  想要得着告耶穌的把柄
[00:03:23.900 --> 00:03:24.800]  爲什麼呢
[00:03:24.800 --> 00:03:26.200]  因爲主耶穌如果說
[00:03:26.200 --> 00:03:28.800]  他說你們不可以用石頭打死她的話
[00:03:28.800 --> 00:03:30.600]  那麼他就是犯了律法
[00:03:30.600 --> 00:03:33.900]  如果他說你們拿石頭把她打死
[00:03:33.900 --> 00:03:35.200]  你知道在那個時候
[00:03:35.200 --> 00:03:37.600]  猶太人是沒有任何的權力
[00:03:37.600 --> 00:03:39.700]  決定處死一個人
[00:03:39.700 --> 00:03:44.700]  因爲處死刑的權力是在羅馬人的手中
[00:03:44.700 --> 00:03:47.700]  所以如果他說你們用石頭把她打死
[00:03:47.700 --> 00:03:49.900]  按照律法上來說的話
[00:03:49.900 --> 00:03:54.600]  那麼主耶穌就犯了羅馬人的律法
[00:03:54.600 --> 00:03:56.700]  所以這個是他們的心
[00:03:56.700 --> 00:03:57.600]  他們說這話
[00:03:57.600 --> 00:03:59.100]  乃是要試探耶穌
[00:03:59.100 --> 00:04:01.000]  要得着告祂的把柄
[00:04:01.000 --> 00:04:02.500]  耶穌卻彎着腰
[00:04:02.500 --> 00:04:05.100]  用指頭在地上畫字
[00:04:05.100 --> 00:04:06.900]  我不知道你們看到這個故事的時候
[00:04:06.900 --> 00:04:09.100]  你們有沒有很好奇
[00:04:09.100 --> 00:04:12.300]  想要知道主耶穌在寫什麼
[00:04:12.300 --> 00:04:15.900]  從主耶穌之後歷世歷代
[00:04:15.900 --> 00:04:18.400]  教會里面很多人都很好奇
[00:04:18.400 --> 00:04:21.600]  很想要知道主耶穌在寫什麼東西
[00:04:21.600 --> 00:04:22.800]  有的人就說
[00:04:22.800 --> 00:04:24.900]  他寫的好像就是在歷未盡
[00:04:24.900 --> 00:04:27.200]  第二十章第十節那邊
[00:04:27.200 --> 00:04:31.800]  講到說凡是淫婦淫婦都要用石頭把她打死
[00:04:31.800 --> 00:04:32.800]  然後又寫
[00:04:32.800 --> 00:04:33.300]  對不對
[00:04:33.300 --> 00:04:34.700]  他就在地上畫字
[00:04:34.700 --> 00:04:39.000]  我相信當時旁邊的人是看到他到底是在寫什麼東西
[00:04:39.000 --> 00:04:40.700]  可是聖經上沒有記載
[00:04:40.700 --> 00:04:42.200]  約翰也沒有記載
[00:04:42.200 --> 00:04:43.500]  但是呢
[00:04:43.500 --> 00:04:47.500]  主耶穌他沒有馬上就回答他們
[00:04:47.500 --> 00:04:48.600]  所以在他們心裏面
[00:04:48.600 --> 00:04:49.900]  他們心裏面就急了
[00:04:49.900 --> 00:04:50.500]  對不對
[00:04:50.500 --> 00:04:52.300]  他們就是不住的問他
[00:04:52.300 --> 00:04:55.500]  耶穌就直起腰來對他們說了一句話
[00:04:55.500 --> 00:04:58.100]  他說你們中間誰是沒有罪的
[00:04:58.100 --> 00:05:01.400]  誰就可以用先用石頭打他
[00:05:01.400 --> 00:05:04.200]  其實在那個時候
[00:05:04.200 --> 00:05:07.600]  我相信他們每一個人手上都拿了一個石頭的
[00:05:07.600 --> 00:05:10.600]  因爲在當時用石頭把人打死
[00:05:10.600 --> 00:05:13.100]  對猶太人來講是很普遍的事情
[00:05:13.100 --> 00:05:13.800]  所以聽兄姐妹
[00:05:13.800 --> 00:05:15.400]  你現在有時候看到中東
[00:05:15.400 --> 00:05:19.600]  有時候他們老是用石頭打人
[00:05:19.600 --> 00:05:22.000]  你會想到底是爲什麼
[00:05:22.000 --> 00:05:23.100]  是不是
[00:05:23.100 --> 00:05:25.900]  中東那邊石頭也蠻多的
[00:05:25.900 --> 00:05:28.500]  隨便撿一個就可以把人打死掉
[00:05:28.500 --> 00:05:30.600]  那我們在聖經裏面石頭形狀
[00:05:30.600 --> 00:05:36.700]  我們看見那個那個那個那個斯蒂凡也是被石頭打死
[00:05:36.700 --> 00:05:38.500]  聖經裏面沒有記載
[00:05:38.500 --> 00:05:40.300]  但是他們有很多的門徒
[00:05:40.300 --> 00:05:44.600]  主耶穌的門徒中間也有人被用石頭打死的
[00:05:44.600 --> 00:05:45.400]  那在這個時候
[00:05:45.400 --> 00:05:46.800]  主耶穌就問他們
[00:05:46.800 --> 00:05:49.500]  他說你們中間誰是沒有罪的
[00:05:49.500 --> 00:05:52.400]  誰就可以先拿石頭打他
[00:05:52.400 --> 00:05:57.900]  於是又彎着腰用指頭在地上畫字
[00:05:57.900 --> 00:06:00.500]  你們好奇不好奇啊
[00:06:00.500 --> 00:06:05.100]  主耶穌到底在寫什麼
[00:06:05.100 --> 00:06:08.100]  然後他們聽見主耶穌講的這一句話
[00:06:08.100 --> 00:06:13.200]  他們就從老到少一個一個的都出去
[00:06:13.200 --> 00:06:15.400]  只剩下耶穌一人
[00:06:15.400 --> 00:06:21.000]  還有那婦人仍然站在當中
[00:06:21.000 --> 00:06:25.000]  耶穌這個時候就直起腰來對那個婦人說
[00:06:25.000 --> 00:06:28.500]  婦人那些人在哪裏呢
[00:06:28.500 --> 00:06:32.900]  沒有人定你的罪嗎
[00:06:32.900 --> 00:06:35.800]  他說主啊沒有
[00:06:35.800 --> 00:06:39.200]  耶穌說我也不定你的罪
[00:06:39.200 --> 00:06:40.100]  去吧
[00:06:40.100 --> 00:06:42.500]  從此不要再犯罪了
[00:06:42.500 --> 00:06:46.500]  在這個地方我們看見有兩種反應對主耶穌的
[00:06:46.500 --> 00:06:50.400]  第一種反應就是這些宗教領袖
[00:06:50.400 --> 00:06:51.900]  還有旁邊的人
[00:06:51.900 --> 00:06:54.200]  當他們聽到主耶穌問他們說
[00:06:54.200 --> 00:06:56.300]  你們中間誰是沒有罪的
[00:06:56.300 --> 00:06:59.200]  誰就可以先用石頭打他
[00:06:59.200 --> 00:07:00.700]  他們聽完了之後
[00:07:00.700 --> 00:07:05.200]  他們從老到少一個一個的都出去
[00:07:05.200 --> 00:07:09.500]  主耶穌講這句話打到了他們的良心
[00:07:09.500 --> 00:07:13.800]  讓他們知道他們自己也是在黑暗當中
[00:07:13.800 --> 00:07:17.300]  讓他們知道他們自己也是在罪惡當中
