
[00:00:00.000 --> 00:00:01.520]  哦 聖誕快樂
[00:00:01.520 --> 00:00:04.640]  願我們都一同以讚美的心
[00:00:04.640 --> 00:00:06.840]  我們都去聆聽上帝的說話
[00:00:06.840 --> 00:00:08.080]  我們一同去禱告
[00:00:08.080 --> 00:00:12.860]  創天造地的天父上帝 我們感謝祢
[00:00:12.860 --> 00:00:16.520]  因為祢憐憫我們的過犯
[00:00:16.520 --> 00:00:20.520]  我們不能夠脫離我們在罪裡面的核祭
[00:00:20.520 --> 00:00:23.920]  所以祢賜下耶穌基督成為我們的救主
[00:00:23.920 --> 00:00:25.280]  我們今天是聖誕節
[00:00:25.280 --> 00:00:28.080]  我們一同紀念耶穌基督的降生
[00:00:28.080 --> 00:00:30.960]  亦都期盼主耶穌基督的再來
[00:00:30.960 --> 00:00:33.040]  我們知道我們可能人生當中
[00:00:33.040 --> 00:00:35.400]  經歷了很多個聖誕節
[00:00:35.400 --> 00:00:38.960]  但是我們可能都很快就忘記了
[00:00:38.960 --> 00:00:40.560]  那份的心腸
[00:00:40.560 --> 00:00:42.920]  那份對救主的期盼
[00:00:42.920 --> 00:00:45.240]  求上帝祢藉著今天尼西米記的經文
[00:00:45.240 --> 00:00:46.480]  重新提醒我們
[00:00:46.480 --> 00:00:50.880]  我們應該怎樣去守上帝祢所給我們的節旗
[00:00:50.880 --> 00:00:53.880]  幫助我們在我們的屬靈生命的上面
[00:00:53.880 --> 00:00:57.680]  我們不去輕看我們每一個上帝的吩咐
[00:00:57.680 --> 00:00:59.080]  以致我們遵行的時候
[00:00:59.080 --> 00:01:00.320]  我們就得到喜樂
[00:01:00.320 --> 00:01:01.640]  求上帝隨聽我們的祈禱
[00:01:01.640 --> 00:01:03.680]  有願聖靈在我們中間運行
[00:01:03.680 --> 00:01:05.320]  幫助我們明白聖經
[00:01:05.320 --> 00:01:07.800]  以上祈禱交託奉主耶穌基督名字
[00:01:07.800 --> 00:01:09.240]  阿門
[00:01:09.240 --> 00:01:10.760]  今天是敬拜讚美主日
[00:01:10.760 --> 00:01:14.320]  很想跟大家思考讚美這個課題
[00:01:14.320 --> 00:01:17.160]  知道很多人很期盼聖誕節
[00:01:17.160 --> 00:01:18.720]  又是講耶穌降生
[00:01:18.720 --> 00:01:22.520]  又是講福音書裡面關於耶穌降生的記載
[00:01:22.520 --> 00:01:25.480]  但是我相信大家回來教會
[00:01:25.480 --> 00:01:27.680]  都有一段不短的時間
[00:01:27.680 --> 00:01:30.400]  對於耶穌降生的故事
[00:01:30.400 --> 00:01:32.040]  我相信不陌生
[00:01:32.040 --> 00:01:35.400]  但是其實過了這麼多個聖誕節
[00:01:35.400 --> 00:01:36.720]  有沒有一個聖誕節
[00:01:36.720 --> 00:01:39.640]  你覺得真的觸動過你的心呢?
[00:01:39.640 --> 00:01:42.080]  很期盼藉著《尼欽米記》的經文
[00:01:42.080 --> 00:01:47.000]  幫助大家想起這件事情
[00:01:47.000 --> 00:01:50.560]  不知道大家在今天這個處境之下
[00:01:50.560 --> 00:01:52.680]  其實你覺得你的敬拜
[00:01:52.680 --> 00:01:56.680]  或者你讚美的生活是怎麼樣呢?
[00:01:56.680 --> 00:01:59.240]  我服侍年輕人
[00:01:59.240 --> 00:02:01.440]  所以其實經常看一些網站
[00:02:01.440 --> 00:02:02.760]  有些人的說法是
[00:02:02.760 --> 00:02:06.560]  你覺得近年聖誕節的氣氛特別差嗎?
[00:02:06.560 --> 00:02:08.160]  他說為什麼這麼差
[00:02:08.160 --> 00:02:09.680]  因為香港不夠冷
[00:02:09.680 --> 00:02:12.080]  有些人覺得二十度
[00:02:12.080 --> 00:02:14.760]  十二月還二十度
[00:02:14.760 --> 00:02:15.640]  穿短袖衣服
[00:02:15.640 --> 00:02:17.800]  然後就覺得沒有聖誕氣氛了
[00:02:17.800 --> 00:02:20.120]  基督徒應該知道一件事情
[00:02:20.120 --> 00:02:23.520]  就是其實耶穌基督出生的那個日子
[00:02:23.520 --> 00:02:25.840]  是夏天來的
[00:02:25.840 --> 00:02:29.440]  其實耶穌基督降生不是冬天來的
[00:02:29.440 --> 00:02:31.840]  其實天氣和聖誕節有沒有關係呢?
[00:02:31.840 --> 00:02:33.120]  其實沒有什麼關係
[00:02:33.120 --> 00:02:34.960]  但是很多人就會覺得
[00:02:34.960 --> 00:02:37.240]  不夠冷就沒有氣氛
[00:02:37.240 --> 00:02:40.720]  然後近來年輕人經常會說一個字
[00:02:40.720 --> 00:02:41.480]  Rise
[00:02:41.480 --> 00:02:43.480]  就是有沒有那個氛圍
[00:02:43.480 --> 00:02:46.120]  那個氛圍怎麼樣呢?
[00:02:46.120 --> 00:02:48.200]  我們很依賴氣氛
[00:02:48.200 --> 00:02:50.680]  去建立我們的敬拜生活
[00:02:50.680 --> 00:02:54.000]  無論是剛才說的詩歌裡面
[00:02:54.000 --> 00:02:55.640]  那些詩歌彈得怎麼樣呢?
[00:02:55.640 --> 00:02:57.000]  彈得好不好呢?
[00:02:57.000 --> 00:02:59.200]  或者很多的配置
[00:02:59.200 --> 00:03:02.800]  我們能不能夠讓我們專注在敬拜裡面呢?
[00:03:02.800 --> 00:03:04.200]  甚至我也聽過的
[00:03:04.200 --> 00:03:05.480]  有些弟兄姊妹會覺得
[00:03:05.480 --> 00:03:09.480]  我們很長時間在良少裡面聚會
[00:03:09.480 --> 00:03:11.800]  良少其實我們裝得比較多人
[00:03:11.800 --> 00:03:14.000]  回來我們少了很多人
[00:03:14.000 --> 00:03:15.880]  好像人就少了
[00:03:15.880 --> 00:03:18.840]  就是感受和氣氛就差了
[00:03:18.840 --> 00:03:20.600]  更加不用提的就是
[00:03:20.600 --> 00:03:22.160]  整個社會的氣氛
[00:03:22.160 --> 00:03:24.720]  其實都令到大家帶著很大的沉重
[00:03:24.720 --> 00:03:26.560]  回到我們中間
[00:03:26.560 --> 00:03:28.080]  其實有什麼因素
