
[00:00:00.000 --> 00:00:06.300]  在一個座無虛設的劇院
[00:00:06.300 --> 00:00:10.700]  當時是全場一片漆黑
[00:00:10.700 --> 00:00:18.700]  當時全體的觀眾在全神貫注
[00:00:18.700 --> 00:00:22.100]  盡心等待這齣舞台劇的開始
[00:00:22.100 --> 00:00:28.400]  當這個戲幕慢慢地掀開的時候
[00:00:28.400 --> 00:00:34.700]  突然有一道強光射向舞台中央
[00:00:34.700 --> 00:00:38.000]  舞台中央有一個基督的像
[00:00:38.000 --> 00:00:46.200]  耶穌身懸十架頭戴金冠
[00:00:46.200 --> 00:00:50.500]  那尊像是耶穌身披著十架
[00:00:50.500 --> 00:00:53.300]  旋著十架頭戴金冠
[00:00:53.300 --> 00:00:56.100]  金碧輝煌非常美麗
[00:00:56.100 --> 00:00:59.900]  那個形象是金碧輝煌非常美麗
[00:00:59.900 --> 00:01:02.600]  你可以翻譯得快一點
[00:01:02.600 --> 00:01:06.300]  因為我們講到十二點
[00:01:06.300 --> 00:01:12.400]  在金冠像旁邊
[00:01:12.400 --> 00:01:20.000]  站著一位衣衫藍柳的乞丐和麻風病人
[00:01:20.000 --> 00:01:23.800]  在舞台中央慢慢地
[00:01:23.800 --> 00:01:28.300]  和兩個人的形象和金碧輝煌的基督像
[00:01:28.300 --> 00:01:30.700]  形成一個很強烈的對比
[00:01:30.700 --> 00:01:34.800]  這兩位乞丐和麻風病人
[00:01:34.800 --> 00:01:39.900]  與舞台中間那尊基督像形成一個強烈的對比
[00:01:39.900 --> 00:01:43.900]  突然舞台慢慢地響起一個吉他聲
[00:01:43.900 --> 00:01:48.100]  突然舞台就慢慢地傳來了吉他的伴奏聲
[00:01:48.100 --> 00:01:50.400]  唱出一段很淒軟的歌聲
[00:01:50.400 --> 00:01:53.700]  唱出一首淒美的歌聲
[00:01:53.700 --> 00:01:56.100]  歌詞裡面是這樣唱的
[00:01:56.100 --> 00:01:58.500]  歌聲是這麼顯示的
[00:01:58.500 --> 00:02:02.700]  窮倉冰田野凍
[00:02:02.700 --> 00:02:06.800]  太陽迷失光輝
[00:02:06.800 --> 00:02:11.000]  窮街流寒一片漆黑
[00:02:11.000 --> 00:02:14.100]  臉無血
[00:02:14.100 --> 00:02:19.600]  臉憔悴人民孤苦含悲
[00:02:19.600 --> 00:02:24.700]  何處而來何處是歸
[00:02:24.700 --> 00:02:29.600]  眼乾癟手枯瘦
[00:02:29.600 --> 00:02:31.300]  四處遊蕩徘徊
[00:02:31.300 --> 00:02:36.900]  生命意義何處可追
[00:02:36.900 --> 00:02:43.700]  無處是家鄉疲憊身軀滿塵灰
[00:02:43.700 --> 00:02:47.200]  一朝成還屍亦無遍土立墳墜
[00:02:47.200 --> 00:02:50.700]  一朝成還屍亦無遍土立墳墜
[00:02:50.700 --> 00:02:54.500]  睡沒寒冬夜身氣心絕隨風飛
[00:02:54.500 --> 00:02:58.400]  睡沒寒冬夜身氣心絕隨風飛
[00:02:58.400 --> 00:03:01.200]  天國在何方死亡之歸鄉
[00:03:01.200 --> 00:03:04.300]  天國在何方死亡之歸鄉
[00:03:04.300 --> 00:03:07.600]  四季如一春遍地綠葉昌
[00:03:07.600 --> 00:03:11.000]  四季如一春遍地翠綠香
[00:03:11.000 --> 00:03:13.800]  冬夜無盡黑夜更無盡
[00:03:13.800 --> 00:03:16.500]  冬夜無盡黑暗更無盡
[00:03:16.500 --> 00:03:19.400]  潮汐無情人間更無情
[00:03:19.400 --> 00:03:21.900]  潮汐無情人間更無情
[00:03:21.900 --> 00:03:24.900]  光陰無盡貧窮更無盡
[00:03:24.900 --> 00:03:28.900]  光陰無窮人間貧窮更無窮
[00:03:28.900 --> 00:03:31.500]  世界虛空我心更虛空
[00:03:31.500 --> 00:03:34.200]  世界虛空我心更虛空
[00:03:34.200 --> 00:03:36.100]  他在哪裡他在哪裡
[00:03:36.100 --> 00:03:38.200]  耶穌究竟在哪裡
[00:03:38.200 --> 00:03:40.200]  他在哪裡他在哪裡
[00:03:40.200 --> 00:03:42.600]  耶穌究竟在哪裡
[00:03:42.600 --> 00:03:45.000]  窮蒼冰田野凍
[00:03:45.000 --> 00:03:47.000]  窮蒼冰田野凍
[00:03:47.000 --> 00:03:48.800]  太陽遺失光輝
[00:03:48.800 --> 00:03:50.600]  太陽遺失光輝
[00:03:50.600 --> 00:03:52.500]  窮街流寒一片漆黑
[00:03:52.500 --> 00:03:54.800]  窮街漏向一片漆黑
[00:03:54.800 --> 00:03:56.600]  他在哪裡他在哪裡
[00:03:56.600 --> 00:03:58.800]  請救我們的耶穌在哪裡
[00:03:58.800 --> 00:04:00.900]  他在哪裡他在哪裡
[00:04:00.900 --> 00:04:02.900]  那位拯救我們的在哪裡
[00:04:02.900 --> 00:04:05.400]  哦耶穌現在與我們同在
[00:04:05.400 --> 00:04:07.900]  哦耶穌現在與我們同在
[00:04:07.900 --> 00:04:10.300]  哦耶穌求祢與我們同在
[00:04:10.300 --> 00:04:12.800]  哦耶穌求祢與我們同在
[00:04:12.800 --> 00:04:18.800]  以上這個舞台劇是韓國詩人金之河所作的《戴金冠的耶穌》
[00:04:18.800 --> 00:04:20.300]  以上的舞台劇情
[00:04:20.300 --> 00:04:23.400]  情節是來自韓國詩人金之河
[00:04:23.400 --> 00:04:27.800]  他在《戴金冠的耶穌》這齣劇本上所顯示的
[00:04:27.800 --> 00:04:29.800]  他想透過一個乞丐
[00:04:29.800 --> 00:04:31.900]  和一個麻風病患者
[00:04:31.900 --> 00:04:34.200]  兩個被社會遺棄的人
[00:04:34.200 --> 00:04:38.200]  這劇本是想透過一位乞丐和一位麻風病人
[00:04:38.200 --> 00:04:40.900]  這兩個被社會遺棄的人
[00:04:40.900 --> 00:04:44.400]  兩個飽受摧殘心靈之間的對話
[00:04:44.400 --> 00:04:48.500]  這兩位心靈上飽受摧殘的人的對話
[00:04:48.500 --> 00:04:50.700]  他想展開一段神學的對話
[00:04:50.700 --> 00:04:54.400]  只是他想展開一場神學的對話
[00:04:54.400 --> 00:04:56.100]  耶穌到底是誰呢?
[00:04:56.100 --> 00:04:57.400]  耶穌是誰呢?
[00:04:57.400 --> 00:04:58.700]  祂在哪裡呢?
[00:04:58.700 --> 00:04:59.800]  祂在哪裡呢?
[00:04:59.800 --> 00:05:04.400]  正如那位乞丐近乎絕望的去回答那個麻風病人
[00:05:04.400 --> 00:05:06.400]  好比說那個乞丐
[00:05:06.400 --> 00:05:09.100]  近乎絕望的去回答麻風病人說
[00:05:09.100 --> 00:05:11.400]  如果我知道耶穌在哪裡
[00:05:11.400 --> 00:05:13.400]  如果我知道耶穌是在哪裡
[00:05:13.400 --> 00:05:15.600]  我就不會像你一樣蹲在這裡
[00:05:15.600 --> 00:05:18.100]  我就不會像你一樣蹲在這裡
[00:05:18.100 --> 00:05:20.600]  我們過著像一坨爛泥
[00:05:20.600 --> 00:05:22.100]  好像糞土一樣的生活
[00:05:22.100 --> 00:05:23.900]  我們過著像爛泥
[00:05:23.900 --> 00:05:25.300]  齷齪的生活
[00:05:25.300 --> 00:05:28.700]  金之河在《戴金冠的耶穌》這齣劇本中
[00:05:28.700 --> 00:05:31.800]  金之河在《戴金冠的耶穌》這齣劇本當中
[00:05:31.800 --> 00:05:35.200]  他控訴現代的教會
[00:05:35.200 --> 00:05:36.900]  他控訴現代的教會
[00:05:36.900 --> 00:05:38.300]  特別是韓國的教會
[00:05:38.300 --> 00:05:40.300]  特別是韓國的教會
[00:05:40.300 --> 00:05:43.800]  他建造了美輪美奐的金碧輝煌的禮拜堂
[00:05:43.800 --> 00:05:45.400]  他建造了美輪美奐的金碧輝煌的禮拜堂
[00:05:45.400 --> 00:05:46.700]  他說真正的耶穌
[00:05:46.700 --> 00:05:48.900]  是願意跟那些尋戒金冠
[00:05:48.900 --> 00:05:50.700]  他為耶穌偷戴金冠
[00:05:50.700 --> 00:05:53.700]  他說不是,聖經記載耶穌是頭戴荊棘面
[00:05:53.700 --> 00:05:57.500]  他說聖經沒有記載耶穌是頭戴荊棘面
[00:05:57.500 --> 00:05:59.300]  他說聖經沒有記載耶穌是頭戴荊棘面
[00:05:59.300 --> 00:06:03.300]  他是頭戴荊棘面
[00:06:03.300 --> 00:06:07.800]  當教會將耶穌化裝到美輪美奐的時候
[00:06:07.800 --> 00:06:10.800]  當教會將耶穌化裝到美輪美奐的時候
[00:06:10.800 --> 00:06:12.800]  其實就是讓耶穌遠離群眾
[00:06:12.800 --> 00:06:15.700]  其實就是讓耶穌遠離群眾
[00:06:15.700 --> 00:06:17.200]  他說真正的耶穌
[00:06:17.200 --> 00:06:18.500]  他說真正的耶穌
[00:06:18.500 --> 00:06:21.900]  是願意跟那些尋求生命的人永遠在一起
[00:06:21.900 --> 00:06:25.300]  是願意跟尋求生命的人在一起
[00:06:25.300 --> 00:06:27.000]  或者如果用今天的說話
[00:06:27.000 --> 00:06:28.100]  如果用現在的話
[00:06:28.100 --> 00:06:30.800]  耶穌是跟那些弱勢社群站在一起
[00:06:30.800 --> 00:06:33.900]  耶穌是和弱勢社群站在一起
[00:06:33.900 --> 00:06:37.100]  資深的宣教士龍維羅醫生曾經這樣說
[00:06:37.100 --> 00:06:39.700]  資深的宣教士龍維羅醫生曾經這樣說
[00:06:39.700 --> 00:06:43.200]  他說要知道教會有沒有宣教的心
[00:06:43.200 --> 00:06:46.300]  他說要知道教會有沒有宣教的心
[00:06:46.300 --> 00:06:48.300]  他說主要要看兩方面
[00:06:48.300 --> 00:06:49.500]  主要是看兩個方面
[00:06:49.500 --> 00:06:53.600]  就是觀察教會的教睦同工和教會的長輩
[00:06:53.600 --> 00:06:57.100]  到底是有一個宣教心還是沒有一個宣教心
[00:06:57.100 --> 00:07:01.000]  他說是要觀察教會教睦同工和教會長輩
[00:07:01.000 --> 00:07:05.800]  是否有具備宣教心還是沒有具備宣教心
[00:07:05.800 --> 00:07:09.200]  我翻查我的記錄
[00:07:09.200 --> 00:07:11.900]  我在這裏大概短短七個月的時間
[00:07:11.900 --> 00:07:14.300]  我和大家短短半年的時間的相處
[00:07:14.300 --> 00:07:15.800]  我第一次來講道
[00:07:15.800 --> 00:07:17.800]  當時我第一次來講道的時候
[00:07:17.800 --> 00:07:20.600]  一共加上今天講了三篇有關報導的書
[00:07:20.600 --> 00:07:24.000]  加上今天總共講了三次的報導
[00:07:24.000 --> 00:07:26.800]  上一次是用欠債的記錄圖
[00:07:26.800 --> 00:07:29.400]  上一次我是用欠債的記錄圖這個主題
[00:07:29.400 --> 00:07:31.700]  我們欠下大筆福音的債
[00:07:31.700 --> 00:07:33.700]  我們欠下大筆的福音債
[00:07:33.700 --> 00:07:35.200]  我們是否心安理得
[00:07:35.200 --> 00:07:37.000]  我們是否心安理得
[00:07:37.000 --> 00:07:38.300]  今天早上的經文
[00:07:38.300 --> 00:07:39.500]  今天早上的經文
[00:07:39.500 --> 00:07:43.500]  我想對任何一間教會都是一個當頭棒喝的提醒
[00:07:43.500 --> 00:07:47.300]  可以說是對任何一所教會是一個當頭棒喝的提醒
[00:07:47.300 --> 00:07:48.300]  經文這樣說
[00:07:48.300 --> 00:07:49.300]  經文是這麼說的
[00:07:49.300 --> 00:07:52.700]  默秋已過 夏令已完 我們還未得救
[00:07:52.700 --> 00:07:55.900]  邁秋已過 夏令已完 我們還未得救
[00:07:55.900 --> 00:07:59.800]  用現代中文翻譯的翻譯就更加明確
[00:07:59.800 --> 00:08:03.600]  如果我們用現代中文翻譯本來翻譯會比較明確
[00:08:03.600 --> 00:08:06.400]  他說人民呼號夏季過去了
[00:08:06.400 --> 00:08:07.800]  收成結束了
[00:08:07.800 --> 00:08:09.900]  我們仍然沒有得救
[00:08:09.900 --> 00:08:12.400]  人民呼號夏季過去了
[00:08:12.400 --> 00:08:13.800]  收成結束了
[00:08:13.800 --> 00:08:15.300]  我們仍然沒有得救
[00:08:15.300 --> 00:08:17.700]  如果大家參加一個畫畫比賽
[00:08:17.700 --> 00:08:19.800]  如果大家參加一個畫畫的比賽
[00:08:19.800 --> 00:08:22.800]  或者漢名在一次的團體要我們畫公仔
[00:08:22.800 --> 00:08:25.700]  或者漢名在一個團體裏面要畫圖畫
[00:08:25.700 --> 00:08:28.400]  那個主題就是默秋已過
[00:08:28.400 --> 00:08:30.800]  夏令已完 我們還未得救
[00:08:30.800 --> 00:08:35.000]  如果那個主題是默秋已過 夏令已完 我們還未得救
[00:08:35.000 --> 00:08:38.200]  如果你參加比賽你怎樣落筆呢
[00:08:38.200 --> 00:08:41.100]  如果你參加報名參加比賽你是如何下筆呢
[00:08:41.100 --> 00:08:43.800]  你用了什麼圖像去表達這幅圖畫呢
[00:08:43.800 --> 00:08:46.000]  你打算用什麼圖像來表達圖畫呢
[00:08:46.000 --> 00:08:47.400]  英文有一句話
[00:08:47.400 --> 00:08:48.400]  英文有一句話
[00:08:48.400 --> 00:08:50.300]  他說Picture can say a thousand words
[00:08:50.300 --> 00:08:53.200]  就是說一張圖畫一張照片
[00:08:53.200 --> 00:08:55.000]  承載千言萬語
[00:08:55.000 --> 00:08:56.100]  那個話是這麼說的
[00:08:56.100 --> 00:08:58.600]  一張圖片是勝過千言萬語
[00:08:58.600 --> 00:09:02.400]  到底什麼圖畫可以承載這一段的經文
[00:09:02.400 --> 00:09:05.800]  到底那些什麼樣的圖畫可以承載這段經文呢
[00:09:05.800 --> 00:09:07.900]  我自己對藝術一無所知
[00:09:07.900 --> 00:09:10.400]  我自己說對藝術一竅不通
[00:09:10.400 --> 00:09:12.300]  單從題目
[00:09:12.300 --> 00:09:13.600]  單從題目來看
[00:09:13.600 --> 00:09:17.200]  明顯有兩條主線幫助我們畫這幅圖畫
[00:09:17.200 --> 00:09:20.300]  明顯有兩個主線幫助我們去構思這個圖畫
[00:09:20.300 --> 00:09:24.000]  一方面經文提到時間的無情
[00:09:24.000 --> 00:09:26.300]  一方面經文提到時間的無情
[00:09:26.300 --> 00:09:29.500]  夏天是農耕最繁忙的季節
[00:09:29.500 --> 00:09:31.000]  夏天是農耕最繁忙的季節
[00:09:31.000 --> 00:09:34.100]  農夫忙於翻土殺種之類
[00:09:34.100 --> 00:09:36.500]  農夫忙於翻土撥種
[00:09:36.500 --> 00:09:40.300]  鏡頭一轉就去到秋天收成大麥
[00:09:40.300 --> 00:09:41.600]  當鏡頭一轉的時候
[00:09:41.600 --> 00:09:44.600]  卻出現了秋天在收成大麥的時刻
[00:09:44.600 --> 00:09:48.300]  農夫興高采烈去享受辛勞的成果
[00:09:48.300 --> 00:09:51.500]  農夫興高采烈去享受辛勞的結果
[00:09:51.500 --> 00:09:53.600]  但是同一幅圖畫裡面
