
[00:00:00.000 --> 00:00:03.760]  今天會講我們這一季的主題
[00:00:03.760 --> 00:00:06.280]  敬畏神的最後一節
[00:00:06.280 --> 00:00:10.480]  就是講十誡的最後一節
[00:00:10.480 --> 00:00:13.200]  有些弟兄姊妹會問
[00:00:13.200 --> 00:00:16.440]  已經新約了
[00:00:16.440 --> 00:00:20.040]  為什麼我們還要講十誡呢?
[00:00:20.040 --> 00:00:21.520]  弟兄姊妹很坦白
[00:00:21.520 --> 00:00:25.200]  我們所信的上帝是色在 金在 永在的
[00:00:25.200 --> 00:00:29.200]  祂教導我們遵守的誡命也是一樣
[00:00:29.200 --> 00:00:31.400]  因為我們上帝是不會改變的
[00:00:31.400 --> 00:00:33.760]  問題是我們怎麼去看
[00:00:33.760 --> 00:00:35.440]  要遵守十誡呢?
[00:00:35.440 --> 00:00:37.880]  是否一件很重的負擔呢?
[00:00:37.880 --> 00:00:40.360]  覺得又要守規條了
[00:00:40.360 --> 00:00:42.200]  在我們現在這個因典的時代
[00:00:42.200 --> 00:00:46.800]  我們要從一個什麼態度來認識上帝的誡命呢?
[00:00:46.800 --> 00:00:49.000]  我們信主的時候我們很開心的
[00:00:49.000 --> 00:00:50.640]  我們得到永生的盼望
[00:00:50.640 --> 00:00:52.840]  但我們不是馬上死的
[00:00:52.840 --> 00:00:56.920]  所以我們仍然活在一個充滿罪惡的世界
[00:00:56.920 --> 00:00:59.920]  空中掌權者仍然存在
[00:00:59.920 --> 00:01:01.840]  很多價值觀的衝擊
[00:01:01.840 --> 00:01:05.640]  其實今時今日的教會和教徒是更加困難的
[00:01:05.640 --> 00:01:06.920]  因此如果你問我
[00:01:06.920 --> 00:01:10.240]  我覺得當我們去學習研讀十誡的時候
[00:01:10.240 --> 00:01:14.040]  其實我們是在學習怎樣走一條蒙福的路
[00:01:14.040 --> 00:01:17.720]  因為上帝教導我們什麼應該遵守
[00:01:17.720 --> 00:01:19.720]  應該怎樣去處理的時候
[00:01:19.720 --> 00:01:24.000]  其實是幫助我們能夠進入祂的福氣當中
[00:01:24.000 --> 00:01:26.200]  如果從這樣的心態去看的時候
[00:01:26.200 --> 00:01:30.600]  可能我們的心情就不會覺得是一件好像很大枷鎖的事
[00:01:30.600 --> 00:01:34.200]  在《春秋記》十五章二十六節那裡這樣說
[00:01:34.200 --> 00:01:37.520]  「你如果留心聽耶和華你神的話
[00:01:37.520 --> 00:01:40.000]  又行我眼中看為正的事
[00:01:40.000 --> 00:01:41.600]  留心我的誡命
[00:01:41.600 --> 00:01:43.440]  守我一切的律例
[00:01:43.440 --> 00:01:47.200]  我就不會將加於埃及人的疾病
[00:01:47.200 --> 00:01:48.960]  加在你的身上
[00:01:48.960 --> 00:01:53.120]  因為我耶和華是醫治你的神」
[00:01:53.120 --> 00:01:55.480]  如果心水清的頂智慧就看到
[00:01:55.480 --> 00:01:58.440]  哦 在《春秋記》十五章的時候
[00:01:58.440 --> 00:02:03.440]  都已經說了很多神的誡命、律例和典章
[00:02:03.440 --> 00:02:05.400]  雖然都是帶有祝福的應許
[00:02:05.400 --> 00:02:09.760]  那就是說其實不只是十誡而已
[00:02:09.760 --> 00:02:11.400]  是不是?
[00:02:11.400 --> 00:02:13.600]  好像還有很多很多很多的東西
[00:02:13.600 --> 00:02:15.000]  那事實上都挺聰明的
[00:02:15.000 --> 00:02:16.600]  我想這些領兄姊妹
[00:02:16.600 --> 00:02:19.040]  事實上去到《春秋記》的二十章
[00:02:19.040 --> 00:02:20.600]  阿摩西在山上下來
[00:02:20.600 --> 00:02:26.080]  才很正式地將十誡這個所謂律法的綱領
[00:02:26.080 --> 00:02:27.680]  去分配的
[00:02:27.680 --> 00:02:29.040]  去公佈的
[00:02:29.040 --> 00:02:32.000]  去告訴人知道這十條誡命是很重要的
[00:02:32.000 --> 00:02:33.440]  當然大家都知道
[00:02:33.440 --> 00:02:34.840]  一條的誡命出來了
[00:02:34.840 --> 00:02:36.240]  當要執行的時候
[00:02:36.240 --> 00:02:38.480]  就有很多很多不同的規矩
[00:02:38.480 --> 00:02:40.400]  很多細節是要寫的
[00:02:40.400 --> 00:02:42.680]  我們這一屆的教會大家都明白的
[00:02:42.680 --> 00:02:44.840]  其實以前我們遷墨人士的時候
[00:02:44.840 --> 00:02:45.800]  沒有什麼規矩的
[00:02:45.800 --> 00:02:48.040]  我們經常說沒有大沒有小的這間教會
[00:02:48.040 --> 00:02:50.120]  不過當有人要問問題
[00:02:50.120 --> 00:02:52.040]  如何去執行的時候就有很多的了
[00:02:52.040 --> 00:02:53.440]  譬如今天很坦白
[00:02:53.440 --> 00:02:56.960]  我們全場貼了一張紙是要戴口罩的
[00:02:56.960 --> 00:02:57.800]  大家就會問
[00:02:57.800 --> 00:03:00.480]  糟糕了敬拜隊那怎麼辦呢?
[00:03:00.480 --> 00:03:01.960]  彈的也好一點
[00:03:01.960 --> 00:03:03.280]  唱的那些呢?
[00:03:03.280 --> 00:03:05.320]  有些領兄姊妹唱兩下
[00:03:05.320 --> 00:03:07.200]  就不能呼吸了
[00:03:07.200 --> 00:03:10.960]  好了敬拜隊一定要戴了
[00:03:10.960 --> 00:03:12.880]  說完是不是一定要戴呢?
[00:03:12.880 --> 00:03:16.280]  錄影或者大家在電視上看到
[00:03:16.280 --> 00:03:17.480]  都是戴著口罩的
[00:03:17.480 --> 00:03:19.200]  會不會引起恐慌呢?
[00:03:19.200 --> 00:03:20.800]  很多很多的問題
[00:03:20.800 --> 00:03:22.360]  我都知道你們都關心我的
[00:03:22.360 --> 00:03:24.120]  我盡力遵守規則
[00:03:24.120 --> 00:03:26.440]  所以你看到我都戴著口罩的
[00:03:26.440 --> 00:03:28.240]  現在是第四堂課了
[00:03:28.240 --> 00:03:30.960]  感謝主造我們氣絕身亡
[00:03:30.960 --> 00:03:32.200]  但都很坦白
[00:03:32.200 --> 00:03:33.920]  去到最後我缺氧的時候
[00:03:33.920 --> 00:03:35.520]  我可能會脫掉它也說不定的
[00:03:35.520 --> 00:03:36.760]  但當然我脫掉它
[00:03:36.760 --> 00:03:37.720]  你不用太擔心我
[00:03:37.720 --> 00:03:38.880]  我多謝我老公
[00:03:38.880 --> 00:03:40.280]  給了我一個這樣的東西
[00:03:40.280 --> 00:03:42.600]  戴著就可以保護一下自己
[00:03:42.600 --> 00:03:45.640]  我們其實努力地去遵守規則
[00:03:45.640 --> 00:03:49.160]  某程度我們都是在維護一個群體裡面
[00:03:49.160 --> 00:03:50.240]  那個含乙
[00:03:50.240 --> 00:03:53.000]  也讓事情容易辦理而已
[00:03:53.000 --> 00:03:54.960]  但摩西怎麼看呢?
[00:03:54.960 --> 00:03:56.680]  怎麼看十誡呢?
[00:03:56.680 --> 00:03:58.400]  在《生命記》裡面
[00:03:58.400 --> 00:04:04.000]  28章是一個很值得大家留心再去看的經卷
[00:04:04.000 --> 00:04:06.400]  第28章講得很清楚細節
[00:04:06.400 --> 00:04:08.000]  我今天想highlight
[00:04:08.000 --> 00:04:12.240]  摩西在最後的這篇長長的講道裡面
[00:04:12.240 --> 00:04:14.920]  他只是提醒以色列民
[00:04:14.920 --> 00:04:17.320]  耶和華的《皆命律例典章》
[00:04:17.320 --> 00:04:19.000]  其實講得很清楚
[00:04:19.000 --> 00:04:20.360]  很尖銳的
[00:04:20.360 --> 00:04:24.120]  問題是你和我今天怎麼去選擇
[00:04:24.120 --> 00:04:24.920]  原來他說
[00:04:24.920 --> 00:04:27.480]  如果你肯聽耶和華的《皆命》
[00:04:27.480 --> 00:04:29.240]  而去遵守的話
[00:04:29.240 --> 00:04:31.120]  他是謹守遵行
[00:04:31.120 --> 00:04:33.360]  不偏左右
[00:04:33.360 --> 00:04:35.960]  也不可以隨從別的神
[00:04:35.960 --> 00:04:38.760]  上帝就會去祝福我們
[00:04:38.760 --> 00:04:40.840]  讓我們作首不作尾
[00:04:40.840 --> 00:04:42.360]  其實還有很多細節
[00:04:42.360 --> 00:04:43.000]  你回去看看
[00:04:43.000 --> 00:04:45.160]  每件事上帝都很賜福的
[00:04:45.160 --> 00:04:46.280]  不過
[00:04:46.280 --> 00:04:48.840]  如果我們不聽從神的話
[00:04:48.840 --> 00:04:50.920]  也不打算遵守
[00:04:50.920 --> 00:04:53.120]  上帝所吩咐的一切
[00:04:53.120 --> 00:04:54.800]  也不要緊的 摩西說
[00:04:54.800 --> 00:04:57.440]  不過以下的詛咒
[00:04:57.440 --> 00:05:01.040]  就會繼續跟隨你
[00:05:01.040 --> 00:05:02.920]  這是一個選擇
[00:05:02.920 --> 00:05:05.960]  甚至於《皆命》某程度來說
[00:05:05.960 --> 00:05:06.960]  我們現在新約了
[00:05:06.960 --> 00:05:09.280]  我不想守 我不想理
[00:05:09.280 --> 00:05:12.160]  摩西說可以的
[00:05:12.160 --> 00:05:14.720]  當時的斯文都有這個選擇
[00:05:14.720 --> 00:05:16.400]  但神也講得很清楚
[00:05:16.400 --> 00:05:18.600]  當你跟從我的時候
[00:05:18.600 --> 00:05:20.800]  你就會得到這些祝福
[00:05:20.800 --> 00:05:22.640]  但當你離棄我的時候
[00:05:22.640 --> 00:05:24.920]  你就會活在禍患的裡面
[00:05:24.920 --> 00:05:26.000]  我們怎樣去看呢
[00:05:26.000 --> 00:05:28.400]  是否神故意作弄我們呢
[00:05:28.400 --> 00:05:30.520]  或者神是否這麼苛刻呢
