
[00:00:00.000 --> 00:00:02.000]  姊妹早晨
[00:00:02.000 --> 00:00:10.000]  昨天在黃昏堂裏面講了同一個經文
[00:00:10.000 --> 00:00:12.000]  另外一個講題
[00:00:12.000 --> 00:00:18.000]  所以我都在這裏再一次去講DECARE
[00:00:18.000 --> 00:00:22.000]  如果你是一個年青人的話
[00:00:22.000 --> 00:00:25.000]  我非常建議你聽昨天的講道
[00:00:25.000 --> 00:00:30.000]  有連結可以給大家
[00:00:30.000 --> 00:00:32.000]  今天星期日的講道
[00:00:32.000 --> 00:00:35.000]  很想對我們一班已經在太古城堂
[00:00:35.000 --> 00:00:39.000]  一段很長時間的弟兄姊妹
[00:00:39.000 --> 00:00:41.000]  一起去講這篇訊息
[00:00:41.000 --> 00:00:45.000]  這篇訊息特別是想講
[00:00:45.000 --> 00:00:49.000]  因為十月開始是猜拳月
[00:00:49.000 --> 00:00:53.000]  我們會講一系列猜拳的訊息
[00:00:53.000 --> 00:00:57.000]  在宣教猜拳這個題目裏面
[00:00:57.000 --> 00:01:01.000]  對於我們侍奉去到人生一個階段
[00:01:01.000 --> 00:01:06.000]  去到一個侍奉的夕陽期的時候
[00:01:06.000 --> 00:01:10.000]  我們又怎樣去參與宣教呢
[00:01:10.000 --> 00:01:15.000]  我選了《仕途人傳》裏面最尾的一段經文
[00:01:15.000 --> 00:01:18.000]  這段經文好像看起來平平無奇
[00:01:18.000 --> 00:01:23.000]  但我一會兒再聽的時候
[00:01:23.000 --> 00:01:29.000]  可能會有更多讓我們看到不一樣的訊息
[00:01:29.000 --> 00:01:35.000]  我一看就會用《環球聖經》的譯本去看
[00:01:35.000 --> 00:01:37.000]  因為裏面的字眼
[00:01:37.000 --> 00:01:42.000]  會比較容易讓我告訴大家這個意思是甚麼
[00:01:42.000 --> 00:01:47.000]  我先看16至23節
[00:01:47.000 --> 00:01:50.000]  保羅去到羅馬
[00:01:50.000 --> 00:01:57.000]  他獲盡一個和一個看守他的士兵
[00:01:57.000 --> 00:01:59.000]  在一個地方裏面
[00:01:59.000 --> 00:02:02.000]  在一個地方裏面他過了三天
[00:02:02.000 --> 00:02:08.000]  保羅請了猶太的首領來他住的地方
[00:02:08.000 --> 00:02:10.000]  他們到了後
[00:02:10.000 --> 00:02:16.000]  保羅就要向這些首領解釋一些事情
[00:02:16.000 --> 00:02:18.000]  他解釋甚麼呢
[00:02:18.000 --> 00:02:25.000]  他迫不得已才向凱撒上訴
[00:02:25.000 --> 00:02:29.000]  我順序去講
[00:02:29.000 --> 00:02:31.000]  各位弟兄
[00:02:31.000 --> 00:02:35.000]  我雖然沒有做過甚麼和人民作對的事
[00:02:35.000 --> 00:02:39.000]  也沒有違反過祖先的規矩
[00:02:39.000 --> 00:02:41.000]  但就被囚禁
[00:02:41.000 --> 00:02:44.000]  由耶路撒冷交到羅馬人的手裏
[00:02:44.000 --> 00:02:48.000]  他們審訊後因為在我身上沒有甚麼該死的罪
[00:02:48.000 --> 00:02:50.000]  就想釋放我
[00:02:50.000 --> 00:02:53.000]  但是猶太人反對
[00:02:53.000 --> 00:02:57.000]  我迫不得已才向凱撒上訴
[00:02:57.000 --> 00:03:01.000]  並不是有甚麼事要控告我的國民
[00:03:01.000 --> 00:03:05.000]  他在澄清整段的時候
[00:03:05.000 --> 00:03:09.000]  最終目的是想告訴那班猶太的首領
[00:03:09.000 --> 00:03:12.000]  我是迫不得已才向凱撒上訴
[00:03:12.000 --> 00:03:16.000]  並不是有甚麼事要控告我的國民
[00:03:16.000 --> 00:03:19.000]  其實他被人誣衊
[00:03:19.000 --> 00:03:22.000]  被人安上一個罪名
[00:03:22.000 --> 00:03:26.000]  就是你控告我的國民
[00:03:26.000 --> 00:03:30.000]  那班猶太的首領就很緊張
[00:03:30.000 --> 00:03:35.000]  所以保羅就特意邀請那班猶太的首領
[00:03:35.000 --> 00:03:39.000]  去解釋這件事
[00:03:39.000 --> 00:03:42.000]  其實對於保羅來說
[00:03:42.000 --> 00:03:44.000]  不是他的錯
[00:03:44.000 --> 00:03:49.000]  他一直都是迫不得已才向凱撒上訴
[00:03:49.000 --> 00:03:53.000]  如果大家有留意
[00:03:53.000 --> 00:03:56.000]  在我之前的《目者心聲》裏面
[00:03:56.000 --> 00:03:59.000]  也有提及到時圖銀傳最後的經文
[00:03:59.000 --> 00:04:05.000]  其實保羅沒有必要去澄清
[00:04:05.000 --> 00:04:09.000]  去解釋他自己沒有犯過罪
[00:04:09.000 --> 00:04:11.000]  或者他的清白
[00:04:11.000 --> 00:04:16.000]  因為其實是由時圖銀傳第21章開始
[00:04:16.000 --> 00:04:18.000]  一直都在說
[00:04:18.000 --> 00:04:22.000]  其實保羅去不同人那裏受審
[00:04:22.000 --> 00:04:25.000]  沒有人找到他的罪名
[00:04:25.000 --> 00:04:28.000]  他甚至說到
[00:04:28.000 --> 00:04:32.000]  他知道自己根本沒有任何的罪
[00:04:32.000 --> 00:04:34.000]  可以給大家去審判
[00:04:34.000 --> 00:04:39.000]  然後就說要一直上訴到凱撒
[00:04:39.000 --> 00:04:45.000]  在時圖銀傳第28章裏面
[00:04:45.000 --> 00:04:49.000]  是並沒有出現凱撒這個人
[00:04:49.000 --> 00:04:54.000]  凱撒是當時羅馬皇帝最高的皇帝
[00:04:54.000 --> 00:04:56.000]  是最高法院
[00:04:56.000 --> 00:05:00.000]  他沒有出現凱撒這個人的時候
[00:05:00.000 --> 00:05:04.000]  為什麼作者沒有再
[00:05:04.000 --> 00:05:06.000]  其實可能保羅要上訴凱撒的時候
