
[00:00:00.000 --> 00:00:02.000]  今年全年都是講教務書信
[00:00:02.000 --> 00:00:05.000]  這一篇是最後了
[00:00:05.000 --> 00:00:09.000]  這一篇講完我今年的工作
[00:00:09.000 --> 00:00:11.000]  講道的工作就做完了
[00:00:11.000 --> 00:00:18.000]  當我們去看提摩太前後書或者提多書
[00:00:18.000 --> 00:00:23.000]  這個教務書信很多都是教導 訓誨
[00:00:23.000 --> 00:00:27.000]  亦都是幫助提摩太面對很多不同的處境
[00:00:27.000 --> 00:00:29.000]  如果我們看第四章的時候
[00:00:29.000 --> 00:00:32.000]  我們必須要看三章尾
[00:00:32.000 --> 00:00:36.000]  在我的孕兒那裏已經打了出來
[00:00:36.000 --> 00:00:43.000]  提摩太其實立志在基督徑權度日的時候
[00:00:43.000 --> 00:00:46.000]  你記得你將受迫害
[00:00:46.000 --> 00:00:50.000]  因為保羅都是面對著一個個處境
[00:00:50.000 --> 00:00:52.000]  他是被迫害的
[00:00:52.000 --> 00:00:54.000]  然後就告訴他
[00:00:54.000 --> 00:00:57.000]  跟著那幾節十六十七
[00:00:57.000 --> 00:00:59.000]  最後那兩節第三章
[00:00:59.000 --> 00:01:02.000]  他說聖經都是神所默示的
[00:01:02.000 --> 00:01:04.000]  教訓督責令人歸正
[00:01:04.000 --> 00:01:09.000]  教導人學義都是有益的
[00:01:09.000 --> 00:01:12.000]  叫熟神的人即是你和我
[00:01:12.000 --> 00:01:15.000]  得以完全我們成熟
[00:01:15.000 --> 00:01:18.000]  然後預備行各樣的善事
[00:01:18.000 --> 00:01:19.000]  等於姐妹
[00:01:19.000 --> 00:01:23.000]  我們要知道看聖經我們不是只看
[00:01:23.000 --> 00:01:26.000]  聽到不只是聽
[00:01:26.000 --> 00:01:28.000]  看完聽完
[00:01:28.000 --> 00:01:31.000]  放在心裏我們要走出來
[00:01:31.000 --> 00:01:33.000]  所以保羅就很清楚
[00:01:33.000 --> 00:01:35.000]  藉著神的話語
[00:01:35.000 --> 00:01:36.000]  祂的訓誨
[00:01:36.000 --> 00:01:37.000]  祂的教導
[00:01:37.000 --> 00:01:41.000]  叫我們預備行各樣的善事
[00:01:41.000 --> 00:01:43.000]  提到這裏
[00:01:43.000 --> 00:01:48.000]  然後保羅就提摩太
[00:01:48.000 --> 00:01:51.000]  在第一節第二節
[00:01:51.000 --> 00:01:57.000]  他先去面對當時的處境
[00:01:57.000 --> 00:02:01.000]  有理由相信他在羅馬
[00:02:01.000 --> 00:02:05.000]  他要去吩咐提摩太很多東西
[00:02:05.000 --> 00:02:08.000]  在這裏去講述
[00:02:08.000 --> 00:02:11.000]  當他面對一個處境的時間
[00:02:11.000 --> 00:02:14.000]  他需要的是什麼
[00:02:14.000 --> 00:02:16.000]  一定要講第一節
[00:02:16.000 --> 00:02:19.000]  他說我在神的面前
[00:02:19.000 --> 00:02:22.000]  就是將來審判活人死人的面前
[00:02:22.000 --> 00:02:24.000]  在基督的裏面
[00:02:24.000 --> 00:02:27.000]  憑著祂的顯現和國度
[00:02:27.000 --> 00:02:30.000]  鄭重的勸誡你
[00:02:30.000 --> 00:02:33.000]  鄭重的勸誡你
[00:02:33.000 --> 00:02:36.000]  底人一定要知道我們的神是真的
[00:02:36.000 --> 00:02:37.000]  是永恆的主
[00:02:37.000 --> 00:02:38.000]  在上帝面前
[00:02:38.000 --> 00:02:40.000]  祂要審判活人和死人的
[00:02:40.000 --> 00:02:42.000]  主耶穌基督
[00:02:42.000 --> 00:02:46.000]  講述的就是一種帶著權柄預言
[00:02:46.000 --> 00:02:50.000]  然後憑著祂的顯現
[00:02:50.000 --> 00:02:53.000]  祂復活
[00:02:53.000 --> 00:02:54.000]  顯現
[00:02:54.000 --> 00:02:57.000]  鄭重的勸誡你們
[00:02:57.000 --> 00:03:00.000]  接著他就提了
[00:03:00.000 --> 00:03:01.000]  你務要傳道
[00:03:01.000 --> 00:03:04.000]  傳道這個字是單數
[00:03:04.000 --> 00:03:07.000]  只有這個真理
[00:03:07.000 --> 00:03:10.000]  單一的是正統的純正的
[00:03:10.000 --> 00:03:12.000]  務要傳道
[00:03:12.000 --> 00:03:15.000]  無論得時不得時
[00:03:15.000 --> 00:03:18.000]  什麼是合適時間
[00:03:18.000 --> 00:03:19.000]  什麼是不合適時間
[00:03:19.000 --> 00:03:23.000]  可能在我們人的主觀的體會或感覺裏面
[00:03:23.000 --> 00:03:24.000]  這個是最好的時候
[00:03:24.000 --> 00:03:26.000]  這個是最不好的時候
[00:03:26.000 --> 00:03:28.000]  不過不要理
[00:03:28.000 --> 00:03:30.000]  得時不得時
[00:03:30.000 --> 00:03:32.000]  你都要去傳
[00:03:32.000 --> 00:03:33.000]  意思就是說
[00:03:33.000 --> 00:03:35.000]  總之是順利還是不順利
[00:03:35.000 --> 00:03:39.000]  你都要去做
[00:03:39.000 --> 00:03:43.000]  我們抗唐順不順利
[00:03:43.000 --> 00:03:46.000]  浪費了一點
[00:03:46.000 --> 00:03:47.000]  有理由相信
[00:03:47.000 --> 00:03:49.000]  可能未來四個月不用我做
[00:03:49.000 --> 00:03:54.000]  即是有人做
[00:03:54.000 --> 00:03:57.000]  我們會祈禱
[00:03:57.000 --> 00:03:58.000]  是不是不順利
[00:03:58.000 --> 00:03:59.000]  不知道
[00:03:59.000 --> 00:04:00.000]  那我們是不是不用傳
[00:04:00.000 --> 00:04:01.000]  不是
[00:04:01.000 --> 00:04:04.000]  我們一樣要做
[00:04:04.000 --> 00:04:05.000]  務要傳道
[00:04:05.000 --> 00:04:07.000]  在一個處境裏面
[00:04:07.000 --> 00:04:08.000]  講的是什麼道
[00:04:08.000 --> 00:04:09.000]  我們要傳福音
[00:04:09.000 --> 00:04:11.000]  我們要個人生命見證
[00:04:11.000 --> 00:04:14.000]  我們不受個人和環境很壞
[00:04:14.000 --> 00:04:16.000]  而去影響我們
[00:04:16.000 --> 00:04:21.000]  主要我們專注去做
[00:04:21.000 --> 00:04:22.000]  所以這一段裏面
[00:04:22.000 --> 00:04:24.000]  其實保羅在第二節
[00:04:24.000 --> 00:04:28.000]  用的都是很多命令的語氣
[00:04:28.000 --> 00:04:30.000]  命令
[00:04:30.000 --> 00:04:31.000]  你要專心
[00:04:31.000 --> 00:04:33.000]  其實講的是
[00:04:33.000 --> 00:04:35.000]  你要做好準備
[00:04:35.000 --> 00:04:37.000]  你又要責備又要警戒
[00:04:37.000 --> 00:04:40.000]  用同義詞去講述一個道理
[00:04:40.000 --> 00:04:44.000]  都是一個命令
[00:04:44.000 --> 00:04:46.000]  然後有些人你就要警戒
[00:04:46.000 --> 00:04:48.000]  有些人你就要勸勉
[00:04:48.000 --> 00:04:49.000]  用不同的方法
[00:04:49.000 --> 00:04:51.000]  總之你要將這個信仰
[00:04:51.000 --> 00:04:56.000]  這個福音告訴別人
[00:04:56.000 --> 00:05:01.000]  你用什麼方法傳
[00:05:01.000 --> 00:05:03.000]  最近我家裏
[00:05:03.000 --> 00:05:07.000]  我女兒幫我們設了一個群組
[00:05:07.000 --> 00:05:10.000]  每一個星期每一天
[00:05:10.000 --> 00:05:18.000]  就為我們家裏未信的人祈禱
[00:05:18.000 --> 00:05:20.000]  我姐姐寫了一段很好的圖文
[00:05:20.000 --> 00:05:21.000]  我女兒說
[00:05:21.000 --> 00:05:26.000]  爹你要稱讚姑媽
[00:05:26.000 --> 00:05:27.000]  她寫得很好
[00:05:27.000 --> 00:05:30.000]  又寫得很可愛
[00:05:30.000 --> 00:05:32.000]  我帶她去信耶穌
[00:05:32.000 --> 00:05:35.000]  然後她現在留在旺角
[00:05:35.000 --> 00:05:36.000]  我說我會帶她去
[00:05:36.000 --> 00:05:38.000]  感覺很好
[00:05:38.000 --> 00:05:42.000]  總之就為家裏每一個未信的人
[00:05:42.000 --> 00:05:50.000]  一個星期輪流去做這個帶動的工作
[00:05:50.000 --> 00:05:51.000]  我就想
[00:05:51.000 --> 00:05:55.000]  頂姐妹你有沒有看我們教會的大電視
[00:05:55.000 --> 00:05:57.000]  有沒有
[00:05:57.000 --> 00:06:00.000]  你有沒有看《間中會變》
[00:06:00.000 --> 00:06:03.000]  我們有一個很懂得拍照的弟兄
[00:06:03.000 --> 00:06:06.000]  我覺得他們拍照真的很棒
[00:06:06.000 --> 00:06:10.000]  總之拍下來
[00:06:10.000 --> 00:06:11.000]  加上金句
[00:06:11.000 --> 00:06:13.000]  放在臉書
[00:06:13.000 --> 00:06:15.000]  我要徵用
[00:06:15.000 --> 00:06:17.000]  不要只給朋友看
[00:06:17.000 --> 00:06:19.000]  給街坊都要看
[00:06:19.000 --> 00:06:21.000]  徵用了再設計
[00:06:21.000 --> 00:06:22.000]  這麼漂亮
[00:06:22.000 --> 00:06:23.000]  就要有人看
[00:06:23.000 --> 00:06:25.000]  知不知道牧師怎樣看
[00:06:25.000 --> 00:06:28.000]  我間中會站在那裏
[00:06:28.000 --> 00:06:30.000]  一個星期一次半次
[00:06:30.000 --> 00:06:32.000]  站在那裏三分鐘
[00:06:32.000 --> 00:06:35.000]  眼睛定睛看著
[00:06:35.000 --> 00:06:38.000]  然後有一次拿手機出來拍照
[00:06:38.000 --> 00:06:40.000]  在街上有人看著
[00:06:40.000 --> 00:06:42.000]  有個傻佬看了很久
[00:06:42.000 --> 00:06:45.000]  接著又有傻佬就會看
[00:06:45.000 --> 00:06:47.000]  你明不明
[00:06:47.000 --> 00:06:50.000]  街坊沒什麼機會看聖經
[00:06:50.000 --> 00:06:53.000]  但我們教會就有聖經金句
[00:06:53.000 --> 00:06:57.000]  天國沒了你們應當悔改
[00:06:57.000 --> 00:06:58.000]  其實很震撼
[00:06:58.000 --> 00:06:59.000]  那三個十字架
[00:06:59.000 --> 00:07:00.000]  有沒有看過
[00:07:00.000 --> 00:07:02.000]  對街坊如果不知道
[00:07:02.000 --> 00:07:04.000]  悔改給他們多想一點
[00:07:04.000 --> 00:07:06.000]  我們不會經常給十字架
[00:07:06.000 --> 00:07:09.000]  節期我們會換
[00:07:09.000 --> 00:07:12.000]  喜慶新年我們不會放十字架
[00:07:12.000 --> 00:07:14.000]  要知道街坊的心理
[00:07:14.000 --> 00:07:16.000]  不要做一件事
[00:07:16.000 --> 00:07:17.000]  你不會轉
[00:07:17.000 --> 00:07:20.000]  所以我們間中會轉
[00:07:20.000 --> 00:07:23.000]  意思是當我拍了
[00:07:23.000 --> 00:07:24.000]  看了
[00:07:24.000 --> 00:07:25.000]  看了的時候
[00:07:25.000 --> 00:07:26.000]  就有人認識
[00:07:26.000 --> 00:07:30.000]  我們感恩
[00:07:30.000 --> 00:07:32.000]  西區浸信會
[00:07:32.000 --> 00:07:34.000]  我們在這邊有堂址
[00:07:34.000 --> 00:07:36.000]  在商業中心有堂址
[00:07:36.000 --> 00:07:37.000]  我經常在兩邊出入
[00:07:37.000 --> 00:07:40.000]  現在出入兩邊都很多人會看我
[00:07:40.000 --> 00:07:41.000]  幫我握手
[00:07:41.000 --> 00:07:42.000]  問候一下
[00:07:42.000 --> 00:07:45.000]  都幾好的
[00:07:45.000 --> 00:07:47.000]  為什麼認識我
[00:07:47.000 --> 00:07:50.000]  我是普通人一個人又矮又不是帥
[00:07:50.000 --> 00:07:55.000]  我因為是香港西區浸信教會的牧師
[00:07:55.000 --> 00:08:00.000]  所以戰戰兢兢的
[00:08:00.000 --> 00:08:01.000]  出入
[00:08:01.000 --> 00:08:03.000]  見到有人入電梯
[00:08:03.000 --> 00:08:04.000]  你不要按關門鍵
[00:08:04.000 --> 00:08:05.000]  一見到
[00:08:05.000 --> 00:08:06.000]  看一看
[00:08:06.000 --> 00:08:08.000]  馬上要幫他按開門鍵
[00:08:08.000 --> 00:08:09.000]  我幫你按電梯
[00:08:09.000 --> 00:08:10.000]  慢慢不用急
[00:08:10.000 --> 00:08:11.000]  是不是很陰呢
[00:08:11.000 --> 00:08:12.000]  你有沒有這樣做
[00:08:12.000 --> 00:08:14.000]  你會不會這樣做
[00:08:14.000 --> 00:08:15.000]  一見到
[00:08:15.000 --> 00:08:16.000]  很趕
[00:08:16.000 --> 00:08:17.000]  按關門
[00:08:17.000 --> 00:08:20.000]  你去做見證
[00:08:20.000 --> 00:08:21.000]  這是生命見證
[00:08:21.000 --> 00:08:23.000]  你不要說那麼多
[00:08:23.000 --> 00:08:28.000]  你做了你應該要做的事
[00:08:28.000 --> 00:08:31.000]  我不知道在你所住的單位
[00:08:31.000 --> 00:08:34.000]  在你經常出入的地方
[00:08:34.000 --> 00:08:36.000]  你是否知道你要專心
[00:08:36.000 --> 00:08:38.000]  時刻的專心
[00:08:38.000 --> 00:08:41.000]  為要去傳導
[00:08:41.000 --> 00:08:42.000]  今日人是甚麼光景
[00:08:42.000 --> 00:08:45.000]  第三第四節
[00:08:45.000 --> 00:08:46.000]  時後將到
[00:08:46.000 --> 00:08:50.000]  有時候人會厭煩健全的教導
[00:08:50.000 --> 00:08:52.000]  健全或健康的教導
[00:08:52.000 --> 00:08:54.000]  教會整體健康的教導
