
[00:00:00.000 --> 00:00:02.960]  各位弟兄姊妹 主佬平安
[00:00:02.960 --> 00:00:08.520]  今天和大家分享的是張臨期的第三個主日
[00:00:08.520 --> 00:00:10.360]  大家可能從年初開始
[00:00:10.360 --> 00:00:11.600]  不是 對不起
[00:00:11.600 --> 00:00:13.640]  是從十一月尾開始
[00:00:13.640 --> 00:00:18.080]  就可能聽到崇拜主席在說張臨期開始了
[00:00:18.080 --> 00:00:20.560]  甚麼是張臨期呢
[00:00:20.560 --> 00:00:25.040]  你說我知道是教會年曆的開始
[00:00:25.040 --> 00:00:27.880]  但是你認識教會年曆嗎
[00:00:27.880 --> 00:00:34.120]  對城鎮來說 我想我們多年來都比較少提教會年曆
[00:00:34.120 --> 00:00:42.200]  教會年曆其實是教會歷史開始初期逐漸形成
[00:00:42.200 --> 00:00:45.920]  一般是和猶太節期作出區別
[00:00:45.920 --> 00:00:51.240]  用一整年的時間去紀念基督的生平和救恩的歷程
[00:00:51.240 --> 00:00:55.320]  不過一般是在聖公會 信義會 長老會
[00:00:55.320 --> 00:01:00.120]  秦道衛理 宗教裏面的禮儀教會應用的
[00:01:00.120 --> 00:01:04.320]  城鎮所謂我們叫free church的教會
[00:01:04.320 --> 00:01:06.000]  其實我們比較少提
[00:01:06.000 --> 00:01:08.880]  我們有我們的傳統 我們的堅持
[00:01:08.880 --> 00:01:11.200]  但是所以我們比較陌生
[00:01:11.200 --> 00:01:14.320]  不過近年隨著崇拜學的興起
[00:01:14.320 --> 00:01:16.000]  一些的反思
[00:01:16.000 --> 00:01:20.320]  所以有一些崇拜學的學習者
[00:01:20.320 --> 00:01:22.320]  和一個過程的思想者
[00:01:22.320 --> 00:01:23.480]  他們會帶入
[00:01:23.480 --> 00:01:27.480]  所以你見近年會來不來就會提一下
[00:01:27.480 --> 00:01:31.960]  不過我們基本上沒有一個整系列的跟從
[00:01:31.960 --> 00:01:33.600]  章林期開始
[00:01:33.600 --> 00:01:34.640]  聖誕期
[00:01:34.640 --> 00:01:35.680]  顯現期
[00:01:35.680 --> 00:01:37.080]  御府期
[00:01:37.080 --> 00:01:38.280]  復活期
[00:01:38.280 --> 00:01:39.840]  聖林降臨期
[00:01:39.840 --> 00:01:41.960]  是一年六個節期
[00:01:41.960 --> 00:01:44.720]  貫穿橫跨整年
[00:01:44.720 --> 00:01:46.720]  章林期是在聖誕前
[00:01:46.720 --> 00:01:50.240]  用四個禮拜紀念耶穌基督的降生
[00:01:50.240 --> 00:01:53.520]  預備心靈迎接主再來
[00:01:53.520 --> 00:01:56.160]  所以一般宣講的主題
[00:01:56.160 --> 00:01:58.720]  是在盼望裏面等候
[00:01:58.720 --> 00:02:00.200]  在黑暗當中
[00:02:00.200 --> 00:02:01.840]  預備好自己
[00:02:01.840 --> 00:02:04.280]  等候光來的時候
[00:02:04.280 --> 00:02:05.800]  所以宣講的訊息
[00:02:05.800 --> 00:02:09.120]  一般我們會宣講盼望和喜樂
[00:02:09.120 --> 00:02:11.200]  所以當我的習慣
[00:02:11.200 --> 00:02:12.440]  大家可能都知道的
[00:02:12.440 --> 00:02:16.680]  就是我當教會給一個經文的時間
[00:02:16.680 --> 00:02:19.120]  就是宣講的時間的時候
[00:02:19.120 --> 00:02:20.320]  會有一個主題
[00:02:20.320 --> 00:02:21.200]  章林期
[00:02:21.200 --> 00:02:23.400]  然後我就自己選經文
[00:02:23.400 --> 00:02:24.280]  研經
[00:02:24.280 --> 00:02:25.400]  作出識經
[00:02:25.400 --> 00:02:27.200]  定好題目
[00:02:27.200 --> 00:02:29.000]  我選來的經文是
[00:02:29.000 --> 00:02:31.400]  菲律賓書四章四節
[00:02:31.400 --> 00:02:33.920]  幾個月前已經定下來了
[00:02:33.920 --> 00:02:35.640]  當我定下好之後
[00:02:35.640 --> 00:02:37.720]  我定出的題目是
[00:02:37.720 --> 00:02:40.560]  顛覆性的喜樂
[00:02:40.560 --> 00:02:43.880]  由於我因為
[00:02:43.880 --> 00:02:44.880]  有一些事
[00:02:44.880 --> 00:02:46.920]  所以我需要早點完成
[00:02:46.920 --> 00:02:48.720]  所以大概一個月前
[00:02:48.720 --> 00:02:52.560]  我已經將我的編講章完成了
[00:02:52.560 --> 00:02:56.240]  但是過去這兩個星期的災難性事件
[00:02:56.240 --> 00:02:57.720]  整個城市
[00:02:57.720 --> 00:02:59.280]  或者你和我
[00:02:59.280 --> 00:03:03.840]  都生活在一個沉重的氣氛當中
[00:03:03.840 --> 00:03:04.680]  是的
[00:03:04.680 --> 00:03:06.480]  過了兩個星期多了
[00:03:06.480 --> 00:03:08.680]  我們好像現在
[00:03:08.680 --> 00:03:10.960]  好像有些事過境遷一樣
[00:03:10.960 --> 00:03:12.080]  不過
[00:03:12.080 --> 00:03:14.760]  我們仍然為失去的生命哀悼
[00:03:14.760 --> 00:03:18.440]  為破碎的家庭心碎
[00:03:18.440 --> 00:03:21.600]  我們為他們未知的前路憂慮
[00:03:21.600 --> 00:03:23.320]  甚惑
[00:03:23.320 --> 00:03:27.040]  我們自己心裡面都蒙受一些震撼
[00:03:27.040 --> 00:03:30.160]  所以在這個時候要宣講喜樂
[00:03:30.160 --> 00:03:31.440]  所以我很記得的
[00:03:31.440 --> 00:03:33.760]  我應該
[00:03:33.760 --> 00:03:36.160]  一個多星期前
[00:03:36.160 --> 00:03:38.080]  我跟太太說
[00:03:38.080 --> 00:03:39.240]  我
[00:03:39.240 --> 00:03:42.480]  上帝早在幾個月前已經預備了
[00:03:42.480 --> 00:03:43.440]  一段經文
[00:03:43.440 --> 00:03:44.640]  一段訊息給我了
[00:03:44.640 --> 00:03:46.120]  我打算
[00:03:46.120 --> 00:03:47.920]  繼續講
[00:03:47.920 --> 00:03:50.200]  當日我太太和我女兒都在
[00:03:50.200 --> 00:03:51.920]  然後她們看著我
[00:03:51.920 --> 00:03:55.880]  她們說你真的打算這樣做
[00:03:55.880 --> 00:04:01.080]  我已經將經文和題目分題
[00:04:01.080 --> 00:04:02.520]  傳了給方牧師
[00:04:02.520 --> 00:04:06.520]  教會應該跟著
[00:04:06.520 --> 00:04:09.600]  作出一些調整
[00:04:09.600 --> 00:04:11.160]  我說這樣啊
[00:04:11.160 --> 00:04:12.360]  那我想一想
[00:04:12.360 --> 00:04:14.240]  我忐忑了一晚
[00:04:14.240 --> 00:04:15.120]  是的
[00:04:15.120 --> 00:04:16.520]  我需要承認
[00:04:16.520 --> 00:04:18.960]  我沒能力宣講
[00:04:18.960 --> 00:04:21.360]  並不是上帝的話語沒能力
[00:04:21.360 --> 00:04:22.640]  是我這個人
[00:04:22.640 --> 00:04:24.600]  我都在這個事件當中
[00:04:24.600 --> 00:04:26.640]  我有很多我的
[00:04:26.640 --> 00:04:28.800]  我的心靈的掙扎
[00:04:28.800 --> 00:04:29.720]  甚至
[00:04:29.720 --> 00:04:33.080]  哪怕我有能力跨過我的掙扎去講
[00:04:33.080 --> 00:04:35.480]  我不知道在座這裡有多少人
[00:04:35.480 --> 00:04:36.520]  會
[00:04:36.520 --> 00:04:39.000]  耳朵會關起來沒辦法聽
[00:04:39.000 --> 00:04:40.840]  不是你們的問題
[00:04:40.840 --> 00:04:42.720]  是心靈的問題
[00:04:42.720 --> 00:04:45.120]  所以最後我選了另一段經文
[00:04:45.120 --> 00:04:48.000]  羅馬書十五章十三節
[00:04:48.000 --> 00:04:50.400]  但願使人有盼望的神
[00:04:50.400 --> 00:04:53.080]  因信將諸般的喜樂
[00:04:53.080 --> 00:04:55.440]  平安充滿你們的心
[00:04:55.440 --> 00:04:57.360]  使你們藉著聖靈的能力
[00:04:57.360 --> 00:04:58.640]  大有盼望
[00:04:58.640 --> 00:05:00.320]  讓我們在講道的時候
[00:05:00.320 --> 00:05:03.600]  我們一起同心同意
[00:05:03.600 --> 00:05:04.880]  慈愛的天父
[00:05:04.880 --> 00:05:09.040]  我們帶著不同的重擔來到你面前
[00:05:09.040 --> 00:05:10.240]  我們需要承認
[00:05:10.240 --> 00:05:11.680]  過去這段日子
[00:05:11.680 --> 00:05:15.200]  不單止我們的城市經歷了傷痛
[00:05:15.200 --> 00:05:16.920]  我們每個人的生命
[00:05:16.920 --> 00:05:18.640]  其實都或多或少
[00:05:18.640 --> 00:05:20.480]  有不同的艱難
[00:05:20.480 --> 00:05:22.320]  甚或沉默
[00:05:22.320 --> 00:05:23.160]  主啊
[00:05:23.160 --> 00:05:28.720]  在這個看似灰暗的時刻當中
[00:05:28.720 --> 00:05:31.760]  求祢讓我們心中滿有祢的平安
[00:05:31.760 --> 00:05:33.760]  當勸讓過後
[00:05:33.760 --> 00:05:35.800]  求祢微小的聲音
[00:05:35.800 --> 00:05:38.080]  繼續在我們的內心
[00:05:38.080 --> 00:05:39.440]  繼續響起
[00:05:39.440 --> 00:05:40.560]  幫助我們
[00:05:40.560 --> 00:05:43.760]  不單止從環境裡面我們去尋找答案
[00:05:43.760 --> 00:05:46.000]  更加能夠從你的話語當中
[00:05:46.000 --> 00:05:47.480]  得著盼望
[00:05:47.480 --> 00:05:49.320]  我們能夠如此祈禱
[00:05:49.320 --> 00:05:51.280]  乃奉我主耶穌基督的聖名而求
[00:05:51.280 --> 00:05:53.200]  阿們
[00:05:53.200 --> 00:05:56.160]  在進一步講解聖經之前
[00:05:56.160 --> 00:05:57.800]  我需要交代一下
[00:05:57.800 --> 00:06:00.400]  和我的習慣有點不同
[00:06:00.400 --> 00:06:01.880]  我這次的講道
[00:06:01.880 --> 00:06:05.160]  只有六張powerpoint
[00:06:05.160 --> 00:06:06.680]  這六張powerpoint
[00:06:06.680 --> 00:06:08.040]  是經文
[00:06:08.040 --> 00:06:09.320]  是經文
[00:06:09.320 --> 00:06:10.600]  都是經文
[00:06:10.600 --> 00:06:13.080]  都是這節的經文
[00:06:13.080 --> 00:06:14.680]  這六張powerpoint
[00:06:14.680 --> 00:06:16.680]  我沒有打算交代任何
[00:06:16.680 --> 00:06:20.200]  原文的語法詞態的轉變改變
[00:06:20.200 --> 00:06:21.640]  我亦都沒有打算
