
[00:00:00.000 --> 00:00:02.460]  (主席)好,今天會跟大家繼續來看
[00:00:02.460 --> 00:00:05.300]  《彼得前書》裏面的教導
[00:00:05.300 --> 00:00:07.520]  特別是金虎與共
[00:00:07.520 --> 00:00:11.400]  那如果留意到那個「與」字是跟平時用的字是不同的
[00:00:11.400 --> 00:00:14.000]  那一會兒會解釋怎樣叫金虎與共
[00:00:14.000 --> 00:00:16.000]  我們一起來先讀這段經文
[00:00:16.000 --> 00:00:18.860]  《彼得前書》第四章十二到第十九節
[00:00:18.860 --> 00:00:20.620]  我們讀了之後我們有一個印象
[00:00:20.620 --> 00:00:22.740]  今天我們逐節逐節來分析
[00:00:22.740 --> 00:00:24.000]  我們一起來讀出
[00:00:24.000 --> 00:00:42.000]  《彼得前書》第一章十二到十九節
[00:00:42.000 --> 00:00:44.500]  (主席)好,一路按下去,十四
[00:00:44.500 --> 00:01:01.500]  (國語)
[00:01:01.500 --> 00:01:13.500]  (國語)
[00:01:13.500 --> 00:01:37.500]  (國語)
[00:01:37.500 --> 00:01:40.000]  (主席)如果大家記得彼得他寫這卷書信的時候
[00:01:40.000 --> 00:01:43.500]  一班基督徒正在面對政府的逼迫
[00:01:43.500 --> 00:01:46.500]  而且這個逼迫剛剛開始
[00:01:46.500 --> 00:01:49.500]  其實在以後的日子裏面更多的苦楚
[00:01:49.500 --> 00:01:51.500]  臨到一班基督徒身上
[00:01:51.500 --> 00:01:54.000]  所以彼得就提醒他們
[00:01:54.000 --> 00:01:57.500]  其實講受苦這個題目
[00:01:57.500 --> 00:02:00.000]  在《彼得前書》短短五章裏面
[00:02:00.000 --> 00:02:02.500]  這次是第三次來提及
[00:02:02.500 --> 00:02:06.500]  第一次的時候是在第三章十二到十六節那裏
[00:02:06.500 --> 00:02:10.000]  他說到我們要為義來受苦
[00:02:10.000 --> 00:02:12.500]  而不是因為犯罪而受苦
[00:02:12.500 --> 00:02:14.500]  大家可以上網聽聽
[00:02:14.500 --> 00:02:16.000]  善導難行
[00:02:16.000 --> 00:02:18.500]  接著在第四章第一到第二節
[00:02:18.500 --> 00:02:23.000]  就說到我們基督徒要有一個準備受苦的心智
[00:02:23.000 --> 00:02:26.000]  因為如果我們願意來受苦的時候
[00:02:26.000 --> 00:02:29.500]  我們就容易和罪惡來決絕
[00:02:29.500 --> 00:02:33.500]  因為犯罪真的有時候會帶來很多快樂
[00:02:33.500 --> 00:02:37.500]  我們來放縱我們不去克制自己的時候
[00:02:37.500 --> 00:02:40.500]  我們有時候有一剎那之間的歡愉
[00:02:40.500 --> 00:02:41.500]  但是往往
[00:02:41.500 --> 00:02:44.500]  如果我們有一個願意克苦己心的時候
[00:02:44.500 --> 00:02:45.500]  這個心智
[00:02:45.500 --> 00:02:48.500]  我們就不是那麼容易來放縱
[00:02:48.500 --> 00:02:51.500]  這次是第三次提到受苦
[00:02:51.500 --> 00:02:55.000]  好僧你只是重複了之前那兩次的教導
[00:02:55.000 --> 00:02:56.500]  你又不要覺得他不合適
[00:02:56.500 --> 00:02:59.000]  你想想做父母愛惜自己的兒女
[00:02:59.000 --> 00:03:01.000]  什麼叫做秦秦善友呢?
[00:03:01.000 --> 00:03:03.000]  提醒你一次是不夠的
[00:03:03.000 --> 00:03:05.000]  有時候會多提兩三次
[00:03:05.000 --> 00:03:07.000]  所以第三次你有提及
[00:03:07.000 --> 00:03:10.500]  這段經文裡面沒有什麼特別新的教導
[00:03:10.500 --> 00:03:13.500]  但是有一點我會想多說一點
[00:03:13.500 --> 00:03:16.000]  就是我們會輕忽了
[00:03:16.000 --> 00:03:18.500]  但是我們會經常犯的錯
[00:03:18.500 --> 00:03:20.000]  是什麼呢?
[00:03:20.000 --> 00:03:22.500]  我們看看第四章第十五節
[00:03:22.500 --> 00:03:26.000]  彼得提到有時候你犯了罪而受苦
[00:03:26.000 --> 00:03:27.500]  你就不要怨那麼多
[00:03:27.500 --> 00:03:31.500]  我們看看哪些是我們很容易犯罪而會受苦
[00:03:31.500 --> 00:03:35.000]  我們再讀彼得前書第四章第十五節好嗎?
[00:03:35.000 --> 00:03:45.500]  我很想提醒我們做基督徒
[00:03:45.500 --> 00:03:47.000]  你千萬不要想著自己
[00:03:47.000 --> 00:03:48.500]  哎呀我受的苦就是
[00:03:48.500 --> 00:03:51.500]  哎呀我是為信仰而遭受逼迫
[00:03:51.500 --> 00:03:53.500]  你要去辨別
[00:03:53.500 --> 00:03:57.500]  究竟你這次的受苦是什麼原因
[00:03:57.500 --> 00:03:59.500]  千萬不要每次都自以為意
[00:03:59.500 --> 00:04:02.000]  就是我是為了信仰的緣故
[00:04:02.000 --> 00:04:04.000]  所以被別人歧視
[00:04:04.000 --> 00:04:06.500]  被別人否定
[00:04:06.500 --> 00:04:09.000]  有時候會不會是因為我們自己犯錯
[00:04:09.000 --> 00:04:11.000]  而引來這個苦楚
[00:04:11.000 --> 00:04:13.500]  會不會有時候因為我們跟別人相處
[00:04:13.500 --> 00:04:15.500]  我們沒有什麼智慧的表達
[00:04:15.500 --> 00:04:17.500]  於是可能惹人生氣
[00:04:17.500 --> 00:04:20.000]  於是又引起別人對你的排擠
[00:04:20.000 --> 00:04:21.000]  於是你就說
[00:04:21.000 --> 00:04:23.000]  哎呀我又為主受苦
[00:04:23.000 --> 00:04:26.000]  也會不會有時候因為你的見證不好
[00:04:26.000 --> 00:04:28.000]  所以別人來歧視你
[00:04:28.000 --> 00:04:30.500]  就不是因為你做基督徒
[00:04:30.500 --> 00:04:33.000]  彼得指出有些人去受苦
[00:04:33.000 --> 00:04:35.500]  是因為他自己來帶去犯錯
[00:04:35.500 --> 00:04:37.000]  這個是罪有應得
[00:04:37.000 --> 00:04:39.000]  你就不要相信那麼多了
[00:04:39.000 --> 00:04:41.000]  你就要來帶去承受
