
[00:00:00.000 --> 00:00:09.000]  大家還記不記得兩個禮拜前我在這裡講道的題目呢?
[00:00:09.000 --> 00:00:12.000]  不記得了
[00:00:12.000 --> 00:00:15.000]  如果沒有愛
[00:00:15.000 --> 00:00:20.000]  哥林多前書十三章一到三節
[00:00:20.000 --> 00:00:23.000]  透過保羅的說話我們知道
[00:00:23.000 --> 00:00:28.000]  如果教會或者基督徒沒有愛的話
[00:00:28.000 --> 00:00:33.000]  很多很好的事捍衛很偉大的事
[00:00:33.000 --> 00:00:35.000]  其實不算什麼
[00:00:35.000 --> 00:00:40.000]  保羅的表達其實是想突顯了愛的價值
[00:00:40.000 --> 00:00:42.000]  愛的重要性
[00:00:42.000 --> 00:00:47.000]  而對於我們作為基督徒作為教會更加需要
[00:00:47.000 --> 00:00:52.000]  因為我們的本質生命的本質就是愛
[00:00:52.000 --> 00:00:57.000]  所以我們需要在這方面多點去思想去學習
[00:00:57.000 --> 00:01:03.000]  讓我們更多愛的流露
[00:01:03.000 --> 00:01:07.000]  不過一講到愛的流露
[00:01:07.000 --> 00:01:11.000]  很多時我們又覺得很多虧欠
[00:01:11.000 --> 00:01:13.000]  同不同意呢?
[00:01:13.000 --> 00:01:18.000]  至少對我來說真是在這方面一想起愛
[00:01:18.000 --> 00:01:22.000]  就常常覺得很多的虧欠
[00:01:22.000 --> 00:01:25.000]  愛的展示也都不容易
[00:01:25.000 --> 00:01:27.000]  很多的困難
[00:01:27.000 --> 00:01:30.000]  特別的是去愛主這方面
[00:01:30.000 --> 00:01:34.000]  常常的感到很慚愧
[00:01:34.000 --> 00:01:36.000]  乏善可陳
[00:01:36.000 --> 00:01:40.000]  所以很多時候都很想自己更愛主
[00:01:40.000 --> 00:01:43.000]  提醒自己要更愛神
[00:01:43.000 --> 00:01:45.000]  因為很多時候都不達標
[00:01:45.000 --> 00:01:47.000]  都不到位
[00:01:47.000 --> 00:01:50.000]  唯一的就是鞭策
[00:01:50.000 --> 00:01:53.000]  亦都求主去憐憫
[00:01:53.000 --> 00:01:55.000]  愛心那種的不足
[00:01:55.000 --> 00:01:58.000]  和那種的虧欠
[00:01:58.000 --> 00:02:01.000]  這種的感覺很多時我們都有
[00:02:01.000 --> 00:02:07.000]  我相信當日的彼得都有這樣的看法
[00:02:07.000 --> 00:02:10.000]  因為當有機會大家去讀
[00:02:10.000 --> 00:02:12.000]  約翰福音的二十一章的時候
[00:02:12.000 --> 00:02:14.000]  你就很記得有件這樣的事
[00:02:14.000 --> 00:02:19.000]  耶穌查問彼得的愛心
[00:02:19.000 --> 00:02:23.000]  之前他們去打魚百無聊賴
[00:02:23.000 --> 00:02:27.000]  主復活了但又不知前路怎樣去打魚
[00:02:27.000 --> 00:02:30.000]  打不到結果要靠主告訴他怎樣去捕魚
[00:02:30.000 --> 00:02:32.000]  於是就捉了很多條
[00:02:32.000 --> 00:02:33.000]  153條
[00:02:33.000 --> 00:02:37.000]  然後主又為他預備了早餐服侍他們
[00:02:37.000 --> 00:02:39.000]  然後大家來談心傾下
[00:02:39.000 --> 00:02:43.000]  就在那個時候主耶穌問彼得的心事
[00:02:43.000 --> 00:02:46.000]  大家就很記得那句文話
[00:02:46.000 --> 00:02:51.000]  你愛我比這些更深
[00:02:51.000 --> 00:02:53.000]  你要生計
[00:02:53.000 --> 00:02:55.000]  你又要前路
[00:02:55.000 --> 00:02:56.000]  又要學問
[00:02:56.000 --> 00:02:57.000]  又要這樣
[00:02:57.000 --> 00:02:59.000]  好喜歡
[00:02:59.000 --> 00:03:02.000]  但是你愛主
[00:03:02.000 --> 00:03:05.000]  愛他比這些更深嗎?
[00:03:05.000 --> 00:03:08.000]  結果彼得怎樣回答?
[00:03:08.000 --> 00:03:09.000]  他都是有愛的回應
[00:03:09.000 --> 00:03:11.000]  其實都不錯的
[00:03:11.000 --> 00:03:13.000]  主呀你知道我愛你
[00:03:13.000 --> 00:03:16.000]  都是一件很美事的
[00:03:16.000 --> 00:03:18.000]  彼得有愛的表達
[00:03:18.000 --> 00:03:21.000]  不過當我們再仔細的去思想一下的時候
[00:03:21.000 --> 00:03:23.000]  又看回經文的記載的時候
[00:03:23.000 --> 00:03:26.000]  我又覺得中間都有一些巧妙的地方
[00:03:26.000 --> 00:03:27.000]  為什麼呢?
[00:03:27.000 --> 00:03:29.000]  因為主耶穌基督當祂說
[00:03:29.000 --> 00:03:32.000]  你愛我比這些更深的時候
[00:03:32.000 --> 00:03:34.000]  祂用那個愛字在原文裏面
[00:03:34.000 --> 00:03:37.000]  是愛加倍的愛
[00:03:37.000 --> 00:03:38.000]  Agape
[00:03:38.000 --> 00:03:40.000]  上一次不是講過了
[00:03:40.000 --> 00:03:41.000]  是神聖的愛
[00:03:41.000 --> 00:03:42.000]  是超越的愛
[00:03:42.000 --> 00:03:45.000]  是無條件上帝那種愛
[00:03:45.000 --> 00:03:47.000]  主耶穌說你可不可以用這種愛去愛他
[00:03:47.000 --> 00:03:49.000]  比其他更深
[00:03:49.000 --> 00:03:51.000]  彼得聽明白
[00:03:51.000 --> 00:03:52.000]  但是他知道他怎樣
[00:03:52.000 --> 00:03:54.000]  好像一般般
[00:03:54.000 --> 00:03:56.000]  所以當他回應說
[00:03:56.000 --> 00:03:57.000]  我主呀你知道我愛你的時候
[00:03:57.000 --> 00:04:00.000]  他不是用這個字去回應
[00:04:00.000 --> 00:04:03.000]  他是用友情的愛去回應
[00:04:03.000 --> 00:04:05.000]  友情的愛可以又高又低
[00:04:05.000 --> 00:04:07.000]  又濃又淡
[00:04:07.000 --> 00:04:09.000]  甚至有時候友情都沒有了
[00:04:09.000 --> 00:04:10.000]  那種愛
[00:04:10.000 --> 00:04:13.000]  他說我愛你不過是友情的愛
[00:04:13.000 --> 00:04:15.000]  但是上帝是問他的
[00:04:15.000 --> 00:04:17.000]  主耶穌問他的是一個神聖的愛
[00:04:17.000 --> 00:04:18.000]  你可不可以用這種愛去愛他
[00:04:18.000 --> 00:04:20.000]  比其他更深
[00:04:20.000 --> 00:04:22.000]  問完一次
[00:04:22.000 --> 00:04:24.000]  主耶穌說問問第二次
[00:04:24.000 --> 00:04:25.000]  問第二次的時候
[00:04:25.000 --> 00:04:27.000]  都是用神聖的愛去問他
[00:04:27.000 --> 00:04:29.000]  而彼得同樣的
[00:04:29.000 --> 00:04:33.000]  都是用友情的愛去回應
[00:04:33.000 --> 00:04:37.000]  結果我們知道主都問了第三次
[00:04:37.000 --> 00:04:39.000]  第三次用哪個愛
[00:04:39.000 --> 00:04:41.000]  用友情的愛去問他
[00:04:41.000 --> 00:04:43.000]  似乎主耶穌基督都好像
[00:04:43.000 --> 00:04:44.000]  不要再問這樣了
[00:04:44.000 --> 00:04:46.000]  我降低一點水平
[00:04:46.000 --> 00:04:47.000]  問友誼的愛
[00:04:47.000 --> 00:04:48.000]  你可不可以愛我
[00:04:48.000 --> 00:04:50.000]  彼得聽到之後
[00:04:50.000 --> 00:04:52.000]  知道主好像在遷就他
[00:04:52.000 --> 00:04:55.000]  所以他心裏面特別的難過
[00:04:55.000 --> 00:04:57.000]  然後當然他都很回應
[00:04:57.000 --> 00:04:58.000]  主呀你知道我愛你
[00:04:58.000 --> 00:05:00.000]  所以似乎在彼得裏面
[00:05:00.000 --> 00:05:01.000]  他那種對愛的
[00:05:01.000 --> 00:05:03.000]  對愛主的展示
[00:05:03.000 --> 00:05:05.000]  他知道自己有很多的虧欠
[00:05:05.000 --> 00:05:07.000]  先前都不認主
[00:05:07.000 --> 00:05:10.000]  口口聲聲說怎樣怎樣的時候都不行
[00:05:10.000 --> 00:05:12.000]  所以我們看見彼得心裏面
[00:05:12.000 --> 00:05:15.000]  有一種愛侶的常慚愧
[00:05:15.000 --> 00:05:17.000]  虧欠其實在早期的門徒裏面
[00:05:17.000 --> 00:05:18.000]  我們都看得到
[00:05:18.000 --> 00:05:20.000]  今日我們都是一樣
[00:05:20.000 --> 00:05:21.000]  一講到愛
[00:05:21.000 --> 00:05:24.000]  愛教會 愛神 愛人
[00:05:24.000 --> 00:05:26.000]  一想起的時候
[00:05:26.000 --> 00:05:28.000]  真的要低頭
[00:05:28.000 --> 00:05:30.000]  真是很多慚愧
[00:05:30.000 --> 00:05:33.000]  在愛裏面我們有很多缺乏
[00:05:33.000 --> 00:05:34.000]  不過我們知道
[00:05:34.000 --> 00:05:36.000]  如果沒有愛又不行
[00:05:36.000 --> 00:05:38.000]  所以我們唯有怎樣
[00:05:38.000 --> 00:05:39.000]  繼續去努力
[00:05:39.000 --> 00:05:40.000]  學習愛
[00:05:40.000 --> 00:05:43.000]  學習更愛
[00:05:43.000 --> 00:05:45.000]  推進一步
[00:05:45.000 --> 00:05:46.000]  提升多一步
[00:05:46.000 --> 00:05:47.000]  我想這個就是我們今天
[00:05:47.000 --> 00:05:51.000]  可以去努力的地方
[00:05:51.000 --> 00:05:53.000]  我們人的惰性
[00:05:53.000 --> 00:05:54.000]  人的罪性
[00:05:54.000 --> 00:05:55.000]  很多時候都是
[00:05:55.000 --> 00:05:56.000]  集中在自己
[00:05:56.000 --> 00:05:58.000]  這個我們都很清楚的
[00:05:58.000 --> 00:06:00.000]  我都算是活了一把年紀
[00:06:00.000 --> 00:06:01.000]  我們都知道
[00:06:01.000 --> 00:06:02.000]  人是很常的
[00:06:02.000 --> 00:06:04.000]  想的是自己
[00:06:04.000 --> 00:06:06.000]  是自我一點的
[00:06:06.000 --> 00:06:09.000]  很難真的將愛傾倒出去
[00:06:09.000 --> 00:06:10.000]  為什麼?
[00:06:10.000 --> 00:06:13.000]  因為愛是一種犧牲
[00:06:13.000 --> 00:06:15.000]  愛是一種傾倒的
[00:06:15.000 --> 00:06:17.000]  愛是不求自己的益處
[00:06:17.000 --> 00:06:18.000]  是想人的
[00:06:18.000 --> 00:06:21.000]  是想教會的其他人
[00:06:21.000 --> 00:06:23.000]  是想外面的人
[00:06:23.000 --> 00:06:25.000]  然後我們怎樣去祝福他們
[00:06:25.000 --> 00:06:27.000]  這個才是真正的愛
[00:06:27.000 --> 00:06:28.000]  當我們只是想自己
[00:06:28.000 --> 00:06:30.000]  想自己的權利
[00:06:30.000 --> 00:06:32.000]  想自己的位份
[00:06:32.000 --> 00:06:35.000]  想自己的益處的時候
[00:06:35.000 --> 00:06:37.000]  愛的彰顯就少
[00:06:37.000 --> 00:06:38.000]  所以我們很多時候
[00:06:38.000 --> 00:06:39.000]  就是在這方面
[00:06:39.000 --> 00:06:41.000]  需要有更多的學習
[00:06:41.000 --> 00:06:43.000]  主義也常常提醒我們教會
[00:06:43.000 --> 00:06:46.000]  弟兄姊妹需要彼此相愛
[00:06:46.000 --> 00:06:47.000]  就是這樣的意思
[00:06:47.000 --> 00:06:48.000]  所以很重要的
[00:06:48.000 --> 00:06:49.000]  弟兄姊妹
[00:06:49.000 --> 00:06:50.000]  讓我們繼續的
[00:06:50.000 --> 00:06:51.000]  去思考這個問題
[00:06:51.000 --> 00:06:52.000]  我們怎樣來到
[00:06:52.000 --> 00:06:55.000]  有更多更多的愛
[00:06:55.000 --> 00:06:57.000]  多愛心
[00:06:57.000 --> 00:06:58.000]  就是我們今天
[00:06:58.000 --> 00:06:59.000]  需要多思想
[00:06:59.000 --> 00:07:01.000]  不過當我們想到這裡的時候
