
[00:00:00.000 --> 00:00:04.500]  今日我同大家分享嘅題目係求聖靈改變我哋
[00:00:04.500 --> 00:00:09.500]  經文係大家都比較熟識嘅《使徒行轉》第二章
[00:00:09.500 --> 00:00:12.000]  《使徒行轉》又稱為《聖靈行轉》
[00:00:12.000 --> 00:00:14.000]  當中有好多聖靈嘅工作
[00:00:14.000 --> 00:00:17.000]  而第二章有成47節咁多喎
[00:00:17.000 --> 00:00:20.000]  咁我唔會逐節同大家去睇
[00:00:20.000 --> 00:00:23.000]  但係主要今日都好想從第二章裏面
[00:00:23.000 --> 00:00:26.000]  去同大家去思想當聖靈降臨之後
[00:00:26.000 --> 00:00:30.000]  我哋嘅生命應該學無有啲乜嘢嘅改變呢?
[00:00:30.000 --> 00:00:35.000]  剛才講過門徒佢聽咗耶穌嘅吩咐之後
[00:00:35.000 --> 00:00:37.000]  佢留咗向耶路撒冷
[00:00:37.000 --> 00:00:41.000]  並且同心合意行徹咁樣去禱告
[00:00:41.000 --> 00:00:43.000]  等候聖靈降臨
[00:00:43.000 --> 00:00:47.000]  但係究竟聖靈降臨嘅時候係會點嘅呢?
[00:00:47.000 --> 00:00:50.000]  喺《使徒行轉》二章一至四節
[00:00:50.000 --> 00:00:54.000]  佢話當五巡節嗰一個朝頭早
[00:00:54.000 --> 00:00:56.000]  門徒聚集響一處
[00:00:56.000 --> 00:01:00.000]  忽然天上係有響聲下嚟
[00:01:00.000 --> 00:01:04.000]  好似大風又有舌頭好似火焰咁樣顯現
[00:01:04.000 --> 00:01:08.000]  並且分別落響門徒嘅身上
[00:01:08.000 --> 00:01:10.000]  讓佢哋被聖靈充滿
[00:01:10.000 --> 00:01:14.000]  安住聖靈所賜嘅口才講起別國嘅話
[00:01:14.000 --> 00:01:17.000]  其實五巡節呢
[00:01:17.000 --> 00:01:23.000]  係紀念以色列人出埃及嘅時候
[00:01:23.000 --> 00:01:25.000]  嘅第五十日
[00:01:25.000 --> 00:01:27.000]  當時佢哋已經去到西內山
[00:01:27.000 --> 00:01:29.000]  去領受上帝嘅律法
[00:01:29.000 --> 00:01:32.000]  而猶太人會去守呢個節日
[00:01:32.000 --> 00:01:35.000]  但大家想像一下
[00:01:35.000 --> 00:01:38.000]  當聖靈降臨喺門徒身上嘅時候
[00:01:38.000 --> 00:01:42.000]  佢哋一齊去講別國嘅說話
[00:01:42.000 --> 00:01:46.000]  係一個好震撼好引人注目嘅場面
[00:01:46.000 --> 00:01:49.000]  而當其時正正就係有一班
[00:01:49.000 --> 00:01:55.000]  嚟自唔同地方上到耶路撒冷守五巡節嘅猶太人
[00:01:55.000 --> 00:01:59.000]  佢哋都一樣聽到呢個響聲
[00:01:59.000 --> 00:02:04.000]  並且佢哋仲聽到門徒用佢哋嘅家鄉話
[00:02:04.000 --> 00:02:06.000]  講關於耶穌復活
[00:02:06.000 --> 00:02:08.000]  耶穌死嘅事
[00:02:08.000 --> 00:02:10.000]  於是佢哋就話
[00:02:10.000 --> 00:02:13.000]  喂!你哋睇下呢班加利利人
[00:02:13.000 --> 00:02:17.000]  點解佢哋會識得講我哋嘅家鄉話?
[00:02:18.000 --> 00:02:20.000]  佢哋對於呢班使徒
[00:02:20.000 --> 00:02:22.000]  識得講自己嘅家鄉話
[00:02:22.000 --> 00:02:24.000]  係覺得好納悶
[00:02:24.000 --> 00:02:27.000]  好驚訝好稀奇
[00:02:27.000 --> 00:02:30.000]  甚至乎佢哋諷刺班門徒
[00:02:30.000 --> 00:02:33.000]  佢哋一定係飲醉酒
[00:02:33.000 --> 00:02:35.000]  究竟發生咩事呢?
[00:02:35.000 --> 00:02:37.000]  呢個係咩意思呀?
[00:02:37.000 --> 00:02:39.000]  係喇!弟兄姐妹
[00:02:39.000 --> 00:02:41.000]  上帝做嘢係咪往往只係想
[00:02:41.000 --> 00:02:43.000]  讓到我哋Wow!
[00:02:43.000 --> 00:02:45.000]  哇!一聲好驚訝
[00:02:45.000 --> 00:02:47.000]  覺得好引人注目呢?
[00:02:47.000 --> 00:02:49.000]  當然唔係啦!
[00:02:49.000 --> 00:02:51.000]  當人被聖靈充滿
[00:02:51.000 --> 00:02:53.000]  能夠去講別國嘅說話
[00:02:53.000 --> 00:02:55.000]  其實係一個好特殊嘅現象
[00:02:55.000 --> 00:02:57.000]  亦都係一個記號
[00:02:57.000 --> 00:02:59.000]  呢個記號就係要讓到
[00:02:59.000 --> 00:03:01.000]  門徒知道嗰一刻
[00:03:01.000 --> 00:03:04.000]  就係聖靈降臨喺佢哋嘅身上
[00:03:04.000 --> 00:03:08.000]  今日我想同大家講嘅第一點
[00:03:08.000 --> 00:03:10.000]  就係被聖靈充滿之後
[00:03:10.000 --> 00:03:13.000]  得著能力宣講福音
[00:03:13.000 --> 00:03:16.000]  當彼得同埋十一個使徒
[00:03:16.000 --> 00:03:18.000]  被聖靈充滿之後
[00:03:18.000 --> 00:03:21.000]  佢哋如同一人咁站起嚟
[00:03:21.000 --> 00:03:23.000]  由彼得做代表
[00:03:23.000 --> 00:03:25.000]  去高聲咁樣同猶太人
[00:03:25.000 --> 00:03:29.000]  同埋一切喺耶路撒冷嘅人去講
[00:03:29.000 --> 00:03:32.000]  佢話呢件事你哋應該要知道
[00:03:32.000 --> 00:03:35.000]  你哋要執意聽我講
[00:03:35.000 --> 00:03:39.000]  喂!關你事!好重要!
[00:03:39.000 --> 00:03:41.000]  要留心去聽
[00:03:41.000 --> 00:03:43.000]  聽下佢講啲乜嘢
[00:03:43.000 --> 00:03:46.000]  彼得話佢哋唔係飲醉酒
[00:03:46.000 --> 00:03:49.000]  因為嗰個時候其實都係天光
[00:03:49.000 --> 00:03:52.000]  而且猶太人喺節祭嘅期間
[00:03:52.000 --> 00:03:54.000]  佢哋通常都會禁食
[00:03:54.000 --> 00:03:56.000]  咁但係究竟彼得
[00:03:56.000 --> 00:03:59.000]  佢同佢哋講咗啲乜呢?
[00:03:59.000 --> 00:04:02.000]  彼得佢本身係一個漁夫
[00:04:02.000 --> 00:04:04.000]  但佢突然之間
[00:04:04.000 --> 00:04:06.000]  變身做咗一個宣講者
[00:04:06.000 --> 00:04:08.000]  佢用咗三點
[00:04:08.000 --> 00:04:11.000]  去講咗佢第一篇道
[00:04:11.000 --> 00:04:13.000]  第一點就係
[00:04:13.000 --> 00:04:15.000]  彼得引用咗約爾書嘅
[00:04:15.000 --> 00:04:19.000]  二章28至32節去解釋返
[00:04:19.000 --> 00:04:22.000]  佢話今日其實係正正應驗咗
[00:04:22.000 --> 00:04:26.000]  約爾先知有關末世嘅預言
[00:04:26.000 --> 00:04:28.000]  就係話喺末後嘅日子
[00:04:28.000 --> 00:04:30.000]  我要將我嘅靈
[00:04:30.000 --> 00:04:33.000]  囂灌凡有血氣嘅
[00:04:33.000 --> 00:04:37.000]  所以呢嗰班猶太人見到門徒
[00:04:37.000 --> 00:04:39.000]  可以被聖靈降臨之後
[00:04:39.000 --> 00:04:42.000]  講咗佢哋嘅家鄉話
[00:04:42.000 --> 00:04:44.000]  亦即係話呢個時間
[00:04:44.000 --> 00:04:47.000]  就係末後嘅日子已到
[00:04:47.000 --> 00:04:51.000]  凡求告主明嘅就必得救
[00:04:51.000 --> 00:04:54.000]  而今日我哋信耶穌嘅人
[00:04:54.000 --> 00:04:57.000]  都係當我哋求告主嘅明
[00:04:57.000 --> 00:05:00.000]  我哋呢都係可以得救嘅
[00:05:00.000 --> 00:05:02.000]  第二點呢
[00:05:02.000 --> 00:05:05.000]  彼得又講返耶穌嘅身份喎
[00:05:05.000 --> 00:05:08.000]  佢話神係藉住那瑟勒日吾耶穌
[00:05:08.000 --> 00:05:10.000]  喺你哋中間施行了
[00:05:10.000 --> 00:05:13.000]  異能歧視神蹟
[00:05:13.000 --> 00:05:16.000]  但啲猶太人佢哋唔相信
[00:05:16.000 --> 00:05:20.000]  佢哋將耶穌去釘去十字架受死
[00:05:20.000 --> 00:05:23.000]  上帝呢就讓佢去復活
[00:05:23.000 --> 00:05:26.000]  接住呢彼得又引述埋
[00:05:26.000 --> 00:05:30.000]  祖先大衛曾經喺詩篇第十六篇
[00:05:30.000 --> 00:05:32.000]  曾經講過
[00:05:32.000 --> 00:05:36.000]  因你必不將我嘅靈魂撇在陰間
[00:05:36.000 --> 00:05:39.000]  也不叫你的聖者見牛歪
[00:05:39.000 --> 00:05:42.000]  佢話呢大衛其實係先知
[00:05:42.000 --> 00:05:46.000]  佢已經講過基督呢會復活喇
[00:05:46.000 --> 00:05:49.000]  所以猶太人一直係期盼
[00:05:49.000 --> 00:05:52.000]  嗰個救世主就係耶穌
[00:05:52.000 --> 00:05:55.000]  因為耶穌真係復活咗
[00:05:55.000 --> 00:05:58.000]  已經呢被上帝立為基督
[00:05:58.000 --> 00:06:02.000]  而且呢件事使徒佢哋係親眼見證嘅
[00:06:02.000 --> 00:06:06.000]  彼得呢佢直接有力咁樣去宣講
[00:06:06.000 --> 00:06:08.000]  畀我哋見到
[00:06:08.000 --> 00:06:12.000]  當聖靈囂貫喺身上之後嘅奇妙嘅工作
[00:06:12.000 --> 00:06:15.000]  昔日呢彼得其實係一個乜嘢人呢
[00:06:15.000 --> 00:06:17.000]  佢除咗係一個漁夫
[00:06:17.000 --> 00:06:19.000]  佢仲身性魯莽
[00:06:19.000 --> 00:06:23.000]  而且呢佢曾經喺耶穌被捉嘅時候呢
[00:06:23.000 --> 00:06:27.000]  好懦弱呀佢三次唔認耶穌係主
[00:06:27.000 --> 00:06:30.000]  使徒呢被聖靈充滿之後
[00:06:30.000 --> 00:06:33.000]  佢唔單單呢能夠去講別個嘅說話
[00:06:33.000 --> 00:06:35.000]  引人注意
[00:06:35.000 --> 00:06:38.000]  而且佢哋呢更加重要係有能力
[00:06:38.000 --> 00:06:41.000]  去宣講耶穌係基督
[00:06:41.000 --> 00:06:44.000]  其實呢響使徒行傳裏面
[00:06:44.000 --> 00:06:46.000]  除咗使徒彼得之外呢
[00:06:46.000 --> 00:06:49.000]  相信大家可能熟識保羅啦
[00:06:49.000 --> 00:06:51.000]  佢都係一個呢去到
[00:06:51.000 --> 00:06:55.000]  不同嘅國家向外幫人去宣講福音
[00:06:55.000 --> 00:06:58.000]  另外呢仲有史提反
[00:06:58.000 --> 00:07:01.000]  佢呢響猶太教徒呢嘅迫害之下
[00:07:01.000 --> 00:07:04.000]  佢唔怕被殉道
[00:07:04.000 --> 00:07:06.000]  佢哋呢都係被聖靈充滿嘅人
[00:07:06.000 --> 00:07:10.000]  放膽呢去宣講耶穌是主
[00:07:10.000 --> 00:07:13.000]  突顯姊妹
[00:07:13.000 --> 00:07:16.000]  當我哋呢被聖靈充滿之後
[00:07:16.000 --> 00:07:19.000]  可以得著能力去宣講福音
[00:07:19.000 --> 00:07:21.000]  所以呢一刻呢
[00:07:21.000 --> 00:07:23.000]  我想大家呢諗下
[00:07:23.000 --> 00:07:29.000]  會唔會諗起邊一位呢未信主嘅家人或者朋友呢
[00:07:29.000 --> 00:07:31.000]  聖靈有冇提醒你
[00:07:31.000 --> 00:07:35.000]  你要同佢講耶穌先係生命嘅救主
[00:07:35.000 --> 00:07:37.000]  先係人生嘅盼望
[00:07:37.000 --> 00:07:39.000]  我請你呢都去祈禱
[00:07:39.000 --> 00:07:42.000]  求聖靈賜利有能力
[00:07:42.000 --> 00:07:45.000]  去將呢個好消息去同佢講
[00:07:45.000 --> 00:07:48.000]  可能呢你會話
[00:07:48.000 --> 00:07:51.000]  唉我唔係使徒彼得
[00:07:51.000 --> 00:07:53.000]  我又唔係報道家
[00:07:53.000 --> 00:07:54.000]  又唔係傳道人
[00:07:54.000 --> 00:07:56.000]  又唔係組長
[00:07:56.000 --> 00:07:58.000]  我又冇恩賜
[00:07:58.000 --> 00:08:02.000]  同埋呢喺職場同埋生活嘅環境裏面
[00:08:02.000 --> 00:08:06.000]  有時真係覺得好難開口去傳福音
[00:08:06.000 --> 00:08:09.000]  因為呢好擔心冇口才啦
[00:08:09.000 --> 00:08:12.000]  好擔心講咗之後人哋討厭你啦
[00:08:12.000 --> 00:08:16.000]  唔知點樣睇你
[00:08:16.000 --> 00:08:20.000]  我自己呢有個小小嘅見證
[00:08:20.000 --> 00:08:24.000]  我呢喺2007年呢去信耶穌嘅
[00:08:24.000 --> 00:08:27.000]  咁啱啱返教會有多嘢都唔識啦
[00:08:27.000 --> 00:08:29.000]  咁有一個姊妹呢佢好好
[00:08:29.000 --> 00:08:31.000]  佢走埋你就同我講
[00:08:31.000 --> 00:08:33.000]  Sandy呀你有咩事呀
[00:08:33.000 --> 00:08:36.000]  我可以為你祈禱呀
[00:08:36.000 --> 00:08:38.000]  咁嗰一刻呢聖靈感動我
[00:08:38.000 --> 00:08:43.000]  好快就話我好想爸爸信耶穌
[00:08:43.000 --> 00:08:45.000]  因為呢爸爸退咗休之後
[00:08:45.000 --> 00:08:47.000]  佢有抑鬱病
[00:08:47.000 --> 00:08:49.000]  佢成日呢坐喺屋企話好想死
[00:08:49.000 --> 00:08:52.000]  令到呢媽媽都好擔心
[00:08:52.000 --> 00:08:55.000]  而嗰次祈完禱之後
[00:08:55.000 --> 00:08:57.000]  我返到屋企就放膽啦
[00:08:57.000 --> 00:08:59.000]  邀請爸爸嚟緊嘅禮拜日
[00:08:59.000 --> 00:09:03.000]  不如陪我去返教會崇拜呀
[00:09:03.000 --> 00:09:06.000]  佢居然呢一口就答應
[00:09:06.000 --> 00:09:10.000]  我爸爸呢馬會係入得好多㗎
[00:09:10.000 --> 00:09:14.000]  但係呢從來都冇去過教會
[00:09:14.000 --> 00:09:16.000]  爸爸返咗冇耐
[00:09:16.000 --> 00:09:18.000]  我同牧師呢同佢講福音
[00:09:18.000 --> 00:09:20.000]  佢就決志信咗耶穌啦
[00:09:20.000 --> 00:09:23.000]  感謝主
[00:09:23.000 --> 00:09:25.000]  係呀弟兄姊妹
[00:09:25.000 --> 00:09:27.000]  我鼓勵你
[00:09:27.000 --> 00:09:30.000]  鼓勵你對主嘅應許要有信心
[00:09:30.000 --> 00:09:32.000]  因為我哋呢信咗耶穌嘅人
[00:09:32.000 --> 00:09:34.000]  我哋有聖靈同在
[00:09:34.000 --> 00:09:36.000]  當我哋呢跟隨住聖靈嘅帶領
[00:09:36.000 --> 00:09:39.000]  佢會畀能力畀恩賜畀我哋
[00:09:39.000 --> 00:09:42.000]  去做各樣呢關乎神嘅事
[00:09:42.000 --> 00:09:44.000]  而且呢個世代
[00:09:44.000 --> 00:09:47.000]  我哋知道世界好敗壞好混亂
[00:09:47.000 --> 00:09:50.000]  但仍然有好多人未聽聞福音
[00:09:50.000 --> 00:09:52.000]  未聽過耶穌係主
[00:09:52.000 --> 00:09:54.000]  因此呢宣講福音
[00:09:54.000 --> 00:09:57.000]  絕對唔係單單只係傳道人
[00:09:57.000 --> 00:10:00.000]  或者某啲弟兄姊妹先至去做
[00:10:00.000 --> 00:10:04.000]  又或者呢不如我哋等到年尾嘅報道會先做呀
[00:10:04.000 --> 00:10:06.000]  而係呢我哋每一個人
[00:10:06.000 --> 00:10:12.000]  都有份可以去參與嘅
[00:10:12.000 --> 00:10:14.000]  第二點呢係被聖靈充滿之後
[00:10:14.000 --> 00:10:17.000]  人會悔改受洗作見證
[00:10:17.000 --> 00:10:19.000]  當彼得呢
[00:10:19.000 --> 00:10:23.000]  向住嗰班人宣講之後嘅結果係咩呢
[00:10:23.000 --> 00:10:26.000]  使徒行轉呢2章37節話
[00:10:26.000 --> 00:10:29.000]  佢哋呢聽完之後
[00:10:29.000 --> 00:10:32.000]  心裏面呢係覺得扎心呀
[00:10:32.000 --> 00:10:36.000]  扎心其實係一個被動式
[00:10:36.000 --> 00:10:40.000]  響英文譯本NIV呢譯得比較貼切呀
[00:10:40.000 --> 00:10:41.000]  佢譯做咩呢
[00:10:41.000 --> 00:10:45.000]  佢話they were cut to the heart
[00:10:45.000 --> 00:10:47.000]  而原文嘅意思就係
[00:10:47.000 --> 00:10:52.000]  一直被向下刺穿
[00:10:52.000 --> 00:10:55.000]  心心覺得呢好疼痛
[00:10:55.000 --> 00:10:57.000]  相信大家可能有時都試過
[00:10:57.000 --> 00:11:00.000]  戳親手指覺得好痛
[00:11:00.000 --> 00:11:02.000]  我哋呢想像一下
[00:11:02.000 --> 00:11:03.000]  聖靈呢
[00:11:03.000 --> 00:11:05.000]  將神嘅話
[00:11:05.000 --> 00:11:08.000]  將主耶穌係救主嘅信息呢
[00:11:08.000 --> 00:11:10.000]  好似把刀咁樣
[00:11:10.000 --> 00:11:13.000]  向住嗰班呢未信嘅猶太人嘅心呢
[00:11:13.000 --> 00:11:14.000]  一直刺穿
[00:11:14.000 --> 00:11:16.000]  令到佢哋呢覺得心痛
[00:11:16.000 --> 00:11:19.000]  覺得震驚
