
[00:00:00.000 --> 00:00:02.200]  不知大家喜不喜歡行山
[00:00:02.200 --> 00:00:06.000]  我是很喜歡行山的
[00:00:06.000 --> 00:00:08.720]  不過我雖然很喜歡行山
[00:00:08.720 --> 00:00:11.440]  不過我從來不自己一個人行山的
[00:00:11.440 --> 00:00:12.920]  為什麼呢
[00:00:12.920 --> 00:00:13.760]  一來悶
[00:00:13.760 --> 00:00:17.120]  二來就是危險
[00:00:17.120 --> 00:00:20.720]  在2022年香港的《南華早報》
[00:00:20.720 --> 00:00:22.400]  曾經做了一個這樣的報告
[00:00:22.400 --> 00:00:24.320]  它說曾經打電話
[00:00:24.320 --> 00:00:25.640]  自己一個人行山的人
[00:00:25.640 --> 00:00:28.080]  曾經打電話求救的那些人
[00:00:28.080 --> 00:00:31.400]  有10%最後還是救不回來
[00:00:31.400 --> 00:00:33.960]  所以如果大家喜歡行山的話
[00:00:33.960 --> 00:00:35.240]  記得記得
[00:00:35.240 --> 00:00:37.560]  千萬不要自己一個人行山
[00:00:37.560 --> 00:00:41.320]  同樣在我們淑齡的旅程上
[00:00:41.320 --> 00:00:43.320]  我們都有一個同伴者
[00:00:43.320 --> 00:00:44.600]  就好像行山一樣
[00:00:44.600 --> 00:00:46.640]  我們需要一個生命的同行者
[00:00:46.640 --> 00:00:48.160]  今天我們的講題是
[00:00:48.160 --> 00:00:51.400]  上帝愛你 一路相伴
[00:00:51.400 --> 00:00:53.920]  讓我們在這段經文裡看一看
[00:00:53.920 --> 00:00:57.560]  在我們信仰群體的生活裡
[00:00:57.560 --> 00:00:59.840]  它的意思是如何
[00:00:59.840 --> 00:01:03.440]  以及我們在當中所享受神的愛是怎樣
[00:01:03.440 --> 00:01:05.480]  好 我們一開始的時候
[00:01:05.480 --> 00:01:08.200]  聖經很多時候都告訴我們什麼
[00:01:08.200 --> 00:01:11.840]  人生好像一條道路一樣
[00:01:11.840 --> 00:01:14.320]  很多時候都是這樣來形容人生的
[00:01:14.320 --> 00:01:16.480]  這段經文裡面就說
[00:01:16.480 --> 00:01:19.920]  是一條又新又活的路
[00:01:19.920 --> 00:01:22.920]  希伯來書的作者就說
[00:01:22.920 --> 00:01:25.240]  我們因為耶穌的血
[00:01:25.240 --> 00:01:29.440]  能夠坦然進入這個致聖所
[00:01:29.440 --> 00:01:30.440]  什麼意思呢
[00:01:30.440 --> 00:01:34.240]  我們要有一個背景才能理解這句話
[00:01:34.240 --> 00:01:38.280]  首先我們要理解什麼是致聖所
[00:01:38.280 --> 00:01:41.240]  如果大家看這個投影的話
[00:01:41.240 --> 00:01:44.840]  致聖所就是聖殿裡面最裡面
[00:01:44.840 --> 00:01:47.400]  最內層的一個位置
[00:01:47.400 --> 00:01:51.360]  這個致聖所就跟外面的聖所
[00:01:51.360 --> 00:01:55.680]  是有一個萬紙將他們兩個的位置隔開的
[00:01:55.680 --> 00:01:56.840]  而這個致聖所
[00:01:56.840 --> 00:02:01.840]  或者說到這個聖殿裡面最裡面的那個位置
[00:02:01.840 --> 00:02:05.560]  是被認為是神所在的地方
[00:02:05.560 --> 00:02:08.640]  所以當人進入這個致聖所的時候
[00:02:08.640 --> 00:02:10.120]  意義上面很簡單
[00:02:10.120 --> 00:02:12.440]  就是跟神相遇
[00:02:12.440 --> 00:02:14.800]  與神見面
[00:02:14.800 --> 00:02:17.520]  對於我們今天的基督徒來講
[00:02:17.520 --> 00:02:22.240]  我們每天都應該跟主見面
[00:02:22.240 --> 00:02:23.520]  牧師不是吧
[00:02:23.520 --> 00:02:24.760]  我相信耶穌這麼多年
[00:02:24.760 --> 00:02:28.200]  還沒見過神
[00:02:28.200 --> 00:02:29.640]  如果大家有這樣的感覺的時候
[00:02:29.640 --> 00:02:31.680]  不知道大家知不知道
[00:02:31.680 --> 00:02:33.520]  耶穌也告訴我們
[00:02:33.520 --> 00:02:36.040]  神是個靈
[00:02:36.040 --> 00:02:37.400]  我們與主見面的時候
[00:02:37.400 --> 00:02:41.160]  我們不是在肉眼見到我們這個天父上帝
[00:02:41.160 --> 00:02:42.400]  神是靈的時候
[00:02:42.400 --> 00:02:44.680]  我們要用心靈與誠實
[00:02:44.680 --> 00:02:46.480]  敬拜我們的天父上帝
[00:02:46.480 --> 00:02:49.360]  所以當我們說與神相見的時候
[00:02:49.360 --> 00:02:52.920]  我們是說通過我們的讀經、祈禱
[00:02:52.920 --> 00:02:57.680]  來跟神有相交、有會面
[00:02:57.680 --> 00:03:00.480]  對於真正的基督徒來講
[00:03:00.480 --> 00:03:02.120]  不知道大家同不同意
[00:03:02.120 --> 00:03:03.920]  與神相交
[00:03:03.920 --> 00:03:07.280]  應該是一個很愉快的體驗
[00:03:07.280 --> 00:03:08.480]  是不是
[00:03:08.480 --> 00:03:15.680]  不過對於昔日活在摩西律法下面的猶太人來講
[00:03:15.680 --> 00:03:16.960]  相反
[00:03:16.960 --> 00:03:20.160]  與神親近、接近
[00:03:20.160 --> 00:03:24.000]  對他們來說是一個很可怕的經驗
[00:03:24.000 --> 00:03:24.920]  大家記不記得
[00:03:24.920 --> 00:03:30.240]  在摩西上西賴山領袖十誡的時候
[00:03:30.240 --> 00:03:32.960]  有一段經文是這樣說的
[00:03:32.960 --> 00:03:34.200]  耶和華對摩西說
[00:03:34.200 --> 00:03:35.880]  你要去百姓那裡
[00:03:35.880 --> 00:03:38.720]  叫他們今天明日字節
[00:03:38.720 --> 00:03:40.080]  然後叫他們洗衣服
[00:03:40.080 --> 00:03:42.800]  到第三天準備好的時候
[00:03:42.800 --> 00:03:49.520]  耶和華就會在眾百姓的眼前降臨在這個西賴山上面
[00:03:49.520 --> 00:03:52.480]  接著再一次提醒百姓
[00:03:52.480 --> 00:03:54.000]  你們要謹慎
[00:03:54.000 --> 00:03:55.640]  在那段時間你不要上山
[00:03:55.640 --> 00:03:58.360]  也不可以摸山的邊界
[00:03:58.360 --> 00:04:00.120]  摸到這個山的時候
[00:04:00.120 --> 00:04:02.360]  必要被致死
[00:04:02.360 --> 00:04:05.040]  到第三天的時候有什麼事情發生
[00:04:05.040 --> 00:04:08.000]  山上有雷光、閃電、霧雲
[00:04:08.000 --> 00:04:10.560]  都很像我們早兩天
[00:04:10.560 --> 00:04:14.200]  Eastwood的風暴
[00:04:14.200 --> 00:04:15.680]  我家裡停了兩次電
[00:04:15.680 --> 00:04:19.280]  因為那個風暴
[00:04:19.280 --> 00:04:20.360]  當時的人
[00:04:20.360 --> 00:04:22.280]  營中的百姓
[00:04:22.280 --> 00:04:23.880]  盡刀發戰
[00:04:23.880 --> 00:04:25.520]  非常害怕
[00:04:25.520 --> 00:04:27.560]  所以對於猶太人來說
[00:04:27.560 --> 00:04:28.720]  與神會面
[00:04:28.720 --> 00:04:30.880]  或者與神接近的時候
[00:04:30.880 --> 00:04:31.960]  很可怕
[00:04:31.960 --> 00:04:32.800]  為什麼?
[00:04:32.800 --> 00:04:36.880]  因為神是聖潔的人
[00:04:36.880 --> 00:04:39.040]  充滿了罪惡
[00:04:39.040 --> 00:04:42.880]  但是經文中的希伯維書的作者並不是這樣說
[00:04:42.880 --> 00:04:43.320]  他說
[00:04:43.320 --> 00:04:44.720]  信耶穌信神的人
[00:04:44.720 --> 00:04:48.080]  現在可以坦然進入致勝所
[00:04:48.080 --> 00:04:50.600]  不需要害怕
[00:04:50.600 --> 00:04:52.320]  與神親近
[00:04:52.320 --> 00:04:53.960]  與神見面
[00:04:53.960 --> 00:04:54.560]  為什麼?
[00:04:54.560 --> 00:04:57.000]  這麼大分別
[00:04:57.000 --> 00:04:58.760]  這裡希伯維書的作者告訴我們
[00:04:58.760 --> 00:05:06.200]  因為耶穌的血已經洗去心中偏涼的虧欠
[00:05:06.200 --> 00:05:08.160]  就好像我們的身體髒了的時候
[00:05:08.160 --> 00:05:10.640]  我們用清水來洗乾淨
[00:05:10.640 --> 00:05:13.400]  以致這裡所說
[00:05:13.400 --> 00:05:18.400]  分隔致勝所和外面世界的這個萬子
[00:05:18.400 --> 00:05:22.720]  代表著人與神之間的相隔
[00:05:22.720 --> 00:05:23.600]  現在
[00:05:23.600 --> 00:05:25.680]  耶穌基督這個救恩
[00:05:25.680 --> 00:05:29.720]  已經將那個阻隔完全的挪開
[00:05:29.720 --> 00:05:33.400]  耶穌基督實際上成為一個又新又活的路
[00:05:33.400 --> 00:05:36.120]  讓我們可以進入致勝所
[00:05:36.120 --> 00:05:40.920]  進入一個與神親近的地方
[00:05:40.920 --> 00:05:42.320]  故此
[00:05:42.320 --> 00:05:44.400]  當我們祈禱完之後
[00:05:44.400 --> 00:05:47.160]  我們必定要說一句什麼?
[00:05:47.160 --> 00:05:48.760]  奉耶穌的名字而求
[00:05:48.760 --> 00:05:49.320]  是不是?
[00:05:49.320 --> 00:05:50.440]  為什麼?
[00:05:50.440 --> 00:05:51.880]  為什麼?
[00:05:51.880 --> 00:05:55.240]  因為只有耶穌基督
[00:05:55.240 --> 00:06:03.160]  我們才能夠去到致善致真的神的同在
[00:06:03.160 --> 00:06:04.680]  耶穌有一次這麼說
[00:06:04.680 --> 00:06:09.320]  祂說你們要盡窄門
[00:06:09.320 --> 00:06:12.720]  因為引進滅亡的那條路又闊又大
[00:06:12.720 --> 00:06:14.440]  人人都會走
[00:06:14.440 --> 00:06:16.840]  但是引進永生那條路
[00:06:16.840 --> 00:06:17.640]  門又窄
[00:06:17.640 --> 00:06:18.720]  路又小
[00:06:18.720 --> 00:06:21.640]  找到的人也少
[00:06:21.640 --> 00:06:22.360]  奇怪了
[00:06:22.360 --> 00:06:26.760]  為什麼祂進入永恆的路又窄又小呢?
[00:06:26.760 --> 00:06:31.880]  為什麼神要這樣安排呢?
[00:06:31.880 --> 00:06:34.920]  我們每個人都說
[00:06:34.920 --> 00:06:38.000]  條條大路通南馬
[00:06:38.000 --> 00:06:41.400]  所有天下的宗教都是殊途同歸
[00:06:41.400 --> 00:06:43.720]  不用這麼計較
[00:06:43.720 --> 00:06:45.280]  但是聖經要說得很清楚
[00:06:45.280 --> 00:06:47.080]  在《斯道行傳》說什麼?
[00:06:47.080 --> 00:06:48.880]  除他以外
[00:06:48.880 --> 00:06:49.680]  這個他是誰?
[00:06:49.680 --> 00:06:51.200]  除了主耶穌基督以外
[00:06:51.200 --> 00:06:52.680]  在天下人間
[00:06:52.680 --> 00:06:54.520]  沒有此下別的名
[00:06:54.520 --> 00:06:56.480]  人可以靠著得救
[00:06:56.480 --> 00:06:57.440]  沒有別的名
[00:06:57.440 --> 00:07:00.560]  人可以靠著進入聖殿的致勝所
[00:07:00.560 --> 00:07:02.560]  沒有耶穌這個名字的時候
[00:07:02.560 --> 00:07:04.960]  沒有一個人能夠去到
[00:07:04.960 --> 00:07:09.080]  至真、至活、至善的神的同在
[00:07:09.080 --> 00:07:10.240]  換言之
[00:07:10.240 --> 00:07:15.400]  當我們要踏上永生的路的時候
[00:07:15.400 --> 00:07:17.920]  有一個很重要的因素
[00:07:17.920 --> 00:07:21.400]  我們要將我們的信心投放在
[00:07:21.400 --> 00:07:24.080]  唯一拯救我們的名字
[00:07:24.080 --> 00:07:26.480]  耶穌基督的身上
[00:07:26.480 --> 00:07:29.640]  這就是今天我們要第一個信息
[00:07:29.640 --> 00:07:32.280]  我們必須要憑著我們的信心
[00:07:32.280 --> 00:07:34.920]  踏上這條永生的路
[00:07:34.920 --> 00:07:36.480]  是整個信仰歷程
[00:07:36.480 --> 00:07:38.000]  信仰的第一步
[00:07:38.000 --> 00:07:39.080]  信心
[00:07:39.080 --> 00:07:41.520]  好了
[00:07:41.520 --> 00:07:46.120]  當人離開必要滅亡的道路
[00:07:46.120 --> 00:07:49.280]  而進入這個永生的道路的時候
[00:07:49.280 --> 00:07:51.800]  有第二件事我們需要謹記
[00:07:51.800 --> 00:07:54.920]  我們要堅守這個盼望
[00:07:54.920 --> 00:07:58.280]  千萬不要向後推
[00:07:58.280 --> 00:08:00.720]  作者勸勉我們
[00:08:00.720 --> 00:08:04.640]  要堅守我們所承認的指望
[00:08:04.640 --> 00:08:06.640]  不單止是耶穌基督
[00:08:06.640 --> 00:08:08.840]  我們在祂裡面的信心
[00:08:08.840 --> 00:08:11.960]  讓我們可以進入這個永生的道路上面
[00:08:11.960 --> 00:08:14.120]  也讓我們明白
[00:08:14.120 --> 00:08:18.000]  可以謹守神的應許
[00:08:18.000 --> 00:08:22.000]  在提摩太後書
[00:08:22.000 --> 00:08:23.360]  神應許我們
[00:08:23.360 --> 00:08:26.040]  如果我們與基督同死的時候
[00:08:26.040 --> 00:08:28.800]  也必與他同活
[00:08:28.800 --> 00:08:31.040]  在這個世界
[00:08:31.040 --> 00:08:31.960]  很多人
[00:08:31.960 --> 00:08:33.720]  很多事
[00:08:33.720 --> 00:08:35.440]  很多雜星
[00:08:35.440 --> 00:08:37.040]  都會把人引誘
[00:08:37.040 --> 00:08:39.800]  讓我們離開這個永生的道路
[00:08:39.800 --> 00:08:41.600]  但是神在這裡告訴我們
[00:08:41.600 --> 00:08:44.040]  如果我們能夠忍耐
[00:08:44.040 --> 00:08:49.080]  也必和他一同作和
[00:08:49.080 --> 00:08:50.040]  神的應許
[00:08:50.040 --> 00:08:52.480]  神答應過我們的事情
[00:08:52.480 --> 00:08:54.920]  神必兌現
[00:08:54.920 --> 00:08:57.240]  因為聖經說得很清楚
[00:08:57.240 --> 00:09:01.720]  因為他不能背負自己
[00:09:01.720 --> 00:09:05.720]  神不會說過之後說過的事情不算數的
[00:09:05.720 --> 00:09:07.720]  在1950年代
[00:09:07.720 --> 00:09:10.080]  就是上世紀的50年代
[00:09:10.080 --> 00:09:11.800]  有一些科研人員
[00:09:11.800 --> 00:09:13.920]  科學家做了一個實驗
[00:09:13.920 --> 00:09:17.520]  他們想研究在困難的境況裡面
