
[00:00:00.000 --> 00:00:05.000]  今天我們來看《彼得前書》三章八至十七節
[00:00:05.000 --> 00:00:09.000]  在過去的日子裡,我們看《彼得前書》
[00:00:09.000 --> 00:00:13.000]  來到今天大概去到三分之二左右
[00:00:13.000 --> 00:00:16.000]  所以在這裡想跟大家大概重溫一下
[00:00:16.000 --> 00:00:21.000]  我們過去所了解或者是所看的一些經文
[00:00:21.000 --> 00:00:23.000]  當然我們知道在當時候
[00:00:23.000 --> 00:00:26.000]  至少這一方的書信
[00:00:26.000 --> 00:00:29.000]  他的仇書人或者仇信人
[00:00:29.000 --> 00:00:34.000]  是一班寄居,分散在不同的地方
[00:00:34.000 --> 00:00:36.000]  當然你會問,為什麼他們會寄居呢?
[00:00:36.000 --> 00:00:39.000]  為什麼他們會分散在不同的地方呢?
[00:00:39.000 --> 00:00:42.000]  很明顯無論是從經文的脈絡
[00:00:42.000 --> 00:00:45.000]  或者是從一些歷史的背景裡面
[00:00:45.000 --> 00:00:49.000]  給我們看到很足夠的理據去說
[00:00:49.000 --> 00:00:52.000]  他們應該是面對著一定的逼迫
[00:00:52.000 --> 00:00:55.000]  當然這個逼迫未必是跟羅馬的大火
[00:00:55.000 --> 00:00:57.000]  百分之一百的有關係
[00:00:57.000 --> 00:01:00.000]  一定是在這個時期的前後
[00:01:00.000 --> 00:01:04.000]  甚至我們從經文的文本去看的時候
[00:01:04.000 --> 00:01:09.000]  你會發現在聖經裡面提到很多
[00:01:09.000 --> 00:01:12.000]  他們面對可能是言語的逼迫
[00:01:12.000 --> 00:01:16.000]  或者是家庭社會的一些挑戰等等
[00:01:16.000 --> 00:01:18.000]  這些在彼得前書的內文裡面
[00:01:18.000 --> 00:01:22.000]  我們會看到有這樣的一個情況
[00:01:22.000 --> 00:01:24.000]  當然在經文裡面或者上次
[00:01:24.000 --> 00:01:27.000]  我們有好幾次看到彼得前書裡面提到
[00:01:27.000 --> 00:01:29.000]  在這樣的狀況底下
[00:01:29.000 --> 00:01:32.000]  在這樣的挑戰的情況裡面
[00:01:32.000 --> 00:01:35.000]  又有不同的角色
[00:01:35.000 --> 00:01:37.000]  在上文裡面我們看到
[00:01:37.000 --> 00:01:41.000]  有君王的和神宰的角色
[00:01:41.000 --> 00:01:44.000]  有眾人或者教會群體的角色
[00:01:44.000 --> 00:01:47.000]  有僕人和主人的角色
[00:01:47.000 --> 00:01:49.000]  有妻子和丈夫的角色
[00:01:49.000 --> 00:01:52.000]  大家如果還記得上次應該都是
[00:01:52.000 --> 00:01:57.000]  Jason傳道和Rita傳道都有提到
[00:01:57.000 --> 00:02:01.000]  關於夫妻之間的相處關係
[00:02:01.000 --> 00:02:03.000]  或者是挑戰等等
[00:02:03.000 --> 00:02:05.000]  這個是我們之前
[00:02:05.000 --> 00:02:09.000]  大概是三分之二的這方面的內容
[00:02:09.000 --> 00:02:12.000]  來到今天三章的第八節
[00:02:12.000 --> 00:02:15.000]  當然彼得一來到就說來到總結了
[00:02:15.000 --> 00:02:17.000]  好像有一個叫做
[00:02:17.000 --> 00:02:19.000]  大總結的情況底下
[00:02:19.000 --> 00:02:22.000]  他提到一個很重要的重點
[00:02:22.000 --> 00:02:24.000]  就是在艱難的日子裡面
[00:02:24.000 --> 00:02:26.000]  我們的所有人
[00:02:26.000 --> 00:02:28.000]  包括是你我
[00:02:28.000 --> 00:02:30.000]  所有主內的肢體
[00:02:30.000 --> 00:02:32.000]  都要有幾方面的學習
[00:02:32.000 --> 00:02:37.000]  當然他提到有五個生命質素的學習
[00:02:37.000 --> 00:02:39.000]  而這五個生命的質素
[00:02:39.000 --> 00:02:44.000]  都是和擁抱主內的肢體的重點是相關的
[00:02:44.000 --> 00:02:47.000]  我們看看這五個的質素是什麼
[00:02:47.000 --> 00:02:49.000]  你發現這五個的質素很有趣
[00:02:49.000 --> 00:02:52.000]  它的第一和第五
[00:02:52.000 --> 00:02:54.000]  是有一個心字的
[00:02:54.000 --> 00:02:57.000]  就是同心或者謙卑的心
[00:02:57.000 --> 00:02:59.000]  當然《聖經》裡面形容這個心字
[00:02:59.000 --> 00:03:02.000]  是和思想有這個關係
[00:03:02.000 --> 00:03:05.000]  另外你看到第二和第四
[00:03:05.000 --> 00:03:06.000]  是很有關係的
[00:03:06.000 --> 00:03:10.000]  兩個都是很深入的情感
[00:03:10.000 --> 00:03:11.000]  一個是說憐恤
[00:03:11.000 --> 00:03:15.000]  一個是說憐憫
[00:03:15.000 --> 00:03:19.000]  而中間你發現有一個和行動有關的
[00:03:19.000 --> 00:03:20.000]  英文叫Brotherly Love
[00:03:20.000 --> 00:03:23.000]  或者是相愛如弟兄
[00:03:23.000 --> 00:03:25.000]  即是說愛的一個行動
[00:03:25.000 --> 00:03:27.000]  所以你和這個結構裡面
[00:03:27.000 --> 00:03:30.000]  你發現原來彼得提醒我們
[00:03:30.000 --> 00:03:32.000]  一個很重要的方向
[00:03:32.000 --> 00:03:33.000]  突顯中間
[00:03:33.000 --> 00:03:36.000]  就是一個實踐的愛
[00:03:36.000 --> 00:03:38.000]  一個肢體的愛
[00:03:38.000 --> 00:03:40.000]  而另外兩組的形容詞
[00:03:40.000 --> 00:03:45.000]  是在說如何實踐這份愛
[00:03:45.000 --> 00:03:48.000]  我們可以從一個細節去看
[00:03:48.000 --> 00:03:50.000]  這裡說的同心是在說什麼呢
[00:03:50.000 --> 00:03:53.000]  是在說思想的方向
[00:03:53.000 --> 00:03:56.000]  或者思考的方向是一致
[00:03:56.000 --> 00:03:57.000]  簡單來說
[00:03:57.000 --> 00:04:02.000]  不是說內容形式可以有不同的地方
[00:04:02.000 --> 00:04:04.000]  但是目標可以一樣
[00:04:04.000 --> 00:04:07.000]  因為有些時候我們和別人相處的時候
[00:04:07.000 --> 00:04:10.000]  因為你說我要和你同一個想法
[00:04:10.000 --> 00:04:11.000]  有些時候是不可能的
[00:04:11.000 --> 00:04:12.000]  你有你的性格
[00:04:12.000 --> 00:04:13.000]  你有你的家庭背景
[00:04:13.000 --> 00:04:15.000]  你有你的知識等等
[00:04:15.000 --> 00:04:19.000]  所以我們不可能可以說有同一個的思想
[00:04:19.000 --> 00:04:24.000]  但是目標同一個是非常非常重要的
[00:04:24.000 --> 00:04:28.000]  所以第一點彼得提醒的是要同心
[00:04:28.000 --> 00:04:30.000]  而同樣和這個心有關
[00:04:30.000 --> 00:04:31.000]  和這個思想有關
[00:04:31.000 --> 00:04:34.000]  就是一個謙卑的心
[00:04:34.000 --> 00:04:36.000]  一個謙卑的想法
[00:04:36.000 --> 00:04:38.000]  當然說到謙卑的時候
[00:04:38.000 --> 00:04:40.000]  你很快就會想到在聖經裡面
[00:04:40.000 --> 00:04:43.000]  最多形容柔和謙卑的
[00:04:43.000 --> 00:04:46.000]  就是耶穌基督祂自己的榜樣
[00:04:46.000 --> 00:04:49.000]  祂本來是在天上作為君王
