
[00:00:00.000 --> 00:00:02.800]  今天繼續跟大家講哥羅西書
[00:00:02.800 --> 00:00:05.800]  講題是《從家裏開始》
[00:00:05.800 --> 00:00:12.800]  最近我在一本雜誌裏面看到一段記載
[00:00:12.800 --> 00:00:17.800]  看完之後令人很感慨
[00:00:17.800 --> 00:00:21.800]  所以特別和大家分享一下這篇文章
[00:00:21.800 --> 00:00:27.800]  在英國倫敦有一間很出名
[00:00:27.800 --> 00:00:30.800]  全世界出名的大教堂
[00:00:30.800 --> 00:00:32.800]  叫做西門子
[00:00:32.800 --> 00:00:38.800]  西門子的地下室裏面有很多墓碑
[00:00:38.800 --> 00:00:43.800]  其中有一塊是全世界都出名的
[00:00:43.800 --> 00:00:46.800]  這一塊全世界都出名的墓碑
[00:00:46.800 --> 00:00:48.800]  其實是很簡單的
[00:00:48.800 --> 00:00:49.800]  沒有什麼特別
[00:00:49.800 --> 00:00:52.800]  只有外形
[00:00:52.800 --> 00:01:00.800]  甚至石碑上沒有刻上什麼人名
[00:01:00.800 --> 00:01:02.800]  沒有出生年日
[00:01:02.800 --> 00:01:04.800]  沒有死亡日期
[00:01:04.800 --> 00:01:10.800]  甚至沒有墓主的簡單生平
[00:01:10.800 --> 00:01:11.800]  什麼都沒有
[00:01:11.800 --> 00:01:13.800]  當然是有些東西
[00:01:13.800 --> 00:01:17.800]  唯一有的是碑文
[00:01:17.800 --> 00:01:21.800]  每一個去到倫敦西門子大教堂
[00:01:21.800 --> 00:01:25.800]  去參觀這些墓碑的時候
[00:01:25.800 --> 00:01:29.800]  他可以不去看那些
[00:01:29.800 --> 00:01:33.800]  曾經顯赫一時的英國皇帝
[00:01:33.800 --> 00:01:35.800]  或者皇室的墓碑
[00:01:35.800 --> 00:01:38.800]  他也可以不去看那些
[00:01:38.800 --> 00:01:41.800]  世界曾經是名人的墓碑
[00:01:41.800 --> 00:01:47.800]  譬如有狄更斯、牛頓、達爾文
[00:01:47.800 --> 00:01:49.800]  這些墓碑他們可以不看
[00:01:49.800 --> 00:01:52.800]  但是他一定不可以不看這塊
[00:01:52.800 --> 00:01:56.800]  無名氏的墓碑
[00:01:56.800 --> 00:01:59.800]  因爲這塊墓碑裏的碑文
[00:01:59.800 --> 00:02:02.800]  是深刻地令每一個看到的人
[00:02:02.800 --> 00:02:08.800]  都會心裏起震盪
[00:02:08.800 --> 00:02:10.800]  原來這塊墓碑上面
[00:02:10.800 --> 00:02:11.800]  這段話是這樣的
[00:02:11.800 --> 00:02:12.800]  當然是英文
[00:02:12.800 --> 00:02:18.800]  現在我翻譯了之後讀給大家聽
[00:02:18.800 --> 00:02:20.800]  當我年輕的時候
[00:02:20.800 --> 00:02:24.800]  我的想象力從未受過限制
[00:02:24.800 --> 00:02:28.800]  我夢想要改變這個世界
[00:02:28.800 --> 00:02:31.800]  當我成長成熟之後
[00:02:31.800 --> 00:02:34.800]  我發現我不能夠改變這個世界
[00:02:34.800 --> 00:02:37.800]  於是我就將目光縮短了一些
[00:02:37.800 --> 00:02:41.800]  決定只改變我的國家
[00:02:41.800 --> 00:02:45.800]  當我進入晚年的時候
[00:02:45.800 --> 00:02:49.800]  我發現我不能夠改變我的國家
[00:02:49.800 --> 00:02:52.800]  於是我最後的願望就是
[00:02:52.800 --> 00:02:57.800]  希望僅僅可以改變我自己的家
[00:02:57.800 --> 00:03:02.800]  但是這個也不可能
[00:03:02.800 --> 00:03:06.800]  當我躺在牀上騰章就木的時候
[00:03:06.800 --> 00:03:08.800]  我忽然意識到
[00:03:08.800 --> 00:03:12.800]  如果一開始我就僅僅去改變我自己
[00:03:12.800 --> 00:03:15.800]  自身作則成爲一個榜樣
[00:03:15.800 --> 00:03:20.800]  我可能能夠改變我的家庭
[00:03:20.800 --> 00:03:22.800]  在他們的啓發和鼓勵之下
[00:03:22.800 --> 00:03:26.800]  我可能爲國家做到一些事情
[00:03:26.800 --> 00:03:28.800]  然後誰知道
[00:03:28.800 --> 00:03:34.800]  我甚至可以改變這個世界
[00:03:34.800 --> 00:03:38.800]  這個碑文就是這麼多
[00:03:38.800 --> 00:03:40.800]  這個碑文所說的
[00:03:40.800 --> 00:03:43.800]  豈不是正正我們中國古人所說
[00:03:43.800 --> 00:03:48.800]  修身齊家治國平天下嗎?
[00:03:48.800 --> 00:03:50.800]  就這麼說這句話給大家聽
[00:03:50.800 --> 00:03:53.800]  可能大家聽完就「哦」
[00:03:53.800 --> 00:03:55.800]  但是將這句話的正義
[00:03:55.800 --> 00:03:58.800]  用人生一個生命的經驗
[00:03:58.800 --> 00:04:02.800]  而刻在這個碑文上面
[00:04:02.800 --> 00:04:08.800]  它是能夠震動人心的
[00:04:08.800 --> 00:04:10.800]  文章繼續說
[00:04:10.800 --> 00:04:14.800]  很多世界的名人、政要
[00:04:14.800 --> 00:04:18.800]  當他們看到這個碑文的時候
[00:04:18.800 --> 00:04:20.800]  他們都會感慨不已
[00:04:20.800 --> 00:04:25.800]  有人說這一篇是人生的教義
[00:04:25.800 --> 00:04:33.800]  也有人說這是靈魂的一篇自省
[00:04:33.800 --> 00:04:35.800]  當我看到的時候
[00:04:35.800 --> 00:04:46.800]  這個正正是《哥羅西書》第三章所說的內容
[00:04:46.800 --> 00:04:48.800]  這篇文章是說
[00:04:48.800 --> 00:04:51.800]  或者這個碑文其實是說什麼呢?
[00:04:51.800 --> 00:04:53.800]  是說如果要改變世界
[00:04:53.800 --> 00:04:55.800]  要先改變自己
[00:04:55.800 --> 00:04:58.800]  和改變自己的家
[00:04:58.800 --> 00:05:00.800]  基督徒有了新生命之後
[00:05:00.800 --> 00:05:05.800]  就要活出他的新生活
[00:05:05.800 --> 00:05:10.800]  他的生活見證要先從自己的家開始
[00:05:10.800 --> 00:05:18.800]  這是我今天和大家一起要學的功課
[00:05:18.800 --> 00:05:20.800]  我先和大家去溫習一下
[00:05:20.800 --> 00:05:27.800]  《哥羅西書》第三章前面的一大段是說什麼呢?
[00:05:27.800 --> 00:05:31.800]  這是上兩次的講道里面說的
[00:05:31.800 --> 00:05:36.800]  《哥羅西書》三章第17節是說
[00:05:36.800 --> 00:05:39.800]  一個基督徒信了主之後
[00:05:39.800 --> 00:05:41.800]  有了新生命
[00:05:41.800 --> 00:05:44.800]  他就開始要活出新生活
[00:05:44.800 --> 00:05:50.800]  就是說要走成性的路
[00:05:50.800 --> 00:05:54.800]  走成性路的第一步就是要脫去舊人
[00:05:54.800 --> 00:05:57.800]  脫去舊人的意思就是要解除
[00:05:57.800 --> 00:06:02.800]  和淫褻和口舌有關的罪
[00:06:02.800 --> 00:06:04.800]  因爲這兩種罪是所有人
[00:06:04.800 --> 00:06:06.800]  包括基督徒或者非基督徒
[00:06:06.800 --> 00:06:08.800]  都是最容易犯的罪
[00:06:08.800 --> 00:06:12.800]  也是犯得最多的罪
[00:06:12.800 --> 00:06:16.800]  成性路的第二步就是穿上新人
[00:06:16.800 --> 00:06:20.800]  穿上新人的意思就是對人要有愛心
[00:06:20.800 --> 00:06:28.800]  愛心就是包括要有憐憫、恩慈、謙虛、溫柔、忍耐、包容和堯恕
[00:06:28.800 --> 00:06:38.800]  另外就是要對神要有感恩的敬拜
[00:06:38.800 --> 00:06:40.800]  今天要講的就是第三步
[00:06:40.800 --> 00:06:43.800]  成性路第三步
[00:06:43.800 --> 00:06:44.800]  前兩步是說什麼呢?
[00:06:44.800 --> 00:06:46.800]  其實前兩步當你想清楚的時候
[00:06:46.800 --> 00:06:48.800]  正正就是收身
[00:06:48.800 --> 00:06:52.800]  就是從自己開始
[00:06:52.800 --> 00:06:59.800]  第三步就是從自己的家開始
[00:06:59.800 --> 00:07:02.800]  就是今天要講的這一段經文
[00:07:02.800 --> 00:07:06.800]  由三章十八節至四章一節
[00:07:06.800 --> 00:07:09.800]  這一段是教導我們成性路的第三步
[00:07:09.800 --> 00:07:15.800]  就是要從自己的家開始做好
[00:07:15.800 --> 00:07:21.800]  保羅在這一段裏面列舉了三種人際關係作爲例子
[00:07:21.800 --> 00:07:28.800]  來教導我們應該如何處身在這三種關係裏面
[00:07:28.800 --> 00:07:33.800]  應該如何做才符合神的心意
[00:07:33.800 --> 00:07:43.800]  這三種關係就是夫妻關係、父母子女關係、主僕關係
[00:07:43.800 --> 00:07:47.800]  保羅在這裏提出這三種
[00:07:47.800 --> 00:07:50.800]  要在這三方面裏面來教導我們
[00:07:50.800 --> 00:07:53.800]  是非常之適當的
[00:07:53.800 --> 00:07:57.800]  因爲我們絕大部分的人都經歷過
[00:07:57.800 --> 00:08:04.800]  或者是會處身在這三種人際關係裏面
[00:08:04.800 --> 00:08:10.800]  我們先看哥羅西書三章十七節
