
[00:00:00.000 --> 00:00:05.000]  我們今天開始我們要講菲利比書
[00:00:05.000 --> 00:00:14.000]  其實菲利比書 如果你給大家先有一個picture
[00:00:14.000 --> 00:00:19.000]  菲利比書是保羅在做監牢的時候寫的
[00:00:19.000 --> 00:00:25.000]  可是菲利比書裡面出現的最多的一個詞是什麼
[00:00:25.000 --> 00:00:28.000]  喜樂 是不是
[00:00:28.000 --> 00:00:34.000]  在今天這個世代 我們何等需要喜樂 是嗎
[00:00:34.000 --> 00:00:37.000]  不管是家庭 不管是社會 不管是國家
[00:00:37.000 --> 00:00:40.000]  整個世界充滿了太多的悲傷的事情
[00:00:40.000 --> 00:00:43.000]  所以今天能夠活出一個喜樂的生活
[00:00:43.000 --> 00:00:47.000]  何等是今天許多人心中所渴慕的
[00:00:47.000 --> 00:00:50.000]  你渴慕嗎
[00:00:50.000 --> 00:00:52.000]  渴慕嗎
[00:00:52.000 --> 00:00:57.000]  帶著熱情說 渴慕
[00:00:57.000 --> 00:00:59.000]  所以保羅寫這個書信
[00:00:59.000 --> 00:01:04.000]  你了解到是在這樣一個背景之下
[00:01:04.000 --> 00:01:06.000]  保羅按照他自己寫書信的習慣
[00:01:06.000 --> 00:01:08.000]  他一開始通常都是什麼呢
[00:01:08.000 --> 00:01:10.000]  先問安 是不是
[00:01:10.000 --> 00:01:13.000]  所以前面第一節 第二節就是保羅的問安
[00:01:13.000 --> 00:01:16.000]  基本上保羅問安裡面就是講到說
[00:01:16.000 --> 00:01:19.000]  願恩惠平安歸於你們
[00:01:19.000 --> 00:01:22.000]  那丟這邊我今天要focus在第三節到第八節
[00:01:22.000 --> 00:01:25.000]  保羅講到他接著就說
[00:01:25.000 --> 00:01:30.000]  第三節他說 我每逢想念你們
[00:01:30.000 --> 00:01:32.000]  我每逢想念你們
[00:01:32.000 --> 00:01:37.000]  所以這一個教會是讓保羅想念的教會
[00:01:37.000 --> 00:01:40.000]  現在我準備 聖經裡面告訴我們說
[00:01:40.000 --> 00:01:44.000]  保羅 讓保羅痛苦的一個教會是什麼教會
[00:01:44.000 --> 00:01:48.000]  你知道嗎
[00:01:48.000 --> 00:01:51.000]  哥林多教會
[00:01:51.000 --> 00:01:57.000]  我在聖經學院裡面修過哥林多前書
[00:01:57.000 --> 00:02:02.000]  是已經過世的神保羅牧師親自教我們的
[00:02:02.000 --> 00:02:04.000]  我們學這件書
[00:02:04.000 --> 00:02:09.000]  就當作是我們學習怎麼樣做教牧工作
[00:02:09.000 --> 00:02:12.000]  你可以看見牧會當中各式各樣的問題
[00:02:12.000 --> 00:02:17.000]  都可以在哥林多前書裡面找到原則
[00:02:17.000 --> 00:02:23.000]  所以哥林多教會是讓保羅想起來就頭疼的教會
[00:02:23.000 --> 00:02:28.000]  但是菲律比教會是讓保羅想起來就怎麼樣
[00:02:28.000 --> 00:02:34.000]  這裡說 我想念你們就感謝我的神
[00:02:34.000 --> 00:02:37.000]  我每逢為你們眾人祈求的時候
[00:02:37.000 --> 00:02:40.000]  嘗試怎麼祈求
[00:02:40.000 --> 00:02:44.000]  歡歡喜喜地祈求
[00:02:44.000 --> 00:02:48.000]  所以這一個教會是讓保羅想念的教會
[00:02:48.000 --> 00:02:50.000]  現在就說你有沒有想念過
[00:02:50.000 --> 00:02:52.000]  先不要講說你想念哪一個教會
[00:02:52.000 --> 00:02:54.000]  你有沒有想過哪一個人 有沒有
[00:02:54.000 --> 00:02:56.000]  有沒有想過人的經驗 有沒有
[00:02:56.000 --> 00:02:57.000]  有嗎
[00:02:57.000 --> 00:02:59.000]  沒想過 你從來沒想過人
[00:02:59.000 --> 00:03:01.000]  沒想念過人
[00:03:01.000 --> 00:03:03.000]  也沒有
[00:03:03.000 --> 00:03:07.000]  那你們是什麼
[00:03:07.000 --> 00:03:10.000]  宋朝的時候
[00:03:10.000 --> 00:03:19.000]  有一個宋朝很有名的詩人叫做李清兆
[00:03:19.000 --> 00:03:22.000]  李清兆可以說
[00:03:22.000 --> 00:03:28.000]  有人又稱他是叫做千古的第一才侶
[00:03:28.000 --> 00:03:31.000]  所以是非常有才華的
[00:03:31.000 --> 00:03:39.000]  這是李清兆寫的一首詞
[00:03:39.000 --> 00:03:45.000]  他說紅偶香殘玉殿秋
[00:03:45.000 --> 00:03:50.000]  清潔羅桑獨上蘭州
[00:03:50.000 --> 00:03:54.000]  雲中誰寄錦書來
[00:03:54.000 --> 00:03:58.000]  燕之回食月滿西樓
[00:03:58.000 --> 00:04:00.000]  花自飄零水自流
[00:04:00.000 --> 00:04:03.000]  這個我知道 但英文翻譯很難翻
[00:04:03.000 --> 00:04:06.000]  一種相思兩處嫌愁
[00:04:06.000 --> 00:04:08.000]  此情無計可消除
[00:04:08.000 --> 00:04:13.000]  財下眉頭卻上心頭
[00:04:13.000 --> 00:04:16.000]  他在講什麼
[00:04:16.000 --> 00:04:21.000]  李清兆其實在十八歲的時候他就出嫁了
[00:04:21.000 --> 00:04:25.000]  他講這個是在講他的先生
[00:04:25.000 --> 00:04:28.000]  就是說兩個人分在兩地
[00:04:28.000 --> 00:04:29.000]  所以分別之後
[00:04:29.000 --> 00:04:36.000]  他對他的一個相思所寫的這首詞
[00:04:36.000 --> 00:04:38.000]  所以他講到說
[00:04:38.000 --> 00:04:40.000]  我稍微把他解釋一下
[00:04:40.000 --> 00:04:49.000]  他說這個紅偶就是蓮藕
[00:04:49.000 --> 00:04:53.000]  蓮藕還有他的花都已經是衰殘了
[00:04:53.000 --> 00:04:59.000]  那麼這其實他獨自坐在梁席
[00:04:59.000 --> 00:05:02.000]  好像玉一般的梁席上面
[00:05:02.000 --> 00:05:06.000]  玉墊秋 秋就表示秋天
[00:05:06.000 --> 00:05:08.000]  他輕解他的羅山
[00:05:08.000 --> 00:05:11.000]  輕輕的把他的衣裳解下來
[00:05:11.000 --> 00:05:13.000]  獨自上了蘭舟
[00:05:13.000 --> 00:05:17.000]  舟就是木舟 小船
[00:05:17.000 --> 00:05:19.000]  雲中誰寄錦書
[00:05:19.000 --> 00:05:22.000]  做妻子的想念丈夫就是錦書
[00:05:22.000 --> 00:05:25.000]  所以雲中誰寄上錦書來呢
[00:05:25.000 --> 00:05:27.000]  燕之回食
[00:05:27.000 --> 00:05:28.000]  燕之就是燕子
[00:05:28.000 --> 00:05:30.000]  燕子回來的時候
[00:05:30.000 --> 00:05:33.000]  月滿西樓 月亮照滿了西樓
[00:05:33.000 --> 00:05:35.000]  花自凋零水自流
[00:05:35.000 --> 00:05:38.000]  花就是獨自的在那邊飄零
[00:05:38.000 --> 00:05:40.000]  水獨自的在那邊的流
[00:05:40.000 --> 00:05:45.000]  一種相思兩處嫌愁
[00:05:45.000 --> 00:05:48.000]  同樣他跟他先生兩個人彼此相思
[00:05:48.000 --> 00:05:52.000]  但是卻分在兩處在那邊愁苦
[00:05:52.000 --> 00:05:53.000]  此情無忌
[00:05:53.000 --> 00:05:55.000]  無忌就是沒辦法
[00:05:55.000 --> 00:05:57.000]  此情無忌可消除
[00:05:57.000 --> 00:06:00.000]  踩下眉頭怎麼樣
[00:06:00.000 --> 00:06:01.000]  卻上心頭
[00:06:01.000 --> 00:06:02.000]  就是才做著眉頭
[00:06:02.000 --> 00:06:04.000]  眉頭才做完怎麼樣
[00:06:04.000 --> 00:06:08.000]  心裡面又想念
[00:06:08.000 --> 00:06:11.000]  我今天不是要講這個詩多美
[00:06:11.000 --> 00:06:13.000]  我要講就是說
[00:06:13.000 --> 00:06:15.000]  你看見李金釗才寫的
[00:06:15.000 --> 00:06:19.000]  他怎麼樣子想念他的先生
[00:06:19.000 --> 00:06:21.000]  心中的那種失戀
[00:06:21.000 --> 00:06:25.000]  這個失戀是快樂嗎
[00:06:25.000 --> 00:06:27.000]  你看到裡面
[00:06:27.000 --> 00:06:30.000]  相思愁啊
[00:06:30.000 --> 00:06:32.000]  但是保羅相思是什麼
[00:06:32.000 --> 00:06:35.000]  保羅想念這個以菲律賓教會
[00:06:35.000 --> 00:06:36.000]  是怎麼樣
[00:06:36.000 --> 00:06:38.000]  他想到他們的時候怎麼樣
[00:06:38.000 --> 00:06:40.000]  就喜樂
[00:06:40.000 --> 00:06:42.000]  想到他們的時候就喜樂
[00:06:42.000 --> 00:06:43.000]  為他們禱告的時候
[00:06:43.000 --> 00:06:48.000]  歡歡喜喜的禱告
[00:06:48.000 --> 00:06:50.000]  但是保羅這個想念
[00:06:50.000 --> 00:06:51.000]  真是想念
[00:06:51.000 --> 00:06:53.000]  他想念到一個地步
[00:06:53.000 --> 00:06:54.000]  你看到第八節說
[00:06:54.000 --> 00:06:56.000]  體會基督耶穌的心腸
[00:06:56.000 --> 00:07:00.000]  切切的想念你們
[00:07:00.000 --> 00:07:01.000]  同志們
[00:07:01.000 --> 00:07:03.000]  但願凌涼堂是讓
[00:07:03.000 --> 00:07:06.000]  每一個來這裡服侍過的人
[00:07:06.000 --> 00:07:07.000]  離開的時候
[00:07:07.000 --> 00:07:08.000]  或者弟兄姊妹們
[00:07:08.000 --> 00:07:10.000]  他們搬到別的地方的時候
[00:07:10.000 --> 00:07:12.000]  他們想起凌涼堂就想念
[00:07:12.000 --> 00:07:14.000]  Amen
[00:07:14.000 --> 00:07:16.000]  大聲一點吧
[00:07:16.000 --> 00:07:23.000]  Amen
[00:07:23.000 --> 00:07:27.000]  這個教會為什麼讓保羅想念
[00:07:27.000 --> 00:07:30.000]  為什麼讓他想念
[00:07:30.000 --> 00:07:32.000]  保羅說第五節
[00:07:32.000 --> 00:07:35.000]  因為從頭一天直到如今
[00:07:35.000 --> 00:07:40.000]  你們是同心合意的信望福音
[00:07:40.000 --> 00:07:44.000]  保羅想念的不是這個教會
[00:07:44.000 --> 00:07:47.000]  他們常常有帕拉
[00:07:47.000 --> 00:07:50.000]  當然帕拉很好
[00:07:50.000 --> 00:07:51.000]  但不要忘記
[00:07:51.000 --> 00:07:55.000]  帕拉是為了促進感情嗎
[00:07:55.000 --> 00:07:58.000]  帕拉是為了什麼
[00:07:58.000 --> 00:08:00.000]  為了傳福音嗎
[00:08:00.000 --> 00:08:01.000]  到底我們的目的是什麼
[00:08:01.000 --> 00:08:04.000]  很重要是不是
[00:08:04.000 --> 00:08:06.000]  以前我記得
[00:08:06.000 --> 00:08:08.000]  有一個北加州的牧師
[00:08:08.000 --> 00:08:11.000]  他來到洛杉磯牧會
[00:08:11.000 --> 00:08:12.000]  就搬到鵝灣
[00:08:12.000 --> 00:08:14.000]  把房子賣掉
[00:08:14.000 --> 00:08:15.000]  搬到鵝灣
[00:08:15.000 --> 00:08:18.000]  表示他決心要在這個教會了
[00:08:18.000 --> 00:08:19.000]  這個教會
[00:08:19.000 --> 00:08:21.000]  他一去之後發現
[00:08:21.000 --> 00:08:22.000]  這些弟兄姊妹們
[00:08:22.000 --> 00:08:24.000]  對屬靈的事情不太可目
[00:08:24.000 --> 00:08:27.000]  但對屬事的事情非常有興趣
[00:08:27.000 --> 00:08:29.000]  常常就是
[00:08:29.000 --> 00:08:33.000]  Bible study一定要吃飯
[00:08:33.000 --> 00:08:35.000]  大家在那邊吃飯
[00:08:35.000 --> 00:08:36.000]  聚會
[00:08:36.000 --> 00:08:38.000]  常常就是在那邊吃吃喝喝
[00:08:38.000 --> 00:08:39.000]  到餐廳到外面吃
[00:08:39.000 --> 00:08:42.000]  你知道鵝灣的弟兄姊妹
[00:08:42.000 --> 00:08:44.000]  那邊的人也都比較有錢一點
[00:08:44.000 --> 00:08:49.000]  所以後來這個牧師一年之後
[00:08:49.000 --> 00:08:53.000]  就又搬回北加州了
[00:08:53.000 --> 00:08:55.000]  不幹了
[00:08:55.000 --> 00:08:57.000]  為什麼
[00:08:57.000 --> 00:09:02.000]  他發現這些人是扶不起的
[00:09:02.000 --> 00:09:04.000]  他發現這些人
[00:09:04.000 --> 00:09:06.000]  對屬靈的事情沒興趣
[00:09:06.000 --> 00:09:09.000]  對這些屬事的事情有興趣
[00:09:09.000 --> 00:09:10.000]  親愛的弟兄姊妹
[00:09:10.000 --> 00:09:12.000]  千萬不要做這種教會
[00:09:12.000 --> 00:09:14.000]  千萬不要做這種基督徒
[00:09:14.000 --> 00:09:20.000]  跟你旁邊說千萬不要這樣子
[00:09:20.000 --> 00:09:22.000]  親愛的弟兄姊妹
[00:09:22.000 --> 00:09:26.000]  這是一個同心合意的教會
[00:09:26.000 --> 00:09:29.000]  同心合意
[00:09:29.000 --> 00:09:31.000]  非常的重要
[00:09:31.000 --> 00:09:32.000]  馬太福音十二章十二十五節
[00:09:32.000 --> 00:09:33.000]  我們一起來念
[00:09:33.000 --> 00:09:34.000]  來一背琴
[00:09:34.000 --> 00:09:39.000]  凡一國治鄉紛爭就成為荒場
[00:09:39.000 --> 00:09:45.000]  一成一家治鄉紛爭必戰力不足
[00:09:45.000 --> 00:09:48.000]  同心合意不僅僅是教會很重要
[00:09:48.000 --> 00:09:52.000]  任何一個團體都重要是不是
[00:09:52.000 --> 00:09:55.000]  最近臺灣的總統選舉結束了
[00:09:55.000 --> 00:09:59.000]  剛才還有年輕的姊妹問我說
[00:09:59.000 --> 00:10:06.000]  牧師如果你可以選的話你選誰
[00:10:06.000 --> 00:10:10.000]  我問她說那你可以選的話你選誰
[00:10:10.000 --> 00:10:13.000]  她說不知道
[00:10:13.000 --> 00:10:16.000]  因為國內來的
[00:10:16.000 --> 00:10:19.000]  今天不是談政治
[00:10:19.000 --> 00:10:21.000]  我要講的就是說大家都知道
[00:10:21.000 --> 00:10:26.000]  為什麼賴清德會當選
[00:10:26.000 --> 00:10:29.000]  因為藍白不合
[00:10:29.000 --> 00:10:31.000]  藍白不合在一起
[00:10:31.000 --> 00:10:37.000]  如果是柯文哲跟侯友宜
[00:10:37.000 --> 00:10:42.000]  如果合作出來的話肯定就贏了
[00:10:42.000 --> 00:10:46.000]  你看你投我一票
[00:10:46.000 --> 00:10:48.000]  好了
[00:10:48.000 --> 00:10:53.000]  臺灣你會發現
[00:10:53.000 --> 00:10:56.000]  從一黨專政的時期到現在
[00:10:56.000 --> 00:11:00.000]  民主的社會是越來越不合一
[00:11:00.000 --> 00:11:02.000]  所以今天很多人講民主民主
[00:11:02.000 --> 00:11:04.000]  你不要以為民主是仙丹
[00:11:04.000 --> 00:11:08.000]  臺灣是民主之後越來越亂
[00:11:08.000 --> 00:11:10.000]  當然我的意思也不是說
[00:11:10.000 --> 00:11:12.000]  要一黨專政才是比較好
[00:11:12.000 --> 00:11:14.000]  最好是神專政
[00:11:14.000 --> 00:11:16.000]  不是神當政
[00:11:16.000 --> 00:11:20.000]  以神為神
[00:11:20.000 --> 00:11:22.000]  所以最近王健先講了一句話
[00:11:22.000 --> 00:11:24.000]  講了一個寫了一篇文章
[00:11:24.000 --> 00:11:30.000]  叫做夜靜天明的外省諸
[00:11:30.000 --> 00:11:33.000]  國內人大概聽不懂他在講什麼
[00:11:33.000 --> 00:11:38.000]  在臺灣叫做本省人跟外省人之分
[00:11:38.000 --> 00:11:40.000]  本省人就是兩百年前
[00:11:40.000 --> 00:11:46.000]  從漳州泉州福建移民到臺灣的人
[00:11:46.000 --> 00:11:50.000]  1949中國被解放之後
[00:11:50.000 --> 00:11:52.000]  跟蔣介石到臺灣來的
[00:11:52.000 --> 00:11:54.000]  這個叫做外省人對不對
[00:11:54.000 --> 00:11:56.000]  我是外省人
[00:11:56.000 --> 00:12:00.000]  娶了一個本省太太
[00:12:00.000 --> 00:12:02.000]  所以我們可以說是最合一的
[00:12:02.000 --> 00:12:04.000]  你懂我意思嗎
[00:12:04.000 --> 00:12:07.000]  沒有省籍問題
[00:12:07.000 --> 00:12:10.000]  但是每一次政治就把它搞成省籍問題
[00:12:10.000 --> 00:12:14.000]  所以他們說你們這些外省人叫外省諸
[00:12:14.000 --> 00:12:17.000]  所以為什麼王健先講夜靜天明的外省諸
[00:12:17.000 --> 00:12:19.000]  我不講他的文章整個太多了
[00:12:19.000 --> 00:12:20.000]  簡單的說他講一句話
[00:12:20.000 --> 00:12:22.000]  他說他自己在臺灣
[00:12:22.000 --> 00:12:24.000]  他七十五年在臺灣
[00:12:24.000 --> 00:12:27.000]  他吃臺灣米吃臺灣的喝臺灣水
[00:12:27.000 --> 00:12:30.000]  他說我愛臺灣我奉獻給臺灣
[00:12:30.000 --> 00:12:38.000]  比你們這些本省諸更要多
[00:12:38.000 --> 00:12:40.000]  很可悲
[00:12:40.000 --> 00:12:45.000]  省籍搞得是變成是不合一
[00:12:45.000 --> 00:12:48.000]  親愛的同志們
[00:12:48.000 --> 00:12:52.000]  咱們中國人最會分省籍有沒有
[00:12:52.000 --> 00:12:54.000]  有一天我到中國去培訓
[00:12:54.000 --> 00:12:56.000]  結束之後坐著大巴
[00:12:56.000 --> 00:12:58.000]  要從這個農村的地方
[00:12:58.000 --> 00:13:01.000]  要開車一直到上海去
[00:13:01.000 --> 00:13:04.000]  結果就在中間一個大概比較窄的地方
[00:13:04.000 --> 00:13:06.000]  那麼好像有點像田耿
[00:13:06.000 --> 00:13:09.000]  但是比田耿就是田間的一條路
[00:13:09.000 --> 00:13:10.000]  鄉間的一條路
[00:13:10.000 --> 00:13:12.000]  大概就是這麼樣的一條路
[00:13:12.000 --> 00:13:16.000]  只能夠容一輛大巴經過
[00:13:16.000 --> 00:13:21.000]  一輛大巴再多一點點
[00:13:21.000 --> 00:13:23.000]  結果我們這一部大巴
[00:13:23.000 --> 00:13:25.000]  跟另外一部大巴
[00:13:25.000 --> 00:13:30.000]  從上海其實是浙江的某一個
[00:13:30.000 --> 00:13:32.000]  不知道是哪一個縣
[00:13:32.000 --> 00:13:34.000]  開過來的
[00:13:34.000 --> 00:13:37.000]  就在一個地方就對住了
[00:13:37.000 --> 00:13:40.000]  因為沒有辦法兩部車同時過
[00:13:40.000 --> 00:13:42.000]  所以一定要有一部車
[00:13:42.000 --> 00:13:44.000]  開到路邊等那個車過
[00:13:44.000 --> 00:13:46.000]  這兩部大巴就在那個地方
[00:13:46.000 --> 00:13:47.000]  僵持不下
[00:13:47.000 --> 00:13:50.000]  誰也不可以讓誰
[00:13:50.000 --> 00:13:52.000]  我後來下去就跟我們的司機講說
[00:13:52.000 --> 00:13:54.000]  我說你就讓一下吧
[00:13:54.000 --> 00:13:55.000]  他還罵我一頓
[00:13:55.000 --> 00:14:02.000]  你怎麼幫別人不幫自己
