
[00:00:00.000 --> 00:00:02.000]  公建成家
[00:00:02.000 --> 00:00:06.000]  我想我們都不會當我們住的地方
[00:00:06.000 --> 00:00:08.000]  就是家庭
[00:00:08.000 --> 00:00:12.000]  過往在移民潮的年代
[00:00:12.000 --> 00:00:16.000]  很多人為了建立自己的家
[00:00:16.000 --> 00:00:19.000]  當房子是家的時候
[00:00:19.000 --> 00:00:22.000]  結果花了很多精力去買一間好的房子
[00:00:22.000 --> 00:00:25.000]  但卻失去了自己的家庭
[00:00:25.000 --> 00:00:27.000]  過份拼命地去賺錢
[00:00:27.000 --> 00:00:29.000]  去供樓
[00:00:29.000 --> 00:00:31.000]  但忘記了
[00:00:31.000 --> 00:00:36.000]  家不是由房子去建立的
[00:00:36.000 --> 00:00:38.000]  多華麗的房子
[00:00:38.000 --> 00:00:43.000]  都不能取代家人之間的關係
[00:00:43.000 --> 00:00:46.000]  家人之間沒有了關係的時候
[00:00:46.000 --> 00:00:50.000]  這個家就散了
[00:00:50.000 --> 00:00:54.000]  昨晚臨睡前
[00:00:54.000 --> 00:00:57.000]  看了港台一個節目
[00:00:57.000 --> 00:01:00.000]  關鍵時刻
[00:01:00.000 --> 00:01:04.000]  總之說一個老爸賭錢
[00:01:04.000 --> 00:01:07.000]  賭到失去了老婆
[00:01:07.000 --> 00:01:11.000]  賭到失去了家人關係
[00:01:11.000 --> 00:01:15.000]  賭到妻離子散
[00:01:15.000 --> 00:01:18.000]  最後自己一個要離開這個家庭
[00:01:18.000 --> 00:01:22.000]  以致不會再有追債的人
[00:01:22.000 --> 00:01:24.000]  去騷擾他的家人
[00:01:24.000 --> 00:01:25.000]  傷害他的家人
[00:01:25.000 --> 00:01:31.000]  甚至走上犯罪的邊緣
[00:01:31.000 --> 00:01:37.000]  在預備這篇講道的時候
[00:01:37.000 --> 00:01:42.000]  都聽了很多不同地區的目者的訊息
[00:01:42.000 --> 00:01:47.000]  其中一篇是我在2000年前
[00:01:47.000 --> 00:01:48.000]  印尼排華的時候
[00:01:48.000 --> 00:01:52.000]  去探訪那間教會的目者說的
[00:01:52.000 --> 00:01:56.000]  當時他們教會在印尼耶加達
[00:01:56.000 --> 00:01:59.000]  很多目者拋棄自己的教會
[00:01:59.000 --> 00:02:01.000]  去了新加坡避難
[00:02:01.000 --> 00:02:05.000]  那些教會在後來的十年八載
[00:02:05.000 --> 00:02:09.000]  都是在不信任和衰退的情況下
[00:02:09.000 --> 00:02:12.000]  那些留下來陪著頂尖智慧
[00:02:12.000 --> 00:02:18.000]  一起面對排華的目者的教會
[00:02:18.000 --> 00:02:22.000]  就能夠在之後的日子裡
[00:02:22.000 --> 00:02:25.000]  見到有很多的復興在當中
[00:02:25.000 --> 00:02:27.000]  他描述他們那時候的教會
[00:02:27.000 --> 00:02:28.000]  我去到的時候很奇特的
[00:02:28.000 --> 00:02:31.000]  去到教會外面看
[00:02:31.000 --> 00:02:33.000]  完全不像教堂
[00:02:33.000 --> 00:02:34.000]  當然在印尼
[00:02:34.000 --> 00:02:37.000]  回教國家最大的回教國家裡面
[00:02:37.000 --> 00:02:40.000]  你的教堂裝個十字架在那裡
[00:02:40.000 --> 00:02:42.000]  真的是找死
[00:02:42.000 --> 00:02:45.000]  他們很謙卑很低調地
[00:02:45.000 --> 00:02:47.000]  存在在社區裡面
[00:02:47.000 --> 00:02:50.000]  而是很真實地去愛他們的鄰舍
[00:02:50.000 --> 00:02:52.000]  他說當時他們五位長老
[00:02:52.000 --> 00:02:54.000]  帶領教會的五位長老
[00:02:54.000 --> 00:02:57.000]  晚上在教會裡面祈禱
[00:02:57.000 --> 00:03:01.000]  但是整個教會的外圍
[00:03:01.000 --> 00:03:03.000]  有些人拿著火把
[00:03:03.000 --> 00:03:06.000]  好像在找教堂在哪裡
[00:03:06.000 --> 00:03:08.000]  要去摧毀它
[00:03:08.000 --> 00:03:10.000]  他說他們的鄰舍
[00:03:10.000 --> 00:03:14.000]  一班的回教徒出來圍著教堂
[00:03:14.000 --> 00:03:17.000]  不讓那些激進的回教徒
[00:03:17.000 --> 00:03:19.000]  去攻擊教堂
[00:03:19.000 --> 00:03:20.000]  為什麼呢
[00:03:20.000 --> 00:03:24.000]  因為他們做了他們的好鄰舍
[00:03:24.000 --> 00:03:29.000]  很謙卑地去面對他們的需要去服侍
[00:03:29.000 --> 00:03:31.000]  而他們教會內部
[00:03:31.000 --> 00:03:34.000]  都是很緊密地去交往
[00:03:34.000 --> 00:03:38.000]  以致彼此有種守望的生命
[00:03:38.000 --> 00:03:42.000]  以致彼此可以面對迫害的時候
[00:03:42.000 --> 00:03:44.000]  不是第一件事去想
[00:03:44.000 --> 00:03:48.000]  而是離開去迴避這些迫害
[00:03:48.000 --> 00:03:51.000]  而是靠著耶穌去面對
[00:03:51.000 --> 00:03:54.000]  這些人不能面對的迫害
[00:03:54.000 --> 00:03:56.000]  在他們的描述裡面
[00:03:56.000 --> 00:03:58.000]  那些暴徒有些是
[00:03:58.000 --> 00:04:00.000]  簡直去到被鬼附的狀態
[00:04:00.000 --> 00:04:02.000]  他說平時一個人揹不起雪櫃
[00:04:02.000 --> 00:04:06.000]  可以一個人抱起雪櫃就離開
[00:04:06.000 --> 00:04:10.000]  有些人的眼睛是紅根布現
[00:04:10.000 --> 00:04:15.000]  好像被鬼附一樣有超常的能力
[00:04:15.000 --> 00:04:18.000]  他在整個教會
[00:04:18.000 --> 00:04:21.000]  神的家建立的反思裡面
[00:04:21.000 --> 00:04:24.000]  他用了耶福所書
[00:04:24.000 --> 00:04:27.000]  二章十一到二十二節
[00:04:27.000 --> 00:04:32.000]  成為他們教會一個很重要的意象的經文
[00:04:32.000 --> 00:04:35.000]  他說這個經文裡面
[00:04:35.000 --> 00:04:39.000]  特別你看十八節
[00:04:39.000 --> 00:04:42.000]  因為我們兩下直著他
[00:04:42.000 --> 00:04:43.000]  他是誰呢
[00:04:43.000 --> 00:04:44.000]  耶穌基督
[00:04:44.000 --> 00:04:47.000]  被一個聖靈所感
[00:04:47.000 --> 00:04:50.000]  得以進到父面前
[00:04:50.000 --> 00:04:53.000]  他說我們的信仰就像這段經文說的
[00:04:53.000 --> 00:04:56.000]  我們的建立的基本特質
[00:04:56.000 --> 00:04:59.000]  就是聖父、聖子、聖靈
[00:04:59.000 --> 00:05:01.000]  都在我們這個神的家
[00:05:01.000 --> 00:05:03.000]  被建立的過程裡面
[00:05:03.000 --> 00:05:07.000]  是我們所經歷的三位一體的豐盛
[00:05:07.000 --> 00:05:13.000]  耶穌要成就這兩下
[00:05:13.000 --> 00:05:15.000]  合而為一個新人
[00:05:15.000 --> 00:05:18.000]  是要透過聖靈的感動
[00:05:18.000 --> 00:05:21.000]  透過聖靈去將這份力量
[00:05:21.000 --> 00:05:23.000]  將這份體見
[00:05:23.000 --> 00:05:26.000]  將這份交往的關係去傳遞
[00:05:26.000 --> 00:05:29.000]  以致整個新人
[00:05:29.000 --> 00:05:31.000]  救贖的群體
[00:05:31.000 --> 00:05:35.000]  可以去到天上的慈父的面前
[00:05:35.000 --> 00:05:39.000]  去領受一個持續成長的生命
[00:05:39.000 --> 00:05:40.000]  無論是父
[00:05:40.000 --> 00:05:41.000]  無論是子
[00:05:41.000 --> 00:05:42.000]  無論是聖靈
[00:05:42.000 --> 00:05:44.000]  都在這件事情上面
[00:05:44.000 --> 00:05:47.000]  有那份貢獻
[00:05:47.000 --> 00:05:49.000]  可以說是那份作用
[00:05:49.000 --> 00:05:50.000]  如果你問我
[00:05:50.000 --> 00:05:53.000]  三位一體真神在這段經文所成就的
[00:05:53.000 --> 00:05:58.000]  今天我們最弱的體驗在哪裡
[00:05:58.000 --> 00:05:59.000]  去到慈父的面前
[00:05:59.000 --> 00:06:02.000]  我們經常都會感謝神、天父
[00:06:02.000 --> 00:06:05.000]  我們去到耶穌基督
[00:06:05.000 --> 00:06:07.000]  靠著耶穌基督的恩典待贖
[00:06:07.000 --> 00:06:09.000]  我們能夠得到新生
[00:06:09.000 --> 00:06:11.000]  但是我們最弱的
[00:06:11.000 --> 00:06:14.000]  我們發覺忘記
[00:06:14.000 --> 00:06:19.000]  或者輕忽了聖靈的感動和加力
[00:06:19.000 --> 00:06:21.000]  沒有了這件事有什麼影響
[00:06:21.000 --> 00:06:23.000]  很大影響
[00:06:23.000 --> 00:06:25.000]  他說早期的教會
[00:06:25.000 --> 00:06:28.000]  是一群草根的民眾為主
[00:06:28.000 --> 00:06:29.000]  夾雜著
[00:06:29.000 --> 00:06:30.000]  特別十二使徒
[00:06:30.000 --> 00:06:32.000]  你看不到哪個知識份子在裡面
[00:06:32.000 --> 00:06:34.000]  最厲害的可能就是瑪太
[00:06:34.000 --> 00:06:35.000]  這個瑞麗
[00:06:35.000 --> 00:06:36.000]  可能學歷上面
[00:06:36.000 --> 00:06:39.000]  但是他們就是靠著聖靈
[00:06:39.000 --> 00:06:42.000]  以至他們能夠建立基督的身體的時候
[00:06:42.000 --> 00:06:46.000]  是很相信我們不是用人的能力來評價
[00:06:46.000 --> 00:06:50.000]  或定我們在身體裡面的積分
[00:06:50.000 --> 00:06:51.000]  而是靠什麼
[00:06:51.000 --> 00:06:54.000]  因此我們共同信靠聖靈的時候
[00:06:54.000 --> 00:06:56.000]  早期教會是一個
[00:06:56.000 --> 00:07:00.000]  很平順和運動建立的社群
[00:07:00.000 --> 00:07:02.000]  是一個群體
[00:07:02.000 --> 00:07:06.000]  這個群體就是要彼此可以去教導
[00:07:06.000 --> 00:07:09.000]  因為彼此的背後不是自己的社會的能力
[00:07:09.000 --> 00:07:10.000]  而是什麼
[00:07:10.000 --> 00:07:13.000]  聖靈的光照和教導
[00:07:13.000 --> 00:07:15.000]  可以彼此去建立
[00:07:15.000 --> 00:07:17.000]  在新約聖經裡面
[00:07:17.000 --> 00:07:19.000]  差不多超過一百五十次
[00:07:19.000 --> 00:07:21.000]  這些彼此什麼什麼
[00:07:21.000 --> 00:07:25.000]  只是說彼此相愛大概有十四到十五次
[00:07:25.000 --> 00:07:27.000]  我們要彼此相愛
[00:07:27.000 --> 00:07:32.000]  去告訴我們這個群體的重要性
[00:07:32.000 --> 00:07:35.000]  他說教會的發展
[00:07:35.000 --> 00:07:39.000]  由早期教會去到羅馬教會
[00:07:39.000 --> 00:07:42.000]  羅馬教會強調什麼呢
[00:07:42.000 --> 00:07:45.000]  羅馬教會是由皇帝
[00:07:45.000 --> 00:07:46.000]  可以這麼說
[00:07:46.000 --> 00:07:49.000]  領受異象去建立國教
[00:07:49.000 --> 00:07:54.000]  羅馬教會最容易產生的問題是什麼呢
[00:07:54.000 --> 00:07:56.000]  因為皇帝信這個教
[00:07:56.000 --> 00:08:00.000]  所以很多人依附這個權勢
[00:08:00.000 --> 00:08:02.000]  想得到好處
[00:08:02.000 --> 00:08:04.000]  所以羅馬教會在建立的初期裡面
[00:08:04.000 --> 00:08:08.000]  可能夾雜著很多政治權力
[00:08:08.000 --> 00:08:10.000]  那個地位
[00:08:10.000 --> 00:08:13.000]  那些背後的動機
[00:08:13.000 --> 00:08:15.000]  去進入和組成這個教會
[00:08:15.000 --> 00:08:18.000]  而教會的形態和權貴
