
[00:00:00.000 --> 00:00:04.000]  今日和大家來思想耶穌所行的另一個神蹟
[00:00:04.000 --> 00:00:10.000]  是記載在新約的《馬可福音》第二章第一至十二節
[00:00:10.000 --> 00:00:12.500]  請大家先聽我讀完這段經文
[00:00:12.500 --> 00:00:15.000]  我相信這個神蹟
[00:00:15.000 --> 00:00:18.500]  基督徒都是很熟悉的一個神蹟
[00:00:18.500 --> 00:00:21.000]  裏面有它一定獨特的地方
[00:00:21.000 --> 00:00:22.500]  我們需要留意的
[00:00:22.500 --> 00:00:24.500]  所以請聽我讀完這段經文
[00:00:24.500 --> 00:00:30.000]  《馬可福音》第二章
[00:00:54.500 --> 00:01:03.000]  《馬可福音》第二章第一至十二節
[00:01:24.500 --> 00:01:29.000]  「道說:你們心裡為什麼這樣議論呢?
[00:01:29.000 --> 00:01:33.000]  或對坦子說:你的罪赦了
[00:01:33.000 --> 00:01:36.000]  或說:起來,拿你的玉子行走
[00:01:36.000 --> 00:01:38.000]  哪一樣容易呢?
[00:01:38.000 --> 00:01:40.000]  但要叫你們知道
[00:01:40.000 --> 00:01:43.000]  人子在地上有赦罪的權柄
[00:01:43.000 --> 00:01:46.000]  就對坦子說:我吩咐你起來
[00:01:46.000 --> 00:01:48.500]  拿你的玉子回家去吧
[00:01:48.500 --> 00:01:51.000]  那人就起來
[00:01:51.000 --> 00:01:52.500]  立刻拿著玉子
[00:01:52.500 --> 00:01:55.000]  當眾人的面前出去了
[00:01:55.000 --> 00:01:57.500]  以至眾人都驚奇
[00:01:57.500 --> 00:01:59.500]  龜榮耀與神說:
[00:01:59.500 --> 00:02:04.500]  我們從來沒有見過這樣的事」
[00:02:04.500 --> 00:02:07.000]  這個事跡結束的時候
[00:02:07.000 --> 00:02:10.000]  眾人看到這麼偉大的神蹟的時候
[00:02:10.000 --> 00:02:11.500]  他們都很感嘆
[00:02:11.500 --> 00:02:14.500]  龜榮耀給神說了一句話
[00:02:14.500 --> 00:02:20.000]  「我們從來沒有見過這樣的事情」
[00:02:20.000 --> 00:02:25.500]  所以可見這個神蹟在當時猶太人的心中
[00:02:25.500 --> 00:02:27.500]  是有一定的獨特的地方
[00:02:27.500 --> 00:02:31.500]  也有一定的震撼人心的地方
[00:02:31.500 --> 00:02:36.000]  我們來仔細看看這段經文
[00:02:36.000 --> 00:02:39.500]  給我們什麼屬靈的提醒
[00:02:39.500 --> 00:02:42.000]  第一次那裡說「過了西日子
[00:02:42.000 --> 00:02:44.500]  耶穌又進了加拔隆」
[00:02:44.500 --> 00:02:47.500]  即是耶穌開始傳道的時候
[00:02:47.500 --> 00:02:52.500]  是以加拔隆作為祂的大本營
[00:02:52.500 --> 00:02:56.000]  但是耶穌基督在加拔隆傳道
[00:02:56.000 --> 00:02:59.000]  一段很短的時間之後
[00:02:59.000 --> 00:03:02.000]  本來耶穌基督祂主要的使命
[00:03:02.000 --> 00:03:05.500]  是來到地上將神的道、神的真理
[00:03:05.500 --> 00:03:10.500]  宣講給世界的人知道
[00:03:10.500 --> 00:03:16.000]  將神的救恩向人類顯示
[00:03:16.000 --> 00:03:20.000]  這個是耶穌基督來到世上祂主的目的
[00:03:20.000 --> 00:03:22.500]  所以已經說到耶穌來世上的時候
[00:03:22.500 --> 00:03:24.500]  是「道成肉身」
[00:03:24.500 --> 00:03:29.500]  是神的道、神的真理、神的說話
[00:03:29.500 --> 00:03:33.000]  成為肉身來到這個世界上
[00:03:33.000 --> 00:03:37.500]  要彰顯神的真理、神的道
[00:03:37.500 --> 00:03:41.500]  誰知道當耶穌基督在傳道的時候
[00:03:41.500 --> 00:03:45.500]  見到病人耶穌的愛心生發出來
[00:03:45.500 --> 00:03:48.500]  耶穌醫治他們中間有病的人
[00:03:48.500 --> 00:03:51.500]  他們見到耶穌基督能夠醫病的時候
[00:03:51.500 --> 00:03:55.000]  他們非常的高興、非常的震撼
[00:03:55.000 --> 00:03:58.500]  所以他們將全城的病人
[00:03:58.500 --> 00:04:02.500]  都差不多帶到耶穌基督的面前
[00:04:02.500 --> 00:04:07.000]  要耶穌來醫治他們
[00:04:07.000 --> 00:04:11.000]  他們喜歡看耶穌行神蹟、醫病
[00:04:11.000 --> 00:04:14.000]  多過聽耶穌基督講道
[00:04:14.000 --> 00:04:16.000]  耶穌覺得這個是不對的
[00:04:16.000 --> 00:04:18.000]  因為祂來到世上祂主要的目的
[00:04:18.000 --> 00:04:20.000]  不是醫病、不是講鬼
[00:04:20.000 --> 00:04:24.500]  祂來到世上主要的目的是傳道
[00:04:24.500 --> 00:04:27.500]  因此耶穌基督聖經告訴我們
[00:04:27.500 --> 00:04:32.000]  祂離開他們一段時間
[00:04:32.000 --> 00:04:35.500]  讓他們的情緒平復下來
[00:04:35.500 --> 00:04:39.500]  好像在第一章第45節所說的
[00:04:39.500 --> 00:04:47.000]  那人出去道說許多的話把這件事傳揚開了
[00:04:47.000 --> 00:04:51.000]  叫耶穌以後不得再冥冥進城
[00:04:51.000 --> 00:04:53.500]  只好在外邊曠野地方
[00:04:53.500 --> 00:04:57.500]  人從各處都就了他來
[00:04:57.500 --> 00:05:00.000]  他們喜歡耶穌基督的神蹟
[00:05:00.000 --> 00:05:02.500]  多過喜歡聽耶穌基督講道
[00:05:02.500 --> 00:05:04.500]  其實今天在這個世界上
[00:05:04.500 --> 00:05:06.500]  我們看見也有很多的信徒
[00:05:06.500 --> 00:05:12.000]  他們的追求就是要看到神蹟奇事
[00:05:12.000 --> 00:05:14.000]  但耶穌的心意
[00:05:14.000 --> 00:05:18.000]  祂是要人愛慕神的話語
[00:05:18.000 --> 00:05:19.000]  聽神的話語
[00:05:19.000 --> 00:05:21.500]  遵行神的話語
[00:05:21.500 --> 00:05:25.000]  多過去追求神蹟奇事
[00:05:25.000 --> 00:05:29.000]  所以耶穌離開一段時間
[00:05:29.000 --> 00:05:30.000]  現在又回來
[00:05:30.000 --> 00:05:31.000]  當耶穌回來的時候
[00:05:31.000 --> 00:05:34.500]  他們聽到耶穌回來加伯隆
[00:05:34.500 --> 00:05:40.000]  那些人又湧到耶穌所住的房子那裡去
[00:05:40.000 --> 00:05:43.000]  耶穌就向他們講道
[00:05:43.000 --> 00:05:46.000]  因為人太多的緣故
[00:05:46.000 --> 00:05:50.500]  連門口的空地都塞滿了人
[00:05:50.500 --> 00:05:56.000]  所以有個人他癱了不能夠行走
[00:05:56.000 --> 00:06:02.000]  他的朋友把他用床抬到耶穌基督的面前
[00:06:02.000 --> 00:06:04.500]  但發現不能夠去到耶穌基督面前
[00:06:04.500 --> 00:06:10.500]  因為防止擠湧到水泄不通
[00:06:10.500 --> 00:06:14.000]  所以他們唯有拆了這個屋頂
[00:06:14.000 --> 00:06:17.000]  然後將這個病人放在耶穌基督面前
[00:06:17.000 --> 00:06:19.500]  等耶穌基督醫治他
[00:06:19.500 --> 00:06:23.500]  這是一件很特別的事情
[00:06:23.500 --> 00:06:27.000]  一般的人都不敢也不會這樣做
[00:06:27.000 --> 00:06:35.500]  但這四個朋友就是這樣幫助一個癱子
[00:06:35.500 --> 00:06:39.500]  耶穌醫治的過程也是很特別的
[00:06:39.500 --> 00:06:41.500]  先赦免他的罪
[00:06:41.500 --> 00:06:46.000]  然後叫他的病得到醫治
[00:06:46.000 --> 00:06:49.500]  整件事過了之後
[00:06:49.500 --> 00:06:51.500]  群眾都讚美神
[00:06:51.500 --> 00:06:53.500]  因為他們看到真理
[00:06:53.500 --> 00:06:56.500]  原來耶穌基督不是一個普通的人
[00:06:56.500 --> 00:06:59.500]  不是一個普通的先知
[00:06:59.500 --> 00:07:04.000]  祂竟然能夠有赦罪的權柄
[00:07:04.000 --> 00:07:06.000]  耶穌又能夠醫治
[00:07:06.000 --> 00:07:11.000]  他們不能夠藉著醫藥所醫好的病人
[00:07:11.000 --> 00:07:14.500]  所以他們很感嘆、很讚美神
[00:07:14.500 --> 00:07:16.000]  說一句話
[00:07:16.000 --> 00:07:21.500]  我們從來沒有見過這樣的事情
[00:07:21.500 --> 00:07:25.000]  這個神蹟有什麼獨特性和震撼性呢?
[00:07:25.000 --> 00:07:29.000]  我相信有兩方面我們值得思考
[00:07:29.000 --> 00:07:32.000]  第一方面這個神蹟的震撼性
[00:07:32.000 --> 00:07:38.000]  就在於這五個人的信心
[00:07:38.000 --> 00:07:41.500]  這個癱子和他四個朋友將他抬離的
[00:07:41.500 --> 00:07:44.000]  他們這五個人的信心
[00:07:44.000 --> 00:07:47.500]  是震撼了耶穌基督的心
[00:07:47.500 --> 00:07:50.500]  溫暖了耶穌基督的心
[00:07:50.500 --> 00:07:57.000]  你都叫這些圍觀的聽耶穌講道的人
[00:07:57.000 --> 00:07:58.500]  他們看到的時候
[00:07:58.500 --> 00:08:00.500]  是感到震驚的
[00:08:00.500 --> 00:08:04.000]  他們可能有不同的反應
[00:08:04.000 --> 00:08:06.500]  但我們特別留意第五節那一句
[00:08:06.500 --> 00:08:10.500]  「為耶穌見他們的信心」
[00:08:10.500 --> 00:08:13.500]  將屋頂都拆了
[00:08:13.500 --> 00:08:17.000]  將這個病人垂到耶穌基督的面前
[00:08:17.000 --> 00:08:18.500]  「耶穌見他們的信心」
[00:08:18.500 --> 00:08:24.000]  就對癱子說「小子,你的罪赦了」
[00:08:24.000 --> 00:08:32.000]  耶穌被這五個人的信心所感動
[00:08:32.000 --> 00:08:36.000]  所以耶穌立刻停止他的講道
[00:08:36.000 --> 00:08:39.000]  醫好這個病人
[00:08:39.000 --> 00:08:42.500]  我們特別留意
[00:08:42.500 --> 00:08:48.500]  這裡究竟他的震撼人心的信心是怎樣的信心呢?
[00:08:48.500 --> 00:08:50.500]  有什麼獨特的地方呢?
[00:08:50.500 --> 00:08:52.500]  獨特的地方就是
[00:08:52.500 --> 00:08:57.500]  信心產生神蹟
[00:08:57.500 --> 00:09:01.000]  第一,信心產生神蹟
[00:09:01.000 --> 00:09:03.500]  因為一般人如果不認識耶穌基督
[00:09:03.500 --> 00:09:06.000]  如果不信耶穌基督的時候
[00:09:06.000 --> 00:09:08.500]  好像當時的民事法理人一樣
[00:09:08.500 --> 00:09:16.500]  他們所要求的是神蹟產生信心
[00:09:16.500 --> 00:09:18.500]  但耶穌這裡所要求
[00:09:18.500 --> 00:09:23.000]  他所欣賞的是信心產生神蹟
[00:09:23.000 --> 00:09:24.500]  有什麼分別呢?
[00:09:24.500 --> 00:09:26.500]  有很大的分別
[00:09:26.500 --> 00:09:29.000]  如果耶穌來到世上
[00:09:29.000 --> 00:09:35.000]  就好像其他的江湖術士一樣
[00:09:35.000 --> 00:09:43.500]  要用他的魔術、特異功能來說服人的時候
[00:09:43.500 --> 00:09:46.000]  用人信服他的時候
[00:09:46.000 --> 00:09:51.500]  耶穌會到處喜歡去施行神蹟祈禱
[00:09:51.500 --> 00:09:54.500]  但你看耶穌基督在四福音裡面
[00:09:54.500 --> 00:09:57.500]  他從來沒有去一個地方
[00:09:57.500 --> 00:10:01.500]  他宣稱我來是要施行神蹟
[00:10:01.500 --> 00:10:03.500]  來醫病幹鬼
[00:10:03.500 --> 00:10:06.500]  耶穌從來沒有這樣說
[00:10:06.500 --> 00:10:10.500]  聖經總是說耶穌基督去到一個地方
[00:10:10.500 --> 00:10:14.000]  他主要的目的就是來傳道
[00:10:14.000 --> 00:10:16.000]  傳講神的信息
[00:10:16.000 --> 00:10:18.000]  那麼你說
[00:10:18.000 --> 00:10:21.000]  神會不會用神蹟產生信心呢?
[00:10:21.000 --> 00:10:24.500]  都會
[00:10:24.500 --> 00:10:26.000]  在四福音裡面
[00:10:26.000 --> 00:10:28.500]  耶穌基督行很多神蹟祈事
[00:10:28.500 --> 00:10:30.500]  其中一個目的
[00:10:30.500 --> 00:10:34.500]  就是要人透過他的神蹟祈事
[00:10:34.500 --> 00:10:40.500]  來認識他是神所差派的彌賽亞
[00:10:40.500 --> 00:10:43.500]  有這樣的作用
[00:10:43.500 --> 00:10:48.000]  讓人看到耶穌所施行的神蹟的時候
[00:10:48.000 --> 00:10:49.500]  在海面上行
[00:10:49.500 --> 00:10:53.000]  用五餅二魚吃飽五千人
[00:10:53.000 --> 00:10:54.500]  當我們見到這些神蹟的時候
[00:10:54.500 --> 00:10:57.000]  他們就信服耶穌基督
[00:10:57.000 --> 00:10:59.500]  真是從神而來的
[00:10:59.500 --> 00:11:01.500]  但聖經告訴我們
[00:11:01.500 --> 00:11:02.500]  在新約裡面
[00:11:02.500 --> 00:11:06.500]  當耶穌基督施行神蹟
[00:11:06.500 --> 00:11:09.500]  建立了他的身份和地位
[00:11:09.500 --> 00:11:14.500]  讓人知道他是神所差派來的彌賽亞
[00:11:14.500 --> 00:11:18.500]  讓人知道他的信息是從神來的信息
[00:11:18.500 --> 00:11:26.500]  當神蹟祈事建立了耶穌基督的身份和信息之後
[00:11:26.500 --> 00:11:29.500]  神的意思和耶穌基督的意思
[00:11:29.500 --> 00:11:34.500]  是要人透過耶穌基督的信息
[00:11:34.500 --> 00:11:36.500]  透過門徒的信息
[00:11:36.500 --> 00:11:39.500]  來相信主耶穌基督
[00:11:39.500 --> 00:11:42.500]  在神的道產生信心
[00:11:42.500 --> 00:11:44.500]  在人的心中
[00:11:44.500 --> 00:11:49.500]  所以聖經沒有允許在一切的時代裡面
[00:11:49.500 --> 00:11:51.500]  在今天的時代裡面
[00:11:51.500 --> 00:11:54.500]  教會要追求神蹟祈事
[00:11:54.500 --> 00:11:59.500]  並不是神在聖經裡面所教導的
[00:11:59.500 --> 00:12:01.500]  在歷世歷代裡面
[00:12:01.500 --> 00:12:08.500]  神要求的是教會宣講神的真理
