
[00:00:00.000 --> 00:00:01.640]  請節目平安
[00:00:01.640 --> 00:00:03.900]  今天我們很開心可以跟天文天家的
[00:00:03.900 --> 00:00:06.320]  這些中學生的同學一起去敬拜主
[00:00:06.320 --> 00:00:09.860]  是一個很開心去感恩的事情
[00:00:09.860 --> 00:00:11.200]  一個老師
[00:00:11.200 --> 00:00:13.880]  他是在小學裡面教研班
[00:00:13.880 --> 00:00:16.920]  然後有一天他就要教一個課程
[00:00:16.920 --> 00:00:21.780]  就關於磁石的功能
[00:00:21.780 --> 00:00:24.280]  他想怎麼跟小朋友說這件事呢
[00:00:24.280 --> 00:00:25.340]  他想了一個方法
[00:00:25.340 --> 00:00:27.880]  就叫小朋友去回答一個問題
[00:00:27.880 --> 00:00:29.240]  去猜一件事
[00:00:29.240 --> 00:00:31.360]  他說這件事有兩個字
[00:00:31.360 --> 00:00:33.760]  第一個字的發音就是「磁」
[00:00:33.760 --> 00:00:35.480]  第二個字就不告訴你
[00:00:35.480 --> 00:00:36.160]  讓你自己猜
[00:00:36.160 --> 00:00:39.020]  然後他說這件事是很有趣的
[00:00:39.020 --> 00:00:41.920]  可以收集一些不同的東西
[00:00:41.920 --> 00:00:46.360]  就叫同學給他一張紙去寫
[00:00:46.360 --> 00:00:48.680]  誰知道你收回來的答案當中
[00:00:48.680 --> 00:00:49.960]  超過一半的答案
[00:00:49.960 --> 00:00:52.680]  你猜他們寫什麼
[00:00:52.680 --> 00:00:53.800]  他們很厲害
[00:00:53.800 --> 00:00:55.560]  「磁」母
[00:00:55.560 --> 00:00:57.480]  他們答了是「磁」母
[00:00:57.480 --> 00:00:58.680]  不是磁石
[00:00:58.680 --> 00:01:00.920]  其實跟我們剛才那條問題
[00:01:00.920 --> 00:01:02.120]  也有些關係的
[00:01:02.120 --> 00:01:04.960]  我們的媽媽在家裡也很喜歡收拾東西
[00:01:04.960 --> 00:01:06.520]  我們的玩具
[00:01:06.520 --> 00:01:07.400]  我們的書
[00:01:07.400 --> 00:01:09.200]  雜物亂放的時候
[00:01:09.200 --> 00:01:10.520]  回到家裡不知道為什麼
[00:01:10.520 --> 00:01:12.720]  有時候媽媽也幫我們收拾得很整齊
[00:01:12.720 --> 00:01:13.720]  媽媽很好
[00:01:13.720 --> 00:01:17.080]  在家裡會幫我們收拾一些東西
[00:01:17.080 --> 00:01:19.040]  母親是一個在家庭裡面
[00:01:19.040 --> 00:01:20.160]  非常好的
[00:01:20.160 --> 00:01:21.720]  非常重要的一個角色
[00:01:21.720 --> 00:01:24.120]  今天是一個母親節的日子
[00:01:24.120 --> 00:01:26.320]  我們希望藉著這個母親節的日子
[00:01:26.320 --> 00:01:29.600]  不單止我們待會有機會跟母親吃飯
[00:01:29.600 --> 00:01:31.040]  去慶祝這個日子
[00:01:31.040 --> 00:01:32.200]  去感謝她們
[00:01:32.200 --> 00:01:33.720]  在今天的經文當中
[00:01:33.720 --> 00:01:35.720]  我們也思想一個母親的故事
[00:01:35.720 --> 00:01:37.000]  以至於我們反思
[00:01:37.000 --> 00:01:40.200]  神在母親心裡面
[00:01:40.200 --> 00:01:43.400]  身上有些什麼心意
[00:01:43.400 --> 00:01:47.800]  母親將教育兒女作為一個天職
[00:01:47.800 --> 00:01:49.800]  但是對於基督徒的父母
[00:01:49.800 --> 00:01:52.920]  神會不會有一個更加高的期盼
[00:01:52.920 --> 00:01:56.800]  和一個更加大的呼召
[00:01:56.800 --> 00:01:57.880]  要父母
[00:01:57.880 --> 00:02:02.440]  要母親去用生命影響他們兒女的生命
[00:02:02.440 --> 00:02:04.160]  使他們的兒女可以認識主
[00:02:04.160 --> 00:02:05.040]  經歷主
[00:02:05.040 --> 00:02:07.200]  和去侍奉主
[00:02:07.200 --> 00:02:10.120]  今天的經文裡面說到同樣一個母親
[00:02:10.120 --> 00:02:11.640]  哈娜
[00:02:11.640 --> 00:02:14.000]  故事發生在一個非常動盪
[00:02:14.000 --> 00:02:16.720]  黑暗的以色列的時期
[00:02:16.720 --> 00:02:18.000]  如果大家回去看《時詩記》
[00:02:18.000 --> 00:02:19.200]  最後幾章的時間
[00:02:19.200 --> 00:02:21.680]  會發覺其實那時候
[00:02:21.680 --> 00:02:23.920]  以色列裡面的支派當中
[00:02:23.920 --> 00:02:25.760]  有一個很大的衝突發生了
[00:02:25.760 --> 00:02:26.880]  其中一個支派
[00:02:26.880 --> 00:02:28.440]  便雅敏支派
[00:02:28.440 --> 00:02:30.680]  差點就被人滅了
[00:02:30.680 --> 00:02:33.280]  接著發生了很多的動亂
[00:02:33.280 --> 00:02:35.040]  因為仇恨的緣故
[00:02:35.040 --> 00:02:38.360]  接著彼此之間有很多的憎恨
[00:02:38.360 --> 00:02:41.080]  在《撒慕爾記》的開頭的時間
[00:02:41.080 --> 00:02:44.360]  我們看到一個衝突
[00:02:44.360 --> 00:02:46.360]  從一個支派之間的衝突
[00:02:46.360 --> 00:02:48.160]  縮小了範圍
[00:02:48.160 --> 00:02:50.560]  去到一個家庭當中
[00:02:50.560 --> 00:02:53.640]  在一個家庭當中有一個衝突發生
[00:02:53.640 --> 00:02:54.520]  說回這個家庭
[00:02:54.520 --> 00:02:56.680]  這個家庭的父親就是以利加拿
[00:02:56.680 --> 00:02:58.480]  我們知道以利加拿聖經
[00:02:58.480 --> 00:03:02.000]  《撒慕爾記》說他是以法連人
[00:03:02.000 --> 00:03:03.920]  但是在其他的經文裡面又說
[00:03:03.920 --> 00:03:05.760]  他是一個利微人
[00:03:05.760 --> 00:03:08.160]  當大家對支派比較了解的時候
[00:03:08.160 --> 00:03:09.000]  就覺得
[00:03:09.000 --> 00:03:11.240]  為什麼他同時屬於兩個支派的人呢
[00:03:11.240 --> 00:03:12.480]  會有一個問題
[00:03:12.480 --> 00:03:15.400]  其實答案不是很複雜
[00:03:15.400 --> 00:03:17.920]  因為他的確是利微人
[00:03:17.920 --> 00:03:19.120]  因為我們知道
[00:03:19.120 --> 00:03:22.280]  當以色列人去到迦南居住的時候
[00:03:22.280 --> 00:03:24.400]  支派是分到不同的地
[00:03:24.400 --> 00:03:25.960]  十一個支派都有自己的地
[00:03:25.960 --> 00:03:28.120]  但是一個支派是沒有自己的地
[00:03:28.120 --> 00:03:30.520]  那個支派就是利微人
[00:03:30.520 --> 00:03:33.960]  利微人可以說是一個神職服侍的支派
[00:03:33.960 --> 00:03:37.280]  所以他們是分派到不同的支派當中
[00:03:37.280 --> 00:03:39.360]  去服侍這些以色列人
[00:03:39.360 --> 00:03:43.360]  帶領他們去認識主和敬拜主
[00:03:43.360 --> 00:03:45.840]  所以我們知道以利加拿本身的利微人
[00:03:45.840 --> 00:03:48.640]  可以說是一個神職人員
[00:03:48.640 --> 00:03:50.640]  我們看到他們的家庭
[00:03:50.640 --> 00:03:53.160]  其實在亂世當中
[00:03:53.160 --> 00:03:57.440]  在一個屬領低潮的以色列百姓當中
[00:03:57.440 --> 00:04:00.240]  他們都算是一個敬虔的家庭
